osmid,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,name,tunnel
251400131,tertiary,40,False,False,783.683,"LINESTRING (81.0453171 6.8743711, 81.0453011 6.8743054, 81.0453448 6.8742476, 81.0455082 6.8741689, 81.0455411 6.8741307, 81.0455392 6.8740804, 81.0454982 6.8740419, 81.0453935 6.8740496, 81.0451595 6.8741184, 81.0450285 6.8741686, 81.0445714 6.8743861, 81.0445175 6.8743898, 81.0444755 6.8743623, 81.044468 6.8742575, 81.0444942 6.8741809, 81.0446639 6.8738982, 81.0447531 6.8735129, 81.0449074 6.873337, 81.0449519 6.8732818, 81.044945 6.8732271, 81.0448839 6.8732217, 81.0447372 6.8733064, 81.0445992 6.8733862, 81.0444969 6.8735046, 81.0444201 6.8735455, 81.0443331 6.8735475, 81.0441456 6.8734916, 81.0438637 6.8734906, 81.0436205 6.8734426, 81.0433145 6.87352, 81.04298 6.8734808, 81.0429401 6.8734383, 81.0429802 6.873381, 81.0430642 6.8733564, 81.0432713 6.8733554, 81.0435581 6.8732455, 81.0439172 6.8732627, 81.0441551 6.8731712, 81.0443187 6.8729981, 81.0443828 6.8729316, 81.0444024 6.8729112, 81.0445177 6.8727917, 81.0446342 6.8725537)",,,Kithalella Road,
346041764,trunk,70,False,True,65.177,"LINESTRING (81.0453171 6.8743711, 81.0455981 6.8742363, 81.0458449 6.8741086)",2,AA023,Ella - Wellawaya Road,
"[482964849, 46832529, 783972868]",residential,25,False,"[False, True]",814.0409999999998,"LINESTRING (81.0446696 6.8704588, 81.044753 6.8705131, 81.0450572 6.870632, 81.0455936 6.8708209, 81.045768 6.871064, 81.0459675 6.8712399, 81.0460141 6.8717329, 81.0460053 6.8719599, 81.0459587 6.87221, 81.045848 6.8725309, 81.0458188 6.8726839, 81.0458099 6.8727974, 81.0458245 6.8728061, 81.0458478 6.872809, 81.046272 6.8727592, 81.0463729 6.8727529, 81.0464834 6.8726581, 81.0465951 6.8723791, 81.0468266 6.8722129, 81.046989 6.8721888, 81.0472912 6.8722172, 81.0473917 6.8721695, 81.0474965 6.8720668, 81.0476509 6.8720047, 81.0478081 6.8719714, 81.0478562 6.8719382, 81.0480295 6.8718355, 81.0481128 6.8718533, 81.0488619 6.8727544, 81.0489612 6.8728015, 81.0491811 6.8728466)",1,,"['Waterfall Road', 'Water Fall Road']",
1167465762,residential,,False,False,29.785,"LINESTRING (81.0446696 6.8704588, 81.044865 6.8704266, 81.0449284 6.8703933)",,,,
712454694,trunk,70,False,False,461.40700000000004,"LINESTRING (81.0474067 6.8708595, 81.0472951 6.870929, 81.047247 6.8710017, 81.0472685 6.8710581, 81.047326 6.8710887, 81.0473965 6.8710831, 81.0474739 6.8710446, 81.0476232 6.8709526, 81.0476992 6.8708721, 81.0478778 6.8708022, 81.0481411 6.870684, 81.0483177 6.8706735, 81.0484908 6.8706865, 81.0486297 6.8706866, 81.0488246 6.8706746, 81.0490136 6.8706543, 81.0491751 6.8706481, 81.0492616 6.8706296, 81.0493492 6.8706041, 81.0494256 6.87059, 81.0494942 6.8706057, 81.0495503 6.8706547, 81.0495856 6.8707602, 81.0496022 6.8709219, 81.0494988 6.871121, 81.0494087 6.8712877, 81.0493272 6.8715525, 81.0492204 6.8720368)",2,AA023,Ella - Wellawaya Road,
9783036,residential,30,False,True,79.115,"LINESTRING (81.0483232 6.8755012, 81.04835 6.8762122)",,,Police Station Road,
9783036,residential,30,False,False,121.858,"LINESTRING (81.0483232 6.8755012, 81.0483071 6.874946, 81.0483379 6.8744064)",,,Police Station Road,
705840887,residential,20,False,True,150.30399999999997,"LINESTRING (81.0483232 6.8755012, 81.0481801 6.8753491, 81.0480537 6.8751204, 81.047996 6.8750499, 81.04791 6.8749909, 81.0477479 6.8749567, 81.047658 6.8749673, 81.047367 6.8750978, 81.0472611 6.8751484)",,,,
9783036,residential,30,False,False,79.115,"LINESTRING (81.04835 6.8762122, 81.0483232 6.8755012)",,,Police Station Road,
9783036,residential,30,False,True,25.536,"LINESTRING (81.04835 6.8762122, 81.0483326 6.8764412)",,,Police Station Road,
482841650,unclassified,,False,False,103.174,"LINESTRING (81.04835 6.8762122, 81.0482751 6.8763085, 81.0481402 6.8764063, 81.0479459 6.8764316, 81.0478152 6.8763718, 81.0476483 6.8761182)",,,,
9783036,residential,30,False,False,25.536,"LINESTRING (81.0483326 6.8764412, 81.04835 6.8762122)",,,Police Station Road,
9783036,residential,30,False,True,28.264,"LINESTRING (81.0483326 6.8764412, 81.0482922 6.8766922)",,,Police Station Road,
679234229,residential,20,False,True,216.291,"LINESTRING (81.0483326 6.8764412, 81.0486887 6.8765157, 81.048776 6.876495, 81.0489106 6.8764254, 81.0491192 6.8763934, 81.0495081 6.8764743, 81.0496235 6.8765385, 81.0499158 6.8767888, 81.0501327 6.8768556)",1,,,
9783036,residential,30,False,False,28.264,"LINESTRING (81.0482922 6.8766922, 81.0483326 6.8764412)",,,Police Station Road,
251400129,residential,30,False,False,139.54500000000002,"LINESTRING (81.0492204 6.8720368, 81.0491874 6.8720022, 81.0491601 6.8719329, 81.049152 6.8717831, 81.0491057 6.8717778, 81.0489739 6.871902, 81.0487941 6.8720271, 81.0487052 6.8721579, 81.0487 6.8723364, 81.0487228 6.8724416, 81.0487744 6.8725207)",,,,
712454694,trunk,70,False,False,92.806,"LINESTRING (81.0492204 6.8720368, 81.049211 6.8721896, 81.0492191 6.8722764, 81.0492834 6.8725347, 81.0492572 6.8725972, 81.0491811 6.8728466)",2,AA023,Ella - Wellawaya Road,
712454694,trunk,70,False,True,461.4070000000001,"LINESTRING (81.0492204 6.8720368, 81.0493272 6.8715525, 81.0494087 6.8712877, 81.0494988 6.871121, 81.0496022 6.8709219, 81.0495856 6.8707602, 81.0495503 6.8706547, 81.0494942 6.8706057, 81.0494256 6.87059, 81.0493492 6.8706041, 81.0492616 6.8706296, 81.0491751 6.8706481, 81.0490136 6.8706543, 81.0488246 6.8706746, 81.0486297 6.8706866, 81.0484908 6.8706865, 81.0483177 6.8706735, 81.0481411 6.870684, 81.0478778 6.8708022, 81.0476992 6.8708721, 81.0476232 6.8709526, 81.0474739 6.8710446, 81.0473965 6.8710831, 81.047326 6.8710887, 81.0472685 6.8710581, 81.047247 6.8710017, 81.0472951 6.870929, 81.0474067 6.8708595)",2,AA023,Ella - Wellawaya Road,
585979200,primary,70,False,False,11.618,"LINESTRING (81.051174 6.8728138, 81.0510725 6.8727862)",,B113,Ella - Passara Road,
585979200,primary,70,False,True,25.592,"LINESTRING (81.051174 6.8728138, 81.0513962 6.8728794)",,B113,Ella - Passara Road,
251400133,residential,15,False,False,124.83500000000001,"LINESTRING (81.051174 6.8728138, 81.051149 6.8733918, 81.0511248 6.8739354)",,,,
251400138,residential,,False,True,158.63400000000001,"LINESTRING (81.0473742 6.8729743, 81.0470538 6.8730515, 81.0467522 6.8730355, 81.0466084 6.8731658, 81.0466008 6.873251, 81.0467974 6.8735485, 81.0469119 6.8736678)",,,,
251400135,residential,,False,True,71.673,"LINESTRING (81.0474557 6.8733761, 81.0474404 6.873431, 81.0473336 6.8735314, 81.0471122 6.8736205, 81.0469119 6.8736678)",,,,
251400136,residential,30,False,True,126.766,"LINESTRING (81.0478652 6.8734613, 81.0485214 6.873728, 81.0486013 6.8737146, 81.0487595 6.8736103, 81.0487985 6.8736063, 81.0489197 6.8736504)",,,,
251400136,residential,30,False,False,126.76599999999999,"LINESTRING (81.0489197 6.8736504, 81.0487985 6.8736063, 81.0487595 6.8736103, 81.0486013 6.8737146, 81.0485214 6.873728, 81.0478652 6.8734613)",,,,
712454694,trunk,70,False,False,76.58500000000001,"LINESTRING (81.0489197 6.8736504, 81.0488495 6.8739149, 81.0487738 6.8740313, 81.0485911 6.8742402)",2,AA023,Ella - Wellawaya Road,
712454694,trunk,70,False,True,70.62,"LINESTRING (81.0489197 6.8736504, 81.048937 6.8736019, 81.0490547 6.8732107, 81.0491338 6.8730539)",2,AA023,Ella - Wellawaya Road,
251400135,residential,,False,False,71.673,"LINESTRING (81.0469119 6.8736678, 81.0471122 6.8736205, 81.0473336 6.8735314, 81.0474404 6.873431, 81.0474557 6.8733761)",,,,
251400135,residential,,False,True,148.735,"LINESTRING (81.0469119 6.8736678, 81.0466539 6.8737459, 81.0464679 6.8737253, 81.0461635 6.8735416, 81.0460609 6.8735716, 81.0460458 6.8736195, 81.0461826 6.8736674, 81.0463711 6.873801)",,,,
251400138,residential,,False,False,158.634,"LINESTRING (81.0469119 6.8736678, 81.0467974 6.8735485, 81.0466008 6.873251, 81.0466084 6.8731658, 81.0467522 6.8730355, 81.0470538 6.8730515, 81.0473742 6.8729743)",,,,
373573585,residential,15,False,False,8.349,"LINESTRING (81.0511248 6.8739354, 81.0510494 6.8739296)",,,,
251400133,residential,15,False,True,124.83500000000001,"LINESTRING (81.0511248 6.8739354, 81.051149 6.8733918, 81.051174 6.8728138)",,,,
373573584,residential,15,False,False,107.66199999999999,"LINESTRING (81.0511248 6.8739354, 81.0512428 6.8739487, 81.0514869 6.8739927, 81.0515121 6.874102, 81.0516599 6.8742201, 81.0516679 6.8743159, 81.0517135 6.8745183)",,,,
251400130,residential,30,False,False,88.016,"LINESTRING (81.0472611 6.8751484, 81.0475861 6.8758712)",,,Ella Station Road,
251400130,residential,30,False,True,98.575,"LINESTRING (81.0472611 6.8751484, 81.0469484 6.8745579, 81.0468399 6.8743668)",,,Ella Station Road,
705840887,residential,20,False,False,150.304,"LINESTRING (81.0472611 6.8751484, 81.047367 6.8750978, 81.047658 6.8749673, 81.0477479 6.8749567, 81.04791 6.8749909, 81.047996 6.8750499, 81.0480537 6.8751204, 81.0481801 6.8753491, 81.0483232 6.8755012)",,,,
251400130,residential,30,False,True,88.016,"LINESTRING (81.0475861 6.8758712, 81.0472611 6.8751484)",,,Ella Station Road,
251400130,residential,30,False,False,34.705,"LINESTRING (81.0475861 6.8758712, 81.0475515 6.8760148, 81.0475712 6.8760867, 81.047606 6.8761199, 81.0476483 6.8761182)",,,Ella Station Road,
251400130,residential,30,False,True,32.344,"LINESTRING (81.0475861 6.8758712, 81.0476743 6.8759711, 81.0476846 6.8760606, 81.0476483 6.8761182)",,,Ella Station Road,
344912963,residential,30,False,False,147.203,"LINESTRING (81.0485911 6.8742402, 81.0487175 6.8743417, 81.0488266 6.8744246, 81.048864 6.874428, 81.0490869 6.8742596, 81.0498023 6.8742833)",,,,
712454694,trunk,70,False,False,33.729,"LINESTRING (81.0485911 6.8742402, 81.0484548 6.8743502, 81.0484086 6.8743724, 81.0483379 6.8744064)",2,AA023,Ella - Wellawaya Road,
712454694,trunk,70,False,True,76.58500000000001,"LINESTRING (81.0485911 6.8742402, 81.0487738 6.8740313, 81.0488495 6.8739149, 81.0489197 6.8736504)",2,AA023,Ella - Wellawaya Road,
251400130,residential,30,False,False,32.344,"LINESTRING (81.0476483 6.8761182, 81.0476846 6.8760606, 81.0476743 6.8759711, 81.0475861 6.8758712)",,,Ella Station Road,
251400130,residential,30,False,True,34.705,"LINESTRING (81.0476483 6.8761182, 81.047606 6.8761199, 81.0475712 6.8760867, 81.0475515 6.8760148, 81.0475861 6.8758712)",,,Ella Station Road,
482841650,unclassified,,False,True,103.17399999999999,"LINESTRING (81.0476483 6.8761182, 81.0478152 6.8763718, 81.0479459 6.8764316, 81.0481402 6.8764063, 81.0482751 6.8763085, 81.04835 6.8762122)",,,,
344912963,residential,30,False,True,138.10000000000002,"LINESTRING (81.0494803 6.8740468, 81.0496844 6.8740985, 81.0498333 6.8740672, 81.0499728 6.8739934, 81.0500451 6.8740121, 81.0501342 6.8740641, 81.0502034 6.8741352, 81.0502524 6.8742743, 81.0502464 6.8743462, 81.0502055 6.8743855, 81.0500405 6.8743295)",,,,
344912963,residential,30,False,False,27.012999999999998,"LINESTRING (81.0498023 6.8742833, 81.0499714 6.8743016, 81.0500405 6.8743295)",,,,
344912963,residential,30,False,True,147.203,"LINESTRING (81.0498023 6.8742833, 81.0490869 6.8742596, 81.048864 6.874428, 81.0488266 6.8744246, 81.0487175 6.8743417, 81.0485911 6.8742402)",,,,
482976437,residential,,False,False,128.70800000000003,"LINESTRING (81.0498023 6.8742833, 81.0499138 6.8743389, 81.0499838 6.8743788, 81.0500164 6.8744414, 81.0499979 6.8745006, 81.0498685 6.8746604, 81.0498148 6.8747962, 81.049777 6.8750939, 81.0497893 6.8752635)",,,,
585979200,primary,70,False,True,11.618,"LINESTRING (81.0510725 6.8727862, 81.051174 6.8728138)",,B113,Ella - Passara Road,
417404821,residential,,False,False,204.728,"LINESTRING (81.0510725 6.8727862, 81.0510898 6.8726543, 81.0510586 6.8725098, 81.051018 6.8724422, 81.0509348 6.8723729, 81.0506854 6.8722558, 81.0506173 6.8722068, 81.0505944 6.8721146, 81.0505942 6.8720334, 81.0506237 6.8719083, 81.0504735 6.8717884, 81.0504078 6.8717059, 81.0503702 6.871598, 81.0503447 6.8713783, 81.050385 6.8713091)",,,,
585979200,primary,70,False,False,217.077,"LINESTRING (81.0510725 6.8727862, 81.0507651 6.8727702, 81.0505242 6.8727936, 81.050121 6.872841, 81.0498173 6.8728961, 81.0491338 6.8730539)",,B113,Ella - Passara Road,
417404821,residential,,False,True,204.72799999999998,"LINESTRING (81.050385 6.8713091, 81.0503447 6.8713783, 81.0503702 6.871598, 81.0504078 6.8717059, 81.0504735 6.8717884, 81.0506237 6.8719083, 81.0505942 6.8720334, 81.0505944 6.8721146, 81.0506173 6.8722068, 81.0506854 6.8722558, 81.0509348 6.8723729, 81.051018 6.8724422, 81.0510586 6.8725098, 81.0510898 6.8726543, 81.0510725 6.8727862)",,,,
482799648,residential,,False,True,264.752,"LINESTRING (81.0528669 6.8735712, 81.0528602 6.8734213, 81.0528065 6.8732908, 81.0527502 6.8732269, 81.0526053 6.8731443, 81.0524203 6.8729872, 81.0518302 6.8723987, 81.0517336 6.8723401, 81.0516773 6.8723508, 81.0515217 6.872649, 81.0513962 6.8728794)",,,,
585979200,primary,70,False,False,187.921,"LINESTRING (81.0528669 6.8735712, 81.052762 6.873522, 81.0526066 6.8735066, 81.0523945 6.8735157, 81.0522461 6.8735046, 81.0521506 6.8734426, 81.0519843 6.8732429, 81.0514989 6.8729262, 81.0513962 6.8728794)",,B113,Ella - Passara Road,
482976437,residential,,False,True,128.708,"LINESTRING (81.0497893 6.8752635, 81.049777 6.8750939, 81.0498148 6.8747962, 81.0498685 6.8746604, 81.0499979 6.8745006, 81.0500164 6.8744414, 81.0499838 6.8743788, 81.0499138 6.8743389, 81.0498023 6.8742833)",,,,
373573585,residential,15,False,True,125.31200000000001,"LINESTRING (81.0500705 6.8737105, 81.0501149 6.8738822, 81.0502088 6.8739408, 81.050308 6.8739647, 81.0507935 6.8739208, 81.0510278 6.873928, 81.0510494 6.8739296)",,,,
344912963,residential,30,False,False,138.1,"LINESTRING (81.0500405 6.8743295, 81.0502055 6.8743855, 81.0502464 6.8743462, 81.0502524 6.8742743, 81.0502034 6.8741352, 81.0501342 6.8740641, 81.0500451 6.8740121, 81.0499728 6.8739934, 81.0498333 6.8740672, 81.0496844 6.8740985, 81.0494803 6.8740468)",,,,
344912963,residential,30,False,True,27.012999999999998,"LINESTRING (81.0500405 6.8743295, 81.0499714 6.8743016, 81.0498023 6.8742833)",,,,
"[684513627, 684513629]",residential,15,False,True,186.99400000000003,"LINESTRING (81.0500405 6.8743295, 81.0501565 6.8744412, 81.0502088 6.874506, 81.0502008 6.874536, 81.0501558 6.8745466, 81.0500573 6.8745566, 81.0500278 6.8745785, 81.0500023 6.8749567, 81.0500121 6.8752057, 81.0500942 6.8755845, 81.0501574 6.8757856)",,,,
251400129,residential,30,False,True,139.54500000000002,"LINESTRING (81.0487744 6.8725207, 81.0487228 6.8724416, 81.0487 6.8723364, 81.0487052 6.8721579, 81.0487941 6.8720271, 81.0489739 6.871902, 81.0491057 6.8717778, 81.049152 6.8717831, 81.0491601 6.8719329, 81.0491874 6.8720022, 81.0492204 6.8720368)",,,,
712454694,trunk,70,False,True,23.635,"LINESTRING (81.0491338 6.8730539, 81.0491811 6.8728466)",2,AA023,Ella - Wellawaya Road,
585979200,primary,70,False,True,217.077,"LINESTRING (81.0491338 6.8730539, 81.0498173 6.8728961, 81.050121 6.872841, 81.0505242 6.8727936, 81.0507651 6.8727702, 81.0510725 6.8727862)",,B113,Ella - Passara Road,
712454694,trunk,70,False,False,70.62,"LINESTRING (81.0491338 6.8730539, 81.0490547 6.8732107, 81.048937 6.8736019, 81.0489197 6.8736504)",2,AA023,Ella - Wellawaya Road,
679234229,residential,20,False,False,80.294,"LINESTRING (81.0507493 6.8768287, 81.0505575 6.8767195, 81.0505146 6.8767169, 81.0504489 6.8767475, 81.050351 6.8768806, 81.0502531 6.8768926, 81.0501327 6.8768556)",1,,,
373573584,residential,15,False,True,107.662,"LINESTRING (81.0517135 6.8745183, 81.0516679 6.8743159, 81.0516599 6.8742201, 81.0515121 6.874102, 81.0514869 6.8739927, 81.0512428 6.8739487, 81.0511248 6.8739354)",,,,
1147044630,residential,,False,False,56.361999999999995,"LINESTRING (81.0509598 6.8743399, 81.0509277 6.8741854, 81.0508874 6.8740976, 81.0509196 6.8739937, 81.0510494 6.8739296)",,,,
373573585,residential,15,False,True,8.349,"LINESTRING (81.0510494 6.8739296, 81.0511248 6.8739354)",,,,
373573585,residential,15,False,False,125.312,"LINESTRING (81.0510494 6.8739296, 81.0510278 6.873928, 81.0507935 6.8739208, 81.050308 6.8739647, 81.0502088 6.8739408, 81.0501149 6.8738822, 81.0500705 6.8737105)",,,,
1147044630,residential,,False,True,56.361999999999995,"LINESTRING (81.0510494 6.8739296, 81.0509196 6.8739937, 81.0508874 6.8740976, 81.0509277 6.8741854, 81.0509598 6.8743399)",,,,
1167465762,residential,,False,True,29.785,"LINESTRING (81.0449284 6.8703933, 81.044865 6.8704266, 81.0446696 6.8704588)",,,,
"[684513627, 684513629]",residential,15,False,False,186.99400000000003,"LINESTRING (81.0501574 6.8757856, 81.0500942 6.8755845, 81.0500121 6.8752057, 81.0500023 6.8749567, 81.0500278 6.8745785, 81.0500573 6.8745566, 81.0501558 6.8745466, 81.0502008 6.874536, 81.0502088 6.874506, 81.0501565 6.8744412, 81.0500405 6.8743295)",,,,
679234229,residential,20,False,False,216.29099999999994,"LINESTRING (81.0501327 6.8768556, 81.0499158 6.8767888, 81.0496235 6.8765385, 81.0495081 6.8764743, 81.0491192 6.8763934, 81.0489106 6.8764254, 81.048776 6.876495, 81.0486887 6.8765157, 81.0483326 6.8764412)",1,,,
679234229,residential,20,False,True,80.29400000000001,"LINESTRING (81.0501327 6.8768556, 81.0502531 6.8768926, 81.050351 6.8768806, 81.0504489 6.8767475, 81.0505146 6.8767169, 81.0505575 6.8767195, 81.0507493 6.8768287)",1,,,
1167490028,residential,,False,True,106.37400000000001,"LINESTRING (81.0501327 6.8768556, 81.0500589 6.8766091, 81.0500914 6.8763521, 81.0500222 6.8762259, 81.0500672 6.8761804, 81.0501166 6.8760911, 81.0502248 6.8760159)",,,,
1167490028,residential,,False,False,106.374,"LINESTRING (81.0502248 6.8760159, 81.0501166 6.8760911, 81.0500672 6.8761804, 81.0500222 6.8762259, 81.0500914 6.8763521, 81.0500589 6.8766091, 81.0501327 6.8768556)",,,,
