osmid,highway,maxspeed,oneway,reversed,length,name,geometry,ref,bridge,access
"[345480627, 345480629]",primary,60,False,True,382.644,Avissawella Road(Colombo-Hanwella Low Level Road),"LINESTRING (79.9870593 6.9334383, 79.9869302 6.9334881, 79.986839 6.933544, 79.9866256 6.9336337, 79.9861374 6.933868, 79.9860154 6.9340105, 79.9857398 6.9345062, 79.9855766 6.9346578, 79.9852076 6.9347745, 79.9850067 6.9348819, 79.9846069 6.9352943, 79.9844317 6.9355016)",AB010,,
423461670,primary,60,False,True,28.58,New Kandy Road,"LINESTRING (79.983324 6.9344362, 79.9835791 6.9344802)",B263,,
"[345480625, 345480631]","['residential', 'unclassified']",30,False,True,335.54100000000005,"['School Lane', 'T P Perera Road']","LINESTRING (79.983324 6.9344362, 79.9836222 6.9339434, 79.9837235 6.9337658, 79.9837674 6.933693, 79.9837682 6.9336474, 79.9836093 6.9331855, 79.9836501 6.9331015, 79.9838784 6.9329598, 79.9839231 6.9328889, 79.9840559 6.9324641, 79.9841555 6.9317397)",,,
423461670,primary,60,False,False,92.43900000000001,New Kandy Road,"LINESTRING (79.983324 6.9344362, 79.9830218 6.9344397, 79.982911 6.9343869, 79.9828172 6.9343423, 79.9825511 6.9341877)",B263,,
423461670,primary,60,False,False,28.58,New Kandy Road,"LINESTRING (79.9835791 6.9344802, 79.983324 6.9344362)",B263,,
"[1180931458, 173560299]",residential,30,False,False,127.125,Post office road,"LINESTRING (79.9835791 6.9344802, 79.9839731 6.9342098, 79.9842041 6.9340512, 79.9842335 6.934031, 79.9842756 6.9340021, 79.9843923 6.9339302, 79.9844417 6.9339011, 79.9845168 6.933981)",,,
"[23456968, 345480619, 423461670]",primary,60,False,True,167.93599999999998,New Kandy Road,"LINESTRING (79.9835791 6.9344802, 79.9837781 6.9345165, 79.9839031 6.9346632, 79.9839444 6.934777, 79.9840179 6.9351452, 79.984082 6.9353479, 79.9841407 6.935476, 79.9841855 6.9355882, 79.9842475 6.9357218)",B263,,
"[254842640, 419896373, 419939558, 419939559]",residential,30,False,"[False, True]",212.232,,"LINESTRING (79.9878671 6.9339298, 79.9878603 6.9343482, 79.9878611 6.9343752, 79.9879513 6.9344015, 79.9879903 6.9344647, 79.9884097 6.9343242, 79.988576 6.9342908, 79.9886556 6.9343646, 79.9887046 6.9345346, 79.9887489 6.9347316, 79.9887601 6.9347491, 79.9887937 6.9347675, 79.9887725 6.9348149, 79.9887848 6.9349045)",,yes,
254842640,residential,30,False,True,73.163,,"LINESTRING (79.9878671 6.9339298, 79.9878872 6.9336638, 79.9879237 6.9336485, 79.9882781 6.9336564)",,,
254842641,residential,30,False,True,92.11500000000001,,"LINESTRING (79.9878671 6.9339298, 79.9876782 6.9339301, 79.9876264 6.9339547, 79.9873146 6.9344498)",,,
254842641,residential,30,False,False,92.115,,"LINESTRING (79.9873146 6.9344498, 79.9876264 6.9339547, 79.9876782 6.9339301, 79.9878671 6.9339298)",,,
"[343035736, 131522185, 345480630, 519371878]",primary,60,True,False,414.543,New Kandy Road,"LINESTRING (79.9844138 6.9359318, 79.9848643 6.9361827, 79.9856999 6.9365774, 79.9858193 6.9366363, 79.9861175 6.9368138, 79.9862528 6.9369391, 79.9863554 6.9370426, 79.9864586 6.937155, 79.9865399 6.9372583, 79.9866004 6.9373465, 79.9866821 6.9374793, 79.9867391 6.9375938, 79.9867907 6.9377096, 79.9868389 6.937822, 79.9868967 6.9379679, 79.9869408 6.9381077, 79.9869798 6.9382674, 79.9870014 6.9383658)",AB004,yes,
345480629,primary,60,False,False,31.826,Avissawella Road(Colombo-Hanwella Low Level Road),"LINESTRING (79.9842475 6.9357218, 79.9844317 6.9355016)",AB010,,
345480629,primary,60,False,True,31.301,Avissawella Road(Colombo-Hanwella Low Level Road),"LINESTRING (79.9842475 6.9357218, 79.9840759 6.9359459)",AB010,,
"[23456968, 345480619, 423461670]",primary,60,False,False,167.936,New Kandy Road,"LINESTRING (79.9842475 6.9357218, 79.9841855 6.9355882, 79.9841407 6.935476, 79.984082 6.9353479, 79.9840179 6.9351452, 79.9839444 6.934777, 79.9839031 6.9346632, 79.9837781 6.9345165, 79.9835791 6.9344802)",B263,,
343035736,primary,60,True,False,29.829,New Kandy Road,"LINESTRING (79.9842475 6.9357218, 79.9842894 6.9357932, 79.9844138 6.9359318)",AB004,,
344919564,residential,30,False,False,74.67299999999999,Court Road,"LINESTRING (79.9825511 6.9341877, 79.9824737 6.9342496, 79.9823692 6.9343176, 79.9823108 6.9343514, 79.9821635 6.9344179, 79.9821324 6.9344247, 79.9820984 6.9344171, 79.9820365 6.9343688, 79.982012 6.9343606, 79.9819612 6.9343687)",,,permit
"[423461669, 423461670]",primary,60,False,False,66.991,New Kandy Road,"LINESTRING (79.9825511 6.9341877, 79.9824149 6.9340179, 79.9823506 6.9338991, 79.9823277 6.9337898, 79.9823078 6.9336523)",B263,,
423461670,primary,60,False,True,92.43900000000001,New Kandy Road,"LINESTRING (79.9825511 6.9341877, 79.9828172 6.9343423, 79.982911 6.9343869, 79.9830218 6.9344397, 79.983324 6.9344362)",B263,,
1262810108,unclassified,30,False,True,87.278,,"LINESTRING (79.9823078 6.9336523, 79.9815188 6.933601)",,,
423461669,primary,60,False,False,142.968,New Kandy Road,"LINESTRING (79.9823078 6.9336523, 79.9822891 6.9332986, 79.982333 6.933039, 79.9824748 6.9326363, 79.9825596 6.9324097)",B263,,
"[423461669, 423461670]",primary,60,False,True,66.991,New Kandy Road,"LINESTRING (79.9823078 6.9336523, 79.9823277 6.9337898, 79.9823506 6.9338991, 79.9824149 6.9340179, 79.9825511 6.9341877)",B263,,
360217932,residential,30,False,False,63.548,,"LINESTRING (79.9809443 6.933564, 79.9815188 6.933601)",,,
360217932,residential,30,False,False,178.198,,"LINESTRING (79.9809443 6.933564, 79.980915 6.9339705, 79.9808662 6.9340042, 79.980566 6.933995, 79.9805363 6.9339448, 79.980556 6.9335513, 79.9807028 6.9335578, 79.9809443 6.933564)",,,
360217932,residential,30,False,True,178.198,,"LINESTRING (79.9809443 6.933564, 79.9807028 6.9335578, 79.980556 6.9335513, 79.9805363 6.9339448, 79.980566 6.933995, 79.9808662 6.9340042, 79.980915 6.9339705, 79.9809443 6.933564)",,,
354662900,primary,60,False,True,71.358,Avissawella Road(Colombo-Hanwella Low Level Road),"LINESTRING (79.9825162 6.9366881, 79.9818832 6.9368184)",AB010,,
354662900,primary,60,False,False,154.11700000000002,Avissawella Road(Colombo-Hanwella Low Level Road),"LINESTRING (79.9825162 6.9366881, 79.9830665 6.9365647, 79.983154 6.9365451, 79.9835388 6.9363851, 79.9838219 6.9362263)",AB010,,
375903474,residential,30,False,False,124.556,Malwatte Road,"LINESTRING (79.9825162 6.9366881, 79.9825589 6.9369212, 79.9827229 6.9377893)",,,
375903474,residential,30,False,True,124.556,Malwatte Road,"LINESTRING (79.9827229 6.9377893, 79.9825589 6.9369212, 79.9825162 6.9366881)",,,
419872952,residential,30,False,False,32.696,,"LINESTRING (79.9800825 6.9371483, 79.9801382 6.9374371)",,,
354662900,primary,60,False,False,133.834,Avissawella Road(Colombo-Hanwella Low Level Road),"LINESTRING (79.9800825 6.9371483, 79.9801108 6.9371435, 79.9808063 6.9370258, 79.9812752 6.9369325)",AB010,,
419872952,residential,30,False,True,32.696,,"LINESTRING (79.9801382 6.9374371, 79.9800825 6.9371483)",,,
"[354662900, 345480629]",primary,60,False,False,41.939,Avissawella Road(Colombo-Hanwella Low Level Road),"LINESTRING (79.9838219 6.9362263, 79.9839402 6.9361012, 79.9840759 6.9359459)",AB010,,
354662900,primary,60,False,True,154.117,Avissawella Road(Colombo-Hanwella Low Level Road),"LINESTRING (79.9838219 6.9362263, 79.9835388 6.9363851, 79.983154 6.9365451, 79.9830665 6.9365647, 79.9825162 6.9366881)",AB010,,
419872953,residential,30,False,False,97.25200000000001,,"LINESTRING (79.9838219 6.9362263, 79.9839604 6.9363588, 79.9841321 6.9364933, 79.9840556 6.9366756, 79.984065 6.9369445)",,,
419872953,residential,30,False,True,97.252,,"LINESTRING (79.984065 6.9369445, 79.9840556 6.9366756, 79.9841321 6.9364933, 79.9839604 6.9363588, 79.9838219 6.9362263)",,,
"[254842640, 419896373, 419939558, 419939559]",residential,30,False,"[False, True]",212.23200000000003,,"LINESTRING (79.9887848 6.9349045, 79.9887725 6.9348149, 79.9887937 6.9347675, 79.9887601 6.9347491, 79.9887489 6.9347316, 79.9887046 6.9345346, 79.9886556 6.9343646, 79.988576 6.9342908, 79.9884097 6.9343242, 79.9879903 6.9344647, 79.9879513 6.9344015, 79.9878611 6.9343752, 79.9878603 6.9343482, 79.9878671 6.9339298)",,yes,
254842640,residential,30,False,False,73.163,,"LINESTRING (79.9882781 6.9336564, 79.9879237 6.9336485, 79.9878872 6.9336638, 79.9878671 6.9339298)",,,
254842640,residential,30,False,True,38.398,,"LINESTRING (79.9882781 6.9336564, 79.9883231 6.9336125, 79.9883279 6.9335593, 79.9884121 6.9333458)",,,
419939560,residential,30,False,False,32.665,,"LINESTRING (79.9882781 6.9336564, 79.9882752 6.933748, 79.9882769 6.9339009, 79.9883176 6.933929)",,,
419939560,residential,30,False,True,32.665,,"LINESTRING (79.9883176 6.933929, 79.9882769 6.9339009, 79.9882752 6.933748, 79.9882781 6.9336564)",,,
345480627,primary,60,False,True,37.655,Avissawella Road(Colombo-Hanwella Low Level Road),"LINESTRING (79.9888071 6.9333129, 79.988466 6.9333084)",AB010,,
345480625,unclassified,30,False,False,4.05,School Lane,"LINESTRING (79.9842124 6.9313102, 79.9842137 6.9313466)",,,
420118008,residential,30,False,False,106.63399999999999,,"LINESTRING (79.9842124 6.9313102, 79.984715 6.9313551, 79.984956 6.9313634, 79.9851755 6.9313451)",,,
420118008,residential,30,False,True,106.634,,"LINESTRING (79.9851755 6.9313451, 79.984956 6.9313634, 79.984715 6.9313551, 79.9842124 6.9313102)",,,
427232193,residential,,False,False,97.336,,"LINESTRING (79.9850353 6.9317988, 79.9841555 6.9317397)",,,
345480625,unclassified,30,False,True,44.18,School Lane,"LINESTRING (79.9841555 6.9317397, 79.9842137 6.9313466)",,,
427232193,residential,,False,True,97.336,,"LINESTRING (79.9841555 6.9317397, 79.9850353 6.9317988)",,,
"[345480625, 345480631]","['unclassified', 'residential']",30,False,False,335.541,"['School Lane', 'T P Perera Road']","LINESTRING (79.9841555 6.9317397, 79.9840559 6.9324641, 79.9839231 6.9328889, 79.9838784 6.9329598, 79.9836501 6.9331015, 79.9836093 6.9331855, 79.9837682 6.9336474, 79.9837674 6.933693, 79.9837235 6.9337658, 79.9836222 6.9339434, 79.983324 6.9344362)",,,
345480625,unclassified,30,False,False,44.18,School Lane,"LINESTRING (79.9842137 6.9313466, 79.9841555 6.9317397)",,,
345480625,unclassified,30,False,True,4.05,School Lane,"LINESTRING (79.9842137 6.9313466, 79.9842124 6.9313102)",,,
439324723,residential,,False,False,62.798,,"LINESTRING (79.9813489 6.9374925, 79.9812752 6.9369325)",,,
439324723,residential,,False,True,62.798,,"LINESTRING (79.9812752 6.9369325, 79.9813489 6.9374925)",,,
354662900,primary,60,False,False,68.31,Avissawella Road(Colombo-Hanwella Low Level Road),"LINESTRING (79.9812752 6.9369325, 79.9816493 6.9368674, 79.9818832 6.9368184)",AB010,,
354662900,primary,60,False,True,133.834,Avissawella Road(Colombo-Hanwella Low Level Road),"LINESTRING (79.9812752 6.9369325, 79.9808063 6.9370258, 79.9801108 6.9371435, 79.9800825 6.9371483)",AB010,,
345480629,primary,60,False,False,31.301,Avissawella Road(Colombo-Hanwella Low Level Road),"LINESTRING (79.9840759 6.9359459, 79.9842475 6.9357218)",AB010,,
"[354662900, 345480629]",primary,60,False,True,41.939,Avissawella Road(Colombo-Hanwella Low Level Road),"LINESTRING (79.9840759 6.9359459, 79.9839402 6.9361012, 79.9838219 6.9362263)",AB010,,
816466885,primary_link,30,True,False,37.7,,"LINESTRING (79.9840759 6.9359459, 79.9841657 6.9359211, 79.9844138 6.9359318)",,,
345480630,primary,60,True,False,68.273,New Kandy Road,"LINESTRING (79.9871318 6.9394243, 79.9871444 6.9397678, 79.9871502 6.940038)",AB004,,
519371872,residential,20,False,True,113.07600000000001,,"LINESTRING (79.9871318 6.9394243, 79.9867304 6.939411, 79.9861108 6.9393484)",,,
519371872,residential,20,False,False,113.07600000000001,,"LINESTRING (79.9861108 6.9393484, 79.9867304 6.939411, 79.9871318 6.9394243)",,,
519371873,residential,20,False,False,58.172,,"LINESTRING (79.9864863 6.9384764, 79.9870014 6.9383658)",,,
519371874,residential,20,False,False,91.263,,"LINESTRING (79.9880567 6.9400354, 79.9872299 6.940036)",,,
519371875,primary_link,20,False,True,8.59,,"LINESTRING (79.9870767 6.9383463, 79.9870014 6.9383658)",,,
"[519371877, 816466886, 816466887]",primary,60,True,False,392.322,New Kandy Road,"LINESTRING (79.9870767 6.9383463, 79.9870596 6.9382687, 79.9870206 6.938109, 79.9869764 6.9379692, 79.9869187 6.9378233, 79.9868705 6.9377109, 79.9868108 6.9375832, 79.9867458 6.937462, 79.9866593 6.9373194, 79.9865872 6.9372186, 79.9865104 6.9371113, 79.9864421 6.9370228, 79.9863899 6.9369635, 79.9863264 6.9368958, 79.9862524 6.9368204, 79.9861556 6.9367415, 79.986088 6.9366899, 79.9859882 6.9366276, 79.9858515 6.9365484, 79.9857527 6.9364942, 79.9849011 6.9360894, 79.9846865 6.9359816)",AB004,yes,
519371873,residential,20,False,True,58.172,,"LINESTRING (79.9870014 6.9383658, 79.9864863 6.9384764)",,,
519371875,primary_link,20,False,False,8.59,,"LINESTRING (79.9870014 6.9383658, 79.9870767 6.9383463)",,,
345480630,primary,60,True,False,118.864,New Kandy Road,"LINESTRING (79.9870014 6.9383658, 79.9870149 6.9384271, 79.9870521 6.9385956, 79.987071 6.9387081, 79.9870902 6.9388174, 79.9871059 6.9389384, 79.9871198 6.9390964, 79.9871318 6.9394243)",AB004,,
519371874,residential,20,False,True,91.263,,"LINESTRING (79.9872299 6.940036, 79.9880567 6.9400354)",,,
519371876,primary_link,20,False,True,8.8,,"LINESTRING (79.9872299 6.940036, 79.9871502 6.940038)",,,
519371877,primary,60,True,False,189.13599999999997,New Kandy Road,"LINESTRING (79.9872299 6.940036, 79.9872242 6.9397691, 79.9871996 6.9390977, 79.9871857 6.9389397, 79.98717 6.9388187, 79.9871508 6.9387094, 79.9871318 6.9385969, 79.9870947 6.9384283, 79.9870767 6.9383463)",AB004,,
519371876,primary_link,20,False,False,8.8,,"LINESTRING (79.9871502 6.940038, 79.9872299 6.940036)",,,
173560297,residential,30,False,True,48.88,,"LINESTRING (79.9829709 6.9325726, 79.9825596 6.9324097)",,,
354662900,primary,60,False,False,71.358,Avissawella Road(Colombo-Hanwella Low Level Road),"LINESTRING (79.9818832 6.9368184, 79.9825162 6.9366881)",AB010,,
354662900,primary,60,False,True,68.31,Avissawella Road(Colombo-Hanwella Low Level Road),"LINESTRING (79.9818832 6.9368184, 79.9816493 6.9368674, 79.9812752 6.9369325)",AB010,,
"[1262810107, 1262810109]",unclassified,20,False,"[False, True]",376.99600000000004,Proposed By Pass road,"LINESTRING (79.9818832 6.9368184, 79.9817894 6.9362415, 79.9817179 6.9358159, 79.9816896 6.9356734, 79.9816698 6.9356141, 79.9812464 6.9343495, 79.9812418 6.9339993, 79.9815188 6.933601)",,,
345480629,primary,60,False,True,31.826,Avissawella Road(Colombo-Hanwella Low Level Road),"LINESTRING (79.9844317 6.9355016, 79.9842475 6.9357218)",AB010,,
"[345480627, 345480629]",primary,60,False,False,382.644,Avissawella Road(Colombo-Hanwella Low Level Road),"LINESTRING (79.9844317 6.9355016, 79.9846069 6.9352943, 79.9850067 6.9348819, 79.9852076 6.9347745, 79.9855766 6.9346578, 79.9857398 6.9345062, 79.9860154 6.9340105, 79.9861374 6.933868, 79.9866256 6.9336337, 79.986839 6.933544, 79.9869302 6.9334881, 79.9870593 6.9334383)",AB010,,
816466884,primary_link,30,True,False,61.603,,"LINESTRING (79.9846865 6.9359816, 79.9845227 6.9357802, 79.9844801 6.935704, 79.9844317 6.9355016)",,,
816466886,primary,60,True,False,56.64,New Kandy Road,"LINESTRING (79.9846865 6.9359816, 79.9846019 6.9359324, 79.9843724 6.9357738, 79.9842475 6.9357218)",AB004,,
344919564,residential,30,False,True,74.67300000000002,Court Road,"LINESTRING (79.9819612 6.9343687, 79.982012 6.9343606, 79.9820365 6.9343688, 79.9820984 6.9344171, 79.9821324 6.9344247, 79.9821635 6.9344179, 79.9823108 6.9343514, 79.9823692 6.9343176, 79.9824737 6.9342496, 79.9825511 6.9341877)",,,permit
"[1180931458, 173560299]",residential,30,False,True,127.125,Post office road,"LINESTRING (79.9845168 6.933981, 79.9844417 6.9339011, 79.9843923 6.9339302, 79.9842756 6.9340021, 79.9842335 6.934031, 79.9842041 6.9340512, 79.9839731 6.9342098, 79.9835791 6.9344802)",,,
1180931459,residential,,False,False,33.193,,"LINESTRING (79.986083 6.9318984, 79.985815 6.931763)",,,
"[420111233, 270560012]",residential,30,False,"[False, True]",217.04,,"LINESTRING (79.986083 6.9318984, 79.9860242 6.9319537, 79.9859974 6.9320655, 79.9860242 6.9321454, 79.9861234 6.9323265, 79.9862602 6.9324596, 79.9864748 6.9326673, 79.9866304 6.9327738, 79.9867645 6.9329389, 79.9870593 6.9334383)",,,
1180931459,residential,,False,True,33.193,,"LINESTRING (79.985815 6.931763, 79.986083 6.9318984)",,,
1212676673,residential,,False,True,53.183,,"LINESTRING (79.9813812 6.9315248, 79.9809274 6.9316855)",,,
"[345480622, 131336607]",residential,30,False,True,173.53,Galauda Road,"LINESTRING (79.9813812 6.9315248, 79.9814132 6.9316319, 79.9814512 6.9318092, 79.9815911 6.9319438, 79.9818903 6.9321464, 79.9825596 6.9324097)",,,
1212676673,residential,,False,False,53.183,,"LINESTRING (79.9809274 6.9316855, 79.9813812 6.9315248)",,,
360217932,residential,30,False,True,63.548,,"LINESTRING (79.9815188 6.933601, 79.9809443 6.933564)",,,
1262810108,unclassified,30,False,False,87.278,,"LINESTRING (79.9815188 6.933601, 79.9823078 6.9336523)",,,
"[1262810107, 1262810109]",unclassified,20,False,"[False, True]",376.996,Proposed By Pass road,"LINESTRING (79.9815188 6.933601, 79.9812418 6.9339993, 79.9812464 6.9343495, 79.9816698 6.9356141, 79.9816896 6.9356734, 79.9817179 6.9358159, 79.9817894 6.9362415, 79.9818832 6.9368184)",,,
