osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,ref,access,bridge
486798674,False,Ragama-Kadawatha Road,secondary,70,True,212.503,"LINESTRING (79.927184 7.0234472, 79.9271022 7.0234938, 79.9270271 7.0235537, 79.9269587 7.0236349, 79.9268836 7.0237453, 79.9268031 7.0238851, 79.9267092 7.0240848, 79.926551 7.0244215, 79.9264531 7.0246371, 79.9263579 7.0248568, 79.9263029 7.0250045, 79.926272 7.0250963)",2,B168,,
122738390,False,Rehabilitation Hospital Road,tertiary,40,True,32.384,"LINESTRING (79.9217226 7.0245126, 79.9218534 7.0242519)",,,,
192089643,False,Siriwardane Road,tertiary,40,False,76.893,"LINESTRING (79.9217226 7.0245126, 79.9217605 7.0246572, 79.9219121 7.025178)",,,,
192089643,False,Siriwardane Road,tertiary,40,True,233.63899999999998,"LINESTRING (79.9217226 7.0245126, 79.921476 7.0233474, 79.9211772 7.0226446, 79.921122 7.0225074)",,,,
122738397,False,Bandaranayake Mawatha,tertiary,40,True,17.582,"LINESTRING (79.9271274 7.0232994, 79.927184 7.0234472)",,,,
122738390,False,Rehabilitation Hospital Road,tertiary,40,False,612.837,"LINESTRING (79.9271274 7.0232994, 79.9266682 7.0232565, 79.926061 7.0231997, 79.9250712 7.0231434, 79.9248956 7.0231418, 79.9246227 7.0232044, 79.9245027 7.0232431, 79.924237 7.0233751, 79.9238409 7.0235756, 79.9235767 7.023743, 79.9234145 7.0238098, 79.9227878 7.0238898, 79.9225064 7.0239242, 79.9220746 7.0240301, 79.9219582 7.0241153, 79.9218534 7.0242519)",,,,
"[452749433, 122738397]",False,Bandaranayake Mawatha,tertiary,40,False,145.751,"LINESTRING (79.9271274 7.0232994, 79.9270496 7.0231331, 79.9269652 7.0230063, 79.926937 7.022964, 79.9263817 7.0222506, 79.92636 7.0222419)",,,,
486798674,False,Ragama-Kadawatha Road,secondary,70,True,11.299,"LINESTRING (79.9234202 7.0280373, 79.9233309 7.028087)",2,B168,,
486798674,False,Ragama-Kadawatha Road,secondary,70,False,253.89499999999998,"LINESTRING (79.9234202 7.0280373, 79.9242456 7.027616, 79.9246278 7.0274283, 79.9251576 7.027202, 79.9253346 7.0271275, 79.9254942 7.0270516)",2,B168,,
151568410,False,,residential,30,True,59.744,"LINESTRING (79.9196241 7.027568, 79.9196576 7.0275813, 79.9197019 7.0276532, 79.9197012 7.027768, 79.9196876 7.0280701)",,,,
113341167,False,Welisara-Ragama Road,secondary,70,False,20.014,"LINESTRING (79.9196876 7.0280701, 79.9195101 7.0280332)",4,B168,yes,
113341167,False,Welisara-Ragama Road,secondary,70,True,30.877,"LINESTRING (79.9196876 7.0280701, 79.9199637 7.028115)",4,B168,yes,
151568410,False,,residential,30,False,59.744,"LINESTRING (79.9196876 7.0280701, 79.9197012 7.027768, 79.9197019 7.0276532, 79.9196576 7.0275813, 79.9196241 7.027568)",,,,
113341165,True,Main Street,tertiary,40,False,143.857,"LINESTRING (79.9213571 7.0281794, 79.9206799 7.0281317, 79.920231 7.0281005, 79.9200591 7.028131)",,,,
"[927499716, 151705036, 927499717]",False,,residential,30,"[False, True]",259.20099999999996,"LINESTRING (79.9213571 7.0281794, 79.9214046 7.0268266, 79.9213087 7.0266422, 79.9212308 7.0261317, 79.921212 7.0258788)",,,,
151705032,False,,residential,30,True,66.196,"LINESTRING (79.9221857 7.0219192, 79.9223305 7.0221175, 79.922353 7.0224672)",,,,
536519956,False,,residential,,True,96.32199999999999,"LINESTRING (79.9221857 7.0219192, 79.921609 7.022224, 79.9215045 7.02228, 79.9214975 7.0222952, 79.9215086 7.0223565, 79.9214977 7.0223744)",,,,
122738390,False,Rehabilitation Hospital Road,tertiary,40,False,32.384,"LINESTRING (79.9218534 7.0242519, 79.9217226 7.0245126)",,,,
122738390,False,Rehabilitation Hospital Road,tertiary,40,True,612.8370000000001,"LINESTRING (79.9218534 7.0242519, 79.9219582 7.0241153, 79.9220746 7.0240301, 79.9225064 7.0239242, 79.9227878 7.0238898, 79.9234145 7.0238098, 79.9235767 7.023743, 79.9238409 7.0235756, 79.924237 7.0233751, 79.9245027 7.0232431, 79.9246227 7.0232044, 79.9248956 7.0231418, 79.9250712 7.0231434, 79.926061 7.0231997, 79.9266682 7.0232565, 79.9271274 7.0232994)",,,,
151705032,False,,residential,30,False,213.50500000000002,"LINESTRING (79.9218534 7.0242519, 79.9218732 7.0241407, 79.9219094 7.0240595, 79.9221039 7.0238492, 79.9221294 7.0237666, 79.9221776 7.0231064, 79.922246 7.0229134, 79.9223439 7.0227817, 79.9223641 7.0226499, 79.922353 7.0224672)",,,,
113341165,True,Main Street,tertiary,40,False,15.473,"LINESTRING (79.9220769 7.0282302, 79.921937 7.028221)",,,,
192089639,False,,residential,30,False,68.417,"LINESTRING (79.9220769 7.0282302, 79.9221254 7.0276168)",,,,
192089640,False,,residential,30,True,43.13,"LINESTRING (79.922572 7.0272622, 79.9225443 7.0276491)",,,,
486798674,False,Ragama-Kadawatha Road,secondary,70,False,12.095,"LINESTRING (79.923233 7.0281359, 79.9233309 7.028087)",2,B168,,
97907131,False,Ragama Flyover,secondary,60,False,353.8949999999999,"LINESTRING (79.923233 7.0281359, 79.9231452 7.0281724, 79.9230856 7.0281957, 79.9230098 7.0282216, 79.9229354 7.0282429, 79.9228609 7.0282622, 79.9227764 7.0282788, 79.922692 7.0282928, 79.9225981 7.0283028, 79.9224936 7.0283085, 79.9224197 7.0283089, 79.9205992 7.0281934, 79.9205147 7.028187, 79.9204235 7.028179, 79.9203376 7.0281697, 79.9202438 7.0281591, 79.9201539 7.0281457, 79.9200591 7.028131)",2,B168,,yes
113341165,True,Main Street,tertiary,40,False,19.171,"LINESTRING (79.923233 7.0281359, 79.9231602 7.0281327, 79.9230602 7.0281456)",,,,
113341165,True,Main Street,tertiary,40,False,27.855,"LINESTRING (79.9227517 7.0282193, 79.9225007 7.0282457)",,,,
192089645,False,,residential,30,True,61.288000000000004,"LINESTRING (79.9227517 7.0282193, 79.922779 7.027839, 79.9227776 7.0276691)",,,,
192089645,False,,residential,30,False,58.257,"LINESTRING (79.9228293 7.0271477, 79.9227776 7.0276691)",,,,
113341165,True,Main Street,tertiary,40,False,35.018,"LINESTRING (79.9230602 7.0281456, 79.9227517 7.0282193)",,,,
192089642,False,,residential,30,True,50.407,"LINESTRING (79.9230602 7.0281456, 79.9230877 7.0276931)",,,,
579514500,False,,residential,30,False,34.992,"LINESTRING (79.9222609 7.0273074, 79.9222052 7.0276172)",,,,
50175529,False,Annasihena Road,tertiary,40,False,45.577,"LINESTRING (79.9266512 7.0288167, 79.9268673 7.0287562, 79.9270459 7.0286965)",,,,
227463896,False,Ketagewatte Road,residential,30,False,269.441,"LINESTRING (79.9266512 7.0288167, 79.9269426 7.0294646, 79.9270177 7.029518, 79.9270686 7.029526, 79.9279721 7.0295794, 79.9280141 7.0296019, 79.9280297 7.0296939, 79.9277897 7.0301694)",,,,
579514530,False,Annasihena Road,tertiary,40,False,333.798,"LINESTRING (79.9266512 7.0288167, 79.9265034 7.0288559, 79.9263512 7.0289124, 79.9262385 7.0289178, 79.9261138 7.0288764, 79.9258227 7.0286622, 79.9257027 7.0286076, 79.9256611 7.0286024, 79.9251978 7.0285444, 79.9249436 7.0285304, 79.9246198 7.0284518, 79.923797 7.0281604)",,,,
227463896,False,Ketagewatte Road,residential,30,True,269.44100000000003,"LINESTRING (79.9277897 7.0301694, 79.9280297 7.0296939, 79.9280141 7.0296019, 79.9279721 7.0295794, 79.9270686 7.029526, 79.9270177 7.029518, 79.9269426 7.0294646, 79.9266512 7.0288167)",,,,
192089642,False,,residential,30,False,50.407,"LINESTRING (79.9230877 7.0276931, 79.9230602 7.0281456)",,,,
192089642,False,,residential,30,True,63.607,"LINESTRING (79.9230877 7.0276931, 79.9231475 7.0273948, 79.923225 7.0271382)",,,,
326232698,False,,residential,30,False,34.327,"LINESTRING (79.9230877 7.0276931, 79.9229052 7.0276783, 79.9227776 7.0276691)",,,,
192089645,False,,residential,30,True,58.257,"LINESTRING (79.9227776 7.0276691, 79.9228293 7.0271477)",,,,
326232698,False,,residential,30,False,25.843,"LINESTRING (79.9227776 7.0276691, 79.9225443 7.0276491)",,,,
192089645,False,,residential,30,False,61.288000000000004,"LINESTRING (79.9227776 7.0276691, 79.922779 7.027839, 79.9227517 7.0282193)",,,,
326232698,False,,residential,30,True,34.327,"LINESTRING (79.9227776 7.0276691, 79.9229052 7.0276783, 79.9230877 7.0276931)",,,,
192089640,False,,residential,30,False,43.13,"LINESTRING (79.9225443 7.0276491, 79.922572 7.0272622)",,,,
192089640,False,,residential,30,True,66.513,"LINESTRING (79.9225443 7.0276491, 79.9225007 7.0282457)",,,,
326232698,False,,residential,30,True,25.843,"LINESTRING (79.9225443 7.0276491, 79.9227776 7.0276691)",,,,
326232698,False,,residential,30,False,37.593,"LINESTRING (79.9225443 7.0276491, 79.9224338 7.0276402, 79.9222052 7.0276172)",,,,
579514500,False,,residential,30,True,34.992,"LINESTRING (79.9222052 7.0276172, 79.9222609 7.0273074)",,,,
326232698,False,,residential,30,True,37.593,"LINESTRING (79.9222052 7.0276172, 79.9224338 7.0276402, 79.9225443 7.0276491)",,,,
579514500,False,,residential,30,False,68.826,"LINESTRING (79.9222052 7.0276172, 79.9221888 7.0277967, 79.9221519 7.0282339)",,,,
192089643,False,Siriwardane Road,tertiary,40,False,69.062,"LINESTRING (79.9217978 7.0275873, 79.9217478 7.0282064)",,,,
192089643,False,Siriwardane Road,tertiary,40,True,25.601,"LINESTRING (79.9217978 7.0275873, 79.9218163 7.0273578)",,,,
326232699,False,,residential,30,False,36.302,"LINESTRING (79.9217978 7.0275873, 79.9220606 7.027611, 79.9221254 7.0276168)",,,,
192089639,False,,residential,30,False,25.463,"LINESTRING (79.9221254 7.0276168, 79.9221434 7.0273885)",,,,
192089639,False,,residential,30,True,68.417,"LINESTRING (79.9221254 7.0276168, 79.9220769 7.0282302)",,,,
326232699,False,,residential,30,True,36.302,"LINESTRING (79.9221254 7.0276168, 79.9220606 7.027611, 79.9217978 7.0275873)",,,,
326232702,False,,residential,30,False,106.72800000000001,"LINESTRING (79.9265375 7.0274152, 79.9268165 7.0272792, 79.9273851 7.026954)",,,,
452981120,False,Rampitiya Road,residential,30,False,111.975,"LINESTRING (79.9265375 7.0274152, 79.9267078 7.0277266, 79.9270806 7.0282643)",,,,
"[452981120, 326232700]",False,Rampitiya Road,residential,30,True,99.033,"LINESTRING (79.9265375 7.0274152, 79.9264637 7.0272781, 79.9263811 7.0270866, 79.9262277 7.0267351, 79.92615 7.0266137)",,,,
326232701,False,,residential,30,False,97.517,"LINESTRING (79.9270806 7.0282643, 79.9271974 7.0281205, 79.9272551 7.0280885, 79.9273248 7.028082, 79.9278827 7.0281444)",,,,
326232701,False,,residential,30,True,48.211,"LINESTRING (79.9270806 7.0282643, 79.9270565 7.0285532, 79.9270459 7.0286965)",,,,
452981120,False,Rampitiya Road,residential,30,True,111.975,"LINESTRING (79.9270806 7.0282643, 79.9267078 7.0277266, 79.9265375 7.0274152)",,,,
50175529,False,Annasihena Road,tertiary,40,True,45.577,"LINESTRING (79.9270459 7.0286965, 79.9268673 7.0287562, 79.9266512 7.0288167)",,,,
326232701,False,,residential,30,False,48.211,"LINESTRING (79.9270459 7.0286965, 79.9270565 7.0285532, 79.9270806 7.0282643)",,,,
326232701,False,,residential,30,False,34.634,"LINESTRING (79.9278827 7.0281444, 79.9278854 7.0280299, 79.9278894 7.027833)",,,,
326232701,False,,residential,30,True,97.517,"LINESTRING (79.9278827 7.0281444, 79.9273248 7.028082, 79.9272551 7.0280885, 79.9271974 7.0281205, 79.9270806 7.0282643)",,,,
326232701,False,,residential,30,False,29.613,"LINESTRING (79.9278894 7.027833, 79.9279806 7.0278449, 79.9281562 7.027861)",,,,
326232701,False,,residential,30,True,34.634,"LINESTRING (79.9278894 7.027833, 79.9278854 7.0280299, 79.9278827 7.0281444)",,,,
1245139296,False,,residential,,True,114.167,"LINESTRING (79.9278894 7.027833, 79.927827 7.0277997, 79.9277848 7.0277518, 79.9276668 7.0274576, 79.9275354 7.0272353, 79.9273851 7.026954)",,,,
326232701,False,,residential,30,True,29.613,"LINESTRING (79.9281562 7.027861, 79.9279806 7.0278449, 79.9278894 7.027833)",,,,
381401685,False,,residential,30,True,138.25300000000001,"LINESTRING (79.9281562 7.027861, 79.9281319 7.0276733, 79.9281057 7.0275875, 79.9280546 7.0272985, 79.9278812 7.0269522, 79.9277231 7.0267151)",,,,
326232702,False,,residential,30,False,45.908,"LINESTRING (79.9273851 7.026954, 79.9275554 7.0268515, 79.9277231 7.0267151)",,,,
326232702,False,,residential,30,True,106.72800000000001,"LINESTRING (79.9273851 7.026954, 79.9268165 7.0272792, 79.9265375 7.0274152)",,,,
1245139296,False,,residential,,False,114.167,"LINESTRING (79.9273851 7.026954, 79.9275354 7.0272353, 79.9276668 7.0274576, 79.9277848 7.0277518, 79.927827 7.0277997, 79.9278894 7.027833)",,,,
326232702,False,,residential,30,False,68.561,"LINESTRING (79.9277231 7.0267151, 79.9281549 7.0262718)",,,,
326232702,False,,residential,30,True,45.908,"LINESTRING (79.9277231 7.0267151, 79.9275554 7.0268515, 79.9273851 7.026954)",,,,
381401685,False,,residential,30,False,138.253,"LINESTRING (79.9277231 7.0267151, 79.9278812 7.0269522, 79.9280546 7.0272985, 79.9281057 7.0275875, 79.9281319 7.0276733, 79.9281562 7.027861)",,,,
326232702,False,,residential,30,True,68.561,"LINESTRING (79.9281549 7.0262718, 79.9277231 7.0267151)",,,,
326232704,False,,residential,30,False,20.036,"LINESTRING (79.9254942 7.0270516, 79.925572 7.0272144)",,,,
486798674,False,Ragama-Kadawatha Road,secondary,70,False,87.554,"LINESTRING (79.9254942 7.0270516, 79.9256712 7.0269571, 79.9258523 7.0268453, 79.9260078 7.0267402, 79.92615 7.0266137)",2,B168,,
486798674,False,Ragama-Kadawatha Road,secondary,70,True,253.89499999999998,"LINESTRING (79.9254942 7.0270516, 79.9253346 7.0271275, 79.9251576 7.027202, 79.9246278 7.0274283, 79.9242456 7.027616, 79.9234202 7.0280373)",2,B168,,
326232704,False,,residential,30,False,51.616,"LINESTRING (79.925863 7.0277704, 79.926154 7.0281338)",,,,
326232704,False,,residential,30,True,4.614,"LINESTRING (79.925863 7.0277704, 79.9258422 7.0277344)",,,,
927496375,False,,residential,,False,40.473,"LINESTRING (79.925863 7.0277704, 79.926007 7.0277268, 79.9260413 7.0277685, 79.9261954 7.0277191)",,,,
326232704,False,,residential,30,True,51.616,"LINESTRING (79.926154 7.0281338, 79.925863 7.0277704)",,,,
452749432,False,,residential,30,True,32.057,"LINESTRING (79.92615 7.0266137, 79.9260166 7.0263576)",,,,
"[452981120, 326232700]",False,Rampitiya Road,residential,30,False,99.03299999999999,"LINESTRING (79.92615 7.0266137, 79.9262277 7.0267351, 79.9263811 7.0270866, 79.9264637 7.0272781, 79.9265375 7.0274152)",,,,
486798674,False,Ragama-Kadawatha Road,secondary,70,False,47.425000000000004,"LINESTRING (79.92615 7.0266137, 79.9262224 7.0265232, 79.9262761 7.0264261, 79.9263096 7.0263315, 79.926327 7.0262331)",2,B168,,
486798674,False,Ragama-Kadawatha Road,secondary,70,True,87.55399999999999,"LINESTRING (79.92615 7.0266137, 79.9260078 7.0267402, 79.9258523 7.0268453, 79.9256712 7.0269571, 79.9254942 7.0270516)",2,B168,,
326232705,False,,residential,30,True,101.521,"LINESTRING (79.9251629 7.0266977, 79.925732 7.026471, 79.9260166 7.0263576)",,,,
50177040,False,,residential,30,False,230.078,"LINESTRING (79.92296 7.0283167, 79.922936 7.0283813, 79.9228994 7.0286125, 79.9228735 7.0290161, 79.9229099 7.0293295, 79.9230609 7.0300242, 79.9231621 7.0303445)",,,,
451696753,True,Kadawatha Road,tertiary,40,False,37.028999999999996,"LINESTRING (79.92296 7.0283167, 79.9231251 7.0282489, 79.923233 7.0281359)",,,,
113341167,False,Welisara-Ragama Road,secondary,70,True,20.014,"LINESTRING (79.9195101 7.0280332, 79.9196876 7.0280701)",4,B168,yes,
486798674,False,Ragama-Kadawatha Road,secondary,70,True,13.733,"LINESTRING (79.9262423 7.0253389, 79.9262412 7.0254624)",2,B168,,
486798674,False,Ragama-Kadawatha Road,secondary,70,False,27.229999999999997,"LINESTRING (79.9262423 7.0253389, 79.9262459 7.0252714, 79.9262533 7.0251869, 79.926272 7.0250963)",2,B168,,
451697243,False,,residential,20,False,111.934,"LINESTRING (79.9252933 7.0248321, 79.926272 7.0250963)",,,,
451697243,False,,residential,20,True,111.934,"LINESTRING (79.926272 7.0250963, 79.9252933 7.0248321)",,,,
486798674,False,Ragama-Kadawatha Road,secondary,70,False,212.50300000000001,"LINESTRING (79.926272 7.0250963, 79.9263029 7.0250045, 79.9263579 7.0248568, 79.9264531 7.0246371, 79.926551 7.0244215, 79.9267092 7.0240848, 79.9268031 7.0238851, 79.9268836 7.0237453, 79.9269587 7.0236349, 79.9270271 7.0235537, 79.9271022 7.0234938, 79.927184 7.0234472)",2,B168,,
486798674,False,Ragama-Kadawatha Road,secondary,70,True,27.229999999999997,"LINESTRING (79.926272 7.0250963, 79.9262533 7.0251869, 79.9262459 7.0252714, 79.9262423 7.0253389)",2,B168,,
451697246,False,,residential,20,True,198.55700000000002,"LINESTRING (79.92636 7.0222419, 79.9265322 7.0221987, 79.9268273 7.0222213, 79.9274334 7.0222253, 79.9277313 7.0222718, 79.9279833 7.0220336, 79.9280426 7.0219969)",,,,
452749433,False,Bandaranayake Mawatha,tertiary,40,False,24.912,"LINESTRING (79.92636 7.0222419, 79.9262556 7.0222, 79.9261431 7.0221883)",,,,
"[452749433, 122738397]",False,Bandaranayake Mawatha,tertiary,40,True,145.751,"LINESTRING (79.92636 7.0222419, 79.9263817 7.0222506, 79.926937 7.022964, 79.9269652 7.0230063, 79.9270496 7.0231331, 79.9271274 7.0232994)",,,,
451697246,False,,residential,20,False,198.557,"LINESTRING (79.9280426 7.0219969, 79.9279833 7.0220336, 79.9277313 7.0222718, 79.9274334 7.0222253, 79.9268273 7.0222213, 79.9265322 7.0221987, 79.92636 7.0222419)",,,,
452749432,False,,residential,30,False,32.057,"LINESTRING (79.9260166 7.0263576, 79.92615 7.0266137)",,,,
326232705,False,,residential,30,False,101.521,"LINESTRING (79.9260166 7.0263576, 79.925732 7.026471, 79.9251629 7.0266977)",,,,
"[452749432, 927502741]",False,,residential,30,"[False, True]",98.507,"LINESTRING (79.9260166 7.0263576, 79.9259023 7.0261391, 79.9257917 7.0259232, 79.9259804 7.0259092, 79.9260748 7.0258811, 79.9261126 7.0259865)",,,,
113341164,False,Wendesi Watte Road,residential,30,False,28.873,"LINESTRING (79.9229455 7.0258941, 79.9231675 7.0260315)",,,,
50176536,False,Samagi Mawatha,residential,40,False,417.65599999999995,"LINESTRING (79.9229455 7.0258941, 79.9229327 7.0260214, 79.922985 7.0261119, 79.9230789 7.0261745, 79.9235389 7.0263462, 79.9238513 7.0264048, 79.9242081 7.0264141, 79.9243663 7.0263954, 79.9246949 7.0263182, 79.9250168 7.0261878, 79.9259153 7.0256381, 79.9262412 7.0254624)",,,,
113341164,False,Wendesi Watte Road,residential,30,True,139.264,"LINESTRING (79.9229455 7.0258941, 79.9225264 7.0255684, 79.9221585 7.0253256, 79.9219121 7.025178)",,,,
192089643,False,Siriwardane Road,tertiary,40,False,233.63899999999998,"LINESTRING (79.921122 7.0225074, 79.9211772 7.0226446, 79.921476 7.0233474, 79.9217226 7.0245126)",,,,
536519956,False,,residential,,False,44.093,"LINESTRING (79.921122 7.0225074, 79.9214774 7.0223873, 79.9214977 7.0223744)",,,,
151705032,False,,residential,30,False,66.196,"LINESTRING (79.922353 7.0224672, 79.9223305 7.0221175, 79.9221857 7.0219192)",,,,
151705032,False,,residential,30,True,213.505,"LINESTRING (79.922353 7.0224672, 79.9223641 7.0226499, 79.9223439 7.0227817, 79.922246 7.0229134, 79.9221776 7.0231064, 79.9221294 7.0237666, 79.9221039 7.0238492, 79.9219094 7.0240595, 79.9218732 7.0241407, 79.9218534 7.0242519)",,,,
536519958,False,,residential,20,False,112.77100000000002,"LINESTRING (79.922353 7.0224672, 79.9215974 7.0225921, 79.9215459 7.0225641, 79.9214977 7.0223744)",,,,
113341165,True,Main Street,tertiary,40,False,20.943,"LINESTRING (79.921937 7.028221, 79.9217478 7.0282064)",,,,
