osmid,oneway,lanes,highway,maxspeed,reversed,length,geometry,ref,name,access,bridge,junction,tunnel
435698680,True,1,tertiary,40,False,26.597,"LINESTRING (2.1924141 41.4793694, 2.1922801 41.4795865)",BV-5011,Carretera de Badalona,,,,
550331403,True,1,tertiary,40,False,11.146,"LINESTRING (2.1924141 41.4793694, 2.1923472 41.4793701, 2.1922833 41.4793553)",BV-5001,,,,roundabout,
435698681,True,1,tertiary,40,False,20.144,"LINESTRING (2.1922479 41.4790837, 2.192369 41.4789269)",BV-5001,Carretera de la Roca,,,,
550331402,True,1,tertiary,40,False,14.154,"LINESTRING (2.1922479 41.4790837, 2.1922972 41.4790626, 2.192352 41.479052, 2.1924085 41.4790533)",BV-5001,,,,roundabout,
558200158,True,1,tertiary,40,False,13.428999999999998,"LINESTRING (2.1924085 41.4790533, 2.1924666 41.4790671, 2.1925175 41.4790922, 2.1925383 41.479106, 2.1925454 41.4791128)",BV-5001,,,,roundabout,
127994766,False,,living_street,,False,36.054,"LINESTRING (2.1861649 41.4836954, 2.1857996 41.4838693)",,carrer del Bogatell,,,,
"[127994770, 39212341]",True,1,"['living_street', 'residential']","['20', '30']",False,158.01,"LINESTRING (2.1861649 41.4836954, 2.1861955 41.483733, 2.1862631 41.4838151, 2.1864457 41.4840148, 2.1866016 41.4842053, 2.1867402 41.4844289, 2.1868758 41.4846856, 2.186923 41.4848194, 2.1869488 41.4848954, 2.1869362 41.4849704)",,carrer Sant Antoni,yes,,,
33585961,False,1,residential,,False,7.914,"LINESTRING (2.1866379 41.4834509, 2.1865796 41.4835071)",,carrer del Bogatell,,,,
33585961,False,1,residential,,True,55.869,"LINESTRING (2.1866379 41.4834509, 2.1866989 41.4834132, 2.1871553 41.4831312)",,carrer del Bogatell,,,,
224110233,False,,residential,,True,50.019000000000005,"LINESTRING (2.1866379 41.4834509, 2.186609 41.4834055, 2.1863791 41.483045)",,Carrer Major,,,,
34255423,False,,residential,,False,117.892,"LINESTRING (2.1875489 41.4858643, 2.1874367 41.4861503, 2.18729 41.4862195, 2.1870313 41.4863523, 2.186905 41.4864119, 2.1867731 41.4864785, 2.1865926 41.4865754)",,carrer de Sant Jaume,,,,
34255423,False,,residential,,True,117.892,"LINESTRING (2.1865926 41.4865754, 2.1867731 41.4864785, 2.186905 41.4864119, 2.1870313 41.4863523, 2.18729 41.4862195, 2.1874367 41.4861503, 2.1875489 41.4858643)",,carrer de Sant Jaume,,,,
34255949,False,,residential,,False,131.97,"LINESTRING (2.1859244 41.484074, 2.1861892 41.4842427, 2.1863923 41.4843651, 2.1864203 41.4843878, 2.1866337 41.4846587, 2.1867677 41.4847835, 2.1868859 41.4849146, 2.1869362 41.4849704)",,carrer de Domènec Fins,,,,
34255949,False,,residential,,True,131.97,"LINESTRING (2.1869362 41.4849704, 2.1868859 41.4849146, 2.1867677 41.4847835, 2.1866337 41.4846587, 2.1864203 41.4843878, 2.1863923 41.4843651, 2.1861892 41.4842427, 2.1859244 41.484074)",,carrer de Domènec Fins,,,,
"[33823179, 39212340]",True,1,residential,20,False,19.061,"LINESTRING (2.1869362 41.4849704, 2.1869782 41.4850656, 2.1870186 41.48513)",,carrer de Domènec Fins,,,,
35222611,True,1,residential,20,False,152.314,"LINESTRING (2.1876168 41.484318, 2.1875692 41.4839238, 2.187537 41.4836676, 2.1874532 41.4830005, 2.1874474 41.4829541)",,Carrer de Montiu,,,,
113804163,False,,living_street,,False,28.453,"LINESTRING (2.1876168 41.484318, 2.18757 41.4843232, 2.1872789 41.4843554)",,carrer de la Generalitat,destination,,,
34256284,True,,residential,,False,26.896,"LINESTRING (2.1879371 41.4842875, 2.1876168 41.484318)",,carrer de la Generalitat,,,,
34256312,False,,unclassified,30,False,21.053,"LINESTRING (2.1879371 41.4842875, 2.1879394 41.4843079, 2.1879594 41.4844761)",,carrer de Colon,yes,,,
34256312,False,,unclassified,30,True,21.053,"LINESTRING (2.1879594 41.4844761, 2.1879394 41.4843079, 2.1879371 41.4842875)",,carrer de Colon,yes,,,
33585961,False,1,residential,,False,45.57,"LINESTRING (2.1878614 41.4826863, 2.1878056 41.4827196, 2.1874474 41.4829541)",,carrer del Bogatell,,,,
34256302,True,1,residential,20,False,185.892,"LINESTRING (2.1878614 41.4826863, 2.1880461 41.4839612, 2.1879969 41.4840188, 2.1879109 41.4840333, 2.1879371 41.4842875)",,Carrer de Colon,,,,
114584214,False,1,residential,30,True,35.232,"LINESTRING (2.1878614 41.4826863, 2.1879836 41.4825992, 2.1880271 41.482571, 2.1881082 41.4825136, 2.1881801 41.4824794)",,carrer del Bogatell,yes,,,
1054279668,True,1,tertiary,,False,28.522000000000002,"LINESTRING (2.192597 41.4830393, 2.1925366 41.4829342, 2.1924992 41.4828631, 2.1924605 41.4828042)",BV-5001,carretera La Roca,,,,
35221581,False,1,residential,30,False,12.361,"LINESTRING (2.1888266 41.4853842, 2.1888915 41.4853733, 2.1889726 41.4853648)",,Passeig de Rocamora,,,,
105062533,False,1,residential,,True,110.765,"LINESTRING (2.1888266 41.4853842, 2.1888325 41.48543, 2.1889809 41.4863736)",,Carrer del Duc de Tetuan,,,,
"[1060043899, 35221583, 35221575]",True,1,living_street,20,False,72.551,"LINESTRING (2.1879736 41.4855106, 2.1883204 41.4854409, 2.1883906 41.4854316, 2.1887237 41.4853932, 2.1888266 41.4853842)",,Passeig de Rocamora,,,,yes
38596555,True,1,living_street,30,False,141.385,"LINESTRING (2.1879736 41.4855106, 2.1877652 41.4850384, 2.1875639 41.4847673, 2.1872789 41.4843554)",,Carrer Major,yes,,,
35221581,False,1,residential,30,True,12.361,"LINESTRING (2.1889726 41.4853648, 2.1888915 41.4853733, 2.1888266 41.4853842)",,Passeig de Rocamora,,,,
177983655,True,1,residential,30,False,37.479,"LINESTRING (2.1889726 41.4853648, 2.1892405 41.48533, 2.1894162 41.4853085)",,Passeig de Rocamora,,,,
44807898,True,1,residential,,False,46.242,"LINESTRING (2.190627 41.4836532, 2.1905594 41.4836611, 2.1901304 41.4837026, 2.1900767 41.4837078)",,Carrer de Vilanova,,,,
"[976862006, 109400830, 977092751]",False,1,residential,30,False,164.62199999999999,"LINESTRING (2.190627 41.4836532, 2.1906422 41.483718, 2.1907394 41.4841494, 2.1907711 41.4842903, 2.1907795 41.4843273, 2.1908212 41.484515, 2.1908856 41.4848379, 2.1908948 41.4848747, 2.1909236 41.4850018, 2.1909321 41.4850308, 2.1909515 41.4851135)",,Avinguda de la Ribera,yes,,,
109400830,False,1,residential,,True,46.848,"LINESTRING (2.190627 41.4836532, 2.1905522 41.4832774, 2.1905424 41.4832367)",,Avinguda de la Ribera,,,,
105062532,False,1,residential,,True,121.35,"LINESTRING (2.1894162 41.4853085, 2.1894339 41.4854295, 2.1895835 41.4863926)",,Carrer de Dr. Buxó,,,,
"[1107141756, 1107141757, 177983655]",True,1,residential,30,False,74.308,"LINESTRING (2.1894162 41.4853085, 2.1895597 41.4852924, 2.1901631 41.4852163, 2.1902964 41.4852)",,Passeig de Rocamora,,,,
996363858,True,1,residential,,False,96.66799999999999,"LINESTRING (2.18994 41.4828231, 2.1898614 41.4827772, 2.189286 41.4824694, 2.1891114 41.482376, 2.188986 41.4823307)",,carrer de Jaume I,,,,
"[109400830, 976862006, 977092751]",False,1,residential,30,True,164.622,"LINESTRING (2.1909515 41.4851135, 2.1909321 41.4850308, 2.1909236 41.4850018, 2.1908948 41.4848747, 2.1908856 41.4848379, 2.1908212 41.484515, 2.1907795 41.4843273, 2.1907711 41.4842903, 2.1907394 41.4841494, 2.1906422 41.483718, 2.190627 41.4836532)",,Avinguda de la Ribera,yes,,,
1104520615,False,1,residential,30,False,148.87800000000001,"LINESTRING (2.1909515 41.4851135, 2.1909691 41.4851778, 2.1911144 41.485853, 2.1911522 41.4860936, 2.1911665 41.4862997, 2.1911675 41.4864404)",,Avinguda de la Ribera,yes,,,
105062532,False,1,residential,,False,121.35,"LINESTRING (2.1895835 41.4863926, 2.1894339 41.4854295, 2.1894162 41.4853085)",,Carrer de Dr. Buxó,,,,
114584214,False,1,residential,30,False,30.340000000000003,"LINESTRING (2.1885329 41.4824117, 2.1884013 41.4824354, 2.1881801 41.4824794)",,carrer del Bogatell,yes,,,
127994771,True,1,residential,30,False,25.699,"LINESTRING (2.1885329 41.4824117, 2.1886172 41.482374, 2.1886698 41.4823408, 2.1887142 41.4822965, 2.1887467 41.4822521)",,carrer del Bogatell,yes,,,
521195634,True,1,residential,30,False,5.148,"LINESTRING (2.1887717 41.4822172, 2.1888056 41.4821956, 2.188821 41.4821897)",,Plaça de Lluís Companys,yes,,roundabout,
"[35222106, 550139100]",True,1,residential,30,False,114.80499999999999,"LINESTRING (2.1887717 41.4822172, 2.1886949 41.4821029, 2.1886391 41.4819914, 2.188535 41.4817832, 2.1885033 41.4817098, 2.1883226 41.4813245, 2.1882929 41.4812502)",,carrer de Jaume I,,,,
35222111,True,1,residential,20,False,58.891000000000005,"LINESTRING (2.1901283 41.4812546, 2.189966 41.4813493, 2.1898046 41.4814446, 2.1896275 41.4815491, 2.1895723 41.4815817)",,carrer Bogatell,,,,
248998055,False,2,residential,30,False,114.955,"LINESTRING (2.1901283 41.4812546, 2.1902693 41.4819525, 2.1902892 41.482057, 2.1903327 41.482277)",,Avinguda de la Ribera,,,,
1062539677,False,2,residential,30,True,86.191,"LINESTRING (2.1901283 41.4812546, 2.1901097 41.4811902, 2.189942 41.4805288, 2.1899325 41.4804935)",,Avinguda de la Ribera,,,,
521059158,True,1,residential,30,False,17.004000000000005,"LINESTRING (2.188821 41.4821897, 2.1888706 41.4821818, 2.1889071 41.4821852, 2.1889368 41.4821942, 2.1889661 41.4822107, 2.1889903 41.4822359, 2.1889931 41.4822403)",,Plaça de Lluís Companys,yes,,roundabout,
35222106,True,1,residential,30,False,89.02099999999999,"LINESTRING (2.1882929 41.4812502, 2.1879296 41.4805751, 2.1878933 41.4805077)",,carrer de Jaume I,,,,
35222120,True,1,residential,20,False,54.033,"LINESTRING (2.1882929 41.4812502, 2.1883552 41.4812047, 2.188436 41.4811457, 2.1887194 41.480885)",,carrer Rossellón,,,,
33585961,False,1,residential,,False,31.303,"LINESTRING (2.1874474 41.4829541, 2.1873259 41.4830278, 2.1871553 41.4831312)",,carrer del Bogatell,,,,
33585961,False,1,residential,,True,45.57,"LINESTRING (2.1874474 41.4829541, 2.1878056 41.4827196, 2.1878614 41.4826863)",,carrer del Bogatell,,,,
35478727,True,1,residential,30,False,144.53300000000002,"LINESTRING (2.1874474 41.4829541, 2.1874461 41.4828889, 2.1874445 41.4828114, 2.1872523 41.4816633)",,Carrer de Montiu,,,,
261125018,True,,residential,,False,29.877,"LINESTRING (2.1894154 41.4801599, 2.1894878 41.4802021, 2.1896906 41.4803321)",,Carrer de Larramendi,,,,
224110238,True,,residential,,False,51.739,"LINESTRING (2.1872523 41.4816633, 2.1866364 41.4817233)",,Carrer de Sant Lluis,,,,
35478727,True,1,residential,30,False,113.27499999999999,"LINESTRING (2.1872523 41.4816633, 2.1871099 41.4807011, 2.1871025 41.4806508)",,Carrer de Montiu,,,,
35478784,False,1,residential,30,True,69.092,"LINESTRING (2.187315 41.4791575, 2.1872063 41.4785415)",,Avinguda de la Unitat,,,,
356894008,True,,living_street,,False,102.216,"LINESTRING (2.187315 41.4791575, 2.187204 41.4791661, 2.1871379 41.4791712, 2.1870829 41.47913, 2.1869672 41.4786085, 2.1870127 41.4785715, 2.1870906 41.4785553, 2.1871284 41.4785474, 2.1872063 41.4785415)",,Avinguda de la Unitat,,,,
35478784,False,1,residential,30,False,36.442,"LINESTRING (2.187315 41.4791575, 2.187334 41.4792482, 2.1873697 41.4794826)",,Avinguda de la Unitat,,,,
35221643,True,1,residential,,False,27.799,"LINESTRING (2.1902043 41.4845883, 2.1901678 41.4843398)",,Carrer de Santiago Rusiñol,,,,
35555524,False,,residential,,False,32.773,"LINESTRING (2.1902043 41.4845883, 2.190595 41.4845536)",,Ptge. Jacint Verdaguer,,,,
248998055,False,2,residential,30,True,45.916,"LINESTRING (2.1904259 41.4826839, 2.1903982 41.4825393, 2.1903327 41.482277)",,Avinguda de la Ribera,,,,
397750465,True,1,residential,30,False,19.692999999999998,"LINESTRING (2.1904259 41.4826839, 2.1904368 41.4827721, 2.1904283 41.4828604)",,Avinguda de la Ribera,,,,
552129509,True,1,residential,30,False,11.196,"LINESTRING (2.1904283 41.4828604, 2.1904529 41.4828833, 2.1904734 41.4829161, 2.1904781 41.482951)",,,yes,,roundabout,
37492798,True,1,residential,30,False,13.869,"LINESTRING (2.1902085 41.4828576, 2.1902533 41.4828373, 2.1903143 41.4828259, 2.1903655 41.4828279)",,,yes,,roundabout,
248998051,True,1,residential,30,False,12.495999999999999,"LINESTRING (2.1902943 41.4830489, 2.1902651 41.4830441, 2.190225 41.4830228, 2.1901758 41.4829845)",,,yes,,roundabout,
37492799,True,1,residential,,False,28.421,"LINESTRING (2.1904567 41.4829915, 2.1905083 41.4830896, 2.1905378 41.4831707, 2.1905424 41.4832367)",,Avinguda de la Ribera,,,,
127994765,True,1,residential,30,False,15.600000000000001,"LINESTRING (2.1904567 41.4829915, 2.1904339 41.4830108, 2.1903952 41.483033, 2.1903472 41.4830461, 2.1902943 41.4830489)",,,yes,,roundabout,
"[127994767, 1106687629, 109400831]",False,1,tertiary,,True,146.527,"LINESTRING (2.1904781 41.482951, 2.1905416 41.4829445, 2.1905644 41.482942, 2.1905744 41.4829409, 2.190582 41.48294, 2.1922153 41.4827444)",BV-5012,Pont de Montcada,,yes,,
521059157,True,1,residential,30,False,4.893,"LINESTRING (2.1904781 41.482951, 2.1904727 41.4829697, 2.1904567 41.4829915)",,,yes,,roundabout,
35222120,True,1,residential,20,False,99.31,"LINESTRING (2.1887194 41.480885, 2.1892647 41.4803169, 2.1893614 41.4802162, 2.1894154 41.4801599)",,carrer Rossellón,,,,
38600894,True,1,residential,20,False,105.11800000000001,"LINESTRING (2.1887194 41.480885, 2.188761 41.480919, 2.1895314 41.4815483, 2.1895723 41.4815817)",,carrer Paris,,,,
35222111,True,1,residential,20,False,95.42099999999999,"LINESTRING (2.1895723 41.4815817, 2.1895196 41.4816154, 2.1889088 41.4820065, 2.188871 41.4820307, 2.1888535 41.4820419, 2.188821 41.4821897)",,carrer Bogatell,,,,
38600894,True,1,residential,20,False,100.04899999999999,"LINESTRING (2.1895723 41.4815817, 2.1896214 41.481623, 2.1898553 41.4818199, 2.190099 41.482041, 2.190204 41.4821363, 2.1902077 41.48214, 2.1903327 41.482277)",,carrer Paris,,,,
38596555,True,1,living_street,30,False,113.871,"LINESTRING (2.1872789 41.4843554, 2.1866379 41.4834509)",,Carrer Major,yes,,,
113804163,False,,living_street,,True,28.453,"LINESTRING (2.1872789 41.4843554, 2.18757 41.4843232, 2.1876168 41.484318)",,carrer de la Generalitat,destination,,,
248998037,True,1,residential,,False,152.16,"LINESTRING (2.1876301 41.4791569, 2.1878259 41.4803662, 2.1878552 41.4804277, 2.1878933 41.4805077)",,Carrer de les Aigues,,,,
114584214,False,1,residential,30,False,35.232,"LINESTRING (2.1881801 41.4824794, 2.1881082 41.4825136, 2.1880271 41.482571, 2.1879836 41.4825992, 2.1878614 41.4826863)",,carrer del Bogatell,yes,,,
114584214,False,1,residential,30,True,30.340000000000003,"LINESTRING (2.1881801 41.4824794, 2.1884013 41.4824354, 2.1885329 41.4824117)",,carrer del Bogatell,yes,,,
35221937,True,1,residential,,False,26.645,"LINESTRING (2.1901758 41.4829845, 2.1900651 41.4829, 2.18994 41.4828231)",,carrer de Jaume I,,,,
248998038,True,1,residential,30,False,14.839,"LINESTRING (2.1901758 41.4829845, 2.1901698 41.4829405, 2.1901794 41.4828961, 2.1902085 41.4828576)",,,yes,,roundabout,
397750466,True,1,residential,30,False,16.784,"LINESTRING (2.1903655 41.4828279, 2.1904259 41.4826839)",,Avinguda de la Ribera,,,,
552164728,True,1,residential,30,False,6.358,"LINESTRING (2.1903655 41.4828279, 2.1904283 41.4828604)",,,yes,,roundabout,
43290720,True,2,tertiary,,False,18.383,"LINESTRING (2.1926648 41.4827881, 2.1926389 41.4828035, 2.1926132 41.4828137, 2.1925743 41.4828218, 2.19252 41.4828211, 2.1924917 41.4828152, 2.1924605 41.4828042)",BV-5001,,,,roundabout,
1054279669,True,1,tertiary,,False,28.532,"LINESTRING (2.1926648 41.4827881, 2.1926384 41.482865, 2.1926142 41.4829457, 2.192597 41.4830393)",BV-5001,carretera La Roca,,,,
43290720,True,2,tertiary,,False,31.048000000000002,"LINESTRING (2.192565 41.4825778, 2.1925993 41.482583, 2.1926265 41.4825915, 2.1926513 41.4826036, 2.192673 41.4826189, 2.1926906 41.4826369, 2.1927038 41.4826574, 2.1927117 41.4826794, 2.192714 41.4827025, 2.1927105 41.4827256, 2.192701 41.4827482, 2.1926859 41.482769, 2.1926648 41.4827881)",BV-5001,,,,roundabout,
33703552,True,1,tertiary,,False,16.17,"LINESTRING (2.192408 41.4827619, 2.1922153 41.4827444)",BV-5012,,,,,
550331406,True,2,tertiary,,False,10.356,"LINESTRING (2.192408 41.4827619, 2.1923933 41.4827368, 2.1923862 41.4827082, 2.1923903 41.4826717)",BV-5001,,,,roundabout,
550139098,True,2,tertiary,,False,7.13,"LINESTRING (2.1923903 41.4826717, 2.1924046 41.4826431, 2.1924307 41.4826158)",BV-5001,,,,roundabout,
550317652,True,1,tertiary,,False,24.32,"LINESTRING (2.1924307 41.4826158, 2.1924178 41.4823973)",BV-5001,Carretera de la Roca,,,,
550331405,True,2,tertiary,,False,12.362,"LINESTRING (2.1924307 41.4826158, 2.1924514 41.4826019, 2.1924782 41.4825897, 2.1925072 41.4825815, 2.1925378 41.4825776, 2.192565 41.4825778)",BV-5001,,,,roundabout,
1104520614,True,2,tertiary,,False,6.4559999999999995,"LINESTRING (2.1924605 41.4828042, 2.1924339 41.4827871, 2.192408 41.4827619)",BV-5001,,,,roundabout,
385588888,True,1,residential,30,False,7.664,"LINESTRING (2.188986 41.4823307, 2.1889687 41.4823486, 2.1889446 41.4823644, 2.1889174 41.4823747)",,Plaça de Lluís Companys,yes,,roundabout,
35221630,True,1,residential,,False,159.25000000000003,"LINESTRING (2.1889174 41.4823747, 2.1890006 41.4824525, 2.1890058 41.4824963, 2.1890235 41.4825818, 2.1891768 41.4837191, 2.1891847 41.4837777)",,carrer del Clavell,,,,
385588888,True,1,residential,30,False,7.072,"LINESTRING (2.1889174 41.4823747, 2.188879 41.4823789, 2.1888672 41.4823789, 2.1888525 41.4823778, 2.1888335 41.4823745)",,Plaça de Lluís Companys,yes,,roundabout,
35222101,True,1,residential,,False,122.345,"LINESTRING (2.1889931 41.4822403, 2.1893353 41.4824115, 2.1899289 41.4827084, 2.1900119 41.4827574, 2.1902085 41.4828576)",,Carrer de Jaume I,,,,
127994764,True,1,residential,30,False,10.459,"LINESTRING (2.1889931 41.4822403, 2.1890012 41.4822586, 2.1890039 41.4822895, 2.1889989 41.4823116, 2.188986 41.4823307)",,Plaça de Lluís Companys,yes,,roundabout,
35478762,False,1,residential,30,False,37.896,"LINESTRING (2.1871025 41.4806508, 2.1871728 41.4806375, 2.1874596 41.4805834, 2.1875436 41.4805675)",,carrer de Pascual,,,,
35478762,False,1,residential,30,True,42.116,"LINESTRING (2.1871025 41.4806508, 2.1866671 41.4807195, 2.1866078 41.4807289)",,carrer de Pascual,,,,
35478762,False,1,residential,30,True,37.896,"LINESTRING (2.1875436 41.4805675, 2.1874596 41.4805834, 2.1871728 41.4806375, 2.1871025 41.4806508)",,carrer de Pascual,,,,
35478784,False,1,residential,30,True,121.505,"LINESTRING (2.1875436 41.4805675, 2.1875335 41.4805078, 2.187467 41.4801106, 2.187454 41.4800129, 2.1873697 41.4794826)",,Avinguda de la Unitat,,,,
"[44637810, 44637811]",False,,unclassified,30,False,29.982,"LINESTRING (2.1875436 41.4805675, 2.1876605 41.4805524, 2.1877079 41.4805499, 2.1878933 41.4805077)",,Carrer de la Unitat,,,,
356894022,True,1,residential,30,False,117.62299999999999,"LINESTRING (2.1875436 41.4805675, 2.1875515 41.4806201, 2.1877012 41.4816187)",,carrer de Colon,,,,
35390886,True,1,residential,20,False,107.85200000000002,"LINESTRING (2.1878933 41.4805077, 2.1879659 41.4804424, 2.1885567 41.4799088, 2.1886651 41.4798109, 2.1887123 41.479757)",,carrer de Provença,yes,,,
"[44637810, 44637811]",False,,unclassified,30,True,29.982,"LINESTRING (2.1878933 41.4805077, 2.1877079 41.4805499, 2.1876605 41.4805524, 2.1875436 41.4805675)",,Carrer de la Unitat,,,,
33823179,True,1,residential,20,False,93.57400000000001,"LINESTRING (2.1870186 41.48513, 2.1872246 41.4853742, 2.1872989 41.4854305, 2.1873082 41.4854441, 2.1874386 41.4856344, 2.1875489 41.4858643)",,carrer de Domènec Fins,,,,
34255755,False,,residential,,True,141.28199999999998,"LINESTRING (2.1870186 41.48513, 2.1865727 41.4854014, 2.1864337 41.4854778, 2.1864006 41.4855271, 2.1864394 41.4856487, 2.1865047 41.4858716, 2.1864255 41.4859132, 2.186318 41.4859622, 2.1861614 41.4860308)",,carrer Closas,,,,
44698653,False,,residential,30,False,33.695,"LINESTRING (2.1858835 41.4858111, 2.1860265 41.485929, 2.1861311 41.4860023, 2.1861614 41.4860308)",,Carrer Turó Fermí,,,,
636076911,False,,residential,,True,72.288,"LINESTRING (2.1858835 41.4858111, 2.1858595 41.4858622, 2.1857777 41.4859014, 2.18572 41.4859054, 2.1854786 41.4858813, 2.1851943 41.4858572, 2.1850911 41.485827)",,Carrer del Turó de Vista Rica,,,,
638770396,False,,residential,,False,64.04899999999999,"LINESTRING (2.1858835 41.4858111, 2.1860594 41.485387, 2.1860714 41.4852554)",,Carrer Turó Fermí,,,,
34255444,True,,residential,30,False,74.939,"LINESTRING (2.1861614 41.4860308, 2.186166 41.4861018, 2.186258 41.486164, 2.1864143 41.4862529, 2.1865287 41.4863396, 2.1865642 41.4864325, 2.1865926 41.4865754)",,Carrer del Turó de Vista Rica,,,,
34255755,False,,residential,,False,141.28199999999998,"LINESTRING (2.1861614 41.4860308, 2.186318 41.4859622, 2.1864255 41.4859132, 2.1865047 41.4858716, 2.1864394 41.4856487, 2.1864006 41.4855271, 2.1864337 41.4854778, 2.1865727 41.4854014, 2.1870186 41.48513)",,carrer Closas,,,,
44698653,False,,residential,30,True,33.695,"LINESTRING (2.1861614 41.4860308, 2.1861311 41.4860023, 2.1860265 41.485929, 2.1858835 41.4858111)",,Carrer Turó Fermí,,,,
35221573,True,1,residential,,False,194.80800000000002,"LINESTRING (2.1911675 41.4864404, 2.1909979 41.4864435, 2.1905871 41.4864577, 2.1904894 41.4864301, 2.190481 41.4863837, 2.1903162 41.4853285, 2.1903054 41.4852528, 2.1902964 41.4852)",,Carrer de Bonavista,,,,
1104520615,False,1,residential,30,True,148.87800000000001,"LINESTRING (2.1911675 41.4864404, 2.1911665 41.4862997, 2.1911522 41.4860936, 2.1911144 41.485853, 2.1909691 41.4851778, 2.1909515 41.4851135)",,Avinguda de la Ribera,yes,,,
35221643,True,1,residential,,False,68.449,"LINESTRING (2.1902964 41.4852, 2.1902726 41.4850379, 2.1902043 41.4845883)",,Carrer de Santiago Rusiñol,,,,
"[1107141757, 1107141758]",True,1,residential,30,False,55.414,"LINESTRING (2.1902964 41.4852, 2.1904802 41.4851763, 2.1908082 41.4851333, 2.1908431 41.4851295, 2.1909515 41.4851135)",,Passeig de Rocamora,,,,
177983268,True,1,residential,,False,153.607,"LINESTRING (2.1887342 41.4838201, 2.1887422 41.4838705, 2.1889456 41.4851478, 2.1889525 41.4851918)",,carrer del Guadiana,,,,
35221643,True,1,residential,,False,99.033,"LINESTRING (2.1900767 41.4837078, 2.1900679 41.4836548, 2.190027 41.4834093, 2.1899568 41.4829361, 2.18994 41.4828231)",,Carrer de Santiago Rusiñol,,,,
44807898,True,1,residential,,False,74.711,"LINESTRING (2.1900767 41.4837078, 2.1900102 41.483713, 2.1892519 41.4837724, 2.1891847 41.4837777)",,Carrer de Vilanova,,,,
