osmid,oneway,name,highway,reversed,length,geometry,maxspeed,junction,ref,bridge,lanes
1005665992,False,San Pedro kalea,tertiary,False,100.16,"LINESTRING (-2.7367615 43.2232937, -2.7367853 43.2233034, -2.7368227 43.2233175, -2.7368594 43.2233308, -2.7369311 43.2233543, -2.7370064 43.2233774, -2.7372697 43.2234526, -2.7375218 43.2235246, -2.7378875 43.2236281, -2.7379056 43.2236335)",,,,,
1005665992,False,San Pedro kalea,tertiary,True,40.940000000000005,"LINESTRING (-2.7367615 43.2232937, -2.7367302 43.2232791, -2.7366996 43.2232641, -2.7366683 43.2232485, -2.7366373 43.2232326, -2.736608 43.2232164, -2.7365765 43.2231986, -2.7365452 43.22318, -2.7365198 43.2231642, -2.7364843 43.223141, -2.7364579 43.2231231, -2.7364331 43.2231056, -2.7364118 43.2230899, -2.7363724 43.2230605)",,,,,
43392626,True,Landatxu kalea,residential,False,120.78800000000001,"LINESTRING (-2.7353382 43.2222256, -2.7354384 43.2221588, -2.735709 43.2219789, -2.7359429 43.2218233, -2.735985 43.2217953, -2.7364168 43.2215081, -2.7364391 43.2214932)",,,,,
"[1006244696, 641866172]",False,San Pedro kalea,tertiary,False,125.063,"LINESTRING (-2.7353382 43.2222256, -2.7356714 43.2224946, -2.7357154 43.2225301, -2.7363724 43.2230605)",,,,,
641866172,False,San Pedro kalea,tertiary,True,36.157000000000004,"LINESTRING (-2.7353382 43.2222256, -2.7352386 43.2221452, -2.735139 43.2220648, -2.7350397 43.2219839)",,,,,
22769211,True,Gregorio Mendibil kalea,residential,False,192.33299999999997,"LINESTRING (-2.7319465 43.2203411, -2.7317276 43.220122, -2.7316761 43.2200739, -2.7313568 43.2197759, -2.7313373 43.2197576, -2.7310639 43.2195024, -2.7308844 43.2193348, -2.7307001 43.2191628, -2.7306557 43.2191213, -2.7305177 43.2189903, -2.7304984 43.2189708)",30,,,,
27160472,True,Konbenio kalea,residential,False,170.62399999999997,"LINESTRING (-2.7319465 43.2203411, -2.7318664 43.2203208, -2.7317849 43.2203002, -2.7317297 43.2202861, -2.7316983 43.2202776, -2.7316955 43.2202768, -2.7316696 43.2202695, -2.7316198 43.2202544, -2.7315586 43.2202336, -2.7314997 43.2202125, -2.7314623 43.2201986, -2.7314433 43.2201915, -2.7314167 43.2201818, -2.7313803 43.2201682, -2.731336 43.2201525, -2.7308466 43.2199961, -2.7307744 43.219973, -2.7306166 43.2199226, -2.7304746 43.219876, -2.7303484 43.2198347, -2.7303095 43.2198219, -2.7302905 43.2198153, -2.730274 43.219809, -2.7302579 43.2198016, -2.7302465 43.2197952, -2.7302105 43.2197714, -2.730064 43.2196749)",30,,,,
27160487,True,Gudari kalea,primary,False,205.69199999999998,"LINESTRING (-2.7356101 43.220118, -2.7355173 43.2201411, -2.7354305 43.2201617, -2.7348868 43.2202726, -2.7346653 43.2203175, -2.7343127 43.2203896, -2.7342684 43.2203977, -2.7342306 43.220404, -2.7342058 43.2204069, -2.734187 43.2204088, -2.7341652 43.2204103, -2.7341407 43.2204112, -2.7341195 43.220411, -2.7340849 43.2204096, -2.7340384 43.2204066, -2.7339627 43.2204003, -2.7338462 43.220389, -2.7334027 43.2203417, -2.7333664 43.2203375, -2.7333313 43.2203336, -2.7332897 43.2203302, -2.7332686 43.2203297, -2.7332469 43.2203297, -2.733222 43.2203308, -2.7332 43.2203325, -2.7331841 43.2203353, -2.7331724 43.2203381, -2.7331547 43.2203438, -2.7331411 43.2203511)",30,,,,
27288804,False,Ibaizabal kalea,residential,True,135.96,"LINESTRING (-2.7356101 43.220118, -2.7355988 43.2201139, -2.7355891 43.2201096, -2.735576 43.2201031, -2.7355658 43.2200975, -2.7355305 43.220077, -2.7347851 43.21966, -2.7343804 43.2194321, -2.7342785 43.2193745)",30,,,,
40702529,False,Gudari kalea,primary,False,4.089,"LINESTRING (-2.7356101 43.220118, -2.7356243 43.2201204, -2.7356403 43.220122, -2.7356503 43.2201216, -2.7356599 43.2201205)",30,,,,
40702529,False,Gudari kalea,primary,False,50.404,"LINESTRING (-2.7371077 43.2198357, -2.7373081 43.2197965, -2.7373221 43.2197938, -2.7374513 43.2197686, -2.7375411 43.2197502, -2.7375854 43.2197396, -2.737652 43.2197237, -2.7377055 43.2197109)",30,,,,
40702529,False,Gudari kalea,primary,True,121.517,"LINESTRING (-2.7371077 43.2198357, -2.7370031 43.2198555, -2.7367559 43.2199032, -2.7366904 43.2199158, -2.7363536 43.2199831, -2.7361903 43.2200154, -2.7357247 43.2201079, -2.7356599 43.2201205)",30,,,,
"[43391717, 674398838]",True,Txiki Otaegi kalea,residential,False,302.80000000000007,"LINESTRING (-2.7371077 43.2198357, -2.7370864 43.2199304, -2.7370789 43.2199569, -2.7370719 43.2199766, -2.7370676 43.2199866, -2.7370619 43.219999, -2.73705 43.2200208, -2.7370265 43.22006, -2.7370039 43.2200975, -2.7369795 43.2201338, -2.7369451 43.2201814, -2.7368925 43.2202479, -2.7368157 43.220339, -2.7367554 43.2204062, -2.7366694 43.2204979, -2.736613 43.2205523, -2.7365935 43.2205693, -2.7365769 43.2205836, -2.7365719 43.2205879, -2.7365357 43.2206171, -2.7365156 43.220633, -2.7364956 43.2206485, -2.7364761 43.2206627, -2.7364548 43.2206775, -2.7364188 43.2207004, -2.7363703 43.2207311, -2.7362685 43.2207921, -2.7358361 43.2210494, -2.7356803 43.2211421, -2.7356388 43.2211639, -2.7356148 43.2211767, -2.7355896 43.2211893, -2.7355787 43.2211941, -2.7355677 43.2211984, -2.7355507 43.2212044, -2.7355321 43.2212105, -2.7355115 43.221216, -2.7354843 43.2212217, -2.7351753 43.221275, -2.7351387 43.2212814, -2.7346615 43.2213654, -2.7345183 43.2213906, -2.7343567 43.2214203)",30,,,,
27160591,True,,tertiary,False,17.470000000000002,"LINESTRING (-2.7380934 43.2238007, -2.7381034 43.2238082, -2.7381158 43.2238157, -2.7381355 43.2238251, -2.7381605 43.2238327, -2.7381862 43.223838, -2.7382141 43.2238393, -2.7382399 43.2238381, -2.7382576 43.2238348, -2.7382744 43.2238309, -2.7382907 43.2238252)",,roundabout,,,
913837893,True,,tertiary,False,4.213,"LINESTRING (-2.7381727 43.2236084, -2.7381482 43.2236149, -2.7381252 43.2236236)",,roundabout,,,
913800689,True,Ixerango kalea,residential,False,17.594,"LINESTRING (-2.7383512 43.2236611, -2.7383399 43.223609, -2.7383358 43.2235825, -2.7383344 43.2235564, -2.7383345 43.2235037)",,,,,
913837893,True,,tertiary,False,16.681,"LINESTRING (-2.7383512 43.2236611, -2.7383349 43.2236449, -2.7383179 43.2236326, -2.7382967 43.2236223, -2.7382739 43.2236132, -2.7382498 43.2236083, -2.7382238 43.2236048, -2.7381986 43.2236055, -2.7381727 43.2236084)",,roundabout,,,
27160777,True,San Juan kalea,tertiary,False,37.373000000000005,"LINESTRING (-2.7298607 43.219568, -2.7297 43.2194546, -2.7295315 43.2193326)",30,,BI-4327,,
654262993,True,San Juan kalea,primary,False,12.151,"LINESTRING (-2.7298607 43.219568, -2.729844 43.2195925, -2.729838 43.2196194, -2.7298431 43.2196465, -2.7298591 43.2196712)",,roundabout,BI-635,,
27160777,True,San Juan kalea,tertiary,False,154.058,"LINESTRING (-2.7295315 43.2193326, -2.7295194 43.219327, -2.7295102 43.2193235, -2.7295042 43.2193217, -2.7294974 43.2193203, -2.729487 43.2193188, -2.7294785 43.2193184, -2.7293838 43.219317, -2.729167 43.2193153, -2.728807 43.2193126, -2.7281067 43.2193108, -2.7280854 43.2193106, -2.7278592 43.2193104, -2.7277697 43.2193127, -2.7277502 43.2193138, -2.7277395 43.2193152, -2.7277285 43.2193172, -2.7277182 43.2193195, -2.7277126 43.2193209, -2.7277066 43.219323, -2.7277012 43.2193252, -2.7276961 43.219328, -2.7276902 43.2193318, -2.7276852 43.219336, -2.72768 43.2193405, -2.7276694 43.2193499, -2.7276662 43.2193525, -2.7276639 43.2193538, -2.7276615 43.2193548, -2.7276554 43.2193564)",30,,BI-4327,,
43392532,True,Arraibiondo etorbidea,residential,False,231.38999999999996,"LINESTRING (-2.7295315 43.2193326, -2.7293892 43.2193696, -2.7287568 43.2195733, -2.7287095 43.2195885, -2.7286862 43.219596, -2.7286134 43.2196215, -2.7285342 43.2196517, -2.7284933 43.2196678, -2.7284678 43.2196786, -2.7284332 43.2196938, -2.7284129 43.2197035, -2.7283926 43.2197141, -2.7283317 43.2197454, -2.7282639 43.2197827, -2.7282281 43.2198032, -2.7281866 43.2198305, -2.7281127 43.2198808, -2.7280648 43.2199197, -2.7280145 43.219962, -2.7279716 43.2200043, -2.7279286 43.2200516, -2.7278732 43.2201205, -2.7278502 43.220154, -2.7278207 43.220202, -2.727796 43.2202412, -2.727779 43.2202692, -2.7277697 43.220285, -2.7277603 43.2203031, -2.7277505 43.2203245, -2.7277292 43.2203761, -2.7277085 43.2204402, -2.7276963 43.2204861, -2.7276872 43.2205164, -2.7276849 43.2205242, -2.7276642 43.2205863, -2.7276506 43.220627, -2.7276257 43.2206952)",30,,,,
123034438,True,Bidezahar kalea,residential,False,131.70299999999997,"LINESTRING (-2.7295315 43.2193326, -2.7295554 43.2193167, -2.7295659 43.2193083, -2.7295745 43.219299, -2.7295817 43.2192892, -2.7295895 43.2192746, -2.7295925 43.2192644, -2.7295938 43.2192525, -2.7295923 43.2192043, -2.7295914 43.2190961, -2.7295904 43.2190707, -2.7295871 43.2190405, -2.7295844 43.2190209, -2.7295727 43.2189367, -2.7295612 43.2188807, -2.7295094 43.2186142, -2.7295054 43.2185934, -2.7294992 43.2185744, -2.729492 43.2185587, -2.7294092 43.2183818, -2.7293994 43.2183632, -2.7293927 43.2183523, -2.7293851 43.2183407, -2.7293638 43.218312, -2.7293223 43.2182619, -2.7292957 43.218232, -2.7292728 43.2182054)",30,,,,
370546778,True,San Juan kalea,residential,False,31.006999999999998,"LINESTRING (-2.7315226 43.2185154, -2.7314514 43.2185272, -2.7314085 43.2185303, -2.7313489 43.2185293, -2.7312903 43.2185229, -2.7312493 43.218518, -2.7312341 43.2185163, -2.731217 43.2185149, -2.7311437 43.2185108)",30,,,,
370546781,False,San Juan kalea,residential,False,68.26400000000001,"LINESTRING (-2.7315226 43.2185154, -2.7320916 43.2181898, -2.732187 43.218138)",30,,,,
27160406,False,San Pedro kalea,tertiary,True,106.822,"LINESTRING (-2.7343567 43.2214203, -2.734279 43.2213567, -2.7337287 43.2209088, -2.7336098 43.2208149, -2.7335407 43.2207633, -2.733505 43.2207379, -2.7334669 43.2207118)",,,,,
"[43620550, 43620551, 219145833, 674398836, 674398837]",False,San Pedro kalea,tertiary,False,83.61200000000001,"LINESTRING (-2.7343567 43.2214203, -2.7345113 43.221548, -2.7346309 43.2216466, -2.7346607 43.2216722, -2.7347621 43.2217558, -2.7348536 43.2218304, -2.7348662 43.2218406, -2.7349523 43.221913, -2.7349958 43.2219481, -2.7350397 43.2219839)",,,,yes,
27160406,False,San Pedro kalea,tertiary,True,7.781,"LINESTRING (-2.7334669 43.2207118, -2.733396 43.2206646)",,,,,
27160406,False,San Pedro kalea,tertiary,False,106.822,"LINESTRING (-2.7334669 43.2207118, -2.733505 43.2207379, -2.7335407 43.2207633, -2.7336098 43.2208149, -2.7337287 43.2209088, -2.734279 43.2213567, -2.7343567 43.2214203)",,,,,
27288676,True,Luis Urrengoetxea kalea,tertiary,False,76.619,"LINESTRING (-2.7334669 43.2207118, -2.733379 43.2208609, -2.7331303 43.2213085, -2.7331092 43.2213496)",,,,,
27288679,False,Luis Urrengoetxea kalea,tertiary,False,142.718,"LINESTRING (-2.7325806 43.22233, -2.7325409 43.2224122, -2.732513 43.2224792, -2.7325 43.2225132, -2.7324939 43.2225311, -2.7324874 43.2225589, -2.7324847 43.2225742, -2.7324816 43.2225924, -2.7324785 43.2226268, -2.7324769 43.2226618, -2.7324758 43.2227142, -2.7324767 43.222768, -2.7324784 43.2227972, -2.7324817 43.2228339, -2.7324852 43.2228576, -2.7324923 43.2228959, -2.7325083 43.2229746, -2.7325553 43.2232096, -2.7325832 43.223338, -2.7326138 43.223458, -2.732635 43.2235344, -2.732637 43.2235416, -2.7326393 43.2235481, -2.7326425 43.2235555, -2.7326462 43.2235634, -2.7326533 43.2235775, -2.7326605 43.2235907)",,,,,
27288697,True,Larrabide kalea,tertiary,False,134.495,"LINESTRING (-2.7325806 43.22233, -2.7325137 43.2222961, -2.7325013 43.2222895, -2.732487 43.2222811, -2.7324763 43.2222739, -2.732469 43.2222682, -2.7324623 43.2222624, -2.7324564 43.2222567, -2.7324514 43.2222513, -2.7324481 43.2222466, -2.732447 43.2222447, -2.7324448 43.222241, -2.7324411 43.2222323, -2.7324328 43.2222099, -2.7323725 43.2220062, -2.732345 43.2219029, -2.7323159 43.2217933, -2.7322821 43.2216662, -2.7322238 43.2214469, -2.7322056 43.2213785, -2.7321929 43.2213332, -2.7321523 43.2211879)",,,,,
27503693,True,Urbano Larruzea kalea,residential,False,86.114,"LINESTRING (-2.7336001 43.218989, -2.7335894 43.2189967, -2.733583 43.2190004, -2.7335767 43.2190034, -2.7335688 43.2190066, -2.7335613 43.2190093, -2.7335428 43.2190161, -2.7335258 43.2190228, -2.7335191 43.2190258, -2.7335124 43.2190292, -2.7334969 43.2190378, -2.7332226 43.2191903, -2.7331679 43.219222, -2.7329697 43.2193381, -2.7327985 43.2194383, -2.7327593 43.2194612)",30,,,,
43242345,True,Jauregibarria etorbidea,residential,False,235.20200000000003,"LINESTRING (-2.7336001 43.218989, -2.733709 43.2188967, -2.733859 43.218761, -2.733907 43.2187163, -2.7339299 43.2186942, -2.7339498 43.2186745, -2.7339725 43.2186496, -2.733983 43.2186377, -2.7339925 43.2186262, -2.7340086 43.2186065, -2.7340206 43.2185888, -2.7340324 43.2185686, -2.7340424 43.2185498, -2.7340515 43.2185323, -2.7340583 43.2185173, -2.7340654 43.2184981, -2.7340701 43.2184819, -2.734074 43.2184666, -2.7340766 43.2184517, -2.7340795 43.2184294, -2.7340799 43.2183873, -2.7340777 43.2183553, -2.7340734 43.2183342, -2.7340688 43.2183204, -2.7340641 43.218308, -2.7340545 43.2182922, -2.7340455 43.2182788, -2.7340368 43.2182689, -2.7339764 43.2182046, -2.7339145 43.2181466, -2.73378 43.2180184, -2.7336044 43.2178527, -2.7330541 43.2173334, -2.7329699 43.2172552)",30,,,,
"[674398844, 674398845]",False,Nafarroa kalea,residential,False,69.722,"LINESTRING (-2.7336001 43.218989, -2.7336958 43.2190484, -2.7339014 43.2191627, -2.7341606 43.2193068, -2.7342785 43.2193745)",30,,,,
"[370546773, 986939638]",False,Nafarroa kalea,residential,True,138.79,"LINESTRING (-2.7336001 43.218989, -2.733496 43.2189266, -2.733112 43.2186968, -2.7328442 43.2185327, -2.7327621 43.2184818, -2.7327282 43.2184598, -2.7327121 43.2184491, -2.7326944 43.2184369, -2.7326796 43.2184265, -2.7326391 43.2183969, -2.7325827 43.2183547, -2.732528 43.2183108, -2.7324906 43.2182809, -2.7324476 43.2182449, -2.7323748 43.2181813, -2.7323382 43.2181494)",30,,,,
27288679,False,Luis Urrengoetxea kalea,tertiary,True,142.718,"LINESTRING (-2.7326605 43.2235907, -2.7326533 43.2235775, -2.7326462 43.2235634, -2.7326425 43.2235555, -2.7326393 43.2235481, -2.732637 43.2235416, -2.732635 43.2235344, -2.7326138 43.223458, -2.7325832 43.223338, -2.7325553 43.2232096, -2.7325083 43.2229746, -2.7324923 43.2228959, -2.7324852 43.2228576, -2.7324817 43.2228339, -2.7324784 43.2227972, -2.7324767 43.222768, -2.7324758 43.2227142, -2.7324769 43.2226618, -2.7324785 43.2226268, -2.7324816 43.2225924, -2.7324847 43.2225742, -2.7324874 43.2225589, -2.7324939 43.2225311, -2.7325 43.2225132, -2.732513 43.2224792, -2.7325409 43.2224122, -2.7325806 43.22233)",,,,,
27503638,True,Luis Urrengoetxea kalea,tertiary,False,24.75,"LINESTRING (-2.7326605 43.2235907, -2.7326315 43.2236035, -2.7326099 43.2236226, -2.7325983 43.2236459, -2.7325979 43.2236706, -2.7326088 43.223694, -2.7326297 43.2237135, -2.7326583 43.2237268, -2.7326914 43.2237324, -2.7327251 43.2237297)",,roundabout,,,
674398933,True,Luis Urrengoetxea kalea,tertiary,False,13.572,"LINESTRING (-2.7327251 43.2237297, -2.7327554 43.2237192, -2.7327792 43.2237021, -2.7327941 43.2236802, -2.7327976 43.2236596, -2.7327982 43.2236559, -2.7327913 43.2236321)",,roundabout,,,
27503638,True,Luis Urrengoetxea kalea,tertiary,False,12.779000000000002,"LINESTRING (-2.7327913 43.2236321, -2.7327752 43.2236123, -2.7327516 43.2235971, -2.7327227 43.2235879, -2.7326913 43.2235857, -2.7326605 43.2235907)",,roundabout,,,
"[1006495939, 1006495940, 43392540, 674398934]",False,Ixer kalea,residential,False,178.08300000000003,"LINESTRING (-2.7327913 43.2236321, -2.7328148 43.2236206, -2.732839 43.2236108, -2.7328512 43.2236067, -2.7328649 43.2236034, -2.732885 43.2236, -2.7329031 43.2235985, -2.7329418 43.2235961, -2.732962 43.2235952, -2.7329816 43.2235952, -2.7330451 43.2235977, -2.7332947 43.2236016, -2.7334482 43.2236026, -2.7342662 43.2236115, -2.7345743 43.2236165, -2.7349777 43.2236197)",30,,,yes,
27160387,False,San Migel kalea,primary,False,78.143,"LINESTRING (-2.7322966 43.2197268, -2.7323505 43.2197772, -2.732851 43.2202482, -2.7328871 43.2202824)",30,,BI-635;Bi-3334,,
27160387,False,San Migel kalea,primary,True,142.796,"LINESTRING (-2.7322966 43.2197268, -2.7318314 43.2192925, -2.7317193 43.2191879, -2.7313369 43.2188313, -2.7313046 43.2188021, -2.7312722 43.2187734, -2.7312456 43.2187504, -2.7312075 43.2187173)",30,,BI-635;Bi-3334,,
27288804,False,Ibaizabal kalea,residential,False,135.95999999999998,"LINESTRING (-2.7342785 43.2193745, -2.7343804 43.2194321, -2.7347851 43.21966, -2.7355305 43.220077, -2.7355658 43.2200975, -2.735576 43.2201031, -2.7355891 43.2201096, -2.7355988 43.2201139, -2.7356101 43.220118)",30,,,,
"[27503721, 27503722, 27503729]",True,Sabino Arana kalea,residential,False,118.577,"LINESTRING (-2.7342785 43.2193745, -2.7343765 43.2192932, -2.7345012 43.2192002, -2.7345284 43.2191824, -2.7345478 43.2191702, -2.734568 43.2191598, -2.734585 43.219152, -2.7346091 43.2191447, -2.73464 43.2191377, -2.7346805 43.21913, -2.7347658 43.2191163, -2.7353782 43.2190187, -2.7354292 43.2190101, -2.7354492 43.2190063, -2.7354563 43.219005, -2.7354788 43.2189998, -2.7354951 43.2189956, -2.7355114 43.2189913, -2.7355816 43.2189695)",,,,yes,
"[674398844, 674398845]",False,Nafarroa kalea,residential,True,69.72200000000001,"LINESTRING (-2.7342785 43.2193745, -2.7341606 43.2193068, -2.7339014 43.2191627, -2.7336958 43.2190484, -2.7336001 43.218989)",30,,,,
43391722,False,,residential,False,76.92099999999999,"LINESTRING (-2.7355816 43.2189695, -2.735632 43.218988, -2.7356508 43.2189937, -2.7356638 43.2189967, -2.735677 43.2189988, -2.7356877 43.2189999, -2.7356999 43.2190009, -2.7357109 43.219001, -2.7357234 43.2190006, -2.735739 43.219, -2.7357552 43.2189986, -2.7357768 43.2189952, -2.7358051 43.218989, -2.7364091 43.2188443, -2.7364849 43.2188273)",,,,,
235542990,False,Sabino Arana kalea,residential,False,112.68500000000002,"LINESTRING (-2.7355816 43.2189695, -2.7355832 43.218905, -2.7355835 43.2188931, -2.7355843 43.2188781, -2.7355857 43.2188622, -2.7355873 43.2188554, -2.7355891 43.2188484, -2.7355919 43.2188412, -2.7355955 43.2188335, -2.7356046 43.2188174, -2.7356285 43.2187786, -2.7357408 43.2186107, -2.7357885 43.2185358, -2.7358087 43.218504, -2.7359029 43.2183533, -2.7359166 43.2183318, -2.7359215 43.2183239, -2.7359242 43.2183184, -2.7359264 43.2183131, -2.7359301 43.2183016, -2.7359352 43.2182861, -2.735944 43.2182523, -2.7359531 43.2182062, -2.7359813 43.2180133)",,,,,
