osmid,oneway,name,highway,width,reversed,length,geometry,lanes,maxspeed,junction,tunnel,bridge
148814041,False,Nafarroa etorbidea,secondary,,False,34.019999999999996,"LINESTRING (-1.9012598 43.3148191, -1.9015079 43.3148335, -1.9016786 43.3148463)",2,30,,,
25357525,True,Galizia biribilgunea,secondary,,False,20.028,"LINESTRING (-1.9004201 43.3149082, -1.900402 43.3149486, -1.9004062 43.3149837, -1.9004235 43.3150363, -1.9004694 43.3150712)",1,30,roundabout,,
"[848007780, 25511773]",False,Nafarroa etorbidea,secondary,,False,311.16700000000003,"LINESTRING (-1.9004201 43.3149082, -1.9002666 43.314821, -1.9002357 43.3148034, -1.8998085 43.3144555, -1.8994097 43.3141307, -1.8991831 43.313935, -1.8989701 43.3137687, -1.8988016 43.3136463, -1.8986247 43.3135395, -1.898417 43.3134405, -1.8976457 43.3130593, -1.8975957 43.3130359)",2,30,,,
25357524,True,Nafarroa biribilgunea,secondary,,False,7.468999999999999,"LINESTRING (-1.9041377 43.3148614, -1.9041069 43.3148622, -1.9040773 43.3148681, -1.9040503 43.3148789)",1,30,roundabout,,
25334284,True,Biteri kalea,residential,3,False,64.79899999999999,"LINESTRING (-1.9040503 43.3148789, -1.9039381 43.3148841, -1.9038428 43.3148577, -1.9037851 43.3148259, -1.9034873 43.3146555, -1.9033887 43.3145881)",1,20,,,
25357524,True,Nafarroa biribilgunea,secondary,,False,5.471,"LINESTRING (-1.9040503 43.3148789, -1.9040255 43.3148956, -1.9040074 43.3149164)",1,30,roundabout,,
25357524,True,Nafarroa biribilgunea,secondary,,False,11.472000000000001,"LINESTRING (-1.9040074 43.3149164, -1.9039969 43.314941, -1.9039958 43.3149668, -1.9040041 43.3149919, -1.9040214 43.3150144)",1,30,roundabout,,
45972781,True,Nafarroa etorbidea,secondary,,False,17.936,"LINESTRING (-1.9040074 43.3149164, -1.9039163 43.3149681, -1.9038131 43.3149862)",1,30,,,
25357524,True,Nafarroa biribilgunea,secondary,,False,12.399999999999999,"LINESTRING (-1.9040214 43.3150144, -1.9040486 43.3150341, -1.9040824 43.3150472, -1.90412 43.3150526, -1.9041581 43.31505)",1,30,roundabout,,
25357524,True,Nafarroa biribilgunea,secondary,,False,12.765,"LINESTRING (-1.9041581 43.31505, -1.9041946 43.3150391, -1.904225 43.3150208, -1.9042466 43.3149968, -1.9042574 43.3149692)",1,30,roundabout,,
45972784,True,Nafarroa etorbidea,secondary_link,,False,24.835,"LINESTRING (-1.9041581 43.31505, -1.9043024 43.3151032, -1.9044174 43.3151677)",1,30,,,
25357525,True,Galizia biribilgunea,secondary,,False,11.158,"LINESTRING (-1.9006724 43.3147906, -1.9006046 43.3148056, -1.9005451 43.3148281)",1,30,roundabout,,
25357525,True,Galizia biribilgunea,secondary,,False,13.515,"LINESTRING (-1.9005451 43.3148281, -1.9004976 43.3148527, -1.9004201 43.3149082)",1,30,roundabout,,
25357525,True,Galizia biribilgunea,secondary,,False,14.985,"LINESTRING (-1.9004694 43.3150712, -1.900565 43.3150868, -1.900652 43.3150821)",1,30,roundabout,,
25558569,True,,secondary,,False,24.276,"LINESTRING (-1.9004694 43.3150712, -1.9004967 43.3151863, -1.9004786 43.3152482, -1.9004677 43.3152856)",1,,,,
25357525,True,Galizia biribilgunea,secondary,,False,18.750999999999998,"LINESTRING (-1.900652 43.3150821, -1.900737 43.3150348, -1.9008295 43.3149739)",1,30,roundabout,,
45327582,False,Santa Klara kalea,living_street,,False,46.236000000000004,"LINESTRING (-1.8972908 43.3120182, -1.8972389 43.3120042, -1.8967551 43.3118734)",1,10,,,
45327582,False,Santa Klara kalea,living_street,,True,46.236000000000004,"LINESTRING (-1.8967551 43.3118734, -1.8972389 43.3120042, -1.8972908 43.3120182)",1,10,,,
"[1115589747, 42107779]",True,Zapirain Anaien kalea,living_street,,False,78.179,"LINESTRING (-1.8967551 43.3118734, -1.8968649 43.3116045, -1.896705 43.3115694, -1.8963091 43.311482)",1,10,,,
25359164,True,Santa Klara kalea,living_street,,False,47.752,"LINESTRING (-1.89619 43.3117495, -1.8967551 43.3118734)",1,10,,,
25461442,True,Zapirain Anaien kalea,living_street,,False,31.267,"LINESTRING (-1.89619 43.3117495, -1.8963091 43.311482)",1,10,,,
25359165,False,Tomás López kalea,residential,,False,30.669,"LINESTRING (-1.8953855 43.311554, -1.8956024 43.3113278)",2,30,,,
25359164,True,Santa Klara kalea,living_street,,False,68.625,"LINESTRING (-1.8953855 43.311554, -1.8954472 43.311569, -1.89619 43.3117495)",1,10,,,
25359165,False,Tomás López kalea,residential,,True,25.092,"LINESTRING (-1.8953855 43.311554, -1.8953649 43.311567, -1.8953241 43.3115851, -1.8952464 43.3116035, -1.8952172 43.3116042, -1.8951512 43.3116123, -1.8951022 43.3116338)",2,30,,,
25359165,False,Tomás López kalea,residential,,True,30.669,"LINESTRING (-1.8956024 43.3113278, -1.8953855 43.311554)",2,30,,,
25359165,False,Tomás López kalea,residential,,False,137.576,"LINESTRING (-1.8956024 43.3113278, -1.8958413 43.31109, -1.8959168 43.3110149, -1.8962377 43.3106956, -1.8964409 43.3105112, -1.896609 43.3103311)",2,30,,,
25359165,False,Tomás López kalea,residential,,True,28.925,"LINESTRING (-1.8967654 43.310102, -1.8966987 43.3101584, -1.8966449 43.3102336, -1.896609 43.3103311)",2,30,,,
25509187,True,Glorieta de Gaztelutxo,residential,,False,43.352000000000004,"LINESTRING (-1.8967654 43.310102, -1.8967931 43.3101361, -1.8968448 43.310174, -1.8969476 43.310208, -1.8970276 43.3102111, -1.8970994 43.3101979, -1.8971686 43.3101672, -1.8972093 43.3101353)",1,,roundabout,,
1165941663,True,Maria Lezo kalea,residential,,False,24.141,"LINESTRING (-1.9012955 43.3116448, -1.9011356 43.3118281)",1,,,,
25367842,True,Andoni Korta kalea,residential,,False,91.732,"LINESTRING (-1.9011356 43.3118281, -1.9011987 43.3118745, -1.9014464 43.3119572, -1.9016322 43.3120193, -1.9020464 43.3121588, -1.902083 43.3121711, -1.9021459 43.312194)",1,,,,
"[25367173, 1165941663]",True,Maria Lezo kalea,residential,,False,124.63000000000001,"LINESTRING (-1.9011356 43.3118281, -1.9010434 43.3119155, -1.9008679 43.3120818, -1.9006937 43.3122368, -1.9005965 43.3123307, -1.9004405 43.3124841, -1.9002499 43.3126716, -1.9002024 43.3127196)",1,,,,
"[25367172, 25367829]",True,"['Tulle kalea', 'Maria Lezo kalea']",residential,,False,146.311,"LINESTRING (-1.9012979 43.31049, -1.9012192 43.3105896, -1.9011442 43.3106822, -1.9010167 43.310898, -1.9009533 43.310994, -1.9009177 43.3111015, -1.9008926 43.3112604, -1.9009446 43.3112619, -1.9015538 43.3112798)",1,,,,
39225087,False,Zabaleta Anaien kalea,living_street,,False,156.846,"LINESTRING (-1.9012979 43.31049, -1.901279 43.3103963, -1.9012369 43.3103311, -1.9011997 43.3103145, -1.9011446 43.3103167, -1.9011123 43.3103289, -1.9010527 43.3103646, -1.9009733 43.3104761, -1.9008831 43.3105938, -1.9007924 43.3107036, -1.9007109 43.3107887, -1.9006103 43.3108801, -1.9005284 43.3109498, -1.9004832 43.3110308, -1.9004624 43.3111356, -1.9004429 43.3112469, -1.900416 43.3113273)",,,,,
25367825,True,Tulle kalea,residential,,False,100.57200000000002,"LINESTRING (-1.9024354 43.3106823, -1.9023638 43.3107145, -1.9023063 43.310734, -1.9022173 43.3107656, -1.9020501 43.3108232, -1.9019251 43.3108931, -1.9018117 43.3109716, -1.9017064 43.3110746, -1.9016623 43.3111297, -1.9016162 43.3111886, -1.9015538 43.3112798)",1,20,,,
25834978,True,Glorieta de La Rioja,residential,,False,39.185,"LINESTRING (-1.9024354 43.3106823, -1.9024347 43.3107141, -1.9024507 43.3107607, -1.902486 43.3108015, -1.902538 43.3108327, -1.9025833 43.310847, -1.9026441 43.3108535, -1.9027095 43.3108458, -1.9027664 43.3108247)",,30,roundabout,,
25367825,True,Tulle kalea,residential,,False,45.662000000000006,"LINESTRING (-1.9015538 43.3112798, -1.9014529 43.3114194, -1.9013418 43.3115717, -1.9012955 43.3116448)",1,20,,,
"[45677720, 45730791]",True,Morrongilleta kalea,residential,,False,11.315,"LINESTRING (-1.9021787 43.3121594, -1.9022228 43.3121065, -1.9022464 43.3120705)",,,,yes,
"[1112391323, 1116991454]",True,Lope de Isasti kalea,residential,,False,101.155,"LINESTRING (-1.9021787 43.3121594, -1.9022468 43.3121861, -1.902572 43.3122988, -1.9033605 43.312442)",,,,,
25834978,True,Glorieta de La Rioja,residential,,False,12.433,"LINESTRING (-1.9027664 43.3108247, -1.9027988 43.3108037, -1.9028319 43.3107684, -1.9028489 43.310733)",,30,roundabout,,
45677720,True,Morrongilleta kalea,residential,,False,4.674,"LINESTRING (-1.9021459 43.312194, -1.9021787 43.3121594)",,,,,
"[25368157, 25368158]",True,"['Bittor Idiazabal kalea', 'Martin Etxeberria kalea']",residential,,False,186.44,"LINESTRING (-1.9040894 43.3128381, -1.9041733 43.3128335, -1.9045734 43.3128661, -1.9046891 43.312886, -1.9047208 43.312943, -1.9047205 43.3129834, -1.9047103 43.3130366, -1.9046639 43.313301, -1.9046601 43.3133221, -1.9046561 43.3133431, -1.9046329 43.3134381, -1.904609 43.3135562, -1.9045205 43.3139902, -1.9045152 43.3140541, -1.9045311 43.3141056)",1,,,,
25368159,False,Alaberga auzoa,residential,,False,7.478,"LINESTRING (-1.9045311 43.3141056, -1.9044762 43.3141597)",2,,,,
25368159,False,Alaberga auzoa,residential,,True,7.478,"LINESTRING (-1.9044762 43.3141597, -1.9045311 43.3141056)",2,,,,
25368159,False,Alaberga auzoa,residential,,False,67.651,"LINESTRING (-1.9044762 43.3141597, -1.9044636 43.3142024, -1.9043778 43.3146662, -1.904372 43.314698, -1.9043622 43.3147243, -1.904344 43.3147593)",2,,,,
25368159,False,Alaberga auzoa,residential,,True,67.651,"LINESTRING (-1.904344 43.3147593, -1.9043622 43.3147243, -1.904372 43.314698, -1.9043778 43.3146662, -1.9044636 43.3142024, -1.9044762 43.3141597)",2,,,,
855621631,True,Alaberga auzoa,residential,,False,20.571,"LINESTRING (-1.904344 43.3147593, -1.9042907 43.3148, -1.9042129 43.3148429, -1.9041377 43.3148614)",1,,,,
25368337,True,Urola kalea,residential,,False,18.779,"LINESTRING (-1.9029797 43.3127368, -1.9028105 43.3128524)",,,,,
25367851,False,Añarbe kalea,residential,,False,60.19200000000001,"LINESTRING (-1.9028105 43.3128524, -1.9023947 43.3127275, -1.9021228 43.3126459)",,,,,
25368337,True,Urola kalea,residential,,False,47.47,"LINESTRING (-1.9028105 43.3128524, -1.9026923 43.3129464, -1.9024966 43.313102, -1.9024579 43.3131328, -1.9024133 43.3131666)",,,,,
25368723,True,Bidasoa kalea,residential,,False,80.953,"LINESTRING (-1.9024133 43.3131666, -1.9023031 43.3131089, -1.9020907 43.3129881, -1.9019029 43.3128826, -1.9017206 43.3127772, -1.9016183 43.3127248)",,,,,
25367851,False,Añarbe kalea,residential,,True,60.19200000000001,"LINESTRING (-1.9021228 43.3126459, -1.9023947 43.3127275, -1.9028105 43.3128524)",,,,,
45677720,True,Morrongilleta kalea,residential,,False,72.941,"LINESTRING (-1.9016183 43.3127248, -1.9017485 43.3125957, -1.9020821 43.3122785, -1.9021459 43.312194)",,,,,
25368157,True,Martin Etxeberria kalea,residential,,False,83.49900000000001,"LINESTRING (-1.9029326 43.3141376, -1.9029281 43.3140805, -1.9028644 43.3140279, -1.9026987 43.3138947, -1.9026726 43.3138566, -1.9026531 43.3138047, -1.9026672 43.3137786, -1.9026996 43.3137516, -1.9029737 43.3135863, -1.9029996 43.3135704)",1,,,,
"[25368724, 25368654, 1256591623]",True,"['Juan de Olazabal kalea', 'Ikutza Kortsarioa kalea']",residential,,False,163.68900000000002,"LINESTRING (-1.9029326 43.3141376, -1.9029616 43.314111, -1.9030978 43.3139558, -1.9033132 43.3137056, -1.9034198 43.3136162, -1.9034772 43.3135924, -1.9035622 43.3135864, -1.9036358 43.3136024, -1.9036972 43.3136365, -1.9037379 43.3136814, -1.9037518 43.3137295, -1.9037676 43.3141868, -1.9037809 43.3142437)",1,,,,
25368157,True,Martin Etxeberria kalea,residential,,False,65.395,"LINESTRING (-1.9029996 43.3135704, -1.9031571 43.3134792, -1.9032012 43.313454, -1.9035536 43.3131974, -1.9035937 43.3131729)",1,,,,
25368723,True,Bidasoa kalea,residential,,False,66.53,"LINESTRING (-1.9029996 43.3135704, -1.90298 43.3135189, -1.902944 43.3134769, -1.9025315 43.3132339, -1.9024133 43.3131666)",,,,,
25368157,True,Martin Etxeberria kalea,residential,,False,54.778999999999996,"LINESTRING (-1.9035937 43.3131729, -1.9039646 43.3129126, -1.9040164 43.312877, -1.9040894 43.3128381)",1,,,,
25368722,True,Oria kalea,residential,,False,69.43,"LINESTRING (-1.9035937 43.3131729, -1.9035535 43.313141, -1.9030364 43.3127764, -1.9029797 43.3127368)",,,,,
25368744,True,Tellerialde plaza,residential,,False,60.498999999999995,"LINESTRING (-1.9037809 43.3142437, -1.9038378 43.3142487, -1.9040828 43.3141633, -1.9042926 43.3141132, -1.9044404 43.3141385, -1.9044762 43.3141597)",1,,,,
1256718525,False,Ikutza Kortsarioa kalea,residential,,False,17.532,"LINESTRING (-1.9037809 43.3142437, -1.9037413 43.3142782, -1.9036428 43.3143652)",,,,,
1115589887,True,Zapirain Anaien kalea,living_street,,False,59.69500000000001,"LINESTRING (-1.8963091 43.311482, -1.8958072 43.3113725, -1.8956719 43.311343, -1.8956024 43.3113278)",1,10,,,
25491307,True,Miguel Zabaleta kalea,living_street,,False,28.929000000000002,"LINESTRING (-1.9016457 43.310447, -1.9014456 43.3104505, -1.9013477 43.3104756, -1.9012979 43.31049)",,,,,
25834979,True,Maria Lezo kalea,living_street,,False,90.068,"LINESTRING (-1.9016457 43.310447, -1.9016831 43.3103858, -1.9017462 43.31031, -1.9018068 43.3102455, -1.9018144 43.3102392, -1.9019178 43.3101535, -1.9020537 43.3100868, -1.9020896 43.3100746, -1.9022133 43.3100327, -1.902384 43.3100086, -1.9024918 43.3099933)",,,,,
25509187,True,Glorieta de Gaztelutxo,residential,,False,38.153,"LINESTRING (-1.8972093 43.3101353, -1.8972547 43.3100605, -1.8972545 43.3099865, -1.897237 43.3099467, -1.897185 43.3098914, -1.8971425 43.3098661, -1.8970968 43.3098465)",1,,roundabout,,
25509187,True,Glorieta de Gaztelutxo,residential,,False,23.394,"LINESTRING (-1.8970968 43.3098465, -1.8969907 43.3098355, -1.8968993 43.3098505, -1.8968252 43.3098854)",1,,roundabout,,
27717242,False,Lousada kalea,residential,,False,93.91999999999999,"LINESTRING (-1.8970968 43.3098465, -1.8971382 43.3097726, -1.8971514 43.3097081, -1.8971444 43.3096454, -1.8971383 43.3095905, -1.897054 43.3094147, -1.8969987 43.309283, -1.8969903 43.3092196, -1.8970148 43.3091189, -1.8970706 43.3090366)",2,30,,,
25509187,True,Glorieta de Gaztelutxo,residential,,False,15.108,"LINESTRING (-1.8968252 43.3098854, -1.8967831 43.3099219, -1.8967537 43.3099677, -1.8967433 43.3100046)",1,,roundabout,,
31030620,False,Miguel Alduntzin kalea,residential,,True,127.43599999999999,"LINESTRING (-1.8968252 43.3098854, -1.896664 43.3098365, -1.896554 43.3097765, -1.8964711 43.3097061, -1.8964052 43.3096154, -1.8963199 43.3094113, -1.8961496 43.3090322, -1.8961323 43.3089918, -1.8961014 43.3089264)",2,30,,,
25577442,True,,secondary,,False,8.245000000000001,"LINESTRING (-1.9004677 43.3152856, -1.9005159 43.315284, -1.9005655 43.3152691)",1,,,,
"[32984400, 147870958]",False,,secondary,,False,55.521,"LINESTRING (-1.9004677 43.3152856, -1.9001772 43.3154318, -1.9001517 43.3154446, -1.899899 43.315565)",2,,,,yes
45899297,True,,secondary,,False,18.818,"LINESTRING (-1.899899 43.315565, -1.8997385 43.3156078, -1.8996802 43.3156224)",1,,,,
"[32984400, 147870958]",False,,secondary,,True,55.521,"LINESTRING (-1.899899 43.315565, -1.9001517 43.3154446, -1.9001772 43.3154318, -1.9004677 43.3152856)",2,,,,yes
25558571,True,,secondary,,False,25.579,"LINESTRING (-1.8998497 43.3159872, -1.8998196 43.3159472, -1.8997989 43.3159109, -1.8997792 43.3158674, -1.8997699 43.3158186, -1.8997643 43.3157687)",1,,,,
"[25577450, 25577446]",True,"['Oiartzun kalea', 'Pasaia kalea']",residential,,False,126.589,"LINESTRING (-1.9017623 43.3153834, -1.9017496 43.3154768, -1.9017021 43.3158258, -1.9016983 43.3158536, -1.9018108 43.3158926, -1.9025739 43.3160432)",1,,,,
25577449,True,Astigarraga kalea,residential,,False,80.584,"LINESTRING (-1.9045927 43.3157197, -1.9045571 43.3157625, -1.9041143 43.3162952, -1.9040772 43.3163398)",1,,,,
135786159,True,Donostia kalea,residential,,False,86.962,"LINESTRING (-1.9045927 43.3157197, -1.9045368 43.3156849, -1.9044678 43.3156654, -1.9043862 43.3156543, -1.9036141 43.3155741, -1.9035506 43.3155665)",1,,,,
398393629,False,Nafarroa etorbidea,secondary,,False,5.129,"LINESTRING (-1.9037497 43.3149865, -1.9038131 43.3149862)",2,30,,,
398393366,False,Nafarroa etorbidea,secondary,,True,161.323,"LINESTRING (-1.9037497 43.3149865, -1.9029115 43.3149294, -1.9024992 43.3149015, -1.9019877 43.3148631, -1.9017647 43.3148492)",2,30,,,
"[135788640, 25577443]",True,"['Iztieta pasealekua', 'Irun kalea']",residential,,False,70.066,"LINESTRING (-1.9034625 43.3162452, -1.9034424 43.3163106, -1.9033837 43.3165018, -1.9038634 43.3166159)",1,,,,
25577450,True,Oiartzun kalea,residential,,False,50.831,"LINESTRING (-1.9034625 43.3162452, -1.9035177 43.3162537, -1.903987 43.3163259, -1.9040772 43.3163398)",1,,,,
135783759,True,Irun kalea,residential,,False,75.804,"LINESTRING (-1.9034625 43.3162452, -1.9034722 43.3161702, -1.9035397 43.3156502, -1.9035506 43.3155665)",1,,,,
25577448,True,,residential,,False,7.22,"LINESTRING (-1.9046784 43.3157378, -1.9045927 43.3157197)",,,,,
45972782,True,Amasatarren kalea,residential,,False,21.411,"LINESTRING (-1.9046784 43.3157378, -1.9045578 43.3155664)",1,,,,
25577449,True,Astigarraga kalea,residential,,False,35.238,"LINESTRING (-1.9040772 43.3163398, -1.903903 43.3165648, -1.9038634 43.3166159)",1,,,,
135786161,True,Hondarribia kalea,residential,,False,63.226,"LINESTRING (-1.9025739 43.3160432, -1.9026593 43.315478)",,,,,
25577450,True,Oiartzun kalea,residential,,False,75.31800000000001,"LINESTRING (-1.9025739 43.3160432, -1.9033632 43.3162226, -1.9034625 43.3162452)",1,,,,
398393499,False,Nafarroa etorbidea,secondary,,True,6.973,"LINESTRING (-1.9017647 43.3148492, -1.9016786 43.3148463)",2,30,,,
25577446,True,Pasaia kalea,residential,,False,60.589000000000006,"LINESTRING (-1.9017647 43.3148492, -1.9017996 43.3148853, -1.9018155 43.3149593, -1.9017913 43.3151518, -1.9017769 43.3152667, -1.9017623 43.3153834)",1,,,,
398393366,False,Nafarroa etorbidea,secondary,,False,161.32299999999998,"LINESTRING (-1.9017647 43.3148492, -1.9019877 43.3148631, -1.9024992 43.3149015, -1.9029115 43.3149294, -1.9037497 43.3149865)",2,30,,,
25834978,True,Glorieta de La Rioja,residential,,False,4.526,"LINESTRING (-1.9028489 43.310733, -1.9028499 43.3106923)",,30,roundabout,,
31064628,False,Miguel Zabaleta kalea,residential,,False,82.325,"LINESTRING (-1.9028489 43.310733, -1.902888 43.3107498, -1.9029378 43.310767, -1.9030368 43.3107993, -1.9031752 43.3108489, -1.9037441 43.3110839)",,30,,,
25834980,False,Jose Miguel Barandiaran kalea,residential,,False,62.632,"LINESTRING (-1.9026038 43.3105502, -1.9025695 43.3104368, -1.9025451 43.3102845, -1.902528 43.3101722, -1.9024918 43.3099933)",,30,,,
799484300,True,,residential,,False,17.308,"LINESTRING (-1.9026038 43.3105502, -1.9025562 43.3105604, -1.9025194 43.3105778, -1.9024633 43.3106227, -1.9024514 43.3106482)",,30,roundabout,,
25834980,False,Jose Miguel Barandiaran kalea,residential,,False,48.596,"LINESTRING (-1.9024918 43.3099933, -1.9024388 43.3096463, -1.902433 43.3096081, -1.9024293 43.3095587)",,30,,,
25834980,False,Jose Miguel Barandiaran kalea,residential,,True,62.632000000000005,"LINESTRING (-1.9024918 43.3099933, -1.902528 43.3101722, -1.9025451 43.3102845, -1.9025695 43.3104368, -1.9026038 43.3105502)",,30,,,
174251687,True,,residential,,False,10.421,"LINESTRING (-1.9023839 43.309471, -1.9024293 43.3095587)",1,30,,,
799484299,True,,residential,,False,9.354,"LINESTRING (-1.9023839 43.309471, -1.9024532 43.3094777, -1.902497 43.3094682)",2,30,roundabout,,
45135856,True,Glorieta Cataluña,residential,,False,4.187,"LINESTRING (-1.9023405 43.3094505, -1.9023839 43.309471)",2,30,roundabout,,
174251688,False,Arramendi pasealekua,residential,,False,50.025999999999996,"LINESTRING (-1.9039678 43.3092459, -1.9040758 43.3092071, -1.9041743 43.309138, -1.9042729 43.3090577, -1.9043531 43.3089575, -1.9043766 43.3089224)",2,30,,,
"[174251688, 1116989462]",False,Arramendi pasealekua,residential,,True,105.233,"LINESTRING (-1.9039678 43.3092459, -1.9038471 43.3092701, -1.9036202 43.3092895, -1.9030138 43.3093412, -1.9027341 43.3093675, -1.9026814 43.3093772)",2,30,,,
"[1116990856, 73693189, 1116990718]",True,Pontika kalea,residential,,False,221.78400000000008,"LINESTRING (-1.9039678 43.3092459, -1.9040745 43.3092738, -1.9041173 43.3093018, -1.9041362 43.3093248, -1.9041496 43.3093589, -1.9040963 43.3097209, -1.9040713 43.3099081, -1.9040424 43.3099524, -1.9035697 43.3101953, -1.9035155 43.3102232, -1.9034632 43.3102823, -1.9031132 43.310612, -1.9030476 43.3106657, -1.9030181 43.3106929, -1.9029754 43.3107224, -1.9029244 43.3107241, -1.9028819 43.3107127, -1.9028499 43.3106923)",,,,,
294986386,False,Aldapa A,living_street,,True,64.731,"LINESTRING (-1.8977951 43.3092696, -1.8977096 43.3092249, -1.8975723 43.3091695, -1.897507 43.3091444, -1.8973312 43.3090916, -1.8972 43.3090521, -1.8971743 43.3090453, -1.8970706 43.3090366)",2,,,,
