osmid,oneway,ref,highway,reversed,length,bridge,width,name,geometry,junction
175873922,False,,residential,True,87.136,,,Calle del Salitre,"LINESTRING (-2.1418384 37.3901714, -2.1416621 37.3902453, -2.141418 37.3903433, -2.1409648 37.3905351)",
40814441,True,AL-7100,tertiary,False,46.2,,,Calle de la Concepción,"LINESTRING (-2.1410925 37.3878996, -2.1412669 37.3882913)",
101695557,False,AL-7100,tertiary,True,45.144,,5,Calle de San Leonardo,"LINESTRING (-2.1410925 37.3878996, -2.1406022 37.3877853)",
101695548,False,,tertiary,False,58.730000000000004,,5,Plaza de San Francisco,"LINESTRING (-2.1410925 37.3878996, -2.141421 37.3879725, -2.1417296 37.3880501)",
174388812,True,,tertiary,False,11.487,,,,"LINESTRING (-2.1483206 37.3843732, -2.1483069 37.384404, -2.1483064 37.3844321, -2.1483253 37.3844719)",roundabout
175879311,False,,residential,False,59.002,,,Callejón Lobdar,"LINESTRING (-2.1483206 37.3843732, -2.1481497 37.3843127, -2.1479828 37.3842608, -2.1478493 37.3841678, -2.1477528 37.384106)",
174388828,False,AL-8100,tertiary,True,72.575,,,Avenida de Pío XII,"LINESTRING (-2.1457605 37.3878679, -2.1464728 37.3875428)",
186162086,True,AL-8100,tertiary,False,21.812,,,Avenida de Pío XII,"LINESTRING (-2.1457605 37.3878679, -2.1455487 37.3879687)",
174388810,False,,residential,True,117.519,,4,Calle de Mendoza,"LINESTRING (-2.1418001 37.3872795, -2.1404781 37.3871627)",
96713276,False,,residential,False,32.68,,4,Calle de la Amistad,"LINESTRING (-2.1418001 37.3872795, -2.1417989 37.3872583, -2.1416728 37.3870047)",
96713276,False,,residential,True,86.08000000000001,,4,Calle de la Amistad,"LINESTRING (-2.1418001 37.3872795, -2.1418096 37.3874502, -2.1417875 37.3876156, -2.1417368 37.3879938, -2.1417296 37.3880501)",
174388817,True,,tertiary,False,1.929,,,,"LINESTRING (-2.1455287 37.3880751, -2.1455502 37.3880781)",roundabout
96713283,True,AL-8100,tertiary,False,28.214,,,,"LINESTRING (-2.1454887 37.3880006, -2.1452034 37.3881146)",
174388817,True,,tertiary,False,10.084,,,,"LINESTRING (-2.1454887 37.3880006, -2.1454846 37.3880097, -2.1454828 37.3880286, -2.1454891 37.388047, -2.1455078 37.3880658, -2.1455287 37.3880751)",roundabout
174388812,True,,tertiary,False,12.226999999999999,,,,"LINESTRING (-2.1484375 37.384326, -2.1483964 37.3843279, -2.1483654 37.3843376, -2.1483336 37.3843584, -2.1483206 37.3843732)",roundabout
174388800,False,AL-8100,tertiary,False,8.338,,5,Avenida del Puente,"LINESTRING (-2.1417296 37.3880501, -2.1418157 37.3880808)",
96713276,False,,residential,False,86.08,,4,Calle de la Amistad,"LINESTRING (-2.1417296 37.3880501, -2.1417368 37.3879938, -2.1417875 37.3876156, -2.1418096 37.3874502, -2.1418001 37.3872795)",
101695548,False,,tertiary,True,58.730000000000004,,5,Plaza de San Francisco,"LINESTRING (-2.1417296 37.3880501, -2.141421 37.3879725, -2.1410925 37.3878996)",
174388818,False,AL-8100,tertiary,False,76.30799999999999,,,Calle de la Estación,"LINESTRING (-2.1479117 37.3857047, -2.1478231 37.3860841, -2.1478258 37.3862098, -2.1478446 37.3863164, -2.1478675 37.3863809)",
174388818,False,AL-8100,tertiary,True,124.987,,,Calle de la Estación,"LINESTRING (-2.1479117 37.3857047, -2.1480967 37.3850782, -2.1482013 37.384816, -2.1483006 37.3846263)",
175879307,False,,tertiary,False,94.054,,,Calle de Córdoba,"LINESTRING (-2.1479117 37.3857047, -2.1477367 37.3856873, -2.1471466 37.3859558, -2.1469681 37.3860409)",
174388813,True,AL-8100,tertiary,False,21.1,,,Avenida de Pío XII,"LINESTRING (-2.1456201 37.3880214, -2.1457605 37.3878679)",
174388817,True,,tertiary,False,9.523,,,,"LINESTRING (-2.1456201 37.3880214, -2.1456151 37.3880028, -2.1456088 37.3879932, -2.1455923 37.3879794, -2.1455709 37.387971, -2.1455487 37.3879687)",roundabout
174388817,True,,tertiary,False,0.735,,,,"LINESTRING (-2.1455487 37.3879687, -2.1455405 37.3879698)",roundabout
174388825,True,,tertiary,False,15.664,,,,"LINESTRING (-2.1483006 37.3846263, -2.1484051 37.3845125)",
174388818,False,AL-8100,tertiary,False,124.987,,,Calle de la Estación,"LINESTRING (-2.1483006 37.3846263, -2.1482013 37.384816, -2.1480967 37.3850782, -2.1479117 37.3857047)",
174388817,True,,tertiary,False,1.225,,,,"LINESTRING (-2.1456193 37.3880324, -2.1456201 37.3880214)",roundabout
174388812,True,,tertiary,False,18.96,,,,"LINESTRING (-2.1484051 37.3845125, -2.1484367 37.3845131, -2.1484762 37.384504, -2.148516 37.3844786, -2.1485384 37.3844434, -2.1485418 37.3844108)",roundabout
174388828,False,AL-8100,tertiary,False,66.161,,,Avenida de Pío XII,"LINESTRING (-2.1480404 37.3868002, -2.1473987 37.3871069)",
174388818,False,AL-8100,tertiary,False,38.0,,,Calle de la Estación,"LINESTRING (-2.1480404 37.3868002, -2.1481252 37.3869819, -2.1481628 37.3871268)",
174388818,False,AL-8100,tertiary,True,38.690999999999995,,,Calle de la Estación,"LINESTRING (-2.1480404 37.3868002, -2.1480082 37.3867149, -2.1479278 37.3865508, -2.1478995 37.3864711)",
96713276,False,,residential,False,97.352,,4,Calle de la Amistad,"LINESTRING (-2.1416728 37.3870047, -2.1405784 37.3869028)",
96713276,False,,residential,True,32.68,,4,Calle de la Amistad,"LINESTRING (-2.1416728 37.3870047, -2.1417989 37.3872583, -2.1418001 37.3872795)",
758693215,False,,residential,False,55.29,,,,"LINESTRING (-2.1416728 37.3870047, -2.1421654 37.3868695, -2.1422661 37.3868921)",
174388825,True,,tertiary,False,17.307,,,,"LINESTRING (-2.1483253 37.3844719, -2.1483006 37.3846263)",
174388812,True,,tertiary,False,8.547,,,,"LINESTRING (-2.1483253 37.3844719, -2.1483662 37.3845018, -2.1484051 37.3845125)",roundabout
174388817,True,,tertiary,False,8.607000000000001,,,,"LINESTRING (-2.1455502 37.3880781, -2.1455738 37.3880751, -2.1455947 37.3880659, -2.1456113 37.3880503, -2.1456193 37.3880324)",roundabout
175879325,True,,residential,False,69.72900000000001,,,,"LINESTRING (-2.1455502 37.3880781, -2.1456258 37.3881531, -2.1456955 37.3882554, -2.1457009 37.3883342, -2.1456687 37.3884024, -2.1455855 37.3885132, -2.1455373 37.3885665, -2.1455587 37.3886326)",
174388812,True,,tertiary,False,3.704,,,,"LINESTRING (-2.1485418 37.3844108, -2.1485306 37.3843787)",roundabout
174388809,False,,residential,True,54.251,,4,Calle General Alvear,"LINESTRING (-2.1404781 37.3871627, -2.1402658 37.3876205)",
174388810,False,,residential,False,117.519,,4,Calle de Mendoza,"LINESTRING (-2.1404781 37.3871627, -2.1418001 37.3872795)",
174388809,False,,residential,False,30.415,,4,Calle General Alvear,"LINESTRING (-2.1404781 37.3871627, -2.1405731 37.3869579, -2.1405784 37.3869028)",
174388802,True,,tertiary,False,16.143,,,,"LINESTRING (-2.1485306 37.3843787, -2.1486018 37.384245)",
174388812,True,,tertiary,False,10.475999999999999,,,,"LINESTRING (-2.1485306 37.3843787, -2.1484991 37.3843469, -2.1484633 37.3843308, -2.1484375 37.384326)",roundabout
101695557,False,AL-7100,tertiary,False,34.916,,5,Calle de San Leonardo,"LINESTRING (-2.1402658 37.3876205, -2.1406022 37.3877853)",
174388809,False,,residential,False,54.251,,4,Calle General Alvear,"LINESTRING (-2.1402658 37.3876205, -2.1404781 37.3871627)",
174389111,True,,tertiary,False,39.82,,,,"LINESTRING (-2.1457123 37.3851655, -2.1457265 37.3851438, -2.1457365 37.3851047, -2.1457346 37.3850828, -2.1457178 37.3850452, -2.1456964 37.3850224, -2.145643 37.3849944, -2.1455937 37.384987, -2.1455571 37.3849903, -2.1454945 37.385017, -2.1454751 37.3850392)",roundabout
174388809,False,,residential,True,212.901,,4,Calle General Alvear,"LINESTRING (-2.1417697 37.3846531, -2.1417292 37.3847201, -2.141705 37.3848267, -2.1416648 37.3851932, -2.1414422 37.3855598, -2.140954 37.3860159, -2.140865 37.3861053, -2.140698 37.3862629, -2.1406669 37.3862922)",
174389110,False,,tertiary,False,125.85199999999999,,,Avenida de América,"LINESTRING (-2.1417697 37.3846531, -2.141874 37.3847009, -2.1423568 37.3849247, -2.1425472 37.3850078, -2.1425591 37.3850106, -2.1427308 37.3850515, -2.1428864 37.3850728, -2.1430634 37.3850558)",
174389110,False,,tertiary,True,45.830000000000005,,,Avenida de América,"LINESTRING (-2.1417697 37.3846531, -2.1413537 37.3844622, -2.1413158 37.3844577)",
174389109,False,,tertiary,False,50.027,,,Calle de Ramón y Cajal,"LINESTRING (-2.1457322 37.3852582, -2.1460655 37.3856219)",
174389112,True,,tertiary,False,10.457,,,,"LINESTRING (-2.1457322 37.3852582, -2.1457123 37.3851655)",
174389105,True,,tertiary,False,4.368,,,,"LINESTRING (-2.1435273 37.384958, -2.1435078 37.3849219)",roundabout
175876282,True,,tertiary,False,9.202,,,,"LINESTRING (-2.1435078 37.3849219, -2.1435571 37.384849)",
174389105,True,,tertiary,False,8.123999999999999,,,,"LINESTRING (-2.1435078 37.3849219, -2.1434795 37.3848967, -2.1434365 37.3848773)",roundabout
174389108,True,,tertiary,False,172.759,yes,,Puente Rojo,"LINESTRING (-2.1454751 37.3850392, -2.145405 37.3850558, -2.14524 37.3850529, -2.1435918 37.3849663, -2.1435273 37.384958)",
174389111,True,,tertiary,False,11.171,,,,"LINESTRING (-2.1454751 37.3850392, -2.1454579 37.3850588, -2.1454476 37.3851079, -2.1454552 37.385134)",roundabout
174389112,True,,tertiary,False,11.09,,,,"LINESTRING (-2.1456205 37.3852127, -2.1457322 37.3852582)",
174389111,True,,tertiary,False,9.939,,,,"LINESTRING (-2.1456205 37.3852127, -2.1456468 37.3852081, -2.1456776 37.3851944, -2.1457123 37.3851655)",roundabout
174388828,False,AL-8100,tertiary,False,34.656,,,Avenida de Pío XII,"LINESTRING (-2.1473987 37.3871069, -2.1470626 37.3872676)",
174388828,False,AL-8100,tertiary,True,66.161,,,Avenida de Pío XII,"LINESTRING (-2.1473987 37.3871069, -2.1480404 37.3868002)",
174389109,False,,tertiary,True,123.102,,,Calle de Ramón y Cajal,"LINESTRING (-2.1473987 37.3871069, -2.1465919 37.3862043)",
174389109,False,,tertiary,False,74.002,,,Calle de Ramón y Cajal,"LINESTRING (-2.1473987 37.3871069, -2.1474848 37.3871667, -2.1475164 37.3871886, -2.1480582 37.3875168)",
174389105,True,,tertiary,False,17.413,,,,"LINESTRING (-2.1434365 37.3848773, -2.1433965 37.3848709, -2.1433474 37.3848756, -2.1433204 37.3848846, -2.1432818 37.3849092, -2.1432654 37.3849273)",roundabout
174389104,True,,tertiary,False,171.85199999999998,yes,,,"LINESTRING (-2.1435169 37.385033, -2.1437045 37.3850259, -2.1453379 37.3851133, -2.1454552 37.385134)",
174389105,True,,tertiary,False,8.486,,,,"LINESTRING (-2.1435169 37.385033, -2.1435258 37.3850145, -2.1435273 37.384958)",roundabout
174389106,True,,tertiary,False,19.955,,,Avenida de América,"LINESTRING (-2.1430634 37.3850558, -2.1432892 37.3850597)",
174389110,False,,tertiary,True,125.852,,,Avenida de América,"LINESTRING (-2.1430634 37.3850558, -2.1428864 37.3850728, -2.1427308 37.3850515, -2.1425591 37.3850106, -2.1425472 37.3850078, -2.1423568 37.3849247, -2.141874 37.3847009, -2.1417697 37.3846531)",
175876269,True,,residential,False,10.671,,,Avenida Presidente Adolfo Suarez,"LINESTRING (-2.1434133 37.3850953, -2.1435195 37.385141)",
174389105,True,,tertiary,False,9.746,,,,"LINESTRING (-2.1434133 37.3850953, -2.1434598 37.3850819, -2.143488 37.3850649, -2.1435029 37.3850485)",roundabout
174389105,True,,tertiary,False,12.245000000000001,,,,"LINESTRING (-2.1432892 37.3850597, -2.143311 37.3850787, -2.1433565 37.385094, -2.1434133 37.3850953)",roundabout
174389106,True,,tertiary,False,22.862,,,Avenida de América,"LINESTRING (-2.1432654 37.3849273, -2.1430634 37.3850558)",
174389105,True,,tertiary,False,16.093,,,,"LINESTRING (-2.1432654 37.3849273, -2.1432469 37.3849735, -2.143251 37.3850127, -2.1432632 37.3850373, -2.1432892 37.3850597)",roundabout
174389111,True,,tertiary,False,18.829,,,,"LINESTRING (-2.1454552 37.385134, -2.1454589 37.3851468, -2.1454753 37.3851697, -2.1455298 37.3852056, -2.1455977 37.3852166, -2.1456205 37.3852127)",roundabout
175873954,False,,residential,True,12.287,,,Calle del Sacerdote Juan Bretones,"LINESTRING (-2.1413158 37.3844577, -2.1413945 37.3843666)",
174389110,False,,tertiary,False,45.830000000000005,,,Avenida de América,"LINESTRING (-2.1413158 37.3844577, -2.1413537 37.3844622, -2.1417697 37.3846531)",
174389110,False,,tertiary,True,73.924,,,Avenida de América,"LINESTRING (-2.1413158 37.3844577, -2.1411659 37.3843557, -2.1407228 37.3839895)",
174391534,False,,residential,False,72.033,,,Calle de Blas Infante,"LINESTRING (-2.1413158 37.3844577, -2.1411337 37.3847904, -2.1409715 37.3850446)",
174391534,False,,residential,True,38.654,,,Calle de Blas Infante,"LINESTRING (-2.1400977 37.3859136, -2.1403881 37.3856536)",
174391519,False,,residential,True,111.288,,,Calle Nicolás Salmerón,"LINESTRING (-2.1409715 37.3850446, -2.1402991 37.3841983)",
174391534,False,,residential,False,42.039,,,Calle de Blas Infante,"LINESTRING (-2.1409715 37.3850446, -2.1408521 37.3852316, -2.1407207 37.3853637)",
174391534,False,,residential,True,72.033,,,Calle de Blas Infante,"LINESTRING (-2.1409715 37.3850446, -2.1411337 37.3847904, -2.1413158 37.3844577)",
174389110,False,,tertiary,False,57.147,,,Avenida de América,"LINESTRING (-2.140272 37.383621, -2.1403586 37.3836886, -2.1407228 37.3839895)",
174389110,False,,tertiary,False,73.924,,,Avenida de América,"LINESTRING (-2.1407228 37.3839895, -2.1411659 37.3843557, -2.1413158 37.3844577)",
174389110,False,,tertiary,True,57.147,,,Avenida de América,"LINESTRING (-2.1407228 37.3839895, -2.1403586 37.3836886, -2.140272 37.383621)",
174391518,False,,residential,False,42.42400000000001,,,Calle de Juan Gabriel García,"LINESTRING (-2.1407228 37.3839895, -2.1407904 37.3839465, -2.1410599 37.3837186)",
174391534,False,,residential,False,38.654,,,Calle de Blas Infante,"LINESTRING (-2.1403881 37.3856536, -2.1400977 37.3859136)",
174391534,False,,residential,True,43.619,,,Calle de Blas Infante,"LINESTRING (-2.1403881 37.3856536, -2.1407207 37.3853637)",
174391540,True,,residential,False,38.152,,,Calle Poeta Villaespesa,"LINESTRING (-2.1399321 37.3843791, -2.1402991 37.3841983)",
174391519,False,,residential,False,111.288,,,Calle Nicolás Salmerón,"LINESTRING (-2.1402991 37.3841983, -2.1409715 37.3850446)",
174391540,True,,residential,False,44.051,,,Calle Poeta Villaespesa,"LINESTRING (-2.1402991 37.3841983, -2.1407228 37.3839895)",
174391534,False,,residential,False,43.619,,,Calle de Blas Infante,"LINESTRING (-2.1407207 37.3853637, -2.1403881 37.3856536)",
174391537,True,,residential,False,129.773,,,Calle de Vélez-Rubio,"LINESTRING (-2.1407207 37.3853637, -2.1399321 37.3843791)",
174391534,False,,residential,True,42.039,,,Calle de Blas Infante,"LINESTRING (-2.1407207 37.3853637, -2.1408521 37.3852316, -2.1409715 37.3850446)",
175873931,True,,residential,False,69.758,,,Calle Ancha,"LINESTRING (-2.1420899 37.388798, -2.141866 37.3881964)",
175873946,False,,residential,True,49.784,,,Calle del Viento,"LINESTRING (-2.1420899 37.388798, -2.1415639 37.3889586)",
175873961,True,AL-7101,tertiary,False,41.615,,,Calle del Arrabal de Santa Bárbara,"LINESTRING (-2.1411915 37.3916562, -2.1412007 37.3916049, -2.1413145 37.3912954)",
101695542,True,AL-7101,tertiary,False,51.972,,5,Calle del Rulador,"LINESTRING (-2.1406057 37.3897544, -2.1404038 37.3893154)",
175873967,True,,residential,False,19.901,,,Calle Arrabal de Santa Barbara,"LINESTRING (-2.1416472 37.3907301, -2.1417015 37.3905564)",
175873980,False,,residential,True,49.112,,,Calle Arrabal de Santa Barbara,"LINESTRING (-2.1416472 37.3907301, -2.1416326 37.3907631, -2.1416057 37.3908377, -2.1414394 37.3911391)",
175873929,False,,residential,False,8.556,,,,"LINESTRING (-2.1402673 37.386177, -2.1403397 37.3862281)",
101695542,True,AL-7101,tertiary,False,45.354,,5,Calle del Rulador,"LINESTRING (-2.1409648 37.3905351, -2.1407886 37.390152)",
175873922,False,,residential,False,87.136,,,Calle del Salitre,"LINESTRING (-2.1409648 37.3905351, -2.141418 37.3903433, -2.1416621 37.3902453, -2.1418384 37.3901714)",
175873969,False,,residential,True,10.243,,,Calle Arrabal de Santa Barbara,"LINESTRING (-2.1399642 37.3914216, -2.140042 37.3913939, -2.140064 37.3913769)",
669166918,False,,unclassified,True,99.354,,,Calle de Taberno,"LINESTRING (-2.1400853 37.3924304, -2.14027 37.3923784, -2.1405221 37.3923316, -2.1408172 37.3922975, -2.1411839 37.3922498)",
101695542,True,AL-7101,tertiary,False,36.889,,5,Calle del Rulador,"LINESTRING (-2.1411081 37.3908467, -2.1409648 37.3905351)",
175873969,False,,residential,False,35.261,,,Calle Arrabal de Santa Barbara,"LINESTRING (-2.1411081 37.3908467, -2.1407572 37.3909978)",
175873969,False,,residential,True,45.605,,,Calle Arrabal de Santa Barbara,"LINESTRING (-2.1411081 37.3908467, -2.1415487 37.390633)",
175873969,False,,residential,False,36.627,,,Calle Arrabal de Santa Barbara,"LINESTRING (-2.1407572 37.3909978, -2.1403773 37.3911297)",
175873969,False,,residential,True,35.261,,,Calle Arrabal de Santa Barbara,"LINESTRING (-2.1407572 37.3909978, -2.1411081 37.3908467)",
175874000,True,,tertiary,False,78.91799999999999,,,Calle Príncipe de Asturias,"LINESTRING (-2.1407572 37.3909978, -2.1410021 37.3914982, -2.1410693 37.3916091, -2.1410862 37.391657)",
175873970,False,AL-7100,tertiary,False,8.161,,,Calle del Arrabal,"LINESTRING (-2.1419861 37.3904038, -2.1420393 37.3904638)",
175873970,False,AL-7100,tertiary,True,28.949,,,Calle del Arrabal,"LINESTRING (-2.1419861 37.3904038, -2.1418384 37.3901714)",
175873969,False,,residential,False,30.335,,,Calle Arrabal de Santa Barbara,"LINESTRING (-2.1419861 37.3904038, -2.1417801 37.3905159, -2.1417015 37.3905564)",
175873946,False,,residential,False,40.519,,,Calle del Viento,"LINESTRING (-2.1399735 37.3894415, -2.1404038 37.3893154)",
175874000,True,,tertiary,False,99.673,,,Calle Príncipe de Asturias,"LINESTRING (-2.1399735 37.3894415, -2.1399803 37.3894547, -2.1404014 37.3902709)",
101695542,True,AL-7101,tertiary,False,43.462,,5,Calle del Rulador,"LINESTRING (-2.1404038 37.3893154, -2.1402349 37.3889483)",
175873946,False,,residential,False,74.083,,,Calle del Viento,"LINESTRING (-2.1404038 37.3893154, -2.1411858 37.3890749)",
175873946,False,,residential,True,40.519,,,Calle del Viento,"LINESTRING (-2.1404038 37.3893154, -2.1399735 37.3894415)",
175874001,False,,residential,True,13.569,,,Camino de los Caños,"LINESTRING (-2.143368 37.3893225, -2.1432178 37.389297)",
"[175874001, 175876308]",False,,"['residential', 'unclassified']",False,249.677,,,Camino de los Caños,"LINESTRING (-2.143368 37.3893225, -2.1434618 37.3893588, -2.1435477 37.3894078, -2.1437166 37.3895356, -2.1438816 37.3896526, -2.1440948 37.389866, -2.1443282 37.3900684, -2.1443604 37.3901068, -2.1443617 37.3901406, -2.1443242 37.390179, -2.1442799 37.3902431, -2.1442906 37.3902879, -2.144418 37.3904028, -2.1444824 37.3904901, -2.1445991 37.3905905, -2.1446661 37.3906353, -2.1448472 37.3907373, -2.1450215 37.3908631, -2.1451315 37.39091)",
"[175876260, 669166940, 669166942]",False,,residential,"[False, True]",98.108,,,"['Paraje las Labores', 'Calle Huerto de los Caños']","LINESTRING (-2.143368 37.3893225, -2.143368 37.3891627, -2.1433961 37.388992, -2.1434176 37.3888066, -2.1429664 37.3887426)",
175873969,False,,residential,False,10.243,,,Calle Arrabal de Santa Barbara,"LINESTRING (-2.140064 37.3913769, -2.140042 37.3913939, -2.1399642 37.3914216)",
175873969,False,,residential,True,39.133,,,Calle Arrabal de Santa Barbara,"LINESTRING (-2.140064 37.3913769, -2.140101 37.391347, -2.1402512 37.3912106, -2.1403773 37.3911297)",
175873969,False,,residential,False,15.962,,,Calle Arrabal de Santa Barbara,"LINESTRING (-2.1417015 37.3905564, -2.1415487 37.390633)",
175873969,False,,residential,True,30.335,,,Calle Arrabal de Santa Barbara,"LINESTRING (-2.1417015 37.3905564, -2.1417801 37.3905159, -2.1419861 37.3904038)",
175873977,False,,residential,True,30.51,,,,"LINESTRING (-2.1417626 37.3918917, -2.1415226 37.3916944)",
175873944,False,,residential,False,94.56400000000001,,,Calle de Taberno,"LINESTRING (-2.1417626 37.3918917, -2.1421315 37.3916475, -2.1424641 37.3915069, -2.1426671 37.3914544)",
175873944,False,,residential,True,65.077,,,Calle de Taberno,"LINESTRING (-2.1417626 37.3918917, -2.1412624 37.3922229, -2.1411839 37.3922498)",
175873963,True,AL-7100,tertiary,False,2.254,,,Calle de la Estación,"LINESTRING (-2.1418087 37.3896651, -2.1418165 37.3896844)",
175873934,True,,residential,False,30.749000000000002,,,Plaza de los Dolores,"LINESTRING (-2.1418087 37.3896651, -2.1418342 37.3896594, -2.1420162 37.3896184, -2.1420429 37.3896124, -2.1420144 37.3895324)",
175873970,False,AL-7100,tertiary,True,58.007,,,Calle del Arrabal,"LINESTRING (-2.1426671 37.3914544, -2.1424736 37.3909559)",
175873944,False,,residential,True,94.564,,,Calle de Taberno,"LINESTRING (-2.1426671 37.3914544, -2.1424641 37.3915069, -2.1421315 37.3916475, -2.1417626 37.3918917)",
175873970,False,AL-7100,tertiary,False,7.2490000000000006,,,Calle del Arrabal,"LINESTRING (-2.1426671 37.3914544, -2.1426711 37.3914648, -2.1426861 37.3915178)",
40814441,True,AL-7100,tertiary,False,52.568,,,Calle de la Concepción,"LINESTRING (-2.1415639 37.3889586, -2.1417623 37.3894043)",
175873946,False,,residential,False,49.784,,,Calle del Viento,"LINESTRING (-2.1415639 37.3889586, -2.1420899 37.388798)",
175873946,False,,residential,True,35.82,,,Calle del Viento,"LINESTRING (-2.1415639 37.3889586, -2.1411858 37.3890749)",
174391518,False,,residential,True,42.42400000000001,,,Calle de Juan Gabriel García,"LINESTRING (-2.1410599 37.3837186, -2.1407904 37.3839465, -2.1407228 37.3839895)",
175873931,True,,residential,False,52.447,,,Calle Ancha,"LINESTRING (-2.142279 37.3892451, -2.1420899 37.388798)",
175874003,True,,residential,False,31.454,,,Calle de los Claveles,"LINESTRING (-2.142279 37.3892451, -2.1419518 37.3893566)",
175873952,False,,residential,False,39.51,,,Calle de San Juan,"LINESTRING (-2.1399816 37.3903934, -2.1404014 37.3902709)",
175873982,False,,residential,True,89.14,,,Calle de la Santa Cruz,"LINESTRING (-2.1399816 37.3903934, -2.1403558 37.3911084, -2.1403773 37.3911297)",
101695542,True,AL-7101,tertiary,False,47.072,,5,Calle del Rulador,"LINESTRING (-2.1407886 37.390152, -2.1406057 37.3897544)",
175873952,False,,residential,True,36.674,,,Calle de San Juan,"LINESTRING (-2.1407886 37.390152, -2.1404014 37.3902709)",
175873952,False,,residential,False,51.165,,,Calle de San Juan,"LINESTRING (-2.1407886 37.390152, -2.1411364 37.3900279, -2.1413027 37.3899427)",
52531576,False,AL-7101,tertiary,False,44.403999999999996,,,,"LINESTRING (-2.1411357 37.3918584, -2.1411149 37.3919522, -2.1411256 37.3920801, -2.1411839 37.3922498)",
