osmid,oneway,lanes,ref,highway,reversed,length,name,geometry,maxspeed,junction
"[199550033, 162109988, 199550030]",False,,LP-202,secondary,True,529.5429999999999,Carretera Timibucar,"LINESTRING (-17.7687172 28.6839523, -17.7688124 28.6839598, -17.7689204 28.6839748, -17.7690157 28.6839969, -17.769094 28.6840388, -17.7692855 28.6842003, -17.7693533 28.6842267, -17.7694182 28.6842282, -17.7694606 28.6842113, -17.769503 28.6841869, -17.7695388 28.6841507, -17.7695548 28.684107, -17.7695618 28.6839777, -17.7695783 28.6838248, -17.7697946 28.6831149, -17.7698439 28.6829314, -17.7698649 28.6828785, -17.7698915 28.6828331, -17.7699302 28.6828123, -17.7699803 28.6828139, -17.770016 28.6828254, -17.7700461 28.6828468, -17.7700685 28.6829142, -17.7699077 28.6842761, -17.7699294 28.6843695, -17.7699803 28.6844831, -17.7699871 28.6845454, -17.7699816 28.684609, -17.7699562 28.6846657, -17.7699139 28.6847196, -17.769877 28.6847518, -17.7698355 28.6847812, -17.7697701 28.6848072, -17.7696971 28.684821, -17.7695926 28.6848616, -17.7695174 28.6849029, -17.7694226 28.6849721)","['40', '30']",
"[162109993, 162109988]",False,,LP-202,secondary,False,106.43499999999997,Carretera Timibucar,"LINESTRING (-17.7700295 28.685146, -17.7698252 28.6851375, -17.7697567 28.685147, -17.7696725 28.6851897, -17.7695737 28.685281, -17.7695283 28.6853125, -17.7694784 28.6853358, -17.7694196 28.6853468, -17.7693668 28.6853428, -17.7693228 28.6853318, -17.7692742 28.6853166, -17.7692538 28.6853018, -17.7692388 28.6852843, -17.7692218 28.6852507, -17.7692133 28.6852324, -17.7692092 28.6852119, -17.7692098 28.6851673, -17.7692326 28.6851175)",40,
"[199550036, 162109991]",False,,LP-202,secondary,True,479.86,Carretera Timibucar,"LINESTRING (-17.7700295 28.685146, -17.7701183 28.6851418, -17.7702615 28.685138, -17.7703734 28.6850938, -17.7704599 28.6850169, -17.7707405 28.6847082, -17.7707845 28.6846457, -17.7707709 28.6845796, -17.7707245 28.6845385, -17.7706629 28.6844833, -17.7706198 28.6844295, -17.7705972 28.6843426, -17.7705965 28.6842855, -17.7706402 28.6839064, -17.7706523 28.6838582, -17.7706877 28.6838175, -17.7707261 28.6837982, -17.7707573 28.6837979, -17.7708014 28.6838121, -17.7708252 28.6838342, -17.7708419 28.6838597, -17.7708543 28.6838971, -17.7708567 28.6839401, -17.7708484 28.684123, -17.7708353 28.6842102, -17.7708389 28.6842938, -17.7708559 28.6843514, -17.7708784 28.6843922, -17.770944 28.6844445, -17.771029 28.6844822, -17.771301 28.684525, -17.7713502 28.6845368, -17.7714042 28.6845603, -17.7714365 28.68462, -17.7714208 28.684666, -17.7713907 28.6847025, -17.7712086 28.6847906, -17.7711752 28.6848115, -17.7711542 28.6848375, -17.7711417 28.684876, -17.7711471 28.6849166, -17.7711626 28.6849631, -17.7711853 28.6850184, -17.7711852 28.6850814, -17.7711761 28.6851468, -17.7710755 28.6855199, -17.7710654 28.6855665, -17.7710619 28.685606, -17.7710656 28.6856415, -17.7710721 28.6856717, -17.7710951 28.6857267)",40,
32856922,True,,,residential,False,71.099,Calle Calsinas,"LINESTRING (-17.7694226 28.6849721, -17.7691175 28.6846877, -17.7688738 28.6845603)",,
"[199550033, 162109988, 199550030]",False,,LP-202,secondary,False,529.543,Carretera Timibucar,"LINESTRING (-17.7694226 28.6849721, -17.7695174 28.6849029, -17.7695926 28.6848616, -17.7696971 28.684821, -17.7697701 28.6848072, -17.7698355 28.6847812, -17.769877 28.6847518, -17.7699139 28.6847196, -17.7699562 28.6846657, -17.7699816 28.684609, -17.7699871 28.6845454, -17.7699803 28.6844831, -17.7699294 28.6843695, -17.7699077 28.6842761, -17.7700685 28.6829142, -17.7700461 28.6828468, -17.770016 28.6828254, -17.7699803 28.6828139, -17.7699302 28.6828123, -17.7698915 28.6828331, -17.7698649 28.6828785, -17.7698439 28.6829314, -17.7697946 28.6831149, -17.7695783 28.6838248, -17.7695618 28.6839777, -17.7695548 28.684107, -17.7695388 28.6841507, -17.769503 28.6841869, -17.7694606 28.6842113, -17.7694182 28.6842282, -17.7693533 28.6842267, -17.7692855 28.6842003, -17.769094 28.6840388, -17.7690157 28.6839969, -17.7689204 28.6839748, -17.7688124 28.6839598, -17.7687172 28.6839523)","['40', '30']",
162109988,False,,LP-202,secondary,True,24.722,Carretera Timibucar,"LINESTRING (-17.7694226 28.6849721, -17.7692643 28.6850812, -17.7692326 28.6851175)",40,
162110085,False,,LP-202,secondary,False,19.578,Carretera Timibucar,"LINESTRING (-17.767848 28.684212, -17.7679031 28.6840427)",,
"[199550032, 199550030]",False,,LP-202,secondary,True,258.673,Carretera Timibucar,"LINESTRING (-17.767848 28.684212, -17.767626 28.6848126, -17.767607 28.6848592, -17.7676107 28.6849132, -17.767645 28.6849526, -17.7677019 28.684977, -17.7677534 28.6849713, -17.7678021 28.6849506, -17.7678228 28.6849184, -17.7678236 28.6848862, -17.767822 28.6847488, -17.7678348 28.6846569, -17.7678645 28.6845775, -17.7679375 28.684479, -17.7680501 28.6843632, -17.7682215 28.6842027, -17.7683534 28.6840905, -17.7684702 28.6840048, -17.7685478 28.6839731, -17.7686367 28.6839539, -17.7687172 28.6839523)",30,
"[239283336, 32856976]",False,,,residential,True,113.241,"['Calle Montecristo', 'Calle Calsinas']","LINESTRING (-17.767848 28.684212, -17.7679045 28.6841679, -17.7679601 28.6840688, -17.7683963 28.6837529, -17.7685873 28.6838615, -17.7687172 28.6839523)",,
"[444597482, 199252779]",True,2,LP-1,tertiary,False,74.211,Avenida de Los Indianos,"LINESTRING (-17.7669893 28.680779, -17.7669229 28.6807733, -17.7665344 28.6806659, -17.7663623 28.6806201, -17.7662582 28.680599)",50,
199248616,True,2,LP-1,tertiary,False,31.307000000000002,,"LINESTRING (-17.7662582 28.680599, -17.7662285 28.6805808, -17.766202 28.68057, -17.766165 28.6805647, -17.7661278 28.6805682, -17.7660929 28.6805803, -17.766063 28.6806001, -17.7660412 28.6806243, -17.7660271 28.6806526, -17.7660214 28.6806831)",,roundabout
45819537,True,,,residential,False,55.28,Calle Adolfo Cabrera Pinto,"LINESTRING (-17.7647696 28.6838282, -17.7649526 28.6841471, -17.7650339 28.6842677)",,
45895183,True,,,residential,False,28.349,Calle Pérez Volcán,"LINESTRING (-17.7647696 28.6838282, -17.7646064 28.6839481, -17.7645468 28.6839919)",,
51544931,False,,,residential,False,9.658,Calle la Portada,"LINESTRING (-17.7693542 28.6804087, -17.7692755 28.680356)",,
51734257,True,,,residential,False,174.258,Calle San Telmo,"LINESTRING (-17.7693542 28.6804087, -17.7683949 28.6809173, -17.7682313 28.681009, -17.7679121 28.6813132)",,
446572617,False,,,residential,True,38.986000000000004,Calle Teneguía,"LINESTRING (-17.7693542 28.6804087, -17.7695941 28.6806031, -17.7696333 28.6806572)",,
51508694,False,,,residential,False,36.967,Calle Pintado,"LINESTRING (-17.7681519 28.6815098, -17.7684534 28.6817112)",,
45895191,True,,,residential,False,85.884,Calle Navarra,"LINESTRING (-17.7681519 28.6815098, -17.7678014 28.6818137, -17.7677798 28.6818325, -17.7676089 28.6819807, -17.7675325 28.6820583)",,
45895186,False,,,residential,True,57.453,Calle Morales,"LINESTRING (-17.7680605 28.6823887, -17.7678 28.6828521)",,
"[45895185, 45895188]",True,,,residential,False,114.99700000000001,"['Calle Nogales', 'Calle Parraga']","LINESTRING (-17.7680605 28.6823887, -17.767468 28.6828077, -17.7670956 28.6826415)",,
51508695,True,,,residential,False,84.524,Calle Morales,"LINESTRING (-17.7680605 28.6823887, -17.7681762 28.6821891, -17.7681816 28.68218, -17.7682338 28.6820898, -17.7683508 28.6818881, -17.7684534 28.6817112)",,
45895187,True,,,residential,False,111.80499999999999,Calle Virgen de la Luz,"LINESTRING (-17.7675706 28.6810349, -17.7673522 28.6812261, -17.7671091 28.6814743, -17.7667964 28.6817757)",,
446575090,True,,,residential,False,191.422,Calle Virgen de la Luz,"LINESTRING (-17.7675706 28.6810349, -17.7675768 28.6810333, -17.7677775 28.6809798, -17.7680925 28.6807809, -17.7686615 28.6804345, -17.7686835 28.6803855, -17.7687022 28.680365, -17.7689731 28.6803502, -17.76915 28.6803406, -17.7692755 28.680356)",,
32856918,True,3,LP-1,tertiary,False,40.231,,"LINESTRING (-17.7666635 28.6809601, -17.7668316 28.6810067, -17.7669688 28.6810446, -17.7670029 28.681042, -17.7670574 28.6810245)",50,
51510465,True,,,residential,False,45.469,Calle Pintado,"LINESTRING (-17.7679121 28.6813132, -17.7675706 28.6810349)",,
446576121,True,,,residential,False,92.422,Calle San Telmo,"LINESTRING (-17.7679121 28.6813132, -17.7675895 28.681562, -17.767212 28.6818347, -17.7671897 28.6818508)",,
"[968629266, 45895187]",True,,,residential,False,134.923,Calle Virgen de la Luz,"LINESTRING (-17.7667964 28.6817757, -17.7666191 28.6819295, -17.7665038 28.6821521, -17.7663752 28.6823796, -17.7660222 28.6827458, -17.76601 28.6827585)",,
"[968537508, 45895188]",True,,,residential,False,120.245,"['Calle San Telmo', 'Calle Parraga']","LINESTRING (-17.7670956 28.6826415, -17.7667318 28.6824731, -17.7666061 28.6823837, -17.7670506 28.6819563)",,
446572908,True,,,residential,False,40.628,Calle El Tanquito,"LINESTRING (-17.7671897 28.6818508, -17.7675325 28.6820583)",,
968537507,False,,,residential,False,17.937,Calle San Telmo,"LINESTRING (-17.7671897 28.6818508, -17.7670506 28.6819563)",,
45895195,True,,,residential,False,31.909,Calle Sol,"LINESTRING (-17.7670506 28.6819563, -17.7667964 28.6817757)",,
968537507,False,,,residential,True,17.937,Calle San Telmo,"LINESTRING (-17.7670506 28.6819563, -17.7671897 28.6818508)",,
446580619,True,,,residential,False,29.871,Calle Fernández Ferraz,"LINESTRING (-17.7668446 28.6833411, -17.7666091 28.6831694)",,
451631491,False,,,residential,True,48.539,Calle Fernández Ferraz,"LINESTRING (-17.7668446 28.6833411, -17.7671878 28.6835659, -17.7672462 28.6835986)",,
51734125,True,,,residential,False,56.941,Calle Drago,"LINESTRING (-17.7665865 28.6838004, -17.7668446 28.6833411)",,
446580623,False,,,residential,False,71.747,Calle de San Sebastián,"LINESTRING (-17.7665865 28.6838004, -17.7669477 28.683812, -17.7672337 28.6838132, -17.7673201 28.6838281)",,
45895196,False,,,residential,True,1.364,Calle Drago,"LINESTRING (-17.7663952 28.6840158, -17.7663876 28.6840261)",,
446581076,False,,,residential,False,17.424,Calle Huerta,"LINESTRING (-17.7663952 28.6840158, -17.7662528 28.6839212)",,
446581077,True,,,residential,False,30.977,Calle Drago,"LINESTRING (-17.7663952 28.6840158, -17.7664845 28.6838908, -17.7665292 28.6838289, -17.7665865 28.6838004)",,
968629267,True,,,residential,False,79.586,Calle Virgen de la Luz,"LINESTRING (-17.76601 28.6827585, -17.7659256 28.6828527, -17.7656705 28.6831373, -17.7655124 28.6833256)",,
45895197,True,,,residential,False,8.546,Calle Cajita Blanca,"LINESTRING (-17.7668295 28.6845639, -17.766844 28.6844881)",,
"[51546386, 239283335]",True,,,residential,False,50.626000000000005,"['Calle Cajita Blanca', 'Calle Izcagua']","LINESTRING (-17.7668295 28.6845639, -17.7665925 28.6847308, -17.7665349 28.684738, -17.7664883 28.6847224, -17.7664486 28.6846947, -17.766419 28.6846527)",,
45895201,True,,,residential,False,206.32299999999998,Calle Díaz Pimenta,"LINESTRING (-17.7641105 28.6843309, -17.7646978 28.6848181, -17.7648367 28.6849493, -17.7651034 28.6852012, -17.7654443 28.6855303, -17.7655795 28.6856642)",,
46342553,True,,,residential,False,38.302,Calle Tedote,"LINESTRING (-17.7628793 28.6851653, -17.7626365 28.6849971, -17.7625702 28.6849529)",,
218238974,True,,,residential,False,146.98899999999998,Calle Anselmo Pérez de Brito,"LINESTRING (-17.7628793 28.6851653, -17.7625643 28.6855886, -17.7624514 28.6857194, -17.7622182 28.6859641, -17.7619777 28.6862222)",,
670814908,False,,,residential,True,59.614999999999995,Calle Anselmo Pérez de Brito,"LINESTRING (-17.7628793 28.6851653, -17.763087 28.6849163, -17.7632447 28.6847356)",,
199830596,False,4,LP-1,tertiary,False,228.561,Avenida Marítima,"LINESTRING (-17.7625702 28.6849529, -17.7626263 28.6848955, -17.7626567 28.6848605, -17.7627215 28.6847822, -17.7628384 28.6846438, -17.7629383 28.6845188, -17.7633643 28.6837676, -17.7633782 28.6837474, -17.7634686 28.6836158, -17.7634848 28.6835925, -17.7635513 28.6834968, -17.7636396 28.6833824, -17.7636879 28.6833239, -17.7637934 28.6832082)",50,
199830596,False,4,LP-1,tertiary,True,115.59299999999999,Avenida Marítima,"LINESTRING (-17.7625702 28.6849529, -17.7623676 28.6851467, -17.7621556 28.685322, -17.761671 28.6856232)",50,
197292711,False,2,,residential,True,59.289,Calle José López,"LINESTRING (-17.7675272 28.6856741, -17.7674557 28.6857741, -17.7673682 28.6858504, -17.7670508 28.6859795)",,
1204456601,False,,,tertiary,True,76.866,Avenida del Puente,"LINESTRING (-17.7675272 28.6856741, -17.7672149 28.6855304, -17.7668244 28.6853616)",30,
197292711,False,2,,residential,True,85.16,Calle José López,"LINESTRING (-17.7670508 28.6859795, -17.766277 28.6863341)",,
197292711,False,2,,residential,False,59.288999999999994,Calle José López,"LINESTRING (-17.7670508 28.6859795, -17.7673682 28.6858504, -17.7674557 28.6857741, -17.7675272 28.6856741)",,
197292711,False,2,,residential,False,85.16,Calle José López,"LINESTRING (-17.766277 28.6863341, -17.7670508 28.6859795)",,
239283375,True,,,residential,False,24.449,,"LINESTRING (-17.771384 28.6810832, -17.7712438 28.6809485, -17.7712148 28.680921)",,
51558970,False,,,secondary,False,83.60400000000001,Calle Juan Batista Lorenzo,"LINESTRING (-17.7712148 28.680921, -17.7711845 28.6809499, -17.7711603 28.6809739, -17.7711413 28.6809931, -17.771127 28.6810055, -17.7711086 28.6810206, -17.7710873 28.6810357, -17.77107 28.681047, -17.7710551 28.681056, -17.7710394 28.6810644, -17.7710211 28.6810725, -17.7710018 28.6810791, -17.7709884 28.6810832, -17.7709679 28.6810887, -17.7709427 28.681094, -17.7709152 28.6810972, -17.7708899 28.6810995, -17.7708512 28.6811015, -17.7708149 28.681103, -17.7707665 28.6811046, -17.7706364 28.6811094, -17.7704302 28.6811162)",,
51558970,False,,,secondary,True,83.60400000000001,Calle Juan Batista Lorenzo,"LINESTRING (-17.7704302 28.6811162, -17.7706364 28.6811094, -17.7707665 28.6811046, -17.7708149 28.681103, -17.7708512 28.6811015, -17.7708899 28.6810995, -17.7709152 28.6810972, -17.7709427 28.681094, -17.7709679 28.6810887, -17.7709884 28.6810832, -17.7710018 28.6810791, -17.7710211 28.6810725, -17.7710394 28.6810644, -17.7710551 28.681056, -17.77107 28.681047, -17.7710873 28.6810357, -17.7711086 28.6810206, -17.771127 28.6810055, -17.7711413 28.6809931, -17.7711603 28.6809739, -17.7711845 28.6809499, -17.7712148 28.680921)",,
444596237,True,,,secondary,False,13.266,,"LINESTRING (-17.7704302 28.6811162, -17.7703384 28.6811014, -17.7702963 28.6810954)",,
103744140,False,,,residential,False,39.237,Calle Rosario,"LINESTRING (-17.7704918 28.6817614, -17.77052 28.6821134)",,
103744140,False,,,residential,True,63.53,Calle Rosario,"LINESTRING (-17.7704918 28.6817614, -17.7704949 28.6817208, -17.7704955 28.6816567, -17.7704952 28.6815733, -17.7704799 28.6811904)",,
295000890,False,,,residential,True,45.867000000000004,,"LINESTRING (-17.7704918 28.6817614, -17.7704854 28.6817331, -17.77048 28.6817216, -17.7704731 28.6817112, -17.7704538 28.6816883, -17.7702311 28.6814215)",,
103744140,False,,,residential,False,11.625,Calle Rosario,"LINESTRING (-17.77052 28.6821134, -17.7705481 28.682215)",,
103744140,False,,,residential,True,39.237,Calle Rosario,"LINESTRING (-17.77052 28.6821134, -17.7704918 28.6817614)",,
446570184,True,,,residential,False,122.14700000000002,,"LINESTRING (-17.77052 28.6821134, -17.7703736 28.6820465, -17.770247 28.6819786, -17.7701269 28.6819259, -17.7698919 28.6818126, -17.7694136 28.6815999)",,
239283331,False,,,residential,True,102.787,Calle Guadalupe,"LINESTRING (-17.7708479 28.6813455, -17.7708847 28.681845, -17.7709217 28.6822676)",,
47203834,True,,,residential,False,21.555,,"LINESTRING (-17.7709217 28.6822676, -17.7710695 28.6821235)",,
239283331,False,,,residential,False,102.787,Calle Guadalupe,"LINESTRING (-17.7709217 28.6822676, -17.7708847 28.681845, -17.7708479 28.6813455)",,
446623829,False,2,LP-202,tertiary,False,183.67000000000002,Carretera del Galión,"LINESTRING (-17.7707889 28.6786296, -17.7711289 28.6785961, -17.7713273 28.678576, -17.771387 28.6785657, -17.7714306 28.6785507, -17.7714924 28.6785077, -17.7715145 28.6784821, -17.7715344 28.6784418, -17.7715403 28.6783843, -17.7715355 28.678345, -17.7715257 28.6783167, -17.7715069 28.6782935, -17.771465 28.6782529, -17.7713429 28.6782001, -17.771104 28.6781324, -17.7709135 28.6780852, -17.7708578 28.6780716, -17.7708048 28.6780633, -17.7707353 28.6780629, -17.7706758 28.678078)",,
446623829,False,2,LP-202,tertiary,True,63.363,Carretera del Galión,"LINESTRING (-17.7707889 28.6786296, -17.7703112 28.6786879, -17.7701586 28.6787479)",,
446623829,False,2,LP-202,tertiary,False,12.671,Carretera del Galión,"LINESTRING (-17.7700562 28.678818, -17.7701586 28.6787479)",,
199550035,False,,LP-202,tertiary,True,110.268,Carretera del Galión,"LINESTRING (-17.7700562 28.678818, -17.7699659 28.678921, -17.7698035 28.6792803, -17.7697431 28.6794844, -17.7697305 28.6796643, -17.7697398 28.679748)",,
446623828,True,,,residential,False,122.529,Calle la Portada,"LINESTRING (-17.7700562 28.678818, -17.7695354 28.6792403, -17.7692589 28.6796542)",,
51508689,False,,,residential,False,48.059,Calle Taburiente,"LINESTRING (-17.7697398 28.679748, -17.7692589 28.6796542)",,
199550035,False,,LP-202,tertiary,True,45.029,Carretera del Galión,"LINESTRING (-17.7697398 28.679748, -17.7698516 28.6801409)",,
199550035,False,,LP-202,tertiary,False,110.268,Carretera del Galión,"LINESTRING (-17.7697398 28.679748, -17.7697305 28.6796643, -17.7697431 28.6794844, -17.7698035 28.6792803, -17.7699659 28.678921, -17.7700562 28.678818)",,
1217674674,False,,,unclassified,False,100.509,,"LINESTRING (-17.7697398 28.679748, -17.7700656 28.6798059, -17.7701667 28.679753, -17.7705282 28.6793549)",,
51508689,False,,,residential,True,48.059,Calle Taburiente,"LINESTRING (-17.7692589 28.6796542, -17.7697398 28.679748)",,
446623468,True,,,residential,False,56.677,Calle Taburiente,"LINESTRING (-17.7692589 28.6796542, -17.7686943 28.679534)",,
199550035,False,,LP-202,tertiary,False,45.029,Carretera del Galión,"LINESTRING (-17.7698516 28.6801409, -17.7697398 28.679748)",,
51508692,True,,,residential,False,56.931,,"LINESTRING (-17.7698516 28.6801409, -17.7697177 28.680213, -17.7693542 28.6804087)",,
199550035,False,,LP-202,tertiary,True,51.995,Carretera del Galión,"LINESTRING (-17.7698516 28.6801409, -17.7698809 28.6802621, -17.7699417 28.6804755, -17.7699747 28.6805958)",,
51508694,False,,,residential,False,36.027,Calle Pintado,"LINESTRING (-17.7684534 28.6817112, -17.7687459 28.681909)",,
51508694,False,,,residential,True,36.967,Calle Pintado,"LINESTRING (-17.7684534 28.6817112, -17.7681519 28.6815098)",,
"[444596036, 75220815]",True,,,residential,False,197.53399999999996,"['Calle Teneguía', 'Calle Tres de Mayo']","LINESTRING (-17.7684534 28.6817112, -17.7689425 28.68142, -17.7697076 28.6809904, -17.7698464 28.6809124, -17.769804 28.6808616, -17.7696333 28.6806572)",,
51508694,False,,,residential,True,36.027,Calle Pintado,"LINESTRING (-17.7687459 28.681909, -17.7684534 28.6817112)",,
"[45895184, 51510466]",False,,,residential,"[False, True]",123.90299999999999,"['Calle Pintor Francisco Concepción', 'Calle Vendaval']","LINESTRING (-17.7687459 28.681909, -17.7682455 28.6824748, -17.7682615 28.6828727)",,
