osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,bridge,ref,junction,width
143917241,carrer del Metge Gaspar Pujol,residential,False,True,63.10699999999999,"LINESTRING (2.4185845 39.5760583, 2.4185328 39.5763935, 2.4185189 39.5764833, 2.4184265 39.5766033)",,,,,,
143917242,avinguda Joan Carles I,tertiary,True,False,41.829,"LINESTRING (2.421206 39.5732316, 2.4211962 39.5736077)",,,,Ma-10,,
28452595,carrer Menéndez y Pelayo,residential,True,False,79.485,"LINESTRING (2.421206 39.5732316, 2.4209546 39.5731643, 2.4203277 39.5730022)",,,,,,
143888145,carrer del Metge Gaspar Pujol,residential,True,False,47.749,"LINESTRING (2.4197856 39.5728537, 2.4199617 39.5724463)",,,,,,
28452596,carrer de Palma,residential,True,False,49.189,"LINESTRING (2.4199617 39.5724463, 2.4205038 39.5725915)",,,,,,
143888145,carrer del Metge Gaspar Pujol,residential,True,False,18.508,"LINESTRING (2.4199617 39.5724463, 2.42003 39.5722884)",,,,,,
143888136,carrer Cervantes,residential,False,False,5.622,"LINESTRING (2.4212288 39.5727893, 2.4212914 39.5727742)",,,,,,
143917242,avinguda Joan Carles I,tertiary,True,False,49.22,"LINESTRING (2.4212288 39.5727893, 2.421206 39.5732316)",,,,Ma-10,,
143917227,carrer Pere Antoni Pujol,residential,True,False,86.90599999999999,"LINESTRING (2.4169337 39.5768832, 2.4170229 39.5768192, 2.4172248 39.5767717, 2.4174492 39.5767084, 2.4174612 39.5765572, 2.4176086 39.5764474, 2.4176428 39.5764306)",,,,,,
"[143917232, 143917223, 807252718, 807252719]","['carrer de sa Font de la Vila', 'carrer de la Llibertat']",tertiary,True,False,225.336,"LINESTRING (2.4145406 39.5773275, 2.4149411 39.5774577, 2.4150492 39.5774733, 2.4152498 39.5774976, 2.4154155 39.577493, 2.4154826 39.5774706, 2.415756 39.5773795, 2.416341 39.5771687, 2.4166714 39.5770096, 2.4169337 39.5768832)",,,yes,Ma-1030,,
67057902,carrer Catalunya,residential,False,True,120.174,"LINESTRING (2.4149941 39.5749313, 2.4161818 39.5755057)",,,,,,
143901883,carrer Aragó,residential,True,False,121.92900000000002,"LINESTRING (2.4149941 39.5749313, 2.4148772 39.5745308, 2.4145288 39.5739937, 2.4144792 39.5739172)",,,,,,
32790541,carrer de sa Font,residential,True,False,81.445,"LINESTRING (2.4219373 39.5766811, 2.4226421 39.5761898)",,,,,,
143901891,carrer Antoni Mulet,tertiary,True,False,85.83800000000001,"LINESTRING (2.4219373 39.5766811, 2.4214521 39.5767404, 2.4212548 39.5768636, 2.4210282 39.576956)",,,,Ma-1030,,
143917237,,residential,False,True,28.169,"LINESTRING (2.4235894 39.5774644, 2.4238536 39.5773137)",,,,,,
498760223,camí de sa Rectoria,residential,False,True,26.385,"LINESTRING (2.4235894 39.5774644, 2.4234422 39.5776728)",,,,,,
143901891,carrer Antoni Mulet,tertiary,True,False,166.239,"LINESTRING (2.4235894 39.5774644, 2.4224484 39.5769234, 2.4219373 39.5766811)",,,,Ma-1030,,
143917230,,tertiary,False,False,90.589,"LINESTRING (2.4235894 39.5774644, 2.4237402 39.5775107, 2.4238022 39.5775298, 2.4239957 39.577553, 2.4241525 39.5775119, 2.4242462 39.5774396, 2.4242984 39.5773993, 2.42445 39.5772365)",,,,Ma-1030,,
143901876,,residential,False,True,34.222,"LINESTRING (2.4202539 39.5765189, 2.4201325 39.5768121)",,,,,,
28923474,carrer d'Antoni Calafell,residential,True,False,74.882,"LINESTRING (2.4202539 39.5765189, 2.4207776 39.5766495, 2.4208758 39.5764121)",,,,,,
28923475,carrer Ramon Llull,residential,True,False,49.56,"LINESTRING (2.4190927 39.5744629, 2.4196405 39.5746056)",,,,,,
43624801,carrer de sa Tafona,residential,False,True,120.564,"LINESTRING (2.4190927 39.5744629, 2.4177493 39.5741414)",,,,,,
143917234,carrer del Metge Gaspar Pujol,residential,True,False,34.691,"LINESTRING (2.4190927 39.5744629, 2.4192198 39.5741667)",,,,,,
32790444,carrer de Son Bosc,residential,False,True,81.353,"LINESTRING (2.4257227 39.5760398, 2.4250196 39.5755483)",,,,,,
478512383,Carrer de Son Lluís,residential,False,False,121.077,"LINESTRING (2.4257227 39.5760398, 2.4256508 39.5760936, 2.4251964 39.5764332, 2.4249853 39.5765909, 2.4247756 39.5768403)",,,,,,
478512383,Carrer de Son Lluís,residential,False,True,153.375,"LINESTRING (2.4257227 39.5760398, 2.4262832 39.5756209, 2.4262916 39.5755285, 2.4257634 39.5751531, 2.4256383 39.5750642)",,,,,,
32790458,carrer de Son Sampol,residential,False,True,74.643,"LINESTRING (2.4243217 39.5750408, 2.4249385 39.5745669)",,,,,,
32790444,carrer de Son Bosc,residential,False,False,82.292,"LINESTRING (2.4243217 39.5750408, 2.4245036 39.5751902, 2.4250196 39.5755483)",,,,,,
32790444,carrer de Son Bosc,residential,False,True,100.63900000000001,"LINESTRING (2.4243217 39.5750408, 2.4240083 39.5748053, 2.4238023 39.5747259, 2.423459 39.5746928, 2.4232988 39.5746903)",,,,,,
32790458,carrer de Son Sampol,residential,False,False,135.31,"LINESTRING (2.4243217 39.5750408, 2.423827 39.575389, 2.4233073 39.5757513, 2.4231543 39.57586)",,,,,,
32790448,carrer de Son Moner,residential,True,False,61.429,"LINESTRING (2.4224504 39.574695, 2.4224597 39.5752474)",,,,,,
143888140,carrer dels Carreters,residential,True,False,52.549,"LINESTRING (2.4224504 39.574695, 2.4218373 39.5746984)",,,,,,
32790448,carrer de Son Moner,residential,True,False,82.821,"LINESTRING (2.422479 39.5739505, 2.4224504 39.574695)",,,,,,
32790450,via Joan Riera,residential,True,False,28.761,"LINESTRING (2.422479 39.5739505, 2.4227845 39.5738435)",,,,,,
32790450,via Joan Riera,residential,True,False,51.101,"LINESTRING (2.4231929 39.5737004, 2.4237496 39.5735359)",,,,,,
32790452,,residential,True,False,43.813,"LINESTRING (2.4231929 39.5737004, 2.4236622 39.5738566)",,,,,,
143888140,carrer dels Carreters,residential,True,False,72.717,"LINESTRING (2.4232988 39.5746903, 2.4224504 39.574695)",,,,,,
32790444,carrer de Son Bosc,residential,False,False,100.63899999999998,"LINESTRING (2.4232988 39.5746903, 2.423459 39.5746928, 2.4238023 39.5747259, 2.4240083 39.5748053, 2.4243217 39.5750408)",,,,,,
32790444,carrer de Son Bosc,residential,False,True,103.995,"LINESTRING (2.4232988 39.5746903, 2.4233222 39.5743445, 2.4238535 39.5739212)",,,,,,
23544449,Avinguda de la Cúria,tertiary,False,True,90.467,"LINESTRING (2.4231543 39.57586, 2.4224597 39.5752474)",,,,Ma-10,,
478512382,carrer de Son Sampol,residential,False,False,40.111,"LINESTRING (2.4231543 39.57586, 2.4227978 39.5760937)",,,,,,
32790458,carrer de Son Sampol,residential,False,True,135.31,"LINESTRING (2.4231543 39.57586, 2.4233073 39.5757513, 2.423827 39.575389, 2.4243217 39.5750408)",,,,,,
478512392,Avinguda de la Cúria,tertiary,False,False,159.66899999999998,"LINESTRING (2.4231543 39.57586, 2.4233399 39.5760282, 2.4241089 39.576744, 2.4243536 39.5769587)",,,,Ma-10,,
43624803,carrer Larache,residential,False,False,76.21,"LINESTRING (2.4215655 39.5708314, 2.4218853 39.5701919)",,,,,,
478819097,,tertiary,True,False,4.805999999999999,"LINESTRING (2.4215655 39.5708314, 2.4215883 39.570844, 2.4216059 39.5708608)",,,,Ma-10,roundabout,
478819098,,tertiary,True,False,13.622000000000002,"LINESTRING (2.4216166 39.5709261, 2.4216028 39.5709482, 2.4215811 39.5709661, 2.4215534 39.5709781, 2.4215224 39.5709832, 2.4214907 39.5709808)",,,,Ma-10,roundabout,
44332940,,tertiary,True,False,16.603,"LINESTRING (2.4248757 39.5771309, 2.4248891 39.577187, 2.4249234 39.5772754)",,,,Ma-1031,,
1267215152,,tertiary,True,False,14.785,"LINESTRING (2.4248757 39.5771309, 2.424842 39.5771738, 2.4247922 39.5772059, 2.4247544 39.5772209)",,,,Ma-10,roundabout,
478512384,,tertiary,True,False,24.772000000000002,"LINESTRING (2.4247844 39.5769392, 2.4248309 39.5769656, 2.4248657 39.5770012, 2.4248856 39.5770431, 2.424889 39.5770876, 2.4248757 39.5771309)",,,,Ma-10,roundabout,
217759115,Carrer de Son Lluís,residential,True,False,11.539,"LINESTRING (2.4246916 39.5769214, 2.4247756 39.5768403)",,,,,,
1185259006,,tertiary,True,False,8.256,"LINESTRING (2.4246916 39.5769214, 2.4247394 39.576926, 2.4247844 39.5769392)",,,,Ma-10,roundabout,
217757982,Avinguda de la Cúria,tertiary,True,False,17.132,"LINESTRING (2.4244933 39.5770689, 2.4243536 39.5769587)",,,,,,
1185259005,,tertiary,True,False,8.149999999999999,"LINESTRING (2.4244933 39.5770689, 2.4245006 39.5770327, 2.424519 39.5769989)",,,,Ma-10,roundabout,
478512385,,tertiary,True,False,17.894,"LINESTRING (2.424519 39.5769989, 2.4245492 39.5769678, 2.4245887 39.5769435, 2.4246382 39.576927, 2.4246768 39.5769224, 2.4246916 39.5769214)",,,,Ma-10,roundabout,
143888150,passeig de Son Mas,residential,False,False,50.008,"LINESTRING (2.4226421 39.5761898, 2.4222692 39.5758439)",,,,,,
143888150,passeig de Son Mas,residential,False,True,162.479,"LINESTRING (2.4226421 39.5761898, 2.4238536 39.5773137)",,,,,,
43624790,carrer Maura,residential,True,False,53.811,"LINESTRING (2.4211994 39.5758574, 2.4206052 39.5757011)",,,,,,
143888180,carrer del Doctor D. Pedro González,residential,True,False,51.321,"LINESTRING (2.4211994 39.5758574, 2.4217981 39.5758492)",,,,,,
1124444318,avinguda Joan Carles I,tertiary,True,False,36.003,"LINESTRING (2.4211994 39.5758574, 2.4211852 39.576181)",,,,,,
43624792,carrer Francisca Mandilego,residential,True,False,33.07,"LINESTRING (2.4211947 39.5752749, 2.4208304 39.5751769)",,,,,,
1124444318,avinguda Joan Carles I,tertiary,True,False,28.177,"LINESTRING (2.4211947 39.5752749, 2.4211967 39.5755283)",,,,,,
32790545,carrer Son Esteva,residential,True,False,52.506,"LINESTRING (2.4218073 39.5752713, 2.4211947 39.5752749)",,,,,,
143888123,carrer Jaume Tortella,residential,True,False,64.264,"LINESTRING (2.4218073 39.5752713, 2.4217981 39.5758492)",,,,,,
143888180,carrer del Doctor D. Pedro González,residential,True,False,40.381,"LINESTRING (2.4217981 39.5758492, 2.4222692 39.5758439)",,,,,,
143888123,carrer Jaume Tortella,residential,True,False,99.77499999999999,"LINESTRING (2.4217981 39.5758492, 2.421793 39.5766192, 2.4219373 39.5766811)",,,,,,
143917227,carrer Pere Antoni Pujol,residential,True,False,90.74000000000001,"LINESTRING (2.4176428 39.5764306, 2.4178993 39.5763351, 2.418216 39.5762159, 2.4185845 39.5760583)",,,,,,
67057902,carrer Catalunya,residential,False,False,120.174,"LINESTRING (2.4161818 39.5755057, 2.4149941 39.5749313)",,,,,,
67057902,carrer Catalunya,residential,False,True,85.78999999999999,"LINESTRING (2.4161818 39.5755057, 2.4165006 39.5756653, 2.4168499 39.5758716, 2.4169016 39.5759035, 2.4169702 39.5759742)",,,,,,
143901890,barri es Cós,residential,False,False,48.028999999999996,"LINESTRING (2.4161818 39.5755057, 2.4162144 39.5753891, 2.4162014 39.5750766)",,,,,,
143901889,carrer Galícia,residential,True,False,240.307,"LINESTRING (2.4157566 39.5705396, 2.4157266 39.5711466, 2.4157027 39.571362, 2.4155944 39.5723357, 2.4155921 39.5723567, 2.4155194 39.5726912)",,,,,,
143901889,carrer Galícia,residential,True,False,76.24,"LINESTRING (2.4151824 39.5742612, 2.4149941 39.5749313)",,,,,,
67057893,carrer Biscaia,residential,False,False,37.325,"LINESTRING (2.4177517 39.5746002, 2.417677 39.5749309)",,,,,,
67058003,,residential,False,False,51.017,"LINESTRING (2.4177517 39.5746002, 2.4177493 39.5741414)",,,,,,
32790642,carrer de l'Escultor Nofre Alemany,residential,True,False,223.415,"LINESTRING (2.4177517 39.5746002, 2.4164767 39.574432, 2.4151824 39.5742612)",,,,,,
43624795,carrer de sa Teulera,residential,False,False,43.126,"LINESTRING (2.4177265 39.5730444, 2.4182135 39.5731419)",,,,,,
67058003,,residential,False,True,49.506,"LINESTRING (2.4177265 39.5730444, 2.4177319 39.5734896)",,,,,,
67057976,carrer de sa Teulera,residential,True,False,193.206,"LINESTRING (2.4155194 39.5726912, 2.4177265 39.5730444)",,,,,,
143901889,carrer Galícia,residential,True,False,176.95800000000003,"LINESTRING (2.4155194 39.5726912, 2.4153253 39.573642, 2.4151824 39.5742612)",,,,,,
67057893,carrer Biscaia,residential,False,False,26.517,"LINESTRING (2.417478 39.5755229, 2.4173708 39.5757466)",,,,,,
67057893,carrer Biscaia,residential,False,True,33.212,"LINESTRING (2.417478 39.5755229, 2.4176079 39.5752415)",,,,,,
41350729,carrer del Nord,residential,False,False,120.956,"LINESTRING (2.4208045 39.5772497, 2.4206567 39.5775079, 2.4206163 39.5775688, 2.4205943 39.5776025, 2.4203162 39.5780348, 2.4204137 39.5780318, 2.4204921 39.5780077, 2.4205305 39.5780784)",,,,,,
52906959,carrer General Bernat Riera,tertiary,True,False,122.04199999999999,"LINESTRING (2.4208045 39.5772497, 2.4206043 39.577263, 2.4204904 39.5772505, 2.420432 39.5772441, 2.4203289 39.5772111, 2.4202415 39.5771558, 2.4201557 39.5771176, 2.4200353 39.5770681, 2.4199288 39.5770493, 2.4196776 39.5770051, 2.4196556 39.5770005, 2.4195108 39.5769757, 2.4194618 39.5769657)",,,,Ma-1030,,
43624799,carrer de Sevilla,residential,True,False,48.869,"LINESTRING (2.4205613 39.5710565, 2.421105 39.5711888)",,,,,,
143888127,carrer de Sevilla,residential,False,True,44.954,"LINESTRING (2.4205613 39.5710565, 2.420058 39.5709428)",,,,,,
"[143888145, 533046649]",carrer del Metge Gaspar Pujol,residential,True,False,65.136,"LINESTRING (2.4205613 39.5710565, 2.4207467 39.5706376, 2.4208714 39.5705315)",,,yes,,,
143901888,carrer del Pare Pascual,residential,False,True,24.622,"LINESTRING (2.421105 39.5711888, 2.4212077 39.570982)",,,,,,
188147208,carrer del Pare Pascual,residential,True,False,67.343,"LINESTRING (2.421105 39.5711888, 2.4208587 39.5717639)",,,,,,
43624803,carrer Larache,residential,False,True,76.21,"LINESTRING (2.4218853 39.5701919, 2.4215655 39.5708314)",,,,,,
285223387,carrer Larache,residential,False,False,37.171,"LINESTRING (2.4218853 39.5701919, 2.4220255 39.5704162, 2.4221275 39.5703831)",,,,,,
143888145,carrer del Metge Gaspar Pujol,residential,True,False,49.122,"LINESTRING (2.4201383 39.572038, 2.4203195 39.5716189)",,,,,,
43624797,carrer València,residential,True,False,50.562,"LINESTRING (2.4212398 39.5723237, 2.4206817 39.5721764)",,,,,,
143917242,avinguda Joan Carles I,tertiary,True,False,51.781,"LINESTRING (2.4212398 39.5723237, 2.4212288 39.5727893)",,,,Ma-10,,
43624798,carrer Indústria,residential,True,False,48.948,"LINESTRING (2.4203195 39.5716189, 2.4208587 39.5717639)",,,,,,
143888145,carrer del Metge Gaspar Pujol,residential,True,False,65.881,"LINESTRING (2.4203195 39.5716189, 2.4205613 39.5710565)",,,,,,
143917242,avinguda Joan Carles I,tertiary,True,False,1.868,"LINESTRING (2.4212505 39.5718692, 2.4212501 39.571886)",,,,Ma-10,,
188147208,carrer del Pare Pascual,residential,True,False,48.097,"LINESTRING (2.4205038 39.5725915, 2.4203277 39.5730022)",,,,,,
28452596,carrer de Palma,residential,True,False,65.926,"LINESTRING (2.4205038 39.5725915, 2.4211232 39.5727639, 2.4212288 39.5727893)",,,,,,
43624797,carrer València,residential,True,False,49.052,"LINESTRING (2.4206817 39.5721764, 2.4201383 39.572038)",,,,,,
188147208,carrer del Pare Pascual,residential,True,False,48.61,"LINESTRING (2.4206817 39.5721764, 2.4205038 39.5725915)",,,,,,
43624798,carrer Indústria,residential,True,False,35.565,"LINESTRING (2.4208587 39.5717639, 2.4212505 39.5718692)",,,,,,
188147208,carrer del Pare Pascual,residential,True,False,48.312,"LINESTRING (2.4208587 39.5717639, 2.4206817 39.5721764)",,,,,,
43624794,carrer de Conquistador,residential,True,False,49.52,"LINESTRING (2.4193469 39.5738707, 2.4198942 39.5740134)",,,,,,
143917234,carrer del Metge Gaspar Pujol,residential,True,False,35.582,"LINESTRING (2.4193469 39.5738707, 2.4194729 39.5735658)",,,,,,
143888145,carrer del Metge Gaspar Pujol,residential,True,False,10.549,"LINESTRING (2.4195534 39.5733491, 2.4195953 39.5732599)",,,,,,
67057884,carrer de sa Teulera,residential,True,False,124.735,"LINESTRING (2.4195534 39.5733491, 2.4189271 39.573421, 2.4188018 39.5734291, 2.418672 39.5733658, 2.4184359 39.5732505, 2.4182135 39.5731419)",,,,,,
67058003,,residential,False,False,49.506,"LINESTRING (2.4177319 39.5734896, 2.4177265 39.5730444)",,,,,,
67058003,,residential,False,True,72.492,"LINESTRING (2.4177319 39.5734896, 2.4177493 39.5741414)",,,,,,
143901894,travessera de sa Tanqueta,residential,False,True,31.42,"LINESTRING (2.4177319 39.5734896, 2.4173689 39.5734502)",,,,,,
43624802,travessera de sa Tanqueta,residential,False,False,69.114,"LINESTRING (2.417234 39.574063, 2.4173689 39.5734502)",,,,,,
143901894,travessera de sa Tanqueta,residential,False,False,140.823,"LINESTRING (2.417234 39.574063, 2.4167826 39.5739992, 2.4169826 39.5734071, 2.4173689 39.5734502)",,,,,,
143901894,travessera de sa Tanqueta,residential,False,True,45.018,"LINESTRING (2.417234 39.574063, 2.4177493 39.5741414)",,,,,,
43624802,travessera de sa Tanqueta,residential,False,True,69.114,"LINESTRING (2.4173689 39.5734502, 2.417234 39.574063)",,,,,,
143901894,travessera de sa Tanqueta,residential,False,True,140.823,"LINESTRING (2.4173689 39.5734502, 2.4169826 39.5734071, 2.4167826 39.5739992, 2.417234 39.574063)",,,,,,
143901894,travessera de sa Tanqueta,residential,False,False,31.42,"LINESTRING (2.4173689 39.5734502, 2.4177319 39.5734896)",,,,,,
67057893,carrer Biscaia,residential,False,False,33.212,"LINESTRING (2.4176079 39.5752415, 2.417478 39.5755229)",,,,,,
67057893,carrer Biscaia,residential,False,True,35.041,"LINESTRING (2.4176079 39.5752415, 2.417677 39.5749309)",,,,,,
67057893,carrer Biscaia,residential,False,False,35.041,"LINESTRING (2.417677 39.5749309, 2.4176079 39.5752415)",,,,,,
67057893,carrer Biscaia,residential,False,True,37.325,"LINESTRING (2.417677 39.5749309, 2.4177517 39.5746002)",,,,,,
43624790,carrer Maura,residential,True,False,98.151,"LINESTRING (2.4187608 39.575216, 2.417677 39.5749309)",,,,,,
143917234,carrer del Metge Gaspar Pujol,residential,True,False,36.463,"LINESTRING (2.4187608 39.575216, 2.4188976 39.5749055)",,,,,,
143917222,carrer Mallorca,residential,True,False,103.915,"LINESTRING (2.4188976 39.5749055, 2.4177517 39.5746002)",,,,,,
143917234,carrer del Metge Gaspar Pujol,residential,True,False,24.626,"LINESTRING (2.4188976 39.5749055, 2.41899 39.5746958)",,,,,,
143917234,carrer del Metge Gaspar Pujol,residential,True,False,27.352,"LINESTRING (2.41899 39.5746958, 2.4190927 39.5744629)",,,,,,
143917234,carrer del Metge Gaspar Pujol,residential,True,False,34.67,"LINESTRING (2.4192198 39.5741667, 2.4193469 39.5738707)",,,,,,
43624790,carrer Maura,residential,True,False,50.286,"LINESTRING (2.4193161 39.575362, 2.4187608 39.575216)",,,,,,
188147208,carrer del Pare Pascual,residential,True,False,34.167,"LINESTRING (2.4193161 39.575362, 2.4191912 39.5756538)",,,,,,
143917222,carrer Mallorca,residential,True,False,50.019,"LINESTRING (2.4194492 39.5750524, 2.4188976 39.5749055)",,,,,,
188147208,carrer del Pare Pascual,residential,True,False,36.267,"LINESTRING (2.4194492 39.5750524, 2.4193161 39.575362)",,,,,,
