osmid,oneway,ref,highway,reversed,length,geometry,lanes,name,maxspeed,bridge,junction,tunnel
25701730,False,N-111,trunk,True,65.96600000000001,"LINESTRING (-2.5319318 41.487626, -2.5317699 41.4873125, -2.5316461 41.4870727)",2,Calle del General Martínez,,,,
247945086,False,,residential,True,57.915,"LINESTRING (-2.5319318 41.487626, -2.5317583 41.4876249, -2.5312527 41.4877215)",,Calle de las Posadas,,,,
52517688,False,,residential,True,21.701,"LINESTRING (-2.5323948 41.4873387, -2.5322256 41.4874871)",,Calle de Zaragoza,,,,
247957939,False,,residential,False,69.023,"LINESTRING (-2.5323948 41.4873387, -2.5322157 41.4872751, -2.5319723 41.4871886, -2.5316461 41.4870727)",,Calle de García Castellanos,,,,
"[247957939, 904329255]",False,,residential,True,59.981,"LINESTRING (-2.5323948 41.4873387, -2.5327376 41.4874605, -2.5330454 41.4875699)",,Calle de García Castellanos,,,,
25701730,False,N-111,trunk,False,65.96600000000001,"LINESTRING (-2.5316461 41.4870727, -2.5317699 41.4873125, -2.5319318 41.487626)",2,Calle del General Martínez,,,,
25701730,False,N-111,trunk,True,15.87,"LINESTRING (-2.5316461 41.4870727, -2.5316226 41.4870304, -2.5316129 41.4870129, -2.531573 41.4869409)",2,Calle del General Martínez,,,,
247957939,False,,residential,True,69.02300000000001,"LINESTRING (-2.5316461 41.4870727, -2.5319723 41.4871886, -2.5322157 41.4872751, -2.5323948 41.4873387)",,Calle de García Castellanos,,,,
247957928,True,,residential,False,21.122,"LINESTRING (-2.531584 41.4859482, -2.5315406 41.4859215, -2.5314984 41.4858943, -2.5314407 41.4858436, -2.5314124 41.4858102)",1,Calle de San Andrés,,,,
902009774,True,,residential,False,21.711999999999996,"LINESTRING (-2.531584 41.4859482, -2.5315738 41.4859157, -2.5315679 41.4858887, -2.5315636 41.4858559, -2.5315614 41.485828, -2.5315606 41.4858025, -2.5315603 41.4857787, -2.5315542 41.4857689, -2.5315396 41.485761)",1,Calle de San Andrés,,,,
905261993,False,,residential,False,19.046,"LINESTRING (-2.5322885 41.4855352, -2.5320738 41.4855941)",2,Calle Guadalupe,,,,
52517693,False,,residential,False,48.301,"LINESTRING (-2.5322885 41.4855352, -2.5322775 41.4855115, -2.53219 41.4853665, -2.5321649 41.4852842, -2.532122 41.4851216)",,Plaza de Guadalupe,,,,
238382506,False,,residential,False,37.74,"LINESTRING (-2.532122 41.4851216, -2.5325015 41.4849362)",,Campo del Toro,,,,
52517693,False,,residential,True,48.300999999999995,"LINESTRING (-2.532122 41.4851216, -2.5321649 41.4852842, -2.53219 41.4853665, -2.5322775 41.4855115, -2.5322885 41.4855352)",,Plaza de Guadalupe,,,,
238382506,False,,residential,True,50.499,"LINESTRING (-2.532122 41.4851216, -2.5320852 41.4850358, -2.5323759 41.4847441)",,Campo del Toro,,,,
238382506,False,,residential,True,37.74,"LINESTRING (-2.5325015 41.4849362, -2.532122 41.4851216)",,Campo del Toro,,,,
247957927,False,N-111,trunk,False,166.402,"LINESTRING (-2.5300418 41.4835102, -2.5303755 41.4841281, -2.5307845 41.4848994)",2,Avenida de Salazar y Torres,,,,
247957927,False,N-111,trunk,True,95.82,"LINESTRING (-2.5300418 41.4835102, -2.5296719 41.4828144, -2.5296187 41.4827089)",2,Avenida de Salazar y Torres,,,,
247957930,True,,residential,False,97.27199999999999,"LINESTRING (-2.5300418 41.4835102, -2.5302894 41.4830888, -2.530513 41.4827098)",1,Calle Cebollera,,,,
904329252,False,N-111,trunk,False,27.431,"LINESTRING (-2.5324439 41.4881827, -2.5326788 41.4883556)",2,Calle del General Martínez,,,,
25701730,False,N-111,trunk,True,75.428,"LINESTRING (-2.5324439 41.4881827, -2.5323153 41.4880729, -2.5320373 41.4877771, -2.5319318 41.487626)",2,Calle del General Martínez,,,,
30539410,False,,residential,False,80.809,"LINESTRING (-2.5324439 41.4881827, -2.5320651 41.4884231, -2.5318622 41.4885662, -2.5316901 41.4886349)",,Calle de la Merced,,,,
52517702,True,,residential,False,27.229,"LINESTRING (-2.5324439 41.4881827, -2.5325262 41.4881134, -2.5326611 41.4879997)",1,Cuesta de Jesús,,,,
902009787,False,,residential,False,4.72,"LINESTRING (-2.5330191 41.4876075, -2.5330454 41.4875699)",2,Plaza de Manuel García Castellano,,,,
"[904494299, 904329253, 52517703]",True,,residential,False,93.624,"LINESTRING (-2.5330191 41.4876075, -2.5330588 41.4879642, -2.5328039 41.4882336, -2.5327107 41.488324, -2.5326788 41.4883556)",1,Cuesta de Santiago,,,,
904329251,False,N-111,trunk,False,4.978,"LINESTRING (-2.5326788 41.4883556, -2.532721 41.4883873)",2,Calle del General Martínez,,,,
904329252,False,N-111,trunk,True,27.431,"LINESTRING (-2.5326788 41.4883556, -2.5324439 41.4881827)",2,Calle del General Martínez,,,,
154384239,False,,residential,False,84.834,"LINESTRING (-2.5338399 41.4878704, -2.5338112 41.4878329, -2.5337013 41.48772, -2.5336142 41.4876305, -2.5334588 41.4874973, -2.5334322 41.4874299, -2.5331761 41.4873181)",,Travesía Rastro,,,,
903449643,False,SC-SO-5,tertiary,True,121.14899999999999,"LINESTRING (-2.5338399 41.4878704, -2.5340476 41.4877929, -2.5342002 41.4877297, -2.5344318 41.4876338, -2.5346888 41.4874956, -2.5348923 41.4873621, -2.5350353 41.4872611)",,Ronda del Duero,,,,
"[853000324, 910116429]",False,SC-SO-5,tertiary,False,109.73999999999998,"LINESTRING (-2.5338399 41.4878704, -2.5332342 41.4881354, -2.5328722 41.4882917, -2.5328153 41.488323, -2.5327632 41.488356, -2.532721 41.4883873)",,Ronda del Duero,,,,
904329251,False,N-111,trunk,True,4.978,"LINESTRING (-2.532721 41.4883873, -2.5326788 41.4883556)",2,Calle del General Martínez,,,,
"[853000324, 910116429]",False,SC-SO-5,tertiary,True,109.74,"LINESTRING (-2.532721 41.4883873, -2.5327632 41.488356, -2.5328153 41.488323, -2.5328722 41.4882917, -2.5332342 41.4881354, -2.5338399 41.4878704)",,Ronda del Duero,,,,
"[37516912, 37516913, 904329251]",False,N-111,trunk,False,198.915,"LINESTRING (-2.532721 41.4883873, -2.5328167 41.4884599, -2.5341981 41.4896202, -2.5342167 41.4896379, -2.5342496 41.4896667, -2.5343072 41.489724)",2,"['Puente Medieval', 'Calle del General Martínez', 'Avenida de Soria']",50,yes,,
910116432,False,,residential,False,35.132,"LINESTRING (-2.532721 41.4883873, -2.5326786 41.4884178, -2.5324171 41.4886064)",,Calle Henchidero,,,,
33244671,False,,residential,True,56.016,"LINESTRING (-2.531516 41.4829123, -2.5310463 41.4832728)",,Calle Lisboa,,,,
33244673,False,,residential,True,37.795,"LINESTRING (-2.531516 41.4829123, -2.5316731 41.4830944, -2.5318135 41.4831583)",,Calle Lisboa,,,,
33244671,False,,residential,False,56.016,"LINESTRING (-2.5310463 41.4832728, -2.531516 41.4829123)",,Calle Lisboa,,,,
905614039,False,,residential,False,76.764,"LINESTRING (-2.5310463 41.4832728, -2.530513 41.4827098)",2,Calle del Cinto,,,,
"[42987332, 905614039]",False,,residential,True,266.3329999999999,"LINESTRING (-2.5310463 41.4832728, -2.5312929 41.4835699, -2.5313602 41.4837102, -2.5314167 41.4838597, -2.5314444 41.4838917, -2.5314793 41.4839242, -2.5315449 41.4839771, -2.5315949 41.4840178, -2.5316389 41.4840647, -2.5317114 41.4841608, -2.5317484 41.4842109, -2.5318145 41.4842714, -2.5318524 41.4843098, -2.5318918 41.4843568, -2.5319268 41.4843904, -2.5319505 41.4844059, -2.5319759 41.4844202, -2.5320313 41.4844455, -2.5321064 41.4844662, -2.5322306 41.4844837, -2.5323491 41.4845029, -2.5324926 41.484541, -2.5326598 41.4845978, -2.5327173 41.4846123, -2.5327794 41.4846222, -2.5328365 41.4846256, -2.5329058 41.4846175, -2.5329809 41.4847425, -2.5330045 41.4847521, -2.5330363 41.4847623, -2.5331946 41.48478)",2,Calle del Cinto,,,,
905614039,False,,residential,True,76.764,"LINESTRING (-2.530513 41.4827098, -2.5310463 41.4832728)",2,Calle del Cinto,,,,
247957941,True,,residential,False,77.385,"LINESTRING (-2.530513 41.4827098, -2.5304999 41.4827, -2.5304597 41.4826734, -2.5304121 41.4826543, -2.5303551 41.4826457, -2.5302833 41.4826412, -2.5302073 41.4826387, -2.530148 41.482641, -2.5297189 41.4826921, -2.5296732 41.4826997, -2.5296187 41.4827089)",1,Calle de los Picos de Urbión,,,,
247957927,False,N-111,trunk,False,95.82,"LINESTRING (-2.5296187 41.4827089, -2.5296719 41.4828144, -2.5300418 41.4835102)",2,Avenida de Salazar y Torres,,,,
33244674,False,,residential,False,53.618,"LINESTRING (-2.531573 41.4869409, -2.5309987 41.4871587)",,Calle Gran Vía,,,,
25701730,False,N-111,trunk,False,15.869999999999997,"LINESTRING (-2.531573 41.4869409, -2.5316129 41.4870129, -2.5316226 41.4870304, -2.5316461 41.4870727)",2,Calle del General Martínez,,,,
"[25701730, 865273303]",False,N-111,trunk,True,86.57300000000001,"LINESTRING (-2.531573 41.4869409, -2.531499 41.4868175, -2.5314161 41.4866792, -2.5313251 41.4865019, -2.5312766 41.4864073, -2.5312617 41.4863603, -2.5312149 41.4862123)",2,Calle del General Martínez,,,,
33244674,False,,residential,True,53.618,"LINESTRING (-2.5309987 41.4871587, -2.531573 41.4869409)",,Calle Gran Vía,,,,
28015427,False,,residential,False,91.52799999999999,"LINESTRING (-2.5309987 41.4871587, -2.5306006 41.4865668, -2.5305035 41.4864239)",,Calle de San Pedro El Caído,,,,
28015427,False,,residential,True,66.061,"LINESTRING (-2.5309987 41.4871587, -2.5310249 41.4872167, -2.5312527 41.4877215)",,Calle de San Pedro El Caído,,,,
33244674,False,,residential,False,82.637,"LINESTRING (-2.5309987 41.4871587, -2.5309501 41.4872409, -2.5301491 41.4874992)",,Calle Gran Vía,,,,
33244674,False,,residential,False,77.292,"LINESTRING (-2.5301491 41.4874992, -2.529297 41.4877744)",,Calle Gran Vía,,,,
247945085,False,,residential,False,100.437,"LINESTRING (-2.5301491 41.4874992, -2.5297662 41.4866427)",,Calle de Tirso de Molina,,,,
33244674,False,,residential,True,82.637,"LINESTRING (-2.5301491 41.4874992, -2.5309501 41.4872409, -2.5309987 41.4871587)",,Calle Gran Vía,,,,
"[33244685, 247945085]",False,,residential,True,149.216,"LINESTRING (-2.5301491 41.4874992, -2.5304269 41.4881225, -2.5296108 41.4884311)",,"['Calle de Tirso de Molina', 'Calle de los Comuneros de Castilla']",,,,
33244674,False,,residential,False,77.187,"LINESTRING (-2.529297 41.4877744, -2.5284583 41.4880696)",,Calle Gran Vía,,,,
33244674,False,,residential,True,77.292,"LINESTRING (-2.529297 41.4877744, -2.5301491 41.4874992)",,Calle Gran Vía,,,,
33244677,False,,residential,False,102.737,"LINESTRING (-2.529297 41.4877744, -2.5289109 41.4868969)",,Calle de los Héroes de la Independencia,,,,
33244677,False,,residential,True,77.559,"LINESTRING (-2.529297 41.4877744, -2.5296108 41.4884311)",,Calle de los Héroes de la Independencia,,,,
33244674,False,,residential,True,10.311,"LINESTRING (-2.5283463 41.4881091, -2.5284583 41.4880696)",,Calle Gran Vía,,,,
33244679,True,,residential,False,125.231,"LINESTRING (-2.5283463 41.4881091, -2.5286223 41.4887943, -2.528788 41.4891856)",1,Ronda San Francisco,,,,
28015427,False,,residential,False,71.018,"LINESTRING (-2.5305035 41.4864239, -2.530116 41.485855)",,Calle de San Pedro El Caído,,,,
76788132,False,,residential,False,66.059,"LINESTRING (-2.5305035 41.4864239, -2.5297662 41.4866427)",,Calle del Buen Maestro,,,,
76788132,False,,residential,True,63.758,"LINESTRING (-2.5305035 41.4864239, -2.5312149 41.4862123)",,Calle del Buen Maestro,,,,
28015427,False,,residential,True,91.52799999999999,"LINESTRING (-2.5305035 41.4864239, -2.5306006 41.4865668, -2.5309987 41.4871587)",,Calle de San Pedro El Caído,,,,
28015427,False,,residential,True,71.018,"LINESTRING (-2.530116 41.485855, -2.5305035 41.4864239)",,Calle de San Pedro El Caído,,,,
664516377,False,SC-SO-3,tertiary,False,61.885,"LINESTRING (-2.530116 41.485855, -2.529481 41.4861439)",2,Calle de San Salvador,,,,
664516377,False,SC-SO-3,tertiary,True,23.31,"LINESTRING (-2.530116 41.485855, -2.5303552 41.4857462)",2,Calle de San Salvador,,,,
76788132,False,,residential,False,76.646,"LINESTRING (-2.5297662 41.4866427, -2.5289109 41.4868969)",,Calle del Buen Maestro,,,,
76788132,False,,residential,True,66.059,"LINESTRING (-2.5297662 41.4866427, -2.5305035 41.4864239)",,Calle del Buen Maestro,,,,
247945085,False,,residential,False,60.338,"LINESTRING (-2.5297662 41.4866427, -2.529481 41.4861439)",,Calle de Tirso de Molina,,,,
247945085,False,,residential,True,100.437,"LINESTRING (-2.5297662 41.4866427, -2.5301491 41.4874992)",,Calle de Tirso de Molina,,,,
247945085,False,,residential,True,60.338,"LINESTRING (-2.529481 41.4861439, -2.5297662 41.4866427)",,Calle de Tirso de Molina,,,,
664516377,False,SC-SO-3,tertiary,True,61.885,"LINESTRING (-2.529481 41.4861439, -2.530116 41.485855)",2,Calle de San Salvador,,,,
664516377,False,SC-SO-3,tertiary,False,95.997,"LINESTRING (-2.529481 41.4861439, -2.5285335 41.4865744, -2.5284957 41.4865917)",2,Calle de San Salvador,,,,
902009794,False,,residential,False,53.2,"LINESTRING (-2.529481 41.4861439, -2.5294398 41.4860973, -2.5292416 41.4857017)",,Calle Tirso de Molina,,,,
33244677,False,,residential,True,102.737,"LINESTRING (-2.5289109 41.4868969, -2.529297 41.4877744)",,Calle de los Héroes de la Independencia,,,,
76788132,False,,residential,False,47.213,"LINESTRING (-2.5289109 41.4868969, -2.5283453 41.4869246)",,Calle del Buen Maestro,,,,
76788132,False,,residential,True,76.646,"LINESTRING (-2.5289109 41.4868969, -2.5297662 41.4866427)",,Calle del Buen Maestro,,,,
76788132,False,,residential,False,63.758,"LINESTRING (-2.5312149 41.4862123, -2.5305035 41.4864239)",,Calle del Buen Maestro,,,,
"[25701730, 865273303]",False,N-111,trunk,False,86.57300000000001,"LINESTRING (-2.5312149 41.4862123, -2.5312617 41.4863603, -2.5312766 41.4864073, -2.5313251 41.4865019, -2.5314161 41.4866792, -2.531499 41.4868175, -2.531573 41.4869409)",2,Calle del General Martínez,,,,
"[905261970, 905261971, 865273303]",False,N-111,trunk,True,58.359,"LINESTRING (-2.5312149 41.4862123, -2.5312025 41.4861058, -2.5311687 41.4858153, -2.5311642 41.4857617, -2.5311546 41.4857108, -2.5311484 41.4856901)",2,Calle del General Martínez,,,,
907858272,True,,residential,False,11.536,"LINESTRING (-2.528181 41.4869434, -2.528155 41.4868415)",1,Ronda de San Francisco,,,,
907858273,False,,residential,False,10.335,"LINESTRING (-2.528181 41.4869434, -2.528127 41.4869536, -2.5280613 41.4869678)",,Calle del Buen Maestro,,,,
907858277,False,,residential,True,13.847999999999999,"LINESTRING (-2.528181 41.4869434, -2.5282282 41.486937, -2.5282827 41.4869308, -2.5283453 41.4869246)",,Calle del Buen Maestro,,,,
907858274,False,SC-SO-3,tertiary,True,7.152,"LINESTRING (-2.5280648 41.4867793, -2.5281426 41.4867521)",2,Calle de San Salvador,,,,
907858269,False,SC-SO-3,tertiary,False,9.356,"LINESTRING (-2.5280648 41.4867793, -2.5280147 41.4867861, -2.5279533 41.4867857)",2,Calle Carretera de Gómara,,,,
907858270,True,,residential,False,8.474,"LINESTRING (-2.5280648 41.4867793, -2.5280542 41.4868055, -2.5280466 41.486854)",1,Ronda San Francisco,,,,
33244679,True,,residential,False,77.577,"LINESTRING (-2.5281558 41.4874265, -2.5282645 41.4878645, -2.5283463 41.4881091)",1,Ronda San Francisco,,,,
33244677,False,,residential,False,77.559,"LINESTRING (-2.5296108 41.4884311, -2.529297 41.4877744)",,Calle de los Héroes de la Independencia,,,,
33244685,False,,residential,True,82.312,"LINESTRING (-2.5296108 41.4884311, -2.5287251 41.4887594)",,Calle de los Comuneros de Castilla,,,,
"[33244685, 247945085]",False,,residential,False,149.216,"LINESTRING (-2.5296108 41.4884311, -2.5304269 41.4881225, -2.5301491 41.4874992)",,"['Calle de Tirso de Molina', 'Calle de los Comuneros de Castilla']",,,,
33244679,True,,residential,False,11.963,"LINESTRING (-2.528922 41.4895241, -2.5290109 41.4896086)",1,Ronda San Francisco,,,,
42987344,True,,residential,False,35.499,"LINESTRING (-2.528922 41.4895241, -2.5288136 41.4896804, -2.5286595 41.489765)",,Avenida de la Estación,,,,
28015427,False,,residential,False,87.46199999999999,"LINESTRING (-2.5316901 41.4886349, -2.5314852 41.4882729, -2.5313335 41.4878963)",,Calle de San Pedro El Caído,,,,
30539410,False,,residential,False,78.863,"LINESTRING (-2.5316901 41.4886349, -2.5312 41.4888209, -2.5309553 41.4889863, -2.5309003 41.489016)",,Calle de la Merced,,,,
30539410,False,,residential,True,80.809,"LINESTRING (-2.5316901 41.4886349, -2.5318622 41.4885662, -2.5320651 41.4884231, -2.5324439 41.4881827)",,Calle de la Merced,,,,
28015427,False,,residential,True,20.569,"LINESTRING (-2.5312527 41.4877215, -2.5313335 41.4878963)",,Calle de San Pedro El Caído,,,,
28015427,False,,residential,False,66.061,"LINESTRING (-2.5312527 41.4877215, -2.5310249 41.4872167, -2.5309987 41.4871587)",,Calle de San Pedro El Caído,,,,
247945086,False,,residential,False,57.915,"LINESTRING (-2.5312527 41.4877215, -2.5317583 41.4876249, -2.5319318 41.487626)",,Calle de las Posadas,,,,
42987334,False,,residential,False,26.244,"LINESTRING (-2.5331966 41.4853192, -2.5333468 41.4853132, -2.5335097 41.4852953)",,Calle Santo Domingo,,,,
"[905261991, 903862127]",True,,residential,False,79.366,"LINESTRING (-2.5331966 41.4853192, -2.5329235 41.4853825, -2.5322885 41.4855352)",1,Calle Guadalupe,,,,
903862128,False,,residential,False,49.422,"LINESTRING (-2.5331966 41.4853192, -2.5331815 41.4853081, -2.5331452 41.4851584, -2.533101 41.4850243, -2.5330453 41.4848924)",,Calle Cuatro Cantones,,,,
905261982,True,,residential,False,15.357,"LINESTRING (-2.5317083 41.4857053, -2.5315396 41.485761)",1,Calle Guadalupe,,,,
38658061,False,,living_street,False,102.45499999999998,"LINESTRING (-2.5317083 41.4857053, -2.5318055 41.4858145, -2.5318591 41.4858682, -2.5319599 41.4859569, -2.5321929 41.4861013, -2.5323211 41.486151, -2.5324358 41.4861877, -2.5326376 41.4862359, -2.53266 41.4862465)",,Calle Ríosalido,,,,
238382510,True,,residential,False,35.79,"LINESTRING (-2.5332502 41.4863548, -2.533217 41.4860339)",1,Calle Caballeros,,,,
903862151,False,,residential,True,17.31,"LINESTRING (-2.5340384 41.4860675, -2.5341094 41.4859212)",,Calle de Diego Laynez,,,,
38658062,True,,residential,False,94.795,"LINESTRING (-2.5340384 41.4860675, -2.5338728 41.4864352, -2.5336605 41.4868115, -2.5336314 41.486863)",1,Calle de Diego Laynez,,,,
238382510,True,,residential,False,79.53800000000001,"LINESTRING (-2.533217 41.4860339, -2.5332251 41.4857426, -2.5331966 41.4853192)",1,Calle Caballeros,,,,
244494283,True,,residential,False,68.837,"LINESTRING (-2.533217 41.4860339, -2.5335059 41.4860175, -2.5340384 41.4860675)",1,Calle de Martínez Asenjo,,,,
902009779,False,,living_street,True,24.242,"LINESTRING (-2.5336314 41.486863, -2.5333501 41.4868071)",,Plaza Mayor,,,,
902009780,True,,living_street,False,29.59,"LINESTRING (-2.5336314 41.486863, -2.5339712 41.4869406)",,Plaza Mayor,,,,
244494284,True,,residential,False,130.523,"LINESTRING (-2.5339712 41.4869406, -2.5352734 41.4862877)",,Calle Palacio,,,,
902009781,False,,living_street,False,44.933,"LINESTRING (-2.5339712 41.4869406, -2.5342564 41.4872836)",,Plaza Mayor,,,,
902009781,False,,living_street,True,44.933,"LINESTRING (-2.5342564 41.4872836, -2.5339712 41.4869406)",,Plaza Mayor,,,,
38658064,True,,residential,False,43.235,"LINESTRING (-2.5351358 41.4853611, -2.5349457 41.4857229)",1,Plaza de los Olmos,,,roundabout,
903862359,False,,residential,False,70.14500000000001,"LINESTRING (-2.5351358 41.4853611, -2.5351463 41.4853145, -2.5351471 41.4852675, -2.5351422 41.485202, -2.5350596 41.4848966, -2.5349966 41.4847444)",,Plaza de los Olmos,,,,
38658065,False,,residential,False,54.839999999999996,"LINESTRING (-2.5348753 41.4858949, -2.535167 41.4861828, -2.5352734 41.4862877)",,Plaza de Ramón y Cajal,,,,
244494290,False,,residential,False,74.505,"LINESTRING (-2.5348753 41.4858949, -2.5348531 41.4859325, -2.5346799 41.4860298, -2.5346086 41.4860673, -2.5341094 41.4859212)",,Plaza de San Pedro,,,,
244494292,False,,residential,False,20.003999999999998,"LINESTRING (-2.5348753 41.4858949, -2.5349064 41.485819, -2.5349457 41.4857229)",,Plaza de los Olmos,,,,
903862151,False,,residential,False,17.31,"LINESTRING (-2.5341094 41.4859212, -2.5340384 41.4860675)",,Calle de Diego Laynez,,,,
244494290,False,,residential,True,74.505,"LINESTRING (-2.5341094 41.4859212, -2.5346086 41.4860673, -2.5346799 41.4860298, -2.5348531 41.4859325, -2.5348753 41.4858949)",,Plaza de San Pedro,,,,
903862297,True,,residential,False,150.932,"LINESTRING (-2.5341094 41.4859212, -2.5342038 41.48586, -2.5349966 41.4847444)",1,Calle Campanario,,,,
38658071,False,,residential,False,29.209,"LINESTRING (-2.5352734 41.4862877, -2.5355716 41.4861495)",,Calle Monjas,,,,
38658065,False,,residential,True,54.839999999999996,"LINESTRING (-2.5352734 41.4862877, -2.535167 41.4861828, -2.5348753 41.4858949)",,Plaza de Ramón y Cajal,,,,
38658067,False,,residential,False,23.26,"LINESTRING (-2.5353834 41.4841199, -2.5352914 41.4843174)",,Calle Campanario,,,,
903862293,False,,residential,True,52.711,"LINESTRING (-2.5353834 41.4841199, -2.5347618 41.4840312)",,Calle Junto a Campanario,,,,
244494281,False,,residential,False,47.103,"LINESTRING (-2.5353834 41.4841199, -2.5354563 41.4842262, -2.5357504 41.4844358)",,Calle Huertos,,,,
903862292,False,,residential,True,63.958999999999996,"LINESTRING (-2.5353834 41.4841199, -2.5356978 41.4840909, -2.5358728 41.4840283, -2.536107 41.4839488)",,Calle Junto a Campanario,,,,
38658068,False,,residential,True,103.358,"LINESTRING (-2.5364621 41.4838877, -2.5364753 41.4839065, -2.5364834 41.4839323, -2.536486 41.4839615, -2.5364872 41.4840781, -2.5364901 41.4842218, -2.5362834 41.4845802, -2.5361998 41.484772)",,Calle Lozanos,,,,
42987322,False,,residential,False,85.41300000000001,"LINESTRING (-2.5364621 41.4838877, -2.5363679 41.4839904, -2.5362566 41.4840892, -2.536124 41.4841938, -2.5357504 41.4844358)",,Calle Leganitos,,,,
244494282,False,,residential,False,30.936,"LINESTRING (-2.5364621 41.4838877, -2.536434 41.4838807, -2.5363977 41.4838807, -2.5363614 41.4838844, -2.5363239 41.4838907, -2.5362563 41.4839105, -2.536107 41.4839488)",,Calle Junto a Campanario,,,,
"[645594905, 645594906, 672959465]",False,,residential,True,21.509,"LINESTRING (-2.5364621 41.4838877, -2.5364704 41.4838799, -2.5365119 41.4838516, -2.5365786 41.4838176, -2.5366617 41.4837658)",,Puerta del Mercado,,,,building_passage
38658069,False,,residential,True,89.485,"LINESTRING (-2.536107 41.4839488, -2.5360096 41.4838713, -2.5357959 41.4837012, -2.5353542 41.4833749)",,Calle Junto a Campanario,,,,
244494282,False,,residential,True,30.936,"LINESTRING (-2.536107 41.4839488, -2.5362563 41.4839105, -2.5363239 41.4838907, -2.5363614 41.4838844, -2.5363977 41.4838807, -2.536434 41.4838807, -2.5364621 41.4838877)",,Calle Junto a Campanario,,,,
903862292,False,,residential,False,63.959,"LINESTRING (-2.536107 41.4839488, -2.5358728 41.4840283, -2.5356978 41.4840909, -2.5353834 41.4841199)",,Calle Junto a Campanario,,,,
38658069,False,,residential,False,89.485,"LINESTRING (-2.5353542 41.4833749, -2.5357959 41.4837012, -2.5360096 41.4838713, -2.536107 41.4839488)",,Calle Junto a Campanario,,,,
