osmid,ref,highway,maxspeed,junction,oneway,reversed,length,geometry,lanes,name,bridge,access
72230576,LU-862,primary,40,,False,False,61.444,"LINESTRING (-7.60168 43.6649493, -7.601626 43.6655005)",,Rúa Misericordia,,
72230576,LU-862,primary,40,,False,True,32.760999999999996,"LINESTRING (-7.60168 43.6649493, -7.6016938 43.6647737, -7.6016754 43.6646557)",,Rúa Misericordia,,
107465295,,residential,30,,True,False,60.404,"LINESTRING (-7.5967251 43.6594471, -7.596683 43.659511, -7.5964841 43.6598125, -7.5964082 43.6599395)",2,Praza de Lugo,,
"[190507971, 336338157, 1270385471]",LU-540,primary,30,,False,True,243.168,"LINESTRING (-7.5967251 43.6594471, -7.5968461 43.6592167, -7.5970967 43.6588053, -7.5973138 43.6584901, -7.5973482 43.6584529, -7.5975017 43.6582867, -7.5979685 43.6579476, -7.5980141 43.6579189, -7.5982188 43.6577953, -7.5983924 43.6577099, -7.5984252 43.6576972)",2,"['Avenida de Ferrol', 'Avenida Juan Garcia Navia Castrillón']",,designated
91248185,,residential,20,,False,False,199.137,"LINESTRING (-7.59313 43.66354, -7.5931139 43.6636712, -7.5931029 43.6637702, -7.5930718 43.6640505, -7.5930211 43.6643339, -7.5929891 43.664417, -7.5929759 43.6644512, -7.5929026 43.6645566, -7.5928114 43.6646526, -7.592643 43.6648085, -7.5922777 43.6651588)",,Rúa Rego das Flores,,
151485687,LU-P-6605,tertiary,,,False,False,24.386,"LINESTRING (-7.59313 43.66354, -7.5931526 43.6634076, -7.5931625 43.663322)",,Rúa Antonio Bas,,
"[151485688, 385240767, 151485687]",LU-P-6605,tertiary,,,False,True,252.44000000000003,"LINESTRING (-7.59313 43.66354, -7.5929925 43.6637132, -7.5928864 43.6638468, -7.59286 43.66388, -7.5926059 43.6641159, -7.59232 43.66435, -7.5922321 43.6643896, -7.5921642 43.6644079, -7.5921377 43.6644077, -7.5921209 43.6644075, -7.5918581 43.6644026, -7.5917438 43.664409, -7.5914411 43.6644744, -7.5910709 43.6645318, -7.5906214 43.6646014)",1,Rúa Antonio Bas,yes,
91248170,,residential,20,,True,False,47.891999999999996,"LINESTRING (-7.5932676 43.6629126, -7.5932218 43.6628914, -7.5931543 43.6628537, -7.5929969 43.6628037, -7.5928395 43.6627634, -7.5927297 43.6627345)",,Praza Juan Donapetry,,
151485687,LU-P-6605,tertiary,,,False,True,46.806,"LINESTRING (-7.5932676 43.6629126, -7.5932197 43.662976, -7.5932148 43.6629871, -7.5932125 43.6630016, -7.5931625 43.663322)",,Rúa Antonio Bas,,
"[151485688, 151485687, 385240767]",LU-P-6605,tertiary,,,False,False,252.44000000000003,"LINESTRING (-7.5906214 43.6646014, -7.5910709 43.6645318, -7.5914411 43.6644744, -7.5917438 43.664409, -7.5918581 43.6644026, -7.5921209 43.6644075, -7.5921377 43.6644077, -7.5921642 43.6644079, -7.5922321 43.6643896, -7.59232 43.66435, -7.5926059 43.6641159, -7.59286 43.66388, -7.5928864 43.6638468, -7.5929925 43.6637132, -7.59313 43.66354)",1,Rúa Antonio Bas,yes,
336338160,LU-862,primary_link,50,,True,False,19.682,"LINESTRING (-7.6015788 43.6644933, -7.6016039 43.6645456, -7.6016754 43.6646557)",2,,,
134932088,,residential,40,,True,False,99.733,"LINESTRING (-7.5927297 43.6627345, -7.5925702 43.6627553, -7.5924645 43.66277, -7.5924036 43.6627788, -7.5923507 43.6627803, -7.5922633 43.6627891, -7.592248 43.6628012, -7.5922206 43.6628229, -7.5922125 43.6628597, -7.5922581 43.6632265, -7.5922709 43.6633295)",2,Rúa Jesús Noya,,
142688453,,residential,20,,False,False,28.694,"LINESTRING (-7.5927297 43.6627345, -7.5924745 43.6626692, -7.5923913 43.6626534)",,Praza Juan Donapetry,,
190507973,LU-540,primary,30,,True,False,286.323,"LINESTRING (-7.5967942 43.6599927, -7.5968154 43.6600848, -7.5969527 43.6607998, -7.5969746 43.6609705, -7.5969723 43.6611431, -7.5969069 43.6613155, -7.5967738 43.6615774, -7.5965935 43.6619126, -7.5964754 43.6621284, -7.5964187 43.6622347, -7.5963375 43.6623474, -7.5962576 43.6624583)",,Travesía da Marina,,
336338159,LU-540,primary,30,,True,False,61.127,"LINESTRING (-7.5967942 43.6599927, -7.5967429 43.6597754, -7.5967172 43.6595709, -7.5967251 43.6594471)",2,Avenida Juan Garcia Navia Castrillón,,
107465285,,residential,30,,True,False,19.836,"LINESTRING (-7.5963252 43.6600884, -7.5965053 43.6600508, -7.5965619 43.6600384)",,Praza de Lugo,,
845135780,,residential,30,,False,True,28.114,"LINESTRING (-7.5963252 43.6600884, -7.5963096 43.6600921, -7.5962915 43.6600964, -7.5959929 43.6601667)",,Avenida de García Dóriga,,
409105713,,residential,30,,True,False,126.96199999999999,"LINESTRING (-7.5930106 43.6613768, -7.5931265 43.6612781, -7.5931309 43.6612744, -7.5932587 43.661168, -7.5936184 43.6609686, -7.5938752 43.6608648, -7.5942683 43.6607058)",,Avenida Nicolás Cora Montenegro,,
413171950,LU-862,primary,40,,False,False,42.365,"LINESTRING (-7.5988385 43.6632087, -7.5992999 43.6633924)",2,Ponte da Misericordia,,
91248183,,unclassified,30,,True,False,44.473,"LINESTRING (-7.5988385 43.6632087, -7.5989355 43.6633016, -7.5990763 43.6634537, -7.5991527 43.6635376)",,Avenida de Martín Ledesma,,
"[151485355, 72230548, 783473701, 104365462]",LU-862,primary,"['40', '50']",,False,True,227.86500000000004,"LINESTRING (-7.5988385 43.6632087, -7.5987898 43.6631869, -7.5986996 43.6631521, -7.5986216 43.6631211, -7.5984994 43.6630742, -7.5982499 43.6629803, -7.598014 43.6628981, -7.597775 43.6628188, -7.5965792 43.6624504, -7.5965071 43.6624323, -7.5964416 43.6624188, -7.5963709 43.6624207, -7.5963127 43.6624364, -7.5962576 43.6624583)",2,"['Ponte da Misericordia', 'LU-862']",yes,
91248185,,residential,20,,False,True,199.137,"LINESTRING (-7.5922777 43.6651588, -7.592643 43.6648085, -7.5928114 43.6646526, -7.5929026 43.6645566, -7.5929759 43.6644512, -7.5929891 43.664417, -7.5930211 43.6643339, -7.5930718 43.6640505, -7.5931029 43.6637702, -7.5931139 43.6636712, -7.59313 43.66354)",,Rúa Rego das Flores,,
91248178,LU-102,tertiary_link,,,True,False,22.204,"LINESTRING (-7.5943492 43.6642082, -7.5941875 43.6643023, -7.5941413 43.6643389)",,Avenida Benito Galcerán,,
91248204,LU-862,primary,40,roundabout,True,False,15.641,"LINESTRING (-7.5943492 43.6642082, -7.5943322 43.6642535, -7.5943352 43.6643003, -7.5943579 43.6643442)",,,,
91248204,LU-862,primary,40,roundabout,True,False,15.977,"LINESTRING (-7.5944996 43.6641219, -7.5944375 43.6641384, -7.5943856 43.6641682, -7.5943492 43.6642082)",,,,
187932848,,residential,,,False,False,121.265,"LINESTRING (-7.5942683 43.6607058, -7.5941519 43.660606, -7.5938176 43.6602849, -7.5937318 43.6602213, -7.5933972 43.6599454, -7.5932969 43.6598736)",,Rúa Chamorro,,
409105713,,residential,30,,True,False,70.432,"LINESTRING (-7.5942683 43.6607058, -7.5949114 43.6604326, -7.5950295 43.6603937)",,Avenida Nicolás Cora Montenegro,,
142688447,,residential,30,,False,False,17.293,"LINESTRING (-7.5950295 43.6603937, -7.5952319 43.6603413)",,Avenida de García Dóriga,,
377660710,,residential,30,,False,True,302.07199999999995,"LINESTRING (-7.59997 43.666311, -7.5999736 43.6660045, -7.5999691 43.6657406, -7.5999518 43.665341, -7.5999183 43.6650558, -7.5998271 43.6646794, -7.5997064 43.6643471, -7.5996508 43.6642471, -7.5994617 43.6639465, -7.5994079 43.6638609, -7.5993492 43.6637677, -7.5992825 43.6636802)",,Avenida Martín Ledesma,,
184546315,,residential,30,,True,False,50.071000000000005,"LINESTRING (-7.5952909 43.6601323, -7.595515 43.6600796, -7.5956693 43.6600409, -7.595881 43.6599891)",,Praza de Lannion,,
"[783364283, 696884988]",,residential,"['20', '30']",,True,False,280.88800000000003,"LINESTRING (-7.5952909 43.6601323, -7.5953876 43.6600012, -7.5955271 43.6598454, -7.595644 43.6597148, -7.5958076 43.659532, -7.5959688 43.6593588, -7.5962129 43.659139, -7.5964783 43.6588887, -7.5965192 43.6588352, -7.5966364 43.6586817, -7.5968074 43.658406, -7.5968396 43.6583361, -7.5969404 43.6581172, -7.596984 43.6580532, -7.5970584 43.6579715)",,Rúa Alonso Pérez,,
845135779,,residential,30,,True,False,17.853,"LINESTRING (-7.5964082 43.6599395, -7.5963252 43.6600884)",2,Praza de Lugo,,
845135778,,residential,30,,True,False,18.918,"LINESTRING (-7.5964082 43.6599395, -7.5964078 43.6599644, -7.5964191 43.6599886, -7.5964527 43.6600168, -7.5964922 43.6600294, -7.5965619 43.6600384)",1,Praza de Lugo,,
91248204,LU-862,primary,40,roundabout,True,False,27.256999999999998,"LINESTRING (-7.5946378 43.6644031, -7.5946805 43.6643812, -7.5947032 43.6643635, -7.5947218 43.6643434, -7.5947356 43.6643214, -7.5947447 43.6642972, -7.5947481 43.6642723, -7.5947457 43.6642473, -7.5947377 43.664223, -7.5947289 43.6642069, -7.5947177 43.6641916)",,,,
91248204,LU-862,primary,40,roundabout,True,False,13.216000000000001,"LINESTRING (-7.594478 43.6644142, -7.594532 43.6644208, -7.5945866 43.664417, -7.5946378 43.6644031)",,,,
129208825,LU-862,primary,40,,True,False,21.480999999999998,"LINESTRING (-7.594478 43.6644142, -7.594516 43.6644736, -7.5945424 43.6645441, -7.5945574 43.6645977)",,Avenida de Ramón Canosa,,
129208826,LU-862,primary,40,,True,False,22.586,"LINESTRING (-7.5945574 43.6645977, -7.5945698 43.6645704, -7.5946223 43.6644432, -7.5946378 43.6644031)",,Avenida de Ramón Canosa,,
192004810,LU-862,primary,40,,False,True,141.281,"LINESTRING (-7.5945574 43.6645977, -7.5944808 43.6648527, -7.5944256 43.6650466, -7.594376 43.6651935, -7.5941618 43.6658355)",2,Avenida de Ramón Canosa,,
625938435,,residential,40,,False,False,71.72399999999999,"LINESTRING (-7.5922709 43.6633295, -7.5931032 43.6633225, -7.5931625 43.663322)",2,Rúa Jesús Noya,,
151485687,LU-P-6605,tertiary,,,False,False,46.806,"LINESTRING (-7.5931625 43.663322, -7.5932125 43.6630016, -7.5932148 43.6629871, -7.5932197 43.662976, -7.5932676 43.6629126)",,Rúa Antonio Bas,,
151485687,LU-P-6605,tertiary,,,False,True,24.386,"LINESTRING (-7.5931625 43.663322, -7.5931526 43.6634076, -7.59313 43.66354)",,Rúa Antonio Bas,,
625938435,,residential,40,,False,True,71.72399999999999,"LINESTRING (-7.5931625 43.663322, -7.5931032 43.6633225, -7.5922709 43.6633295)",2,Rúa Jesús Noya,,
192004810,LU-862,primary,40,,False,False,141.281,"LINESTRING (-7.5941618 43.6658355, -7.594376 43.6651935, -7.5944256 43.6650466, -7.5944808 43.6648527, -7.5945574 43.6645977)",2,Avenida de Ramón Canosa,,
574042620,,residential,,,False,True,35.119,"LINESTRING (-7.5941618 43.6658355, -7.5940131 43.6658252, -7.593938 43.6658166, -7.5938295 43.6658041, -7.5937283 43.6658005)",,Rúa Lodeiro,,
574042620,,residential,,,False,False,35.119,"LINESTRING (-7.5937283 43.6658005, -7.5938295 43.6658041, -7.593938 43.6658166, -7.5940131 43.6658252, -7.5941618 43.6658355)",,Rúa Lodeiro,,
72230576,LU-862,primary,40,,False,True,61.444,"LINESTRING (-7.601626 43.6655005, -7.60168 43.6649493)",,Rúa Misericordia,,
142688453,,residential,20,,False,True,28.694,"LINESTRING (-7.5923913 43.6626534, -7.5924745 43.6626692, -7.5927297 43.6627345)",,Praza Juan Donapetry,,
184545465,,residential,,,False,False,18.297,"LINESTRING (-7.5923913 43.6626534, -7.592246 43.6626307, -7.5921979 43.6626316, -7.5921672 43.6626322)",,Rúa Campo de Urraca,,
409105713,,residential,30,,True,False,155.225,"LINESTRING (-7.5923913 43.6626534, -7.5923848 43.6626303, -7.59238 43.6625633, -7.5924057 43.6624278, -7.5924632 43.6621376, -7.5924985 43.6619843, -7.5925135 43.6619309, -7.5925597 43.6618323, -7.5926281 43.6617398, -7.5928652 43.6615126, -7.5930106 43.6613768)",,Avenida Nicolás Cora Montenegro,,
415365161,,residential,30,,False,False,29.053,"LINESTRING (-7.595881 43.6599891, -7.5959552 43.6599748, -7.5959962 43.6600011, -7.5960013 43.660044, -7.595992 43.6601145, -7.5959929 43.6601667)",,Praza de Lannion,,
142688447,,residential,30,,False,True,64.245,"LINESTRING (-7.5959929 43.6601667, -7.5954977 43.6602728, -7.5953975 43.660299, -7.5953791 43.6603032, -7.5952319 43.6603413)",,Avenida de García Dóriga,,
415365161,,residential,30,,False,True,29.053,"LINESTRING (-7.5959929 43.6601667, -7.595992 43.6601145, -7.5960013 43.660044, -7.5959962 43.6600011, -7.5959552 43.6599748, -7.595881 43.6599891)",,Praza de Lannion,,
845135780,,residential,30,,False,False,28.114000000000004,"LINESTRING (-7.5959929 43.6601667, -7.5962915 43.6600964, -7.5963096 43.6600921, -7.5963252 43.6600884)",,Avenida de García Dóriga,,
413171951,LU-862,primary,40,,False,True,17.995,"LINESTRING (-7.5994977 43.663468, -7.5992999 43.6633924)",2,Ponte da Misericordia,,
"[395907284, 347190255]",LU-862,primary,40,,False,False,196.704,"LINESTRING (-7.5994977 43.663468, -7.600208 43.663766, -7.6006699 43.6640151, -7.6013964 43.6644074, -7.601465 43.66443, -7.60153 43.6644391)",2,Ponte da Misericordia,,
186037252,,unclassified,,,True,False,32.641999999999996,"LINESTRING (-7.5992825 43.6636802, -7.5992851 43.663623, -7.599294 43.6635876, -7.5993118 43.6635555, -7.5993369 43.6635319, -7.5993666 43.6635073, -7.5994095 43.6634891, -7.5994628 43.6634741, -7.5994977 43.663468)",,Avenida Martín Ledesma,,
377660710,,residential,30,,False,False,302.072,"LINESTRING (-7.5992825 43.6636802, -7.5993492 43.6637677, -7.5994079 43.6638609, -7.5994617 43.6639465, -7.5996508 43.6642471, -7.5997064 43.6643471, -7.5998271 43.6646794, -7.5999183 43.6650558, -7.5999518 43.665341, -7.5999691 43.6657406, -7.5999736 43.6660045, -7.59997 43.666311)",,Avenida Martín Ledesma,,
187932848,,residential,,,False,True,121.265,"LINESTRING (-7.5932969 43.6598736, -7.5933972 43.6599454, -7.5937318 43.6602213, -7.5938176 43.6602849, -7.5941519 43.660606, -7.5942683 43.6607058)",,Rúa Chamorro,,
"[190507971, 336338157, 1270385471]",LU-540,primary,30,,False,False,243.168,"LINESTRING (-7.5984252 43.6576972, -7.5983924 43.6577099, -7.5982188 43.6577953, -7.5980141 43.6579189, -7.5979685 43.6579476, -7.5975017 43.6582867, -7.5973482 43.6584529, -7.5973138 43.6584901, -7.5970967 43.6588053, -7.5968461 43.6592167, -7.5967251 43.6594471)",2,"['Avenida de Ferrol', 'Avenida Juan Garcia Navia Castrillón']",,designated
389417322,,residential,,,False,True,135.08999999999997,"LINESTRING (-7.5915847 43.6634383, -7.5916679 43.6634112, -7.5918422 43.6633879, -7.5920273 43.6633704, -7.5921024 43.6633626, -7.5921198 43.6633462, -7.5921198 43.6633316, -7.5920505 43.663133, -7.592016 43.6630229, -7.5919868 43.6629361, -7.5919651 43.6628181, -7.5919603 43.6627648, -7.5920734 43.6627345, -7.5921378 43.6626972, -7.5921568 43.66267, -7.5921672 43.6626322)",,Rúa Campo de Urraca,,
91248204,LU-862,primary,40,roundabout,True,False,12.675999999999998,"LINESTRING (-7.5943579 43.6643442, -7.5943892 43.6643747, -7.5944302 43.6643985, -7.594478 43.6644142)",,,,
219033930,LU-102,tertiary_link,,,True,False,18.029,"LINESTRING (-7.5941413 43.6643389, -7.5941776 43.6643302, -7.5942102 43.6643252, -7.5942835 43.6643253, -7.5943264 43.6643331, -7.5943579 43.6643442)",,Avenida Benito Galcerán,,
142688447,,residential,30,,False,True,17.293,"LINESTRING (-7.5952319 43.6603413, -7.5950295 43.6603937)",,Avenida de García Dóriga,,
142688447,,residential,30,,False,False,64.245,"LINESTRING (-7.5952319 43.6603413, -7.5953791 43.6603032, -7.5953975 43.660299, -7.5954977 43.6602728, -7.5959929 43.6601667)",,Avenida de García Dóriga,,
696884988,,residential,30,,True,False,24.476,"LINESTRING (-7.5952319 43.6603413, -7.5952213 43.6602574, -7.5952374 43.6602069, -7.5952607 43.6601744, -7.5952909 43.6601323)",,Rúa Alonso Pérez,,
572107545,,residential,,,False,False,23.13,"LINESTRING (-7.5970584 43.6579715, -7.5972384 43.6578093)",,Rúa Alonso Pérez,,
232569902,LU-539,primary,40,roundabout,True,False,7.503,"LINESTRING (-7.60153 43.6644391, -7.6015348 43.6644573, -7.6015536 43.6644797, -7.6015788 43.6644933)",,,,
"[395907284, 347190255]",LU-862,primary,40,,False,True,196.70400000000004,"LINESTRING (-7.60153 43.6644391, -7.601465 43.66443, -7.6013964 43.6644074, -7.6006699 43.6640151, -7.600208 43.663766, -7.5994977 43.663468)",2,Ponte da Misericordia,,
413171950,LU-862,primary,40,,False,True,42.365,"LINESTRING (-7.5992999 43.6633924, -7.5988385 43.6632087)",2,Ponte da Misericordia,,
413171951,LU-862,primary,40,,False,False,17.995,"LINESTRING (-7.5992999 43.6633924, -7.5994977 43.663468)",2,Ponte da Misericordia,,
377660709,,unclassified,,,True,False,22.417,"LINESTRING (-7.5992999 43.6633924, -7.5992427 43.663409, -7.5991971 43.6634323, -7.5991623 43.6634575, -7.5991516 43.6634905, -7.5991527 43.6635376)",,,,
91248183,,unclassified,30,,True,False,18.985,"LINESTRING (-7.5991527 43.6635376, -7.5992825 43.6636802)",,Avenida de Martín Ledesma,,
184545465,,residential,,,False,True,18.297,"LINESTRING (-7.5921672 43.6626322, -7.5921979 43.6626316, -7.592246 43.6626307, -7.5923913 43.6626534)",,Rúa Campo de Urraca,,
389417322,,residential,,,False,False,135.09,"LINESTRING (-7.5921672 43.6626322, -7.5921568 43.66267, -7.5921378 43.6626972, -7.5920734 43.6627345, -7.5919603 43.6627648, -7.5919651 43.6628181, -7.5919868 43.6629361, -7.592016 43.6630229, -7.5920505 43.663133, -7.5921198 43.6633316, -7.5921198 43.6633462, -7.5921024 43.6633626, -7.5920273 43.6633704, -7.5918422 43.6633879, -7.5916679 43.6634112, -7.5915847 43.6634383)",,Rúa Campo de Urraca,,
572107545,,residential,,,False,True,23.13,"LINESTRING (-7.5972384 43.6578093, -7.5970584 43.6579715)",,Rúa Alonso Pérez,,
845135781,,residential,30,,True,False,19.383000000000003,"LINESTRING (-7.5965619 43.6600384, -7.5967171 43.6600057, -7.5967603 43.6599967, -7.5967942 43.6599927)",,Praza de Lugo,,
