osmid,highway,oneway,reversed,length,geometry,ref,name,lanes,junction
"[845550024, 354424188]",residential,False,"[False, True]",273.25500000000005,"LINESTRING (91.8650686 24.901996, 91.8658165 24.901929, 91.865869 24.9019217, 91.8659199 24.9019122, 91.8659356 24.9019018, 91.8659456 24.9018862, 91.8659501 24.9018689, 91.8659324 24.9016627, 91.8659167 24.9014554, 91.8658824 24.9011465, 91.8658286 24.9008163, 91.8657657 24.9003187, 91.8657568 24.9002519)",,"['Dorgah Moholla Road', 'Dorgah Mohollah Road']",,
24386307,secondary,False,True,49.142,"LINESTRING (91.8732453 24.8954984, 91.8732771 24.8959394)",,,4,
24376274,secondary,False,False,185.791,"LINESTRING (91.8732453 24.8954984, 91.872948 24.8955224, 91.8726638 24.8955376, 91.8721461 24.895545, 91.8719541 24.8955234, 91.8716965 24.8954836, 91.8714314 24.8953855)",,,,
509091333,unclassified,False,True,47.98,"LINESTRING (91.8658212 24.8964646, 91.8658702 24.8968938)",,Doriya para Road,,
24376274,secondary,False,False,287.692,"LINESTRING (91.8714314 24.8953855, 91.8704076 24.8950215, 91.8702427 24.8949814, 91.8700938 24.8949777, 91.8698041 24.8950532, 91.8694581 24.895097, 91.8690732 24.8950386, 91.8687045 24.8949179)",,,,
24376274,secondary,False,True,185.791,"LINESTRING (91.8714314 24.8953855, 91.8716965 24.8954836, 91.8719541 24.8955234, 91.8721461 24.895545, 91.8726638 24.8955376, 91.872948 24.8955224, 91.8732453 24.8954984)",,,,
51194763,tertiary,False,True,144.58100000000002,"LINESTRING (91.8714314 24.8953855, 91.8712357 24.8956898, 91.8712029 24.8957429, 91.8711836 24.8958043, 91.8711613 24.8966273)",,Hawapara Road,,
410344455,residential,False,False,58.696,"LINESTRING (91.8678841 24.9021421, 91.8678571 24.9026694)",,,,
537098460,residential,False,False,126.816,"LINESTRING (91.8678841 24.9021421, 91.867548 24.9021307, 91.8670308 24.9021306, 91.866627 24.9021364)",,East Dorgah Gate,,
537098460,residential,False,True,48.125,"LINESTRING (91.8678841 24.9021421, 91.8681268 24.9021341, 91.868361 24.9021277)",,East Dorgah Gate,,
620411556,residential,False,True,7.115,"LINESTRING (91.8684982 24.8956977, 91.8684299 24.8956817)",,,,
61313870,secondary,True,False,89.178,"LINESTRING (91.8684982 24.8956977, 91.8686437 24.8951298, 91.8687045 24.8949179)",Z2809,Hazrat Shah Jalal Road,,
"[410353760, 620411556]",residential,False,False,223.89999999999998,"LINESTRING (91.8684982 24.8956977, 91.8689324 24.8958195, 91.8693428 24.8959303, 91.86956 24.8959776, 91.8695949 24.8960166, 91.8696164 24.8960641, 91.8695553 24.8964917, 91.8696566 24.8967757, 91.8697575 24.8969296)",,Aided School Road,,
533838059,residential,False,False,105.048,"LINESTRING (91.8717192 24.8976139, 91.8718091 24.896985, 91.8718493 24.8969448, 91.8719619 24.8969022, 91.8721189 24.8968718)",,,,
533838059,residential,False,True,41.587,"LINESTRING (91.8717192 24.8976139, 91.8718198 24.8976187, 91.8719526 24.8976723, 91.8720344 24.8976978, 91.8721108 24.8977185)",,,,
644290683,residential,False,True,64.996,"LINESTRING (91.8717192 24.8976139, 91.8716347 24.8978742, 91.8715851 24.8979192, 91.8715194 24.8979593, 91.8713752 24.8979862, 91.8713266 24.8979834)",,,,
533838060,residential,False,True,38.911,"LINESTRING (91.8721189 24.8968718, 91.8720666 24.8965251)",,,,
533838059,residential,False,True,105.048,"LINESTRING (91.8721189 24.8968718, 91.8719619 24.8969022, 91.8718493 24.8969448, 91.8718091 24.896985, 91.8717192 24.8976139)",,,,
644290698,residential,False,False,17.917,"LINESTRING (91.8721189 24.8968718, 91.8721537 24.8969156, 91.8722288 24.8969983)",,,,
533838060,residential,False,False,38.911,"LINESTRING (91.8720666 24.8965251, 91.8721189 24.8968718)",,,,
533838061,residential,False,False,92.13499999999999,"LINESTRING (91.8720666 24.8965251, 91.8715422 24.8966054, 91.8711613 24.8966273)",,,,
533838061,residential,False,True,146.263,"LINESTRING (91.8720666 24.8965251, 91.8723737 24.8964363, 91.8725185 24.8963633, 91.8727478 24.896069, 91.8728779 24.8959826, 91.8730348 24.8959497, 91.8732771 24.8959394)",,,,
410353760,residential,False,True,165.669,"LINESTRING (91.8712247 24.897957, 91.8711627 24.8979502, 91.8710173 24.8979273, 91.870584 24.8979356, 91.8703593 24.897924, 91.8703412 24.8979149, 91.8703218 24.8979003, 91.8703003 24.8978559, 91.8701823 24.8974617, 91.8701568 24.8974192, 91.8700464 24.8973007)",,Aided School Road,,
644290682,tertiary,True,False,12.266000000000002,"LINESTRING (91.8712247 24.897957, 91.8712146 24.8979776, 91.8712126 24.8979977, 91.871217 24.8980174, 91.8712267 24.8980293, 91.871242 24.8980366, 91.8712594 24.8980429)",,,,roundabout
51194763,tertiary,False,False,159.068,"LINESTRING (91.8713266 24.8979834, 91.8714081 24.897907, 91.8714255 24.8978754, 91.8714443 24.8978341, 91.8714604 24.8977453, 91.8714383 24.8976352, 91.8712592 24.8971419, 91.8711948 24.8968852, 91.8711613 24.8966273)",,Hawapara Road,,
644290682,tertiary,True,False,13.365,"LINESTRING (91.8713266 24.8979834, 91.8713135 24.8979545, 91.8712971 24.8979438, 91.871277 24.8979396, 91.8712538 24.8979411, 91.8712247 24.897957)",,,,roundabout
644290683,residential,False,False,64.996,"LINESTRING (91.8713266 24.8979834, 91.8713752 24.8979862, 91.8715194 24.8979593, 91.8715851 24.8979192, 91.8716347 24.8978742, 91.8717192 24.8976139)",,,,
644290681,tertiary,False,True,27.511000000000003,"LINESTRING (91.8712594 24.8980429, 91.8712391 24.8981339, 91.8711878 24.8982813)",,Hawapara Road,,
644290682,tertiary,True,False,10.712,"LINESTRING (91.8712594 24.8980429, 91.8712777 24.8980418, 91.8712944 24.8980375, 91.8713105 24.8980241, 91.8713216 24.8980089, 91.8713266 24.8979834)",,,,roundabout
24386307,secondary,False,False,110.155,"LINESTRING (91.8734696 24.8969144, 91.8733871 24.8964504, 91.8732771 24.8959394)",,,4,
644290698,residential,False,True,126.69399999999999,"LINESTRING (91.8734696 24.8969144, 91.8733688 24.8969411, 91.8731381 24.8969728, 91.8728095 24.8970141, 91.8725748 24.8970384, 91.8724273 24.8970093, 91.8722288 24.8969983)",,,,
644290698,residential,False,False,126.694,"LINESTRING (91.8722288 24.8969983, 91.8724273 24.8970093, 91.8725748 24.8970384, 91.8728095 24.8970141, 91.8731381 24.8969728, 91.8733688 24.8969411, 91.8734696 24.8969144)",,,,
644290698,residential,False,True,17.917,"LINESTRING (91.8722288 24.8969983, 91.8721537 24.8969156, 91.8721189 24.8968718)",,,,
644706536,residential,False,True,82.622,"LINESTRING (91.8722288 24.8969983, 91.8722154 24.8970251, 91.8722007 24.8970725, 91.8721926 24.8972453, 91.8721873 24.8974338, 91.8721779 24.8975932, 91.8721631 24.8976589, 91.8721108 24.8977185)",,,,
533838059,residential,False,False,41.586999999999996,"LINESTRING (91.8721108 24.8977185, 91.8720344 24.8976978, 91.8719526 24.8976723, 91.8718198 24.8976187, 91.8717192 24.8976139)",,,,
644706536,residential,False,False,82.622,"LINESTRING (91.8721108 24.8977185, 91.8721631 24.8976589, 91.8721779 24.8975932, 91.8721873 24.8974338, 91.8721926 24.8972453, 91.8722007 24.8970725, 91.8722154 24.8970251, 91.8722288 24.8969983)",,,,
644290704,residential,False,True,73.318,"LINESTRING (91.8704358 24.9005614, 91.8704599 24.8999024)",,,,
644290706,residential,False,False,141.46699999999998,"LINESTRING (91.8704358 24.9005614, 91.870712 24.9005626, 91.8716884 24.9006891, 91.871825 24.9007174)",,,,
644290706,residential,False,True,118.89699999999999,"LINESTRING (91.8704358 24.9005614, 91.8701367 24.9005285, 91.8699503 24.9005212, 91.8697518 24.9005382, 91.8694192 24.9006258, 91.8693854 24.9006401, 91.8692868 24.90068)",,,,
644290704,residential,False,False,73.318,"LINESTRING (91.8704599 24.8999024, 91.8704358 24.9005614)",,,,
644290704,residential,False,True,101.72999999999999,"LINESTRING (91.8704599 24.8999024, 91.8703181 24.8998834, 91.8703168 24.8998824, 91.8703156 24.8998807, 91.8703151 24.8998789, 91.8703043 24.8994872, 91.8702764 24.8991004)",,,,
644302350,residential,False,False,117.56799999999998,"LINESTRING (91.8704599 24.8999024, 91.8704848 24.8998126, 91.8705954 24.8996916, 91.8706155 24.8996855, 91.8707737 24.8996794, 91.8708435 24.8996624, 91.8708529 24.8996551, 91.8708562 24.8996469, 91.8708542 24.8996113, 91.8708408 24.8995152, 91.8708059 24.899281, 91.8707977 24.8990908)",,,,
644710869,residential,False,True,177.554,"LINESTRING (91.8704599 24.8999024, 91.8705069 24.8999081, 91.87094 24.8999142, 91.8713531 24.8998716, 91.8714805 24.8998521, 91.8715123 24.8998452, 91.8715288 24.8998351, 91.8715365 24.899823, 91.8715549 24.8997469, 91.8716247 24.8994707, 91.871683 24.8992329)",,,,
398431807,primary,False,False,52.648999999999994,"LINESTRING (91.8702764 24.8991004, 91.870444 24.8990882, 91.870744 24.899087, 91.8707977 24.8990908)",R249,,,
398431807,primary,False,True,149.31199999999998,"LINESTRING (91.8702764 24.8991004, 91.8701917 24.8991066, 91.8697052 24.8992165, 91.869394 24.899271, 91.8688202 24.899327)",R249,,,
644290704,residential,False,False,101.72999999999999,"LINESTRING (91.8702764 24.8991004, 91.8703043 24.8994872, 91.8703151 24.8998789, 91.8703156 24.8998807, 91.8703168 24.8998824, 91.8703181 24.8998834, 91.8704599 24.8999024)",,,,
644290706,residential,False,False,36.92,"LINESTRING (91.871825 24.9007174, 91.8721819 24.9007912)",,,,
533838058,residential,False,True,130.686,"LINESTRING (91.871825 24.9007174, 91.8720907 24.9001344, 91.8722597 24.8997268, 91.8722866 24.8996206)",,,,
644290706,residential,False,True,141.46699999999998,"LINESTRING (91.871825 24.9007174, 91.8716884 24.9006891, 91.870712 24.9005626, 91.8704358 24.9005614)",,,,
533838058,residential,False,True,36.221,"LINESTRING (91.8722866 24.8996206, 91.8723927 24.8993094)",,,,
644290705,residential,False,False,18.808,"LINESTRING (91.8722866 24.8996206, 91.872473 24.8996157)",,,,
533838058,residential,False,False,130.686,"LINESTRING (91.8722866 24.8996206, 91.8722597 24.8997268, 91.8720907 24.9001344, 91.871825 24.9007174)",,,,
644290706,residential,False,True,36.92,"LINESTRING (91.8721819 24.9007912, 91.871825 24.9007174)",,,,
644302353,residential,False,True,134.82,"LINESTRING (91.8721819 24.9007912, 91.8722651 24.9005979, 91.8724072 24.900183, 91.8724528 24.8998284, 91.872473 24.8996157)",,,,
644290706,residential,False,True,7.585,"LINESTRING (91.8692868 24.90068, 91.8692148 24.9006997)",,,,
644290696,secondary,True,False,157.839,"LINESTRING (91.8692868 24.90068, 91.8690089 24.8997898, 91.8689285 24.8995511, 91.8688202 24.899327)",Z2809,Hazrat Shah Jalal Road,,
644290706,residential,False,False,118.897,"LINESTRING (91.8692868 24.90068, 91.8693854 24.9006401, 91.8694192 24.9006258, 91.8697518 24.9005382, 91.8699503 24.9005212, 91.8701367 24.9005285, 91.8704358 24.9005614)",,,,
644290696,secondary,True,False,149.98,"LINESTRING (91.8697347 24.9033457, 91.8697301 24.903277, 91.8697138 24.9027297, 91.8696888 24.902358, 91.8696256 24.9020025)",Z2809,Hazrat Shah Jalal Road,,
708628365,residential,False,True,128.52300000000002,"LINESTRING (91.8697347 24.9033457, 91.870067 24.9032885, 91.8705457 24.9031949, 91.8709896 24.9031522)",,,,
644290710,residential,False,True,63.004999999999995,"LINESTRING (91.868294 24.90369, 91.868239 24.903634, 91.8682028 24.9036048, 91.8681492 24.9035659, 91.8680111 24.903527, 91.8678635 24.9034491, 91.8677616 24.9034126)",,,,
644339208,residential,False,True,208.917,"LINESTRING (91.868294 24.90369, 91.8682672 24.903454, 91.8685488 24.903443, 91.8685301 24.9031304, 91.8684643 24.9031353, 91.8684563 24.9030136, 91.8684319 24.902573, 91.868361 24.9021277)",,,,
410344455,residential,False,True,86.28099999999999,"LINESTRING (91.8677616 24.9034126, 91.8677911 24.9033907, 91.8678729 24.9032545, 91.8678769 24.9030282, 91.8678729 24.90292, 91.8678555 24.9028032, 91.8678571 24.9026694)",,,,
644290710,residential,False,False,63.005,"LINESTRING (91.8677616 24.9034126, 91.8678635 24.9034491, 91.8680111 24.903527, 91.8681492 24.9035659, 91.8682028 24.9036048, 91.868239 24.903634, 91.868294 24.90369)",,,,
398431807,primary,False,False,32.62,"LINESTRING (91.8707977 24.8990908, 91.8711194 24.8990606)",R249,,,
398431807,primary,False,True,52.649,"LINESTRING (91.8707977 24.8990908, 91.870744 24.899087, 91.870444 24.8990882, 91.8702764 24.8991004)",R249,,,
644302350,residential,False,True,117.56800000000001,"LINESTRING (91.8707977 24.8990908, 91.8708059 24.899281, 91.8708408 24.8995152, 91.8708542 24.8996113, 91.8708562 24.8996469, 91.8708529 24.8996551, 91.8708435 24.8996624, 91.8707737 24.8996794, 91.8706155 24.8996855, 91.8705954 24.8996916, 91.8704848 24.8998126, 91.8704599 24.8999024)",,,,
644290705,residential,False,True,18.808,"LINESTRING (91.872473 24.8996157, 91.8722866 24.8996206)",,,,
1125768266,residential,False,True,33.59,"LINESTRING (91.872473 24.8996157, 91.8724937 24.8993142)",,,,
644302353,residential,False,False,134.82000000000002,"LINESTRING (91.872473 24.8996157, 91.8724528 24.8998284, 91.8724072 24.900183, 91.8722651 24.9005979, 91.8721819 24.9007912)",,,,
537098460,residential,False,False,48.125,"LINESTRING (91.868361 24.9021277, 91.8681268 24.9021341, 91.8678841 24.9021421)",,East Dorgah Gate,,
537098460,residential,False,True,122.756,"LINESTRING (91.868361 24.9021277, 91.8688323 24.9020802, 91.8692875 24.9020341, 91.8695709 24.9020076)",,East Dorgah Gate,,
644339208,residential,False,False,208.917,"LINESTRING (91.868361 24.9021277, 91.8684319 24.902573, 91.8684563 24.9030136, 91.8684643 24.9031353, 91.8685301 24.9031304, 91.8685488 24.903443, 91.8682672 24.903454, 91.868294 24.90369)",,,,
644339191,residential,False,False,8.033,"LINESTRING (91.8683121 24.8965984, 91.8683917 24.8966009)",,Kazi Elias Rd,,
644339191,residential,False,True,65.735,"LINESTRING (91.8683121 24.8965984, 91.8679359 24.8965938, 91.867714 24.896554, 91.8676872 24.8965616, 91.8676739 24.8965766)",,Kazi Elias Rd,,
1108459968,secondary,True,False,165.919,"LINESTRING (91.8683121 24.8965984, 91.868312 24.8965993, 91.8682955 24.8968978, 91.8682875 24.897299, 91.8683188 24.8978385, 91.8683557 24.8980871)",Z2809,Hazrat Shah Jalal Road,,
1224667761,residential,False,True,16.79,"LINESTRING (91.8676739 24.8965766, 91.8675075 24.8965808)",,,,
644339191,residential,False,False,65.735,"LINESTRING (91.8676739 24.8965766, 91.8676872 24.8965616, 91.867714 24.896554, 91.8679359 24.8965938, 91.8683121 24.8965984)",,Kazi Elias Rd,,
644339191,residential,False,True,232.654,"LINESTRING (91.8676739 24.8965766, 91.8676636 24.8966209, 91.8676515 24.8966966, 91.867645 24.8968317, 91.867602 24.8969205, 91.8675779 24.8969545, 91.8675484 24.8969679, 91.8673781 24.8969923, 91.8672582 24.8970083, 91.8671393 24.8970397, 91.8670874 24.8970573, 91.8670796 24.8970659, 91.8670665 24.8971412, 91.867081 24.8972732, 91.8670957 24.8974101, 91.8670947 24.8974323, 91.8670937 24.8974363, 91.8670909 24.8974401, 91.8670857 24.897442, 91.8669516 24.8974703, 91.8666431 24.8975093, 91.8661761 24.8976211)",,Kazi Elias Rd,,
644339191,residential,False,True,8.033,"LINESTRING (91.8683917 24.8966009, 91.8683121 24.8965984)",,Kazi Elias Rd,,
61313870,secondary,True,False,101.007,"LINESTRING (91.8683917 24.8966009, 91.8684608 24.8959862, 91.8684982 24.8956977)",Z2809,Hazrat Shah Jalal Road,,
398431807,primary,False,True,59.986,"LINESTRING (91.871683 24.8992329, 91.8711194 24.8990606)",R249,,,
398431807,primary,False,False,72.18599999999999,"LINESTRING (91.871683 24.8992329, 91.8718 24.8992585, 91.8723927 24.8993094)",R249,,,
644710869,residential,False,False,177.554,"LINESTRING (91.871683 24.8992329, 91.8716247 24.8994707, 91.8715549 24.8997469, 91.8715365 24.899823, 91.8715288 24.8998351, 91.8715123 24.8998452, 91.8714805 24.8998521, 91.8713531 24.8998716, 91.87094 24.8999142, 91.8705069 24.8999081, 91.8704599 24.8999024)",,,,
644717721,unclassified,False,True,118.318,"LINESTRING (91.8649259 24.8991261, 91.8649144 24.8988802, 91.8648956 24.8985737, 91.8647803 24.8982598, 91.8646569 24.8981187)",,Sharaspur Road,,
644717721,unclassified,False,False,118.318,"LINESTRING (91.8646569 24.8981187, 91.8647803 24.8982598, 91.8648956 24.8985737, 91.8649144 24.8988802, 91.8649259 24.8991261)",,Sharaspur Road,,
644717721,unclassified,False,True,92.935,"LINESTRING (91.8646569 24.8981187, 91.8644048 24.8978791, 91.8642693 24.8977161, 91.8641258 24.8975823, 91.8640225 24.8975178)",,Sharaspur Road,,
644807785,residential,False,False,71.87,"LINESTRING (91.8646569 24.8981187, 91.8648568 24.8981661, 91.8650821 24.898227, 91.8653349 24.8983152)",,,,
644717722,residential,False,False,70.943,"LINESTRING (91.8653349 24.8983152, 91.8653181 24.8983261, 91.8652665 24.8983681, 91.8652249 24.8984246, 91.8652021 24.8984776, 91.8651807 24.8985773, 91.8651753 24.8986539, 91.8651887 24.8987488, 91.8652222 24.898834, 91.8652631 24.8988899)",,,,
644717722,residential,False,True,70.13300000000001,"LINESTRING (91.8653349 24.8983152, 91.8653503 24.8983292, 91.8653691 24.8983559, 91.8653879 24.8983906, 91.8653986 24.8984228, 91.8654133 24.8984745, 91.8654207 24.8985238, 91.865418 24.8986047, 91.8654026 24.8986673, 91.865351 24.8987829, 91.8653121 24.8988407, 91.8652631 24.8988899)",,,,
644717724,residential,False,True,211.485,"LINESTRING (91.8653349 24.8983152, 91.8652511 24.8981297, 91.865243 24.8979448, 91.8652403 24.8978085, 91.8652269 24.8977574, 91.8651545 24.8976917, 91.8651464 24.897656, 91.8651813 24.897446, 91.8652242 24.8973098, 91.8653369 24.897182, 91.8654107 24.8970397, 91.8654455 24.8969338, 91.8654811 24.896884, 91.8655537 24.8968797, 91.8658702 24.8968938)",,,,
644807785,residential,False,True,71.87,"LINESTRING (91.8653349 24.8983152, 91.8650821 24.898227, 91.8648568 24.8981661, 91.8646569 24.8981187)",,,,
644717722,residential,False,False,70.133,"LINESTRING (91.8652631 24.8988899, 91.8653121 24.8988407, 91.865351 24.8987829, 91.8654026 24.8986673, 91.865418 24.8986047, 91.8654207 24.8985238, 91.8654133 24.8984745, 91.8653986 24.8984228, 91.8653879 24.8983906, 91.8653691 24.8983559, 91.8653503 24.8983292, 91.8653349 24.8983152)",,,,
644717722,residential,False,True,70.943,"LINESTRING (91.8652631 24.8988899, 91.8652222 24.898834, 91.8651887 24.8987488, 91.8651753 24.8986539, 91.8651807 24.8985773, 91.8652021 24.8984776, 91.8652249 24.8984246, 91.8652665 24.8983681, 91.8653181 24.8983261, 91.8653349 24.8983152)",,,,
644717723,residential,False,True,28.747,"LINESTRING (91.8652631 24.8988899, 91.8652283 24.8991284, 91.8652268 24.8991463)",,,,
509091333,unclassified,False,False,87.284,"LINESTRING (91.8661761 24.8976211, 91.8659798 24.8972329, 91.86588 24.8970202, 91.8658702 24.8968938)",,Doriya para Road,,
509091333,unclassified,False,True,194.73199999999997,"LINESTRING (91.8661761 24.8976211, 91.8664017 24.8981272, 91.8665144 24.8983413, 91.8665573 24.8984484, 91.8665823 24.8985538, 91.8664574 24.8992915)",,Doriya para Road,,
644339191,residential,False,False,232.65400000000002,"LINESTRING (91.8661761 24.8976211, 91.8666431 24.8975093, 91.8669516 24.8974703, 91.8670857 24.897442, 91.8670909 24.8974401, 91.8670937 24.8974363, 91.8670947 24.8974323, 91.8670957 24.8974101, 91.867081 24.8972732, 91.8670665 24.8971412, 91.8670796 24.8970659, 91.8670874 24.8970573, 91.8671393 24.8970397, 91.8672582 24.8970083, 91.8673781 24.8969923, 91.8675484 24.8969679, 91.8675779 24.8969545, 91.867602 24.8969205, 91.867645 24.8968317, 91.8676515 24.8966966, 91.8676636 24.8966209, 91.8676739 24.8965766)",,Kazi Elias Rd,,
354424188,residential,False,False,110.82,"LINESTRING (91.8657568 24.9002519, 91.8656785 24.8997879, 91.865648 24.8992614)",,Dorgah Moholla Road,,
"[845550024, 354424188]",residential,False,"[False, True]",273.255,"LINESTRING (91.8657568 24.9002519, 91.8657657 24.9003187, 91.8658286 24.9008163, 91.8658824 24.9011465, 91.8659167 24.9014554, 91.8659324 24.9016627, 91.8659501 24.9018689, 91.8659456 24.9018862, 91.8659356 24.9019018, 91.8659199 24.9019122, 91.865869 24.9019217, 91.8658165 24.901929, 91.8650686 24.901996)",,"['Dorgah Moholla Road', 'Dorgah Mohollah Road']",,
644780519,residential,False,True,112.678,"LINESTRING (91.8657568 24.9002519, 91.865298 24.9003047, 91.8646462 24.9003606)",,,,
644780519,residential,False,False,112.678,"LINESTRING (91.8646462 24.9003606, 91.865298 24.9003047, 91.8657568 24.9002519)",,,,
644780519,residential,False,True,188.91500000000002,"LINESTRING (91.8646462 24.9003606, 91.8646248 24.9007723, 91.8645051 24.9010956, 91.8645103 24.9014117, 91.8644531 24.9017043, 91.8645513 24.9020246)",,,,
1107198631,residential,False,False,131.544,"LINESTRING (91.8646462 24.9003606, 91.864643 24.9001235, 91.8647054 24.8998569, 91.86476 24.8994133, 91.8647669 24.8991864)",,,,
509091333,unclassified,False,False,47.98,"LINESTRING (91.8658702 24.8968938, 91.8658212 24.8964646)",,Doriya para Road,,
509091333,unclassified,False,True,87.28399999999999,"LINESTRING (91.8658702 24.8968938, 91.86588 24.8970202, 91.8659798 24.8972329, 91.8661761 24.8976211)",,Doriya para Road,,
644717724,residential,False,False,211.485,"LINESTRING (91.8658702 24.8968938, 91.8655537 24.8968797, 91.8654811 24.896884, 91.8654455 24.8969338, 91.8654107 24.8970397, 91.8653369 24.897182, 91.8652242 24.8973098, 91.8651813 24.897446, 91.8651464 24.897656, 91.8651545 24.8976917, 91.8652269 24.8977574, 91.8652403 24.8978085, 91.865243 24.8979448, 91.8652511 24.8981297, 91.8653349 24.8983152)",,,,
644717721,unclassified,False,False,92.935,"LINESTRING (91.8640225 24.8975178, 91.8641258 24.8975823, 91.8642693 24.8977161, 91.8644048 24.8978791, 91.8646569 24.8981187)",,Sharaspur Road,,
592883496,residential,False,False,191.61599999999999,"LINESTRING (91.865524 24.9034238, 91.8655712 24.9030389, 91.8655568 24.9029978, 91.8655311 24.9029747, 91.8655017 24.9029641, 91.8652522 24.9029682, 91.8652059 24.902941, 91.8651826 24.9028867, 91.8650686 24.901996)",,Payra,,
645169008,residential,False,True,103.071,"LINESTRING (91.865524 24.9034238, 91.8654817 24.9034284, 91.8653302 24.9034467, 91.8649507 24.9035087, 91.8647562 24.9035598, 91.8646154 24.9035975, 91.8645738 24.9036279, 91.8645671 24.903662)",,,,
645510134,residential,False,False,292.929,"LINESTRING (91.865524 24.9034238, 91.8665276 24.9033724, 91.8665265 24.903263, 91.8665185 24.9030526, 91.8665265 24.9029492, 91.8665264 24.9029041, 91.8665305 24.9028762, 91.8665895 24.9028482, 91.8668725 24.9028105, 91.8672399 24.9027545, 91.8674404 24.9027053, 91.8678571 24.9026694)",,,,
