osmid,lanes,highway,maxspeed,oneway,reversed,length,geometry,ref,name,bridge,width
"[705565426, 705565429]",,residential,,False,False,142.34300000000002,"LINESTRING (80.664907 6.941523, 80.6648866 6.9414158, 80.6648313 6.9413819, 80.6647525 6.9413756, 80.6646887 6.941401, 80.6646588 6.9414559, 80.6647014 6.9415743, 80.6646887 6.9416947, 80.6646099 6.9419906, 80.664811 6.9422714)",,,,
705565429,,residential,,False,True,73.404,"LINESTRING (80.664907 6.941523, 80.6649548 6.9417602, 80.664893 6.9420709, 80.6649015 6.9421237, 80.6649174 6.9421691)",,,,
705565430,,unclassified,,False,True,23.674,"LINESTRING (80.6653432 6.9411443, 80.6653547 6.9413569)",,,,
"[705565425, 705565427]",,residential,,False,True,143.386,"LINESTRING (80.6653432 6.9411443, 80.6651975 6.9411136, 80.6649228 6.9409234, 80.6648526 6.9409382, 80.6647994 6.9409783, 80.6647461 6.9410121, 80.6647121 6.9410523, 80.6646929 6.9411495, 80.6648206 6.9411791, 80.6650974 6.9413566)",,,,
705565430,,unclassified,,False,False,119.06,"LINESTRING (80.6653432 6.9411443, 80.6652925 6.9410302, 80.665279 6.940891, 80.6653196 6.9402838, 80.6652824 6.9401882, 80.6652178 6.9401179)",,,,
705565430,,unclassified,,False,False,20.008,"LINESTRING (80.6653584 6.9415368, 80.6653547 6.9413569)",,,,
705565430,,unclassified,,False,True,91.923,"LINESTRING (80.6653584 6.9415368, 80.665257 6.9416827, 80.6651624 6.9420266, 80.6650847 6.9421171, 80.6649174 6.9421691)",,,,
1231287569,,unclassified,,False,False,67.563,"LINESTRING (80.6653584 6.9415368, 80.6653665 6.9416243, 80.6653326 6.9417314, 80.6653511 6.9418048, 80.6653819 6.9418354, 80.6654127 6.9419271, 80.6654435 6.9419883, 80.6654785 6.9421068)",,jeep road,,
705565429,,residential,,False,False,73.404,"LINESTRING (80.6649174 6.9421691, 80.6649015 6.9421237, 80.664893 6.9420709, 80.6649548 6.9417602, 80.664907 6.941523)",,,,
705565430,,unclassified,,False,False,91.923,"LINESTRING (80.6649174 6.9421691, 80.6650847 6.9421171, 80.6651624 6.9420266, 80.665257 6.9416827, 80.6653584 6.9415368)",,,,
705565430,,unclassified,,False,True,17.022,"LINESTRING (80.6649174 6.9421691, 80.6648431 6.9422111, 80.664811 6.9422714)",,,,
"[705565426, 705565429]",,residential,,False,True,142.343,"LINESTRING (80.664811 6.9422714, 80.6646099 6.9419906, 80.6646887 6.9416947, 80.6647014 6.9415743, 80.6646588 6.9414559, 80.6646887 6.941401, 80.6647525 6.9413756, 80.6648313 6.9413819, 80.6648866 6.9414158, 80.664907 6.941523)",,,,
705565430,,unclassified,,False,False,17.022,"LINESTRING (80.664811 6.9422714, 80.6648431 6.9422111, 80.6649174 6.9421691)",,,,
"[705565424, 705565430]",,unclassified,,False,True,128.952,"LINESTRING (80.664811 6.9422714, 80.6647637 6.942414, 80.6647704 6.9424526, 80.6648971 6.9425599, 80.6649563 6.9425801, 80.6650222 6.9425499, 80.6651144 6.9424417, 80.6653018 6.942167, 80.6653529 6.9421153, 80.6654785 6.9421068)",,,,
"[705565424, 705565430]",,unclassified,,False,False,128.952,"LINESTRING (80.6654785 6.9421068, 80.6653529 6.9421153, 80.6653018 6.942167, 80.6651144 6.9424417, 80.6650222 6.9425499, 80.6649563 6.9425801, 80.6648971 6.9425599, 80.6647704 6.9424526, 80.6647637 6.942414, 80.664811 6.9422714)",,,,
1231287569,,unclassified,,False,True,67.563,"LINESTRING (80.6654785 6.9421068, 80.6654435 6.9419883, 80.6654127 6.9419271, 80.6653819 6.9418354, 80.6653511 6.9418048, 80.6653326 6.9417314, 80.6653665 6.9416243, 80.6653584 6.9415368)",,jeep road,,
572191625,2,trunk,50,False,False,112.83699999999999,"LINESTRING (80.6613535 6.9369854, 80.6613073 6.9372304, 80.6612952 6.9374247, 80.6613086 6.9375725, 80.6613729 6.9379901)",AA007,Avissawella - Hatton - Nuwara Eliya Road,,
572191625,2,trunk,50,False,True,117.19200000000001,"LINESTRING (80.6613535 6.9369854, 80.6613985 6.9367471, 80.6614025 6.9366313, 80.6613944 6.9365328, 80.6613502 6.9362039, 80.6613202 6.9359406)",AA007,Avissawella - Hatton - Nuwara Eliya Road,,
1065297625,,residential,,False,False,104.36699999999999,"LINESTRING (80.6613535 6.9369854, 80.6614356 6.936994, 80.6615572 6.9370074, 80.6616738 6.9370309, 80.6617837 6.9370427, 80.6618783 6.9370427, 80.6620016 6.937041, 80.6620878 6.9370477, 80.6621892 6.937088, 80.6622754 6.9371332)",,,,
1065297625,,residential,,False,True,104.367,"LINESTRING (80.6622754 6.9371332, 80.6621892 6.937088, 80.6620878 6.9370477, 80.6620016 6.937041, 80.6618783 6.9370427, 80.6617837 6.9370427, 80.6616738 6.9370309, 80.6615572 6.9370074, 80.6614356 6.936994, 80.6613535 6.9369854)",,,,
