osmid,highway,maxspeed,oneway,reversed,length,ref,name,geometry,bridge
695741612,residential,30,False,False,109.591,,,"LINESTRING (79.8629078 7.4159969, 79.8632257 7.4150631)",
174069977,residential,30,False,True,57.562,,,"LINESTRING (79.8629078 7.4159969, 79.862984 7.4161563, 79.8631221 7.4162454, 79.8632968 7.4162858)",
695741612,residential,30,False,True,109.591,,,"LINESTRING (79.8632257 7.4150631, 79.8629078 7.4159969)",
598337350,residential,,False,True,102.48400000000001,,,"LINESTRING (79.8632257 7.4150631, 79.863312 7.4146243, 79.8633989 7.4141576)",
695741613,residential,30,False,False,159.178,,,"LINESTRING (79.8632257 7.4150631, 79.8622047 7.4147771, 79.8618351 7.4146789)",
174069981,residential,30,False,False,9.703,,,"LINESTRING (79.8628777 7.4159149, 79.8629078 7.4159969)",
174069981,residential,30,False,True,163.699,,,"LINESTRING (79.8628777 7.4159149, 79.8628257 7.4158291, 79.8627721 7.4157666, 79.862709 7.4157161, 79.8625657 7.4156559, 79.862033 7.4154926, 79.8615468 7.4153514)",
174069973,residential,30,False,False,86.458,,,"LINESTRING (79.8633989 7.4141576, 79.8641398 7.4144121)",
174069973,residential,30,False,True,68.225,,,"LINESTRING (79.8633989 7.4141576, 79.8628073 7.4139779)",
598337350,residential,,False,False,102.48400000000001,,,"LINESTRING (79.8633989 7.4141576, 79.863312 7.4146243, 79.8632257 7.4150631)",
303102305,secondary,50,False,False,25.594,B272,Marawila-Udubeddawa Road,"LINESTRING (79.8613101 7.4099065, 79.8615405 7.4098786)",
597317615,residential,30,False,True,485.5110000000001,,,"LINESTRING (79.8613101 7.4099065, 79.8613626 7.4104454, 79.8614399 7.4111176, 79.861446 7.4119324, 79.8613588 7.4125628, 79.861321 7.4126586, 79.8613156 7.4128049, 79.8613038 7.4130814, 79.8614231 7.4137012, 79.8615956 7.4142136)",
695741613,residential,30,False,True,159.178,,,"LINESTRING (79.8618351 7.4146789, 79.8622047 7.4147771, 79.8632257 7.4150631)",
174069981,residential,30,False,False,67.37,,,"LINESTRING (79.86095 7.4152216, 79.8615468 7.4153514)",
174069981,residential,30,False,True,86.748,,,"LINESTRING (79.86095 7.4152216, 79.8609643 7.4150299, 79.8609629 7.4149434, 79.8609509 7.4148636, 79.8609326 7.4147774, 79.8608669 7.4144512)",
303102305,secondary,50,False,True,65.292,B272,Marawila-Udubeddawa Road,"LINESTRING (79.8621886 7.4098245, 79.8615987 7.4098754)",
"[174069979, 303102308, 303102307]",residential,30,False,False,273.442,,,"LINESTRING (79.8621886 7.4098245, 79.8622321 7.4107684, 79.8622274 7.4107908, 79.8622082 7.4108006, 79.8617569 7.4108603, 79.8617365 7.4108543, 79.8617242 7.4108402, 79.8615405 7.4098786)",
303102305,secondary,50,False,False,98.394,B272,Marawila-Udubeddawa Road,"LINESTRING (79.8621886 7.4098245, 79.8629466 7.4098084, 79.8630807 7.4098124)",
174069973,residential,30,False,True,86.458,,,"LINESTRING (79.8641398 7.4144121, 79.8633989 7.4141576)",
48598816,secondary,50,False,False,165.409,B419,Thoppuwa-Nattandiya-Madampe Road,"LINESTRING (79.8641398 7.4144121, 79.8644983 7.4136305, 79.8647617 7.4130584)",
48598816,secondary,50,False,True,228.156,B419,Thoppuwa-Nattandiya-Madampe Road,"LINESTRING (79.8641398 7.4144121, 79.8638538 7.4150752, 79.8632968 7.4162858)",
303102305,secondary,50,False,False,6.427,B272,Marawila-Udubeddawa Road,"LINESTRING (79.8615405 7.4098786, 79.8615987 7.4098754)",
303102305,secondary,50,False,True,25.594,B272,Marawila-Udubeddawa Road,"LINESTRING (79.8615405 7.4098786, 79.8613101 7.4099065)",
"[303102307, 303102308, 174069979]",residential,30,False,True,273.442,,,"LINESTRING (79.8615405 7.4098786, 79.8617242 7.4108402, 79.8617365 7.4108543, 79.8617569 7.4108603, 79.8622082 7.4108006, 79.8622274 7.4107908, 79.8622321 7.4107684, 79.8621886 7.4098245)",
174069983,residential,30,False,False,210.206,,,"LINESTRING (79.8629822 7.4117003, 79.8630807 7.4098124)",
48598816,secondary,50,False,False,228.156,B419,Thoppuwa-Nattandiya-Madampe Road,"LINESTRING (79.8632968 7.4162858, 79.8638538 7.4150752, 79.8641398 7.4144121)",
174069977,residential,30,False,False,57.562,,,"LINESTRING (79.8632968 7.4162858, 79.8631221 7.4162454, 79.862984 7.4161563, 79.8629078 7.4159969)",
303102305,secondary,50,False,False,65.292,B272,Marawila-Udubeddawa Road,"LINESTRING (79.8615987 7.4098754, 79.8621886 7.4098245)",
303102305,secondary,50,False,True,6.427,B272,Marawila-Udubeddawa Road,"LINESTRING (79.8615987 7.4098754, 79.8615405 7.4098786)",
174069963,residential,30,False,False,383.599,,Ambagahawadiya Road,"LINESTRING (79.8650239 7.4088831, 79.8652365 7.4094317, 79.865603 7.4101286, 79.8659341 7.4108364, 79.8662176 7.4117077, 79.8663253 7.4120727)",
174069968,residential,30,False,False,245.681,,,"LINESTRING (79.8650239 7.4088831, 79.8651325 7.4088422, 79.865904 7.4087958, 79.866478 7.4087054, 79.8668084 7.4085953, 79.8671924 7.408455)",
174069981,residential,30,False,True,67.37,,,"LINESTRING (79.8615468 7.4153514, 79.86095 7.4152216)",
174069981,residential,30,False,False,163.69899999999998,,,"LINESTRING (79.8615468 7.4153514, 79.862033 7.4154926, 79.8625657 7.4156559, 79.862709 7.4157161, 79.8627721 7.4157666, 79.8628257 7.4158291, 79.8628777 7.4159149)",
597317615,residential,30,False,False,128.266,,,"LINESTRING (79.8615468 7.4153514, 79.8616656 7.4147306, 79.8615956 7.4142136)",
597317629,residential,,False,False,84.582,,,"LINESTRING (79.8608669 7.4144512, 79.8615956 7.4142136)",
174069981,residential,30,False,False,86.748,,,"LINESTRING (79.8608669 7.4144512, 79.8609326 7.4147774, 79.8609509 7.4148636, 79.8609629 7.4149434, 79.8609643 7.4150299, 79.86095 7.4152216)",
597317629,residential,,False,True,84.582,,,"LINESTRING (79.8615956 7.4142136, 79.8608669 7.4144512)",
597317615,residential,30,False,False,485.51099999999997,,,"LINESTRING (79.8615956 7.4142136, 79.8614231 7.4137012, 79.8613038 7.4130814, 79.8613156 7.4128049, 79.861321 7.4126586, 79.8613588 7.4125628, 79.861446 7.4119324, 79.8614399 7.4111176, 79.8613626 7.4104454, 79.8613101 7.4099065)",
597317615,residential,30,False,True,128.266,,,"LINESTRING (79.8615956 7.4142136, 79.8616656 7.4147306, 79.8615468 7.4153514)",
174069973,residential,30,False,False,68.225,,,"LINESTRING (79.8628073 7.4139779, 79.8633989 7.4141576)",
"[598339754, 598339755, 598339740]",residential,,False,"[False, True]",439.736,,,"LINESTRING (79.864964 7.416136, 79.8648346 7.4159755, 79.8649118 7.4150684, 79.864302 7.414895, 79.8645297 7.4143306, 79.864981 7.4133872, 79.8650706 7.4131752, 79.8647617 7.4130584)",yes
48598816,secondary,50,False,False,22.874,B419,Thoppuwa-Nattandiya-Madampe Road,"LINESTRING (79.8647617 7.4130584, 79.8648503 7.4128724)",
48598816,secondary,50,False,True,165.409,B419,Thoppuwa-Nattandiya-Madampe Road,"LINESTRING (79.8647617 7.4130584, 79.8644983 7.4136305, 79.8641398 7.4144121)",
"[598339754, 598339755, 598339740]",residential,,False,"[False, True]",439.736,,,"LINESTRING (79.8647617 7.4130584, 79.8650706 7.4131752, 79.864981 7.4133872, 79.8645297 7.4143306, 79.864302 7.414895, 79.8649118 7.4150684, 79.8648346 7.4159755, 79.864964 7.416136)",yes
600257336,residential,,False,True,141.188,,,"LINESTRING (79.8624308 7.4129215, 79.8626387 7.4124436, 79.8626766 7.4124103, 79.862726 7.4124204, 79.8630283 7.4125111, 79.8633578 7.4125887)",
48598816,secondary,50,False,True,22.874,B419,Thoppuwa-Nattandiya-Madampe Road,"LINESTRING (79.8648503 7.4128724, 79.8647617 7.4130584)",
48598816,secondary,50,False,False,134.904,B419,Thoppuwa-Nattandiya-Madampe Road,"LINESTRING (79.8648503 7.4128724, 79.8650343 7.4124306, 79.8653237 7.4117537)",
"[174050890, 600425908]",residential,30,False,"[False, True]",194.769,,,"LINESTRING (79.8648503 7.4128724, 79.8643998 7.4131314, 79.8643248 7.4131782, 79.8642848 7.4131838, 79.8642354 7.4131719, 79.8640836 7.4131185, 79.863997 7.4130832, 79.8638895 7.413011, 79.8635891 7.4127769, 79.8633578 7.4125887)",
174069968,residential,30,False,False,174.04000000000002,,,"LINESTRING (79.8671924 7.408455, 79.8673502 7.408457, 79.8676045 7.4084554, 79.8680873 7.4086309, 79.8686427 7.4089696)",
174069968,residential,30,False,True,245.68099999999998,,,"LINESTRING (79.8671924 7.408455, 79.8668084 7.4085953, 79.866478 7.4087054, 79.865904 7.4087958, 79.8651325 7.4088422, 79.8650239 7.4088831)",
174069968,residential,30,False,True,174.04000000000002,,,"LINESTRING (79.8686427 7.4089696, 79.8680873 7.4086309, 79.8676045 7.4084554, 79.8673502 7.408457, 79.8671924 7.408455)",
600823428,residential,,False,False,192.308,,,"LINESTRING (79.8686427 7.4089696, 79.8688383 7.4085848, 79.8690903 7.4080072, 79.8689788 7.4079335, 79.8692721 7.4074829)",
600823428,residential,,False,True,192.308,,,"LINESTRING (79.8692721 7.4074829, 79.8689788 7.4079335, 79.8690903 7.4080072, 79.8688383 7.4085848, 79.8686427 7.4089696)",
