osmid,lanes,name,highway,maxspeed,oneway,reversed,length,tunnel,geometry,ref,junction,width,access
532066120,2,Wahlackerstrasse,tertiary,40,False,False,204.618,,"LINESTRING (7.4515729 46.9979492, 7.4516113 46.9979204, 7.4516336 46.9979028, 7.4517585 46.997804, 7.4519705 46.9976195, 7.4520229 46.9975723, 7.4521694 46.9974402, 7.4523225 46.9972759, 7.4523996 46.9971942, 7.4524378 46.9971475, 7.4524682 46.9971044, 7.4525689 46.9969639, 7.452594 46.9969171, 7.4526108 46.9968723, 7.4526239 46.9968182, 7.452642 46.9967199, 7.452718 46.9963882, 7.4527269 46.9963355)",,,,
26376050,,Buchrainweg,residential,,False,True,131.101,,"LINESTRING (7.4510762 46.9970619, 7.4510894 46.9971494, 7.4510946 46.9972043, 7.4511237 46.9975216, 7.4511592 46.9979568, 7.4515729 46.9979492)",,,,
4726478,,Bernstrasse,primary,50,False,False,178.788,,"LINESTRING (7.4577321 46.9947069, 7.458133 46.9954984, 7.4581568 46.9955416, 7.4582274 46.9956701, 7.4583786 46.9959154, 7.4584993 46.9960951, 7.4585775 46.9962063)",1;6;12,,,
4726478,,Bernstrasse,primary,50,False,True,233.09500000000003,,"LINESTRING (7.4577321 46.9947069, 7.4577118 46.9946622, 7.4576866 46.9946027, 7.4575787 46.9943498, 7.4575128 46.994171, 7.4574546 46.9940131, 7.4573914 46.9938415, 7.4573112 46.9936318, 7.4572809 46.9935297, 7.4572033 46.9932688, 7.4571737 46.9931685, 7.4571083 46.9929474, 7.4570528 46.9927645, 7.4570305 46.9926674)",1;6;12,,,
27116561,,Schützenstrasse,residential,50,False,False,65.397,,"LINESTRING (7.4577321 46.9947069, 7.4581083 46.9946229, 7.4581748 46.9946056, 7.4585442 46.9945097)",,,,permit
"[27822905, 27820646]",2,Rüttistrasse,unclassified,30,False,"[False, True]",233.39,,"LINESTRING (7.4599111 46.99319, 7.4598122 46.9933205, 7.45963 46.9935607, 7.4596767 46.9935872, 7.4597139 46.9936254, 7.4597331 46.9936596, 7.4597446 46.9936968, 7.4597882 46.9940144, 7.459823 46.9944181, 7.4598467 46.9948942, 7.4598655 46.9950949, 7.4598724 46.9952136)",,,,
97196999,,Molkereistrasse,residential,30,False,False,78.907,,"LINESTRING (7.4599111 46.99319, 7.4596195 46.9930867, 7.4595981 46.9930791, 7.4591041 46.9929041, 7.4589847 46.9928673)",,,,
"[766066233, 766066234, 1053094523, 27820644]",,Wahlenallee,unclassified,"['30', '50']",False,True,156.92,,"LINESTRING (7.4599111 46.99319, 7.4600775 46.992977, 7.4600879 46.992964, 7.4602992 46.9926997, 7.4603419 46.9926464, 7.4604648 46.9924915, 7.4606613 46.9922333, 7.4608725 46.9919406)",,,,
"[766066233, 766066234, 1053094523, 27820644]",,Wahlenallee,unclassified,"['50', '30']",False,False,156.92,,"LINESTRING (7.4608725 46.9919406, 7.4606613 46.9922333, 7.4604648 46.9924915, 7.4603419 46.9926464, 7.4602992 46.9926997, 7.4600879 46.992964, 7.4600775 46.992977, 7.4599111 46.99319)",,,,
27116561,,Schützenstrasse,residential,50,False,True,65.39699999999999,,"LINESTRING (7.4585442 46.9945097, 7.4581748 46.9946056, 7.4581083 46.9946229, 7.4577321 46.9947069)",,,,permit
97197006,,Schützenstrasse,residential,30,False,False,189.11,,"LINESTRING (7.4585442 46.9945097, 7.4585005 46.9944337, 7.4584687 46.9943503, 7.4584547 46.9942864, 7.4584535 46.994217, 7.4584648 46.994135, 7.4584864 46.9940654, 7.4588454 46.9932022, 7.4589847 46.9928673)",,,,
97197006,,Schützenstrasse,residential,30,False,True,129.19899999999998,,"LINESTRING (7.4585442 46.9945097, 7.458587 46.9945649, 7.4586518 46.9946226, 7.4587187 46.99467, 7.4587838 46.994704, 7.4589773 46.9947878, 7.4592705 46.9948948, 7.459444 46.9949613, 7.459773 46.9951605, 7.4598724 46.9952136)",,,,
27116584,,Ritterfeldweg,residential,30,False,False,108.65900000000002,,"LINESTRING (7.4614544 46.9960129, 7.4614741 46.9959985, 7.4615531 46.9959634, 7.4618166 46.9958458, 7.4623383 46.9956167, 7.4623626 46.995606, 7.4623824 46.9955918, 7.4625364 46.9954591, 7.4625648 46.9954467, 7.4625944 46.9954344)",,,,
31262777,,Schützenstrasse,residential,30,False,False,13.649000000000001,,"LINESTRING (7.4614544 46.9960129, 7.4614422 46.996031, 7.4614384 46.996053, 7.4614548 46.9961329)",,,,
31262777,,Schützenstrasse,residential,30,False,True,13.649000000000001,,"LINESTRING (7.4614548 46.9961329, 7.4614384 46.996053, 7.4614422 46.996031, 7.4614544 46.9960129)",,,,
"[764425817, 37051329, 764425828, 25777911]","['1', '2']",Schützenstrasse,"['unclassified', 'tertiary']","['30', '50']",False,"[False, True]",100.477,yes,"LINESTRING (7.4614548 46.9961329, 7.4615236 46.9961568, 7.4616714 46.9962097, 7.4619984 46.9963243, 7.4620843 46.9963486, 7.4623941 46.9964619, 7.4626338 46.9965445)",,,,
"[1002356438, 232370111]",2,Kreuzstrasse,unclassified,30,False,True,163.674,,"LINESTRING (7.4614548 46.9961329, 7.461326 46.9961929, 7.4612725 46.996208, 7.4611797 46.996229, 7.461089 46.9962538, 7.461017 46.9962811, 7.4609475 46.9963172, 7.4608295 46.9963878, 7.4607469 46.9964387, 7.4607161 46.9964585, 7.4606617 46.9964933, 7.4605725 46.9965504, 7.4605479 46.9965661, 7.4601136 46.9968546, 7.4599155 46.9969707, 7.4597862 46.9970464)",,,,
364936915,,Rüttistrasse,residential,30,False,False,6.846,,"LINESTRING (7.4598724 46.9952136, 7.4598626 46.9952748)",,,,
"[27822905, 27820646]",2,Rüttistrasse,unclassified,30,False,"[False, True]",233.39,,"LINESTRING (7.4598724 46.9952136, 7.4598655 46.9950949, 7.4598467 46.9948942, 7.459823 46.9944181, 7.4597882 46.9940144, 7.4597446 46.9936968, 7.4597331 46.9936596, 7.4597139 46.9936254, 7.4596767 46.9935872, 7.45963 46.9935607, 7.4598122 46.9933205, 7.4599111 46.99319)",,,,
97197006,,Schützenstrasse,residential,30,False,False,129.199,,"LINESTRING (7.4598724 46.9952136, 7.459773 46.9951605, 7.459444 46.9949613, 7.4592705 46.9948948, 7.4589773 46.9947878, 7.4587838 46.994704, 7.4587187 46.99467, 7.4586518 46.9946226, 7.458587 46.9945649, 7.4585442 46.9945097)",,,,
364936915,,Rüttistrasse,residential,30,False,True,34.349000000000004,,"LINESTRING (7.459783 46.9955789, 7.4598045 46.995497, 7.4598626 46.9952748)",,,,
27820649,,Rüttistrasse,residential,30,False,True,99.65200000000002,,"LINESTRING (7.4597862 46.9970464, 7.459664 46.9969893, 7.4594946 46.99691, 7.4594504 46.9968893, 7.4594574 46.9968622, 7.4595324 46.9965715, 7.4596092 46.9962804)",,,,
"[143231137, 1002356437]",2,Kreuzstrasse,unclassified,30,False,True,29.635,,"LINESTRING (7.4597862 46.9970464, 7.4596858 46.9971057, 7.4595799 46.9971486, 7.4594633 46.9971947)",,,,
"[1002356438, 232370111]",2,Kreuzstrasse,unclassified,30,False,False,163.674,,"LINESTRING (7.4597862 46.9970464, 7.4599155 46.9969707, 7.4601136 46.9968546, 7.4605479 46.9965661, 7.4605725 46.9965504, 7.4606617 46.9964933, 7.4607161 46.9964585, 7.4607469 46.9964387, 7.4608295 46.9963878, 7.4609475 46.9963172, 7.461017 46.9962811, 7.461089 46.9962538, 7.4611797 46.996229, 7.4612725 46.996208, 7.461326 46.9961929, 7.4614548 46.9961329)",,,,
"[231914034, 28333438]",,"['Schmittestützli', 'Reichenbachstrasse']",residential,30,False,False,137.51399999999998,,"LINESTRING (7.4561126 46.9927853, 7.4561283 46.9927417, 7.4563376 46.9923725, 7.4563446 46.9923459, 7.4563436 46.9923188, 7.4563364 46.9922975, 7.4563203 46.9922771, 7.456298 46.99226, 7.4562632 46.9922408, 7.4560603 46.9921607, 7.4559473 46.9921035, 7.455564 46.9918918, 7.455506 46.9918595)",,,,
28333438,,Schmittestützli,residential,30,False,True,13.825,,"LINESTRING (7.4561126 46.9927853, 7.4561656 46.9928359, 7.4562185 46.9928865)",,,,
33190140,,Bellevuestrasse,residential,30,False,False,268.10200000000003,,"LINESTRING (7.4561126 46.9927853, 7.4560221 46.9927944, 7.4559474 46.9927922, 7.4558607 46.9927791, 7.4558226 46.9927678, 7.4545028 46.9921777, 7.4539641 46.9919457, 7.45377 46.9918648, 7.453185 46.9916064, 7.4530967 46.9915764)",,,,
28333438,,Schmittestützli,residential,30,False,False,13.825,,"LINESTRING (7.4562185 46.9928865, 7.4561656 46.9928359, 7.4561126 46.9927853)",,,,
"[1002284397, 363895175]",,Wahlackerstrasse,tertiary,40,False,False,59.75599999999999,,"LINESTRING (7.4562185 46.9928865, 7.456344 46.9928273, 7.4564738 46.992774, 7.4567687 46.992658, 7.4568931 46.9926094)",,,,
363895175,,Wahlackerstrasse,tertiary,40,False,True,80.12199999999999,,"LINESTRING (7.4562185 46.9928865, 7.456032 46.9929824, 7.4559738 46.9930059, 7.4556439 46.9931378, 7.4553222 46.9932663)",,,,
31262724,,,primary,50,True,False,16.368,,"LINESTRING (7.4592768 46.9972962, 7.4592615 46.9972812, 7.4592515 46.9972642, 7.4592473 46.997246, 7.4592493 46.9972276, 7.4592573 46.99721, 7.4592708 46.997194, 7.4592893 46.9971806, 7.4593117 46.9971703)",,roundabout,,
"[1002356432, 363895178, 1168492012, 733405445]","['2', '3']",Schulhausstrasse,tertiary,40,False,True,156.62099999999998,,"LINESTRING (7.4592768 46.9972962, 7.459162 46.9973581, 7.4590727 46.9974033, 7.4589986 46.9974365, 7.4589225 46.9974656, 7.4588631 46.9974837, 7.4588048 46.997498, 7.4587414 46.9975135, 7.4586123 46.9975393, 7.4585327 46.9975513, 7.4581906 46.997603, 7.4574441 46.9977157, 7.4573412 46.997734)",,,,
4726478,,Bernstrasse,primary,50,False,True,120.795,,"LINESTRING (7.4593117 46.9971703, 7.4592459 46.997089, 7.4591902 46.9970154, 7.4585775 46.9962063)",1;6;12,,,
1229033976,,,primary,50,True,False,12.822000000000001,,"LINESTRING (7.4593117 46.9971703, 7.4593436 46.9971627, 7.4593774 46.9971615, 7.4594103 46.9971668, 7.4594397 46.9971782, 7.4594633 46.9971947)",,roundabout,,
331475174,2,Bernstrasse,primary,50,False,False,202.99999999999997,,"LINESTRING (7.4594286 46.9973123, 7.4594971 46.9973969, 7.4595372 46.9974465, 7.4596336 46.9975656, 7.4598041 46.9977681, 7.459887 46.9978656, 7.4599614 46.9979518, 7.4602057 46.9982469, 7.46025 46.9983004, 7.4603096 46.9983724, 7.4603546 46.9984268, 7.4606004 46.9987237, 7.4607472 46.998901)",1;6;12,,,
1229033975,,,primary,50,True,False,12.626,,"LINESTRING (7.4594286 46.9973123, 7.4594033 46.9973201, 7.4593761 46.9973238, 7.4593484 46.9973231, 7.4593216 46.9973181, 7.4592973 46.9973089, 7.4592768 46.9972962)",,roundabout,,
"[32646392, 734936704, 768275143]",,Schäfereistrasse,residential,30,False,False,114.15899999999999,,"LINESTRING (7.4510875 46.9993517, 7.4511299 46.998873, 7.4511524 46.9986184, 7.451161 46.998504, 7.4511595 46.9984429, 7.4511544 46.9984174, 7.4511182 46.9983302)",,,,
"[995938491, 32676141]",2,Landgarbenstrasse,tertiary,40,False,True,20.459000000000003,,"LINESTRING (7.4511182 46.9983302, 7.4511883 46.9983128, 7.4512441 46.998299, 7.4513721 46.998268)",,,,
"[734936704, 32646392, 768275143]",,Schäfereistrasse,residential,30,False,True,114.15899999999999,,"LINESTRING (7.4511182 46.9983302, 7.4511544 46.9984174, 7.4511595 46.9984429, 7.451161 46.998504, 7.4511524 46.9986184, 7.4511299 46.998873, 7.4510875 46.9993517)",,,,
32646433,2,Schulhausstrasse,tertiary,40,False,False,65.434,,"LINESTRING (7.4565104 46.9978928, 7.4573412 46.997734)",,,,
102775054,2,Schulhausstrasse,tertiary,30,False,True,64.27000000000001,,"LINESTRING (7.4565104 46.9978928, 7.4563614 46.9979197, 7.4561374 46.9979666, 7.4560207 46.9979908, 7.4559776 46.9979997, 7.4556986 46.9980585)",,,,
"[1153337089, 1153337090, 141328455]",,Fellenbergstrasse,residential,30,False,False,468.127,,"LINESTRING (7.4565104 46.9978928, 7.4564913 46.9978467, 7.4563877 46.9976027, 7.4563058 46.9974065, 7.4562678 46.9973287, 7.4560933 46.9968878, 7.4558672 46.9963349, 7.4558538 46.996302, 7.455815 46.9962063, 7.4557899 46.9961356, 7.4557604 46.9960216, 7.4557481 46.9959361, 7.4557431 46.9958631, 7.4557458 46.9957846, 7.4557476 46.9957381, 7.4557801 46.9954915, 7.4558114 46.9953544, 7.4558348 46.9952742, 7.4558633 46.995228, 7.4558914 46.9952023, 7.4559268 46.995178, 7.4564587 46.9949576, 7.4565412 46.9950328, 7.4565583 46.9950547, 7.4565653 46.9950766, 7.4565645 46.9950991, 7.4565573 46.9951172, 7.4565336 46.9951599, 7.4565301 46.9951906, 7.4565381 46.9952666, 7.4565616 46.9954698, 7.4565844 46.9956545, 7.4566155 46.9959057)",,,,
"[1153337089, 1153337090, 141328455]",,Fellenbergstrasse,residential,30,False,True,468.127,,"LINESTRING (7.4566155 46.9959057, 7.4565844 46.9956545, 7.4565616 46.9954698, 7.4565381 46.9952666, 7.4565301 46.9951906, 7.4565336 46.9951599, 7.4565573 46.9951172, 7.4565645 46.9950991, 7.4565653 46.9950766, 7.4565583 46.9950547, 7.4565412 46.9950328, 7.4564587 46.9949576, 7.4559268 46.995178, 7.4558914 46.9952023, 7.4558633 46.995228, 7.4558348 46.9952742, 7.4558114 46.9953544, 7.4557801 46.9954915, 7.4557476 46.9957381, 7.4557458 46.9957846, 7.4557431 46.9958631, 7.4557481 46.9959361, 7.4557604 46.9960216, 7.4557899 46.9961356, 7.455815 46.9962063, 7.4558538 46.996302, 7.4558672 46.9963349, 7.4560933 46.9968878, 7.4562678 46.9973287, 7.4563058 46.9974065, 7.4563877 46.9976027, 7.4564913 46.9978467, 7.4565104 46.9978928)",,,,
32674762,,Gartenstrasse,residential,30,False,True,179.88,,"LINESTRING (7.453571 46.9999027, 7.4535663 46.9993051, 7.4535853 46.9988759, 7.4536301 46.9988102, 7.4536872 46.9987264, 7.4536945 46.9983006)",,,,
32674836,,Stämpflistrasse,residential,30,False,True,47.522,,"LINESTRING (7.453571 46.9999027, 7.4536636 46.9999023, 7.4541638 46.9998971, 7.4541976 46.9998973)",,,,
768276945,,Stämpflistrasse,residential,30,False,False,85.858,,"LINESTRING (7.453571 46.9999027, 7.4535188 46.9999341, 7.4534865 46.9999445, 7.4534494 46.9999502, 7.4532022 46.9999487, 7.4524606 46.9999504)",,,,
32674762,,Gartenstrasse,residential,30,False,False,179.88,,"LINESTRING (7.4536945 46.9983006, 7.4536872 46.9987264, 7.4536301 46.9988102, 7.4535853 46.9988759, 7.4535663 46.9993051, 7.453571 46.9999027)",,,,
102775054,2,Schulhausstrasse,tertiary,30,False,False,37.376999999999995,,"LINESTRING (7.4536945 46.9983006, 7.4537655 46.9983005, 7.4539262 46.9983004, 7.4540475 46.9983003, 7.4541871 46.9982944)",,,,
"[32646432, 1168492011]",2,Schulhausstrasse,tertiary,30,False,True,163.527,,"LINESTRING (7.4536945 46.9983006, 7.4536031 46.9983007, 7.4533531 46.998291, 7.4527664 46.9982642, 7.452125 46.9982356, 7.451806 46.9982333, 7.4517742 46.9982344, 7.4515441 46.9982587)",,,,
768276945,,Stämpflistrasse,residential,30,False,True,85.858,,"LINESTRING (7.4524606 46.9999504, 7.4532022 46.9999487, 7.4534494 46.9999502, 7.4534865 46.9999445, 7.4535188 46.9999341, 7.453571 46.9999027)",,,,
32674773,,Parkstrasse,residential,30,False,False,178.24699999999999,,"LINESTRING (7.4541871 46.9982944, 7.4541961 46.9988373, 7.4541954 46.9988568, 7.4542012 46.9991526, 7.4542023 46.9992058, 7.4542053 46.9995072, 7.4541976 46.9998973)",,,,
102775054,2,Schulhausstrasse,tertiary,30,False,False,117.99199999999999,,"LINESTRING (7.4541871 46.9982944, 7.4543226 46.9982889, 7.454603 46.9982638, 7.4547871 46.9982408, 7.45497 46.9982103, 7.4549829 46.9982078, 7.4550197 46.9982006, 7.4551102 46.9981829, 7.4554377 46.9981141, 7.4555009 46.9981006, 7.4556986 46.9980585)",,,,
102775054,2,Schulhausstrasse,tertiary,30,False,True,37.376999999999995,,"LINESTRING (7.4541871 46.9982944, 7.4540475 46.9983003, 7.4539262 46.9983004, 7.4537655 46.9983005, 7.4536945 46.9983006)",,,,
32674836,,Stämpflistrasse,residential,30,False,False,224.06899999999996,,"LINESTRING (7.4570941 46.9996879, 7.456986 46.9997441, 7.4569511 46.9997538, 7.4567698 46.9997801, 7.4564106 46.9998323, 7.4558346 46.999916, 7.4557372 46.9999251, 7.4556078 46.9999331, 7.4554512 46.9999326, 7.4550252 46.9999183, 7.454937 46.9999155, 7.4542874 46.9998991, 7.4541976 46.9998973)",,,,
32675377,,Wydackerstrasse,residential,30,False,True,76.351,,"LINESTRING (7.4570941 46.9996879, 7.4570327 46.9996494, 7.4569744 46.9996102, 7.4569388 46.9995805, 7.4569073 46.9995491, 7.4567462 46.9993718, 7.456618 46.9992234, 7.4565649 46.9991612, 7.4565318 46.9991226)",,,,
767933150,,Stämpflistrasse,residential,30,False,False,5.585,,"LINESTRING (7.4570941 46.9996879, 7.4571266 46.9997021, 7.4571593 46.9997107)",,,,
32675377,,Wydackerstrasse,residential,30,False,False,134.162,,"LINESTRING (7.4556986 46.9980585, 7.4561324 46.9986373, 7.4565318 46.9991226)",,,,
102775054,2,Schulhausstrasse,tertiary,30,False,False,64.27000000000001,,"LINESTRING (7.4556986 46.9980585, 7.4559776 46.9979997, 7.4560207 46.9979908, 7.4561374 46.9979666, 7.4563614 46.9979197, 7.4565104 46.9978928)",,,,
102775054,2,Schulhausstrasse,tertiary,30,False,True,117.992,,"LINESTRING (7.4556986 46.9980585, 7.4555009 46.9981006, 7.4554377 46.9981141, 7.4551102 46.9981829, 7.4550197 46.9982006, 7.4549829 46.9982078, 7.45497 46.9982103, 7.4547871 46.9982408, 7.454603 46.9982638, 7.4543226 46.9982889, 7.4541871 46.9982944)",,,,
32675377,,Wydackerstrasse,residential,30,False,False,76.35100000000001,,"LINESTRING (7.4565318 46.9991226, 7.4565649 46.9991612, 7.456618 46.9992234, 7.4567462 46.9993718, 7.4569073 46.9995491, 7.4569388 46.9995805, 7.4569744 46.9996102, 7.4570327 46.9996494, 7.4570941 46.9996879)",,,,
32675377,,Wydackerstrasse,residential,30,False,True,134.162,,"LINESTRING (7.4565318 46.9991226, 7.4561324 46.9986373, 7.4556986 46.9980585)",,,,
33190292,,Fichtenweg,residential,30,False,True,101.12700000000001,,"LINESTRING (7.4565318 46.9991226, 7.457033 46.9990028, 7.4578034 46.9988498)",,,,
"[32646432, 1168492011]",2,Schulhausstrasse,tertiary,30,False,False,163.52700000000002,,"LINESTRING (7.4515441 46.9982587, 7.4517742 46.9982344, 7.451806 46.9982333, 7.452125 46.9982356, 7.4527664 46.9982642, 7.4533531 46.998291, 7.4536031 46.9983007, 7.4536945 46.9983006)",,,,
"[32675680, 734936705]",1,,tertiary,,True,False,18.241,,"LINESTRING (7.4515441 46.9982587, 7.4515369 46.9982763, 7.4515224 46.9982915, 7.4515017 46.9983031, 7.451477 46.9983099, 7.4514503 46.9983114, 7.4514243 46.9983073, 7.4514012 46.9982981, 7.4513833 46.9982846, 7.4513721 46.998268)",,roundabout,,
32675521,,Zelgweg,residential,30,False,False,148.09300000000002,,"LINESTRING (7.4553222 46.9932663, 7.4553689 46.9933121, 7.4557872 46.9938668, 7.456024 46.9942402, 7.4560713 46.9943394, 7.4560784 46.9943704, 7.4560796 46.9943931, 7.456067 46.9944797)",,,,
"[33190168, 33190156]",,Lüfternweg,residential,30,False,False,258.118,,"LINESTRING (7.4553222 46.9932663, 7.4552033 46.9931799, 7.4547591 46.9929695, 7.454598 46.9928932, 7.4544225 46.9928101, 7.4542391 46.9927245, 7.4538121 46.9925271, 7.4535482 46.9923989, 7.4533933 46.9923445, 7.4532618 46.9923096, 7.45259 46.9921936, 7.4523872 46.9921605)",,,,
102775055,2,Wahlackerstrasse,tertiary,40,False,True,162.807,,"LINESTRING (7.4553222 46.9932663, 7.4549763 46.9934045, 7.4549222 46.993429, 7.4548453 46.9934667, 7.4547876 46.9934923, 7.4547418 46.9935118, 7.4546801 46.9935367, 7.4546163 46.9935621, 7.4545103 46.9936047, 7.4544513 46.9936272, 7.4543626 46.9936543, 7.4542883 46.9936777, 7.4542426 46.9936946, 7.4541669 46.9937241, 7.4539813 46.9938083, 7.4538629 46.9938691, 7.4537415 46.9939363, 7.4535726 46.9940428, 7.4535354 46.994067)",,,,
