osmid,lanes,ref,highway,maxspeed,junction,oneway,reversed,length,geometry,name,bridge,width
257888364,2,,tertiary,50,,False,False,80.872,"LINESTRING (7.3529065 47.3627634, 7.3522915 47.3626577, 7.3520973 47.3626384, 7.3519714 47.3626359, 7.3518546 47.3626406)",Route de Moutier,,
257888364,2,,tertiary,50,,False,True,80.455,"LINESTRING (7.3529065 47.3627634, 7.3534165 47.362861, 7.3539346 47.3629598)",Route de Moutier,,
34395152,2,,tertiary,50,,False,True,133.568,"LINESTRING (7.3498786 47.3627232, 7.349957 47.3627365, 7.3500439 47.3627436, 7.3507491 47.3626955, 7.3515181 47.3626687, 7.3516443 47.3626667)",Route de Moutier,,
843810073,,,residential,,roundabout,True,False,11.454999999999998,"LINESTRING (7.3498786 47.3627232, 7.3498698 47.362743, 7.3498524 47.3627598, 7.3498281 47.3627723, 7.3497994 47.362779, 7.349769 47.3627794)",,,
34395150,,,residential,20,,False,False,32.05,"LINESTRING (7.3517157 47.3625922, 7.3516882 47.3625545, 7.351671 47.3625423, 7.3516528 47.3625294, 7.3513546 47.3624668)",Place de la Gare,,
34408499,1,,tertiary,50,roundabout,True,False,13.115,"LINESTRING (7.3517157 47.3625922, 7.35175 47.362588, 7.3517844 47.3625916, 7.3518154 47.3626024, 7.3518396 47.3626193, 7.3518546 47.3626406)",,,
34426377,,,residential,,,False,True,62.872,"LINESTRING (7.3491623 47.3646709, 7.3490375 47.3646533, 7.3485287 47.3645817, 7.348345 47.3645558)",Rue de l'Avenir,,
238139627,,,living_street,20,,False,True,69.168,"LINESTRING (7.3491623 47.3646709, 7.349186 47.3646067, 7.3492862 47.3643017, 7.3493482 47.3641104, 7.3493654 47.3640643)",Avenue de la Gare,,
923029222,,,residential,,,False,False,67.304,"LINESTRING (7.3491623 47.3646709, 7.3491388 47.3647321, 7.348963 47.3652609)",Avenue de la Gare,,
"[923029232, 34132413, 34133631]",,,residential,,,False,False,142.547,"LINESTRING (7.3491623 47.3646709, 7.3492341 47.3646827, 7.3492735 47.3646892, 7.3498034 47.3647718, 7.3507685 47.3649223, 7.3508299 47.3649303, 7.3508686 47.3649329, 7.3509073 47.3649303, 7.3509445 47.3649227, 7.3509789 47.3649103, 7.3510006 47.3649006)","[""Rue de l'Avenir"", 'Bellevoie']",yes,
923029222,,,residential,,,False,False,62.955000000000005,"LINESTRING (7.348963 47.3652609, 7.3489136 47.3654157, 7.348867 47.3655616, 7.3488046 47.3657572, 7.3487888 47.3658146)",Avenue de la Gare,,
923029222,,,residential,,,False,True,67.304,"LINESTRING (7.348963 47.3652609, 7.3491388 47.3647321, 7.3491623 47.3646709)",Avenue de la Gare,,
923029222,,,residential,,,False,True,62.955,"LINESTRING (7.3487888 47.3658146, 7.3488046 47.3657572, 7.348867 47.3655616, 7.3489136 47.3654157, 7.348963 47.3652609)",Avenue de la Gare,,
257888366,,,living_street,,,False,False,66.34700000000001,"LINESTRING (7.3534235 47.365992, 7.3534662 47.365832, 7.3535922 47.3654064)",Rue du Haut Fourneau,,
113801210,,,residential,,,False,False,28.667,"LINESTRING (7.3538634 47.364605, 7.3539615 47.3643559)",Rue du Haut Fourneau,,
34131871,,,residential,,,False,False,90.81899999999999,"LINESTRING (7.3538634 47.364605, 7.3542884 47.3646788, 7.3550303 47.3648109)",Rue du Progrès,,
113801210,,,residential,,,False,True,78.10900000000001,"LINESTRING (7.3538634 47.364605, 7.3537912 47.3648155, 7.3536181 47.3652875)",Rue du Haut Fourneau,,
34131829,,,residential,,,False,False,57.125,"LINESTRING (7.3540602 47.3641179, 7.3533309 47.3639768)",Rue Franche,,
34131829,,,residential,,,False,True,92.222,"LINESTRING (7.3540602 47.3641179, 7.355241 47.3643374)",Rue Franche,,
113801210,,,residential,,,False,False,67.84,"LINESTRING (7.3540602 47.3641179, 7.3543078 47.3635313)",Rue du Haut Fourneau,,
113801210,,,residential,,,False,True,27.489,"LINESTRING (7.3540602 47.3641179, 7.3539615 47.3643559)",Rue du Haut Fourneau,,
34132126,,,residential,,,False,False,89.938,"LINESTRING (7.3543078 47.3635313, 7.3554609 47.3637415)",Rue Albert-Meister,,
113801210,,,residential,,,False,True,67.84,"LINESTRING (7.3543078 47.3635313, 7.3540602 47.3641179)",Rue du Haut Fourneau,,
113801210,,,residential,,,False,False,53.611000000000004,"LINESTRING (7.3543078 47.3635313, 7.3544869 47.3631004, 7.3545001 47.3630671)",Rue du Haut Fourneau,,
24510569,2,,tertiary,,,False,True,90.31,"LINESTRING (7.3545001 47.3630671, 7.3556577 47.3632788)",Route de Moutier,,
113801210,,,residential,,,False,True,53.611000000000004,"LINESTRING (7.3545001 47.3630671, 7.3544869 47.3631004, 7.3543078 47.3635313)",Rue du Haut Fourneau,,
257888364,2,,tertiary,50,,False,False,44.233,"LINESTRING (7.3545001 47.3630671, 7.354338 47.3630355, 7.3539346 47.3629598)",Route de Moutier,,
24510569,2,,tertiary,,,False,False,81.27100000000002,"LINESTRING (7.356689 47.3634914, 7.3564982 47.3634403, 7.3562907 47.3633966, 7.3562409 47.3633862, 7.3561885 47.3633759, 7.3559151 47.3633222, 7.3556577 47.3632788)",Route de Moutier,,
24510569,2,,tertiary,,,False,True,134.56400000000002,"LINESTRING (7.356689 47.3634914, 7.3568145 47.3635346, 7.3569736 47.3636096, 7.3570645 47.3636687, 7.3571952 47.3637764, 7.3573212 47.3639214, 7.3575476 47.3641874, 7.3576099 47.3642507, 7.3576896 47.3643204, 7.3578054 47.3644102)",Route de Moutier,,
34131601,,,residential,,,False,False,121.544,"LINESTRING (7.356689 47.3634914, 7.3566455 47.3635971, 7.3565584 47.3638642, 7.3564386 47.3642871, 7.356358 47.3645609)",Rue des Pervenches,,
34131601,,,residential,,,False,False,53.765,"LINESTRING (7.356358 47.3645609, 7.3562385 47.3649101, 7.356207 47.3649806, 7.356185 47.3650298)",Rue des Pervenches,,
34131601,,,residential,,,False,True,121.54399999999998,"LINESTRING (7.356358 47.3645609, 7.3564386 47.3642871, 7.3565584 47.3638642, 7.3566455 47.3635971, 7.356689 47.3634914)",Rue des Pervenches,,
34131829,,,residential,,,False,False,87.72200000000001,"LINESTRING (7.356358 47.3645609, 7.3556223 47.3644137, 7.355241 47.3643374)",Rue Franche,,
34131601,,,residential,,,False,True,38.465,"LINESTRING (7.3560571 47.3653647, 7.356185 47.3650298)",Rue des Pervenches,,
34131601,,,residential,,,False,False,49.196,"LINESTRING (7.3560571 47.3653647, 7.3559502 47.3656041, 7.355858 47.365786)",Rue des Pervenches,,
34131740,,,residential,,,False,False,83.693,"LINESTRING (7.3560571 47.3653647, 7.3567347 47.3654896, 7.3571348 47.3655471)",Rue des Genêts,,
34131705,,,residential,,,False,True,88.184,"LINESTRING (7.3557383 47.3659958, 7.3546113 47.3657807)",Rue de la Paix,,
34765896,,,residential,,,False,True,25.009999999999998,"LINESTRING (7.3557383 47.3659958, 7.3558067 47.3658775, 7.355858 47.365786)",Rue des Pervenches,,
34131733,,,residential,,,False,False,76.489,"LINESTRING (7.3571348 47.3655471, 7.3572891 47.3648672)",Rue des Pelletiers,,
34131740,,,residential,,,False,True,83.693,"LINESTRING (7.3571348 47.3655471, 7.3567347 47.3654896, 7.3560571 47.3653647)",Rue des Genêts,,
34131733,,,residential,,,False,True,76.489,"LINESTRING (7.3572891 47.3648672, 7.3571348 47.3655471)",Rue des Pelletiers,,
34131871,,,residential,,,False,False,90.309,"LINESTRING (7.3550303 47.3648109, 7.356185 47.3650298)",Rue du Progrès,,
113678649,,,residential,,,False,False,27.853,"LINESTRING (7.3550303 47.3648109, 7.3551252 47.3645688)",Rue Neuve,,
34131871,,,residential,,,False,True,90.81899999999999,"LINESTRING (7.3550303 47.3648109, 7.3542884 47.3646788, 7.3538634 47.364605)",Rue du Progrès,,
34131902,,,residential,,,False,True,90.786,"LINESTRING (7.3551252 47.3645688, 7.3539615 47.3643559)",Rue Morépont,,
113678649,,,residential,,,False,False,27.168,"LINESTRING (7.3551252 47.3645688, 7.355241 47.3643374)",Rue Neuve,,
113678649,,,residential,,,False,True,27.853,"LINESTRING (7.3551252 47.3645688, 7.3550303 47.3648109)",Rue Neuve,,
34131829,,,residential,,,False,False,92.222,"LINESTRING (7.355241 47.3643374, 7.3540602 47.3641179)",Rue Franche,,
113678649,,,residential,,,False,False,68.3,"LINESTRING (7.355241 47.3643374, 7.3554609 47.3637415)",Rue Neuve,,
113678649,,,residential,,,False,True,27.168,"LINESTRING (7.355241 47.3643374, 7.3551252 47.3645688)",Rue Neuve,,
34131829,,,residential,,,False,True,87.72200000000001,"LINESTRING (7.355241 47.3643374, 7.3556223 47.3644137, 7.356358 47.3645609)",Rue Franche,,
34132126,,,residential,,,False,True,89.938,"LINESTRING (7.3554609 47.3637415, 7.3543078 47.3635313)",Rue Albert-Meister,,
113678649,,,residential,,,False,False,53.543,"LINESTRING (7.3554609 47.3637415, 7.3556577 47.3632788)",Rue Neuve,,
113678649,,,residential,,,False,True,68.3,"LINESTRING (7.3554609 47.3637415, 7.355241 47.3643374)",Rue Neuve,,
24510569,2,,tertiary,,,False,False,90.31,"LINESTRING (7.3556577 47.3632788, 7.3545001 47.3630671)",Route de Moutier,,
113678649,,,residential,,,False,True,53.543,"LINESTRING (7.3556577 47.3632788, 7.3554609 47.3637415)",Rue Neuve,,
24510569,2,,tertiary,,,False,True,81.27100000000002,"LINESTRING (7.3556577 47.3632788, 7.3559151 47.3633222, 7.3561885 47.3633759, 7.3562409 47.3633862, 7.3562907 47.3633966, 7.3564982 47.3634403, 7.356689 47.3634914)",Route de Moutier,,
34131601,,,residential,,,False,False,38.465,"LINESTRING (7.356185 47.3650298, 7.3560571 47.3653647)",Rue des Pervenches,,
34131871,,,residential,,,False,True,90.309,"LINESTRING (7.356185 47.3650298, 7.3550303 47.3648109)",Rue du Progrès,,
34131601,,,residential,,,False,True,53.765,"LINESTRING (7.356185 47.3650298, 7.356207 47.3649806, 7.3562385 47.3649101, 7.356358 47.3645609)",Rue des Pervenches,,
34131902,,,residential,,,False,False,90.786,"LINESTRING (7.3539615 47.3643559, 7.3551252 47.3645688)",Rue Morépont,,
113801210,,,residential,,,False,False,27.489,"LINESTRING (7.3539615 47.3643559, 7.3540602 47.3641179)",Rue du Haut Fourneau,,
113801210,,,residential,,,False,True,28.667,"LINESTRING (7.3539615 47.3643559, 7.3538634 47.364605)",Rue du Haut Fourneau,,
34132165,,,residential,,,False,False,144.524,"LINESTRING (7.3527134 47.3652074, 7.3533309 47.3639768)",Rue du Jura,,
34133635,,,residential,,,False,False,61.882,"LINESTRING (7.3527134 47.3652074, 7.3535136 47.3653337)",Rue de l'Avenir,,
34133635,,,residential,,,False,True,78.506,"LINESTRING (7.3527134 47.3652074, 7.3523097 47.3651481, 7.3522187 47.3651347, 7.3516947 47.3650578)",Rue de l'Avenir,,
34131601,,,residential,,,False,True,49.196,"LINESTRING (7.355858 47.365786, 7.3559502 47.3656041, 7.3560571 47.3653647)",Rue des Pervenches,,
34765896,,,residential,,,False,False,25.009999999999998,"LINESTRING (7.355858 47.365786, 7.3558067 47.3658775, 7.3557383 47.3659958)",Rue des Pervenches,,
113801211,,,residential,,,False,True,170.276,"LINESTRING (7.355858 47.365786, 7.3557262 47.3657567, 7.3547186 47.3655601, 7.3537078 47.3653684, 7.3536844 47.3653651)",Rue de l'Avenir,,
34131829,,,residential,,,False,True,57.125,"LINESTRING (7.3533309 47.3639768, 7.3540602 47.3641179)",Rue Franche,,
34132165,,,residential,,,False,True,144.524,"LINESTRING (7.3533309 47.3639768, 7.3527134 47.3652074)",Rue du Jura,,
34765893,,,residential,,,True,False,121.88400000000001,"LINESTRING (7.3533309 47.3639768, 7.3536608 47.3634239, 7.3539346 47.3629598)",Rue du Jura,,
34132371,,,living_street,,,True,False,63.136,"LINESTRING (7.3493654 47.3640643, 7.3492592 47.3640488, 7.3485449 47.363948)",Rue Pré-Guillaume,,
34426740,,,living_street,,,True,False,110.872,"LINESTRING (7.3493654 47.3640643, 7.3501492 47.3641891, 7.350797 47.3642965)",Rue Pré-Guillaume,,
238139627,,,living_street,20,,False,False,69.16799999999999,"LINESTRING (7.3493654 47.3640643, 7.3493482 47.3641104, 7.3492862 47.3643017, 7.349186 47.3646067, 7.3491623 47.3646709)",Avenue de la Gare,,
238139627,,,living_street,20,,False,True,72.146,"LINESTRING (7.3493654 47.3640643, 7.3494065 47.3639136, 7.3494941 47.363626, 7.3495211 47.3635433, 7.3495427 47.363427)",Avenue de la Gare,,
34132413,,,residential,,,False,False,48.985,"LINESTRING (7.3512104 47.3643571, 7.3512606 47.3642567, 7.3513508 47.3640896, 7.351441 47.3639454)",Bellevoie,,
34132413,,,residential,,,False,True,63.13400000000001,"LINESTRING (7.3512104 47.3643571, 7.3511541 47.3644622, 7.3511105 47.3645737, 7.35108 47.3647376, 7.3510622 47.3648222, 7.351034 47.3648731, 7.3510006 47.3649006)",Bellevoie,,
"[930101409, 34133612]",,,residential,,,False,True,31.857999999999997,"LINESTRING (7.3512104 47.3643571, 7.3510201 47.3643288, 7.3508715 47.3643067, 7.350797 47.3642965)",Rue Pré-Guillaume,yes,
34132413,,,residential,,,False,True,139.28,"LINESTRING (7.3517568 47.3627335, 7.3517767 47.3628169, 7.3517867 47.3629637, 7.3517867 47.3630935, 7.351783 47.3631962, 7.3517592 47.3633353, 7.3517103 47.3634813, 7.3516922 47.3635188, 7.351669 47.363567, 7.3515997 47.3636863, 7.351441 47.3639454)",Bellevoie,,
34408499,1,,tertiary,50,roundabout,True,False,12.39,"LINESTRING (7.3517568 47.3627335, 7.3517161 47.3627296, 7.3516806 47.3627156, 7.3516554 47.3626935, 7.3516443 47.3626667)",,,
34132432,,,residential,,,False,True,98.352,"LINESTRING (7.3509074 47.363509, 7.3496226 47.3633509)",Ruelle de l'Écluse,,
34132516,,,residential,,,False,False,45.684,"LINESTRING (7.351441 47.3639454, 7.3520286 47.3640473)",Rue des Prés,,
34132413,,,residential,,,False,False,139.28,"LINESTRING (7.351441 47.3639454, 7.3515997 47.3636863, 7.351669 47.363567, 7.3516922 47.3635188, 7.3517103 47.3634813, 7.3517592 47.3633353, 7.351783 47.3631962, 7.3517867 47.3630935, 7.3517867 47.3629637, 7.3517767 47.3628169, 7.3517568 47.3627335)",Bellevoie,,
34132413,,,residential,,,False,True,48.985,"LINESTRING (7.351441 47.3639454, 7.3513508 47.3640896, 7.3512606 47.3642567, 7.3512104 47.3643571)",Bellevoie,,
34132516,,,residential,,,False,True,45.684,"LINESTRING (7.3520286 47.3640473, 7.351441 47.3639454)",Rue des Prés,,
34765890,,,residential,,,False,True,157.332,"LINESTRING (7.3520286 47.3640473, 7.3529065 47.3627634)",Rue des Prés,,
34765890,,,residential,,,False,False,104.238,"LINESTRING (7.3520286 47.3640473, 7.3519327 47.3641976, 7.3525106 47.3643287, 7.3523463 47.364672)",Rue des Prés,,
34133111,,,residential,,,False,True,121.27000000000001,"LINESTRING (7.3478743 47.3635545, 7.3481642 47.363527, 7.3485342 47.3634864, 7.3486718 47.3634713, 7.3487965 47.3634576, 7.3491186 47.3634222, 7.3493264 47.3634013, 7.3494631 47.3633795)",Rue de la Molière,,
34133360,,,residential,,,True,False,69.241,"LINESTRING (7.348345 47.3645558, 7.3485449 47.363948)",Rue Pré-Guillaume,,
34426377,,,residential,,,False,False,62.872,"LINESTRING (7.348345 47.3645558, 7.3485287 47.3645817, 7.3490375 47.3646533, 7.3491623 47.3646709)",Rue de l'Avenir,,
"[34133137, 34132371]",,,"['living_street', 'residential']",,,True,False,85.98400000000001,"LINESTRING (7.3485449 47.363948, 7.3485078 47.3639424, 7.3478807 47.3638473, 7.3478619 47.3638427, 7.3478462 47.3638348, 7.3478395 47.3638266, 7.3478392 47.363813, 7.3478821 47.3636763, 7.3478865 47.3636451, 7.3478879 47.3636086, 7.3478743 47.3635545)","['Rue Pré-Guillaume', 'Ruelle du Pré-Maguin']",,
"[930101409, 34133612]",,,residential,,,False,False,31.857999999999997,"LINESTRING (7.350797 47.3642965, 7.3508715 47.3643067, 7.3510201 47.3643288, 7.3512104 47.3643571)",Rue Pré-Guillaume,yes,
257888364,2,,tertiary,50,,False,False,80.455,"LINESTRING (7.3539346 47.3629598, 7.3534165 47.362861, 7.3529065 47.3627634)",Route de Moutier,,
257888364,2,,tertiary,50,,False,True,44.233,"LINESTRING (7.3539346 47.3629598, 7.354338 47.3630355, 7.3545001 47.3630671)",Route de Moutier,,
34395152,2,,tertiary,50,,False,False,133.568,"LINESTRING (7.3516443 47.3626667, 7.3515181 47.3626687, 7.3507491 47.3626955, 7.3500439 47.3627436, 7.349957 47.3627365, 7.3498786 47.3627232)",Route de Moutier,,
34408499,1,,tertiary,50,roundabout,True,False,10.58,"LINESTRING (7.3516443 47.3626667, 7.3516472 47.362643, 7.3516612 47.3626212, 7.3516849 47.3626036, 7.3517157 47.3625922)",,,
34408499,1,,tertiary,50,roundabout,True,False,14.498000000000001,"LINESTRING (7.3518546 47.3626406, 7.3518584 47.3626666, 7.3518486 47.3626918, 7.3518262 47.362713, 7.3517943 47.3627275, 7.3517568 47.3627335)",,,
257888364,2,,tertiary,50,,False,True,80.872,"LINESTRING (7.3518546 47.3626406, 7.3519714 47.3626359, 7.3520973 47.3626384, 7.3522915 47.3626577, 7.3529065 47.3627634)",Route de Moutier,,
843810073,,,residential,,roundabout,True,False,24.219,"LINESTRING (7.3496853 47.3627173, 7.3496887 47.3626968, 7.3497013 47.3626779, 7.3497219 47.3626627, 7.3497484 47.3626526, 7.3497783 47.3626485, 7.3498118 47.3626515, 7.3498418 47.3626622, 7.3498646 47.3626791, 7.3498773 47.3627003, 7.3498786 47.3627232)",,,
"[51857008, 34819721, 34819722]",2,N18;18,primary,50,,False,False,221.002,"LINESTRING (7.3601379 47.3630928, 7.3601022 47.3631904, 7.3600029 47.3633875, 7.3599945 47.363402, 7.3599199 47.363503, 7.3598698 47.3635541, 7.3598189 47.3635998, 7.3597523 47.3636541, 7.3596617 47.3637187, 7.3595466 47.3637839, 7.3592233 47.3639358, 7.3585139 47.3642429, 7.3582543 47.3643466, 7.358189 47.3643721, 7.3580848 47.364406)",Route de Moutier,yes,
1219790761,2,N18;6;18,primary,50,roundabout,True,False,20.55,"LINESTRING (7.3601379 47.3630928, 7.3600867 47.3630801, 7.360045 47.3630562, 7.360018 47.3630241, 7.3600089 47.3629876, 7.3600188 47.3629513)",,,
"[177268586, 42740243, 42740244, 24292215]",2,6;18,primary,50,,False,False,434.5690000000001,"LINESTRING (7.3600188 47.3629513, 7.3599021 47.3629232, 7.3598219 47.3629025, 7.3597852 47.3628934, 7.3597113 47.3628756, 7.3579753 47.3624591, 7.35723 47.3622823, 7.3563022 47.3620559, 7.3546882 47.3616617, 7.3545842 47.361639)",Route de Distribution Urbaine,yes,
1219790761,2,N18;6;18,primary,50,roundabout,True,False,19.241999999999997,"LINESTRING (7.3600188 47.3629513, 7.3600389 47.3629259, 7.3600684 47.3629051, 7.3601051 47.3628905, 7.3601463 47.362883, 7.3601889 47.3628834, 7.3602297 47.3628915)",,,
"[34819716, 1219790759]",4,6;N18,primary,50,,False,False,69.70500000000001,"LINESTRING (7.3602297 47.3628915, 7.3602788 47.3628143, 7.3603357 47.3626949, 7.3604132 47.3625396, 7.360492 47.362398, 7.3605606 47.3623071)",Route de Moutier,,
1219790761,2,N18;6;18,primary,50,roundabout,True,False,16.595,"LINESTRING (7.3602297 47.3628915, 7.3602752 47.3629126, 7.3603072 47.3629429, 7.3603216 47.362979, 7.3603168 47.3630161)",,,
249159810,2,6;N18,primary,50,roundabout,True,False,19.343,"LINESTRING (7.3606282 47.3621103, 7.3606792 47.3621144, 7.3607255 47.3621295, 7.3607619 47.362154, 7.3607845 47.3621853, 7.3607909 47.3622198)",,,
249159810,2,6;N18,primary,50,roundabout,True,False,30.067,"LINESTRING (7.3605606 47.3623071, 7.3605227 47.3622871, 7.3604957 47.3622602, 7.3604821 47.3622289, 7.3604839 47.3621944, 7.3605021 47.3621621, 7.3605348 47.3621356, 7.3605784 47.3621177, 7.3606282 47.3621103)",,,
"[34819716, 1219790759]",4,6;N18,primary,50,,False,True,69.705,"LINESTRING (7.3605606 47.3623071, 7.360492 47.362398, 7.3604132 47.3625396, 7.3603357 47.3626949, 7.3602788 47.3628143, 7.3602297 47.3628915)",Route de Moutier,,
177269082,1,N18;18,primary,,roundabout,True,False,27.036000000000005,"LINESTRING (7.3579838 47.364563, 7.3579326 47.3645656, 7.357883 47.3645569, 7.35784 47.364538, 7.3578082 47.3645107, 7.3577909 47.364478, 7.3577899 47.3644433, 7.3578054 47.3644102)",,,
"[51857008, 34819721, 34819722]",2,N18;18,primary,50,,False,True,221.00199999999998,"LINESTRING (7.3580848 47.364406, 7.358189 47.3643721, 7.3582543 47.3643466, 7.3585139 47.3642429, 7.3592233 47.3639358, 7.3595466 47.3637839, 7.3596617 47.3637187, 7.3597523 47.3636541, 7.3598189 47.3635998, 7.3598698 47.3635541, 7.3599199 47.363503, 7.3599945 47.363402, 7.3600029 47.3633875, 7.3601022 47.3631904, 7.3601379 47.3630928)",Route de Moutier,yes,
177269082,1,N18;18,primary,,roundabout,True,False,21.92,"LINESTRING (7.3580848 47.364406, 7.3581035 47.3644433, 7.3581011 47.3644827, 7.3580779 47.3645189, 7.3580369 47.3645469, 7.3579838 47.364563)",,,
24292209,1,6;18,primary,50,roundabout,True,False,17.809,"LINESTRING (7.3544791 47.3615108, 7.3545308 47.3615302, 7.3545685 47.361561, 7.3545872 47.361599, 7.3545842 47.361639)",,,
930183022,,,residential,50,,False,False,59.468,"LINESTRING (7.3544791 47.3615108, 7.3545258 47.3614333, 7.3545967 47.3612847, 7.3546686 47.3611342, 7.3547326 47.3610045)",Rue Emile-Boéchat,,
62038180,,,residential,,,False,True,71.925,"LINESTRING (7.3496454 47.359768, 7.3502454 47.3592648)",Rue du Voirnet,,
62038180,,,residential,,,False,False,96.58599999999998,"LINESTRING (7.3496454 47.359768, 7.3495836 47.3598205, 7.3489782 47.3604179, 7.3489174 47.3604828)",Rue du Voirnet,,
113566178,,,residential,,,False,False,65.3,"LINESTRING (7.3496454 47.359768, 7.3504288 47.3599117, 7.3504822 47.3599215)",Rue de Sache-Pran,,
113618392,,,residential,,,False,True,143.26500000000001,"LINESTRING (7.3496454 47.359768, 7.3482915 47.3592996, 7.3479515 47.359182)",Rue du Colonel-Corbat,,
60684539,,,residential,50,,False,True,452.37999999999994,"LINESTRING (7.3489174 47.3604828, 7.3496005 47.3606152, 7.3500315 47.3607002, 7.3502043 47.36073, 7.350605 47.3608109, 7.3507836 47.360847, 7.3509254 47.360878, 7.3509968 47.3608958, 7.3510846 47.3609145, 7.3512101 47.3609388, 7.3513033 47.3609571, 7.3515998 47.3610152, 7.3519674 47.3610872, 7.3520468 47.3611031, 7.352426 47.3611788, 7.3527461 47.3612076, 7.3528356 47.3612084, 7.3530513 47.3612103, 7.3533555 47.3611875, 7.3535248 47.361168, 7.353671 47.3611444, 7.3539242 47.3611035, 7.3545188 47.360992, 7.3545976 47.3609883, 7.3546733 47.3609954, 7.3547326 47.3610045)",Rue Emile-Boéchat,,
62038180,,,residential,,,False,True,96.58599999999998,"LINESTRING (7.3489174 47.3604828, 7.3489782 47.3604179, 7.3495836 47.3598205, 7.3496454 47.359768)",Rue du Voirnet,,
930183025,,,residential,,,False,False,39.037,"LINESTRING (7.3489174 47.3604828, 7.3488772 47.360568, 7.3488476 47.3606424, 7.3488209 47.3607095, 7.3487766 47.3608206)",Rue du Voirnet,,
62038176,,,residential,,,False,False,54.356,"LINESTRING (7.3521462 47.3576861, 7.3524638 47.3576726, 7.352652 47.3577074, 7.3528434 47.3577631)",Rue des Fauvettes,,
62038180,,,residential,,,False,False,148.191,"LINESTRING (7.3521462 47.3576861, 7.3521183 47.3577081, 7.3520527 47.35776, 7.3513379 47.3583527, 7.3508989 47.3587167)",Rue du Voirnet,,
