osmid,ref,highway,maxspeed,junction,oneway,reversed,length,geometry,lanes,name,width,bridge,access
26267756,9;21,primary,50,roundabout,True,False,20.131,"LINESTRING (7.0753105 46.1051409, 7.0752893 46.1051173, 7.0752784 46.1050906, 7.0752788 46.1050628, 7.0752904 46.1050362, 7.0753122 46.105013, 7.0753606 46.1049874)",2,,,,
26267756,9;21,primary,50,roundabout,True,False,15.298,"LINESTRING (7.0753606 46.1049874, 7.0753757 46.1049841, 7.0754116 46.1049796, 7.075448 46.1049816, 7.0754825 46.10499, 7.0755127 46.1050042, 7.0755367 46.1050233)",2,,,,
"[208028205, 1020928413]",,residential,"['50', '30']",,False,True,92.62,"LINESTRING (7.0753606 46.1049874, 7.0752823 46.1048787, 7.0751808 46.1047424, 7.0750706 46.1045984, 7.0750063 46.1045178, 7.0749735 46.1044767, 7.0748707 46.1043643, 7.0747816 46.1042581)","['2', '3']",Place de Rome,,,
26267756,9;21,primary,50,roundabout,True,False,12.945,"LINESTRING (7.0754633 46.1051708, 7.0754219 46.1051757, 7.0753802 46.1051721, 7.075342 46.1051601, 7.0753105 46.1051409)",2,,,,
1094514986,,secondary,50,,False,False,17.592,"LINESTRING (7.0754633 46.1051708, 7.0755034 46.1052641, 7.0755225 46.1053235)",2,Avenue de Fully,,,
26267756,9;21,primary,50,roundabout,True,False,19.973999999999997,"LINESTRING (7.0755367 46.1050233, 7.0755548 46.1050505, 7.0755603 46.1050802, 7.0755526 46.1051096, 7.0755324 46.1051361, 7.0755017 46.1051572, 7.0754633 46.1051708)",2,,,,
1020220017,9;21,primary,50,,False,True,62.239999999999995,"LINESTRING (7.0755367 46.1050233, 7.0756072 46.1049963, 7.0756964 46.1049597, 7.0760246 46.1048035, 7.0761997 46.1047055)",3,Rue du Léman,,,
60095582,,residential,20,,True,False,94.13300000000001,"LINESTRING (7.0747245 46.0991437, 7.0746285 46.0992911, 7.0745313 46.0994591, 7.0742835 46.0999327)",,Rue d'Octodure,,,
"[706089662, 706089663]",,"['living_street', 'residential']",20,,False,False,20.82,"LINESTRING (7.0747245 46.0991437, 7.0748101 46.0990295, 7.0748176 46.0990136, 7.0748159 46.0989942, 7.074804 46.0989734)",,Rue d'Octodure,,,
331305711,,residential,20,,False,True,91.468,"LINESTRING (7.0741132 46.101, 7.0735284 46.1017157)",,Rue du Collège,,,
26424685,,residential,20,,True,False,75.42,"LINESTRING (7.0741132 46.101, 7.0740959 46.1009186, 7.0743716 46.1003541)",,Rue de l'Église,,,
"[958305170, 26424683]",,residential,"['20', '30']",,False,False,209.39899999999997,"LINESTRING (7.0741132 46.101, 7.0742518 46.1010327, 7.0743618 46.101062, 7.0744534 46.1010971, 7.0748113 46.1012607, 7.0749025 46.1013024, 7.0750368 46.1013664, 7.0757249 46.1017029, 7.0762797 46.1019736, 7.0763823 46.102024)",,Rue du Simplon,,,
331305711,,residential,20,,False,False,7.428,"LINESTRING (7.0734801 46.1017735, 7.0735284 46.1017157)",,Rue du Collège,,,
"[711557544, 711557545]",,residential,20,,False,True,52.911,"LINESTRING (7.0734801 46.1017735, 7.0734251 46.1018343, 7.0733593 46.1019071, 7.073167 46.1021231, 7.0731608 46.1021313, 7.0731238 46.10218)",,Rue Marc Morand,,,
"[958305171, 26277156]",,tertiary,"['20', '30']",,False,False,64.49,"LINESTRING (7.0734801 46.1017735, 7.0736448 46.1018976, 7.073785 46.1020025, 7.074048 46.1021993)",2,Avenue de la Gare,,,
26424688,,residential,20,,False,False,27.339,"LINESTRING (7.0740516 46.1002482, 7.0743716 46.1003541)",,Place du Midi,,,
26424687,,residential,20,,True,False,88.743,"LINESTRING (7.0740516 46.1002482, 7.073499 46.1002699, 7.0734183 46.1003009, 7.0733996 46.1003162, 7.0732101 46.1004715, 7.0730897 46.100567)",,Rue de l'Hôtel de Ville,,,
26424688,,residential,20,,False,True,27.339,"LINESTRING (7.0743716 46.1003541, 7.0740516 46.1002482)",,Place du Midi,,,
26424676,,residential,20,,True,False,119.39500000000001,"LINESTRING (7.0743716 46.1003541, 7.0745086 46.1002799, 7.075535 46.0996458)",,Rue des Alpes,,,
26424686,,residential,20,,True,False,94.524,"LINESTRING (7.0730897 46.100567, 7.0731787 46.1006555, 7.0733295 46.1007419, 7.0737144 46.1009103, 7.0739524 46.1009701, 7.0741132 46.101)",,Rue des Marronniers,,,
231409923,,residential,20,,True,False,83.8,"LINESTRING (7.075535 46.0996458, 7.0747245 46.0991437)",,Rue de la Délèze,,,
26531109,,residential,20,,False,True,29.403,"LINESTRING (7.0723677 46.1009345, 7.0720432 46.1010734)",,Rue des Ecoles,,,
1024550966,,residential,20,,True,False,7.051,"LINESTRING (7.0723677 46.1009345, 7.0724591 46.1009324)",,Rue de l'Hôtel de Ville,,,
26424690,,living_street,20,,True,False,126.726,"LINESTRING (7.0723677 46.1009345, 7.0728888 46.1013294, 7.0734801 46.1017735)",,Place Centrale,,,
132564569,,living_street,20,,False,True,144.814,"LINESTRING (7.0723677 46.1009345, 7.0721145 46.100724, 7.0716607 46.100328, 7.0715966 46.1002695, 7.071295 46.0999929, 7.0712652 46.0999656, 7.071212 46.0999085)",,Avenue du Grand-St-Bernard,,,
711557534,,residential,30,,False,False,162.186,"LINESTRING (7.0722594 46.1032999, 7.072419 46.1033595, 7.0727796 46.1034975, 7.0732115 46.1036463, 7.073347 46.103696, 7.0736666 46.1038131, 7.073751 46.1038468, 7.0741115 46.1039908)",,Rue des Cèdres,,,
711557539,,residential,30,,False,True,65.977,"LINESTRING (7.0722594 46.1032999, 7.072106 46.1032384, 7.0720197 46.1032009, 7.071791 46.1030702, 7.0717146 46.1029783, 7.0716458 46.102904)",,Avenue de la Fusion,,,
"[711557538, 711557540]",,residential,30,,False,False,84.61,"LINESTRING (7.0722594 46.1032999, 7.0723356 46.1032014, 7.0724956 46.1029968, 7.0727817 46.1026307)",,Rue Marc Morand,,,
"[711557540, 26532590]",,residential,30,,False,True,185.53199999999998,"LINESTRING (7.0722594 46.1032999, 7.0721812 46.1034031, 7.0719725 46.1036674, 7.071618 46.1041195, 7.0713399 46.1044863, 7.0711724 46.1047008, 7.071124 46.1047709)",,Rue Marc Morand,,,
26470496,,residential,30,,False,True,189.44100000000003,"LINESTRING (7.0703035 46.102827, 7.0700275 46.1027763, 7.0697983 46.1027136, 7.0695361 46.1026026, 7.0694656 46.1025728, 7.0692488 46.1024053, 7.0691261 46.102174, 7.0691174 46.1019268, 7.0691131 46.1018443, 7.069104 46.1017535, 7.0690916 46.1016953, 7.0690771 46.1016415, 7.0690677 46.1016129, 7.0690577 46.1015844)",,Avenue de la Fusion,,,
58114795,,residential,30,,False,True,40.56700000000001,"LINESTRING (7.0703035 46.102827, 7.0702903 46.1028795, 7.0702657 46.1030282, 7.0702703 46.1030828, 7.0702966 46.1031884)",,,,,
"[58280460, 58280471]",,residential,30,,False,False,95.273,"LINESTRING (7.0703035 46.102827, 7.0704137 46.1028411, 7.0706215 46.1028567, 7.0708033 46.102862, 7.0708969 46.102862, 7.0713771 46.1028332, 7.0715313 46.102854)",,Avenue de la Fusion,,,
285896010,,residential,30,roundabout,True,False,5.084,"LINESTRING (7.0716458 46.102904, 7.0716254 46.1029097, 7.0716035 46.1029112, 7.071582 46.1029082)",,,,,
711557539,,residential,30,,False,False,65.977,"LINESTRING (7.0716458 46.102904, 7.0717146 46.1029783, 7.071791 46.1030702, 7.0720197 46.1032009, 7.072106 46.1032384, 7.0722594 46.1032999)",,Avenue de la Fusion,,,
711557544,,residential,20,,False,False,56.633,"LINESTRING (7.0727817 46.1026307, 7.0731238 46.10218)",,Rue Marc Morand,,,
26470498,,living_street,20,,True,False,21.781,"LINESTRING (7.0727817 46.1026307, 7.0727393 46.102605, 7.0727321 46.1026005, 7.072716 46.1025905, 7.0725928 46.1024858)",,Rue du Manoir,,,
"[711557538, 711557540]",,residential,30,,False,True,84.61,"LINESTRING (7.0727817 46.1026307, 7.0724956 46.1029968, 7.0723356 46.1032014, 7.0722594 46.1032999)",,Rue Marc Morand,,,
26531109,,residential,20,,False,False,29.403,"LINESTRING (7.0720432 46.1010734, 7.0723677 46.1009345)",,Rue des Ecoles,,,
26470499,,residential,30,,False,True,139.529,"LINESTRING (7.0707468 46.1010327, 7.0706791 46.1010907, 7.0705913 46.1011267, 7.0697849 46.1013443, 7.0697366 46.1013564, 7.0695013 46.1014154, 7.0691995 46.101497, 7.0690977 46.1015245)",,Rue des Petits Epineys,,,
26470494,,residential,30,,False,False,156.072,"LINESTRING (7.0671768 46.0996646, 7.0676376 46.1001444, 7.0676627 46.1001699, 7.0680376 46.1005508, 7.0682406 46.1007378, 7.0683074 46.1008012, 7.0683292 46.1008179)",,Avenue de la Fusion,,,
137122693,,residential,30,roundabout,True,False,13.743000000000002,"LINESTRING (7.074652 46.1041829, 7.0746667 46.104165, 7.074689 46.1041514, 7.0747165 46.1041436, 7.0747462 46.1041424, 7.0747748 46.104148, 7.0747992 46.1041597)",1,Rue des Cèdres,5,,
711557534,,residential,30,,False,True,46.992,"LINESTRING (7.074652 46.1041829, 7.0745334 46.1041567, 7.0745067 46.1041462, 7.0741115 46.1039908)",,Rue des Cèdres,,,
26277156,,tertiary,30,,False,True,87.998,"LINESTRING (7.0758185 46.1034936, 7.0757338 46.1034304, 7.0753803 46.1031668, 7.0751081 46.1029714, 7.0750345 46.1029185)",2,Avenue de la Gare,,,
231290487,,residential,30,,False,True,91.93299999999999,"LINESTRING (7.0758185 46.1034936, 7.0757492 46.1035385, 7.075523 46.1036869, 7.07543 46.1037478, 7.0751274 46.1039509, 7.0750539 46.1040016, 7.0750044 46.1040337, 7.0749566 46.1040649)",,Rue de la Poste,,,
368757219,,tertiary,30,,False,False,112.432,"LINESTRING (7.0758185 46.1034936, 7.0758928 46.1035474, 7.0764064 46.1039191, 7.0767146 46.1041423, 7.0767295 46.1041531, 7.0768124 46.1042324)",2,Avenue de la Gare,,,
368757225,,residential,30,,False,False,161.93699999999998,"LINESTRING (7.0758185 46.1034936, 7.075889 46.1034434, 7.0761179 46.1032803, 7.0762606 46.1031876, 7.0763919 46.1031007, 7.0764092 46.1030894, 7.0766475 46.102932, 7.077209 46.1025387, 7.0772907 46.1024573)",,Rue de la Poste,,,
26424683,,residential,30,,False,True,85.022,"LINESTRING (7.0772907 46.1024573, 7.0772449 46.1024368, 7.0771955 46.1024145, 7.0769456 46.1022906, 7.0765041 46.1020785, 7.0763823 46.102024)",,Rue du Simplon,,,
368757225,,residential,30,,False,True,161.937,"LINESTRING (7.0772907 46.1024573, 7.077209 46.1025387, 7.0766475 46.102932, 7.0764092 46.1030894, 7.0763919 46.1031007, 7.0762606 46.1031876, 7.0761179 46.1032803, 7.075889 46.1034434, 7.0758185 46.1034936)",,Rue de la Poste,,,
368757226,,residential,30,,False,False,126.572,"LINESTRING (7.0772907 46.1024573, 7.0774604 46.102538, 7.0776739 46.1026359, 7.0781498 46.1028667, 7.0784261 46.1030075, 7.0784598 46.1030324, 7.078482 46.1030524, 7.0785732 46.1031524)",,Rue du Simplon,,,
231290487,,residential,30,,False,True,16.074,"LINESTRING (7.0749566 46.1040649, 7.0747992 46.1041597)",,Rue de la Poste,,,
26470505,,residential,30,,False,True,90.47399999999999,"LINESTRING (7.0749566 46.1040649, 7.0748278 46.1039692, 7.0747644 46.1039207, 7.074692 46.1038484, 7.0743295 46.1033826)",,Rue du Rhône,,,
231290487,,residential,30,,False,False,91.933,"LINESTRING (7.0749566 46.1040649, 7.0750044 46.1040337, 7.0750539 46.1040016, 7.0751274 46.1039509, 7.07543 46.1037478, 7.075523 46.1036869, 7.0757492 46.1035385, 7.0758185 46.1034936)",,Rue de la Poste,,,
26470505,,residential,30,,False,False,90.47400000000002,"LINESTRING (7.0743295 46.1033826, 7.074692 46.1038484, 7.0747644 46.1039207, 7.0748278 46.1039692, 7.0749566 46.1040649)",,Rue du Rhône,,,
26470505,,residential,30,,False,True,111.374,"LINESTRING (7.0743295 46.1033826, 7.0741715 46.103182, 7.0738744 46.102818, 7.0738476 46.1027876, 7.0736848 46.1026189, 7.0735799 46.1025283)",,Rue du Rhône,,,
26470506,,residential,30,,False,True,74.952,"LINESTRING (7.0743295 46.1033826, 7.0749659 46.1029656, 7.0750345 46.1029185)",,Rue du Grand Verger,,,
26277156,,tertiary,30,,False,False,87.998,"LINESTRING (7.0750345 46.1029185, 7.0751081 46.1029714, 7.0753803 46.1031668, 7.0757338 46.1034304, 7.0758185 46.1034936)",2,Avenue de la Gare,,,
26277156,,tertiary,30,,False,True,110.365,"LINESTRING (7.0750345 46.1029185, 7.0749537 46.1028596, 7.0743866 46.1024466, 7.074048 46.1021993)",2,Avenue de la Gare,,,
26470506,,residential,30,,False,False,74.952,"LINESTRING (7.0750345 46.1029185, 7.0749659 46.1029656, 7.0743295 46.1033826)",,Rue du Grand Verger,,,
26532593,,residential,30,,False,False,143.909,"LINESTRING (7.0750345 46.1029185, 7.0751116 46.1028666, 7.0753174 46.1027281, 7.0761032 46.1021991, 7.0763019 46.1020654, 7.0763823 46.102024)",,Rue du Grand Verger,,,
26424683,,residential,30,,False,False,85.022,"LINESTRING (7.0763823 46.102024, 7.0765041 46.1020785, 7.0769456 46.1022906, 7.0771955 46.1024145, 7.0772449 46.1024368, 7.0772907 46.1024573)",,Rue du Simplon,,,
"[958305170, 26424683]",,residential,"['20', '30']",,False,True,209.399,"LINESTRING (7.0763823 46.102024, 7.0762797 46.1019736, 7.0757249 46.1017029, 7.0750368 46.1013664, 7.0749025 46.1013024, 7.0748113 46.1012607, 7.0744534 46.1010971, 7.0743618 46.101062, 7.0742518 46.1010327, 7.0741132 46.101)",,Rue du Simplon,,,
26532593,,residential,30,,False,False,143.33,"LINESTRING (7.0763823 46.102024, 7.0764463 46.1019866, 7.0764567 46.1019794, 7.0768033 46.1017431, 7.0773381 46.1013855, 7.0776931 46.1011501, 7.0777222 46.1011307)",,Rue du Grand Verger,,,
26532593,,residential,30,,False,True,143.909,"LINESTRING (7.0763823 46.102024, 7.0763019 46.1020654, 7.0761032 46.1021991, 7.0753174 46.1027281, 7.0751116 46.1028666, 7.0750345 46.1029185)",,Rue du Grand Verger,,,
26424673,,residential,30,,False,False,14.052,"LINESTRING (7.0777222 46.1011307, 7.077603 46.1010351)",,Rue de la Délèze,,,
26424673,,residential,30,,False,True,20.408,"LINESTRING (7.0777222 46.1011307, 7.0778985 46.1012676)",,Rue de la Délèze,,,
26532593,,residential,30,,False,True,143.33,"LINESTRING (7.0777222 46.1011307, 7.0776931 46.1011501, 7.0773381 46.1013855, 7.0768033 46.1017431, 7.0764567 46.1019794, 7.0764463 46.1019866, 7.0763823 46.102024)",,Rue du Grand Verger,,,
26470511,,residential,50,,False,False,106.504,"LINESTRING (7.0701291 46.1064489, 7.0701756 46.1064684, 7.0702077 46.106493, 7.0702235 46.1065124, 7.0702973 46.1066031, 7.0703554 46.1066705, 7.0704071 46.1067272, 7.0704214 46.1067421, 7.0704684 46.106791, 7.070528 46.106848, 7.0706069 46.1069194, 7.0707889 46.1070767, 7.070888 46.1071813, 7.0709265 46.1072249)",,Rue de la Tour,,,
"[134986440, 1020220036]",,"['residential', 'living_street']",20,,False,True,25.186,"LINESTRING (7.0701291 46.1064489, 7.0702021 46.1063786, 7.0703329 46.1062721)",,,,,
"[331593072, 1076388940, 1020220032, 37573974]",,residential,"['30', '50']",,False,"[False, True]",154.87900000000002,"LINESTRING (7.0701291 46.1064489, 7.0699886 46.1065727, 7.0693939 46.107097, 7.0690532 46.1073309, 7.0690057 46.1073601, 7.068986 46.1073806, 7.0689788 46.1074044, 7.0689805 46.1074324, 7.0690201 46.107489, 7.0690551 46.107535)",,Rue de la Bâtiaz,,,
"[73150513, 1065438250, 26470517]",,residential,30,,False,True,196.57199999999995,"LINESTRING (7.0727485 46.1073387, 7.0727612 46.1071548, 7.0727634 46.107123, 7.0727561 46.1070712, 7.0727451 46.1070411, 7.0727395 46.1070258, 7.0727308 46.1069907, 7.0727132 46.1069039, 7.0726958 46.1068447, 7.0726576 46.1066567, 7.072643 46.106594, 7.0726245 46.10653, 7.0726032 46.1064622, 7.0725761 46.1063931, 7.0725469 46.1063481, 7.0724012 46.1061275, 7.0722772 46.1059117, 7.0722072 46.105777, 7.0721234 46.1056472)",,Rue des Follaterres,5,,
26526417,,residential,30,,False,False,112.833,"LINESTRING (7.0789868 46.1043008, 7.0779745 46.1049687, 7.0779277 46.1050011)",,Rue de la Moya,,,
156281325,9;21,primary,50,roundabout,True,False,12.221,"LINESTRING (7.0768124 46.1042324, 7.076849 46.1042218, 7.0768885 46.1042205, 7.0769264 46.1042286, 7.0769581 46.1042451)",,Rond-Point du Minautore,,,
368757219,,tertiary,30,,False,True,112.432,"LINESTRING (7.0768124 46.1042324, 7.0767295 46.1041531, 7.0767146 46.1041423, 7.0764064 46.1039191, 7.0758928 46.1035474, 7.0758185 46.1034936)",2,Avenue de la Gare,,,
156281325,9;21,primary,50,roundabout,True,False,12.736,"LINESTRING (7.0769581 46.1042451, 7.076977 46.1042639, 7.0769874 46.1042856, 7.0769885 46.1043085, 7.0769802 46.1043307, 7.0769631 46.1043503)",,Rond-Point du Minautore,,,
"[1019091544, 26562866, 1019091541, 1019091543]",9;21,primary,50,,False,True,157.929,"LINESTRING (7.0769581 46.1042451, 7.0770641 46.1041752, 7.0776197 46.1038175, 7.0777138 46.1037562, 7.0779878 46.1035785, 7.0781079 46.1035075, 7.0781774 46.1034716, 7.0782515 46.1034383, 7.0783938 46.1033798, 7.0785124 46.1033264)",2,Rue du Léman,,,
156281325,9;21,primary,50,roundabout,True,False,15.925,"LINESTRING (7.0769631 46.1043503, 7.0769375 46.1043663, 7.0769062 46.1043763, 7.0768721 46.1043794, 7.0768382 46.1043754, 7.0768074 46.1043647, 7.0767827 46.1043481)",,Rond-Point du Minautore,,,
531275851,,tertiary,30,,False,False,104.255,"LINESTRING (7.0769631 46.1043503, 7.0770331 46.1043709, 7.0771095 46.1044123, 7.0779277 46.1050011)",,Avenue de la Gare,,,
156281325,9;21,primary,50,roundabout,True,False,14.621000000000002,"LINESTRING (7.0767827 46.1043481, 7.076765 46.1043248, 7.0767591 46.1042988, 7.0767658 46.1042729, 7.0767842 46.10425, 7.0768124 46.1042324)",,Rond-Point du Minautore,,,
231290539,9;21,primary,50,,False,False,59.998,"LINESTRING (7.0767827 46.1043481, 7.076687 46.1044089, 7.0761997 46.1047055)",2,Rue du Léman,,,
26470498,,living_street,20,,True,False,162.983,"LINESTRING (7.0725928 46.1024858, 7.0725421 46.1023806, 7.072442 46.1022135, 7.0723957 46.1020342, 7.0723674 46.1019249, 7.0720432 46.1010734)",,Rue du Manoir,,,
58280468,,residential,20,,True,False,83.79200000000002,"LINESTRING (7.0725928 46.1024858, 7.0717638 46.1028704, 7.071755 46.1028744, 7.0717187 46.1028815, 7.0716778 46.1028786)",,Rue de la Dranse,,,
26532592,,residential,,,False,True,7.932,"LINESTRING (7.0711057 46.1048411, 7.071124 46.1047709)",,Pont de la Bâtiaz,,,
"[26975645, 1145287070]",,living_street,,,True,False,32.467999999999996,"LINESTRING (7.0711057 46.1048411, 7.0709438 46.105046, 7.0708897 46.1050907)",,Pont de la Bâtiaz,,yes,
26975642,,living_street,20,,False,False,87.18499999999999,"LINESTRING (7.0708897 46.1050907, 7.0708904 46.1051202, 7.0708871 46.1051503, 7.0708868 46.1051756, 7.0708894 46.1052, 7.0709072 46.1053214, 7.0709185 46.1053818, 7.0709283 46.1054382, 7.0709304 46.1054458, 7.0709437 46.1054931, 7.0709506 46.105551, 7.0709501 46.1056017, 7.0709532 46.1056509, 7.0709515 46.1056873, 7.0709484 46.1057188, 7.0709351 46.1057631, 7.0709207 46.1057926, 7.070902 46.1058152, 7.0708555 46.105854)",,Rue de la Bâtiaz,,,
73150485,,living_street,20,,True,False,106.619,"LINESTRING (7.0708897 46.1050907, 7.0708493 46.1050806, 7.0706396 46.1049804, 7.0705318 46.1049286, 7.070507 46.1049184, 7.0704846 46.1049148, 7.0704612 46.104915, 7.0704341 46.1049135, 7.0704107 46.1049065, 7.0702179 46.1048047, 7.0700562 46.1047188, 7.0700425 46.1047049, 7.070032 46.104692, 7.0700131 46.1046768, 7.0698569 46.1045896, 7.0698213 46.1045719, 7.0697722 46.1045531, 7.0697679 46.1045511)",,Chemin de la Chapelle,,,
"[1020220037, 73150495]",,"['living_street', 'residential']",20,,False,False,180.21999999999997,"LINESTRING (7.0708897 46.1050907, 7.0709479 46.1051039, 7.0709851 46.1051116, 7.0710236 46.1051295, 7.0711833 46.1052431, 7.0712059 46.1052627, 7.0713712 46.1054067, 7.0715478 46.1055621, 7.0716507 46.1056732, 7.0717064 46.1057356, 7.0717607 46.1057981, 7.0717634 46.1058022, 7.0718248 46.1058978, 7.0718944 46.1060153, 7.0719931 46.1061835, 7.072046 46.1062767, 7.0720751 46.1063329, 7.0720946 46.1063704, 7.0721317 46.1064221)",,Chemin du Pont,,,
"[1145589808, 1145589802, 1145589815]",,"['living_street', 'residential']",,,True,False,41.147999999999996,"LINESTRING (7.0708897 46.1050907, 7.0708928 46.1050172, 7.0710571 46.1048127, 7.071124 46.1047709)",,Pont de la Bâtiaz,,yes,
26526418,9;21,primary,50,roundabout,True,False,10.558,"LINESTRING (7.0785732 46.1031524, 7.0786173 46.1031443, 7.078663 46.1031452, 7.0787064 46.1031549)",,,,,
368757226,,residential,30,,False,True,126.572,"LINESTRING (7.0785732 46.1031524, 7.078482 46.1030524, 7.0784598 46.1030324, 7.0784261 46.1030075, 7.0781498 46.1028667, 7.0776739 46.1026359, 7.0774604 46.102538, 7.0772907 46.1024573)",,Rue du Simplon,,,
"[1020220032, 331593072, 37573974, 1076388940]",,residential,"['50', '30']",,False,"[False, True]",154.879,"LINESTRING (7.0690551 46.107535, 7.0690201 46.107489, 7.0689805 46.1074324, 7.0689788 46.1074044, 7.068986 46.1073806, 7.0690057 46.1073601, 7.0690532 46.1073309, 7.0693939 46.107097, 7.0699886 46.1065727, 7.0701291 46.1064489)",,Rue de la Bâtiaz,,,
"[26223961, 26267754, 1065859615]",9;21,primary,"['60', '50']",,False,"[False, True]",267.629,"LINESTRING (7.0690551 46.107535, 7.0695557 46.1073539, 7.0698584 46.107252, 7.0701941 46.1071393, 7.0702199 46.1071307, 7.0705351 46.1070278, 7.0705765 46.1070142, 7.0709589 46.1068792, 7.0712908 46.1067506, 7.0713659 46.1067212, 7.0715744 46.1066394, 7.0716993 46.1065904, 7.0718568 46.1065291, 7.0720066 46.1064708, 7.0720718 46.1064454, 7.0721317 46.1064221)",2,Rue du Léman,,yes,
"[152360251, 211364076, 152360246, 152360255]",,"['unclassified', 'living_street']",20,,False,True,712.4169999999999,"LINESTRING (7.0679651 46.1049626, 7.0678156 46.1051732, 7.0678043 46.1052099, 7.0678111 46.1052381, 7.0679205 46.1053613, 7.0679345 46.1053855, 7.0680107 46.1056299, 7.0681048 46.106287, 7.0681543 46.1065462, 7.0681491 46.1066071, 7.0681311 46.1066793, 7.0679944 46.1068921, 7.0679921 46.1069197, 7.0680119 46.1069423, 7.0680445 46.1069577, 7.0680705 46.1069576, 7.0680886 46.1069504, 7.0681069 46.1069286, 7.0682304 46.1067391, 7.0683628 46.1065909, 7.0683986 46.1065169, 7.0684418 46.1063036, 7.0684804 46.1061896, 7.0685495 46.1060759, 7.0688002 46.1058514, 7.0688958 46.1057648, 7.0689694 46.1056986, 7.0690039 46.1056832, 7.0690447 46.1056839, 7.0690808 46.1057006, 7.0690846 46.1057193, 7.0689473 46.1059086, 7.0689283 46.1059419, 7.0687946 46.1062699, 7.0687975 46.1062878, 7.068813 46.1063073, 7.0688369 46.1063148, 7.0688577 46.1063121, 7.0688845 46.1062871, 7.0689567 46.1061706, 7.0692188 46.1059859, 7.0693834 46.105842, 7.0694316 46.1058317, 7.0694782 46.1058409, 7.0695097 46.1058604, 7.0695114 46.1058841, 7.0695023 46.1059117, 7.0694844 46.1059291, 7.0693025 46.1060505, 7.0692551 46.1061105, 7.0691892 46.1062206, 7.0691926 46.1062448, 7.069211 46.1062628, 7.0692406 46.1062701, 7.0692775 46.1062648, 7.0694438 46.1061037, 7.069492 46.106091, 7.0696822 46.1060849, 7.0698191 46.1061098, 7.0699094 46.1061148, 7.0701582 46.1061653, 7.0703329 46.1062721)",,Chemin du Château,,,
278760564,,unclassified,,,False,False,35.97500000000001,"LINESTRING (7.0679651 46.1049626, 7.0679916 46.1049734, 7.0680222 46.104976, 7.0680517 46.1049697, 7.0680751 46.1049558, 7.0680884 46.1049365, 7.0680894 46.1049152, 7.0680779 46.1048954, 7.0680559 46.1048804, 7.0680271 46.1048729, 7.0679963 46.104874, 7.0679621 46.1048879, 7.0679428 46.1049119, 7.0679439 46.1049393, 7.0679651 46.1049626)",,,,,
