osmid,highway,maxspeed,junction,oneway,reversed,length,geometry,lanes,ref,name,bridge,access
24295596,residential,,,False,True,155.402,"LINESTRING (7.0784744 47.417548, 7.078354 47.4175502, 7.0779094 47.417542, 7.077885 47.4175417, 7.0778597 47.4175423, 7.0778011 47.4175454, 7.0777361 47.4175488, 7.0776983 47.4175508, 7.0774938 47.4175615, 7.0772938 47.4175721, 7.0770726 47.4175837, 7.0770562 47.4175854, 7.0770318 47.4175895, 7.0770059 47.4175945, 7.0769729 47.4176025, 7.0769569 47.4176064, 7.0769143 47.4176235, 7.0768764 47.4176412, 7.0765217 47.4178227)",,,Rue des Tanneurs,,
88300990,primary,,,False,False,33.739999999999995,"LINESTRING (7.0784744 47.417548, 7.078509 47.4175783, 7.0786571 47.4176868, 7.0787135 47.4177271, 7.0787756 47.4177726)",2,6,Faubourg St-Germain,,
"[24295595, 88300965, 88300990]",primary,50,,False,True,32.715,"LINESTRING (7.0784744 47.417548, 7.07845 47.4175139, 7.0784229 47.4174644, 7.0784 47.4174115, 7.0783894 47.4173869, 7.0783392 47.4172689)",2,6,Faubourg St-Germain,yes,
24295854,secondary,50,,False,False,35.348,"LINESTRING (7.0725159 47.4170071, 7.0725881 47.4168974, 7.0726817 47.4167939, 7.0727442 47.4167302)",2,247.4,Rue du Gravier,,
685474068,secondary,,roundabout,True,False,12.21,"LINESTRING (7.0725159 47.4170071, 7.0725423 47.4170159, 7.072559 47.4170285, 7.0725691 47.417044, 7.0725713 47.4170608, 7.0725656 47.4170773, 7.0725474 47.4170958)",,,,,
"[156981141, 156981149]",living_street,20,,False,True,70.529,"LINESTRING (7.0721881 47.4178114, 7.0722067 47.4178314, 7.0723916 47.4180053, 7.0727006 47.4183421)",1,247.4,"['Rue du Gravier', 'Faubourg de France']",,yes
685474071,secondary,,,False,False,51.11,"LINESTRING (7.0721881 47.4178114, 7.0721752 47.4177915, 7.0721527 47.417745, 7.0721317 47.4176928, 7.0721097 47.4176162, 7.0721016 47.4175419, 7.0721142 47.417443, 7.07212 47.4174215, 7.0721452 47.4173627)",,247.4,Rue du Gravier,,
40863606,secondary,50,,False,False,6.412,"LINESTRING (7.078874 47.4147464, 7.0788209 47.4147013)",2,,Rue des Planchettes,,
40863606,secondary,50,,False,True,118.98300000000002,"LINESTRING (7.078874 47.4147464, 7.0789113 47.4148011, 7.0789215 47.4148437, 7.0789165 47.4148864, 7.0788833 47.4149795, 7.0787354 47.4153909, 7.0786611 47.4155979, 7.0786034 47.4157589, 7.0785943 47.4157841)",2,,Rue des Planchettes,,
"[151487161, 151487245, 151487031]",residential,,,False,"[False, True]",70.444,"LINESTRING (7.078874 47.4147464, 7.0789321 47.4147153, 7.0789568 47.4147081, 7.0789775 47.4147059, 7.0796139 47.4146919, 7.0796422 47.4146927, 7.0797275 47.414695, 7.0797913 47.4146967)",,,"['Route de Courgenay', 'Rue des Planchettes']",yes,
73095134,living_street,20,,False,False,42.669000000000004,"LINESTRING (7.0750835 47.4165037, 7.0750312 47.4165871, 7.0750023 47.4166331, 7.0748953 47.4168035, 7.0748427 47.4168493)",2,,Grand-Rue,,
73095134,living_street,20,,False,True,171.689,"LINESTRING (7.0750835 47.4165037, 7.0751293 47.4164231, 7.0752705 47.4162182, 7.0753582 47.4161029, 7.0755031 47.4159371, 7.0756961 47.4157093, 7.0758261 47.41554, 7.0760981 47.4151636, 7.0761016 47.4151523, 7.0761033 47.4151437, 7.0761012 47.4151364, 7.0760948 47.4151282)",2,,Grand-Rue,,
84333100,living_street,20,,False,True,71.974,"LINESTRING (7.074649 47.4145135, 7.074722 47.4145166, 7.0747914 47.4145317, 7.0754735 47.4147988, 7.0754891 47.4148097)",2,,Rue des Baîches,,
86112768,residential,30,,False,False,74.04799999999999,"LINESTRING (7.074649 47.4145135, 7.0745872 47.4146073, 7.0745124 47.4147184, 7.074495 47.4147444, 7.0744038 47.4148809, 7.0743856 47.4149085, 7.0743273 47.4149966, 7.074243 47.4151201)",2,,Rue du Temple,,
88300949,residential,30,,False,False,147.244,"LINESTRING (7.074649 47.4145135, 7.0746907 47.4144538, 7.0747501 47.4143222, 7.0748157 47.4141742, 7.0748696 47.4140403, 7.0749844 47.4137559, 7.0749916 47.413738, 7.0750635 47.4135597, 7.0750799 47.4135335, 7.0750864 47.4135262, 7.0750929 47.413519, 7.0751107 47.4135009, 7.0751555 47.4134655, 7.0751897 47.4134463, 7.0752398 47.4134301, 7.0752699 47.4134233, 7.0752868 47.4134194, 7.0753196 47.4134132, 7.0753529 47.4134089, 7.075453 47.4134018)",,,Rue Thurmann,,
931725038,tertiary,,,False,True,75.968,"LINESTRING (7.074649 47.4145135, 7.0745693 47.4144991, 7.0745049 47.4144784, 7.0743961 47.4144297, 7.0742866 47.4143853, 7.0741182 47.4143051, 7.0737811 47.41417)",,,Rue des Tilleuls,,
1165428364,living_street,20,,False,False,34.974000000000004,"LINESTRING (7.0765449 47.4152049, 7.0763794 47.4151713, 7.0763565 47.4151663, 7.0763345 47.4151625, 7.0761285 47.4151352, 7.0761111 47.4151325, 7.0760948 47.4151282)",2,,Rue des Baîches,,
"[1186237509, 700817759]",living_street,20,,False,"[False, True]",81.68,"LINESTRING (7.0765449 47.4152049, 7.0765453 47.4153009, 7.0765392 47.4153526, 7.0765366 47.4153741, 7.0765167 47.4154617, 7.0764851 47.4155176, 7.076263 47.4159062)","['1', '2']",,"[""Rue de l'Église"", 'Rue du Collège']",,
24295854,secondary,50,,False,True,99.893,"LINESTRING (7.0734961 47.4159898, 7.0734104 47.4160746, 7.0732867 47.4161954, 7.0732466 47.4162346, 7.0727442 47.4167302)",2,247.4,Rue du Gravier,,
685474070,secondary,50,roundabout,True,False,11.326,"LINESTRING (7.0734961 47.4159898, 7.0734912 47.4159843, 7.0734881 47.4159739, 7.0735253 47.4158929)",1,,,,
"[500128768, 1222997685, 1222997686]",primary,50,,False,False,99.38199999999999,"LINESTRING (7.0811084 47.4159995, 7.0810095 47.4160011, 7.0808913 47.4160031, 7.0803691 47.4160099, 7.0801679 47.4160125, 7.0799325 47.4160156, 7.0797883 47.4160236)","['2', '3']",6,Route de Courgenay,,
749237828,residential,30,,False,True,17.14,"LINESTRING (7.0811084 47.4159995, 7.0811353 47.4158925, 7.0811479 47.4158477)",,,Route de Courgenay,,
84333100,living_street,20,,False,True,3.884,"LINESTRING (7.0760503 47.4151105, 7.0760948 47.4151282)",2,,Rue des Baîches,,
73095137,living_street,20,,True,False,42.32,"LINESTRING (7.0760503 47.4151105, 7.0762343 47.4148312, 7.076305 47.4147737)",1,,Rue du Cygne,,
84333100,living_street,20,,False,False,55.357,"LINESTRING (7.0760503 47.4151105, 7.0755383 47.4148859, 7.0755247 47.4148761, 7.0755146 47.4148672, 7.0755025 47.4148343, 7.0754978 47.4148216, 7.0754891 47.4148097)",2,,Rue des Baîches,,
84332993,secondary,30,,False,False,49.55100000000001,"LINESTRING (7.0739874 47.4177203, 7.0738703 47.4176683, 7.0735393 47.4175591, 7.0734977 47.4175456, 7.0734489 47.417524, 7.0734152 47.417503)",,,Rue Joseph-Trouillat,,
84333099,living_street,20,,False,True,116.28200000000001,"LINESTRING (7.0739874 47.4177203, 7.0742129 47.4174907, 7.0743279 47.4173738, 7.0748427 47.4168493)",2,,Rue Pierre Péquignat,,
156981228,living_street,20,,False,True,72.83200000000001,"LINESTRING (7.0739874 47.4177203, 7.0737442 47.4179095, 7.0736953 47.4179476, 7.0734833 47.4180928, 7.0732839 47.4181576)",,,Rue Pierre Péquignat,,
997225138,secondary,50,,False,True,24.207,"LINESTRING (7.0739874 47.4177203, 7.0740253 47.4177409, 7.0740509 47.4177548, 7.0742215 47.4178693)",,,Rue Joseph-Trouillat,,
73095127,residential,30,,False,False,80.7,"LINESTRING (7.0813873 47.4141902, 7.0811751 47.4134788)",,,Rue de la Molière,,
73095142,residential,30,,False,True,28.128,"LINESTRING (7.0813873 47.4141902, 7.0817597 47.4142122)",,,La Schliff,,
73095142,residential,30,,False,False,93.361,"LINESTRING (7.0813873 47.4141902, 7.0810336 47.4141693, 7.0807415 47.4141724, 7.080148 47.4141789)",,,La Schliff,,
88300949,residential,30,,False,True,147.244,"LINESTRING (7.075453 47.4134018, 7.0753529 47.4134089, 7.0753196 47.4134132, 7.0752868 47.4134194, 7.0752699 47.4134233, 7.0752398 47.4134301, 7.0751897 47.4134463, 7.0751555 47.4134655, 7.0751107 47.4135009, 7.0750929 47.413519, 7.0750864 47.4135262, 7.0750799 47.4135335, 7.0750635 47.4135597, 7.0749916 47.413738, 7.0749844 47.4137559, 7.0748696 47.4140403, 7.0748157 47.4141742, 7.0747501 47.4143222, 7.0746907 47.4144538, 7.074649 47.4145135)",,,Rue Thurmann,,
823101853,residential,30,,False,False,54.888,"LINESTRING (7.075453 47.4134018, 7.0755909 47.4133919, 7.0759358 47.4133673, 7.0759758 47.4133599, 7.0760111 47.4133514, 7.0760388 47.4133392, 7.0760706 47.4133119, 7.0760919 47.4132853, 7.0761089 47.4132639)",,,Rue Thurmann,,
823101853,residential,30,,False,True,54.888000000000005,"LINESTRING (7.0761089 47.4132639, 7.0760919 47.4132853, 7.0760706 47.4133119, 7.0760388 47.4133392, 7.0760111 47.4133514, 7.0759758 47.4133599, 7.0759358 47.4133673, 7.0755909 47.4133919, 7.075453 47.4134018)",,,Rue Thurmann,,
84333100,living_street,20,,False,False,3.884,"LINESTRING (7.0760948 47.4151282, 7.0760503 47.4151105)",2,,Rue des Baîches,,
73095134,living_street,20,,False,False,171.68900000000002,"LINESTRING (7.0760948 47.4151282, 7.0761012 47.4151364, 7.0761033 47.4151437, 7.0761016 47.4151523, 7.0760981 47.4151636, 7.0758261 47.41554, 7.0756961 47.4157093, 7.0755031 47.4159371, 7.0753582 47.4161029, 7.0752705 47.4162182, 7.0751293 47.4164231, 7.0750835 47.4165037)",2,,Grand-Rue,,
1165428364,living_street,20,,False,True,34.974,"LINESTRING (7.0760948 47.4151282, 7.0761111 47.4151325, 7.0761285 47.4151352, 7.0763345 47.4151625, 7.0763565 47.4151663, 7.0763794 47.4151713, 7.0765449 47.4152049)",2,,Rue des Baîches,,
73095117,living_street,20,,False,True,50.587,"LINESTRING (7.0748427 47.4168493, 7.0748243 47.4168492, 7.0747921 47.4168485, 7.0747613 47.4168441, 7.0747354 47.4168357, 7.0745489 47.4167533, 7.0744079 47.4166848, 7.0743561 47.4166565, 7.0742855 47.4166099)",2,247,Rue du 23-Juin,,
73095134,living_street,20,,False,True,42.669,"LINESTRING (7.0748427 47.4168493, 7.0748953 47.4168035, 7.0750023 47.4166331, 7.0750312 47.4165871, 7.0750835 47.4165037)",2,,Grand-Rue,,
84333099,living_street,20,,False,False,116.282,"LINESTRING (7.0748427 47.4168493, 7.0743279 47.4173738, 7.0742129 47.4174907, 7.0739874 47.4177203)",2,,Rue Pierre Péquignat,,
40863606,secondary,50,,False,True,6.412,"LINESTRING (7.0788209 47.4147013, 7.078874 47.4147464)",2,,Rue des Planchettes,,
40863606,secondary,50,,False,False,40.623,"LINESTRING (7.0788209 47.4147013, 7.0784057 47.4145712, 7.0783731 47.4145541, 7.0783507 47.4145308)",2,,Rue des Planchettes,,
"[151486872, 151486869, 73095142]",residential,30,,False,True,131.68099999999998,"LINESTRING (7.0788209 47.4147013, 7.0788453 47.4146598, 7.078905 47.4144551, 7.0789099 47.4144448, 7.0789173 47.4144343, 7.0789457 47.4144057, 7.0789861 47.4143674, 7.0790276 47.414342, 7.0791471 47.4142938, 7.0792624 47.4142562, 7.0793978 47.4142268, 7.079521 47.4142034, 7.0796525 47.4141912, 7.0797619 47.4141843, 7.0797846 47.4141828, 7.080148 47.4141789)",,,La Schliff,yes,
73095117,living_street,20,,False,False,50.587,"LINESTRING (7.0742855 47.4166099, 7.0743561 47.4166565, 7.0744079 47.4166848, 7.0745489 47.4167533, 7.0747354 47.4168357, 7.0747613 47.4168441, 7.0747921 47.4168485, 7.0748243 47.4168492, 7.0748427 47.4168493)",2,247,Rue du 23-Juin,,
73095117,living_street,20,,False,True,25.659,"LINESTRING (7.0742855 47.4166099, 7.0742604 47.4165875, 7.0742367 47.4165618, 7.0742073 47.4165193, 7.0741632 47.4164333, 7.0741418 47.4164021)",2,247,Rue du 23-Juin,,
86112755,living_street,20,,True,False,120.70099999999998,"LINESTRING (7.0742855 47.4166099, 7.0741281 47.4166918, 7.0738096 47.4170101, 7.0737649 47.4170717, 7.0737489 47.4171088, 7.073746 47.4171191, 7.0737332 47.4171644, 7.0737188 47.4171937, 7.0736921 47.4172321, 7.0736733 47.4172521, 7.0735284 47.4173989, 7.0734894 47.4174382, 7.0734152 47.417503)",2,,Rue des Malvoisins,,
86112762,living_street,20,,True,False,53.69,"LINESTRING (7.076305 47.4147737, 7.0764983 47.4149472, 7.0765529 47.4150311, 7.0765458 47.4151865, 7.0765449 47.4152049)",1,,Rue du Collège,,
"[1014469536, 88300977]",living_street,20,,False,True,89.48599999999999,"LINESTRING (7.076305 47.4147737, 7.0762918 47.4147126, 7.0762432 47.4146696, 7.0761923 47.4146435, 7.0761663 47.4146284, 7.0761482 47.4146178, 7.0760732 47.4145831, 7.0759366 47.4145477, 7.0758302 47.4145442, 7.0757595 47.4145568, 7.0757043 47.4145667, 7.0756555 47.4145981, 7.0755874 47.4146988, 7.0754891 47.4148097)",2,,Rue du Séminaire,,
156981149,living_street,20,,False,True,11.73,"LINESTRING (7.0727006 47.4183421, 7.072785 47.4184308)",1,,Faubourg de France,,yes
76114025,living_street,20,,False,False,97.575,"LINESTRING (7.0727006 47.4183421, 7.0724658 47.4185021, 7.0724866 47.4186102, 7.0725563 47.4186968, 7.0725853 47.4187169, 7.072718 47.4188088, 7.0727481 47.4188545, 7.0728222 47.4189288, 7.0729965 47.4190185)",,,Aux Capucins,,
"[156981149, 156981141]",living_street,20,,False,False,70.529,"LINESTRING (7.0727006 47.4183421, 7.0723916 47.4180053, 7.0722067 47.4178314, 7.0721881 47.4178114)",1,247.4,"['Rue du Gravier', 'Faubourg de France']",,yes
76114025,living_street,20,,False,True,97.575,"LINESTRING (7.0729965 47.4190185, 7.0728222 47.4189288, 7.0727481 47.4188545, 7.072718 47.4188088, 7.0725853 47.4187169, 7.0725563 47.4186968, 7.0724866 47.4186102, 7.0724658 47.4185021, 7.0727006 47.4183421)",,,Aux Capucins,,
"[156981144, 685474069, 685474071]",secondary,,,False,"[False, True]",38.38399999999999,"LINESTRING (7.0721452 47.4173627, 7.0721672 47.4173283, 7.0722106 47.4172658, 7.0722846 47.4171837, 7.0723048 47.4171607, 7.0723257 47.4171421, 7.0723507 47.4171199, 7.072382 47.4170993, 7.072425 47.41708)",,247.4,Rue du Gravier,yes,
685474071,secondary,,,False,True,51.11,"LINESTRING (7.0721452 47.4173627, 7.07212 47.4174215, 7.0721142 47.417443, 7.0721016 47.4175419, 7.0721097 47.4176162, 7.0721317 47.4176928, 7.0721527 47.417745, 7.0721752 47.4177915, 7.0721881 47.4178114)",,247.4,Rue du Gravier,,
86112751,tertiary,,,False,True,105.67500000000001,"LINESTRING (7.0737811 47.41417, 7.0730918 47.4139665, 7.0725367 47.4138479, 7.072469 47.4138352)",,,Rue des Tilleuls,,
86112788,residential,,,False,False,38.653,"LINESTRING (7.0737811 47.41417, 7.073844 47.4140642, 7.0738626 47.4139615, 7.0738852 47.4138323)",,,Chemin de l'Oiselier,,
931725038,tertiary,,,False,False,75.96799999999999,"LINESTRING (7.0737811 47.41417, 7.0741182 47.4143051, 7.0742866 47.4143853, 7.0743961 47.4144297, 7.0745049 47.4144784, 7.0745693 47.4144991, 7.074649 47.4145135)",,,Rue des Tilleuls,,
84332993,secondary,30,,False,False,57.951,"LINESTRING (7.0734152 47.417503, 7.0732892 47.4174249, 7.0731902 47.4173759, 7.072978 47.4172909, 7.072784 47.4172072)",,,Rue Joseph-Trouillat,,
84332993,secondary,30,,False,True,49.551,"LINESTRING (7.0734152 47.417503, 7.0734489 47.417524, 7.0734977 47.4175456, 7.0735393 47.4175591, 7.0738703 47.4176683, 7.0739874 47.4177203)",,,Rue Joseph-Trouillat,,
"[722991290, 156977396]",living_street,20,,False,True,86.684,"LINESTRING (7.0734152 47.417503, 7.0733811 47.4175659, 7.073286 47.4176702, 7.0732186 47.4177452, 7.0730694 47.417834, 7.073056 47.4178531, 7.0730508 47.4178691, 7.0730558 47.4178873, 7.07307 47.4179058, 7.0732023 47.4180774, 7.0732839 47.4181576)",,,Cour-aux-Moines,,
73095117,living_street,20,,False,False,25.659,"LINESTRING (7.0741418 47.4164021, 7.0741632 47.4164333, 7.0742073 47.4165193, 7.0742367 47.4165618, 7.0742604 47.4165875, 7.0742855 47.4166099)",2,247,Rue du 23-Juin,,
73095117,living_street,20,,False,True,41.024,"LINESTRING (7.0741418 47.4164021, 7.0740648 47.416351, 7.0737525 47.4161438)",2,247,Rue du 23-Juin,,
86112759,living_street,20,,False,False,206.354,"LINESTRING (7.0741418 47.4164021, 7.0743471 47.4162924, 7.0743868 47.416257, 7.0746062 47.416037, 7.0749569 47.4156011, 7.0750274 47.4155018, 7.0751862 47.4152777, 7.075249 47.415189, 7.0754784 47.4148661, 7.0754854 47.4148514, 7.0754884 47.4148377, 7.0754891 47.4148097)",2,,Rue des Annonciades,,
86112761,living_street,20,,True,False,130.65,"LINESTRING (7.076263 47.4159062, 7.0762109 47.4159966, 7.0761137 47.4160976, 7.0760746 47.4161197, 7.0759814 47.4161789, 7.0759635 47.4161988, 7.0759229 47.4162701, 7.0758059 47.416488, 7.075787 47.4165075, 7.0757422 47.4165177, 7.075581 47.4165113, 7.0752649 47.4164827, 7.0750835 47.4165037)",2,,Rue de l'Église,,
"[1186237509, 700817759]",living_street,20,,False,"[False, True]",81.67999999999999,"LINESTRING (7.076263 47.4159062, 7.0764851 47.4155176, 7.0765167 47.4154617, 7.0765366 47.4153741, 7.0765392 47.4153526, 7.0765453 47.4153009, 7.0765449 47.4152049)","['1', '2']",,"[""Rue de l'Église"", 'Rue du Collège']",,
753433456,residential,30,,False,False,5.638,"LINESTRING (7.0774712 47.4145927, 7.0774618 47.4145424)",2,,Route de Fontenais,,
86112765,residential,30,,False,False,156.324,"LINESTRING (7.0774712 47.4145927, 7.0772019 47.4144712, 7.077189 47.4144643, 7.0771759 47.4144564, 7.0768672 47.414238, 7.0768571 47.4142301, 7.0768482 47.4142219, 7.0767203 47.4140912, 7.0767167 47.4140858, 7.0767146 47.4140791, 7.0767133 47.4140515, 7.0767089 47.4139411, 7.0767009 47.4137689, 7.0766999 47.413762, 7.0766271 47.413481, 7.0766143 47.4134434, 7.0766033 47.413414)",2,,Chemin des Chenevières,,
753433456,residential,30,,False,True,117.676,"LINESTRING (7.0774712 47.4145927, 7.0774823 47.4146516, 7.077525 47.4147832, 7.0775801 47.4149279, 7.0775969 47.4149917, 7.0776231 47.415155, 7.0776161 47.4153152, 7.077614 47.4153483, 7.0775979 47.4154973, 7.0775651 47.4156094, 7.0775564 47.4156374)",2,,Route de Fontenais,,
753433456,residential,30,,False,True,5.638,"LINESTRING (7.0774618 47.4145424, 7.0774712 47.4145927)",2,,Route de Fontenais,,
86112782,residential,30,,True,False,67.152,"LINESTRING (7.0774618 47.4145424, 7.07765 47.4145454, 7.0781799 47.4145538, 7.0783507 47.4145308)",2,,Rue des Planchettes,,
88300987,secondary,50,,False,False,90.911,"LINESTRING (7.0764531 47.4194646, 7.0756315 47.4188651)",,,Rue Auguste-Cuenin,,
"[157294913, 322191338, 322191284]",residential,,,False,True,267.97200000000004,"LINESTRING (7.0764531 47.4194646, 7.0763068 47.4195444, 7.0760433 47.4196881, 7.0754936 47.4199879, 7.07523 47.419804, 7.0747918 47.4194905, 7.0747501 47.419438, 7.0747834 47.4194004, 7.0751036 47.4191869, 7.0756315 47.4188651)",,,"[""Quai de l'Allaine"", 'Rue Elsaesser', 'Rue de la Synagogue']",,
88300987,secondary,50,,False,True,254.999,"LINESTRING (7.0764531 47.4194646, 7.0765289 47.4195167, 7.0773333 47.4200946, 7.0773704 47.4201212, 7.0775081 47.4202236, 7.0779743 47.4205657, 7.0782728 47.4207847, 7.0783094 47.4208109, 7.0786784 47.4210748, 7.0787424 47.4211522)",,,Rue Auguste-Cuenin,,
24326361,secondary,50,,False,True,14.113,"LINESTRING (7.0703293 47.4141809, 7.0704506 47.4142777)",2,247,Rue Achille-Merguin,,
24295854,secondary,50,,False,False,99.893,"LINESTRING (7.0727442 47.4167302, 7.0732466 47.4162346, 7.0732867 47.4161954, 7.0734104 47.4160746, 7.0734961 47.4159898)",2,247.4,Rue du Gravier,,
24295854,secondary,50,,False,True,35.348,"LINESTRING (7.0727442 47.4167302, 7.0726817 47.4167939, 7.0725881 47.4168974, 7.0725159 47.4170071)",2,247.4,Rue du Gravier,,
23717747,secondary,50,,False,False,63.754999999999995,"LINESTRING (7.0813781 47.4189566, 7.0811882 47.4190066, 7.0810202 47.4190751, 7.0806614 47.419256)",,247,Route d'Alle,,
23717747,secondary,50,,False,True,54.96,"LINESTRING (7.0813781 47.4189566, 7.0815508 47.4189183, 7.0817058 47.4188936, 7.081859 47.4188761, 7.0820236 47.4188625, 7.0820914 47.4188569)",,247,Route d'Alle,,
156986371,residential,,,False,False,19.648,"LINESTRING (7.0813781 47.4189566, 7.0813285 47.4188815, 7.0812715 47.4187953)",,,Route d'Alle,,
24292489,primary,50,roundabout,True,False,8.384,"LINESTRING (7.0781671 47.4166132, 7.0782028 47.41662, 7.0782333 47.4166344, 7.078255 47.4166548)",,,,,
40863606,secondary,50,,False,False,97.948,"LINESTRING (7.0781671 47.4166132, 7.078177 47.4165472, 7.0781916 47.4165073, 7.0782422 47.4164075, 7.0783566 47.4161815, 7.0783761 47.4161447, 7.0784041 47.4160919, 7.0785158 47.4159206, 7.0785616 47.4158491, 7.0785943 47.4157841)",2,,Rue des Planchettes,,
151487035,residential,,,False,False,47.494,"LINESTRING (7.0792048 47.4130331, 7.0785856 47.4131159)",,,Rue des Planchettes,,
151487035,residential,,,False,True,47.494,"LINESTRING (7.0785856 47.4131159, 7.0792048 47.4130331)",,,Rue des Planchettes,,
"[151486880, 151486883, 40863606]",secondary,50,,False,True,164.179,"LINESTRING (7.0785856 47.4131159, 7.0787095 47.4136029, 7.0787318 47.4137313, 7.07872 47.4137924, 7.0786922 47.4138584, 7.0786508 47.4139384, 7.0786182 47.4139816, 7.0785716 47.4140411, 7.0785315 47.4140962, 7.0784851 47.4141491, 7.0783971 47.4142902, 7.0783419 47.4144598, 7.0783368 47.4144962, 7.0783507 47.4145308)",2,,Rue des Planchettes,yes,
151487112,residential,30,,False,False,78.138,"LINESTRING (7.0815294 47.4143821, 7.0816098 47.4150827)",,,,,
151487245,residential,,,False,True,54.933,"LINESTRING (7.0797913 47.4146967, 7.0797067 47.4151874)",,,Route de Courgenay,,
151487279,residential,,,False,False,190.601,"LINESTRING (7.0797913 47.4146967, 7.080777 47.4147676, 7.0807289 47.415029, 7.0806027 47.4151622, 7.0803488 47.4152309, 7.0797067 47.4151874)",,,Route de Courgenay,,
"[151487161, 151487245, 151487031]",residential,,,False,"[False, True]",70.444,"LINESTRING (7.0797913 47.4146967, 7.0797275 47.414695, 7.0796422 47.4146927, 7.0796139 47.4146919, 7.0789775 47.4147059, 7.0789568 47.4147081, 7.0789321 47.4147153, 7.078874 47.4147464)",,,"['Route de Courgenay', 'Rue des Planchettes']",yes,
151487245,residential,,,False,False,54.933,"LINESTRING (7.0797067 47.4151874, 7.0797913 47.4146967)",,,Route de Courgenay,,
151487279,residential,,,False,True,190.601,"LINESTRING (7.0797067 47.4151874, 7.0803488 47.4152309, 7.0806027 47.4151622, 7.0807289 47.415029, 7.080777 47.4147676, 7.0797913 47.4146967)",,,Route de Courgenay,,
151487245,residential,,,False,True,106.68599999999999,"LINESTRING (7.0797067 47.4151874, 7.0795726 47.4153267, 7.0795499 47.4153503, 7.0792684 47.41592, 7.0792526 47.4159519, 7.079251 47.4160087, 7.0792755 47.4160807)",,,Route de Courgenay,,
"[24295595, 88300965, 88300990]",primary,50,,False,False,32.714999999999996,"LINESTRING (7.0783392 47.4172689, 7.0783894 47.4173869, 7.0784 47.4174115, 7.0784229 47.4174644, 7.07845 47.4175139, 7.0784744 47.417548)",2,6,Faubourg St-Germain,yes,
24295595,primary,50,,False,True,25.647,"LINESTRING (7.0783392 47.4172689, 7.078317 47.4172169, 7.0782447 47.4170473)",2,6,Faubourg St-Germain,,
