osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,width,access,junction,tunnel,ref
"[964954224, 49618932, 487219893]",2,"['Place Perraud', 'Rue Georges Trouillot']",secondary,30,False,"[False, True]",27.828,"LINESTRING (5.5550324 46.6764152, 5.5550116 46.6763034, 5.5550062 46.6762899, 5.5549776 46.6762535, 5.5549455 46.6762281, 5.5548853 46.6762025)",,,,,
964954224,,Rue Georges Trouillot,secondary,30,False,True,57.959999999999994,"LINESTRING (5.5550324 46.6764152, 5.5551022 46.6767821, 5.5551039 46.6768034, 5.5551045 46.6768838, 5.5551046 46.6769333)",,,,,
"[1208727691, 1232176259]",,Rue du Puits Salé,residential,30,True,False,108.409,"LINESTRING (5.5550324 46.6764152, 5.555135 46.676411, 5.5556942 46.6764063, 5.5558503 46.6764127, 5.5558941 46.6764166, 5.5559847 46.6764166, 5.5561838 46.6764003, 5.5563779 46.676377, 5.5564475 46.6763706)",,,,,
49864886,,Rue Richebourg,tertiary,30,False,False,51.701,"LINESTRING (5.5574704 46.6761914, 5.5575107 46.6763147, 5.557603 46.6765625, 5.5576227 46.6766174, 5.5576181 46.6766435)",,,,,
49864886,,Rue Richebourg,tertiary,30,False,True,121.482,"LINESTRING (5.5574704 46.6761914, 5.5574649 46.6761706, 5.5574524 46.6761321, 5.5573281 46.6757688, 5.5573163 46.6757377, 5.5572869 46.6756571, 5.557202 46.6754393, 5.5571086 46.675181, 5.557074 46.6751348)",,,,,
"[49628960, 1041409036]",,Rue de la Comédie,living_street,,True,False,132.111,"LINESTRING (5.554632 46.6757498, 5.5547487 46.6757564, 5.5549902 46.6757701, 5.5552626 46.6757867, 5.5553434 46.6757786, 5.5563461 46.6756618)",,,,,
"[487219892, 49628966]",,"['Place Perraud', 'Rue du Commerce']",living_street,,True,False,54.768,"LINESTRING (5.554632 46.6757498, 5.5546872 46.6757925, 5.5547391 46.6758478, 5.554784 46.6759231, 5.55483 46.6760213, 5.5548475 46.6760705, 5.554859 46.6761145, 5.5548853 46.6762025)",2.8,,,,
49628967,,Rue de Balerne,living_street,,False,False,28.357,"LINESTRING (5.5563461 46.6756618, 5.5563945 46.6756573, 5.556471 46.6758725)",,,,,
143722722,,Rue de Balerne,living_street,,True,False,32.409,"LINESTRING (5.5563461 46.6756618, 5.5563289 46.675584, 5.5563049 46.675461, 5.5562734 46.675375)",,,,,
45343008,,Rue de Balerne,living_street,,False,False,35.876000000000005,"LINESTRING (5.5562904 46.675053, 5.5562864 46.6750752, 5.5562836 46.6750985, 5.5562793 46.6751319, 5.5562708 46.6751972, 5.5562734 46.675375)",,,,,
45343010,,Place de l'Ancien Collège,residential,30,False,True,54.78,"LINESTRING (5.5562904 46.675053, 5.5563911 46.6750592, 5.5567247 46.6750772, 5.5568202 46.6750754, 5.5570067 46.6750691)",,,,,
45343017,,Rue Sébile,living_street,,False,False,65.01,"LINESTRING (5.5562904 46.675053, 5.5562314 46.6750456, 5.5561796 46.675039, 5.5555258 46.6749497, 5.5554537 46.6749428)",,,,,
664106859,,Rue Sébile,living_street,,True,False,47.905,"LINESTRING (5.5554537 46.6749428, 5.5548645 46.6750917)",,,,,
45343017,,Rue Sébile,living_street,,False,True,65.00999999999999,"LINESTRING (5.5554537 46.6749428, 5.5555258 46.6749497, 5.5561796 46.675039, 5.5562314 46.6750456, 5.5562904 46.675053)",,,,,
49628953,,Rue du Four,living_street,,True,False,57.816,"LINESTRING (5.5554537 46.6749428, 5.5554567 46.6749817, 5.5554785 46.6752869, 5.5555143 46.6754606)",,,,,
"[607702465, 607702467, 607702468, 45343012, 1041409030]",,Rue Pasteur,living_street,,False,False,154.945,"LINESTRING (5.5548496 46.6735265, 5.5549502 46.6734966, 5.5550708 46.6734895, 5.5552108 46.6734812, 5.5556439 46.6734554, 5.5560085 46.6734335, 5.5563101 46.6734157, 5.5565225 46.6734032, 5.5566943 46.673393, 5.5567857 46.6733881, 5.5568199 46.6733865, 5.5568644 46.6733844)",,,,,
"[607702471, 49628957, 1173384998, 1232176255]",,Rue des Cordeliers,living_street,,True,False,166.47,"LINESTRING (5.5548496 46.6735265, 5.5548222 46.6735625, 5.5548116 46.6736019, 5.5548162 46.6736777, 5.5549121 46.6739372, 5.5549824 46.6740998, 5.5550497 46.6742165, 5.5552809 46.6746176, 5.555334 46.6747056, 5.5553886 46.6748011, 5.5554316 46.6748946, 5.5554423 46.6749171, 5.5554537 46.6749428)",,,,,
"[607702465, 607702467, 607702468, 45343012, 1041409030]",,Rue Pasteur,living_street,,False,True,154.945,"LINESTRING (5.5568644 46.6733844, 5.5568199 46.6733865, 5.5567857 46.6733881, 5.5566943 46.673393, 5.5565225 46.6734032, 5.5563101 46.6734157, 5.5560085 46.6734335, 5.5556439 46.6734554, 5.5552108 46.6734812, 5.5550708 46.6734895, 5.5549502 46.6734966, 5.5548496 46.6735265)",,,,,
"[1041409027, 1041409028]",2,Rue de la Chevalerie,tertiary,30,False,True,39.672,"LINESTRING (5.5568644 46.6733844, 5.5568467 46.6732248, 5.5568411 46.6731748, 5.5568361 46.6730624, 5.556835 46.6730362, 5.5568348 46.6730283)",,,,,
1173380960,2,Rue de la Chevalerie,tertiary,30,False,False,87.39599999999999,"LINESTRING (5.5568644 46.6733844, 5.5568705 46.6734559, 5.5568742 46.6734926, 5.5569166 46.6739191, 5.5569194 46.6739436, 5.5569213 46.6739673, 5.5569294 46.6740352, 5.5569408 46.6741686)",,,,,
"[49706800, 1027637778]",2,Rue Rouget de Lisle,secondary,30,True,False,64.179,"LINESTRING (5.5547206 46.6731716, 5.5547118 46.6731204, 5.5547013 46.6730735, 5.5546378 46.6727137, 5.5546333 46.6726888, 5.5546175 46.6725988)",,,,,
"[1027637779, 49705980, 49634293, 968845407]",,"['Place de la Liberté', 'Rue Jean Jaurès']",living_street,,True,False,186.638,"LINESTRING (5.5547206 46.6731716, 5.554594 46.6731976, 5.5545191 46.673213, 5.5544389 46.6732238, 5.5542172 46.6732781, 5.5540817 46.6733132, 5.5539799 46.6733396, 5.5537375 46.6734264, 5.5535325 46.6735012, 5.5531479 46.6736442, 5.5530884 46.6736665, 5.5528624 46.6737512, 5.5526742 46.6738028, 5.5526524 46.673808, 5.5524908 46.6738463)",,,,,
"[698280362, 647379795, 1027637780, 647379797, 647379799]",3,Avenue Jean Moulin,secondary,30,True,False,163.249,"LINESTRING (5.5568348 46.6730283, 5.5560857 46.6730275, 5.5557712 46.6730299, 5.5554764 46.6730377, 5.5553368 46.673056, 5.5549834 46.6731199, 5.5548802 46.6731411, 5.5547206 46.6731716)",,,,,
"[1041409027, 1041409028]",2,Rue de la Chevalerie,tertiary,30,False,False,39.672,"LINESTRING (5.5568348 46.6730283, 5.556835 46.6730362, 5.5568361 46.6730624, 5.5568411 46.6731748, 5.5568467 46.6732248, 5.5568644 46.6733844)",,,,,
"[641247962, 45343015]",,Carrefour de la Libération,residential,30,True,False,46.153,"LINESTRING (5.5585896 46.672807, 5.5586679 46.6728515, 5.5587085 46.6728753, 5.5587363 46.6729083, 5.5587421 46.6729451, 5.5587328 46.6729796, 5.5586934 46.6730112, 5.5586499 46.6730317, 5.5584773 46.6730548)",,,,,
49864880,2,Carrefour de la Libération,secondary,30,True,False,21.015,"LINESTRING (5.5585896 46.672807, 5.5586972 46.6728069, 5.5587295 46.6728075, 5.5587563 46.6728079, 5.5588639 46.6728186)",,,,,
189091286,,Carrefour de la Libération,residential,30,True,False,29.505000000000003,"LINESTRING (5.5585896 46.672807, 5.5587366 46.6727235, 5.5588097 46.6726682, 5.55887 46.6726251)",,,,,
672844244,,Rue du Commerce,living_street,,True,False,10.776,"LINESTRING (5.5539235 46.6753513, 5.5539499 46.6754465)",,,,,
607702470,,Rue Sébile,living_street,,True,False,38.022,"LINESTRING (5.5548645 46.6750917, 5.5543974 46.6752109)",,,,,
"[49628955, 1175245100]",,Rue Perrin,living_street,,False,False,65.708,"LINESTRING (5.5548645 46.6750917, 5.5548505 46.6750623, 5.5547228 46.6747943, 5.5546166 46.6745712, 5.554597 46.67453)",,destination,,,
"[1221496568, 967583577, 967583579]",,Rue du Docteur Jean Michel,tertiary,30,False,"[False, True]",57.79500000000001,"LINESTRING (5.5527617 46.6769397, 5.5526858 46.6767811, 5.5526774 46.6767529, 5.5526719 46.6767237, 5.5526695 46.6766809, 5.5526733 46.6766421, 5.5526792 46.6766153, 5.552689 46.6765856, 5.5527006 46.6765594, 5.5527203 46.6765357, 5.5527691 46.6764958, 5.5528146 46.6764586)",,,,,
45343008,,Rue de Balerne,living_street,,False,True,35.876000000000005,"LINESTRING (5.5562734 46.675375, 5.5562708 46.6751972, 5.5562793 46.6751319, 5.5562836 46.6750985, 5.5562864 46.6750752, 5.5562904 46.675053)",,,,,
49628952,,Place de la Comédie,living_street,,True,False,58.69199999999999,"LINESTRING (5.5562734 46.675375, 5.5557642 46.6754324, 5.5555143 46.6754606)",,,,,
49628958,1,Place de l'Hôtel de Ville,living_street,,True,False,46.868,"LINESTRING (5.5524814 46.675692, 5.552577 46.6756705, 5.5527546 46.6756413, 5.5530156 46.675607, 5.5530803 46.6756008)",,,,,
49628958,1,Place de l'Hôtel de Ville,living_street,,True,False,55.299,"LINESTRING (5.5530803 46.6756008, 5.5531338 46.6756028, 5.5533681 46.675608, 5.553699 46.6756236, 5.5537401 46.6756273, 5.5538025 46.675636)",,,,,
"[49628961, 49636098]",2,"['Place Philibert de Chalon', 'Place Perraud']",living_street,,True,False,57.288000000000004,"LINESTRING (5.5538025 46.675636, 5.5537772 46.6760241, 5.553772 46.6761167, 5.5537693 46.6761507)",,,,,
49628963,,Rue du Commerce,living_street,,True,False,24.347,"LINESTRING (5.5539499 46.6754465, 5.5539308 46.6754971, 5.5539101 46.6755399, 5.5538838 46.6755694, 5.5538519 46.6755918, 5.5538025 46.675636)",,,,,
"[1179708930, 1041409034]",,Rue du Commerce,living_street,,True,False,62.21600000000001,"LINESTRING (5.5539499 46.6754465, 5.554133 46.6755507, 5.5542193 46.675583, 5.5542489 46.6755941, 5.5544474 46.6756684, 5.554632 46.6757498)",,,,,
276246626,2,Place Perraud,secondary,30,True,False,51.717,"LINESTRING (5.5536926 46.6762875, 5.5530207 46.6763491)",,,,,
"[1041409033, 809491755]",,"['Place de la Comédie', ""Rue de l'Agriculture""]",living_street,,True,False,100.27,"LINESTRING (5.5555143 46.6754606, 5.5552744 46.6754837, 5.5548824 46.6755013, 5.5548232 46.6754974, 5.5547049 46.6754666, 5.5546234 46.675437, 5.5545799 46.6754079, 5.554414 46.6752288, 5.5543974 46.6752109)",,,,,
"[45343011, 672844244]",,Rue du Commerce,living_street,,True,False,203.931,"LINESTRING (5.5524908 46.6738463, 5.5525503 46.6739466, 5.5526006 46.6740315, 5.5527097 46.674123, 5.5529415 46.674248, 5.5532393 46.6744439, 5.5533106 46.6744973, 5.5533542 46.6745337, 5.5534911 46.6746599, 5.5535412 46.6747209, 5.5535498 46.6747313, 5.5535768 46.6747642, 5.5536938 46.6749374, 5.5537728 46.6750719, 5.5539057 46.675317, 5.5539146 46.6753317, 5.5539235 46.6753513)",,,,,
"[1178041326, 49705983]",,"[""Place de l'Ancien Collège"", 'Rue de la Chevalerie']",tertiary,30,False,False,100.34799999999998,"LINESTRING (5.5569408 46.6741686, 5.5569712 46.6744691, 5.5569893 46.6746275, 5.5569922 46.6747505, 5.5569906 46.6749126, 5.5569918 46.674987, 5.5569965 46.6750282, 5.5570067 46.6750691)",,,,,
"[539174217, 383628492]",,Rue du Marché au Bois Blanc,tertiary,30,False,"[False, True]",131.237,"LINESTRING (5.5569408 46.6741686, 5.5570007 46.6741632, 5.5570716 46.6741539, 5.5571343 46.6741415, 5.5571695 46.674128, 5.5572184 46.6740977, 5.5574077 46.6739754, 5.5574488 46.6739559, 5.55749 46.6739426, 5.5575398 46.6739284, 5.5581824 46.6737346, 5.5583511 46.6736892, 5.5584676 46.6736612)",,,,,
1173380960,2,Rue de la Chevalerie,tertiary,30,False,True,87.39599999999999,"LINESTRING (5.5569408 46.6741686, 5.5569294 46.6740352, 5.5569213 46.6739673, 5.5569194 46.6739436, 5.5569166 46.6739191, 5.5568742 46.6734926, 5.5568705 46.6734559, 5.5568644 46.6733844)",,,,,
340078525,5,Avenue Paul Seguin,secondary,30,False,False,34.221,"LINESTRING (5.5595138 46.6733586, 5.5594436 46.6731941, 5.5594401 46.6731846, 5.5594362 46.6731741, 5.5594329 46.6731585, 5.5593924 46.6730625)",,,,,
346948798,2,Avenue Paul Seguin,secondary,30,True,False,95.316,"LINESTRING (5.5595138 46.6733586, 5.5595188 46.6733655, 5.5595466 46.6734031, 5.5596106 46.6735014, 5.5596429 46.6735984, 5.5597647 46.6740044, 5.559806 46.6741324, 5.5598215 46.6741859)",,,,,
372451448,,Avenue du 44e Régiment d'Infanterie,secondary,30,False,False,12.596,"LINESTRING (5.5589117 46.6697268, 5.5589945 46.6698248)",,,,,
49794829,,Rue du Curé Marion,residential,30,False,True,31.749,"LINESTRING (5.5589117 46.6697268, 5.5588646 46.6697578, 5.5585556 46.6698718)",,,,,
360691996,,,primary_link,30,True,False,49.82900000000001,"LINESTRING (5.5589117 46.6697268, 5.5588064 46.6696613, 5.5587463 46.6696238, 5.558697 46.6696122, 5.5585994 46.6696097, 5.5583199 46.6696201)",,,,,
49794829,,Rue du Curé Marion,residential,30,False,False,31.749,"LINESTRING (5.5585556 46.6698718, 5.5588646 46.6697578, 5.5589117 46.6697268)",,,,,
"[1175848697, 49794829, 1181368439]",,Rue du Curé Marion,residential,30,False,True,235.754,"LINESTRING (5.5585556 46.6698718, 5.558397 46.6699264, 5.5583369 46.6699381, 5.5582309 46.6699447, 5.557656 46.6699628, 5.5576329 46.669975, 5.5576133 46.6699898, 5.5576061 46.6700287, 5.5576063 46.6700628, 5.5576103 46.6701002, 5.5576513 46.6703708, 5.5577239 46.670823, 5.5577733 46.6711672, 5.5577963 46.6713729, 5.5578007 46.6714018, 5.5578051 46.6714302)",,,,,
49794841,,Rue Brichard,residential,30,True,False,133.461,"LINESTRING (5.5542231 46.6699642, 5.5541255 46.6699739, 5.5532661 46.670047, 5.5524863 46.6701059)",,,,,
290287381,2,Rue Rouget de Lisle,secondary,30,False,False,64.48,"LINESTRING (5.5542231 46.6699642, 5.5541604 46.6695678, 5.554132 46.6693877)",,,,,
290287381,2,Rue Rouget de Lisle,secondary,30,False,True,214.836,"LINESTRING (5.5542231 46.6699642, 5.5542688 46.6702539, 5.5543719 46.6709062, 5.5544012 46.6710914, 5.5545201 46.6718365, 5.5545266 46.671885)",,,,,
38047495,2,Rue Louis Rousseau,residential,30,False,True,99.444,"LINESTRING (5.5545266 46.671885, 5.5545658 46.6718795, 5.5546262 46.671868, 5.5546478 46.6718656, 5.5551594 46.6718044, 5.5558104 46.6717323)",,,,,
290287380,,Rue Edmond Chapuis,residential,30,True,False,76.902,"LINESTRING (5.5545266 46.671885, 5.5544533 46.6718985, 5.5538682 46.6719247, 5.5535234 46.6719413)",,,,,
290287381,2,Rue Rouget de Lisle,secondary,30,False,False,214.836,"LINESTRING (5.5545266 46.671885, 5.5545201 46.6718365, 5.5544012 46.6710914, 5.5543719 46.6709062, 5.5542688 46.6702539, 5.5542231 46.6699642)",,,,,
"[1173360892, 1173360893, 36270132]",,Rue Rouget de Lisle,secondary,30,False,True,79.69699999999999,"LINESTRING (5.5545266 46.671885, 5.5545388 46.6719535, 5.5545554 46.6720594, 5.5546096 46.6724748, 5.5546094 46.6724865, 5.5546096 46.6725044, 5.5546175 46.6725988)",,,,,
38047495,2,Rue Louis Rousseau,residential,30,False,False,99.444,"LINESTRING (5.5558104 46.6717323, 5.5551594 46.6718044, 5.5546478 46.6718656, 5.5546262 46.671868, 5.5545658 46.6718795, 5.5545266 46.671885)",,,,,
38047495,2,Rue Louis Rousseau,residential,30,False,True,39.425,"LINESTRING (5.5558104 46.6717323, 5.5558839 46.6717212, 5.5563173 46.6716636)",,,,,
49794844,,Rue du Caporal Peugeot,residential,30,True,False,98.531,"LINESTRING (5.5558104 46.6717323, 5.5558212 46.6717805, 5.5559915 46.6725354, 5.5559937 46.672551, 5.5560065 46.6726081)",,,,,
38047495,2,Rue Louis Rousseau,residential,30,False,False,39.425,"LINESTRING (5.5563173 46.6716636, 5.5558839 46.6717212, 5.5558104 46.6717323)",,,,,
38047495,2,Rue Louis Rousseau,residential,30,False,True,49.846000000000004,"LINESTRING (5.5563173 46.6716636, 5.5566546 46.6716025, 5.5569522 46.6715585)",,,,,
359603858,,Rue du Moulin,residential,30,False,False,80.98400000000001,"LINESTRING (5.5563173 46.6716636, 5.5563253 46.6716876, 5.5563355 46.671714, 5.5565913 46.6723672)",,,,,
49717048,2,Avenue de la Marseillaise,secondary,30,True,False,55.164,"LINESTRING (5.5560065 46.6726081, 5.5565392 46.6727276, 5.5566935 46.6727627)",,,,,
353309417,,Rond-Point du 60e Régiment d'Infanterie,secondary,30,True,False,9.742,"LINESTRING (5.5590353 46.6711441, 5.5590638 46.6711497, 5.5590896 46.6711598, 5.5591111 46.6711737, 5.5591325 46.6711959)",,,roundabout,,
778307453,2,Avenue du 44e Régiment d'Infanterie,secondary,30,False,True,22.252000000000002,"LINESTRING (5.5590353 46.6711441, 5.5590952 46.6709916, 5.5591096 46.6709506)",,,,,
38047495,2,Rue Louis Rousseau,residential,30,False,False,66.633,"LINESTRING (5.5578051 46.6714302, 5.5576949 46.6714432, 5.5570594 46.6715432, 5.5569522 46.6715585)",,,,,
38047495,2,Rue Louis Rousseau,residential,30,False,True,73.827,"LINESTRING (5.5578051 46.6714302, 5.5580366 46.6714027, 5.5581132 46.6713923, 5.5586869 46.6713114, 5.5587534 46.6712991)",,,,,
"[1175848697, 49794829, 1181368439]",,Rue du Curé Marion,residential,30,False,False,235.754,"LINESTRING (5.5578051 46.6714302, 5.5578007 46.6714018, 5.5577963 46.6713729, 5.5577733 46.6711672, 5.5577239 46.670823, 5.5576513 46.6703708, 5.5576103 46.6701002, 5.5576063 46.6700628, 5.5576061 46.6700287, 5.5576133 46.6699898, 5.5576329 46.669975, 5.557656 46.6699628, 5.5582309 46.6699447, 5.5583369 46.6699381, 5.558397 46.6699264, 5.5585556 46.6698718)",,,,,
353309414,,Rue Louis Rousseau,residential,30,False,False,11.944,"LINESTRING (5.5587534 46.6712991, 5.5589012 46.6712637)",,,,,
38047495,2,Rue Louis Rousseau,residential,30,False,False,73.827,"LINESTRING (5.5587534 46.6712991, 5.5586869 46.6713114, 5.5581132 46.6713923, 5.5580366 46.6714027, 5.5578051 46.6714302)",,,,,
49794831,,Chemin de la Lavée,residential,30,True,False,160.947,"LINESTRING (5.5587534 46.6712991, 5.5587437 46.6712687, 5.5587382 46.6712467, 5.5586214 46.670693, 5.5585208 46.6701709, 5.5585241 46.6701313, 5.5585425 46.670073, 5.5585831 46.6699574, 5.5585858 46.6699344, 5.5585784 46.6699045, 5.5585556 46.6698718)",,,,,
"[49717048, 347373955]","['2', '4']",Avenue de la Marseillaise,secondary,30,True,False,144.888,"LINESTRING (5.5566935 46.6727627, 5.5568201 46.6727798, 5.5568522 46.6727806, 5.557462 46.6727895, 5.5578269 46.6727948, 5.5585896 46.672807)",,,,,
359603859,,Rue du Moulin,residential,30,True,False,45.169,"LINESTRING (5.5566935 46.6727627, 5.556696 46.6726992, 5.5567051 46.6726617, 5.5565913 46.6723672)",,,,,
189091285,,Avenue du Stade Municipal,residential,30,False,True,3.957,"LINESTRING (5.5636772 46.6697626, 5.5636299 46.6697772)",,,,,
49795405,,Avenue du Stade Municipal,residential,30,False,False,16.195,"LINESTRING (5.5591325 46.6711959, 5.5593251 46.6711347)",,,,,
353309417,,Rond-Point du 60e Régiment d'Infanterie,secondary,30,True,False,18.144,"LINESTRING (5.5591325 46.6711959, 5.5591393 46.6712177, 5.5591379 46.6712458, 5.5591232 46.6712722, 5.5590969 46.6712938, 5.5590618 46.6713084, 5.5590217 46.6713145)",,,roundabout,,
189091283,,Avenue du 44e Régiment d'Infanterie,secondary,30,True,False,17.643,"LINESTRING (5.5589484 46.6721811, 5.5590023 46.6723354)",,,,,
138166167,,Avenue du 44e Régiment d'Infanterie,secondary,30,False,True,76.396,"LINESTRING (5.5589484 46.6721811, 5.558989 46.6717528, 5.5589993 46.6716685, 5.5589972 46.671666, 5.5590133 46.671496)",,,,,
"[546357947, 49795406]",,Avenue du Stade Municipal,residential,30,True,False,32.345,"LINESTRING (5.5618679 46.6703358, 5.5617754 46.6704167, 5.5617336 46.6704685, 5.5616817 46.6705186, 5.5616287 46.6705348, 5.5615888 46.670538)",,,,,
189091285,,Avenue du Stade Municipal,residential,30,False,False,66.512,"LINESTRING (5.5618679 46.6703358, 5.5618868 46.6703296, 5.5625272 46.6701201, 5.5626547 46.6700783)",,,,,
546357947,,Avenue du Stade Municipal,residential,30,True,False,15.350000000000001,"LINESTRING (5.5615888 46.670538, 5.5615354 46.6705273, 5.5614692 46.6704992, 5.5614169 46.6704697)",,,,,
51362313,,Rue des Rochettes,tertiary,30,False,True,89.848,"LINESTRING (5.5603499 46.6690006, 5.5604171 46.6689676, 5.5605204 46.6689373, 5.5609073 46.6688346, 5.5612809 46.6687347, 5.5614348 46.6686907)",,,,,
"[967813600, 1145691680]",,Rue des Rochettes,tertiary,30,False,False,69.17,"LINESTRING (5.5603499 46.6690006, 5.5602657 46.6690094, 5.5601972 46.6690146, 5.5601321 46.6690238, 5.5597063 46.6691055, 5.5595084 46.6691435, 5.5594715 46.6691506)",,,,,
"[49796091, 1148249774, 1148249775]",,Rue Louis Mazier,residential,30,False,True,101.34100000000001,"LINESTRING (5.5603499 46.6690006, 5.5603408 46.6690302, 5.5603532 46.6690645, 5.5605016 46.6692736, 5.5605336 46.6693207, 5.5608545 46.6697929, 5.5608836 46.6698278)",,,,yes,
"[49796091, 1148249774, 1148249775]",,Rue Louis Mazier,residential,30,False,False,101.34100000000001,"LINESTRING (5.5608836 46.6698278, 5.5608545 46.6697929, 5.5605336 46.6693207, 5.5605016 46.6692736, 5.5603532 46.6690645, 5.5603408 46.6690302, 5.5603499 46.6690006)",,,,yes,
49796091,,Rue Louis Mazier,residential,30,False,True,83.129,"LINESTRING (5.5608836 46.6698278, 5.560954 46.6698913, 5.5611055 46.67, 5.5611347 46.6700291, 5.5611639 46.6700672, 5.561246 46.6701895, 5.5613994 46.6704228, 5.5614169 46.6704697)",,,,,
49796092,,Rue de l'Argentelle,residential,30,False,False,111.59400000000001,"LINESTRING (5.5608836 46.6698278, 5.5609661 46.6698027, 5.5609951 46.6697934, 5.5618986 46.6695052, 5.5620228 46.6694656, 5.5622147 46.6694124)",,,,,
49800000,,Rue de l'Argentelle,residential,30,False,False,49.857,"LINESTRING (5.5622147 46.6694124, 5.5619371 46.6690065)",,,,,
49796092,,Rue de l'Argentelle,residential,30,False,False,193.439,"LINESTRING (5.5622147 46.6694124, 5.5622879 46.6693879, 5.5623643 46.6693606, 5.5624881 46.6693068, 5.562732 46.6691046, 5.5628058 46.6690713, 5.5630852 46.6689941, 5.5631538 46.6689824, 5.5632237 46.6689855, 5.563294 46.6690061, 5.5633536 46.6690432, 5.5633931 46.6690854, 5.5634105 46.6691318, 5.5634098 46.6691744, 5.5633486 46.6692993, 5.5633535 46.6693425, 5.5636299 46.6697772)",,,,,
49796092,,Rue de l'Argentelle,residential,30,False,True,111.594,"LINESTRING (5.5622147 46.6694124, 5.5620228 46.6694656, 5.5618986 46.6695052, 5.5609951 46.6697934, 5.5609661 46.6698027, 5.5608836 46.6698278)",,,,,
49800000,,Rue de l'Argentelle,residential,30,False,True,81.301,"LINESTRING (5.5622147 46.6694124, 5.5626276 46.6700386, 5.5626547 46.6700783)",,,,,
189091285,,Avenue du Stade Municipal,residential,30,False,False,3.957,"LINESTRING (5.5636299 46.6697772, 5.5636772 46.6697626)",,,,,
49796092,,Rue de l'Argentelle,residential,30,False,True,193.43900000000002,"LINESTRING (5.5636299 46.6697772, 5.5633535 46.6693425, 5.5633486 46.6692993, 5.5634098 46.6691744, 5.5634105 46.6691318, 5.5633931 46.6690854, 5.5633536 46.6690432, 5.563294 46.6690061, 5.5632237 46.6689855, 5.5631538 46.6689824, 5.5630852 46.6689941, 5.5628058 46.6690713, 5.562732 46.6691046, 5.5624881 46.6693068, 5.5623643 46.6693606, 5.5622879 46.6693879, 5.5622147 46.6694124)",,,,,
189091285,,Avenue du Stade Municipal,residential,30,False,True,81.59499999999998,"LINESTRING (5.5636299 46.6697772, 5.5631928 46.6699123, 5.5631871 46.669914, 5.5626905 46.6700675, 5.5626547 46.6700783)",,,,,
49795405,,Avenue du Stade Municipal,residential,30,False,True,175.91199999999998,"LINESTRING (5.5614169 46.6704697, 5.5613197 46.6705023, 5.5608709 46.6706433, 5.5600775 46.6708904, 5.5596671 46.671026, 5.5593921 46.6711134, 5.5593251 46.6711347)",,,,,
