osmid,name,highway,junction,oneway,reversed,length,geometry,lanes,maxspeed,ref
22950294,Allée de l'Europe,primary,,True,False,12.261,"LINESTRING (3.8155152 43.6147132, 3.8154478 43.6147257, 3.8154161 43.6147239, 3.8153672 43.6147136)",1,,
22950345,Allée de l'Europe,tertiary,,False,False,154.55399999999997,"LINESTRING (3.8072356 43.613774, 3.8074598 43.6137488, 3.8077468 43.6137382, 3.8079552 43.6137355, 3.8082029 43.6137397, 3.808549 43.6137601, 3.8088439 43.6137787, 3.8091488 43.613798)",2,,
22950346,Allée de l'Europe,tertiary,,True,False,77.551,"LINESTRING (3.8072356 43.613774, 3.8070906 43.6138061, 3.8069278 43.613829, 3.8068403 43.6138381, 3.8067349 43.6138489, 3.8063473 43.6138808, 3.8062908 43.6138972)",,,
22950308,Allée de l'Europe,tertiary,,True,False,125.463,"LINESTRING (3.8091488 43.613798, 3.8093559 43.6137931, 3.8095216 43.6138052, 3.8096821 43.6138153, 3.8104346 43.6138474, 3.810507 43.6138505, 3.8105975 43.6138518, 3.8107026 43.6138384)",1,,
22950345,Allée de l'Europe,tertiary,,False,True,154.554,"LINESTRING (3.8091488 43.613798, 3.8088439 43.6137787, 3.808549 43.6137601, 3.8082029 43.6137397, 3.8079552 43.6137355, 3.8077468 43.6137382, 3.8074598 43.6137488, 3.8072356 43.613774)",2,,
22950344,Allée de l'Europe,tertiary,,True,False,76.781,"LINESTRING (3.8062872 43.6138151, 3.8063403 43.6138233, 3.8065372 43.6138043, 3.8067327 43.6137863, 3.8069367 43.6137739, 3.8070898 43.6137712, 3.8072356 43.613774)",,,
158243817,,tertiary,roundabout,True,False,9.355,"LINESTRING (3.8062872 43.6138151, 3.8062983 43.6138397, 3.8062996 43.6138699, 3.8062908 43.6138972)",,,
22950348,Allée de l'Europe,tertiary,,True,False,16.759,"LINESTRING (3.8059535 43.6139173, 3.8058992 43.6139002, 3.805823 43.6138825, 3.8057568 43.6138686)",,,
158243816,,tertiary,roundabout,True,False,10.312000000000001,"LINESTRING (3.8059535 43.6139173, 3.8059316 43.6138935, 3.8059299 43.6138618, 3.8059465 43.6138317)",,,
158243815,,tertiary,roundabout,True,False,28.768,"LINESTRING (3.8059465 43.6138317, 3.8059885 43.6138109, 3.8060463 43.6138011, 3.8060866 43.613796, 3.8061802 43.6137946, 3.8062479 43.6138001, 3.8062872 43.6138151)",,,
158243814,,tertiary,roundabout,True,False,28.729000000000003,"LINESTRING (3.8062908 43.6138972, 3.8062573 43.613917, 3.8062046 43.6139288, 3.8060251 43.6139386, 3.8059849 43.6139316, 3.8059535 43.6139173)",,,
22950351,Allée de l'Europe,tertiary,,False,False,102.993,"LINESTRING (3.8044833 43.6139557, 3.8045942 43.6139472, 3.8048757 43.6139225, 3.8054088 43.6138888, 3.8057568 43.6138686)",2,30,
128788379,Rue des Magnanarelles,residential,,False,False,78.64800000000001,"LINESTRING (3.8044833 43.6139557, 3.8044701 43.6138914, 3.8044538 43.6137614, 3.8044089 43.6134011, 3.8044003 43.6133529, 3.8043713 43.6132537)",,,
22950349,Allée de l'Europe,tertiary,,True,False,15.828,"LINESTRING (3.8057568 43.6138686, 3.8058463 43.6138539, 3.8058876 43.613846, 3.8059465 43.6138317)",,,
22950351,Allée de l'Europe,tertiary,,False,True,102.99300000000001,"LINESTRING (3.8057568 43.6138686, 3.8054088 43.6138888, 3.8048757 43.6139225, 3.8045942 43.6139472, 3.8044833 43.6139557)",2,30,
"[102663371, 28888791]",Rue Bonnier de la Mosson,residential,,False,False,376.84000000000003,"LINESTRING (3.8111589 43.6133663, 3.8112411 43.6133792, 3.8113881 43.6133924, 3.8118086 43.6135394, 3.8119484 43.6135883, 3.8122214 43.6136837, 3.8122705 43.6137008, 3.8128271 43.6138948, 3.8131163 43.6139983, 3.813676 43.6140557, 3.8141681 43.6140843, 3.8143526 43.6140919, 3.8145565 43.6141003, 3.8151544 43.614125, 3.8155803 43.614142, 3.8156353 43.6141442)",,,
102571036,Route de Saint-Georges-d'Orques,primary,,False,False,59.131,"LINESTRING (3.8111589 43.6133663, 3.8111584 43.6134255, 3.8111314 43.6134917, 3.8110606 43.6135705, 3.8110364 43.6135975, 3.81093 43.6137159, 3.8108234 43.613828)",,,
116445756,Route de Saint-Georges-d'Orques,primary,,False,True,234.139,"LINESTRING (3.8111589 43.6133663, 3.8111004 43.6133137, 3.8110153 43.6132635, 3.8106436 43.6131948, 3.8102655 43.613111, 3.8100943 43.613077, 3.8096401 43.612992, 3.8093389 43.6129225, 3.8091939 43.6128813, 3.8090873 43.612851, 3.8089761 43.6128171, 3.8089527 43.6128081, 3.8089265 43.6127982, 3.8087216 43.6127217, 3.8084696 43.6126239)",2,,
49011647,,tertiary,,False,False,14.191,"LINESTRING (3.8156353 43.6141442, 3.8155801 43.6142654)",2,,M 5E1
102611245,Route de Lavérune,tertiary,,False,False,47.242000000000004,"LINESTRING (3.8156353 43.6141442, 3.8157545 43.6139089, 3.8158413 43.6137464)",2,,M 5E1
"[102663371, 28888791]",Rue Bonnier de la Mosson,residential,,False,True,376.84000000000015,"LINESTRING (3.8156353 43.6141442, 3.8155803 43.614142, 3.8151544 43.614125, 3.8145565 43.6141003, 3.8143526 43.6140919, 3.8141681 43.6140843, 3.813676 43.6140557, 3.8131163 43.6139983, 3.8128271 43.6138948, 3.8122705 43.6137008, 3.8122214 43.6136837, 3.8119484 43.6135883, 3.8118086 43.6135394, 3.8113881 43.6133924, 3.8112411 43.6133792, 3.8111589 43.6133663)",,,
103398996,Route de Lavérune,tertiary,,False,False,91.227,"LINESTRING (3.8145992 43.611605, 3.8150647 43.610857)",2,,M 5E1
103398996,Route de Lavérune,tertiary,,False,True,52.129000000000005,"LINESTRING (3.8145992 43.611605, 3.8145622 43.6116711, 3.8145676 43.6117404, 3.8145797 43.6117879, 3.8145993 43.6118647, 3.8146186 43.6119404, 3.8146418 43.6120264, 3.8146551 43.6120622)",2,,M 5E1
374259984,,residential,,True,False,71.783,"LINESTRING (3.8145992 43.611605, 3.8145454 43.6115842, 3.8145079 43.6115543, 3.8144421 43.6112626, 3.814408 43.6109983)",,,
52194839,Chemin de la Plaine,residential,,False,True,416.75200000000007,"LINESTRING (3.8146551 43.6120622, 3.8145812 43.6120788, 3.8143253 43.612155, 3.813809 43.6123027, 3.8137935 43.6123071, 3.8134478 43.6123913, 3.813258 43.612424, 3.8117224 43.6126886, 3.8112277 43.6127679, 3.8108496 43.6127124, 3.8107915 43.6127, 3.8104645 43.6126264, 3.8101797 43.6125554, 3.8096892 43.6124401)",,,
52194856,Rue Paul Valéry,residential,,False,True,27.04,"LINESTRING (3.8146551 43.6120622, 3.8147309 43.6120451, 3.8148535 43.6120059, 3.8149297 43.6119365)",,,
103398996,Route de Lavérune,tertiary,,False,False,52.129000000000005,"LINESTRING (3.8146551 43.6120622, 3.8146418 43.6120264, 3.8146186 43.6119404, 3.8145993 43.6118647, 3.8145797 43.6117879, 3.8145676 43.6117404, 3.8145622 43.6116711, 3.8145992 43.611605)",2,,M 5E1
103398996,Route de Lavérune,tertiary,,False,True,129.695,"LINESTRING (3.8146551 43.6120622, 3.8146702 43.6120872, 3.8147348 43.6121694, 3.8147982 43.6122332, 3.8149282 43.6123466, 3.8153428 43.612694, 3.8155935 43.612884, 3.8156857 43.6129539)",2,,M 5E1
103398995,Route de Lavérune,tertiary,,True,False,41.849,"LINESTRING (3.8156857 43.6129539, 3.8160071 43.6131425, 3.8160879 43.6131923)",1,,M 5E1
103398996,Route de Lavérune,tertiary,,False,False,129.695,"LINESTRING (3.8156857 43.6129539, 3.8155935 43.612884, 3.8153428 43.612694, 3.8149282 43.6123466, 3.8147982 43.6122332, 3.8147348 43.6121694, 3.8146702 43.6120872, 3.8146551 43.6120622)",2,,M 5E1
103398995,Route de Lavérune,tertiary,,True,False,23.062,"LINESTRING (3.8161746 43.6132556, 3.8161833 43.613322, 3.8161736 43.6133631, 3.8160997 43.6134464)",1,,M 5E1
102611245,Route de Lavérune,tertiary,,False,True,47.242000000000004,"LINESTRING (3.8158413 43.6137464, 3.8157545 43.6139089, 3.8156353 43.6141442)",2,,M 5E1
103398994,Route de Lavérune,tertiary,,True,False,37.473,"LINESTRING (3.8158413 43.6137464, 3.8158746 43.6135845, 3.815871 43.6134112)",1,,M 5E1
52194857,Rue de la Rivière,residential,,False,False,41.656,"LINESTRING (3.8157322 43.6098233, 3.8158358 43.6098325, 3.8162466 43.6098015)",,,
103398996,Route de Lavérune,tertiary,,False,False,22.604999999999997,"LINESTRING (3.8157322 43.6098233, 3.8157439 43.6097451, 3.8157478 43.6097189, 3.8157456 43.6096686, 3.8157375 43.609621)",2,,M 5E1
103398996,Route de Lavérune,tertiary,,False,True,127.0,"LINESTRING (3.8157322 43.6098233, 3.8156961 43.6099062, 3.8156432 43.6099748, 3.8155671 43.6100826, 3.81512 43.6107742, 3.8150647 43.610857)",2,,M 5E1
103403682,Rue de la Rivière,residential,,False,True,247.914,"LINESTRING (3.8157322 43.6098233, 3.8155708 43.6098124, 3.8149863 43.6098341, 3.8146422 43.6098449, 3.8134781 43.6100106, 3.8128767 43.6100902, 3.812687 43.6100908)",,,
52194839,Chemin de la Plaine,residential,,False,False,31.755000000000003,"LINESTRING (3.8081745 43.612222, 3.8083546 43.612227, 3.8085688 43.6122283)",,,
52194839,Chemin de la Plaine,residential,,False,True,21.285,"LINESTRING (3.8081745 43.612222, 3.8081001 43.6122263, 3.8080586 43.61224, 3.8080147 43.6122846, 3.8080097 43.6122995, 3.8079986 43.6123328)",,,
52194882,Rue des Oliviers,residential,,False,False,83.67500000000001,"LINESTRING (3.8081745 43.612222, 3.808179 43.6121661, 3.808242 43.611885, 3.8083807 43.6114857)",,,
52194839,Chemin de la Plaine,residential,,False,False,416.75199999999995,"LINESTRING (3.8096892 43.6124401, 3.8101797 43.6125554, 3.8104645 43.6126264, 3.8107915 43.6127, 3.8108496 43.6127124, 3.8112277 43.6127679, 3.8117224 43.6126886, 3.813258 43.612424, 3.8134478 43.6123913, 3.8137935 43.6123071, 3.813809 43.6123027, 3.8143253 43.612155, 3.8145812 43.6120788, 3.8146551 43.6120622)",,,
52194839,Chemin de la Plaine,residential,,False,True,93.51,"LINESTRING (3.8096892 43.6124401, 3.8090991 43.6122977, 3.8088636 43.6122576, 3.8085688 43.6122283)",,,
52194842,Rue des Aramons,residential,,False,False,111.368,"LINESTRING (3.8096892 43.6124401, 3.8101329 43.612133, 3.810482 43.6118956, 3.8105662 43.6118504, 3.810727 43.6117831)",,,
103398996,Route de Lavérune,tertiary,,False,True,91.227,"LINESTRING (3.8150647 43.610857, 3.8145992 43.611605)",2,,M 5E1
52194842,Rue des Aramons,residential,,False,True,55.742,"LINESTRING (3.8150647 43.610857, 3.8149971 43.6108507, 3.8148459 43.6108957, 3.8145041 43.6109824, 3.814408 43.6109983)",,,
103398996,Route de Lavérune,tertiary,,False,False,127.0,"LINESTRING (3.8150647 43.610857, 3.81512 43.6107742, 3.8155671 43.6100826, 3.8156432 43.6099748, 3.8156961 43.6099062, 3.8157322 43.6098233)",2,,M 5E1
52194856,Rue Paul Valéry,residential,,False,True,40.821,"LINESTRING (3.8149297 43.6119365, 3.8151374 43.6116016)",,,
52194856,Rue Paul Valéry,residential,,False,False,27.04,"LINESTRING (3.8149297 43.6119365, 3.8148535 43.6120059, 3.8147309 43.6120451, 3.8146551 43.6120622)",,,
73724224,Rue Giuseppe Verdi,residential,,False,True,52.02799999999999,"LINESTRING (3.8149297 43.6119365, 3.8150481 43.6119638, 3.8152755 43.6119152, 3.8153534 43.6121136)",,,
52194857,Rue de la Rivière,residential,,False,True,41.656,"LINESTRING (3.8162466 43.6098015, 3.8158358 43.6098325, 3.8157322 43.6098233)",,,
103398996,Route de Lavérune,tertiary,,False,True,22.605,"LINESTRING (3.8157375 43.609621, 3.8157456 43.6096686, 3.8157478 43.6097189, 3.8157439 43.6097451, 3.8157322 43.6098233)",2,,M 5E1
24443802,Route de Saint-Georges-d'Orques,primary,,False,True,71.608,"LINESTRING (3.8049213 43.6109878, 3.804855 43.6109596, 3.8041545 43.6106615)",,,M 27E6
52194875,Rue du Luminaire,residential,,False,False,81.13399999999999,"LINESTRING (3.8049213 43.6109878, 3.8049582 43.6109582, 3.8055087 43.6105167, 3.8055789 43.6104604, 3.8055966 43.6104462)",,,
102571038,Route de Saint-Georges-d'Orques,primary,,False,False,196.22,"LINESTRING (3.8049213 43.6109878, 3.8050884 43.6110725, 3.805322 43.6111897, 3.8056553 43.6113569, 3.8061745 43.6116173, 3.8069241 43.6119934)",,,
52194875,Rue du Luminaire,residential,,False,True,40.491,"LINESTRING (3.8074033 43.6098135, 3.8071444 43.609682, 3.8070866 43.6096539, 3.8070354 43.60964, 3.8069736 43.6096339)",,,
52194880,Rue des Jonquilles,residential,,False,False,211.21800000000002,"LINESTRING (3.8074033 43.6098135, 3.807379 43.6098347, 3.8070535 43.6101427, 3.806969 43.6102291, 3.8069531 43.6102702, 3.8069518 43.6103216, 3.8069815 43.6103674, 3.8070289 43.6103974, 3.8071886 43.6104429, 3.8079495 43.61066, 3.8082799 43.6107494, 3.8085706 43.6107989)",,,
52194880,Rue des Jonquilles,residential,,False,True,211.218,"LINESTRING (3.8085706 43.6107989, 3.8082799 43.6107494, 3.8079495 43.61066, 3.8071886 43.6104429, 3.8070289 43.6103974, 3.8069815 43.6103674, 3.8069518 43.6103216, 3.8069531 43.6102702, 3.806969 43.6102291, 3.8070535 43.6101427, 3.807379 43.6098347, 3.8074033 43.6098135)",,,
52194882,Rue des Oliviers,residential,,False,False,108.35400000000001,"LINESTRING (3.8085706 43.6107989, 3.8085921 43.6107322, 3.808649 43.6105365, 3.8086801 43.6104809, 3.8087346 43.6104237, 3.8088007 43.6103757, 3.8088858 43.6103316, 3.8089871 43.6102986, 3.809431 43.6101538)",,,
52194882,Rue des Oliviers,residential,,False,True,77.893,"LINESTRING (3.8085706 43.6107989, 3.8084221 43.6113124, 3.8083807 43.6114857)",,,
52194882,Rue des Oliviers,residential,,False,True,108.35400000000001,"LINESTRING (3.809431 43.6101538, 3.8089871 43.6102986, 3.8088858 43.6103316, 3.8088007 43.6103757, 3.8087346 43.6104237, 3.8086801 43.6104809, 3.808649 43.6105365, 3.8085921 43.6107322, 3.8085706 43.6107989)",,,
289557870,Rue des Oliviers,residential,,False,False,62.339,"LINESTRING (3.809431 43.6101538, 3.8096318 43.6103152, 3.8094965 43.6104873, 3.809304 43.6105286)",,,
49011737,Rue de la Fontaine,residential,,False,True,53.29899999999999,"LINESTRING (3.812687 43.6100908, 3.8126263 43.6101484, 3.8125306 43.6102251, 3.8124971 43.6102602, 3.8124728 43.6103304, 3.8124813 43.6103966, 3.8125266 43.6105141)",,,
103403682,Rue de la Rivière,residential,,False,False,247.914,"LINESTRING (3.812687 43.6100908, 3.8128767 43.6100902, 3.8134781 43.6100106, 3.8146422 43.6098449, 3.8149863 43.6098341, 3.8155708 43.6098124, 3.8157322 43.6098233)",,,
826211396,Impasse de la Lucque,residential,,False,False,136.95000000000002,"LINESTRING (3.812687 43.6100908, 3.8125576 43.6101116, 3.8123243 43.6101854, 3.8114217 43.6104612, 3.8113399 43.6104758, 3.8112755 43.6104573, 3.8112433 43.6104321, 3.8111964 43.6103418)",,,
52194885,Rue de la Fontaine,residential,,False,True,33.607,"LINESTRING (3.8113 43.6112475, 3.8113968 43.6115415)",,,
49011737,Rue de la Fontaine,residential,,False,False,165.192,"LINESTRING (3.8113 43.6112475, 3.8114132 43.6112257, 3.812592 43.6109992, 3.8126373 43.6109733, 3.8126617 43.6109387, 3.8126633 43.6109002, 3.8125266 43.6105141)",,,
52194885,Rue de la Fontaine,residential,,False,False,55.935,"LINESTRING (3.8113 43.6112475, 3.8111814 43.6108691, 3.811179 43.6108324, 3.8111889 43.6107971, 3.8112214 43.610762)",,,
49011737,Rue de la Fontaine,residential,,False,False,53.29899999999999,"LINESTRING (3.8125266 43.6105141, 3.8124813 43.6103966, 3.8124728 43.6103304, 3.8124971 43.6102602, 3.8125306 43.6102251, 3.8126263 43.6101484, 3.812687 43.6100908)",,,
49011737,Rue de la Fontaine,residential,,False,True,165.192,"LINESTRING (3.8125266 43.6105141, 3.8126633 43.6109002, 3.8126617 43.6109387, 3.8126373 43.6109733, 3.812592 43.6109992, 3.8114132 43.6112257, 3.8113 43.6112475)",,,
52194885,Rue de la Fontaine,residential,,False,True,108.743,"LINESTRING (3.8125266 43.6105141, 3.8112742 43.6107429, 3.8112214 43.610762)",,,
52194885,Rue de la Fontaine,residential,,False,False,108.743,"LINESTRING (3.8112214 43.610762, 3.8112742 43.6107429, 3.8125266 43.6105141)",,,
52194885,Rue de la Fontaine,residential,,False,True,55.935,"LINESTRING (3.8112214 43.610762, 3.8111889 43.6107971, 3.811179 43.6108324, 3.8111814 43.6108691, 3.8113 43.6112475)",,,
52194888,Rue des Aravis,residential,,False,True,251.368,"LINESTRING (3.8112214 43.610762, 3.8111605 43.6107368, 3.8110906 43.6107235, 3.8107669 43.6107182, 3.8107071 43.6107245, 3.8106604 43.6107371, 3.810445 43.6108326, 3.8098558 43.6111679, 3.8097718 43.6112081, 3.809675 43.6112307, 3.8091265 43.6113388, 3.8083807 43.6114857)",,,
52194885,Rue de la Fontaine,residential,,False,False,33.607,"LINESTRING (3.8113968 43.6115415, 3.8113 43.6112475)",,,
52194842,Rue des Aramons,residential,,False,False,171.36,"LINESTRING (3.8113968 43.6115415, 3.8124412 43.6113446, 3.8134573 43.6111552)",,,
52194842,Rue des Aramons,residential,,False,True,60.361,"LINESTRING (3.8113968 43.6115415, 3.811271 43.6115733, 3.8110845 43.6116404, 3.810727 43.6117831)",,,
52194882,Rue des Oliviers,residential,,False,False,77.893,"LINESTRING (3.8083807 43.6114857, 3.8084221 43.6113124, 3.8085706 43.6107989)",,,
52194882,Rue des Oliviers,residential,,False,True,83.675,"LINESTRING (3.8083807 43.6114857, 3.808242 43.611885, 3.808179 43.6121661, 3.8081745 43.612222)",,,
52194888,Rue des Aravis,residential,,False,False,251.368,"LINESTRING (3.8083807 43.6114857, 3.8091265 43.6113388, 3.809675 43.6112307, 3.8097718 43.6112081, 3.8098558 43.6111679, 3.810445 43.6108326, 3.8106604 43.6107371, 3.8107071 43.6107245, 3.8107669 43.6107182, 3.8110906 43.6107235, 3.8111605 43.6107368, 3.8112214 43.610762)",,,
49011647,,tertiary,,False,True,14.191,"LINESTRING (3.8155801 43.6142654, 3.8156353 43.6141442)",2,,M 5E1
49011647,,tertiary,,False,False,45.858,"LINESTRING (3.8155801 43.6142654, 3.8155144 43.6143989, 3.8154248 43.6145807, 3.8153965 43.6146556)",2,,M 5E1
52194842,Rue des Aramons,residential,,False,False,78.504,"LINESTRING (3.8134573 43.6111552, 3.814408 43.6109983)",,,
52194842,Rue des Aramons,residential,,False,True,171.36,"LINESTRING (3.8134573 43.6111552, 3.8124412 43.6113446, 3.8113968 43.6115415)",,,
56401057,Impasse des Aramons,residential,,False,False,92.922,"LINESTRING (3.8134573 43.6111552, 3.8134722 43.6111945, 3.8134824 43.6112532, 3.8134805 43.6113722, 3.813465 43.6114093, 3.8134261 43.6114403, 3.8129265 43.6115938, 3.8128493 43.6116376, 3.812827 43.6117079)",,,
52194839,Chemin de la Plaine,residential,,False,False,93.50999999999999,"LINESTRING (3.8085688 43.6122283, 3.8088636 43.6122576, 3.8090991 43.6122977, 3.8096892 43.6124401)",,,
52194839,Chemin de la Plaine,residential,,False,True,31.755000000000003,"LINESTRING (3.8085688 43.6122283, 3.8083546 43.612227, 3.8081745 43.612222)",,,
56401056,Impasse Le Hameau de la Colline,residential,,False,False,101.07000000000001,"LINESTRING (3.8085688 43.6122283, 3.8086712 43.6121013, 3.8087751 43.6120287, 3.8088638 43.611996, 3.8089654 43.6119775, 3.8091392 43.6120026, 3.8092159 43.6120097, 3.8093822 43.6119792, 3.8095026 43.6119761, 3.8096487 43.6120178)",,,
56401057,Impasse des Aramons,residential,,False,True,92.922,"LINESTRING (3.812827 43.6117079, 3.8128493 43.6116376, 3.8129265 43.6115938, 3.8134261 43.6114403, 3.813465 43.6114093, 3.8134805 43.6113722, 3.8134824 43.6112532, 3.8134722 43.6111945, 3.8134573 43.6111552)",,,
52194856,Rue Paul Valéry,residential,,False,False,40.821,"LINESTRING (3.8151374 43.6116016, 3.8149297 43.6119365)",,,
52194856,Rue Paul Valéry,residential,,False,True,77.673,"LINESTRING (3.8151374 43.6116016, 3.8153348 43.6112704, 3.8155339 43.6109649)",,,
52194856,Rue Paul Valéry,residential,,False,False,77.673,"LINESTRING (3.8155339 43.6109649, 3.8153348 43.6112704, 3.8151374 43.6116016)",,,
57941621,Rue des Alouettes,residential,,False,False,71.31,"LINESTRING (3.8080283 43.6155756, 3.8081731 43.6155761, 3.8081832 43.6155761, 3.8084167 43.6155762, 3.8084727 43.6155732, 3.8085207 43.6155663, 3.8085613 43.6155528, 3.8086226 43.6155274, 3.8088634 43.6154283)",,,
57941655,,residential,roundabout,True,False,36.5,"LINESTRING (3.8080283 43.6155756, 3.8080222 43.6156082, 3.8080019 43.6156375, 3.8079696 43.6156606, 3.8079287 43.6156749, 3.8078797 43.6156789, 3.8078394 43.6156723, 3.8078004 43.6156556, 3.8077708 43.6156308, 3.8077539 43.6156004, 3.8077514 43.6155676)",,,
58520527,Rue des Kermès,residential,,False,True,99.13900000000001,"LINESTRING (3.8060849 43.6155717, 3.8056454 43.6150076, 3.8055661 43.6149047, 3.8054812 43.6147946)",,,
102571034,Rue des Alouettes,residential,,False,False,134.163,"LINESTRING (3.8060849 43.6155717, 3.8061835 43.6155718, 3.8063278 43.6155719, 3.8071922 43.6155726, 3.80723 43.6155727, 3.8077514 43.6155676)",,,
102571034,Rue des Alouettes,residential,,False,True,74.337,"LINESTRING (3.8060849 43.6155717, 3.8059759 43.6155749, 3.8059126 43.6155896, 3.8058854 43.6155959, 3.8052668 43.6158616)",,,
57941655,,residential,roundabout,True,False,7.282,"LINESTRING (3.8077514 43.6155676, 3.8077635 43.6155361, 3.807789 43.615509)",,,
102571034,Rue des Alouettes,residential,,False,True,134.163,"LINESTRING (3.8077514 43.6155676, 3.80723 43.6155727, 3.8071922 43.6155726, 3.8063278 43.6155719, 3.8061835 43.6155718, 3.8060849 43.6155717)",,,
57941655,,residential,roundabout,True,False,8.169,"LINESTRING (3.8079901 43.6155091, 3.8080102 43.6155288, 3.8080233 43.6155514, 3.8080283 43.6155756)",,,
57941655,,residential,roundabout,True,False,18.014000000000003,"LINESTRING (3.807789 43.615509, 3.8078299 43.6154876, 3.8078787 43.6154782, 3.8079195 43.6154803, 3.8079577 43.6154909, 3.8079901 43.6155091)",,,
73724228,Place de la Lavande,residential,,True,False,48.339,"LINESTRING (3.807789 43.615509, 3.8077514 43.6154816, 3.8077508 43.6150855)",,,
102571034,Rue des Alouettes,residential,,False,False,74.337,"LINESTRING (3.8052668 43.6158616, 3.8058854 43.6155959, 3.8059126 43.6155896, 3.8059759 43.6155749, 3.8060849 43.6155717)",,,
102571034,Rue des Alouettes,residential,,False,True,16.575000000000003,"LINESTRING (3.8052668 43.6158616, 3.8052125 43.6158872, 3.8051852 43.6159005, 3.8051107 43.6159573)",,,
57941736,Rue des Bergeronnettes,residential,,False,True,73.582,"LINESTRING (3.806316 43.6145705, 3.8060712 43.6145677, 3.8060152 43.6145812, 3.8057605 43.6146854, 3.8057112 43.614708, 3.8055793 43.6147576, 3.8054812 43.6147946)",,,
57941882,Rue des Bergeronnettes,residential,,False,False,217.08200000000002,"LINESTRING (3.806316 43.6145705, 3.8073873 43.6145731, 3.8076119 43.6145736, 3.8076827 43.6145683, 3.8077512 43.6145544, 3.8078108 43.6145304, 3.8078663 43.6145028, 3.8079089 43.6144851, 3.8079558 43.6144728, 3.8080005 43.6144671, 3.8080604 43.614466, 3.8088991 43.6144694, 3.8089743 43.6144886)",,,
73724229,Rue des Daphnes,residential,,False,False,147.724,"LINESTRING (3.806316 43.6145705, 3.8066887 43.615047, 3.8067142 43.6150666, 3.8067438 43.6150785, 3.806782 43.6150833, 3.807238 43.6150843, 3.8077508 43.6150855)",,,
57941621,Rue des Alouettes,residential,,False,False,17.18,"LINESTRING (3.8102831 43.6145378, 3.8103997 43.6144084)",,,
57941621,Rue des Alouettes,residential,,False,True,155.659,"LINESTRING (3.8102831 43.6145378, 3.8099379 43.6149609, 3.8098343 43.6150205, 3.8094487 43.6151795, 3.8091776 43.6152963, 3.8088634 43.6154283)",,,
57941737,Rue des Néfliers,residential,,False,False,58.121,"LINESTRING (3.8102831 43.6145378, 3.8104051 43.6145758, 3.8105197 43.6146313, 3.8109159 43.6147877)",,,
57941621,Rue des Alouettes,residential,,False,True,17.18,"LINESTRING (3.8103997 43.6144084, 3.8102831 43.6145378)",,,
57941621,Rue des Alouettes,residential,,False,False,50.14,"LINESTRING (3.8103997 43.6144084, 3.8106222 43.6141649, 3.8107441 43.6140327)",,,
