osmid,oneway,highway,reversed,length,geometry,ref,name,maxspeed,lanes,junction,width,access,tunnel
"[689439480, 1025279908, 23894196]",True,tertiary,False,281.617,"LINESTRING (2.1215419 48.8298132, 2.1214867 48.8298414, 2.1209878 48.8300799, 2.1206949 48.8301854, 2.1203456 48.8302928, 2.1201003 48.8303699, 2.1199455 48.8304065, 2.119744 48.8304404, 2.1196905 48.8304483, 2.1195839 48.8304606, 2.1191905 48.83051, 2.1186849 48.8305356, 2.1185124 48.8305557, 2.1179695 48.8306189)",,Rue Moxouris,50,,,,,
23894558,False,tertiary,False,15.053999999999998,"LINESTRING (2.1215419 48.8298132, 2.1216335 48.8298254, 2.1217425 48.8298429)",,Avenue Dutartre,50,2,,,,
"[1119939502, 1119939501, 23894558, 1065049519]",False,tertiary,True,195.12399999999997,"LINESTRING (2.1215419 48.8298132, 2.1214068 48.829776, 2.1213708 48.8297661, 2.1211474 48.829695, 2.1210838 48.8296729, 2.1210182 48.8296292, 2.1208621 48.8294734, 2.1208367 48.8294375, 2.1207246 48.8292549, 2.120548 48.8289343, 2.1203591 48.8285915, 2.1203479 48.828571, 2.1203056 48.8284933, 2.1202728 48.828433, 2.1202403 48.8283734)",,Avenue Dutartre,50,2,,,,
23894556,True,tertiary,False,30.672000000000004,"LINESTRING (2.1202403 48.8283734, 2.1201112 48.8282733, 2.1199706 48.8281623)",,Avenue Dutartre,50,,,,,
"[23894558, 1119939501, 1119939502, 1065049519]",False,tertiary,False,195.12399999999997,"LINESTRING (2.1202403 48.8283734, 2.1202728 48.828433, 2.1203056 48.8284933, 2.1203479 48.828571, 2.1203591 48.8285915, 2.120548 48.8289343, 2.1207246 48.8292549, 2.1208367 48.8294375, 2.1208621 48.8294734, 2.1210182 48.8296292, 2.1210838 48.8296729, 2.1211474 48.829695, 2.1213708 48.8297661, 2.1214068 48.829776, 2.1215419 48.8298132)",,Avenue Dutartre,50,2,,,,
331679939,False,secondary,True,10.554,"LINESTRING (2.1173495 48.8289563, 2.1173887 48.8289551, 2.1174453 48.8289366, 2.1174763 48.8289182)",,Avenue Charles de Gaulle,,,circular,,,
701090621,False,secondary,False,11.488,"LINESTRING (2.1173495 48.8289563, 2.1173095 48.8289536, 2.1172626 48.8289427, 2.1172145 48.828912)",,Avenue Charles de Gaulle,,,circular,,,
253726016,True,unclassified,False,15.233,"LINESTRING (2.1155585 48.8270351, 2.1155464 48.8270459, 2.1155243 48.8270563, 2.1154828 48.8270609, 2.1154522 48.827054, 2.11543 48.8270408, 2.1154167 48.8270212, 2.1154155 48.8270057)",,Avenue Dutartre,30,,roundabout,,,yes
"[31118192, 85526805]",True,unclassified,False,272.57099999999997,"LINESTRING (2.1155669 48.8270032, 2.1163904 48.8271004, 2.1166623 48.8271104, 2.1168405 48.8271051, 2.1170065 48.8270773, 2.1189898 48.8265045, 2.1190001 48.8264797, 2.1190592 48.8264728)",,Avenue Dutartre,30,,,,,yes
253726016,True,unclassified,False,3.6479999999999997,"LINESTRING (2.1155669 48.8270032, 2.1155666 48.8270199, 2.1155585 48.8270351)",,Avenue Dutartre,30,,roundabout,,,yes
260195174,True,tertiary,False,18.322,"LINESTRING (2.1190592 48.8264728, 2.1193091 48.8264819)",,Avenue du Docteur Schweitzer,50,,,,,
19917992,True,tertiary,False,15.168,"LINESTRING (2.1191185 48.8265354, 2.1193091 48.8264819)",,Avenue du Docteur Schweitzer,50,,,,,
64439682,True,secondary,False,8.203,"LINESTRING (2.1191185 48.8265354, 2.1190592 48.8264728)",,Avenue Dutartre,50,,,,,
19893118,True,secondary,False,13.204,"LINESTRING (2.1251583 48.8287676, 2.1251011 48.8287595, 2.1250542 48.8287366, 2.1250268 48.8286989)",,Avenue Charles de Gaulle,50,,roundabout,4,,
76259003,True,living_street,False,240.868,"LINESTRING (2.1235612 48.8299633, 2.1242259 48.8299635, 2.1244116 48.8299682, 2.1246067 48.8299587, 2.1248688 48.8299428, 2.1250256 48.8299066, 2.1251383 48.829835, 2.1252249 48.8297513, 2.1252456 48.8296559, 2.1252456 48.8295588, 2.1252348 48.8294379, 2.1251865 48.8292472, 2.1251791 48.8292099, 2.1251543 48.8290847, 2.1251597 48.8289876, 2.1251785 48.8288781, 2.125175 48.8288611, 2.1251652 48.8288024, 2.1251583 48.8287676)",,Rue Louis Hirsch,20,,,,,
173692916,False,residential,True,199.508,"LINESTRING (2.1235612 48.8299633, 2.1235634 48.829912, 2.1235544 48.8297643, 2.1235143 48.8296647, 2.1234578 48.8295861, 2.1234029 48.8294997, 2.1233657 48.8293952, 2.1233747 48.8293248, 2.1233869 48.8292497, 2.1234209 48.8291783, 2.1234887 48.8290882, 2.1235853 48.8290212, 2.1237208 48.8289593, 2.1238964 48.8288905, 2.1240638 48.828815, 2.1241902 48.8287324, 2.1242861 48.8286398, 2.1243768 48.8285281, 2.124418 48.8284774)",,Rue de la Pérouse,,,,,permissive,
33142866,False,residential,True,222.293,"LINESTRING (2.1226616 48.8342053, 2.1255861 48.8336661)",,Avenue Jeanne Léger,,2,,,,
33142866,False,residential,False,210.133,"LINESTRING (2.1226616 48.8342053, 2.1219577 48.8343333, 2.1217077 48.8343733, 2.121533 48.8343645, 2.1207191 48.8342349, 2.1198783 48.8340857)",,Avenue Jeanne Léger,,2,,,,
33142866,False,residential,False,222.293,"LINESTRING (2.1255861 48.8336661, 2.1226616 48.8342053)",,Avenue Jeanne Léger,,2,,,,
172456509,False,residential,False,43.702,"LINESTRING (2.1255861 48.8336661, 2.1252262 48.8333525)",,Avenue du Château,,2,,,,
172456509,False,residential,True,85.651,"LINESTRING (2.1255861 48.8336661, 2.1262961 48.8342784)",,Avenue du Château,,2,,,,
33142866,False,residential,True,227.21200000000002,"LINESTRING (2.1255861 48.8336661, 2.1285356 48.8331238, 2.1285759 48.8331164)",,Avenue Jeanne Léger,,2,,,,
172456509,False,residential,False,85.651,"LINESTRING (2.1262961 48.8342784, 2.1255861 48.8336661)",,Avenue du Château,,2,,,,
172456509,False,residential,True,43.702,"LINESTRING (2.1252262 48.8333525, 2.1255861 48.8336661)",,Avenue du Château,,2,,,,
"[684181858, 85526803, 85526804]",True,unclassified,False,262.983,"LINESTRING (2.1189563 48.8265679, 2.1188837 48.826568, 2.1181372 48.8267912, 2.1176308 48.8269357, 2.1170291 48.8271099, 2.1168605 48.8271402, 2.1166632 48.8271433, 2.1163822 48.8271339, 2.1155585 48.8270351)",,Avenue Dutartre,30,,,,,yes
23893885,True,tertiary,False,10.144,"LINESTRING (2.1172996 48.8305641, 2.1173392 48.8305484, 2.1173848 48.8305439, 2.1174297 48.8305512)",,,,,roundabout,,,
331679927,True,tertiary,False,29.999000000000002,"LINESTRING (2.1172996 48.8305641, 2.1173252 48.8304629, 2.1173305 48.8304419, 2.1173747 48.8303927, 2.1174719 48.8303312)",,Rue de Marly-Le-Roi,,,,,,
331679924,True,tertiary,False,31.508,"LINESTRING (2.1174106 48.8306972, 2.1172794 48.8307608, 2.1170588 48.8308604)",,Rue Moxouris,,,,,,
331679947,True,tertiary,False,13.001000000000001,"LINESTRING (2.1174106 48.8306972, 2.1173735 48.8306999, 2.1173369 48.8306948, 2.1173046 48.8306825, 2.1172822 48.8306667, 2.1172673 48.8306475)",,,,,roundabout,,,
23893901,False,tertiary,True,8.456,"LINESTRING (2.1190563 48.8337981, 2.1190235 48.8338114, 2.1189991 48.8338309, 2.1189855 48.8338547)",,,,1,circular,,,
331679948,False,tertiary,False,7.318,"LINESTRING (2.1190563 48.8337981, 2.1190886 48.8337927, 2.1191219 48.8337936, 2.1191535 48.8338006)",,,,1,circular,,,
172223844,True,tertiary,False,32.056,"LINESTRING (2.1191535 48.8338006, 2.119271 48.8337365, 2.1194914 48.8336172)",,Rue Jean-Louis Forain,,1,,,,
331679948,False,tertiary,True,7.318,"LINESTRING (2.1191535 48.8338006, 2.1191219 48.8337936, 2.1190886 48.8337927, 2.1190563 48.8337981)",,,,1,circular,,,
788293774,False,tertiary,False,6.849,"LINESTRING (2.1191535 48.8338006, 2.1191793 48.8338122, 2.1191995 48.8338278, 2.1192127 48.8338464)",,,,1,circular,,,
788293773,False,tertiary,False,5.186,"LINESTRING (2.1192127 48.8338464, 2.1192175 48.8338616, 2.1192176 48.8338772, 2.1192129 48.8338924)",,,,1,circular,,,
788293774,False,tertiary,True,6.848999999999999,"LINESTRING (2.1192127 48.8338464, 2.1191995 48.8338278, 2.1191793 48.8338122, 2.1191535 48.8338006)",,,,1,circular,,,
331679919,True,tertiary,False,14.157,"LINESTRING (2.1192129 48.8338924, 2.1192446 48.8339386, 2.1192926 48.8340084)",,Rue Louis Pelin,,1,,,,
331679937,False,tertiary,False,7.842,"LINESTRING (2.1192129 48.8338924, 2.1191973 48.8339136, 2.1191728 48.8339306, 2.1191416 48.8339421)",,,,1,circular,,,
788293773,False,tertiary,True,5.186,"LINESTRING (2.1192129 48.8338924, 2.1192176 48.8338772, 2.1192175 48.8338616, 2.1192127 48.8338464)",,,,1,circular,,,
172183735,True,secondary,False,192.98000000000002,"LINESTRING (2.119625 48.8264935, 2.1197522 48.8264583, 2.1200616 48.8263715, 2.120944 48.8261069, 2.1212344 48.8260237, 2.1218231 48.8258434, 2.1220305 48.8257839)",,Avenue du Docteur Schweitzer,50,,,,,
331670052,True,secondary,False,22.413,"LINESTRING (2.119625 48.8264935, 2.1196756 48.8265875, 2.1197383 48.8266806)",,Avenue Dutartre,50,,,,,
19844616,True,secondary,False,125.491,"LINESTRING (2.1281271 48.8314313, 2.1281543 48.831306, 2.1281737 48.8311224, 2.1282356 48.8309099, 2.1283226 48.8306975, 2.1283374 48.830668, 2.1284804 48.8304248, 2.1285337 48.8303422)",D 321,Rue de Versailles,50,,,,,
73895482,True,secondary,False,7.085,"LINESTRING (2.1281271 48.8314313, 2.1281585 48.8314265, 2.1281906 48.8314283, 2.1282205 48.8314364)",D 321,,,,roundabout,,,
73895482,True,secondary,False,3.898,"LINESTRING (2.1282569 48.8315305, 2.1282406 48.8315444, 2.1282197 48.8315552)",D 321,,,,roundabout,,,
73895482,True,secondary,False,11.911999999999999,"LINESTRING (2.1282205 48.8314364, 2.1282444 48.8314495, 2.1282615 48.8314666, 2.1282705 48.8314879, 2.1282689 48.8315099, 2.1282569 48.8315305)",D 321,,,,roundabout,,,
73895482,True,secondary,False,17.459,"LINESTRING (2.1281167 48.8315569, 2.1280896 48.8315433, 2.1280704 48.8315247, 2.1280613 48.8315031, 2.1280632 48.8314807, 2.1280758 48.8314599, 2.1280979 48.8314428, 2.1281271 48.8314313)",D 321,,,,roundabout,,,
73895482,True,secondary,False,7.858,"LINESTRING (2.1282197 48.8315552, 2.128195 48.8315622, 2.1281685 48.8315649, 2.1281418 48.8315631, 2.1281167 48.8315569)",D 321,,,,roundabout,,,
23894555,True,tertiary,False,8.389000000000001,"LINESTRING (2.1218345 48.8298011, 2.1218569 48.8298043, 2.1218773 48.8298112, 2.1218943 48.8298213, 2.1219068 48.8298339, 2.1219139 48.8298483)",,Place Dutartre,50,,roundabout,,,
23894555,True,tertiary,False,12.471000000000002,"LINESTRING (2.1219139 48.8298483, 2.1219153 48.8298621, 2.1219116 48.8298757, 2.1219032 48.8298884, 2.1218862 48.8299021, 2.1218638 48.8299117, 2.121838 48.8299165, 2.1218111 48.829916)",,Place Dutartre,50,,roundabout,,,
"[537753213, 1065050919]",True,living_street,False,121.266,"LINESTRING (2.1219139 48.8298483, 2.1220057 48.8298558, 2.1221871 48.8298697, 2.123014 48.8299313, 2.1235612 48.8299633)",,Rue Louis Hirsch,20,,,,,
19893222,True,secondary,False,50.921,"LINESTRING (2.1250268 48.8286989, 2.1248534 48.8286334, 2.124418 48.8284774)",,Avenue Charles de Gaulle,50,,,,,
331679911,True,secondary,False,10.978000000000002,"LINESTRING (2.1250268 48.8286989, 2.1250208 48.8286678, 2.1250365 48.8286341, 2.1250677 48.8286094)",,Avenue Charles de Gaulle,50,,roundabout,4,,
172203285,True,secondary,False,102.0,"LINESTRING (2.1252946 48.8286882, 2.1254615 48.8287441, 2.1257578 48.8288488, 2.1265101 48.8291363)",,Avenue Charles de Gaulle,50,2,,,,
331670048,True,secondary,False,9.277000000000001,"LINESTRING (2.1252946 48.8286882, 2.1252829 48.828715, 2.1252595 48.8287381, 2.1252266 48.8287555)",,Avenue Charles de Gaulle,50,,roundabout,,,
365354650,True,tertiary,False,17.011,"LINESTRING (2.125437 48.8274033, 2.1254846 48.827361, 2.1255224 48.8273273, 2.1255598 48.8273098, 2.1256015 48.8273032)",,Rue Pottier,50,1,roundabout,,,
20462909,True,residential,False,233.16800000000003,"LINESTRING (2.1257149 48.8273479, 2.1258467 48.8272478, 2.1260067 48.8271232, 2.1262898 48.8269027, 2.1266043 48.8266668, 2.1268426 48.8265644, 2.1271593 48.8264831, 2.1275123 48.8264219, 2.1276842 48.8263933, 2.1277754 48.8263781, 2.1282639 48.8263034, 2.1283206 48.8262942)",,Rue Pierre Chaulin,30,1,,,,
331670084,True,tertiary,False,8.879999999999999,"LINESTRING (2.1257149 48.8273479, 2.1257298 48.8273832, 2.1257095 48.8274243)",,Rue Pottier,50,1,roundabout,,,
20461861,True,tertiary,False,0.803,"LINESTRING (2.1254826 48.8274919, 2.1254727 48.8274888)",,Rue Pottier,,1,roundabout,,,
331679918,True,secondary,False,4.238,"LINESTRING (2.1199706 48.8281623, 2.1199135 48.828156)",,Rond-Point du 18 Juin,50,,roundabout,,,
331679918,True,secondary,False,17.524,"LINESTRING (2.1203957 48.8279883, 2.1203302 48.8280648, 2.1202527 48.8281124)",,Rond-Point du 18 Juin,50,,roundabout,,,
"[19893786, 747483965]",True,secondary,False,193.112,"LINESTRING (2.1199135 48.828156, 2.1197193 48.8282515, 2.119448 48.8283457, 2.1191601 48.8284152, 2.1180909 48.8286459, 2.1180129 48.8286617, 2.1177527 48.8287243, 2.1176867 48.828745, 2.1175575 48.8288074, 2.1175035 48.8288314)",,Avenue Charles de Gaulle,50,2,,,,
331679917,True,secondary,False,33.415,"LINESTRING (2.1199135 48.828156, 2.1198073 48.8281285, 2.1197165 48.828083, 2.119648 48.8280229, 2.119607 48.8279528)",,Rond-Point du 18 Juin,50,,roundabout,,,
19917992,True,tertiary,False,23.161,"LINESTRING (2.1193091 48.8264819, 2.119559 48.8264911, 2.119625 48.8264935)",,Avenue du Docteur Schweitzer,50,,,,,
19794121,True,secondary,False,64.936,"LINESTRING (2.1282285 48.8257083, 2.1283752 48.8261741, 2.1284023 48.8262809)",D 321,Rue de Versailles,50,,,,,
168571664,False,living_street,False,33.192,"LINESTRING (2.125157 48.8275414, 2.124913 48.8272898)",,,20,,,,,
454868860,False,living_street,False,8.184,"LINESTRING (2.125157 48.8275414, 2.1252641 48.8275203)",,Rue Pierre Chaulin,20,2,,,yes,
195002819,False,tertiary,False,25.255,"LINESTRING (2.125284 48.8283911, 2.1253703 48.8281712)",,Rue Pottier,50,,,,,
172181028,False,tertiary,True,22.61,"LINESTRING (2.125284 48.8283911, 2.1252365 48.828529, 2.1252157 48.8285894)",,Rue Pottier,50,,,,,
168571668,True,tertiary_link,False,35.286,"LINESTRING (2.124853 48.828511, 2.1249774 48.828502, 2.1250281 48.8284976, 2.1250982 48.8284826, 2.1251969 48.8284352, 2.125284 48.8283911)",,,50,,,,,
652219463,True,secondary,False,19.15,"LINESTRING (2.124853 48.828511, 2.1249626 48.8285612, 2.1250277 48.828591, 2.1250677 48.8286094)",,Avenue Charles de Gaulle,50,,,,,
"[455339473, 168571666, 642323766]",False,"['residential', 'living_street']",False,73.91399999999999,"LINESTRING (2.1237127 48.826851, 2.1238649 48.8268657, 2.1239481 48.8268731, 2.1239907 48.8268918, 2.124059 48.8269222, 2.1240608 48.8270042, 2.1242786 48.827245, 2.1243192 48.8272964)",,Chemin des Epinettes,20,2,,,yes,
168958827,False,tertiary,False,141.744,"LINESTRING (2.1211964 48.8327154, 2.120706 48.8329685, 2.1197961 48.8334381, 2.1196824 48.8335095)",,Rue Jean-Louis Forain,,,,,,
169385323,False,living_street,False,466.70799999999997,"LINESTRING (2.1211964 48.8327154, 2.120151 48.8323105, 2.1189087 48.8318293, 2.1184783 48.8316626, 2.1178608 48.8321851, 2.1178399 48.8322028, 2.1181082 48.8327113, 2.1186102 48.8329596, 2.1186031 48.8330024, 2.11819 48.833351)",,Avenue de Villars,30,2,,,permissive,
