osmid,oneway,name,highway,access,reversed,length,geometry,lanes,ref,maxspeed,junction,bridge,width
353875749,False,Boulevard Aristide Briand,secondary,,True,16.171,"LINESTRING (-1.4331056 46.6721767, -1.4331761 46.6721979, -1.4332192 46.6722297, -1.4332442 46.6722758)",,D 760,50,,,
1078943822,False,Boulevard Aristide Briand,secondary,,False,5.856,"LINESTRING (-1.4331056 46.6721767, -1.4330685 46.6721925, -1.4330537 46.6722128)",,,,,,
25034751,True,,secondary,,False,9.574000000000002,"LINESTRING (-1.4287061 46.6745539, -1.4286423 46.674578, -1.4286134 46.6746082)",1,,,roundabout,,
25439080,False,Rue du Maréchal Foch,tertiary,,False,93.386,"LINESTRING (-1.4287061 46.6745539, -1.4286879 46.6745181, -1.4286662 46.6744755, -1.4283165 46.673823, -1.428284 46.6737656)",,,30,,,
25034751,True,,secondary,,False,4.955,"LINESTRING (-1.4288426 46.674697, -1.4288566 46.6746796, -1.428865 46.6746556)",1,,,roundabout,,
25034751,True,,secondary,,False,4.524,"LINESTRING (-1.4286711 46.6747194, -1.4287281 46.6747306)",1,,,roundabout,,
971339443,False,Boulevard Aristide Briand,secondary,,False,13.809,"LINESTRING (-1.4332638 46.6725646, -1.4332074 46.6724466)",2,D 760,50,,,
845458765,False,Rue du Général Castelnau,residential,,False,12.27,"LINESTRING (-1.4332638 46.6725646, -1.4331997 46.6725805, -1.4331126 46.6726022)",,,50,,,
219157577,False,Boulevard des Belges,secondary,,False,108.21200000000002,"LINESTRING (-1.4235751 46.6749316, -1.4230351 46.6746774, -1.4226066 46.6744757, -1.4225538 46.6744509, -1.4224055 46.6743811)",,D 760,,,,
829313615,False,Rue Bossuet,residential,,True,79.77,"LINESTRING (-1.4235751 46.6749316, -1.423639 46.6749158, -1.4237779 46.6748813, -1.4238016 46.6748754, -1.4238864 46.6748544, -1.4244969 46.6746931, -1.4245532 46.6746782)",,,,,,
219157559,False,Boulevard Aristide Briand,secondary,,True,37.085,"LINESTRING (-1.4328805 46.6717792, -1.4327175 46.671465)",2,D 760,50,,,
219157559,False,Boulevard Aristide Briand,secondary,,False,38.841,"LINESTRING (-1.4328805 46.6717792, -1.4330108 46.6720726, -1.4330321 46.6721126)",2,D 760,50,,,
219157577,False,Boulevard des Belges,secondary,,False,144.809,"LINESTRING (-1.4224055 46.6743811, -1.4223 46.6743317, -1.4222051 46.6742873, -1.4211646 46.673808, -1.4210952 46.6737734, -1.4209784 46.6737151, -1.4208376 46.6736474)",,D 760,,,,
219157577,False,Boulevard des Belges,secondary,,True,108.212,"LINESTRING (-1.4224055 46.6743811, -1.4225538 46.6744509, -1.4226066 46.6744757, -1.4230351 46.6746774, -1.4235751 46.6749316)",,D 760,,,,
845138653,False,Rue Racine,residential,,False,18.718,"LINESTRING (-1.4224055 46.6743811, -1.4224461 46.6743432, -1.4225055 46.6742876, -1.4225269 46.6742801, -1.4225734 46.6742637)",,,30,,,
845458767,False,Rue Lucien Genuer,residential,,False,12.016,"LINESTRING (-1.4324087 46.6708618, -1.4325538 46.6708198)",,,,,,
219157559,False,Boulevard Aristide Briand,secondary,,False,71.091,"LINESTRING (-1.4324087 46.6708618, -1.4325928 46.6712214, -1.4326934 46.6714179, -1.4327175 46.671465)",2,D 760,50,,,
219157559,False,Boulevard Aristide Briand,secondary,,True,107.48299999999999,"LINESTRING (-1.4324087 46.6708618, -1.4323683 46.6707818, -1.4320935 46.6702371, -1.4320638 46.6701688, -1.432037 46.6701072, -1.4319919 46.6700189, -1.4319551 46.6699468)",2,D 760,50,,,
1177064432,False,Rue de Verdun,residential,,False,12.584,"LINESTRING (-1.4324087 46.6708618, -1.4323555 46.6708748, -1.4322533 46.6708997)",,,30,,,
219157577,False,Boulevard des Belges,secondary,,False,31.570999999999998,"LINESTRING (-1.4208376 46.6736474, -1.4206727 46.6735688, -1.4204951 46.6734881)",,D 760,,,,
219157577,False,Boulevard des Belges,secondary,,True,144.80900000000003,"LINESTRING (-1.4208376 46.6736474, -1.4209784 46.6737151, -1.4210952 46.6737734, -1.4211646 46.673808, -1.4222051 46.6742873, -1.4223 46.6743317, -1.4224055 46.6743811)",,D 760,,,,
25444115,True,Rue Guérineau,residential,,False,139.77200000000002,"LINESTRING (-1.4208371 46.6726165, -1.4211543 46.6714494, -1.421162 46.6714209, -1.4211729 46.6713808)",,,30,,,
829313616,False,Rue Marcellin Berthelot,residential,,True,65.174,"LINESTRING (-1.4208371 46.6726165, -1.4208884 46.6726064, -1.4209683 46.6725931, -1.4216388 46.6724157)",,,30,,,
25439126,False,Rue du Président de Gaulle,tertiary,,False,103.045,"LINESTRING (-1.4229757 46.6714945, -1.4230353 46.6714809, -1.423569 46.6713506, -1.4241774 46.67121, -1.4242523 46.6711922)",,,30,,,
25439126,False,Rue du Président de Gaulle,tertiary,,True,57.43300000000001,"LINESTRING (-1.4229757 46.6714945, -1.4228824 46.6715181, -1.4227637 46.6715379, -1.4226235 46.671554, -1.4224862 46.671559, -1.4224036 46.6715554, -1.4223104 46.6715439, -1.4222383 46.6715324)",,,30,,,
217107280,True,Place de la Résistance,tertiary,,False,31.988999999999997,"LINESTRING (-1.4229757 46.6714945, -1.4229477 46.6714491, -1.4229291 46.6714277, -1.4228761 46.6713862, -1.4228574 46.6713732, -1.4227983 46.6713453, -1.4227327 46.6713255, -1.4226744 46.671314)",,,30,,,
25439109,True,Place de la Résistance,tertiary,,False,46.095,"LINESTRING (-1.4222383 46.6715324, -1.4222346 46.6715915, -1.4222505 46.6716498, -1.4222852 46.671704, -1.4223368 46.6717515, -1.4224027 46.6717897, -1.4224794 46.6718168, -1.4225631 46.6718313)",,,30,,,
25439126,False,Rue du Président de Gaulle,tertiary,,False,57.43299999999999,"LINESTRING (-1.4222383 46.6715324, -1.4223104 46.6715439, -1.4224036 46.6715554, -1.4224862 46.671559, -1.4226235 46.671554, -1.4227637 46.6715379, -1.4228824 46.6715181, -1.4229757 46.6714945)",,,30,,,
25439126,False,Rue du Président de Gaulle,tertiary,,True,27.451999999999998,"LINESTRING (-1.4222383 46.6715324, -1.4221763 46.6715237, -1.4218891 46.6714731)",,,30,,,
25439098,True,Rue de la Vieille Horloge,residential,,False,70.731,"LINESTRING (-1.4218891 46.6714731, -1.4219019 46.6714257, -1.4220424 46.6709041, -1.4220576 46.6708476)",,,30,,,
25439126,False,Rue du Président de Gaulle,tertiary,,False,27.451999999999998,"LINESTRING (-1.4218891 46.6714731, -1.4221763 46.6715237, -1.4222383 46.6715324)",,,30,,,
25439126,False,Rue du Président de Gaulle,tertiary,,True,55.601000000000006,"LINESTRING (-1.4218891 46.6714731, -1.4216983 46.6714485, -1.4212505 46.6713908, -1.4211729 46.6713808)",,,30,,,
829203235,True,Rue Haxo,residential,,False,13.262,"LINESTRING (-1.4309214 46.6679375, -1.4307571 46.6679764)",,,,,,
354491824,False,Boulevard Aristide Briand,secondary,,False,108.466,"LINESTRING (-1.4309214 46.6679375, -1.4311789 46.6684323, -1.4312662 46.6686, -1.4313452 46.6687519, -1.4313725 46.6688038, -1.4313796 46.6688164, -1.4314034 46.6688551)",3,D 747,50,,,
354491824,False,Boulevard Aristide Briand,secondary,,True,39.094,"LINESTRING (-1.4309214 46.6679375, -1.4308664 46.6678291, -1.4307939 46.6676863, -1.4307528 46.6676055)",3,D 747,50,,,
845458775,False,Rue d'Alsace,residential,,True,11.772,"LINESTRING (-1.4309214 46.6679375, -1.4309808 46.6679234, -1.4310672 46.6679029)",,,,,,
829203233,False,Rue Haxo,residential,,True,91.239,"LINESTRING (-1.4307571 46.6679764, -1.4307247 46.6679842, -1.4307051 46.667989, -1.4303035 46.6680861, -1.4296294 46.6682492)",,,,,,
25439136,False,Rue du Vieux Marché,residential,,True,65.072,"LINESTRING (-1.422334 46.670013, -1.4231389 46.6698196)",,,,,,
363205856,False,Rue de la Vieille Horloge,residential,,False,12.742,"LINESTRING (-1.422334 46.670013, -1.4223617 46.6699)",,,,,,
354491824,False,Boulevard Aristide Briand,secondary,,True,29.511,"LINESTRING (-1.4304557 46.6670271, -1.4303267 46.6667769)",3,D 747,50,,,
354491824,False,Boulevard Aristide Briand,secondary,,False,68.194,"LINESTRING (-1.4304557 46.6670271, -1.4305035 46.6671202, -1.4307528 46.6676055)",3,D 747,50,,,
483231760,False,Rue Delille,residential,,False,103.61999999999999,"LINESTRING (-1.4304557 46.6670271, -1.4303727 46.6670473, -1.4303052 46.6670625, -1.4302704 46.6670721, -1.4292499 46.6673197, -1.4291755 46.6673378)",,,,,,
25439100,False,Rue du 93e Régiment d'Infanterie,residential,,False,30.720999999999997,"LINESTRING (-1.4234248 46.6687165, -1.4233116 46.6687698, -1.4230927 46.6688727)",,,30,,,
25439100,False,Rue du 93e Régiment d'Infanterie,residential,,True,72.72999999999999,"LINESTRING (-1.4234248 46.6687165, -1.4235872 46.6686772, -1.4241741 46.6685351, -1.4242288 46.6685227, -1.424324 46.6684996)",,,30,,,
25439127,True,Rue de la Poissonnerie,living_street,,False,70.09700000000001,"LINESTRING (-1.4234248 46.6687165, -1.4234774 46.6688187, -1.4237308 46.6693109)",,,20,,,
25439125,False,Rue du Maréchal Joffre,tertiary,,True,113.242,"LINESTRING (-1.4246088 46.6664829, -1.424639 46.6665426, -1.425039 46.6673342, -1.425095 46.6674451)",,,30,,,
483228668,True,Rue du Général Gallieni,residential,,False,93.931,"LINESTRING (-1.4246088 46.6664829, -1.4247105 46.6664587, -1.4256925 46.6662252, -1.4257326 46.6662157, -1.4257719 46.6662063)",,,30,,,
25345079,True,Rue Jean Jaurès,residential,,False,108.556,"LINESTRING (-1.4283666 46.6685537, -1.4283904 46.6685992, -1.428807 46.6693974, -1.4288301 46.6694398, -1.4288483 46.6694723)",,,,,,
336366937,True,Rue Haxo,residential,,False,35.503,"LINESTRING (-1.4283666 46.6685537, -1.428439 46.6685363, -1.4288058 46.6684483)",,,,,,
483231758,False,Rue Delille,residential,,False,68.92,"LINESTRING (-1.4283544 46.6675321, -1.4279343 46.6676303, -1.4279146 46.6676349, -1.4275685 46.6677158, -1.4274994 46.6677319)",,,,,,
"[483231760, 483231758]",False,Rue Delille,residential,,True,66.276,"LINESTRING (-1.4283544 46.6675321, -1.4284151 46.6675177, -1.4287455 46.6674395, -1.4291206 46.6673508, -1.4291755 46.6673378)",,,,,,
336366937,True,Rue Haxo,residential,,False,66.63,"LINESTRING (-1.4288058 46.6684483, -1.4296294 46.6682492)",,,,,,
25439085,True,Place François Mitterrand,residential,,False,107.542,"LINESTRING (-1.4288058 46.6684483, -1.4287835 46.6684031, -1.4285836 46.6679973, -1.4283749 46.6675738, -1.4283544 46.6675321)",,,,,,
25439086,True,Place François Mitterrand,residential,,False,108.26799999999999,"LINESTRING (-1.4274994 46.6677319, -1.4275272 46.6677882, -1.4277442 46.6682278, -1.4279371 46.6686187, -1.4279546 46.6686541)",,,,,,
95841541,False,Rue Delille,residential,,False,69.05199999999999,"LINESTRING (-1.4274994 46.6677319, -1.4268492 46.66788, -1.4267602 46.667901, -1.4267008 46.6679151, -1.4266413 46.6679291)",,,30,,,
483231758,False,Rue Delille,residential,,True,68.92,"LINESTRING (-1.4274994 46.6677319, -1.4275685 46.6677158, -1.4279146 46.6676349, -1.4279343 46.6676303, -1.4283544 46.6675321)",,,,,,
336366937,True,Rue Haxo,residential,,False,33.361,"LINESTRING (-1.4279546 46.6686541, -1.4282866 46.6685738, -1.4283273 46.668564, -1.4283666 46.6685537)",,,,,,
25439090,True,Place du Théâtre,residential,,False,107.862,"LINESTRING (-1.4296029 46.6705269, -1.4296271 46.6705703, -1.4297149 46.6707277, -1.4297799 46.6707902, -1.4299032 46.6710398, -1.4299952 46.671226, -1.4299808 46.6712885, -1.4300323 46.6713886, -1.4300479 46.671419, -1.4300558 46.6714345)",,,,,,
1117084660,True,Rue Salvador Allende,tertiary,,False,86.44200000000001,"LINESTRING (-1.4296029 46.6705269, -1.4299857 46.6704201, -1.4306655 46.670258)",,,30,,,
1117084659,True,Rue de Verdun,residential,,False,18.135,"LINESTRING (-1.4300558 46.6714345, -1.4298735 46.671481, -1.429833 46.6714913)",,,30,,,
25439091,True,Place du Théâtre,residential,,False,110.826,"LINESTRING (-1.4296901 46.6715264, -1.4296632 46.6714789, -1.4296008 46.6713684, -1.4295336 46.6713231, -1.4292389 46.6706674, -1.4292198 46.6706256, -1.4292056 46.6705945)",,,,,,
483231744,True,Rue de Verdun,residential,,False,88.294,"LINESTRING (-1.4296901 46.6715264, -1.4295152 46.6715682, -1.428717 46.671759, -1.4286572 46.6717733, -1.4285973 46.6717876)",,,30,,,
25439128,True,Rue Salvador Allende,tertiary,,False,15.786000000000001,"LINESTRING (-1.4292056 46.6705945, -1.4293073 46.6705952, -1.4293379 46.6705886, -1.4294069 46.670572)",,,30,,,
25439100,False,Rue du 93e Régiment d'Infanterie,residential,,False,72.72999999999999,"LINESTRING (-1.424324 46.6684996, -1.4242288 46.6685227, -1.4241741 46.6685351, -1.4235872 46.6686772, -1.4234248 46.6687165)",,,30,,,
25439100,False,Rue du 93e Régiment d'Infanterie,residential,,True,94.49,"LINESTRING (-1.424324 46.6684996, -1.4244435 46.6684642, -1.425084 46.6683018, -1.4253218 46.6682401, -1.4254832 46.6682011)",,,30,,,
377739280,False,Rue Paul Baudry,living_street,,True,20.924,"LINESTRING (-1.424324 46.6684996, -1.4243398 46.6685229, -1.4243694 46.6685666, -1.4244313 46.6686727)",,,,,,
25439881,True,Rue Bossuet,residential,,False,71.947,"LINESTRING (-1.4271484 46.6740452, -1.4270385 46.6740725, -1.4263684 46.6742387, -1.4262616 46.6742652)",,,,,,
25439094,True,Rue Gouvion,residential,,False,93.045,"LINESTRING (-1.4262616 46.6742652, -1.4262216 46.6741865, -1.425894 46.6735428, -1.4258596 46.6734752)",,,,,,
829313619,False,Rue Bossuet,residential,,False,61.469,"LINESTRING (-1.4262616 46.6742652, -1.4261645 46.6742893, -1.4255039 46.6744531)",,,,,,
25439098,True,Rue de la Vieille Horloge,residential,,False,9.14,"LINESTRING (-1.4222066 46.6705567, -1.422221 46.6704751)",,,30,,,
25439135,True,Rue du Passage,residential,,False,51.058,"LINESTRING (-1.422839 46.6704066, -1.4222447 46.6705477, -1.4222066 46.6705567)",,,,,,
25439096,True,Place du Marché,residential,,False,54.607,"LINESTRING (-1.4236026 46.6707312, -1.4234846 46.6704994, -1.4233665 46.6702676)",,,,,,
829313613,False,Rue Sadi Carnot,residential,,False,69.037,"LINESTRING (-1.4236026 46.6707312, -1.4229106 46.6709054, -1.4227519 46.6709426)",,,30,,,
25439100,False,Rue du 93e Régiment d'Infanterie,residential,,True,23.947000000000003,"LINESTRING (-1.4227715 46.669065, -1.4228182 46.6690295, -1.4230012 46.6689186)",,,30,,,
1117084674,True,Rue Guiné,residential,,False,39.326,"LINESTRING (-1.4227715 46.669065, -1.4226801 46.6690497, -1.4223174 46.6691968)",,,30,,,
25439097,False,Passage des Jardiniers,residential,,False,61.46,"LINESTRING (-1.4237308 46.6693109, -1.4229706 46.6694936)",,,,,,
"[89616846, 25439127]",True,"['Rue de la Poissonnerie', 'Place du Marché']","['living_street', 'residential']",,False,146.69299999999998,"LINESTRING (-1.4237308 46.6693109, -1.4239009 46.6696373, -1.4241329 46.6700918, -1.4243695 46.6705552)",,,20,,,
25439097,False,Passage des Jardiniers,residential,,True,61.46,"LINESTRING (-1.4229706 46.6694936, -1.4237308 46.6693109)",,,,,,
89616857,True,Rue de Malesherbes,living_street,,False,17.943,"LINESTRING (-1.4229706 46.6694936, -1.4229127 46.6693372)",,,20,,,
25439098,True,Rue de la Vieille Horloge,residential,,False,34.29,"LINESTRING (-1.4220576 46.6708476, -1.4220941 46.6707709, -1.4222066 46.6705567)",,,30,,,
321975536,False,Rue Sadi Carnot,residential,,False,54.067,"LINESTRING (-1.4220576 46.6708476, -1.4220245 46.6708432, -1.4219643 46.6708352, -1.421451 46.6707668, -1.421362 46.6707549)",,,30,,,
321975536,False,Rue Sadi Carnot,residential,,True,54.087,"LINESTRING (-1.4220576 46.6708476, -1.4221142 46.6708562, -1.4221744 46.6708653, -1.4226492 46.6709374, -1.4227519 46.6709426)",,,30,,,
25439100,False,Rue du 93e Régiment d'Infanterie,residential,,False,8.648,"LINESTRING (-1.4230927 46.6688727, -1.4230012 46.6689186)",,,30,,,
25439099,True,Ruelle du Gate Bourse,residential,,False,62.217000000000006,"LINESTRING (-1.4230927 46.6688727, -1.4231695 46.6689629, -1.4231978 46.6690268, -1.4231503 46.6691517, -1.4230666 46.6692595, -1.4230331 46.6692976, -1.4230065 46.6693127, -1.4229127 46.6693372)",,,,,,
25439100,False,Rue du 93e Régiment d'Infanterie,residential,,True,30.720999999999997,"LINESTRING (-1.4230927 46.6688727, -1.4233116 46.6687698, -1.4234248 46.6687165)",,,30,,,
89616857,True,Rue de Malesherbes,living_street,,False,32.166,"LINESTRING (-1.4229127 46.6693372, -1.4227942 46.6691262, -1.4227715 46.669065)",,,20,,,
25439102,True,Rue du Roc,residential,,False,141.255,"LINESTRING (-1.4223174 46.6691968, -1.4219527 46.6688882, -1.4219331 46.6688581, -1.4219288 46.6688279, -1.4219369 46.6688002, -1.4221809 46.668546, -1.4222213 46.6685191, -1.4222579 46.6685106, -1.4223196 46.6685158, -1.422412 46.6685613, -1.4226854 46.6687045, -1.422747 46.66874)",,,30,,,
89616858,True,Rue Guiné,residential,,False,49.638,"LINESTRING (-1.4223174 46.6691968, -1.4222293 46.6692552, -1.4221541 46.6693412, -1.4219857 46.6695764)",,,30,,,
1117084672,True,Place de la Vieille Horloge,residential,,False,56.283,"LINESTRING (-1.4216769 46.6697119, -1.4223617 46.6699)",,,30,,,
95799835,True,Rue Saint-Hilaire,residential,,False,56.721000000000004,"LINESTRING (-1.4216769 46.6697119, -1.4216441 46.6698206, -1.4216409 46.6698312, -1.4215879 46.6700067, -1.4215261 46.6702114)",,,30,,,
25439986,True,Place de la Vieille Horloge,residential,,False,23.227,"LINESTRING (-1.4223617 46.6699, -1.4224194 46.6696949)",,,30,,,
363205856,False,Rue de la Vieille Horloge,residential,,True,12.742,"LINESTRING (-1.4223617 46.6699, -1.422334 46.670013)",,,,,,
25439986,True,Place de la Vieille Horloge,residential,,False,35.619,"LINESTRING (-1.4224194 46.6696949, -1.4219857 46.6695764)",,,30,,,
89616854,True,Rue de la Roche-sur-Yon,residential,,False,75.018,"LINESTRING (-1.4224194 46.6696949, -1.4227715 46.669065)",,,,,,
"[1117084672, 1117084673]",True,Place de la Vieille Horloge,residential,,False,27.968,"LINESTRING (-1.4219857 46.6695764, -1.4218177 46.6696501, -1.4216769 46.6697119)",,,30,,,
1004706501,False,Rue d'Ecquebouille,residential,,True,16.357,"LINESTRING (-1.4228762 46.6686994, -1.4229561 46.6688359)",,,30,,,
25439117,False,Rue d'Ecquebouille,residential,,False,124.904,"LINESTRING (-1.4228762 46.6686994, -1.4228227 46.6685838, -1.4228143 46.6685222, -1.4227609 46.6684638, -1.4226986 46.6684205, -1.4225283 46.6683331, -1.4220576 46.668011, -1.4219932 46.6679337, -1.4218647 46.6678535)",,,30,,,
25444115,True,Rue Guérineau,residential,,False,101.521,"LINESTRING (-1.4204951 46.6734881, -1.4206055 46.6733784, -1.4206206 46.6733576, -1.4206421 46.6733189, -1.4208371 46.6726165)",,,30,,,
219157577,False,Boulevard des Belges,secondary,,True,31.570999999999998,"LINESTRING (-1.4204951 46.6734881, -1.4206727 46.6735688, -1.4208376 46.6736474)",,D 760,,,,
25439098,True,Rue de la Vieille Horloge,residential,,False,52.102,"LINESTRING (-1.422221 46.6704751, -1.422334 46.670013)",,,30,,,
25439105,False,Rue de la Poste aux Lettres,residential,,True,60.589999999999996,"LINESTRING (-1.422221 46.6704751, -1.4217992 46.670315, -1.4215531 46.6702216, -1.4215261 46.6702114)",,,30,,,
25439105,False,Rue de la Poste aux Lettres,residential,,False,60.59,"LINESTRING (-1.4215261 46.6702114, -1.4215531 46.6702216, -1.4217992 46.670315, -1.422221 46.6704751)",,,30,,,
95799835,True,Rue Saint-Hilaire,residential,,False,61.717999999999996,"LINESTRING (-1.4215261 46.6702114, -1.4213841 46.6706817, -1.4213731 46.6707182, -1.421362 46.6707549)",,,30,,,
321975536,False,Rue Sadi Carnot,residential,,True,59.34700000000001,"LINESTRING (-1.4205969 46.6706588, -1.4207122 46.6706733, -1.421266 46.6707428, -1.421362 46.6707549)",,,30,,,
25439109,True,Place de la Résistance,tertiary,,False,26.965,"LINESTRING (-1.4225631 46.6718313, -1.4226515 46.6718323, -1.4227377 46.6718192, -1.4228173 46.6717929, -1.4228858 46.6717546)",,,30,,,
25439114,True,Rue des Trois Piliers,residential,,False,42.909000000000006,"LINESTRING (-1.4225631 46.6718313, -1.4225498 46.6718956, -1.4224995 46.6721733, -1.4224921 46.6722141)",,,30,,,
25439109,True,Place de la Résistance,tertiary,,False,31.169999999999998,"LINESTRING (-1.4228858 46.6717546, -1.4229287 46.6717183, -1.4229615 46.6716774, -1.4229831 46.6716331, -1.4229928 46.6715868, -1.4229903 46.6715401, -1.4229757 46.6714945)",,,30,,,
217107280,True,Place de la Résistance,tertiary,,False,45.55100000000001,"LINESTRING (-1.4226744 46.671314, -1.4225791 46.6713134, -1.4224972 46.6713248, -1.4224209 46.6713483, -1.4223539 46.6713827, -1.4223183 46.6714113, -1.4222995 46.6714263, -1.4222627 46.6714789, -1.4222504 46.6714965, -1.4222383 46.6715324)",,,30,,,
651923339,False,Rue des Trois Piliers,living_street,,True,41.720000000000006,"LINESTRING (-1.4226744 46.671314, -1.4226906 46.6712418, -1.4227389 46.6710006, -1.4227452 46.6709727, -1.4227519 46.6709426)",,,,,,
25439110,True,Rue des Trois Piliers,residential,,False,60.14,"LINESTRING (-1.4227519 46.6709426, -1.42276 46.6708309, -1.4228453 46.6704536, -1.422839 46.6704066)",,,30,,,
321975536,False,Rue Sadi Carnot,residential,,False,54.087,"LINESTRING (-1.4227519 46.6709426, -1.4226492 46.6709374, -1.4221744 46.6708653, -1.4221142 46.6708562, -1.4220576 46.6708476)",,,30,,,
651923339,False,Rue des Trois Piliers,living_street,,False,41.72,"LINESTRING (-1.4227519 46.6709426, -1.4227452 46.6709727, -1.4227389 46.6710006, -1.4226906 46.6712418, -1.4226744 46.671314)",,,,,,
829313613,False,Rue Sadi Carnot,residential,,True,69.037,"LINESTRING (-1.4227519 46.6709426, -1.4229106 46.6709054, -1.4236026 46.6707312)",,,30,,,
829313619,False,Rue Bossuet,residential,,False,76.732,"LINESTRING (-1.4255039 46.6744531, -1.4254761 46.6744596, -1.4248539 46.6746057, -1.4246275 46.6746603, -1.4245532 46.6746782)",,,,,,
829313619,False,Rue Bossuet,residential,,True,61.469,"LINESTRING (-1.4255039 46.6744531, -1.4261645 46.6742893, -1.4262616 46.6742652)",,,,,,
25034784,True,Rue Marcellin Berthelot,residential,,False,77.453,"LINESTRING (-1.4241691 46.6718129, -1.4232558 46.6720311, -1.4232104 46.6720419)",,,30,,,
25439111,True,Place Albert 1er,residential,,False,108.86,"LINESTRING (-1.4241691 46.6718129, -1.4244467 46.6723542, -1.4246056 46.6726642, -1.4246218 46.6726957, -1.4246427 46.6727364)",,,,,,
25034784,True,Rue Marcellin Berthelot,residential,,False,30.553,"LINESTRING (-1.4245459 46.6717199, -1.4241691 46.6718129)",,,30,,,
25439112,False,Rue du Onze Novembre 1918,residential,,False,62.809000000000005,"LINESTRING (-1.4245459 46.6717199, -1.4245311 46.6716933, -1.4245042 46.6716449, -1.4242835 46.6712483, -1.4242695 46.6712231, -1.4242523 46.6711922)",,,,,,
353875747,False,Place Napoléon,living_street,no,True,17.661,"LINESTRING (-1.4255395 46.6708824, -1.425759 46.670832)",,,,,,
25439126,False,Rue du Président de Gaulle,tertiary,,True,104.10000000000001,"LINESTRING (-1.4255395 46.6708824, -1.4255087 46.6708927, -1.4254554 46.6709054, -1.4244799 46.671136, -1.4243598 46.6711666, -1.4242523 46.6711922)",,,30,,,
353875743,True,Place Napoléon,tertiary,,False,63.411,"LINESTRING (-1.4255395 46.6708824, -1.4255817 46.6709669, -1.4257741 46.6713524, -1.4258088 46.6714219)",,,20,,,
25034784,True,Rue Marcellin Berthelot,residential,,False,58.054,"LINESTRING (-1.4232104 46.6720419, -1.4224921 46.6722141)",,,30,,,
829313614,True,Rue de la Marne,residential,,False,40.422,"LINESTRING (-1.4232104 46.6720419, -1.4228858 46.6717546)",,,30,,,
25034784,True,Rue Marcellin Berthelot,residential,,False,68.857,"LINESTRING (-1.4224921 46.6722141, -1.4224129 46.6722328, -1.4216388 46.6724157)",,,30,,,
25439115,True,Rue Magenta,residential,,False,109.58500000000001,"LINESTRING (-1.4216388 46.6724157, -1.4216654 46.6724698, -1.4220807 46.673314, -1.4220975 46.6733496)",,,30,,,
829313616,False,Rue Marcellin Berthelot,residential,,False,65.174,"LINESTRING (-1.4216388 46.6724157, -1.4209683 46.6725931, -1.4208884 46.6726064, -1.4208371 46.6726165)",,,30,,,
