osmid,oneway,ref,name,highway,maxspeed,reversed,length,junction,geometry,bridge,tunnel,lanes,access
"[270402192, 48647771]",False,,"['Rue du Marché', 'Place de Verdun']","['residential', 'living_street']","['20', '50']",True,67.967,,"LINESTRING (1.1441145 42.9844508, 1.1440922 42.9844956, 1.1440271 42.984579, 1.1442263 42.984678, 1.1441441 42.9847881, 1.1440315 42.9849321)",,,,
48598356,False,,Rue Yvette Garrabé,residential,50,True,95.949,,"LINESTRING (1.1425299 42.9841325, 1.1419525 42.9838182, 1.1415379 42.9836727)",,,,
"[1041190620, 277106383]",False,,Rue de Villefranche,tertiary,50,False,107.15400000000001,,"LINESTRING (1.1425299 42.9841325, 1.1426123 42.9840308, 1.1426511 42.9839831, 1.1427319 42.9838761, 1.1427391 42.9838666, 1.1428512 42.983734, 1.1429472 42.9836292, 1.143065 42.9835053, 1.1430959 42.983465, 1.1431895 42.9833011)",,,,
277106383,False,,Rue de Villefranche,tertiary,50,True,69.407,,"LINESTRING (1.1425299 42.9841325, 1.1425026 42.9841592, 1.1420195 42.9846327)",,,,
48598681,False,,Rue Gambetta,residential,50,False,17.963,,"LINESTRING (1.1454174 42.9846692, 1.1455965 42.9845747)",,,,
48599855,False,,Place Pasteur,residential,50,False,19.844,,"LINESTRING (1.1454174 42.9846692, 1.1455874 42.9847972)",,,,
48677875,False,,Place Pasteur,residential,,False,18.518,,"LINESTRING (1.1454174 42.9846692, 1.1454123 42.9846635, 1.1452845 42.984534)",,,,
304295843,False,,Place Pasteur,residential,50,True,14.252,,"LINESTRING (1.1454174 42.9846692, 1.1454057 42.9846744, 1.1452624 42.9847289)",,,,
48599918,False,D 3,Boulevard Frédéric Arnaud,tertiary,50,False,42.918,,"LINESTRING (1.1471812 42.9853673, 1.1470904 42.9854613, 1.1470722 42.9854802, 1.1469731 42.9855828, 1.1469377 42.9856194, 1.1468646 42.9856752)",,,,
48599918,False,D 3,Boulevard Frédéric Arnaud,tertiary,50,True,22.536,,"LINESTRING (1.1471812 42.9853673, 1.1472925 42.9852523, 1.1473413 42.9852019)",,,,
420453315,True,,Rue de la République,residential,50,False,45.194,,"LINESTRING (1.1441623 42.9858909, 1.1442358 42.9857982, 1.1444267 42.9855335)",,,,
48599855,False,,Place Pasteur,residential,50,True,19.844,,"LINESTRING (1.1455874 42.9847972, 1.1454174 42.9846692)",,,,
304295750,True,,Rue du Pujol,residential,50,False,144.647,,"LINESTRING (1.1455874 42.9847972, 1.1458393 42.9849235, 1.1458923 42.9849417, 1.145932 42.9849576, 1.1460758 42.9850025, 1.146097 42.9850096, 1.1461507 42.9850273, 1.1468443 42.9852557, 1.1471812 42.9853673)",,,,
48598681,False,,Rue Gambetta,residential,50,True,17.963,,"LINESTRING (1.1455965 42.9845747, 1.1454174 42.9846692)",,,,
239565673,True,,Rue Gambetta,residential,50,False,57.562000000000005,,"LINESTRING (1.1455965 42.9845747, 1.1456289 42.984548, 1.1456593 42.9845231, 1.1456952 42.9844553, 1.1457049 42.9844021, 1.145697 42.984355, 1.1456542 42.9842948, 1.1455974 42.9842395, 1.1455665 42.9842094, 1.1454845 42.9841293)",,,,
"[268654727, 48599111]",False,,"['Place Guynemer', 'Quai du Roc']",residential,"['20', '50']",False,179.591,,"LINESTRING (1.1462213 42.9824377, 1.1462224 42.9823828, 1.146401 42.9820522, 1.1463605 42.9819686, 1.1463447 42.9819361, 1.146421 42.9817852, 1.1464486 42.9817305, 1.1465158 42.9816616, 1.1466025 42.9815728, 1.1471337 42.9810288)",,,,
48599932,False,,Boulevard Noël Peyrevidal,residential,50,False,78.451,,"LINESTRING (1.1462213 42.9824377, 1.1462773 42.9824624, 1.146334 42.982485, 1.1466491 42.9826106, 1.1469073 42.9827096, 1.1470737 42.9827672)",,,,
48599221,False,D 3,Avenue d'Aulot,tertiary,50,True,117.72999999999999,,"LINESTRING (1.1484007 42.98298, 1.1485314 42.9828719, 1.1485442 42.9828613, 1.1485952 42.9828169, 1.148672 42.98275, 1.149002 42.9824653, 1.1490389 42.9824329, 1.149056 42.9824182, 1.1493396 42.9821743)",,,,
48599918,False,D 3,Boulevard Frédéric Arnaud,tertiary,50,False,152.461,,"LINESTRING (1.1484007 42.98298, 1.1483569 42.9832029, 1.1477916 42.9842716)",,,,
48648451,True,,Rue Saint-Valier,residential,50,False,47.384,,"LINESTRING (1.1484007 42.98298, 1.1481955 42.9831528, 1.148119 42.9831787, 1.1479406 42.9832154)",,,,
"[420731233, 48599932]",False,,"['Place du Huit Mai 1945', 'Boulevard Noël Peyrevidal']",residential,50,True,97.67,,"LINESTRING (1.1484007 42.98298, 1.1480231 42.9828274, 1.1477099 42.9828323, 1.1474196 42.982847, 1.1472585 42.9828208)",,,,
48599143,False,,Allée de la Source d'Aunac,residential,50,False,93.77,,"LINESTRING (1.1471337 42.9810288, 1.1482451 42.9808051)",,,,
48599210,True,,Rue Frédéric Mistral,residential,50,False,220.407,,"LINESTRING (1.1471337 42.9810288, 1.1472774 42.9811399, 1.1492969 42.9821525, 1.1493396 42.9821743)",,,,
268654727,False,,Quai du Roc,residential,50,False,176.03900000000002,,"LINESTRING (1.1471337 42.9810288, 1.1473024 42.9806099, 1.1473815 42.9804135, 1.1474593 42.9802058, 1.1476681 42.9801774, 1.1481543 42.9802069, 1.1482339 42.9802114, 1.1483239 42.980218, 1.1483741 42.980199, 1.148401 42.9801551)",,,,
"[48599111, 268654727]",False,,"['Place Guynemer', 'Quai du Roc']",residential,"['20', '50']",True,179.59099999999998,,"LINESTRING (1.1471337 42.9810288, 1.1466025 42.9815728, 1.1465158 42.9816616, 1.1464486 42.9817305, 1.146421 42.9817852, 1.1463447 42.9819361, 1.1463605 42.9819686, 1.146401 42.9820522, 1.1462224 42.9823828, 1.1462213 42.9824377)",,,,
48599221,False,D 3,Avenue d'Aulot,tertiary,50,False,46.905,,"LINESTRING (1.1504666 42.9812741, 1.1504207 42.9813069, 1.1503497 42.9813607, 1.15023 42.9814693, 1.1500826 42.9815883)",,,,
48927170,True,,,primary,,False,13.68,roundabout,"LINESTRING (1.1504666 42.9812741, 1.1504382 42.9812387, 1.1504257 42.9811987, 1.1504304 42.9811579)",,,,
175803155,True,D 117,Boulevard du Général de Gaulle,primary,50,False,81.519,,"LINESTRING (1.1497232 42.9806186, 1.1500843 42.9808061, 1.1503605 42.9809856, 1.1504278 42.9810396, 1.1504883 42.9810883)",,,,
48599221,False,D 3,Avenue d'Aulot,tertiary,50,False,32.516,,"LINESTRING (1.1500826 42.9815883, 1.149927 42.9817108, 1.1498105 42.9818025)",,,,
48599221,False,D 3,Avenue d'Aulot,tertiary,50,True,46.904999999999994,,"LINESTRING (1.1500826 42.9815883, 1.15023 42.9814693, 1.1503497 42.9813607, 1.1504207 42.9813069, 1.1504666 42.9812741)",,,,
48599250,False,,Impasse du Crouzic,residential,50,False,127.27200000000002,,"LINESTRING (1.1500826 42.9815883, 1.1498067 42.9814588, 1.1496989 42.9814061, 1.1495998 42.98135, 1.149535 42.9813114, 1.1495178 42.9812982, 1.1495092 42.9812894, 1.1495069 42.9812801, 1.149507 42.981265, 1.1495578 42.9810558, 1.1496171 42.9808601, 1.1496604 42.980746, 1.1496984 42.9806794)",,,,
48599975,False,D 3,Avenue des Évadés de France,secondary,50,True,49.035,,"LINESTRING (1.1509863 42.9807888, 1.151345 42.9804344)",,,,
48599253,True,,Rue des Pyrénées,residential,50,False,123.471,,"LINESTRING (1.1509863 42.9807888, 1.1506839 42.9805966, 1.1500179 42.9802115, 1.1498164 42.9800819)",,,,
48599975,False,D 3,Avenue des Évadés de France,secondary,50,False,39.382000000000005,,"LINESTRING (1.1509863 42.9807888, 1.1508662 42.9809269, 1.1507264 42.9810876)",,,,
48599963,True,,Rue de l'Aoutimasse,residential,50,False,6.515,,"LINESTRING (1.1498164 42.9800819, 1.1498404 42.980026)",,,,
48896465,True,,Rue de l'Aoutimasse,residential,,False,60.158,,"LINESTRING (1.1498164 42.9800819, 1.1497232 42.9806186)",,,,
48599442,False,,Rue Joseph Berges,residential,50,False,51.503,,"LINESTRING (1.1498164 42.9800819, 1.1502761 42.9799448, 1.1504055 42.9799126)",,,,
1204239545,False,,Rue Joseph Berges,residential,50,True,96.728,,"LINESTRING (1.1498164 42.9800819, 1.1489464 42.9801524, 1.1487229 42.9801926, 1.1486517 42.9802246)",,,,
135922753,False,D 117,Boulevard du Général de Gaulle,primary,50,True,21.809,,"LINESTRING (1.1486517 42.9802246, 1.148401 42.9801551)",,,,
900531175,False,D 117,Boulevard du Général de Gaulle,primary,50,False,10.631,,"LINESTRING (1.1486517 42.9802246, 1.148767 42.9802696)",,,,
1204239545,False,,Rue Joseph Berges,residential,50,False,96.728,,"LINESTRING (1.1486517 42.9802246, 1.1487229 42.9801926, 1.1489464 42.9801524, 1.1498164 42.9800819)",,,,
48599143,False,,Allée de la Source d'Aunac,residential,50,True,50.351,,"LINESTRING (1.1488444 42.9806919, 1.1482451 42.9808051)",,,,
48647772,False,,,residential,50,True,70.738,,"LINESTRING (1.1479406 42.9832154, 1.1472585 42.9828208)",,,,
48648451,True,,Rue Saint-Valier,residential,50,False,61.341,,"LINESTRING (1.1479406 42.9832154, 1.1479153 42.9832342, 1.1479005 42.9832429, 1.1477231 42.9833467, 1.147642 42.9834197, 1.1476135 42.9834469, 1.1475799 42.983474, 1.1474322 42.9836183)",,,,
48572717,False,,Avenue François Camel,tertiary,30,False,45.998999999999995,,"LINESTRING (1.1431691 42.9860992, 1.1427331 42.985958, 1.1426535 42.9859294)",,,,
48572717,False,,Avenue François Camel,tertiary,30,True,65.529,,"LINESTRING (1.1431691 42.9860992, 1.1432276 42.9861186, 1.1434176 42.9861815, 1.1437555 42.9862986, 1.1437962 42.9863127, 1.143826 42.9863227, 1.1438998 42.9863473)",,,,
48647770,True,,Rue des Jacobins,residential,30,False,27.908,,"LINESTRING (1.1431691 42.9860992, 1.1431902 42.9860668, 1.1433166 42.9858726)",,,1,
"[48604608, 48598465, 48700384]",False,,"['Quai du Gravier', 'Place du Baléjou', 'Quai du Gravier - Maurice Gardelle']",residential,"['50', '30']","[False, True]",139.06099999999998,,"LINESTRING (1.1440315 42.9849321, 1.1437172 42.9848071, 1.1435446 42.9847288, 1.1434523 42.9847587, 1.1433968 42.9848146, 1.143343 42.9848795, 1.1432876 42.9849491, 1.1432055 42.9850734, 1.1430797 42.9852488, 1.1429458 42.9854287)",,,,
"[270402192, 48647771]",False,,"['Rue du Marché', 'Place de Verdun']","['living_street', 'residential']","['20', '50']",False,67.967,,"LINESTRING (1.1440315 42.9849321, 1.1441441 42.9847881, 1.1442263 42.984678, 1.1440271 42.984579, 1.1440922 42.9844956, 1.1441145 42.9844508)",,,,
"[304295025, 270401638]",True,,"['Rue Pierre Mazaud', 'Place du Baléjou']",residential,"['50', '30']",False,115.21900000000001,,"LINESTRING (1.1440315 42.9849321, 1.1442122 42.9849995, 1.1443742 42.9850552, 1.1444697 42.9850826, 1.14451 42.9850785, 1.1445475 42.985061, 1.1447413 42.984969, 1.1452523 42.9847335, 1.1452624 42.9847289)",,,1,
48647772,False,,,residential,50,False,70.738,,"LINESTRING (1.1472585 42.9828208, 1.1479406 42.9832154)",,,,
"[420731233, 48599932]",False,,"['Place du Huit Mai 1945', 'Boulevard Noël Peyrevidal']",residential,50,False,97.67000000000002,,"LINESTRING (1.1472585 42.9828208, 1.1474196 42.982847, 1.1477099 42.9828323, 1.1480231 42.9828274, 1.1484007 42.98298)",,,,
48599932,False,,Boulevard Noël Peyrevidal,residential,50,True,16.253999999999998,,"LINESTRING (1.1472585 42.9828208, 1.1472023 42.9828117, 1.1470737 42.9827672)",,,,
48599932,False,,Boulevard Noël Peyrevidal,residential,50,False,16.253999999999998,,"LINESTRING (1.1470737 42.9827672, 1.1472023 42.9828117, 1.1472585 42.9828208)",,,,
48599932,False,,Boulevard Noël Peyrevidal,residential,50,True,78.45100000000001,,"LINESTRING (1.1470737 42.9827672, 1.1469073 42.9827096, 1.1466491 42.9826106, 1.146334 42.982485, 1.1462773 42.9824624, 1.1462213 42.9824377)",,,,
48700596,True,,Rue Gabriel Fauré,residential,50,False,78.95,,"LINESTRING (1.1465086 42.9832627, 1.1469243 42.9835257, 1.1470943 42.9836589, 1.147211 42.9837512)",,,,
420999134,True,,Rue André et Eugène Regagnon,residential,50,False,71.755,,"LINESTRING (1.1465086 42.9832627, 1.1470081 42.9828248, 1.1470737 42.9827672)",,,,
48627189,True,,Rue du Champ de Mars,residential,20,False,68.334,,"LINESTRING (1.1457565 42.9829496, 1.1461928 42.982469, 1.1462213 42.9824377)",,,1,
48648061,False,,Place Jean Ibanès,residential,,True,27.897,,"LINESTRING (1.1457565 42.9829496, 1.1459314 42.9830447, 1.1460318 42.9830992)",,,,
270437349,False,,Rue du Champ de Mars,residential,20,True,64.153,,"LINESTRING (1.1457565 42.9829496, 1.1455917 42.9831607, 1.1453376 42.983438)",,,,
48648061,False,,Place Jean Ibanès,residential,,False,27.897,,"LINESTRING (1.1460318 42.9830992, 1.1459314 42.9830447, 1.1457565 42.9829496)",,,,
"[48700596, 48658524]",True,,"['Place Jean Ibanès', 'Rue Gabriel Fauré']",residential,50,False,46.091,,"LINESTRING (1.1460318 42.9830992, 1.1461115 42.9830757, 1.1461974 42.9830865, 1.1465086 42.9832627)",,,,
48710004,False,,Rue du Quai,residential,50,False,61.77,,"LINESTRING (1.1440114 42.9860968, 1.1433166 42.9858726)",,,,
420453315,True,,Rue de la République,residential,50,False,25.978,,"LINESTRING (1.1440114 42.9860968, 1.1441623 42.9858909)",,,,
900531181,True,,,primary,,False,5.356,roundabout,"LINESTRING (1.1494803 42.9872152, 1.1495015 42.9872336, 1.149514 42.9872559)",,,,
48734997,True,D 117,,primary,50,False,14.554,,"LINESTRING (1.1494588 42.9874638, 1.1493754 42.987348)",,,,
48599918,False,D 3,Boulevard Frédéric Arnaud,tertiary,50,True,2.786,,"LINESTRING (1.1477771 42.9842943, 1.1477916 42.9842716)",,,,
48676633,False,,Rue de la Mairie,residential,50,True,13.065,,"LINESTRING (1.1477771 42.9842943, 1.1476247 42.9842572)",,,,
48599918,False,D 3,Boulevard Frédéric Arnaud,tertiary,50,False,60.105999999999995,,"LINESTRING (1.1477771 42.9842943, 1.1476388 42.9845581, 1.1476347 42.9845655, 1.1475056 42.984797)",,,,
48676967,False,,Rue Petite des Jacobins,residential,50,True,60.269,,"LINESTRING (1.1437556 42.9853038, 1.1444267 42.9855335)",,,,
1170043656,True,,Rue des Jacobins,residential,30,False,47.031000000000006,,"LINESTRING (1.1437556 42.9853038, 1.143997 42.9849786, 1.1440315 42.9849321)",,,1,
151224225,False,,Quai du Gravier - Maurice Gardelle,residential,30,False,30.808,,"LINESTRING (1.1428039 42.9856759, 1.1427647 42.9857657, 1.1426535 42.9859294)",,,,
151224225,False,,Quai du Gravier - Maurice Gardelle,residential,30,True,29.813000000000002,,"LINESTRING (1.1428039 42.9856759, 1.1429316 42.9854535, 1.1429458 42.9854287)",,,,
48647770,True,,Rue des Jacobins,residential,30,False,29.601,,"LINESTRING (1.1433166 42.9858726, 1.1434896 42.9856384)",,,1,
48676973,True,,Rue du Quai,residential,50,False,47.091,,"LINESTRING (1.1433166 42.9858726, 1.1428039 42.9856759)",,,,
48710004,False,,Rue du Quai,residential,50,True,61.77,,"LINESTRING (1.1433166 42.9858726, 1.1440114 42.9860968)",,,,
48647770,True,,Rue des Jacobins,residential,30,False,43.04,,"LINESTRING (1.1434896 42.9856384, 1.1437556 42.9853038)",,,1,
48676974,True,,Rue Neuve,residential,50,False,61.501,,"LINESTRING (1.1434896 42.9856384, 1.1441623 42.9858909)",,,,
48676967,False,,Rue Petite des Jacobins,residential,50,False,60.269,,"LINESTRING (1.1444267 42.9855335, 1.1437556 42.9853038)",,,,
420453315,True,,Rue de la République,residential,50,False,126.78899999999999,,"LINESTRING (1.1444267 42.9855335, 1.1446492 42.9853303, 1.1449351 42.9850862, 1.1452521 42.9849605, 1.1453715 42.9849024, 1.1455874 42.9847972)",,,,
48648451,True,,Rue Saint-Valier,residential,50,False,26.073,,"LINESTRING (1.147211 42.9837512, 1.146983 42.983916)",,,,
48648451,True,,Rue Saint-Valier,residential,50,False,23.694000000000003,,"LINESTRING (1.1474322 42.9836183, 1.1473799 42.98363, 1.147211 42.9837512)",,,,
48677646,False,,Rue de Coumes,residential,50,False,73.547,,"LINESTRING (1.1474322 42.9836183, 1.147517 42.983727, 1.1475605 42.9838902, 1.1476069 42.9841518, 1.1476247 42.9842572)",,,,
48599221,False,D 3,Avenue d'Aulot,tertiary,50,False,56.361,,"LINESTRING (1.1498105 42.9818025, 1.1493396 42.9821743)",,,,
48599221,False,D 3,Avenue d'Aulot,tertiary,50,True,32.516,,"LINESTRING (1.1498105 42.9818025, 1.149927 42.9817108, 1.1500826 42.9815883)",,,,
48677647,False,,Rue de Tivoli,residential,50,False,238.28199999999998,,"LINESTRING (1.1498105 42.9818025, 1.1508045 42.9822038, 1.1508899 42.9822435, 1.1509871 42.9823409, 1.150999 42.9826695, 1.1509544 42.982776, 1.1508268 42.9829626, 1.1506855 42.9831687, 1.1505115 42.9833703)",,,,
48676633,False,,Rue de la Mairie,residential,50,False,13.065,,"LINESTRING (1.1476247 42.9842572, 1.1477771 42.9842943)",,,,
48676633,False,,Rue de la Mairie,residential,50,True,66.123,,"LINESTRING (1.1476247 42.9842572, 1.1474112 42.9841916, 1.1471479 42.9840661, 1.1470185 42.9839857, 1.1469468 42.9839376)",,,,
48677646,False,,Rue de Coumes,residential,50,True,73.547,,"LINESTRING (1.1476247 42.9842572, 1.1476069 42.9841518, 1.1475605 42.9838902, 1.147517 42.983727, 1.1474322 42.9836183)",,,,
48599918,False,D 3,Boulevard Frédéric Arnaud,tertiary,50,False,2.786,,"LINESTRING (1.1477916 42.9842716, 1.1477771 42.9842943)",,,,
48599918,False,D 3,Boulevard Frédéric Arnaud,tertiary,50,True,152.461,,"LINESTRING (1.1477916 42.9842716, 1.1483569 42.9832029, 1.1484007 42.98298)",,,,
48677647,False,,Rue de Tivoli,residential,50,True,65.86,,"LINESTRING (1.1477916 42.9842716, 1.1482891 42.9844531, 1.1484255 42.9842966)",,,,
48599918,False,D 3,Boulevard Frédéric Arnaud,tertiary,50,True,32.993,,"LINESTRING (1.1473413 42.9852019, 1.1474468 42.9849154)",,,,
48677652,False,,Avenue Paul Laffont,residential,50,False,21.017,,"LINESTRING (1.1473413 42.9852019, 1.1475966 42.985231)",,,,
48599918,False,D 3,Boulevard Frédéric Arnaud,tertiary,50,False,22.536,,"LINESTRING (1.1473413 42.9852019, 1.1472925 42.9852523, 1.1471812 42.9853673)",,,,
48677652,False,,Avenue Paul Laffont,residential,50,True,11.066,,"LINESTRING (1.1477288 42.9852545, 1.1475966 42.985231)",,,,
304294970,True,,Avenue Paul Laffont,residential,50,False,255.334,,"LINESTRING (1.1477288 42.9852545, 1.1483032 42.9854771, 1.1486057 42.9855703, 1.1491952 42.9856561, 1.1492481 42.9857017, 1.149281 42.9858138, 1.1493058 42.9860959, 1.1493536 42.9865688, 1.14929 42.9867732)",,,,
"[420453314, 48599918]",False,D 3,"['Place Jean-Jaurès', 'Boulevard Frédéric Arnaud']",tertiary,50,False,241.23000000000002,,"LINESTRING (1.1468646 42.9856752, 1.1467789 42.9856997, 1.1466007 42.9857507, 1.1465853 42.9857539, 1.1460137 42.9858356, 1.1453385 42.9859821, 1.1448572 42.9860983, 1.1443691 42.9862508, 1.1442096 42.9863645, 1.1441795 42.9863979, 1.1441432 42.986437)",,,,
48599918,False,D 3,Boulevard Frédéric Arnaud,tertiary,50,True,42.918000000000006,,"LINESTRING (1.1468646 42.9856752, 1.1469377 42.9856194, 1.1469731 42.9855828, 1.1470722 42.9854802, 1.1470904 42.9854613, 1.1471812 42.9853673)",,,,
48677651,True,,Rue Trinqué,residential,50,False,232.00799999999998,,"LINESTRING (1.14929 42.9867732, 1.1484518 42.9863935, 1.1468646 42.9856752)",,,,
304294969,False,,Avenue Paul Laffont,residential,50,False,40.013,,"LINESTRING (1.14929 42.9867732, 1.1492523 42.9868549, 1.1491325 42.9871141)",,,,
48599221,False,D 3,Avenue d'Aulot,tertiary,50,True,56.361,,"LINESTRING (1.1493396 42.9821743, 1.1498105 42.9818025)",,,,
48599221,False,D 3,Avenue d'Aulot,tertiary,50,False,117.72999999999999,,"LINESTRING (1.1493396 42.9821743, 1.149056 42.9824182, 1.1490389 42.9824329, 1.149002 42.9824653, 1.148672 42.98275, 1.1485952 42.9828169, 1.1485442 42.9828613, 1.1485314 42.9828719, 1.1484007 42.98298)",,,,
48599143,False,,Allée de la Source d'Aunac,residential,50,False,50.351,,"LINESTRING (1.1482451 42.9808051, 1.1488444 42.9806919)",,,,
48599143,False,,Allée de la Source d'Aunac,residential,50,True,93.77,,"LINESTRING (1.1482451 42.9808051, 1.1471337 42.9810288)",,,,
48677815,False,,Allée de la Source d'Aunac,residential,50,False,58.45,,"LINESTRING (1.1482451 42.9808051, 1.1484861 42.9813003)",,,,
48677815,False,,Allée de la Source d'Aunac,residential,50,True,46.797,,"LINESTRING (1.1482451 42.9808051, 1.1480507 42.980409)",,,,
48677815,False,,Allée de la Source d'Aunac,residential,50,True,58.45,,"LINESTRING (1.1484861 42.9813003, 1.1482451 42.9808051)",,,,
48677875,False,,Place Pasteur,residential,,True,18.518,,"LINESTRING (1.1452845 42.984534, 1.1454123 42.9846635, 1.1454174 42.9846692)",,,,
"[48678090, 393372542]",False,,Rue des Jardins,residential,,True,57.563,,"LINESTRING (1.1471247 42.9844993, 1.1470296 42.9845835, 1.1475056 42.984797)",,,,
48599918,False,D 3,Boulevard Frédéric Arnaud,tertiary,50,False,14.007,,"LINESTRING (1.1475056 42.984797, 1.1474468 42.9849154)",,,,
48599918,False,D 3,Boulevard Frédéric Arnaud,tertiary,50,True,60.106,,"LINESTRING (1.1475056 42.984797, 1.1476347 42.9845655, 1.1476388 42.9845581, 1.1477771 42.9842943)",,,,
"[48678090, 393372542]",False,,Rue des Jardins,residential,,False,57.563,,"LINESTRING (1.1475056 42.984797, 1.1470296 42.9845835, 1.1471247 42.9844993)",,,,
48685758,False,,Impasse Henri Bordeaux,residential,,True,47.368,,"LINESTRING (1.1424066 42.9872277, 1.1429755 42.9873187)",,,,
48685758,False,,Impasse Henri Bordeaux,residential,,False,39.848,,"LINESTRING (1.1434544 42.9873942, 1.1429755 42.9873187)",,,,
48628158,False,D 3,Avenue Henri Bernère,tertiary,50,False,52.263,,"LINESTRING (1.1434544 42.9873942, 1.143488 42.9873224, 1.1436309 42.9869424)",,,,
"[152538182, 48628158]",False,D 3,"['Avenue Henri Bernère', 'Avenue de Saint-Lizier']",tertiary,50,True,135.099,,"LINESTRING (1.1434544 42.9873942, 1.1433926 42.9876551, 1.1434072 42.9878961, 1.1434939 42.9885755, 1.1434971 42.988602)",,,,
270437349,False,,Rue du Champ de Mars,residential,20,False,64.153,,"LINESTRING (1.1453376 42.983438, 1.1455917 42.9831607, 1.1457565 42.9829496)",,,,
32856070,False,D 3,Avenue René Plaisant,tertiary,30,False,22.169,,"LINESTRING (1.1438998 42.9863473, 1.1441432 42.986437)",,,,
