osmid,name,highway,oneway,reversed,length,ref,geometry,bridge,maxspeed,lanes
243973176,,residential,False,True,20.315,,"LINESTRING (15.7333345 51.6899197, 15.733435 51.6897832, 15.7334629 51.6897555)",,,
243974854,,residential,True,False,81.43299999999999,,"LINESTRING (15.7333345 51.6899197, 15.7333827 51.6901059, 15.7334598 51.690303, 15.7334783 51.6904502, 15.7334789 51.6905114, 15.7334791 51.6906435)",,,
160934911,Głogowska,secondary,False,True,26.361,328,"LINESTRING (15.7334791 51.6906435, 15.7331007 51.6906092)",,30,
160934911,Głogowska,secondary,False,False,15.943999999999999,328,"LINESTRING (15.7334791 51.6906435, 15.7335085 51.690646, 15.7337055 51.6906726)",,30,
"[237740433, 211269098]",Plac 1 Maja,tertiary,True,False,52.977999999999994,,"LINESTRING (15.7321866 51.6898916, 15.732255 51.689746, 15.7322842 51.6896839, 15.7320441 51.6894706)",,,
780853957,Garncarska,living_street,False,False,67.895,,"LINESTRING (15.7321866 51.6898916, 15.7321668 51.6898873, 15.7312872 51.6896962, 15.7312571 51.6896896)",,,
124721380,Ignacego Jana Paderewskiego,tertiary,True,False,63.528999999999996,,"LINESTRING (15.7312571 51.6896896, 15.7311173 51.6898203, 15.7309155 51.6900381, 15.730803 51.6901858)",,,
780853957,Garncarska,living_street,False,True,67.895,,"LINESTRING (15.7312571 51.6896896, 15.7312872 51.6896962, 15.7321668 51.6898873, 15.7321866 51.6898916)",,,
211269082,Stanisława Moniuszki,residential,False,False,14.451,,"LINESTRING (15.7258605 51.6925758, 15.7257951 51.6925721, 15.7257393 51.6925626, 15.7256795 51.6925242)",,,
211269082,Stanisława Moniuszki,residential,False,True,192.31599999999997,,"LINESTRING (15.7258605 51.6925758, 15.7262162 51.6924194, 15.7267854 51.6922937, 15.7277088 51.6921942, 15.7278824 51.692176, 15.7285099 51.6921101)",,,
860329200,Stanisława Moniuszki,residential,False,False,25.421,,"LINESTRING (15.7258605 51.6925758, 15.7256811 51.6926716, 15.7255652 51.6927108)",,,
145555493,Piaskowa,residential,False,False,71.792,,"LINESTRING (15.7354683 51.6877547, 15.7361592 51.6872716)",,,
907914977,,residential,False,False,115.891,,"LINESTRING (15.7354683 51.6877547, 15.7371396 51.687642)",,,
145555493,Piaskowa,residential,False,True,23.314999999999998,,"LINESTRING (15.7354683 51.6877547, 15.7353115 51.6878643, 15.7352443 51.6879118)",,,
907914977,,residential,False,True,115.891,,"LINESTRING (15.7371396 51.687642, 15.7354683 51.6877547)",,,
237719529,Mikołaja Kopernika,residential,False,False,46.372,,"LINESTRING (15.7371396 51.687642, 15.7373371 51.687718, 15.7374349 51.687782, 15.7375859 51.6879413)",,20,
237719529,Mikołaja Kopernika,residential,False,True,70.678,,"LINESTRING (15.7371396 51.687642, 15.7369884 51.6875839, 15.7362798 51.6872958)",,20,
145555541,Juliusza Słowackiego,residential,False,True,77.778,,"LINESTRING (15.7316211 51.6909734, 15.7314157 51.6913806, 15.7312482 51.6916329)",,,
1102651510,Kościelna,living_street,False,True,42.362,,"LINESTRING (15.7299392 51.690661, 15.7305261 51.690774)",,,
237719524,Kościelna,living_street,True,False,75.28099999999999,,"LINESTRING (15.7299392 51.690661, 15.7298083 51.6906366, 15.7296816 51.6906124, 15.7294979 51.6905205, 15.7291989 51.6902615, 15.7291372 51.6902373)",,,
1102651508,Tadeusza Kościuszki,tertiary,False,True,45.583,,"LINESTRING (15.7300605 51.6933298, 15.7302241 51.6929326)",,,
1020567427,Łąkowa,residential,False,True,119.64099999999999,,"LINESTRING (15.7300605 51.6933298, 15.7294474 51.6932183, 15.7283988 51.6930189)",,,
1020567428,Łąkowa,residential,False,True,119.99300000000001,,"LINESTRING (15.7282637 51.6940947, 15.7283105 51.6937913, 15.7283674 51.693268, 15.7283988 51.6930189)",,,
1020567427,Łąkowa,residential,False,False,119.64099999999999,,"LINESTRING (15.7283988 51.6930189, 15.7294474 51.6932183, 15.7300605 51.6933298)",,,
1020567428,Łąkowa,residential,False,False,119.99300000000001,,"LINESTRING (15.7283988 51.6930189, 15.7283674 51.693268, 15.7283105 51.6937913, 15.7282637 51.6940947)",,,
1020567428,Łąkowa,residential,False,True,101.365,,"LINESTRING (15.7283988 51.6930189, 15.7285058 51.6922268, 15.7285081 51.6921626, 15.7285099 51.6921101)",,,
