osmid,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,ref,junction,bridge,tunnel
"[746352736, 979810884, 979810885, 687671315, 686144180, 687040443]",Kolejowa,residential,False,False,307.85999999999996,"LINESTRING (21.0575006 49.8923725, 21.0574413 49.8923359, 21.0573446 49.8922952, 21.0572972 49.8922865, 21.0571816 49.8922876, 21.0570499 49.892302, 21.0568087 49.8923398, 21.0567419 49.8923503, 21.0567181 49.8923552, 21.0565829 49.8923788, 21.0564407 49.8924038, 21.056399 49.8924111, 21.0562078 49.8924448, 21.0560435 49.8924737, 21.0557927 49.8925127, 21.0556663 49.8925323, 21.0552916 49.8925993, 21.0551279 49.8926285, 21.0549041 49.8926674, 21.0547446 49.8926963, 21.0545873 49.8927249, 21.0543756 49.892772, 21.0540895 49.8928484, 21.0540098 49.8928697, 21.0537239 49.8929472, 21.0535876 49.8929889, 21.0534537 49.8930312, 21.0534328 49.8930366)",,,,,,
687676534,Kolejowa,residential,False,True,50.370000000000005,"LINESTRING (21.0575006 49.8923725, 21.0577496 49.8923024, 21.0578613 49.8922709, 21.0579222 49.8922538, 21.0581449 49.8921911)",,,,,,
45791324,Władysława Reymonta,living_street,False,False,52.415000000000006,"LINESTRING (21.0584783 49.8926107, 21.0583215 49.8924153, 21.0581696 49.8922225, 21.0581449 49.8921911)",,,,,,
45791324,Władysława Reymonta,living_street,False,True,53.655,"LINESTRING (21.0584783 49.8926107, 21.0585556 49.8927073, 21.0586342 49.8928454, 21.0587379 49.8930321, 21.0587528 49.8930589)",,,,,,
240811692,,living_street,False,False,40.124,"LINESTRING (21.0584783 49.8926107, 21.0582141 49.8926934, 21.0580894 49.8927382, 21.0580295 49.892764, 21.0579867 49.8927825)",,,,,,
45791320,Stefana Żeromskiego,residential,True,False,114.832,"LINESTRING (21.060068 49.8926291, 21.0600254 49.8925079, 21.059921 49.8921177, 21.0598632 49.8919048, 21.0598254 49.8917308, 21.0597849 49.891613)",,,,,,
45791325,Profesora Stanisława Grochmala,residential,False,False,77.395,"LINESTRING (21.060068 49.8926291, 21.0599423 49.8926716, 21.0596458 49.8927719, 21.0591108 49.8929519)",,,,,,
45791308,Władysława Reymonta,residential,False,False,52.967999999999996,"LINESTRING (21.0579867 49.8927825, 21.0580702 49.8929, 21.0581324 49.8930452, 21.0581522 49.8931169, 21.0581698 49.8931815, 21.0581813 49.8932391)",,,,,,
45791308,Władysława Reymonta,residential,False,True,57.701,"LINESTRING (21.0579867 49.8927825, 21.057937 49.8927189, 21.0577999 49.8925829, 21.0576566 49.8924753, 21.0576206 49.8924518, 21.0575006 49.8923725)",,,,,,
240811692,,living_street,False,True,40.124,"LINESTRING (21.0579867 49.8927825, 21.0580295 49.892764, 21.0580894 49.8927382, 21.0582141 49.8926934, 21.0584783 49.8926107)",,,,,,
240811458,Adama Mickiewicza,residential,False,False,97.37800000000001,"LINESTRING (21.0527969 49.8928977, 21.0528245 49.8929184, 21.0528498 49.8929384, 21.0528868 49.8930078, 21.052948 49.8930995, 21.0530046 49.8931741, 21.0530784 49.8932771, 21.0531834 49.8934019, 21.0533553 49.8936101, 21.053395 49.893667, 21.0534032 49.8936787)",,,,,,
45791325,Profesora Stanisława Grochmala,residential,False,False,28.27,"LINESTRING (21.0591108 49.8929519, 21.0587528 49.8930589)",,,,,,
45791321,Władysława Reymonta,living_street,False,True,108.608,"LINESTRING (21.0591108 49.8929519, 21.0590954 49.8929142, 21.0590522 49.8928089, 21.0589643 49.8926327, 21.0588871 49.8924768, 21.0588148 49.892379, 21.0586299 49.892151, 21.0585745 49.8920799, 21.0585502 49.8920486)",,,,,,
45791325,Profesora Stanisława Grochmala,residential,False,True,77.395,"LINESTRING (21.0591108 49.8929519, 21.0596458 49.8927719, 21.0599423 49.8926716, 21.060068 49.8926291)",,,,,,
"[45791326, 1011718094, 45791310]",Adama Mickiewicza,tertiary,False,True,122.161,"LINESTRING (21.0530706 49.8929902, 21.0530284 49.8929097, 21.0529781 49.8928028, 21.0529182 49.8926793, 21.052853 49.8925453, 21.0528136 49.892466, 21.0527382 49.8923021, 21.0526454 49.8920935, 21.0525948 49.8919359)",50,,,,yes,
45791314,Kolejowa,residential,False,False,27.344,"LINESTRING (21.0530706 49.8929902, 21.0532064 49.8930366, 21.0533132 49.8930453, 21.0534328 49.8930366)",,,,,,
450574333,Adama Mickiewicza,tertiary,False,False,34.737,"LINESTRING (21.0530706 49.8929902, 21.0531581 49.8931533, 21.0532388 49.8932831)",,,,,,
45791270,Widok,residential,False,True,316.5450000000001,"LINESTRING (21.0487922 49.8930019, 21.048869 49.8929426, 21.0490622 49.8927375, 21.0491428 49.8926469, 21.0492859 49.8924861, 21.0493034 49.892472, 21.049397 49.8923967, 21.0494563 49.8923607, 21.0494722 49.892351, 21.0495574 49.8923166, 21.0496966 49.8922925, 21.0504621 49.8922092, 21.0509962 49.8921403, 21.0514375 49.8920858, 21.0519753 49.8920124, 21.0521608 49.8919871, 21.0525303 49.8919435, 21.0525948 49.8919359)",,,,,,
689343524,Walerego Wróblewskiego,residential,False,False,55.61000000000001,"LINESTRING (21.0487922 49.8930019, 21.0488377 49.8930471, 21.0489638 49.8931721, 21.0491379 49.893379, 21.0491811 49.8934342)",,,,,,
45791313,Kolejowa,residential,False,True,31.222,"LINESTRING (21.0534328 49.8930366, 21.0533572 49.8930939, 21.0532898 49.893168, 21.0532388 49.8932831)",,,,,,
45791314,Kolejowa,residential,False,True,27.343999999999998,"LINESTRING (21.0534328 49.8930366, 21.0533132 49.8930453, 21.0532064 49.8930366, 21.0530706 49.8929902)",,,,,,
"[746352736, 979810884, 979810885, 687671315, 686144180, 687040443]",Kolejowa,residential,False,True,307.8599999999999,"LINESTRING (21.0534328 49.8930366, 21.0534537 49.8930312, 21.0535876 49.8929889, 21.0537239 49.8929472, 21.0540098 49.8928697, 21.0540895 49.8928484, 21.0543756 49.892772, 21.0545873 49.8927249, 21.0547446 49.8926963, 21.0549041 49.8926674, 21.0551279 49.8926285, 21.0552916 49.8925993, 21.0556663 49.8925323, 21.0557927 49.8925127, 21.0560435 49.8924737, 21.0562078 49.8924448, 21.056399 49.8924111, 21.0564407 49.8924038, 21.0565829 49.8923788, 21.0567181 49.8923552, 21.0567419 49.8923503, 21.0568087 49.8923398, 21.0570499 49.892302, 21.0571816 49.8922876, 21.0572972 49.8922865, 21.0573446 49.8922952, 21.0574413 49.8923359, 21.0575006 49.8923725)",,,,,,
45791325,Profesora Stanisława Grochmala,residential,False,False,45.579,"LINESTRING (21.0587528 49.8930589, 21.0581813 49.8932391)",,,,,,
45791325,Profesora Stanisława Grochmala,residential,False,True,28.27,"LINESTRING (21.0587528 49.8930589, 21.0591108 49.8929519)",,,,,,
45791324,Władysława Reymonta,living_street,False,False,53.655,"LINESTRING (21.0587528 49.8930589, 21.0587379 49.8930321, 21.0586342 49.8928454, 21.0585556 49.8927073, 21.0584783 49.8926107)",,,,,,
45791325,Profesora Stanisława Grochmala,residential,False,True,45.579,"LINESTRING (21.0581813 49.8932391, 21.0587528 49.8930589)",,,,,,
"[240811424, 627851753, 45791339, 45791308]","['Jana Pawła II', 'Władysława Reymonta']",residential,False,"[False, True]",288.74199999999996,"LINESTRING (21.0581813 49.8932391, 21.0582236 49.8935292, 21.0582251 49.8935383, 21.0582561 49.8937222, 21.0582857 49.8939026, 21.0582929 49.8939303, 21.0583369 49.8940997, 21.0583412 49.8941162, 21.058374 49.8942356, 21.0583993 49.8943279, 21.0584077 49.8943585, 21.0584654 49.8945275, 21.0585222 49.8946869, 21.0585231 49.8947085, 21.0584938 49.8947235, 21.0578835 49.894853, 21.0577764 49.894855, 21.0576296 49.8948224, 21.057288 49.8947499, 21.0570452 49.894706, 21.0568832 49.8946792)",,,,,,
45791308,Władysława Reymonta,residential,False,True,52.967999999999996,"LINESTRING (21.0581813 49.8932391, 21.0581698 49.8931815, 21.0581522 49.8931169, 21.0581324 49.8930452, 21.0580702 49.8929, 21.0579867 49.8927825)",,,,,,
45791322,Wspólna,residential,False,False,73.816,"LINESTRING (21.0581813 49.8932391, 21.0581272 49.8932505, 21.0571831 49.8934036)",,,,,,
45791313,Kolejowa,residential,False,False,31.222,"LINESTRING (21.0532388 49.8932831, 21.0532898 49.893168, 21.0533572 49.8930939, 21.0534328 49.8930366)",,,,,,
283202953,Adama Mickiewicza,tertiary,False,False,44.819,"LINESTRING (21.0532388 49.8932831, 21.053345 49.8934338, 21.0535114 49.8936458)",,2,,,,
450574333,Adama Mickiewicza,tertiary,False,True,34.737,"LINESTRING (21.0532388 49.8932831, 21.0531581 49.8931533, 21.0530706 49.8929902)",,,,,,
45791286,Okólna,residential,False,False,116.036,"LINESTRING (21.0491811 49.8934342, 21.0491254 49.8934286, 21.0490385 49.8934139, 21.0489192 49.8933936, 21.0487376 49.8933762, 21.0486796 49.8933716, 21.0484772 49.8933767, 21.0482712 49.8934065, 21.0480735 49.8934711, 21.0478196 49.8935659, 21.047662 49.8936211)",,,,,,
689343520,Walerego Wróblewskiego,residential,False,False,66.32,"LINESTRING (21.0491811 49.8934342, 21.0493297 49.8934936, 21.049591 49.8935498, 21.0498287 49.8936045, 21.0499208 49.8936311, 21.0500258 49.8936713)",,,,,,
689343524,Walerego Wróblewskiego,residential,False,True,55.61000000000001,"LINESTRING (21.0491811 49.8934342, 21.0491379 49.893379, 21.0489638 49.8931721, 21.0488377 49.8930471, 21.0487922 49.8930019)",,,,,,
627838760,Fryderyka Chopina,residential,False,False,59.114999999999995,"LINESTRING (21.0516996 49.8936058, 21.0518476 49.8937985, 21.0519393 49.8939179, 21.0520017 49.8940051, 21.0520584 49.8940845)",,,,,,
45791284,Władysława Szafera,residential,False,False,116.57900000000001,"LINESTRING (21.047662 49.8936211, 21.0476804 49.8936542, 21.047708 49.8937037, 21.047738 49.8937711, 21.0478155 49.8938705, 21.0479725 49.8940994, 21.0481593 49.8943307, 21.0483428 49.8945716)",,,,,,
45791286,Okólna,residential,False,True,116.03599999999999,"LINESTRING (21.047662 49.8936211, 21.0478196 49.8935659, 21.0480735 49.8934711, 21.0482712 49.8934065, 21.0484772 49.8933767, 21.0486796 49.8933716, 21.0487376 49.8933762, 21.0489192 49.8933936, 21.0490385 49.8934139, 21.0491254 49.8934286, 21.0491811 49.8934342)",,,,,,
283202953,Adama Mickiewicza,tertiary,False,True,44.819,"LINESTRING (21.0535114 49.8936458, 21.053345 49.8934338, 21.0532388 49.8932831)",,2,,,,
283207150,Adama Mickiewicza,tertiary,False,False,15.094000000000001,"LINESTRING (21.0535114 49.8936458, 21.0535195 49.8936558, 21.0535574 49.8937025, 21.053609 49.8937661)",,,,,,
985643369,Fryderyka Chopina,residential,False,False,8.571,"LINESTRING (21.0535114 49.8936458, 21.0534629 49.8936605, 21.0534032 49.8936787)",,,,,,
213161283,Ignacego Jana Paderewskiego,residential,False,True,149.662,"LINESTRING (21.0500258 49.8936713, 21.0505041 49.8934078, 21.050727 49.8932874, 21.0505601 49.8929581, 21.0505392 49.8929312, 21.0505105 49.8929207, 21.0504411 49.8929173, 21.0499655 49.8929678)",,,,,,
"[689343520, 352548825, 352548828]",Walerego Wróblewskiego,residential,False,False,111.086,"LINESTRING (21.0500258 49.8936713, 21.0500602 49.8936901, 21.0500976 49.8937124, 21.0502146 49.8937823, 21.0502887 49.8938276, 21.050379 49.8939071, 21.0503988 49.8939245, 21.0504579 49.8939765, 21.05063 49.8941294, 21.05086 49.8943296, 21.0509417 49.8944007, 21.0509947 49.8944471)",,1,,,,yes
689343520,Walerego Wróblewskiego,residential,False,True,66.32000000000001,"LINESTRING (21.0500258 49.8936713, 21.0499208 49.8936311, 21.0498287 49.8936045, 21.049591 49.8935498, 21.0493297 49.8934936, 21.0491811 49.8934342)",,,,,,
45791309,Fryderyka Chopina,residential,True,False,106.38300000000001,"LINESTRING (21.0534032 49.8936787, 21.0531194 49.8937597, 21.0526101 49.8939183, 21.0524909 49.8939542, 21.0520584 49.8940845)",,,,,,
240811458,Adama Mickiewicza,residential,False,True,97.37800000000001,"LINESTRING (21.0534032 49.8936787, 21.053395 49.893667, 21.0533553 49.8936101, 21.0531834 49.8934019, 21.0530784 49.8932771, 21.0530046 49.8931741, 21.052948 49.8930995, 21.0528868 49.8930078, 21.0528498 49.8929384, 21.0528245 49.8929184, 21.0527969 49.8928977)",,,,,,
985643369,Fryderyka Chopina,residential,False,True,8.571,"LINESTRING (21.0534032 49.8936787, 21.0534629 49.8936605, 21.0535114 49.8936458)",,,,,,
45791312,Józefa Bema,residential,False,False,58.89600000000001,"LINESTRING (21.053609 49.8937661, 21.0536761 49.8937402, 21.0538065 49.8936898, 21.0539974 49.8936119, 21.0542933 49.8934732)",,,,,,
283207150,Adama Mickiewicza,tertiary,False,False,119.02199999999999,"LINESTRING (21.053609 49.8937661, 21.0537363 49.8939237, 21.0538034 49.8940139, 21.0538622 49.8941033, 21.053926 49.8942071, 21.0540029 49.8943688, 21.0540219 49.8944161, 21.0541112 49.8946738, 21.0541457 49.8947733)",,,,,,
283207150,Adama Mickiewicza,tertiary,False,True,15.094,"LINESTRING (21.053609 49.8937661, 21.0535574 49.8937025, 21.0535195 49.8936558, 21.0535114 49.8936458)",,,,,,
631257660,,living_street,False,False,13.089,"LINESTRING (21.0547208 49.8940357, 21.0547663 49.8941497)",,,,,,
232710609,,living_street,False,False,74.40700000000001,"LINESTRING (21.0547208 49.8940357, 21.0547696 49.8940192, 21.0551731 49.893883, 21.0556439 49.8937289)",,,,,,
"[232709560, 631257660]",,"['living_street', 'residential']",False,True,301.81099999999986,"LINESTRING (21.0547208 49.8940357, 21.0546017 49.8937894, 21.054576 49.8937304, 21.0546635 49.8936971, 21.0548341 49.8936421, 21.0548458 49.8936388, 21.0550154 49.8935914, 21.0551347 49.8935581, 21.0552007 49.8935418, 21.0554166 49.8934886, 21.0554725 49.8934876, 21.0555194 49.8935188, 21.0555301 49.8935259, 21.0555409 49.8935361, 21.0556536 49.8936424, 21.0556874 49.8936742, 21.0557202 49.8937054, 21.0557737 49.8937564, 21.0557863 49.8937684, 21.0558879 49.8938363, 21.0558965 49.8938404, 21.0559104 49.8938416, 21.0559548 49.8938338, 21.0560844 49.8938141, 21.0561346 49.893805, 21.0561793 49.8938053, 21.0562192 49.8938186, 21.05647 49.8939016, 21.0566602 49.8939814, 21.0567355 49.8940194, 21.0568056 49.8940695, 21.0568926 49.8941554, 21.0569446 49.894257, 21.056974 49.8943201, 21.0569864 49.8943763, 21.0569689 49.8944385, 21.0568965 49.8945799, 21.0568884 49.8946079, 21.0568818 49.8946306, 21.0568832 49.8946792)",,,,,,
389036787,Fryderyka Chopina,unclassified,False,False,86.213,"LINESTRING (21.0520584 49.8940845, 21.0518927 49.8941385, 21.0515341 49.8942576, 21.0514967 49.8942703, 21.0514062 49.8943023, 21.0510412 49.8944301, 21.0509947 49.8944471)",,,,,,
627838760,Fryderyka Chopina,residential,False,True,59.114999999999995,"LINESTRING (21.0520584 49.8940845, 21.0520017 49.8940051, 21.0519393 49.8939179, 21.0518476 49.8937985, 21.0516996 49.8936058)",,,,,,
"[979717602, 45791319]",,living_street,False,True,141.667,"LINESTRING (21.0565917 49.8941241, 21.0563149 49.8939879, 21.0561672 49.8939418, 21.0561209 49.8939402, 21.0560086 49.8939518, 21.055982 49.8939603, 21.0559136 49.8939822, 21.0557784 49.8940252, 21.0553591 49.8941678, 21.0550766 49.8942564, 21.0549958 49.8942817, 21.0548522 49.8943405)",,,,,,
240811667,,living_street,False,False,38.812,"LINESTRING (21.0547663 49.8941497, 21.0542721 49.8942928)",,,,,,
631257660,,living_street,False,False,22.09,"LINESTRING (21.0547663 49.8941497, 21.0548522 49.8943405)",,,,,,
631257660,,living_street,False,True,13.089,"LINESTRING (21.0547663 49.8941497, 21.0547208 49.8940357)",,,,,,
240811667,,living_street,False,True,38.812,"LINESTRING (21.0542721 49.8942928, 21.0547663 49.8941497)",,,,,,
631257660,,living_street,False,True,22.09,"LINESTRING (21.0548522 49.8943405, 21.0547663 49.8941497)",,,,,,
45791311,,residential,False,False,55.272,"LINESTRING (21.0548522 49.8943405, 21.054892 49.8944349, 21.0549544 49.8945833, 21.0549868 49.8946603, 21.0550374 49.8947862, 21.0550473 49.8948213)",,,,,,
"[979717602, 45791319]",,living_street,False,False,141.667,"LINESTRING (21.0548522 49.8943405, 21.0549958 49.8942817, 21.0550766 49.8942564, 21.0553591 49.8941678, 21.0557784 49.8940252, 21.0559136 49.8939822, 21.055982 49.8939603, 21.0560086 49.8939518, 21.0561209 49.8939402, 21.0561672 49.8939418, 21.0563149 49.8939879, 21.0565917 49.8941241)",,,,,,
283207155,Walerego Wróblewskiego,residential,False,False,56.225,"LINESTRING (21.0509947 49.8944471, 21.0510551 49.8945052, 21.0512368 49.8946831, 21.0513512 49.8948027, 21.0513994 49.8948789)",,,,,,
"[689343520, 352548825, 352548828]",Walerego Wróblewskiego,residential,False,True,111.08599999999998,"LINESTRING (21.0509947 49.8944471, 21.0509417 49.8944007, 21.05086 49.8943296, 21.05063 49.8941294, 21.0504579 49.8939765, 21.0503988 49.8939245, 21.050379 49.8939071, 21.0502887 49.8938276, 21.0502146 49.8937823, 21.0500976 49.8937124, 21.0500602 49.8936901, 21.0500258 49.8936713)",,1,,,,yes
389036787,Fryderyka Chopina,unclassified,False,True,86.213,"LINESTRING (21.0509947 49.8944471, 21.0510412 49.8944301, 21.0514062 49.8943023, 21.0514967 49.8942703, 21.0515341 49.8942576, 21.0518927 49.8941385, 21.0520584 49.8940845)",,,,,,
45791338,Jana Florkowskiego,residential,False,False,135.21099999999998,"LINESTRING (21.0568832 49.8946792, 21.0568762 49.8947756, 21.0568706 49.8948522, 21.0568554 49.8949839, 21.0568203 49.8952217, 21.0567995 49.8953782, 21.056767 49.8956266, 21.0567579 49.8956965, 21.056754 49.8957264, 21.0567468 49.8957807, 21.0567464 49.8958256, 21.05673 49.8958907)",,,,,,
"[240811424, 627851753, 45791339, 45791308]","['Jana Pawła II', 'Władysława Reymonta']",residential,False,"[False, True]",288.742,"LINESTRING (21.0568832 49.8946792, 21.0570452 49.894706, 21.057288 49.8947499, 21.0576296 49.8948224, 21.0577764 49.894855, 21.0578835 49.894853, 21.0584938 49.8947235, 21.0585231 49.8947085, 21.0585222 49.8946869, 21.0584654 49.8945275, 21.0584077 49.8943585, 21.0583993 49.8943279, 21.058374 49.8942356, 21.0583412 49.8941162, 21.0583369 49.8940997, 21.0582929 49.8939303, 21.0582857 49.8939026, 21.0582561 49.8937222, 21.0582251 49.8935383, 21.0582236 49.8935292, 21.0581813 49.8932391)",,,,,,
