osmid,lanes,ref,highway,maxspeed,oneway,reversed,length,name,geometry,access
105039913,,,residential,,False,False,96.427,Gostyńska,"LINESTRING (17.3002556 51.9673106, 17.2989924 51.9669281)",
105039908,,,residential,,False,False,251.74,Ogrodowa,"LINESTRING (17.3002556 51.9673106, 17.2995554 51.9675213, 17.2982714 51.9679293, 17.2969783 51.9683344)",destination
105039913,,,residential,,False,True,99.10900000000001,Gostyńska,"LINESTRING (17.3002556 51.9673106, 17.3004893 51.9673786, 17.3015639 51.967691)",
391675822,2,12,primary,50,False,False,10.789,,"LINESTRING (17.2972803 51.9687686, 17.2974029 51.9688295)",
118388436,2,,tertiary,,False,False,215.083,Golska,"LINESTRING (17.2972803 51.9687686, 17.297129 51.9687983, 17.2956671 51.9690766, 17.2942671 51.9693109)",
198853652,2,12,primary,50,False,True,52.583,Kolejowa,"LINESTRING (17.2972803 51.9687686, 17.2972287 51.9687127, 17.2970826 51.9684858, 17.2969783 51.9683344)",
198853657,,,residential,,True,False,104.964,Rynek,"LINESTRING (17.2972803 51.9687686, 17.297522 51.9687091, 17.2987689 51.9685545)",
198853652,2,12,primary,50,False,True,12.92,Kolejowa,"LINESTRING (17.2969783 51.9683344, 17.2969104 51.968226)",
105039908,,,residential,,False,True,251.74,Ogrodowa,"LINESTRING (17.2969783 51.9683344, 17.2982714 51.9679293, 17.2995554 51.9675213, 17.3002556 51.9673106)",destination
198853652,2,12,primary,50,False,False,52.583,Kolejowa,"LINESTRING (17.2969783 51.9683344, 17.2970826 51.9684858, 17.2972287 51.9687127, 17.2972803 51.9687686)",
421616075,2,12,primary,50,False,False,14.097,,"LINESTRING (17.2955292 51.9658592, 17.2955979 51.9659787)",
421616075,2,12,primary,50,False,True,19.692,,"LINESTRING (17.2955292 51.9658592, 17.2954742 51.96576, 17.295425 51.9656944)",
105039913,,,residential,,False,True,31.892,Gostyńska,"LINESTRING (17.2963569 51.9661395, 17.29677 51.9662717)",
105039913,,,residential,,False,False,56.221000000000004,Gostyńska,"LINESTRING (17.2963569 51.9661395, 17.2958016 51.9659765, 17.2956609 51.9659703, 17.2955979 51.9659787)",
198853686,,,residential,,False,True,246.40800000000002,11 Listopada,"LINESTRING (17.2963569 51.9661395, 17.2967802 51.9655845, 17.2982274 51.9660304, 17.2978158 51.9665806)",
105039913,,,residential,,False,False,31.892,Gostyńska,"LINESTRING (17.29677 51.9662717, 17.2963569 51.9661395)",
105039913,,,residential,,False,True,79.456,Gostyńska,"LINESTRING (17.29677 51.9662717, 17.2978158 51.9665806)",
198853684,,,residential,,False,True,303.661,1 Maja,"LINESTRING (17.29677 51.9662717, 17.2963391 51.966841, 17.2985099 51.9674751, 17.2989924 51.9669281)",
105039913,,,residential,,False,False,79.456,Gostyńska,"LINESTRING (17.2978158 51.9665806, 17.29677 51.9662717)",
105039913,,,residential,,False,True,78.769,Gostyńska,"LINESTRING (17.2978158 51.9665806, 17.2988526 51.9668868)",
198853686,,,residential,,False,False,246.40800000000002,11 Listopada,"LINESTRING (17.2978158 51.9665806, 17.2982274 51.9660304, 17.2967802 51.9655845, 17.2963569 51.9661395)",
105039913,,,residential,,False,False,10.622,Gostyńska,"LINESTRING (17.2989924 51.9669281, 17.2988526 51.9668868)",
105039913,,,residential,,False,True,96.427,Gostyńska,"LINESTRING (17.2989924 51.9669281, 17.3002556 51.9673106)",
198853684,,,residential,,False,False,303.661,1 Maja,"LINESTRING (17.2989924 51.9669281, 17.2985099 51.9674751, 17.2963391 51.966841, 17.29677 51.9662717)",
105039913,,,residential,,False,False,46.787,Gostyńska,"LINESTRING (17.3021815 51.9678706, 17.3015639 51.967691)",
105039913,,,residential,,False,True,100.828,Gostyńska,"LINESTRING (17.3021815 51.9678706, 17.3035125 51.9682576)",
198853653,,,residential,,False,True,247.69700000000003,Kwiatowa,"LINESTRING (17.3021815 51.9678706, 17.3004035 51.9683019, 17.2999763 51.9684267, 17.2998532 51.9684301, 17.2995895 51.9684301, 17.2987689 51.9685545)",
198853652,2,12,primary,50,False,False,12.92,Kolejowa,"LINESTRING (17.2969104 51.968226, 17.2969783 51.9683344)",
198853652,2,12,primary,50,False,True,265.623,Kolejowa,"LINESTRING (17.2969104 51.968226, 17.2966391 51.9678018, 17.2964987 51.9675821, 17.2956538 51.9660805, 17.2955979 51.9659787)",
198853654,,,residential,,False,False,217.11100000000002,Ogrodowa,"LINESTRING (17.2969104 51.968226, 17.2967542 51.9682535, 17.2962898 51.9683325, 17.295994 51.9683621, 17.2951299 51.9685064, 17.2944401 51.9687899, 17.2941392 51.9689968, 17.2941059 51.9690197)",
198853665,,,residential,,False,False,34.42,Ogrodowa,"LINESTRING (17.2919391 51.9684785, 17.292253 51.9687202)",
198853653,,,residential,,False,False,247.697,Kwiatowa,"LINESTRING (17.2987689 51.9685545, 17.2995895 51.9684301, 17.2998532 51.9684301, 17.2999763 51.9684267, 17.3004035 51.9683019, 17.3021815 51.9678706)",
198853656,,,residential,,True,False,79.24300000000001,Rynek,"LINESTRING (17.2987689 51.9685545, 17.2987797 51.9686352, 17.2988541 51.9691918, 17.298778 51.969248)",
421616075,2,12,primary,50,False,False,19.692,,"LINESTRING (17.295425 51.9656944, 17.2954742 51.96576, 17.2955292 51.9658592)",
391675822,2,12,primary,50,False,False,105.07,,"LINESTRING (17.2974029 51.9688295, 17.298778 51.969248)",
391675822,2,12,primary,50,False,True,10.789,,"LINESTRING (17.2974029 51.9688295, 17.2972803 51.9687686)",
105039914,,,residential,,False,False,333.962,Kaliska,"LINESTRING (17.2989802 51.9693262, 17.2990282 51.9693008, 17.2991628 51.9692911, 17.2992783 51.9692838, 17.2994716 51.96926, 17.299935 51.9691631, 17.3006134 51.9689514, 17.3009167 51.9688642, 17.301219 51.9687892, 17.3018079 51.9686774, 17.3023816 51.9685495, 17.3035125 51.9682576)",
198853685,2,12,primary,50,False,True,16.465,Jarocińska,"LINESTRING (17.2989802 51.9693262, 17.2989109 51.9692896, 17.298778 51.969248)",
421622662,,,residential,,False,False,156.398,Słoneczna,"LINESTRING (17.3008033 51.9667757, 17.3009234 51.966811, 17.3019458 51.9671205, 17.3019382 51.9672063, 17.3015639 51.967691)",
105039913,,,residential,,False,True,46.787,Gostyńska,"LINESTRING (17.3015639 51.967691, 17.3021815 51.9678706)",
105039913,,,residential,,False,False,99.10900000000001,Gostyńska,"LINESTRING (17.3015639 51.967691, 17.3004893 51.9673786, 17.3002556 51.9673106)",
421622662,,,residential,,False,True,156.39800000000002,Słoneczna,"LINESTRING (17.3015639 51.967691, 17.3019382 51.9672063, 17.3019458 51.9671205, 17.3009234 51.966811, 17.3008033 51.9667757)",
198853665,,,residential,,False,True,34.42,Ogrodowa,"LINESTRING (17.292253 51.9687202, 17.2919391 51.9684785)",
198853665,,,residential,,False,False,138.032,Ogrodowa,"LINESTRING (17.292253 51.9687202, 17.2925861 51.9689168, 17.292909 51.9690078, 17.2933633 51.9690276, 17.2934508 51.9690314, 17.2941059 51.9690197)",
1135756472,,,residential,,False,True,109.236,,"LINESTRING (17.2998217 51.9664875, 17.2992718 51.9663338, 17.2988526 51.9668868)",
105039913,,,residential,,False,False,78.769,Gostyńska,"LINESTRING (17.2988526 51.9668868, 17.2978158 51.9665806)",
105039913,,,residential,,False,True,10.622,Gostyńska,"LINESTRING (17.2988526 51.9668868, 17.2989924 51.9669281)",
1135756472,,,residential,,False,False,109.236,,"LINESTRING (17.2988526 51.9668868, 17.2992718 51.9663338, 17.2998217 51.9664875)",
