osmid,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,ref,lanes,width,junction
"[95046562, 95046594, 66184858]",Rue du Pont-au-Lin,residential,30,True,False,217.59499999999997,yes,"LINESTRING (4.6961308 50.7387885, 4.6964912 50.7390218, 4.6965317 50.7390516, 4.6966901 50.7391658, 4.6967497 50.7392153, 4.6968881 50.7393555, 4.6971391 50.7396094, 4.6972208 50.7396954, 4.6972784 50.7397441, 4.6973178 50.7397673, 4.6973995 50.7398032, 4.6974332 50.7398139, 4.6975128 50.7398345, 4.6977605 50.7399011, 4.6983524 50.7400565)",,,3,
98478329,Rue de la Ferme Brion,residential,30,False,False,115.34800000000001,,"LINESTRING (4.6908279 50.7417723, 4.6905413 50.7417726, 4.690391 50.7417673, 4.6902723 50.7417561, 4.6902086 50.7417478, 4.6901321 50.7417326, 4.6900137 50.7416966, 4.6895405 50.7414973, 4.6894194 50.7414413, 4.6893586 50.7414018)",,,,
98478331,Ruelle des Foins,residential,30,False,False,277.804,,"LINESTRING (4.6908279 50.7417723, 4.6909596 50.7416862, 4.6910951 50.7415708, 4.6913555 50.7413385, 4.6915644 50.7411588, 4.6917645 50.7409775, 4.6918092 50.7409262, 4.6918246 50.7409021, 4.6918434 50.7408745, 4.6918769 50.7408219, 4.691893 50.7407947, 4.6919029 50.7407667, 4.6919151 50.7407234, 4.6919245 50.740667, 4.6919467 50.7405252, 4.6919771 50.7402838, 4.6919983 50.7401128, 4.6920238 50.7400368, 4.6920567 50.7399604, 4.6921049 50.7398862, 4.6921324 50.7398484, 4.6921728 50.7398118, 4.6923349 50.7397107, 4.6924113 50.7396731, 4.6924562 50.7396603, 4.692505 50.7396558, 4.6925504 50.7396556)",,,,
"[92087601, 67297266, 458709887]",Rue Jean-Baptiste Leblicq,residential,50,False,False,39.134,yes,"LINESTRING (4.6983074 50.7348111, 4.698382 50.7348362, 4.6985122 50.7348815, 4.698661 50.7349396, 4.6987155 50.7349723, 4.6987354 50.7350168)",,,,
103694084,Rue Jean-Baptiste Leblicq,residential,50,False,True,260.58000000000004,,"LINESTRING (4.6983074 50.7348111, 4.697116 50.7346759, 4.6968202 50.7346286, 4.6966663 50.7345887, 4.6965809 50.7345655, 4.6964456 50.7345298, 4.696411 50.7345215, 4.6963734 50.7345177, 4.6963292 50.7345204, 4.6962978 50.7345267, 4.6962625 50.7345409, 4.6962148 50.7345743, 4.6961387 50.7346367, 4.6959584 50.7347906, 4.6958216 50.7349081, 4.6957445 50.7349744, 4.6956699 50.7350346, 4.6955951 50.7350855, 4.6954774 50.7351503, 4.6953756 50.7352071, 4.6953335 50.735226, 4.6953007 50.7352399, 4.6952067 50.7352813)",,,,
88520493,Avenue de la Violette,residential,30,False,False,219.13099999999997,,"LINESTRING (4.6978479 50.7366066, 4.6979709 50.7366459, 4.698352 50.7367867, 4.6985729 50.7368697, 4.698726 50.7369215, 4.6987717 50.7369367, 4.6988367 50.736957, 4.6989052 50.7369767, 4.698977 50.7369958, 4.6990438 50.7370138, 4.700028 50.7372703, 4.7003682 50.73736, 4.7004543 50.7373819, 4.7005359 50.7374107, 4.7006456 50.7374608)",,,,
"[492653058, 166811062]",Avenue Compte Jean Dumonceau,residential,50,False,False,72.699,,"LINESTRING (4.6978479 50.7366066, 4.6979047 50.7365196, 4.6980888 50.7362252, 4.6982214 50.7359971)",,,,
"[67297265, 492653059]",Avenue Compte Jean Dumonceau,residential,30,False,True,97.437,,"LINESTRING (4.6978479 50.7366066, 4.6977612 50.7367116, 4.6977224 50.736769, 4.6976877 50.7368368, 4.6976758 50.7368651, 4.6976711 50.7368796, 4.697666 50.7368994, 4.6976642 50.7369238, 4.6976639 50.7369379, 4.6976654 50.7369648, 4.6976666 50.736986, 4.697673 50.7370297, 4.6976886 50.7370863, 4.6977066 50.7371402, 4.6977252 50.7371941, 4.6977625 50.7373, 4.6978022 50.7374511)",,,,
88520493,Avenue de la Violette,residential,30,False,True,219.13100000000003,,"LINESTRING (4.7006456 50.7374608, 4.7005359 50.7374107, 4.7004543 50.7373819, 4.7003682 50.73736, 4.700028 50.7372703, 4.6990438 50.7370138, 4.698977 50.7369958, 4.6989052 50.7369767, 4.6988367 50.736957, 4.6987717 50.7369367, 4.698726 50.7369215, 4.6985729 50.7368697, 4.698352 50.7367867, 4.6979709 50.7366459, 4.6978479 50.7366066)",,,,
290218636,Chaussée de Jodoigne,secondary,30,False,True,88.102,,"LINESTRING (4.7006456 50.7374608, 4.7015217 50.7371006, 4.7016959 50.7370296)",N240,,,
"[492653061, 290218631]",Chaussée de Jodoigne,secondary,30,False,"[False, True]",206.013,,"LINESTRING (4.7006456 50.7374608, 4.6984007 50.7383737, 4.6981756 50.7384549)",N240,,,
103694076,Clos du Pont d'Arcole,living_street,,False,False,100.24600000000001,,"LINESTRING (4.7005551 50.7365196, 4.7005882 50.7365153, 4.7006567 50.7365098, 4.7007344 50.7365058, 4.7008429 50.7364978, 4.7008997 50.7364958, 4.7009328 50.7364965, 4.7009654 50.7365024, 4.700986 50.736508, 4.7010041 50.7365138, 4.7010298 50.7365268, 4.7010497 50.736542, 4.7010622 50.736554, 4.7010736 50.7365697, 4.7010818 50.7365858, 4.7010856 50.7365968, 4.7010866 50.7366155, 4.701085 50.7366281, 4.7010791 50.7366427, 4.7010715 50.7366571, 4.7010612 50.7366701, 4.7010492 50.7366806, 4.701034 50.7366926, 4.7010171 50.736702, 4.7010056 50.7367073, 4.7009877 50.7367139, 4.7009725 50.7367181, 4.7009559 50.7367217, 4.7009329 50.7367243, 4.7009075 50.7367261, 4.7008918 50.7367265, 4.7008792 50.7367261, 4.7008647 50.7367249, 4.7008494 50.7367233, 4.7008349 50.7367201, 4.7008226 50.7367174, 4.7008123 50.7367138, 4.7007902 50.7367033, 4.7007703 50.736692, 4.7007549 50.7366815, 4.7007463 50.7366752, 4.7006879 50.7366189, 4.7006049 50.7365436, 4.7005921 50.7365342, 4.7005777 50.7365272, 4.7005673 50.7365235, 4.7005551 50.7365196)",,,,
103694076,Clos du Pont d'Arcole,living_street,,False,True,100.24599999999998,,"LINESTRING (4.7005551 50.7365196, 4.7005673 50.7365235, 4.7005777 50.7365272, 4.7005921 50.7365342, 4.7006049 50.7365436, 4.7006879 50.7366189, 4.7007463 50.7366752, 4.7007549 50.7366815, 4.7007703 50.736692, 4.7007902 50.7367033, 4.7008123 50.7367138, 4.7008226 50.7367174, 4.7008349 50.7367201, 4.7008494 50.7367233, 4.7008647 50.7367249, 4.7008792 50.7367261, 4.7008918 50.7367265, 4.7009075 50.7367261, 4.7009329 50.7367243, 4.7009559 50.7367217, 4.7009725 50.7367181, 4.7009877 50.7367139, 4.7010056 50.7367073, 4.7010171 50.736702, 4.701034 50.7366926, 4.7010492 50.7366806, 4.7010612 50.7366701, 4.7010715 50.7366571, 4.7010791 50.7366427, 4.701085 50.7366281, 4.7010866 50.7366155, 4.7010856 50.7365968, 4.7010818 50.7365858, 4.7010736 50.7365697, 4.7010622 50.736554, 4.7010497 50.736542, 4.7010298 50.7365268, 4.7010041 50.7365138, 4.700986 50.736508, 4.7009654 50.7365024, 4.7009328 50.7364965, 4.7008997 50.7364958, 4.7008429 50.7364978, 4.7007344 50.7365058, 4.7006567 50.7365098, 4.7005882 50.7365153, 4.7005551 50.7365196)",,,,
103694076,Clos du Pont d'Arcole,living_street,,False,True,77.23299999999999,,"LINESTRING (4.7005551 50.7365196, 4.7004884 50.7365093, 4.7003894 50.7364901, 4.7002653 50.7364643, 4.7001977 50.736446, 4.7001163 50.7364277, 4.7000411 50.736409, 4.6999705 50.7363895, 4.6999273 50.7363753, 4.6998847 50.7363588, 4.6996843 50.7362759, 4.6996519 50.7362599, 4.6996108 50.7362372, 4.6995815 50.7362171)",,,,
166811062,Avenue Compte Jean Dumonceau,residential,50,False,True,12.848,,"LINESTRING (4.6982833 50.7358884, 4.6982214 50.7359971)",,,,
88520498,Clos du Pont d'Arcole,living_street,,True,False,15.854999999999999,,"LINESTRING (4.6982833 50.7358884, 4.6983329 50.7359032, 4.6983722 50.7359215, 4.6984152 50.7359464, 4.698435 50.7359682, 4.6984385 50.735983)",,,,
"[166811061, 166811062]",Avenue Compte Jean Dumonceau,residential,50,False,False,102.154,,"LINESTRING (4.6982833 50.7358884, 4.6986454 50.7352186, 4.698727 50.7350698, 4.6987354 50.7350168)",,,,
103694071,Clos du Pont d'Arcole,living_street,,False,True,70.105,,"LINESTRING (4.6993874 50.7360407, 4.6993266 50.7360024, 4.6992948 50.7359877, 4.6992566 50.7359738, 4.6992167 50.7359629, 4.6991895 50.735957, 4.6991408 50.735951, 4.6991101 50.7359481, 4.6990682 50.7359506, 4.6990042 50.7359552, 4.6984975 50.7359829, 4.6984385 50.735983)",,,,
103694083,Clos du Pont d'Arcole,living_street,,True,False,25.298000000000002,,"LINESTRING (4.6993874 50.7360407, 4.699413 50.7360448, 4.699441 50.7360518, 4.6994636 50.7360672, 4.6994855 50.7360815, 4.6995035 50.7360967, 4.6995212 50.7361127, 4.6995651 50.7361694, 4.6995732 50.7361833, 4.699579 50.7361975, 4.6995815 50.7362171)",,,,
88520503,Allée des Vignes,residential,30,False,False,206.289,,"LINESTRING (4.7026662 50.738086, 4.7015854 50.7382017, 4.7014921 50.7382365, 4.7014277 50.7382926, 4.7007705 50.7392279)",,,,
103655151,Rue de la Serpentine,residential,50,False,True,137.51299999999998,,"LINESTRING (4.7026662 50.738086, 4.702581 50.7377952, 4.7025918 50.7377188, 4.7026259 50.7376346, 4.7030182 50.7370924, 4.7031623 50.7369361)",,,,
492653050,Rue de la Serpentine,residential,50,False,False,181.633,,"LINESTRING (4.7026662 50.738086, 4.7027398 50.7385091, 4.7027841 50.738741, 4.7024972 50.7387583, 4.7024266 50.7387995, 4.7023632 50.7388581, 4.7022193 50.7390663, 4.7020124 50.7394788)",,,,
103655151,Rue de la Serpentine,residential,50,False,False,137.513,,"LINESTRING (4.7031623 50.7369361, 4.7030182 50.7370924, 4.7026259 50.7376346, 4.7025918 50.7377188, 4.702581 50.7377952, 4.7026662 50.738086)",,,,
103694071,Clos du Pont d'Arcole,living_street,,False,False,70.105,,"LINESTRING (4.6984385 50.735983, 4.6984975 50.7359829, 4.6990042 50.7359552, 4.6990682 50.7359506, 4.6991101 50.7359481, 4.6991408 50.735951, 4.6991895 50.735957, 4.6992167 50.7359629, 4.6992566 50.7359738, 4.6992948 50.7359877, 4.6993266 50.7360024, 4.6993874 50.7360407)",,,,
103694073,Clos du Pont d'Arcole,living_street,,True,False,15.451999999999998,,"LINESTRING (4.6984385 50.735983, 4.6983809 50.7359936, 4.6983253 50.7359948, 4.6982214 50.7359971)",,,,
492653051,Rue des Lowas,residential,30,False,False,10.938,,"LINESTRING (4.7003507 50.7398458, 4.7002041 50.7398785)",,,,
88520503,Allée des Vignes,residential,30,False,True,74.857,,"LINESTRING (4.7003507 50.7398458, 4.7003783 50.7397838, 4.7007705 50.7392279)",,,,
290218633,Chaussée de Jodoigne,secondary,50,False,False,10.561,,"LINESTRING (4.7032796 50.7363768, 4.7031529 50.7364277)",N240,,,
103654826,Rue de la Sainte du Chêne,residential,,False,True,48.342,,"LINESTRING (4.6996123 50.7418946, 4.6989863 50.7417155)",,,,
98478354,Avenue du Roi Albert I,residential,30,False,False,83.962,,"LINESTRING (4.6971954 50.7416114, 4.6972026 50.7415878, 4.6974556 50.7408745)",,,,
290218631,Chaussée de Jodoigne,secondary,30,False,False,0.329,,"LINESTRING (4.6981711 50.7384557, 4.6981756 50.7384549)",N240,,,
"[341962888, 92419482, 92419458]",Chaussée de Jodoigne,secondary,30,False,True,151.599,yes,"LINESTRING (4.6981711 50.7384557, 4.6981363 50.738463, 4.6980102 50.7384841, 4.6979391 50.7384965, 4.6978161 50.7385155, 4.6977212 50.7385285, 4.6976389 50.7385387, 4.6975489 50.7385478, 4.6974693 50.7385472, 4.6973893 50.7385414, 4.6971165 50.7385266, 4.6960435 50.7384447)",N240,,,
"[98478352, 608981329]",Rue du Waux-Hall,residential,30,True,False,93.721,,"LINESTRING (4.6993028 50.7388725, 4.699259 50.7388754, 4.699219 50.7388719, 4.6991621 50.73886, 4.699097 50.7388402, 4.6990111 50.7388115, 4.6988347 50.738749, 4.6983708 50.7385711, 4.6982927 50.7385391, 4.6982683 50.7385272, 4.6982374 50.7385055, 4.6982023 50.7384787, 4.6981791 50.7384587, 4.6981711 50.7384557)",,,,
149182210,Ruelle Purlin,residential,,False,False,36.721000000000004,,"LINESTRING (4.6933012 50.7364373, 4.6934386 50.7364611, 4.6937221 50.7365201, 4.6937988 50.7365364)",,,,
149182210,Ruelle Purlin,residential,,False,True,125.37899999999999,,"LINESTRING (4.6933012 50.7364373, 4.6932413 50.7364357, 4.6931387 50.7364455, 4.6929239 50.7364661, 4.6928465 50.7364696, 4.6927705 50.7364705, 4.6923223 50.7364679, 4.6922689 50.73647, 4.692189 50.7364769, 4.6921273 50.7364879, 4.6920887 50.736497, 4.6920162 50.7365195, 4.6918156 50.7365895, 4.6917202 50.7366258, 4.6916101 50.7366787)",,,,
98478291,Rue du Pont-au-Lin,residential,30,False,False,85.868,,"LINESTRING (4.6983524 50.7400565, 4.6989448 50.7401937, 4.6991301 50.7402324, 4.6992782 50.7402562, 4.6993643 50.7402656, 4.6994435 50.7402684, 4.6995179 50.7402634)",,,,
98478354,Avenue du Roi Albert I,residential,30,False,True,100.654,,"LINESTRING (4.6983524 50.7400565, 4.6980915 50.7405018, 4.6979934 50.7405948, 4.6978587 50.7406749, 4.6975933 50.7407862)",,,,
98021831,Avenue du Roi Albert I,residential,30,False,False,25.054,,"LINESTRING (4.6972374 50.7407927, 4.6975933 50.7407862)",,,,
98478285,Avenue du Roi Albert I,residential,30,False,False,17.846,,"LINESTRING (4.6972374 50.7407927, 4.6974556 50.7408745)",,,,
98021831,Avenue du Roi Albert I,residential,30,False,True,18.596,,"LINESTRING (4.6972374 50.7407927, 4.697007 50.7407541, 4.6969815 50.7407511)",,,,
98021831,Avenue du Roi Albert I,residential,30,False,False,18.596,,"LINESTRING (4.6969815 50.7407511, 4.697007 50.7407541, 4.6972374 50.7407927)",,,,
