osmid,lanes,highway,junction,oneway,reversed,length,geometry,name,width,ref,maxspeed,access
"[249376200, 927687442]",,residential,,False,False,58.316,"LINESTRING (5.3414785 50.8013448, 5.3415392 50.8013619, 5.3415788 50.8013762, 5.3416165 50.8014131, 5.341744 50.8015998, 5.3417613 50.8016308, 5.3418522 50.8017945)",Trapkensstraat,,,,
25483661,,tertiary,,False,False,18.465,"LINESTRING (5.3407412 50.8031826, 5.3404925 50.8032362)",Graethempoort,,,,
25483662,,tertiary,,True,False,22.263,"LINESTRING (5.3407412 50.8031826, 5.3409165 50.8031497, 5.3410429 50.8031217)",Graethempoort,,,,
217360047,,tertiary,,False,True,216.748,"LINESTRING (5.3407412 50.8031826, 5.3407233 50.8031338, 5.3406696 50.8028693, 5.340663 50.8028065, 5.3406626 50.8027355, 5.3406731 50.8026376, 5.3407007 50.802533, 5.3407264 50.802464, 5.3407529 50.8024232, 5.3410117 50.8021091, 5.3412616 50.8018063, 5.3413376 50.8017021, 5.3413984 50.8015939, 5.3414785 50.8013448)",Nieuwesteenweg,5,,,
25483627,,tertiary,,True,False,26.726,"LINESTRING (5.3480519 50.8024984, 5.3478363 50.8026964)",Kanunnik Darisstraat,5,,,
28735209,2,tertiary,,False,False,16.441000000000003,"LINESTRING (5.3480519 50.8024984, 5.3481483 50.8025373, 5.3482593 50.8025654)",Tongersesteenweg,,,,
25483627,,tertiary,,True,False,24.68,"LINESTRING (5.3462393 50.8044591, 5.3461564 50.804518, 5.3459863 50.8046125)",Kanunnik Darisstraat,5,,,
28734989,,residential,,True,False,108.601,"LINESTRING (5.3462393 50.8044591, 5.3462119 50.8044494, 5.3461546 50.8044368, 5.3449636 50.8044207, 5.3448915 50.8043405, 5.344817 50.8042842)",,3,,,
208954514,,residential,,False,True,157.953,"LINESTRING (5.3462393 50.8044591, 5.3463265 50.8045092, 5.3463532 50.8045151, 5.3463865 50.8045185, 5.3464402 50.804505, 5.3466957 50.8044076, 5.3469314 50.8042948, 5.3471442 50.8041815, 5.3473551 50.8040471, 5.3475584 50.8038977, 5.3477845 50.8037608, 5.3479061 50.8037258, 5.3479858 50.803727)",Walstraat,5,,30,destination
70690573,,tertiary,,True,False,27.168,"LINESTRING (5.3428653 50.8045894, 5.3427505 50.8045622, 5.3426962 50.8045639, 5.3426246 50.8045707, 5.3424877 50.8045768)",Van Veldekestraat,,,,
70690563,,tertiary,,True,False,54.612,"LINESTRING (5.3423868 50.8028864, 5.3428933 50.8027802, 5.3431078 50.8027074)",Abeelplein,,,,
161446903,,tertiary,,True,False,33.634,"LINESTRING (5.3431078 50.8027074, 5.3432864 50.8025799, 5.3433298 50.8025225, 5.3433765 50.8024606)",Markt,,,,
"[265120923, 265120924]",,residential,,False,True,74.135,"LINESTRING (5.3431078 50.8027074, 5.3430625 50.8026405, 5.3430419 50.802595, 5.3430039 50.802483, 5.3429847 50.8023914, 5.3429666 50.802328, 5.3429633 50.8023116, 5.3429524 50.8022574, 5.3429466 50.8021865, 5.342948 50.8021585, 5.3429477 50.8021357, 5.3429512 50.8020853, 5.3429537 50.8020535)",Klappoel,,,,
"[265120927, 758792671, 26263095]",,residential,,True,False,107.90200000000002,"LINESTRING (5.3434434 50.8023853, 5.3433651 50.802303, 5.3433592 50.8022849, 5.3433479 50.8022489, 5.3433271 50.8021831, 5.3433211 50.802141, 5.3433214 50.8020926, 5.3433261 50.8019984, 5.3433563 50.8018564, 5.3434112 50.8016795, 5.3434669 50.8015087, 5.3434865 50.8014638, 5.343495 50.8014418)",Kortestraat,,,,
"[319787880, 255840822]",,tertiary,,True,False,113.04899999999999,"LINESTRING (5.3434434 50.8023853, 5.3435088 50.8023286, 5.3435731 50.8022817, 5.3436629 50.8022369, 5.3438595 50.8021564, 5.3439476 50.8021283, 5.3440516 50.8020972, 5.3442373 50.802048, 5.3445235 50.8019784, 5.3446035 50.8019539, 5.3446741 50.8019278, 5.3447327 50.8018933, 5.3447932 50.8018619)","['Speelhof', 'Papenstraat']",,,,
28249242,,residential,,False,False,41.42,"LINESTRING (5.3447932 50.8018619, 5.344643 50.8015017)",Speelhof,,,,
"[245059538, 217597303]",,tertiary,,True,False,37.208999999999996,"LINESTRING (5.3447932 50.8018619, 5.344842 50.8018394, 5.3449324 50.8018178, 5.344994 50.8018091, 5.3451066 50.8018067, 5.3451819 50.8018107, 5.3452988 50.8018306)",Speelhof,,,,
217597302,,residential,,False,True,41.377,"LINESTRING (5.3452988 50.8018306, 5.3452392 50.8014604)",Speelhof,,,,
217597304,,tertiary,,True,False,74.925,"LINESTRING (5.3452988 50.8018306, 5.3453819 50.8018605, 5.3455128 50.8018879, 5.3460487 50.8019899, 5.3463111 50.8020374)",Steenstraat,,,,
26263075,,residential,,True,False,169.08200000000002,"LINESTRING (5.3463111 50.8020374, 5.3462816 50.8020753, 5.346263 50.8021005, 5.3460955 50.8022198, 5.3459234 50.8023127, 5.3456006 50.8024469, 5.345505 50.8024748, 5.3452955 50.8025271, 5.3449945 50.8025693, 5.3447217 50.80259, 5.3445117 50.8025939, 5.3444319 50.8025879, 5.3442068 50.8025751)",Kroonstraat,,,,
28734830,,residential,,True,False,118.42800000000001,"LINESTRING (5.3463111 50.8020374, 5.3462963 50.8019978, 5.3462799 50.8019502, 5.3461954 50.8018131, 5.3461349 50.8017167, 5.3460462 50.8015712, 5.3458583 50.8013643, 5.345789 50.8013, 5.3456872 50.8012652, 5.3454224 50.8012007)",Padonck,,,,
161446905,,tertiary,,True,False,29.204,"LINESTRING (5.3463111 50.8020374, 5.3463989 50.80205, 5.3466571 50.8020924, 5.3467141 50.8021014)",Tongersestraat,,,,
28731237,,residential,,False,False,295.64000000000004,"LINESTRING (5.34764 50.8022964, 5.3475375 50.8023912, 5.3473527 50.8026501, 5.3472462 50.8027646, 5.3470963 50.802913, 5.3464139 50.8035255, 5.3461054 50.8037388, 5.3452252 50.8039857, 5.3447849 50.804109)",Graaf,,,,
217360048,,tertiary,,True,False,36.673,"LINESTRING (5.34764 50.8022964, 5.3476745 50.8023139, 5.3478708 50.8024115, 5.348011 50.8024738, 5.3480519 50.8024984)",Tongersestraat,,,,
223565131,,residential,,True,False,28.44,"LINESTRING (5.3424877 50.8045768, 5.3424099 50.8043258)",Wellenstraat,,,,
25483740,,tertiary,,True,False,42.084,"LINESTRING (5.3424877 50.8045768, 5.3423507 50.8046231, 5.3419072 50.8046261)",Graaf Lodewijkplein,,,,
242683588,,tertiary,,False,True,178.71299999999997,"LINESTRING (5.3424877 50.8045768, 5.3425709 50.8046883, 5.3426375 50.8048055, 5.3428215 50.8053247, 5.3429255 50.8057119, 5.3429832 50.8059508, 5.3430034 50.8061433)",Stationsstraat,,,,
25483680,,residential,,False,False,176.382,"LINESTRING (5.3422888 50.8032231, 5.3423743 50.8032345, 5.3431371 50.8033238, 5.3439812 50.8035201, 5.3441301 50.8035462, 5.344296 50.8035753, 5.3447158 50.8035921)",Nieuwland,,,,
753680092,,residential,,True,False,38.169999999999995,"LINESTRING (5.3422888 50.8032231, 5.3423363 50.8030424, 5.342385 50.8029285, 5.3423868 50.8028864)",Abeelplein,,,,
25483691,,residential,,False,False,57.681,"LINESTRING (5.3447158 50.8035921, 5.3447849 50.804109)",Nieuwland,4,,30,
25483691,,residential,,False,True,57.689,"LINESTRING (5.3447158 50.8035921, 5.3446728 50.803074)",Nieuwland,4,,30,
25483680,,residential,,False,True,176.382,"LINESTRING (5.3447158 50.8035921, 5.344296 50.8035753, 5.3441301 50.8035462, 5.3439812 50.8035201, 5.3431371 50.8033238, 5.3423743 50.8032345, 5.3422888 50.8032231)",Nieuwland,,,,
25483691,,residential,,False,False,57.689,"LINESTRING (5.3446728 50.803074, 5.3447158 50.8035921)",Nieuwland,4,,30,
26263053,,residential,,True,False,82.66,"LINESTRING (5.3446728 50.803074, 5.3443895 50.8030535, 5.3442345 50.8030249, 5.3441912 50.8029949, 5.3441853 50.8029791, 5.3441896 50.802808, 5.3442068 50.8025751)",Nieuwland,3,,,
25483691,,residential,,False,True,19.63,"LINESTRING (5.344817 50.8042842, 5.3448025 50.8042354, 5.3447849 50.804109)",Nieuwland,4,,30,
25483695,,residential,,True,False,142.88900000000004,"LINESTRING (5.344817 50.8042842, 5.3445938 50.8043219, 5.3429797 50.8045224, 5.3429154 50.8045511, 5.3428653 50.8045894)",Hendrik Vanveldekestraat,4,,,
25483740,,tertiary,,True,False,12.458,"LINESTRING (5.3405098 50.8046511, 5.3404618 50.8046231, 5.3403944 50.8045666)",Graaf Lodewijkplein,,,,
28735114,2,tertiary,,False,False,29.673000000000002,"LINESTRING (5.3403944 50.8045666, 5.3405086 50.8045201, 5.3405848 50.8044869, 5.3406471 50.8044416, 5.3406883 50.8043848)",Nieuwstraat,,,,
208954512,2,tertiary,,False,True,26.744,"LINESTRING (5.3403944 50.8045666, 5.3402926 50.804606, 5.3402148 50.804643, 5.3400994 50.8047165)",Tramstraat,5,,,
25483752,,tertiary,,True,False,88.042,"LINESTRING (5.3406883 50.8043848, 5.3407724 50.8043906, 5.3408262 50.8043945, 5.3409827 50.8043994, 5.3412155 50.8044066, 5.3413559 50.80442, 5.3414714 50.8044454, 5.3418322 50.8045254, 5.3419071 50.8045385)",Graaf Lodewijkplein,,,,
28735114,2,tertiary,,False,True,29.673,"LINESTRING (5.3406883 50.8043848, 5.3406471 50.8044416, 5.3405848 50.8044869, 5.3405086 50.8045201, 5.3403944 50.8045666)",Nieuwstraat,,,,
242683579,,tertiary,,False,False,130.042,"LINESTRING (5.3406883 50.8043848, 5.3407032 50.804323, 5.3407201 50.8040082, 5.3407267 50.8038843, 5.3407236 50.8038265, 5.3407165 50.8037485, 5.3406997 50.8036798, 5.3406752 50.803622, 5.3405222 50.8032981, 5.3404925 50.8032362)",Nieuwstraat,,,,
927703721,,tertiary,,False,False,12.229,"LINESTRING (5.3405094 50.8066088, 5.3404592 50.8065035)",Tramstraat,5,,,
927703721,,tertiary,,False,True,34.823,"LINESTRING (5.3405094 50.8066088, 5.340668 50.8069055)",Tramstraat,5,,,
208954512,2,tertiary,,False,False,26.744,"LINESTRING (5.3400994 50.8047165, 5.3402148 50.804643, 5.3402926 50.804606, 5.3403944 50.8045666)",Tramstraat,5,,,
"[208954512, 927703721]",2,tertiary,,False,True,206.04699999999997,"LINESTRING (5.3400994 50.8047165, 5.3400634 50.8047459, 5.3400095 50.8048004, 5.3399674 50.8048638, 5.3399413 50.804915, 5.3399261 50.8049808, 5.3399226 50.8050423, 5.3399349 50.8051276, 5.3399594 50.8052024, 5.3400009 50.8052998, 5.3401477 50.8056884, 5.3403753 50.8062908, 5.3404248 50.8064103, 5.3404592 50.8065035)",Tramstraat,5,,,
641559166,,residential,,False,False,171.946,"LINESTRING (5.3400994 50.8047165, 5.3396512 50.8044533, 5.3395544 50.8044288, 5.3394346 50.804437, 5.3389256 50.8045044, 5.3381397 50.8047775, 5.3380705 50.8048189, 5.3380282 50.8048748)",Milleniumhof,,,,
25483661,,tertiary,,False,True,18.465,"LINESTRING (5.3404925 50.8032362, 5.3407412 50.8031826)",Graethempoort,,,,
242683579,,tertiary,,False,True,130.042,"LINESTRING (5.3404925 50.8032362, 5.3405222 50.8032981, 5.3406752 50.803622, 5.3406997 50.8036798, 5.3407165 50.8037485, 5.3407236 50.8038265, 5.3407267 50.8038843, 5.3407201 50.8040082, 5.3407032 50.804323, 5.3406883 50.8043848)",Nieuwstraat,,,,
"[753680090, 182038030]",2,tertiary,,False,False,128.514,"LINESTRING (5.3404925 50.8032362, 5.3399643 50.8033404, 5.3397568 50.8033795, 5.3397298 50.8033845, 5.3395923 50.8034099, 5.3394555 50.8034334, 5.3390431 50.8034939, 5.338727 50.803534)",Graethempoort,5,,,
242683588,,tertiary,,False,False,178.71300000000002,"LINESTRING (5.3430034 50.8061433, 5.3429832 50.8059508, 5.3429255 50.8057119, 5.3428215 50.8053247, 5.3426375 50.8048055, 5.3425709 50.8046883, 5.3424877 50.8045768)",Stationsstraat,,,,
753680099,,residential,,False,False,141.452,"LINESTRING (5.3430034 50.8061433, 5.3427887 50.8061737, 5.3410627 50.8064805)",Koningin Astridlaan,,,,
197662192,1,primary,,True,False,176.27900000000002,"LINESTRING (5.343559 50.7989053, 5.3434271 50.7989312, 5.3429915 50.798974, 5.3427418 50.799005, 5.3424445 50.7990465, 5.3421217 50.7990992, 5.3418462 50.7991556, 5.3415958 50.7992152, 5.3413352 50.7992841, 5.3412919 50.7992964, 5.3412196 50.7993194, 5.3411612 50.7993425)",Sint-Truidersteenweg,,N79,,
25484100,1,primary,,True,False,178.54500000000002,"LINESTRING (5.3411029 50.7992686, 5.3412504 50.7992344, 5.3412919 50.7992237, 5.3415649 50.799158, 5.3418268 50.7991002, 5.3421079 50.799046, 5.3424336 50.7989914, 5.342725 50.7989511, 5.3429817 50.7989246, 5.3433707 50.7988986, 5.343559 50.7989053)",Sint-Truidersteenweg,,N79,70,
242683573,1,primary,roundabout,True,False,9.264,"LINESTRING (5.3411029 50.7992686, 5.3411399 50.7993031, 5.3411612 50.7993425)",,,,,
242683577,1,primary,roundabout,True,False,12.911999999999999,"LINESTRING (5.3409422 50.7992174, 5.341002 50.7992258, 5.3410567 50.7992432, 5.3411029 50.7992686)",,,,,
26263053,,residential,,True,False,197.38000000000002,"LINESTRING (5.3467141 50.8021014, 5.3465831 50.8023236, 5.3464797 50.8024888, 5.3464411 50.8025366, 5.3464134 50.8025632, 5.3463545 50.8026198, 5.3461662 50.8027792, 5.3460939 50.8028226, 5.3459254 50.8028933, 5.3457192 50.8029511, 5.3453793 50.8030108, 5.3450356 50.8030554, 5.3446728 50.803074)",Nieuwland,3,,,
"[217360048, 161446905]",,tertiary,,True,False,69.293,"LINESTRING (5.3467141 50.8021014, 5.3471764 50.802164, 5.3474928 50.802232, 5.34764 50.8022964)",Tongersestraat,,,,
26263075,,residential,,True,False,62.005,"LINESTRING (5.3442068 50.8025751, 5.3436333 50.802536, 5.3434979 50.8025329, 5.3434347 50.8025094, 5.3433765 50.8024606)",Kroonstraat,,,,
753680091,,tertiary,,True,False,97.999,"LINESTRING (5.3410429 50.8031217, 5.3423868 50.8028864)",Graethemstraat,,,,
"[26263114, 255840818]",,residential,,True,False,283.529,"LINESTRING (5.3410429 50.8031217, 5.3410076 50.8030244, 5.3409877 50.8029096, 5.3409956 50.8028281, 5.3410179 50.8027275, 5.341069 50.8026116, 5.3411415 50.8025352, 5.3413175 50.8023602, 5.3415066 50.8022086, 5.3419221 50.8019204, 5.3419827 50.8018909, 5.342041 50.8018592, 5.3424053 50.8016533, 5.3424809 50.8016225, 5.3427642 50.8015071, 5.3428734 50.8014717, 5.3429937 50.8014499, 5.3431679 50.8014295, 5.3433542 50.8014322, 5.343495 50.8014418)",Graaf,2.5,,,
28734999,,residential,,False,False,184.61200000000002,"LINESTRING (5.3410429 50.8031217, 5.3410989 50.803243, 5.34126 50.803689, 5.3413369 50.8038299, 5.3414099 50.8039256, 5.3414586 50.8039826, 5.341596 50.8041076, 5.3417313 50.8042089, 5.3418546 50.8042796, 5.3419876 50.8043221, 5.3420828 50.8043387, 5.3421808 50.8043501, 5.3423589 50.8043321, 5.3424099 50.8043258)",Graaf,,,,destination
140246748,,tertiary,,False,True,25.019,"LINESTRING (5.3411542 50.8000071, 5.3410803 50.799787)",Nieuwesteenweg,5,,,
217360047,,tertiary,,False,False,150.94100000000003,"LINESTRING (5.3411542 50.8000071, 5.3412074 50.8001777, 5.3414828 50.8011038, 5.341488 50.8012579, 5.3414785 50.8013448)",Nieuwesteenweg,5,,,
208954510,,tertiary,,True,False,9.603,"LINESTRING (5.3433765 50.8024606, 5.3434434 50.8023853)",Markt,,,,
28249242,,residential,,False,True,41.42,"LINESTRING (5.344643 50.8015017, 5.3447932 50.8018619)",Speelhof,,,,
217597301,,residential,,False,False,42.15,"LINESTRING (5.344643 50.8015017, 5.3452392 50.8014604)",Speelhof,,,,
265120933,,residential,,False,True,49.153,"LINESTRING (5.344643 50.8015017, 5.3442819 50.8015246, 5.3441689 50.801525, 5.3439454 50.8015266)",Trapkensstraat,,,,
350210642,,residential,,False,False,38.754,"LINESTRING (5.344643 50.8015017, 5.3445877 50.8012893, 5.3444165 50.8012115)",Speelhof,,,,
753663341,1,secondary,,True,False,30.588,"LINESTRING (5.3407551 50.7989698, 5.3408092 50.799027, 5.3408736 50.7991308, 5.3409071 50.7991779, 5.3409422 50.7992174)",Neremstraat,,N784,,
341026607,2,primary,,False,False,139.349,"LINESTRING (5.3378012 50.8009599, 5.3392525 50.800106)",Sint-Truidersteenweg,,N79,70,
255840820,,residential,,False,False,46.207,"LINESTRING (5.3378012 50.8009599, 5.3378643 50.8010038, 5.3378873 50.8010234, 5.3382265 50.8012767)",Kogelstraat,,,,
"[753680090, 182038030]",2,tertiary,,False,True,128.514,"LINESTRING (5.338727 50.803534, 5.3390431 50.8034939, 5.3394555 50.8034334, 5.3395923 50.8034099, 5.3397298 50.8033845, 5.3397568 50.8033795, 5.3399643 50.8033404, 5.3404925 50.8032362)",Graethempoort,5,,,
255840821,,residential,,False,True,151.477,"LINESTRING (5.338727 50.803534, 5.3385156 50.8025519, 5.3384373 50.8021841)",Kogelstraat,4,,,
"[28730936, 28730930]",,residential,,False,False,64.84500000000001,"LINESTRING (5.3369154 50.8022124, 5.3367891 50.8022846, 5.3366313 50.8023741, 5.3367224 50.8023896, 5.3367996 50.802393, 5.3368567 50.8023911, 5.3369075 50.8023568, 5.3369407 50.8022471, 5.3369154 50.8022124)",Gravin Agnesstraat,4,,,
"[28730936, 28730930]",,residential,,False,True,64.845,"LINESTRING (5.3369154 50.8022124, 5.3369407 50.8022471, 5.3369075 50.8023568, 5.3368567 50.8023911, 5.3367996 50.802393, 5.3367224 50.8023896, 5.3366313 50.8023741, 5.3367891 50.8022846, 5.3369154 50.8022124)",Gravin Agnesstraat,4,,,
28730930,,residential,,False,True,118.315,"LINESTRING (5.3369154 50.8022124, 5.3374903 50.8018787, 5.3376161 50.8018334, 5.3377635 50.8018069, 5.3383648 50.8017648)",Gravin Agnesstraat,4,,,
255840821,,residential,,False,False,46.902,"LINESTRING (5.3383648 50.8017648, 5.3384373 50.8021841)",Kogelstraat,4,,,
28730930,,residential,,False,False,118.315,"LINESTRING (5.3383648 50.8017648, 5.3377635 50.8018069, 5.3376161 50.8018334, 5.3374903 50.8018787, 5.3369154 50.8022124)",Gravin Agnesstraat,4,,,
255840821,,residential,,False,True,55.664,"LINESTRING (5.3383648 50.8017648, 5.3383092 50.8014012, 5.3382732 50.8013359, 5.3382265 50.8012767)",Kogelstraat,4,,,
28730945,,residential,,False,True,232.922,"LINESTRING (5.3382265 50.8012767, 5.3383563 50.8012444, 5.3384697 50.8012306, 5.3404082 50.8011545, 5.3405976 50.8011631, 5.3407556 50.801191, 5.3409836 50.8012317, 5.3414785 50.8013448)",Kogelstraat,3,,,destination
255840820,,residential,,False,True,46.207,"LINESTRING (5.3382265 50.8012767, 5.3378873 50.8010234, 5.3378643 50.8010038, 5.3378012 50.8009599)",Kogelstraat,,,,
255840821,,residential,,False,False,55.664,"LINESTRING (5.3382265 50.8012767, 5.3382732 50.8013359, 5.3383092 50.8014012, 5.3383648 50.8017648)",Kogelstraat,4,,,
"[161447864, 217597296, 340415023]",,residential,,True,False,281.877,"LINESTRING (5.3434334 50.8009942, 5.3434425 50.8007991, 5.3434579 50.8006027, 5.3434891 50.8003712, 5.3435063 50.8002124, 5.3435125 50.8001396, 5.343509 50.8001006, 5.3434904 50.8000622, 5.3434373 50.8000004, 5.3433295 50.7999437, 5.3428637 50.7998023, 5.3427464 50.7997787, 5.3426537 50.7997724, 5.342528 50.7997816, 5.3422066 50.7998272, 5.3411542 50.8000071)",Oude Berg,2.5,,,
217597291,,residential,,False,True,70.882,"LINESTRING (5.3434334 50.8009942, 5.3434826 50.8009833, 5.3435323 50.8008521, 5.3436354 50.8007705, 5.3437686 50.8007021, 5.3438408 50.8006719, 5.3439427 50.8006471, 5.3440341 50.8006447, 5.3441524 50.8006522)",Kortestraat,2.5,,,
25483691,,residential,,False,True,57.681,"LINESTRING (5.3447849 50.804109, 5.3447158 50.8035921)",Nieuwland,4,,30,
25483691,,residential,,False,False,19.63,"LINESTRING (5.3447849 50.804109, 5.3448025 50.8042354, 5.344817 50.8042842)",Nieuwland,4,,30,
28731237,,residential,,False,True,295.64,"LINESTRING (5.3447849 50.804109, 5.3452252 50.8039857, 5.3461054 50.8037388, 5.3464139 50.8035255, 5.3470963 50.802913, 5.3472462 50.8027646, 5.3473527 50.8026501, 5.3475375 50.8023912, 5.34764 50.8022964)",Graaf,,,,
"[777537752, 777537753]",,residential,,False,True,169.72699999999998,"LINESTRING (5.3447849 50.804109, 5.3443865 50.804184, 5.3439973 50.8042434, 5.3438222 50.8042701, 5.3435793 50.8042994, 5.3433207 50.8043197, 5.3431508 50.8043265, 5.3429461 50.8043239, 5.3424789 50.8043257, 5.3424099 50.8043258)",Graaf,,,,destination
217597301,,residential,,False,True,42.15,"LINESTRING (5.3452392 50.8014604, 5.344643 50.8015017)",Speelhof,,,,
217597302,,residential,,False,False,41.377,"LINESTRING (5.3452392 50.8014604, 5.3452988 50.8018306)",Speelhof,,,,
350210642,,residential,,False,True,38.754,"LINESTRING (5.3444165 50.8012115, 5.3445877 50.8012893, 5.344643 50.8015017)",Speelhof,,,,
344891428,,residential,,False,False,12.147,"LINESTRING (5.3454224 50.8012007, 5.3452789 50.8011398)",Padonck,,,,
28734830,,residential,,True,False,31.622,"LINESTRING (5.3454224 50.8012007, 5.3453865 50.8012564, 5.3452392 50.8014604)",Padonck,,,,
28734999,,residential,,False,True,184.612,"LINESTRING (5.3424099 50.8043258, 5.3423589 50.8043321, 5.3421808 50.8043501, 5.3420828 50.8043387, 5.3419876 50.8043221, 5.3418546 50.8042796, 5.3417313 50.8042089, 5.341596 50.8041076, 5.3414586 50.8039826, 5.3414099 50.8039256, 5.3413369 50.8038299, 5.34126 50.803689, 5.3410989 50.803243, 5.3410429 50.8031217)",Graaf,,,,destination
223565131,,residential,,True,False,123.55100000000002,"LINESTRING (5.3424099 50.8043258, 5.3423951 50.8042787, 5.3423073 50.8039911, 5.342262 50.8037559, 5.3422628 50.8035517, 5.3422818 50.8032701, 5.3422888 50.8032231)",Wellenstraat,,,,
"[777537752, 777537753]",,residential,,False,False,169.72699999999998,"LINESTRING (5.3424099 50.8043258, 5.3424789 50.8043257, 5.3429461 50.8043239, 5.3431508 50.8043265, 5.3433207 50.8043197, 5.3435793 50.8042994, 5.3438222 50.8042701, 5.3439973 50.8042434, 5.3443865 50.804184, 5.3447849 50.804109)",Graaf,,,,destination
265120933,,residential,,False,False,49.153000000000006,"LINESTRING (5.3439454 50.8015266, 5.3441689 50.801525, 5.3442819 50.8015246, 5.344643 50.8015017)",Trapkensstraat,,,,
"[217597289, 217360045]",,residential,,False,False,36.065,"LINESTRING (5.344655 50.8007127, 5.3445608 50.8007052, 5.3443738 50.800673, 5.3442268 50.8006543, 5.3441524 50.8006522)",Kortestraat,,,,
"[217597289, 217360045]",,residential,,False,True,36.065,"LINESTRING (5.3441524 50.8006522, 5.3442268 50.8006543, 5.3443738 50.800673, 5.3445608 50.8007052, 5.344655 50.8007127)",Kortestraat,,,,
217597291,,residential,,False,False,70.882,"LINESTRING (5.3441524 50.8006522, 5.3440341 50.8006447, 5.3439427 50.8006471, 5.3438408 50.8006719, 5.3437686 50.8007021, 5.3436354 50.8007705, 5.3435323 50.8008521, 5.3434826 50.8009833, 5.3434334 50.8009942)",Kortestraat,2.5,,,
"[265104960, 28734605]",,residential,,True,False,64.904,"LINESTRING (5.3441524 50.8006522, 5.3442726 50.8009137, 5.3443057 50.8009794, 5.3444165 50.8012115)","['Kortestraat', 'Speelhof']",3,,,
265120921,,residential,,False,True,5.402,"LINESTRING (5.3429537 50.8020535, 5.3429582 50.802005)",Klappoel,,,,
265120923,,residential,,False,True,8.796,"LINESTRING (5.3429537 50.8020535, 5.3430768 50.8020678)",Klappoel,,,,
"[265120923, 265120924]",,residential,,False,False,74.13499999999999,"LINESTRING (5.3429537 50.8020535, 5.3429512 50.8020853, 5.3429477 50.8021357, 5.342948 50.8021585, 5.3429466 50.8021865, 5.3429524 50.8022574, 5.3429633 50.8023116, 5.3429666 50.802328, 5.3429847 50.8023914, 5.3430039 50.802483, 5.3430419 50.802595, 5.3430625 50.8026405, 5.3431078 50.8027074)",Klappoel,,,,
25483627,,tertiary,,True,False,40.444,"LINESTRING (5.3459863 50.8046125, 5.3458334 50.8046726, 5.3456021 50.8047419, 5.3454692 50.8047687)",Kanunnik Darisstraat,5,,,
35140876,,residential,,False,False,83.336,"LINESTRING (5.3459863 50.8046125, 5.3460186 50.8046356, 5.3460413 50.8046676, 5.3460506 50.8047131, 5.3460244 50.8052681, 5.3460205 50.8053505)",Walstraat,,,30,
