osmid,oneway,name,highway,reversed,length,geometry,maxspeed,lanes,ref,bridge,access,junction
"[713957600, 713957601]",False,Husova,residential,True,75.663,"LINESTRING (15.9368546 49.5606512, 15.9373672 49.5606071, 15.9378954 49.5605662)",,,,,,
"[35995491, 22884845, 22884846]",False,1. máje,residential,False,132.74200000000002,"LINESTRING (15.9358131 49.5607438, 15.9355826 49.5607705, 15.9354224 49.5607891, 15.9350839 49.5608453, 15.9347583 49.5609281, 15.9342046 49.5610781, 15.9340722 49.5611154)",,,,yes,,
102871075,False,Veselská,residential,False,86.237,"LINESTRING (15.9358131 49.5607438, 15.9359401 49.5607894, 15.9361452 49.5608991, 15.9367507 49.5612228)",,,,,,
139487058,False,Veselská,residential,True,187.017,"LINESTRING (15.9358131 49.5607438, 15.9357463 49.5606931, 15.9356083 49.5605883, 15.9353669 49.5603991, 15.9349163 49.5600158, 15.9347419 49.5598793, 15.9340143 49.5595553)",,,,,,
713957600,False,Husova,residential,True,75.821,"LINESTRING (15.9358131 49.5607438, 15.9365265 49.5606804, 15.9368546 49.5606512)",,,,,,
"[35995491, 22884845, 22884846]",False,1. máje,residential,True,132.742,"LINESTRING (15.9340722 49.5611154, 15.9342046 49.5610781, 15.9347583 49.5609281, 15.9350839 49.5608453, 15.9354224 49.5607891, 15.9355826 49.5607705, 15.9358131 49.5607438)",,,,yes,,
22885232,False,U Jezu,residential,False,132.58,"LINESTRING (15.9340722 49.5611154, 15.934043 49.5611733, 15.9341031 49.5613485, 15.9342931 49.5617361, 15.9343105 49.5618329, 15.934297 49.5619002, 15.9342641 49.5619921, 15.9341317 49.5620996, 15.9339655 49.5622009)",,,,,,
39838819,False,1. máje,residential,False,109.78899999999999,"LINESTRING (15.9340722 49.5611154, 15.9335785 49.5612876, 15.9328165 49.5616681)",,,,,,
25416618,False,Sadová,residential,False,33.329,"LINESTRING (15.9359179 49.5597344, 15.935558 49.5599224)",,,,,,
22884847,True,Hálkova,residential,False,122.299,"LINESTRING (15.9359179 49.5597344, 15.9368018 49.5605995, 15.9368546 49.5606512)",,,,,,
25416618,False,Sadová,residential,True,135.72199999999998,"LINESTRING (15.9359179 49.5597344, 15.9361583 49.5596044, 15.9363 49.5595354, 15.9364574 49.5594588, 15.9367466 49.559363, 15.9371461 49.5592453, 15.9371781 49.5592385, 15.9373367 49.5591972, 15.9374419 49.559184, 15.9375592 49.5591692)",,,,,,
25416618,False,Sadová,residential,False,135.72199999999998,"LINESTRING (15.9375592 49.5591692, 15.9374419 49.559184, 15.9373367 49.5591972, 15.9371781 49.5592385, 15.9371461 49.5592453, 15.9367466 49.559363, 15.9364574 49.5594588, 15.9363 49.5595354, 15.9361583 49.5596044, 15.9359179 49.5597344)",,,,,,
25416618,False,Sadová,residential,True,89.391,"LINESTRING (15.9375592 49.5591692, 15.9376395 49.5591622, 15.9382238 49.5591113, 15.9385972 49.5590786, 15.9387875 49.5590622)",,,,,,
610452219,False,Veselská,residential,True,39.667,"LINESTRING (15.9340143 49.5595553, 15.9336997 49.5592627)",,,,,,
139487058,False,Veselská,residential,False,187.01699999999997,"LINESTRING (15.9340143 49.5595553, 15.9347419 49.5598793, 15.9349163 49.5600158, 15.9353669 49.5603991, 15.9356083 49.5605883, 15.9357463 49.5606931, 15.9358131 49.5607438)",,,,,,
22884851,False,Smeykalova,residential,True,86.573,"LINESTRING (15.9336997 49.5592627, 15.9345866 49.5587381)",,,,,,
610452219,False,Veselská,residential,False,39.667,"LINESTRING (15.9336997 49.5592627, 15.9340143 49.5595553)",,,,,,
610452219,False,Veselská,residential,True,65.769,"LINESTRING (15.9336997 49.5592627, 15.9333126 49.5588319, 15.9332405 49.5587517)",,,,,,
22884851,False,Smeykalova,residential,False,86.573,"LINESTRING (15.9345866 49.5587381, 15.9336997 49.5592627)",,,,,,
325044173,False,Veselská,residential,False,50.417,"LINESTRING (15.9385029 49.5626798, 15.9382828 49.5624581, 15.9381561 49.5622871)",,,,,,
22904318,True,Radniční,residential,False,42.107,"LINESTRING (15.9391739 49.5631312, 15.9389078 49.5629349, 15.9387698 49.5628591)",,,,,,
"[102871091, 35149148]",False,"['Havlíčkovo nám.', 'Radniční']",residential,False,142.357,"LINESTRING (15.9391739 49.5631312, 15.9390958 49.5632525, 15.9390182 49.563397, 15.9389715 49.563535, 15.9389604 49.5635922, 15.9389537 49.5636534, 15.938956 49.5637088, 15.938987 49.5637995, 15.9392513 49.56416, 15.9392677 49.5641833, 15.9393717 49.564331)",,,,,,
"[102871091, 35149148]",False,"['Havlíčkovo nám.', 'Radniční']",residential,True,142.357,"LINESTRING (15.9393717 49.564331, 15.9392677 49.5641833, 15.9392513 49.56416, 15.938987 49.5637995, 15.938956 49.5637088, 15.9389537 49.5636534, 15.9389604 49.5635922, 15.9389715 49.563535, 15.9390182 49.563397, 15.9390958 49.5632525, 15.9391739 49.5631312)",,,,,,
112862770,False,Horní,primary,True,238.999,"LINESTRING (15.9393717 49.564331, 15.9394491 49.5640853, 15.9395301 49.5638707, 15.9395897 49.5637184, 15.9396473 49.563604, 15.9397505 49.5634072, 15.9398968 49.5631629, 15.9400504 49.5629465, 15.940253 49.5626996, 15.9404367 49.562505, 15.9405902 49.5623501)",50,2,19;37;353,,,
1143057726,False,Horní,primary,False,116.897,"LINESTRING (15.9393717 49.564331, 15.9392298 49.5648554, 15.9391729 49.5651642, 15.9391349 49.5653706)",50,4,19;37;353,,,
"[102871092, 22884855]",False,nám. Republiky,residential,True,128.67,"LINESTRING (15.9387698 49.5628591, 15.9391818 49.5626095, 15.9393198 49.5625271, 15.9400127 49.5621135, 15.9400791 49.5620731)",,,,,,
271675450,False,Veselská,residential,False,24.122,"LINESTRING (15.9387698 49.5628591, 15.9386936 49.5628095, 15.9386208 49.5627656, 15.9385338 49.5627055)",,,,,,
22885162,False,,residential,False,29.423000000000002,"LINESTRING (15.9431399 49.5606166, 15.9432418 49.5606956, 15.9433205 49.5607566, 15.9434112 49.5608138)",,,,,,
112862772,False,Horní,primary,False,111.049,"LINESTRING (15.9431399 49.5606166, 15.9427228 49.560843, 15.9422889 49.5610921, 15.9419927 49.5612819)",50,2,19;37;353,,,
"[1185201049, 5087550]",False,Horní,primary,True,155.56099999999998,"LINESTRING (15.9431399 49.5606166, 15.9433962 49.5604755, 15.9435352 49.5603954, 15.9438956 49.5601667, 15.9440548 49.5600388, 15.9442188 49.5598755, 15.9443586 49.559739, 15.9445184 49.5595562)",50,"['2', '3']",19;37;353,,,
112862773,False,,residential,False,57.828,"LINESTRING (15.9434112 49.5608138, 15.9433216 49.5613306)",,,,,,
22885162,False,,residential,True,29.423000000000002,"LINESTRING (15.9434112 49.5608138, 15.9433205 49.5607566, 15.9432418 49.5606956, 15.9431399 49.5606166)",,,,,,
22885163,False,Nerudova,residential,False,173.391,"LINESTRING (15.9434112 49.5608138, 15.9436287 49.5608386, 15.9442701 49.5609117, 15.9454183 49.5610426, 15.9455591 49.5610586, 15.9456725 49.5611833)",,,,,,
112862773,False,,residential,True,159.89299999999997,"LINESTRING (15.9422599 49.5624549, 15.9422792 49.5624078, 15.9423516 49.5622312, 15.9424249 49.5621546, 15.9425314 49.5621009, 15.9428177 49.5620246, 15.9429114 49.5619986, 15.9430394 49.5619223, 15.9430759 49.5619038, 15.9431789 49.5618517, 15.9432277 49.5618033, 15.9433067 49.5614069, 15.9433216 49.5613306)",,,,,,
22975059,False,Vančurova,residential,False,38.694,"LINESTRING (15.9456725 49.5611833, 15.9456036 49.5615284)",,,,,,
22885163,False,Nerudova,residential,True,173.391,"LINESTRING (15.9456725 49.5611833, 15.9455591 49.5610586, 15.9454183 49.5610426, 15.9442701 49.5609117, 15.9436287 49.5608386, 15.9434112 49.5608138)",,,,,,
22975059,False,Vančurova,residential,True,38.694,"LINESTRING (15.9456036 49.5615284, 15.9456725 49.5611833)",,,,,,
22975059,False,Vančurova,residential,False,28.712,"LINESTRING (15.9456036 49.5615284, 15.945586 49.5616132, 15.9455516 49.5617844)",,,,,,
22975059,False,Vančurova,residential,True,28.712,"LINESTRING (15.9455516 49.5617844, 15.945586 49.5616132, 15.9456036 49.5615284)",,,,,,
112862773,False,,residential,True,57.828,"LINESTRING (15.9433216 49.5613306, 15.9434112 49.5608138)",,,,,,
22885164,True,Švermova,residential,False,166.053,"LINESTRING (15.9433216 49.5613306, 15.9442724 49.5614103, 15.9450416 49.5614785, 15.9456036 49.5615284)",,,,,,
112862773,False,,residential,False,159.89299999999997,"LINESTRING (15.9433216 49.5613306, 15.9433067 49.5614069, 15.9432277 49.5618033, 15.9431789 49.5618517, 15.9430759 49.5619038, 15.9430394 49.5619223, 15.9429114 49.5619986, 15.9428177 49.5620246, 15.9425314 49.5621009, 15.9424249 49.5621546, 15.9423516 49.5622312, 15.9422792 49.5624078, 15.9422599 49.5624549)",,,,,,
"[216916188, 22885230, 688354551]",False,Studentská,residential,False,209.05199999999996,"LINESTRING (15.9425649 49.564491, 15.9425469 49.5645749, 15.9425233 49.5646851, 15.9425069 49.5647614, 15.9423583 49.5654628, 15.9423248 49.56561, 15.942286 49.5657907, 15.9422495 49.5659607, 15.9421653 49.5663531)",,,,,,
"[1185201050, 93993925, 1191282502]",False,Neumannova,residential,False,278.995,"LINESTRING (15.9425649 49.564491, 15.9422874 49.5644709, 15.9421172 49.5644585, 15.9419394 49.5644598, 15.9417932 49.5644777, 15.9416648 49.5645039, 15.9415546 49.5645431, 15.9413662 49.5646308, 15.9412604 49.5646849, 15.9412003 49.5647229, 15.9410877 49.5648007, 15.9409378 49.5649083, 15.9407771 49.5650027, 15.9406216 49.5650842, 15.9405347 49.5651258, 15.9404297 49.5651688, 15.9403386 49.5651987, 15.9402232 49.5652361, 15.9400303 49.5652846, 15.9398304 49.5653084, 15.9396129 49.5653311, 15.9393898 49.5653532, 15.9393235 49.5653577, 15.9391349 49.5653706)",50,3,,,,
"[22892732, 509933662]",False,,residential,False,118.553,"LINESTRING (15.9421653 49.5663531, 15.94202 49.5663405, 15.9410758 49.5662583, 15.940536 49.5662114)",,,,,,
"[216916188, 22885230, 688354551]",False,Studentská,residential,True,209.052,"LINESTRING (15.9421653 49.5663531, 15.9422495 49.5659607, 15.942286 49.5657907, 15.9423248 49.56561, 15.9423583 49.5654628, 15.9425069 49.5647614, 15.9425233 49.5646851, 15.9425469 49.5645749, 15.9425649 49.564491)",,,,,,
397213941,False,Studentská,residential,False,30.711,"LINESTRING (15.9421653 49.5663531, 15.9421588 49.5663936, 15.9421212 49.5666278)",,,,,,
122917130,False,Studentská,residential,True,62.706,"LINESTRING (15.9420359 49.567189, 15.942045 49.5671294, 15.9421212 49.5666278)",,,,,,
"[511051972, 22892733]",False,,residential,True,33.589,"LINESTRING (15.9420359 49.567189, 15.9419045 49.567182, 15.9415717 49.5671643)",,,,,,
22885231,True,Kopečná,residential,False,115.81800000000001,"LINESTRING (15.9330285 49.5628246, 15.9337962 49.5632259, 15.9341803 49.5634244, 15.9342135 49.5635051)",,,,,,
22885232,False,U Jezu,residential,True,96.833,"LINESTRING (15.9330285 49.5628246, 15.9330756 49.5627933, 15.9333326 49.5626222, 15.9339655 49.5622009)",,,,,,
102871078,False,Žižkova,primary,False,110.213,"LINESTRING (15.9342135 49.5635051, 15.9339785 49.5635374, 15.9336887 49.5635753, 15.9334475 49.5636101, 15.9331822 49.5636526, 15.9329597 49.5636887, 15.9327263 49.5637316)",50,2,19,,,
"[687970226, 102871093, 102871078]",False,Žižkova,primary,True,300.753,"LINESTRING (15.9342135 49.5635051, 15.9344884 49.5634893, 15.9347012 49.5634878, 15.93493 49.5635023, 15.9350543 49.5635168, 15.9351087 49.5635231, 15.9352445 49.5635423, 15.9353584 49.5635692, 15.9355137 49.5636246, 15.9356841 49.5636926, 15.9364825 49.5640478, 15.9365601 49.5640858, 15.9367466 49.5642069, 15.9370376 49.5644305, 15.9371793 49.5645604, 15.9372424 49.5646132, 15.9375484 49.5648726)",50,2,19,,,
"[5087555, 1143057725]",False,Dolní,primary,True,153.75300000000001,"LINESTRING (15.939349 49.5667382, 15.9392457 49.5664718, 15.9391818 49.5662543, 15.9391484 49.5661101, 15.9391299 49.5659845, 15.9391116 49.565795, 15.9391164 49.565587, 15.9391349 49.5653706)",50,"['2', '4']",37;353,,,
"[4675515, 22953285, 22953286]",False,Žižkova,primary,False,70.151,"LINESTRING (15.9383206 49.5652531, 15.938139 49.5651813, 15.9377904 49.565018, 15.9376521 49.5649389, 15.9375484 49.5648726)",50,2,19,yes,,
4675515,False,Žižkova,primary,True,61.162,"LINESTRING (15.9383206 49.5652531, 15.9384926 49.5653129, 15.9385712 49.5653336, 15.9386961 49.5653515, 15.9388153 49.5653619, 15.9389216 49.5653635, 15.9391349 49.5653706)",50,2,19,,,
"[102871081, 102871076, 22894006]",False,Nábřežní,residential,False,233.043,"LINESTRING (15.9383206 49.5652531, 15.9383428 49.5651915, 15.9383405 49.5651205, 15.9382924 49.5648856, 15.9382852 49.5647053, 15.9382668 49.5645891, 15.9381877 49.5644933, 15.9378538 49.5642145, 15.9377589 49.5641238, 15.9375279 49.5639505, 15.9372509 49.5636473, 15.9371204 49.5635094, 15.9371627 49.5634601, 15.937205 49.5634109)",,,,,,
22890293,False,Dr. Drože,residential,True,97.78800000000001,"LINESTRING (15.9367488 49.565582, 15.9369152 49.5654537, 15.9369388 49.5654261, 15.9372484 49.5651436, 15.937445 49.564966, 15.9374682 49.564945, 15.9375484 49.5648726)",,,,,,
28756694,False,Dr. Drože,residential,False,145.321,"LINESTRING (15.9367488 49.565582, 15.9364643 49.565678, 15.9360105 49.5663042, 15.9357092 49.5666612)",,,,,,
"[397929885, 511052526, 511051575]",True,,residential,False,97.78500000000003,"LINESTRING (15.940536 49.5662114, 15.9404649 49.5662185, 15.9403948 49.5662386, 15.9403484 49.5662656, 15.9403079 49.5663146, 15.9402737 49.566387, 15.9402109 49.5666751, 15.940209 49.5667395, 15.9402112 49.5667534, 15.9402159 49.5667829, 15.9402241 49.5668146, 15.9402548 49.5668818, 15.9402876 49.5669295, 15.940331 49.56698)",,,,,,
"[22892732, 509933662]",False,,residential,True,118.553,"LINESTRING (15.940536 49.5662114, 15.9410758 49.5662583, 15.94202 49.5663405, 15.9421653 49.5663531)",,,,,,
511051577,False,,residential,True,13.477,"LINESTRING (15.9404219 49.5670859, 15.940331 49.56698)",,,,,,
22892733,False,,residential,False,83.683,"LINESTRING (15.9404219 49.5670859, 15.9405477 49.5670744, 15.9415717 49.5671643)",,,,,,
"[511051972, 22892733]",False,,residential,False,33.589,"LINESTRING (15.9415717 49.5671643, 15.9419045 49.567182, 15.9420359 49.567189)",,,,,,
22892733,False,,residential,True,83.683,"LINESTRING (15.9415717 49.5671643, 15.9405477 49.5670744, 15.9404219 49.5670859)",,,,,,
"[23052096, 509930021]",False,Vodárenská,residential,False,270.73100000000005,"LINESTRING (15.9421212 49.5666278, 15.942195 49.5666259, 15.9422262 49.5666251, 15.9427715 49.5666109, 15.942902 49.5666094, 15.9439259 49.5665976, 15.9445519 49.5665664, 15.944887 49.5665516, 15.9450993 49.5665298, 15.9451886 49.5665051, 15.9455599 49.5664083, 15.9457207 49.5663533, 15.9457919 49.5663166)",,,,,,
122917130,False,Studentská,residential,False,62.706,"LINESTRING (15.9421212 49.5666278, 15.942045 49.5671294, 15.9420359 49.567189)",,,,,,
397213941,False,Studentská,residential,True,30.711,"LINESTRING (15.9421212 49.5666278, 15.9421588 49.5663936, 15.9421653 49.5663531)",,,,,,
"[23052096, 509930021]",False,Vodárenská,residential,True,270.73100000000005,"LINESTRING (15.9457919 49.5663166, 15.9457207 49.5663533, 15.9455599 49.5664083, 15.9451886 49.5665051, 15.9450993 49.5665298, 15.944887 49.5665516, 15.9445519 49.5665664, 15.9439259 49.5665976, 15.942902 49.5666094, 15.9427715 49.5666109, 15.9422262 49.5666251, 15.942195 49.5666259, 15.9421212 49.5666278)",,,,,,
93993922,False,Brněnská,primary,False,135.356,"LINESTRING (15.9455723 49.5585583, 15.9455157 49.5586021, 15.9451576 49.5588789, 15.9447598 49.5592182, 15.9446515 49.5593698, 15.9445184 49.5595562)",50,2,19;37;353,,,
25403308,False,Doležalovo nám.,residential,False,22.029,"LINESTRING (15.9399598 49.5603653, 15.9400624 49.5605519)",,,,,,
22904309,False,Tyršova,residential,True,34.025999999999996,"LINESTRING (15.9399598 49.5603653, 15.9401607 49.5602644, 15.9403171 49.5601662)",,,,,,
730968847,False,Tyršova,residential,False,55.861999999999995,"LINESTRING (15.9399598 49.5603653, 15.9392845 49.560425, 15.9391924 49.5604332)",,,,,,
25403308,False,Doležalovo nám.,residential,True,22.029,"LINESTRING (15.9400624 49.5605519, 15.9399598 49.5603653)",,,,,,
"[510183271, 25403311]",False,,residential,False,96.116,"LINESTRING (15.9409898 49.5607596, 15.9413185 49.5609933, 15.9413925 49.5610232, 15.9415043 49.561029, 15.9415948 49.5610309, 15.9418503 49.5611931, 15.9418807 49.5612124, 15.9419927 49.5612819)",,,,,destination,
"[510179873, 510206379, 510180057, 363084723]",False,"['nám. Republiky', 'Doležalovo nám.']",residential,"[False, True]",120.73600000000002,"LINESTRING (15.9409898 49.5607596, 15.9406961 49.5608783, 15.9407032 49.5609041, 15.9407895 49.5610107, 15.9411363 49.5613784, 15.9410222 49.5614572, 15.9409256 49.5615347, 15.9408796 49.5616045)",,,,,destination,
"[510206380, 510206381, 510206382]",False,Doležalovo nám.,residential,True,81.911,"LINESTRING (15.9409898 49.5607596, 15.9408691 49.5606531, 15.9406294 49.5604499, 15.9403906 49.5602311, 15.9403171 49.5601662)",,,,,destination,
112862772,False,Horní,primary,True,111.049,"LINESTRING (15.9419927 49.5612819, 15.9422889 49.5610921, 15.9427228 49.560843, 15.9431399 49.5606166)",50,2,19;37;353,,,
224209996,False,Horní,primary,False,156.27,"LINESTRING (15.9419927 49.5612819, 15.9417896 49.5614117, 15.9416085 49.56154, 15.9413863 49.561692, 15.9411463 49.5618725, 15.9407192 49.5622296, 15.9405902 49.5623501)",50,2,19;37;353,,,
"[25403311, 510183271]",False,,residential,True,96.116,"LINESTRING (15.9419927 49.5612819, 15.9418807 49.5612124, 15.9418503 49.5611931, 15.9415948 49.5610309, 15.9415043 49.561029, 15.9413925 49.5610232, 15.9413185 49.5609933, 15.9409898 49.5607596)",,,,,destination,
25416618,False,Sadová,residential,True,33.329,"LINESTRING (15.935558 49.5599224, 15.9359179 49.5597344)",,,,,,
22884840,True,Hutařova,residential,False,14.746,"LINESTRING (15.9402147 49.5589239, 15.9402097 49.5588692, 15.9402221 49.5587918)",,,,,,
25815148,False,Sadová,residential,False,91.601,"LINESTRING (15.9402147 49.5589239, 15.940117 49.5589329, 15.9389575 49.5590404)",,,,,,
28756694,False,Dr. Drože,residential,True,145.32100000000003,"LINESTRING (15.9357092 49.5666612, 15.9360105 49.5663042, 15.9364643 49.565678, 15.9367488 49.565582)",,,,,,
39838819,False,1. máje,residential,True,109.78899999999999,"LINESTRING (15.9328165 49.5616681, 15.9335785 49.5612876, 15.9340722 49.5611154)",,,,,,
510541601,False,Malá,residential,False,102.90100000000001,"LINESTRING (15.9328165 49.5616681, 15.9328654 49.5617087, 15.9329267 49.5617394, 15.9332859 49.5618524, 15.9334863 49.5619278, 15.9335845 49.5619776, 15.933739 49.5620559, 15.9339655 49.5622009)",,,,,,
22885232,False,U Jezu,residential,False,96.833,"LINESTRING (15.9339655 49.5622009, 15.9333326 49.5626222, 15.9330756 49.5627933, 15.9330285 49.5628246)",,,,,,
22885232,False,U Jezu,residential,True,132.58,"LINESTRING (15.9339655 49.5622009, 15.9341317 49.5620996, 15.9342641 49.5619921, 15.934297 49.5619002, 15.9343105 49.5618329, 15.9342931 49.5617361, 15.9341031 49.5613485, 15.934043 49.5611733, 15.9340722 49.5611154)",,,,,,
