osmid,name,highway,oneway,reversed,length,ref,maxspeed,access,geometry,bridge
993291605,Bezručova,residential,False,False,189.538,,,,"LINESTRING (18.767284 49.5794267, 18.7697581 49.580003)",
993291605,Bezručova,residential,False,True,54.836,,,,"LINESTRING (18.767284 49.5794267, 18.7665659 49.5792642)",
163976353,Lesní,residential,False,True,498.132,,,,"LINESTRING (18.767284 49.5794267, 18.7675631 49.5790074, 18.767959 49.5787602, 18.7683696 49.578662, 18.7688122 49.5786397, 18.7692212 49.5786022, 18.7694644 49.5785689, 18.7697102 49.5785033, 18.7699714 49.578398, 18.7702074 49.5782785, 18.7705545 49.5779774, 18.7707304 49.577559, 18.7707954 49.5765319, 18.7708528 49.5764031, 18.7709315 49.5762851)",
37013378,Nádražní,residential,False,True,68.47,,,,"LINESTRING (18.7651387 49.5798948, 18.7660393 49.5800902)",
37013378,Nádražní,residential,False,False,114.379,,,,"LINESTRING (18.7651387 49.5798948, 18.7650898 49.5797966, 18.765124 49.5795906, 18.7658034 49.5790233)",
55413233,Nádražní,residential,False,True,21.232,,,,"LINESTRING (18.7651387 49.5798948, 18.7651023 49.5799426, 18.7650965 49.5800096, 18.765119 49.5800786)",
37013378,Nádražní,residential,False,True,114.379,,,,"LINESTRING (18.7658034 49.5790233, 18.765124 49.5795906, 18.7650898 49.5797966, 18.7651387 49.5798948)",
41815515,Bělá,residential,False,True,346.244,,,,"LINESTRING (18.7586242 49.5744963, 18.7588538 49.574739, 18.7591801 49.5750838, 18.7597141 49.5754953, 18.7599329 49.5758019, 18.7603356 49.5762304, 18.7603181 49.5763638, 18.7595458 49.5771275)",
41815516,,residential,False,False,85.675,,,,"LINESTRING (18.7605474 49.5753716, 18.760768 49.5753216, 18.7609255 49.5753285, 18.7610796 49.5753988, 18.7612547 49.5754829, 18.7614753 49.5755283, 18.7616124 49.5754762)",
211170516,Bělá,residential,False,False,83.38300000000001,,50,,"LINESTRING (18.7586081 49.5767008, 18.7590185 49.5768435, 18.7593484 49.5769861, 18.7594396 49.577047, 18.7595458 49.5771275)",
211170516,Bělá,residential,False,True,69.602,,50,,"LINESTRING (18.7586081 49.5767008, 18.7584847 49.5767026, 18.7583613 49.5767165, 18.758238 49.5767652, 18.7580475 49.5768713, 18.757771 49.5769772)",
41815515,Bělá,residential,False,False,346.244,,,,"LINESTRING (18.7595458 49.5771275, 18.7603181 49.5763638, 18.7603356 49.5762304, 18.7599329 49.5758019, 18.7597141 49.5754953, 18.7591801 49.5750838, 18.7588538 49.574739, 18.7586242 49.5744963)",
211170516,Bělá,residential,False,False,75.551,,50,,"LINESTRING (18.7595458 49.5771275, 18.7596676 49.5773704, 18.7597829 49.5774696, 18.7599465 49.5775565, 18.7601486 49.5776529)",
211170516,Bělá,residential,False,True,83.383,,50,,"LINESTRING (18.7595458 49.5771275, 18.7594396 49.577047, 18.7593484 49.5769861, 18.7590185 49.5768435, 18.7586081 49.5767008)",
49152111,Mlýnská,residential,False,True,88.555,,,,"LINESTRING (18.7667488 49.5771322, 18.7667028 49.5770877, 18.7662193 49.5766202, 18.7659873 49.5767189)",
232185622,Bukovecká,secondary,False,False,77.583,01149,,,"LINESTRING (18.7667488 49.5771322, 18.7664282 49.5772752, 18.7661935 49.5774049, 18.7659392 49.5775867)",
232185622,Bukovecká,secondary,False,True,227.28999999999996,01149,,,"LINESTRING (18.7667488 49.5771322, 18.767009 49.5770279, 18.7680825 49.5765716, 18.7681398 49.5765473, 18.7686395 49.5763417, 18.7688206 49.5762347, 18.7689452 49.5761312, 18.7692121 49.5758922)",
37012886,Polní,residential,False,False,132.25900000000001,,,,"LINESTRING (18.762985 49.5724438, 18.7630431 49.572618, 18.7633724 49.5736064)",
49133234,Polní,residential,False,False,37.402,,,,"LINESTRING (18.762864 49.5736731, 18.7633724 49.5736064)",
49133824,Mariánské náměstí,residential,True,False,9.638,,,,"LINESTRING (18.7635213 49.5762655, 18.763435 49.5762555, 18.7633897 49.5762503)",
49133825,Mariánské náměstí,residential,True,False,24.628,,,,"LINESTRING (18.7635213 49.5762655, 18.7635281 49.5761978, 18.7636509 49.5760664)",
178609509,Mariánské náměstí,residential,True,False,16.497,,,,"LINESTRING (18.7645785 49.5765687, 18.7644577 49.5766947)",
49133823,Mariánské náměstí,residential,False,True,88.04,,,,"LINESTRING (18.7645785 49.5765687, 18.7642385 49.5763117, 18.7636509 49.5760664)",
590033114,Čs. armády,residential,False,False,155.453,,,,"LINESTRING (18.7650988 49.5762575, 18.7669611 49.5755531)",
37012887,Lipová,residential,False,True,132.787,,,,"LINESTRING (18.7650988 49.5762575, 18.7649814 49.5760994, 18.7649597 49.5760502, 18.7649922 49.5759581, 18.7648894 49.5758116, 18.7652259 49.5756641, 18.7650505 49.575455, 18.7648953 49.5752699)",
49152111,Mlýnská,residential,False,False,82.313,,,,"LINESTRING (18.7650988 49.5762575, 18.7651993 49.5763343, 18.7659873 49.5767189)",
49152110,,residential,False,False,73.349,,,,"LINESTRING (18.7659873 49.5767189, 18.7659806 49.5767843, 18.7657163 49.5770453, 18.7654555 49.5772708)",
49152111,Mlýnská,residential,False,False,88.55499999999999,,,,"LINESTRING (18.7659873 49.5767189, 18.7662193 49.5766202, 18.7667028 49.5770877, 18.7667488 49.5771322)",
49152111,Mlýnská,residential,False,True,82.313,,,,"LINESTRING (18.7659873 49.5767189, 18.7651993 49.5763343, 18.7650988 49.5762575)",
49152110,,residential,False,True,73.349,,,,"LINESTRING (18.7654555 49.5772708, 18.7657163 49.5770453, 18.7659806 49.5767843, 18.7659873 49.5767189)",
55413232,Bělá,residential,False,True,275.618,,,,"LINESTRING (18.757771 49.5769772, 18.7580519 49.5774842, 18.7575938 49.5786087, 18.7586118 49.5790184)",
211170516,Bělá,residential,False,False,69.60199999999999,,50,,"LINESTRING (18.757771 49.5769772, 18.7580475 49.5768713, 18.758238 49.5767652, 18.7583613 49.5767165, 18.7584847 49.5767026, 18.7586081 49.5767008)",
55413233,Nádražní,residential,False,False,21.232,,,,"LINESTRING (18.765119 49.5800786, 18.7650965 49.5800096, 18.7651023 49.5799426, 18.7651387 49.5798948)",
178609516,Bělá,residential,False,True,82.562,,,,"LINESTRING (18.7626152 49.5772623, 18.7625435 49.5773374, 18.762507 49.5774667, 18.7625446 49.5776203, 18.7626074 49.5777011, 18.7625689 49.5779767)",
87556378,Bělá,residential,False,True,71.85,,,,"LINESTRING (18.7633839 49.5783198, 18.7630965 49.5781412, 18.7628959 49.5780344, 18.7625689 49.5779767)",
88982834,Zahradní,residential,False,False,132.975,,,,"LINESTRING (18.770328 49.5741537, 18.7689127 49.5749204)",
178609500,Zahradní,residential,False,True,86.11,,,,"LINESTRING (18.770328 49.5741537, 18.7695395 49.5735721)",
178609500,Zahradní,residential,False,False,27.625999999999998,,,,"LINESTRING (18.770328 49.5741537, 18.7704541 49.5742172, 18.770592 49.5742558, 18.7706593 49.5742746)",
88982834,Zahradní,residential,False,True,132.975,,,,"LINESTRING (18.7689127 49.5749204, 18.770328 49.5741537)",
993291605,Bezručova,residential,False,False,35.327,,,,"LINESTRING (18.7697581 49.580003, 18.7702282 49.5800926)",
993291605,Bezručova,residential,False,True,189.538,,,,"LINESTRING (18.7697581 49.580003, 18.767284 49.5794267)",
"[37013376, 37013374]",Bezručova,residential,False,True,374.711,,,yes,"LINESTRING (18.7697581 49.580003, 18.7697983 49.5801253, 18.7697791 49.580236, 18.7696238 49.5805435, 18.7694017 49.5809766, 18.7660393 49.5800902)",
178609512,Kamiynica,residential,False,False,98.962,,,,"LINESTRING (18.7628239 49.5770542, 18.7629393 49.576903, 18.7629973 49.5767516, 18.7630961 49.5765631, 18.7633897 49.5762503)",
513227756,Dukelská,secondary,False,False,48.595,474,50,,"LINESTRING (18.7622701 49.5748805, 18.7626243 49.5752523)",
513227756,Dukelská,secondary,False,True,121.53299999999999,474,50,,"LINESTRING (18.7622701 49.5748805, 18.7620691 49.5746658, 18.7619106 49.5744981, 18.7613909 49.573948)",
570634528,,residential,False,False,28.016999999999996,,,no,"LINESTRING (18.7622701 49.5748805, 18.7623086 49.5748662, 18.7623396 49.5748546, 18.7626065 49.5747544)",
570634528,,residential,False,True,28.016999999999996,,,no,"LINESTRING (18.7626065 49.5747544, 18.7623396 49.5748546, 18.7623086 49.5748662, 18.7622701 49.5748805)",
616388452,Mariánské náměstí,secondary,False,False,18.576,474,50,,"LINESTRING (18.7643053 49.57656, 18.7644577 49.5766947)",
49133824,Mariánské náměstí,residential,True,False,65.934,,,,"LINESTRING (18.7643053 49.57656, 18.7642269 49.576556, 18.7635213 49.5762655)",
122622599,Mariánské náměstí,secondary,False,True,72.719,474,50,,"LINESTRING (18.7643053 49.57656, 18.7641166 49.5763782, 18.7638907 49.5762083, 18.7636509 49.5760664)",
"[122622591, 481369684, 178609495]",Nádražní,secondary,False,"[False, True]",105.19699999999999,474,50,,"LINESTRING (18.7654594 49.5773786, 18.7654338 49.5773675, 18.7649931 49.5771073, 18.7647675 49.5769472, 18.7645821 49.5767988, 18.764539 49.5767644, 18.7645134 49.5767445, 18.7644577 49.5766947)",
481369684,Nádražní,secondary,False,True,41.619,474,50,,"LINESTRING (18.7654594 49.5773786, 18.7656721 49.5774709, 18.7659392 49.5775867)",
603881230,,residential,False,False,28.083,,,,"LINESTRING (18.7654594 49.5773786, 18.7654248 49.5774196, 18.765272 49.5776)",
"[603881229, 603881230]",,residential,False,"[False, True]",150.299,,,,"LINESTRING (18.765272 49.5776, 18.765209 49.5776383, 18.7650387 49.5780835, 18.7651876 49.5781609, 18.7652452 49.5781339, 18.7655644 49.5778992, 18.765272 49.5776)",
"[603881229, 603881230]",,residential,False,"[False, True]",150.299,,,,"LINESTRING (18.765272 49.5776, 18.7655644 49.5778992, 18.7652452 49.5781339, 18.7651876 49.5781609, 18.7650387 49.5780835, 18.765209 49.5776383, 18.765272 49.5776)",
603881230,,residential,False,True,28.083,,,,"LINESTRING (18.765272 49.5776, 18.7654248 49.5774196, 18.7654594 49.5773786)",
