osmid,highway,maxspeed,junction,oneway,reversed,length,geometry,ref,name,bridge
"[156050364, 474942621]",tertiary,50,,False,True,212.19600000000003,"LINESTRING (13.7725273 49.860117, 13.7703847 49.8594444, 13.7702279 49.8594044, 13.7698885 49.8593211, 13.7698458 49.8593114)",2352,Masarykovo náměstí,
490726132,residential,50,,False,True,104.33,"LINESTRING (13.7725273 49.860117, 13.7725809 49.8600417, 13.7725857 49.860035, 13.7725921 49.860026, 13.772836 49.8596832, 13.7731342 49.8592642)",,Majerové,
154609533,unclassified,90,,False,False,136.51600000000002,"LINESTRING (13.7770823 49.8574052, 13.7770507 49.8573585, 13.7770223 49.8573098, 13.7770078 49.8572715, 13.7769983 49.8572237, 13.7769942 49.8571408, 13.7770001 49.8570019, 13.7770189 49.8568674, 13.7770477 49.8567329, 13.7770698 49.8566616, 13.7770917 49.8565919, 13.7771185 49.8564934, 13.7771325 49.8563622, 13.7771589 49.856194)",,V Ječništích,
"[43311618, 477070452]",tertiary,"['90', '50']",,False,False,435.93499999999995,"LINESTRING (13.7770823 49.8574052, 13.7770558 49.8574513, 13.7770426 49.8574968, 13.7770343 49.8575439, 13.7770427 49.8586846, 13.7771637 49.859472, 13.7772223 49.8596733, 13.7773519 49.8601541, 13.7773863 49.8603476, 13.7773893 49.8605645, 13.7771472 49.8611071, 13.777096 49.8611849, 13.7770402 49.8612696)",2353,Zámostí,
557040427,residential,50,,True,False,105.568,"LINESTRING (13.7699526 49.8548166, 13.7698893 49.8549798, 13.7698076 49.8551431, 13.7695719 49.8555634, 13.769562 49.855597, 13.7695538 49.85564, 13.7695639 49.8556772, 13.7695795 49.8557235)",,Divadelní,
557039345,residential,50,,False,False,63.324999999999996,"LINESTRING (13.7695795 49.8557235, 13.7696083 49.855772, 13.769655 49.8558604, 13.769687 49.8559378, 13.7697599 49.8561774, 13.7697528 49.8562772)",,Divadelní,
415548301,residential,50,,False,False,72.075,"LINESTRING (13.7654399 49.8621891, 13.7646143 49.8625591)",,Ke Hřišti,
415548301,residential,50,,False,True,118.416,"LINESTRING (13.7654399 49.8621891, 13.7667855 49.8615713)",,Ke Hřišti,
42776378,residential,50,,False,False,121.695,"LINESTRING (13.7654399 49.8621891, 13.7662662 49.8630571, 13.7663279 49.8631219)",,Palivcova,
415548301,residential,50,,False,True,72.075,"LINESTRING (13.7646143 49.8625591, 13.7654399 49.8621891)",,Ke Hřišti,
53890844,residential,50,,False,True,128.591,"LINESTRING (13.7646143 49.8625591, 13.7655208 49.8634879, 13.7655752 49.8635355)",,Heberova,
"[125956147, 42776373]",living_street,20,,False,False,87.773,"LINESTRING (13.7679214 49.8582804, 13.7678089 49.8581375, 13.7673899 49.8582415, 13.7668731 49.8583076)",,Pod Zámkem,
415121052,living_street,20,,False,True,32.075,"LINESTRING (13.7679214 49.8582804, 13.7680336 49.8583365, 13.7682495 49.8584758)",,Pod Zámkem,
415548297,living_street,20,,False,False,65.853,"LINESTRING (13.7679214 49.8582804, 13.7676793 49.8583484, 13.7672717 49.8585225, 13.7671882 49.8586147)",,Karla Vokáče,
415548302,living_street,20,,False,True,52.689,"LINESTRING (13.7679214 49.8582804, 13.7680595 49.8582491, 13.7685569 49.8580462)",,Karla Vokáče,
474942624,living_street,20,,False,False,13.153,"LINESTRING (13.7671882 49.8586147, 13.7670189 49.8586603)",,Podhradí,
42776372,living_street,20,,False,False,88.295,"LINESTRING (13.7671882 49.8586147, 13.7671276 49.8587331, 13.7669619 49.8590449, 13.7668012 49.8593685)",,Karla Vokáče,
415548297,living_street,20,,False,True,65.853,"LINESTRING (13.7671882 49.8586147, 13.7672717 49.8585225, 13.7676793 49.8583484, 13.7679214 49.8582804)",,Karla Vokáče,
"[154748649, 27250346]",tertiary,50,,False,False,28.165999999999997,"LINESTRING (13.7697528 49.8562772, 13.7696847 49.8562933, 13.769618 49.8563009, 13.7695491 49.8563056, 13.7694928 49.8563019, 13.7694323 49.8562949, 13.7693695 49.8562834)",2351,Tyršova,
474942627,secondary,50,,False,False,191.37700000000004,"LINESTRING (13.7697528 49.8562772, 13.7696273 49.8561285, 13.7694378 49.8559356, 13.7687782 49.8552959, 13.7686979 49.8552166, 13.7686415 49.8551546, 13.7685943 49.8550941, 13.7685514 49.8550268, 13.7685061 49.8549389, 13.7684385 49.8547895)",235,Sládkova,
557039345,residential,50,,False,True,63.324999999999996,"LINESTRING (13.7697528 49.8562772, 13.7697599 49.8561774, 13.769687 49.8559378, 13.769655 49.8558604, 13.7696083 49.855772, 13.7695795 49.8557235)",,Divadelní,
"[474942626, 557057034]",secondary,50,,False,"[False, True]",105.91199999999999,"LINESTRING (13.7697528 49.8562772, 13.7698127 49.856363, 13.7698612 49.8564458, 13.7699021 49.8565297, 13.7699316 49.8566106, 13.7699533 49.8566977, 13.7699669 49.8567744, 13.7699724 49.8568688, 13.7699619 49.8569528, 13.7699381 49.8570339, 13.7698657 49.8571996)",235,Sládkova,
42776371,residential,50,,False,True,65.801,"LINESTRING (13.7710711 49.8579258, 13.7707726 49.8584854)",,Zdeňka Nejedlého,
42776371,residential,50,,False,False,122.67999999999999,"LINESTRING (13.7710711 49.8579258, 13.7711049 49.8578624, 13.7716277 49.8568825)",,Zdeňka Nejedlého,
42776371,residential,50,,False,False,65.801,"LINESTRING (13.7707726 49.8584854, 13.7710711 49.8579258)",,Zdeňka Nejedlého,
204738942,residential,50,,False,True,42.507,"LINESTRING (13.7707726 49.8584854, 13.7702392 49.8583184)",,Československé armády,
204738942,residential,50,,False,False,190.16100000000003,"LINESTRING (13.7707726 49.8584854, 13.7717979 49.8588153, 13.773002 49.8592198, 13.7731342 49.8592642)",,Československé armády,
"[474948497, 42776372]","['living_street', 'residential']","['20', '50']",,False,False,258.88599999999997,"LINESTRING (13.7668012 49.8593685, 13.7670555 49.8596771, 13.767176 49.8599723, 13.7672865 49.860267, 13.7673209 49.8605208, 13.7672964 49.8606754, 13.767241 49.8608387, 13.7669769 49.8612015, 13.7668673 49.8613901, 13.7668345 49.8615114, 13.7667855 49.8615713)",,Karla Vokáče,
42776372,living_street,20,,False,True,88.295,"LINESTRING (13.7668012 49.8593685, 13.7669619 49.8590449, 13.7671276 49.8587331, 13.7671882 49.8586147)",,Karla Vokáče,
"[474942624, 42776375]",living_street,20,,False,True,94.082,"LINESTRING (13.7668012 49.8593685, 13.7666452 49.8593219, 13.7665972 49.8592764, 13.7666812 49.8591323, 13.7667652 49.8590008, 13.7668726 49.8588452, 13.7669527 49.8586953, 13.7669923 49.8586732, 13.7670189 49.8586603)",,Podhradí,
42776371,residential,50,,False,True,122.67999999999999,"LINESTRING (13.7716277 49.8568825, 13.7711049 49.8578624, 13.7710711 49.8579258)",,Zdeňka Nejedlého,
42776370,residential,50,,True,False,256.03,"LINESTRING (13.7731342 49.8592642, 13.7734399 49.858874, 13.7734448 49.8587663, 13.7733858 49.8586998, 13.7710711 49.8579258)",,Majerové,
204738942,residential,50,,False,False,189.976,"LINESTRING (13.7731342 49.8592642, 13.773397 49.8593496, 13.7744132 49.8596797, 13.7747057 49.8597747, 13.774984 49.8598419, 13.7752489 49.8599059, 13.7755344 49.8599844)",,Československé armády,
204738942,residential,50,,False,True,190.161,"LINESTRING (13.7731342 49.8592642, 13.773002 49.8592198, 13.7717979 49.8588153, 13.7707726 49.8584854)",,Československé armády,
490726132,residential,50,,False,False,104.33,"LINESTRING (13.7731342 49.8592642, 13.772836 49.8596832, 13.7725921 49.860026, 13.7725857 49.860035, 13.7725809 49.8600417, 13.7725273 49.860117)",,Majerové,
204738942,residential,50,,False,True,189.976,"LINESTRING (13.7755344 49.8599844, 13.7752489 49.8599059, 13.774984 49.8598419, 13.7747057 49.8597747, 13.7744132 49.8596797, 13.773397 49.8593496, 13.7731342 49.8592642)",,Československé armády,
"[43311616, 474596314, 43311615]",tertiary,50,,False,False,83.36099999999999,"LINESTRING (13.7748431 49.860759, 13.7753768 49.8608888, 13.7756937 49.860963, 13.7759331 49.8610203)",2352,Masarykovo náměstí,yes
474942621,tertiary,50,,False,True,167.619,"LINESTRING (13.7748431 49.860759, 13.7736987 49.8604659, 13.7726959 49.8601637)",2352,Masarykovo náměstí,
"[490725452, 490725454]",residential,50,,False,True,130.625,"LINESTRING (13.7748431 49.860759, 13.7748165 49.8607988, 13.7748074 49.8608124, 13.7747981 49.8608263, 13.7747204 49.8609426, 13.7745878 49.8610629, 13.7742548 49.8612513, 13.7738346 49.8614508, 13.7735859 49.8615789)",,Pujmanové,
490725453,living_street,20,,False,True,47.087,"LINESTRING (13.7727854 49.8613446, 13.7722959 49.861627)",,Pujmanové,
490725452,residential,50,,False,False,63.247,"LINESTRING (13.7727854 49.8613446, 13.7733158 49.8614744, 13.7735859 49.8615789)",,Pujmanové,
"[490725451, 490725452]",residential,50,,False,True,69.929,"LINESTRING (13.7727854 49.8613446, 13.7726893 49.861316, 13.7721554 49.8611572, 13.7718996 49.8610811)",,Pujmanové,
415548301,residential,50,,False,False,118.416,"LINESTRING (13.7667855 49.8615713, 13.7654399 49.8621891)",,Ke Hřišti,
474948497,residential,50,,False,False,86.743,"LINESTRING (13.7667855 49.8615713, 13.766794 49.862012, 13.7668456 49.8621274, 13.767036 49.8623091)",,Karla Vokáče,
"[474948497, 42776372]","['residential', 'living_street']","['20', '50']",,False,True,258.886,"LINESTRING (13.7667855 49.8615713, 13.7668345 49.8615114, 13.7668673 49.8613901, 13.7669769 49.8612015, 13.767241 49.8608387, 13.7672964 49.8606754, 13.7673209 49.8605208, 13.7672865 49.860267, 13.767176 49.8599723, 13.7670555 49.8596771, 13.7668012 49.8593685)",,Karla Vokáče,
"[490729385, 415548300]",residential,50,,False,True,128.951,"LINESTRING (13.7667855 49.8615713, 13.7662931 49.8614227, 13.7661081 49.8613704, 13.7657389 49.8612619, 13.7653586 49.8611578, 13.7651373 49.8611081)",,Karla Vokáče,
42776391,living_street,20,,False,False,124.19999999999999,"LINESTRING (13.7735859 49.8615789, 13.7729622 49.8619271, 13.7728346 49.8619588, 13.7726872 49.8619366, 13.7722959 49.861627)",,Pujmanové,
474900850,living_street,20,,False,False,130.475,"LINESTRING (13.7735859 49.8615789, 13.7736645 49.8616644, 13.7737087 49.861848, 13.7736301 49.8620094, 13.7734337 49.8623197, 13.7733679 49.8623579, 13.7732919 49.862352, 13.7729546 49.8621796)",,Pujmanové,
"[490725452, 490725454]",residential,50,,False,False,130.625,"LINESTRING (13.7735859 49.8615789, 13.7738346 49.8614508, 13.7742548 49.8612513, 13.7745878 49.8610629, 13.7747204 49.8609426, 13.7747981 49.8608263, 13.7748074 49.8608124, 13.7748165 49.8607988, 13.7748431 49.860759)",,Pujmanové,
490725452,residential,50,,False,True,63.247,"LINESTRING (13.7735859 49.8615789, 13.7733158 49.8614744, 13.7727854 49.8613446)",,Pujmanové,
490725453,living_street,20,,False,False,47.087,"LINESTRING (13.7722959 49.861627, 13.7727854 49.8613446)",,Pujmanové,
490725453,living_street,20,,False,True,35.825,"LINESTRING (13.7722959 49.861627, 13.7719234 49.8618418)",,Pujmanové,
42776391,living_street,20,,False,True,124.19999999999999,"LINESTRING (13.7722959 49.861627, 13.7726872 49.8619366, 13.7728346 49.8619588, 13.7729622 49.8619271, 13.7735859 49.8615789)",,Pujmanové,
53890844,residential,50,,False,False,128.591,"LINESTRING (13.7655752 49.8635355, 13.7655208 49.8634879, 13.7646143 49.8625591)",,Heberova,
474942621,tertiary,50,,False,True,13.154,"LINESTRING (13.7726959 49.8601637, 13.7725273 49.860117)",2352,Masarykovo náměstí,
126028873,residential,50,,False,True,116.91000000000001,"LINESTRING (13.7726959 49.8601637, 13.7726328 49.8602406, 13.7726194 49.860257, 13.7724601 49.8604514, 13.7719125 49.8610667, 13.7718996 49.8610811)",,Václava Vačkáře,
474942621,tertiary,50,,False,False,167.619,"LINESTRING (13.7726959 49.8601637, 13.7736987 49.8604659, 13.7748431 49.860759)",2352,Masarykovo náměstí,
42776389,residential,50,,False,True,228.38400000000001,"LINESTRING (13.7718996 49.8610811, 13.770934 49.8607938, 13.770721 49.8607397, 13.7698874 49.8605096, 13.7695475 49.8604117, 13.769131 49.8603204, 13.7690633 49.8603057, 13.7689844 49.8602628)",,Pujmanové,
126028873,residential,50,,False,False,116.91000000000003,"LINESTRING (13.7718996 49.8610811, 13.7719125 49.8610667, 13.7724601 49.8604514, 13.7726194 49.860257, 13.7726328 49.8602406, 13.7726959 49.8601637)",,Václava Vačkáře,
"[490725451, 490725452]",residential,50,,False,False,69.929,"LINESTRING (13.7718996 49.8610811, 13.7721554 49.8611572, 13.7726893 49.861316, 13.7727854 49.8613446)",,Pujmanové,
43311617,tertiary,50,,False,True,30.551,"LINESTRING (13.7774417 49.8613618, 13.7770402 49.8612696)",2352,Zámostí,
27250347,residential,50,,False,True,23.18,"LINESTRING (13.7690464 49.8562916, 13.7693695 49.8562834)",,Muchova,
27250347,residential,50,,False,False,23.18,"LINESTRING (13.7693695 49.8562834, 13.7690464 49.8562916)",,Muchova,
"[154748649, 27250346]",tertiary,50,,False,True,28.166,"LINESTRING (13.7693695 49.8562834, 13.7694323 49.8562949, 13.7694928 49.8563019, 13.7695491 49.8563056, 13.769618 49.8563009, 13.7696847 49.8562933, 13.7697528 49.8562772)",2351,Tyršova,
42776378,residential,50,,False,True,121.695,"LINESTRING (13.7663279 49.8631219, 13.7662662 49.8630571, 13.7654399 49.8621891)",,Palivcova,
555000721,secondary,50,,False,False,377.527,"LINESTRING (13.7663279 49.8631219, 13.7670422 49.8626191, 13.7676319 49.862172, 13.7679614 49.8618793, 13.7686024 49.8611529, 13.7687476 49.8609698, 13.7688278 49.8607712, 13.7689844 49.8602628)",235,Bezručova,
154609533,unclassified,90,,False,True,136.516,"LINESTRING (13.7771589 49.856194, 13.7771325 49.8563622, 13.7771185 49.8564934, 13.7770917 49.8565919, 13.7770698 49.8566616, 13.7770477 49.8567329, 13.7770189 49.8568674, 13.7770001 49.8570019, 13.7769942 49.8571408, 13.7769983 49.8572237, 13.7770078 49.8572715, 13.7770223 49.8573098, 13.7770507 49.8573585, 13.7770823 49.8574052)",,V Ječništích,
"[43311616, 474596314, 43311615]",tertiary,50,,False,True,83.36099999999999,"LINESTRING (13.7759331 49.8610203, 13.7756937 49.860963, 13.7753768 49.8608888, 13.7748431 49.860759)",2352,Masarykovo náměstí,yes
204738938,residential,50,,False,True,114.78899999999999,"LINESTRING (13.7759331 49.8610203, 13.7759338 49.8610871, 13.775935 49.861211, 13.775933 49.8615436, 13.7759534 49.8616738, 13.7759835 49.8617562, 13.7761234 49.8620355)",,Šrámkova,
474522157,tertiary,50,,False,False,84.075,"LINESTRING (13.7759331 49.8610203, 13.7762682 49.8611005, 13.7764615 49.861145, 13.7766722 49.8611935, 13.7770402 49.8612696)",2352,Zámostí,
"[490729385, 415548300]",residential,50,,False,False,128.951,"LINESTRING (13.7651373 49.8611081, 13.7653586 49.8611578, 13.7657389 49.8612619, 13.7661081 49.8613704, 13.7662931 49.8614227, 13.7667855 49.8615713)",,Karla Vokáče,
161120982,residential,50,,False,False,157.24099999999999,"LINESTRING (13.7761234 49.8620355, 13.7761593 49.8621217, 13.7761858 49.8621851, 13.7761831 49.8622914, 13.7761452 49.8623959, 13.7761858 49.862483, 13.7773356 49.8630846)",,Šrámkova,
204738938,residential,50,,False,False,114.789,"LINESTRING (13.7761234 49.8620355, 13.7759835 49.8617562, 13.7759534 49.8616738, 13.775933 49.8615436, 13.775935 49.861211, 13.7759338 49.8610871, 13.7759331 49.8610203)",,Šrámkova,
474948497,residential,50,,False,True,11.553,"LINESTRING (13.7671262 49.8623952, 13.767036 49.8623091)",,Karla Vokáče,
161120982,residential,50,,False,True,157.24099999999999,"LINESTRING (13.7773356 49.8630846, 13.7761858 49.862483, 13.7761452 49.8623959, 13.7761831 49.8622914, 13.7761858 49.8621851, 13.7761593 49.8621217, 13.7761234 49.8620355)",,Šrámkova,
125956147,living_street,20,,False,False,55.066,"LINESTRING (13.7668731 49.8583076, 13.7665547 49.858331, 13.7661146 49.858384)",,Pod Zámkem,
"[125956147, 42776373]",living_street,20,,False,True,87.77300000000001,"LINESTRING (13.7668731 49.8583076, 13.7673899 49.8582415, 13.7678089 49.8581375, 13.7679214 49.8582804)",,Pod Zámkem,
500201377,living_street,20,,False,True,56.876,"LINESTRING (13.7668731 49.8583076, 13.7666868 49.8585476, 13.7668589 49.8586122, 13.7669729 49.858639, 13.7670189 49.8586603)",,Podhradí,
474605395,residential,50,,False,False,16.197,"LINESTRING (13.767036 49.8623091, 13.7672282 49.8622325)",,,
474948497,residential,50,,False,False,11.553,"LINESTRING (13.767036 49.8623091, 13.7671262 49.8623952)",,Karla Vokáče,
474948497,residential,50,,False,True,86.743,"LINESTRING (13.767036 49.8623091, 13.7668456 49.8621274, 13.766794 49.862012, 13.7667855 49.8615713)",,Karla Vokáče,
474605395,residential,50,,False,True,16.197,"LINESTRING (13.7672282 49.8622325, 13.767036 49.8623091)",,,
415548302,living_street,20,,False,False,52.689,"LINESTRING (13.7685569 49.8580462, 13.7680595 49.8582491, 13.7679214 49.8582804)",,Karla Vokáče,
415548302,living_street,20,,False,True,144.26999999999998,"LINESTRING (13.7685569 49.8580462, 13.7690514 49.8577777, 13.7693653 49.8575232, 13.7696241 49.8571643, 13.7697927 49.8571891, 13.7698657 49.8571996)",,Karla Vokáče,
474900852,living_street,20,,False,False,52.607,"LINESTRING (13.7685569 49.8580462, 13.7684788 49.8581543, 13.7683518 49.8583341, 13.7682495 49.8584758)",,,
415121052,living_street,20,,False,False,32.075,"LINESTRING (13.7682495 49.8584758, 13.7680336 49.8583365, 13.7679214 49.8582804)",,Pod Zámkem,
"[415121052, 125956150, 474948495]","['living_street', 'residential']","['20', '50']",,False,"[False, True]",117.176,"LINESTRING (13.7682495 49.8584758, 13.7684152 49.8585907, 13.7685312 49.8586739, 13.768506 49.8587101, 13.7684351 49.8588115, 13.7683756 49.8589027, 13.7684551 49.8589348, 13.7689784 49.8589075, 13.7690694 49.8588941, 13.7691235 49.8588861, 13.7691849 49.8588785)",,Pod Zámkem,
474900852,living_street,20,,False,True,52.607,"LINESTRING (13.7682495 49.8584758, 13.7683518 49.8583341, 13.7684788 49.8581543, 13.7685569 49.8580462)",,,
474942624,living_street,20,,False,True,13.153,"LINESTRING (13.7670189 49.8586603, 13.7671882 49.8586147)",,Podhradí,
"[474942624, 42776375]",living_street,20,,False,False,94.08200000000001,"LINESTRING (13.7670189 49.8586603, 13.7669923 49.8586732, 13.7669527 49.8586953, 13.7668726 49.8588452, 13.7667652 49.8590008, 13.7666812 49.8591323, 13.7665972 49.8592764, 13.7666452 49.8593219, 13.7668012 49.8593685)",,Podhradí,
500201377,living_street,20,,False,False,56.876,"LINESTRING (13.7670189 49.8586603, 13.7669729 49.858639, 13.7668589 49.8586122, 13.7666868 49.8585476, 13.7668731 49.8583076)",,Podhradí,
490725453,living_street,20,,False,False,35.825,"LINESTRING (13.7719234 49.8618418, 13.7722959 49.861627)",,Pujmanové,
474900850,living_street,20,,False,True,130.475,"LINESTRING (13.7729546 49.8621796, 13.7732919 49.862352, 13.7733679 49.8623579, 13.7734337 49.8623197, 13.7736301 49.8620094, 13.7737087 49.861848, 13.7736645 49.8616644, 13.7735859 49.8615789)",,Pujmanové,
125956147,living_street,20,,False,True,55.066,"LINESTRING (13.7661146 49.858384, 13.7665547 49.858331, 13.7668731 49.8583076)",,Pod Zámkem,
204738942,residential,50,,False,False,42.507,"LINESTRING (13.7702392 49.8583184, 13.7707726 49.8584854)",,Československé armády,
