osmid,oneway,name,highway,reversed,length,geometry,lanes,maxspeed,bridge,junction,access,width
207959673,False,Československé armády,tertiary,True,66.607,"LINESTRING (15.8350741 50.2123129, 15.835608 50.2122839, 15.8360003 50.2122332)",2,,,,,
"[169310634, 473630850, 1014446535]",False,Československé armády,tertiary,False,277.47800000000007,"LINESTRING (15.8350741 50.2123129, 15.8346712 50.2122895, 15.83424 50.2122403, 15.8336166 50.2121214, 15.8329372 50.2119919, 15.8326588 50.2119353, 15.8322848 50.2118558, 15.8316924 50.2117323, 15.8316056 50.2117142, 15.8315836 50.2117096, 15.8313233 50.2116553)","['2', '3']",,,,,
28922068,False,Divišova,tertiary,False,71.696,"LINESTRING (15.8313233 50.2116553, 15.8311404 50.2117256, 15.8306934 50.2121457)",4,,,,,
"[169310634, 473630850, 1014446535]",False,Československé armády,tertiary,True,277.478,"LINESTRING (15.8313233 50.2116553, 15.8315836 50.2117096, 15.8316056 50.2117142, 15.8316924 50.2117323, 15.8322848 50.2118558, 15.8326588 50.2119353, 15.8329372 50.2119919, 15.8336166 50.2121214, 15.83424 50.2122403, 15.8346712 50.2122895, 15.8350741 50.2123129)","['2', '3']",,,,,
"[1046886850, 207959677]",False,Československé armády,tertiary,False,140.145,"LINESTRING (15.8313233 50.2116553, 15.8308267 50.2112154, 15.8306824 50.2110878, 15.8306163 50.2110293, 15.8303763 50.2108172, 15.8301824 50.2106282)",2,,,,,
"[180205018, 1073755893, 1014380958]",False,Československé armády,tertiary,False,111.28099999999999,"LINESTRING (15.8301824 50.2106282, 15.830093 50.2104849, 15.8299333 50.210229, 15.8297299 50.2098893, 15.8296952 50.2098402, 15.8295964 50.2097006)","['2', '3']",,,,,
"[1046886850, 207959677]",False,Československé armády,tertiary,True,140.145,"LINESTRING (15.8301824 50.2106282, 15.8303763 50.2108172, 15.8306163 50.2110293, 15.8306824 50.2110878, 15.8308267 50.2112154, 15.8313233 50.2116553)",2,,,,,
25491707,False,Mostecká,tertiary,False,59.521,"LINESTRING (15.8295964 50.2097006, 15.8294521 50.209729, 15.8293797 50.209739, 15.8287849 50.2098295)",3,,,,,
"[180205018, 1073755893, 1014380958]",False,Československé armády,tertiary,True,111.28099999999999,"LINESTRING (15.8295964 50.2097006, 15.8296952 50.2098402, 15.8297299 50.2098893, 15.8299333 50.210229, 15.830093 50.2104849, 15.8301824 50.2106282)","['2', '3']",,,,,
"[1014381344, 207975028, 1073755894]",False,Československé armády,tertiary,False,119.61,"LINESTRING (15.8295964 50.2097006, 15.8295196 50.2095784, 15.8294982 50.2095444, 15.8292596 50.2091649, 15.8290884 50.2088925, 15.8289774 50.2087006)",3,,,,,
757301322,False,Československé armády,tertiary,True,8.624,"LINESTRING (15.8285027 50.2076841, 15.8284685 50.2077585)",2,,,,,
"[1015897544, 1014381482, 207975023, 757303220, 291034583, 1014381467]",False,Komenského,tertiary,True,257.59,"LINESTRING (15.8285027 50.2076841, 15.828559 50.2076327, 15.8286375 50.2075847, 15.8287206 50.2075546, 15.8287938 50.2075354, 15.8288741 50.2075267, 15.8289519 50.2075246, 15.8290605 50.2075327, 15.8291215 50.2075399, 15.8295819 50.2075882, 15.8301799 50.2076502, 15.8303503 50.2076672, 15.8308858 50.2077208, 15.8314741 50.2077823, 15.8318497 50.2078225, 15.8319921 50.207836)","['2', '3']",,,,,
"[1015897544, 1014381482, 207975023, 757303220, 291034583, 1014381467]",False,Komenského,tertiary,False,257.59,"LINESTRING (15.8319921 50.207836, 15.8318497 50.2078225, 15.8314741 50.2077823, 15.8308858 50.2077208, 15.8303503 50.2076672, 15.8301799 50.2076502, 15.8295819 50.2075882, 15.8291215 50.2075399, 15.8290605 50.2075327, 15.8289519 50.2075246, 15.8288741 50.2075267, 15.8287938 50.2075354, 15.8287206 50.2075546, 15.8286375 50.2075847, 15.828559 50.2076327, 15.8285027 50.2076841)","['2', '3']",,,,,
1097063318,True,,tertiary,False,26.605,"LINESTRING (15.8319921 50.207836, 15.8322285 50.2078412, 15.8323205 50.2078295, 15.8323613 50.2078198)",1,,,,,
49576648,False,Velké náměstí,residential,True,56.349,"LINESTRING (15.8318211 50.2094922, 15.8317969 50.2093885, 15.831724 50.209076, 15.8317042 50.208991)",,,,,,
"[49576649, 496855055]",True,"['V Kopečku', 'Velké náměstí']",residential,False,70.90100000000001,"LINESTRING (15.8318211 50.2094922, 15.8316341 50.209567, 15.8313588 50.2096737, 15.8313403 50.2096843, 15.8312473 50.2099524)",,,,,,
28922110,False,Velké náměstí,residential,True,30.109,"LINESTRING (15.8340827 50.2095409, 15.834484 50.2096267)",,,,,,
49576649,True,Velké náměstí,residential,False,100.73100000000001,"LINESTRING (15.8340827 50.2095409, 15.8335057 50.2094817, 15.833288 50.2094635, 15.8330246 50.2094475, 15.8328733 50.2094398, 15.8326787 50.2094299)",,,,,,
"[25491650, 23347654]",True,"['Malé náměstí', 'Dlouhá']","['residential', 'living_street']",False,161.647,"LINESTRING (15.835844 50.2100246, 15.8358368 50.2101094, 15.8357923 50.2106346, 15.8356837 50.210667, 15.835393 50.2106666, 15.8350613 50.2106704, 15.8345776 50.2106602, 15.8344869 50.2106583)",,,,,,
"[28922110, 28922086]",False,"['Malé náměstí', 'Velké náměstí']",residential,False,106.497,"LINESTRING (15.835844 50.2100246, 15.835769 50.2099932, 15.8351696 50.2098174, 15.834484 50.2096267)",,,,,,
28922110,False,Velké náměstí,residential,False,30.109,"LINESTRING (15.834484 50.2096267, 15.8340827 50.2095409)",,,,,,
25491648,True,Úzká,living_street,False,68.094,"LINESTRING (15.834484 50.2096267, 15.8344631 50.2097704, 15.8344284 50.2100086, 15.8344234 50.2102374)",,,,,,
"[28922086, 28922110]",False,"['Malé náměstí', 'Velké náměstí']",residential,True,106.497,"LINESTRING (15.834484 50.2096267, 15.8351696 50.2098174, 15.835769 50.2099932, 15.835844 50.2100246)",,,,,,
49576649,True,Velké náměstí,residential,False,61.748000000000005,"LINESTRING (15.8326787 50.2094299, 15.8325342 50.2094328, 15.8323584 50.2094364, 15.8321452 50.2094407, 15.8318211 50.2094922)",,,,,,
207973067,False,Komenského,tertiary,True,42.705,"LINESTRING (15.8378035 50.2095408, 15.8380867 50.2098794)",2,,,,,
176605082,False,Nezvalova,tertiary,False,16.689999999999998,"LINESTRING (15.8378035 50.2095408, 15.8379064 50.2095326, 15.8380372 50.2095348)",,,,,,
757303222,False,Komenského,tertiary,False,375.242,"LINESTRING (15.8378035 50.2095408, 15.8377334 50.209494, 15.8376434 50.20945, 15.8374975 50.2094044, 15.8373516 50.2093588, 15.8360732 50.2089592, 15.8347473 50.2085447, 15.8333059 50.208094, 15.8331051 50.2080209)",2,,,,,
207973068,True,Komenského,tertiary,False,42.498999999999995,"LINESTRING (15.8331051 50.2080209, 15.8328059 50.2079585, 15.8325373 50.2079025)",1,,,,,
757303222,False,Komenského,tertiary,True,375.242,"LINESTRING (15.8331051 50.2080209, 15.8333059 50.208094, 15.8347473 50.2085447, 15.8360732 50.2089592, 15.8373516 50.2093588, 15.8374975 50.2094044, 15.8376434 50.20945, 15.8377334 50.209494, 15.8378035 50.2095408)",2,,,,,
"[954300232, 258541895]",False,Ignáta Herrmanna,tertiary,False,122.617,"LINESTRING (15.8325038 50.2075876, 15.8324488 50.2073721, 15.832351 50.2069458, 15.8322791 50.2065895, 15.8322608 50.206496)","['2', '3']",30,,,,
"[28461080, 1215642129, 1164505354]",True,Ignáta Herrmanna,tertiary,False,17.943,"LINESTRING (15.8325038 50.2075876, 15.8325326 50.2076547, 15.8325436 50.2076804, 15.8325545 50.2077058, 15.8325653 50.2077312, 15.8325728 50.2077427)",1,30,,,,
"[25491656, 1121219776, 25491655]",False,"['Hradecká', 'Ignáta Herrmanna', 'Moravský most']",tertiary,True,88.103,"LINESTRING (15.8320577 50.2057152, 15.8320923 50.2058016, 15.8321158 50.2058563, 15.8322378 50.2064015, 15.8322608 50.206496)",2,,yes,,,
"[31622616, 175317514, 175317484]",False,nábřeží U Přívozu,residential,"[False, True]",289.927,"LINESTRING (15.8320577 50.2057152, 15.8319482 50.2057535, 15.8318879 50.2057655, 15.8311312 50.2058412, 15.8309689 50.205845, 15.8307889 50.2058429, 15.8294197 50.2057027, 15.8293676 50.205645, 15.8288183 50.2053394, 15.8283664 50.2051288)",,,,,,
"[26317015, 181435855]",False,"['náměstí Svobody', 'Tylovo nábřeží']",residential,"[False, True]",154.001,"LINESTRING (15.8273401 50.2100312, 15.8271489 50.2094968, 15.8271171 50.209408, 15.8264839 50.2087821)",,,,,,
"[25491706, 182352331, 26316877, 519224261]",False,"['Pražský most', 'Gočárova třída', 'Mostecká']",tertiary,"[False, True]",105.24,"LINESTRING (15.8273401 50.2100312, 15.8274994 50.210009, 15.8277209 50.2099758, 15.8284684 50.2098695, 15.8287849 50.2098295)",2,,yes,,,
"[519224260, 1014446532, 49905611]",False,"['náměstí Svobody', 'Tylovo nábřeží']",residential,"[False, True]",228.22299999999998,"LINESTRING (15.8273401 50.2100312, 15.8273872 50.2101691, 15.8275136 50.2105252, 15.8275216 50.2105831, 15.8275259 50.2106437, 15.8275196 50.2107642, 15.8274901 50.2110054, 15.8274359 50.2113707, 15.8274062 50.211609, 15.8274016 50.2116456, 15.8273851 50.2117044, 15.8273553 50.2117638, 15.8272798 50.2118935, 15.8272487 50.2119769, 15.8272358 50.2120523)",3,,,,,
25491707,False,Mostecká,tertiary,True,59.521,"LINESTRING (15.8287849 50.2098295, 15.8293797 50.209739, 15.8294521 50.209729, 15.8295964 50.2097006)",3,,,,,
26316740,True,Eliščino nábřeží,residential,False,115.474,"LINESTRING (15.8287849 50.2098295, 15.8287293 50.2097412, 15.828673 50.2096713, 15.827947 50.2089421)",,,,,,
"[519224261, 25491706, 182352331, 26316877]",False,"['Mostecká', 'Gočárova třída', 'Pražský most']",tertiary,"[False, True]",105.24000000000001,"LINESTRING (15.8287849 50.2098295, 15.8284684 50.2098695, 15.8277209 50.2099758, 15.8274994 50.210009, 15.8273401 50.2100312)",2,,yes,,,
172887852,False,Smetanovo nábřeží,residential,False,12.397,"LINESTRING (15.827237 50.2121849, 15.8272438 50.2122963)",,,,,,
855406527,False,Tylovo nábřeží,residential,False,14.745,"LINESTRING (15.827237 50.2121849, 15.8272358 50.2120523)",,,,,,
"[25491704, 181729601, 25491705, 1055458126]",False,Tyršův most,tertiary,False,94.15,"LINESTRING (15.827237 50.2121849, 15.8274012 50.2121748, 15.827501 50.212177, 15.8279444 50.2122113, 15.8282836 50.2122375, 15.8284216 50.2122434, 15.8285531 50.2122478)",3,,yes,,,
308372708,False,Divišova,tertiary,False,138.74099999999999,"LINESTRING (15.8304941 50.2122261, 15.830411 50.2122447, 15.8302974 50.2122607, 15.8300344 50.212261, 15.8294078 50.212242, 15.8287361 50.2122404, 15.8285531 50.2122478)",4,,,,,
308372709,False,Divišova,tertiary,True,16.792,"LINESTRING (15.8304941 50.2122261, 15.8306095 50.2121846, 15.8306934 50.2121457)",4,,,,,
"[26317105, 757300337]",True,Šimkova,tertiary,False,170.552,"LINESTRING (15.8306934 50.2121457, 15.8307908 50.2122266, 15.8320333 50.2131251, 15.8320807 50.2131527, 15.8321531 50.2131759, 15.8321906 50.2131846, 15.8323575 50.2132231)",1,,,,,
28922068,False,Divišova,tertiary,True,71.696,"LINESTRING (15.8306934 50.2121457, 15.8311404 50.2117256, 15.8313233 50.2116553)",4,,,,,
308372709,False,Divišova,tertiary,False,16.792,"LINESTRING (15.8306934 50.2121457, 15.8306095 50.2121846, 15.8304941 50.2122261)",4,,,,,
25492040,False,Nezvalova,tertiary,False,45.265,"LINESTRING (15.8380867 50.2098794, 15.8385099 50.2095755)",2,,,,,
207973067,False,Komenského,tertiary,False,42.705,"LINESTRING (15.8380867 50.2098794, 15.8378035 50.2095408)",2,,,,,
25491652,False,Komenského,tertiary,True,18.066,"LINESTRING (15.8380867 50.2098794, 15.8381374 50.2099379, 15.8382098 50.2100215)",2,,,,,
25492040,False,Nezvalova,tertiary,True,45.265,"LINESTRING (15.8385099 50.2095755, 15.8380867 50.2098794)",2,,,,,
176605082,False,Nezvalova,tertiary,True,33.942,"LINESTRING (15.8385099 50.2095755, 15.8380372 50.2095348)",,,,,,
757303223,False,Nezvalova,tertiary,False,55.7,"LINESTRING (15.8385099 50.2095755, 15.8390796 50.209232)",2,,,,,
28461433,False,Šimkova,residential,True,15.757,"LINESTRING (15.8350794 50.2130175, 15.8350775 50.2131592)",,,,,,
26316819,False,Opletalova,residential,True,78.35499999999999,"LINESTRING (15.8350794 50.2130175, 15.8350788 50.2129696, 15.8350695 50.2126525, 15.8350741 50.2123129)",2,,,,,
473630852,True,Šimkova,residential,False,103.91499999999999,"LINESTRING (15.8350794 50.2130175, 15.8352093 50.2130388, 15.8363958 50.2132255, 15.8364992 50.2132162)",,,,,,
28461435,True,Pelclova,residential,False,104.027,"LINESTRING (15.8364992 50.2132162, 15.8365184 50.2131561, 15.8365187 50.2131063, 15.8360573 50.2123366)",,,,,,
473630852,True,Šimkova,residential,False,122.15299999999999,"LINESTRING (15.8364992 50.2132162, 15.836682 50.2131681, 15.8378543 50.2127714, 15.8378939 50.2127565, 15.8380154 50.2127036)",,,,,,
26316897,True,Šimkova,residential,False,20.977,"LINESTRING (15.8364222 50.2133983, 15.8364992 50.2132162)",,,,,,
26316831,True,Šimkova,residential,False,99.314,"LINESTRING (15.8364222 50.2133983, 15.836313 50.2133798, 15.8351664 50.2131732, 15.8350775 50.2131592)",,,,,,
28461433,False,Šimkova,residential,False,15.757,"LINESTRING (15.8350775 50.2131592, 15.8350794 50.2130175)",,,,,,
473630851,True,Šimkova,residential,False,179.76600000000002,"LINESTRING (15.8350775 50.2131592, 15.8349144 50.2131733, 15.8330032 50.2134991, 15.8328589 50.213496, 15.8326336 50.213548)",,,,,,
488846369,True,Šimkova,tertiary,False,6.517,"LINESTRING (15.8326336 50.213548, 15.8325504 50.2135725)",1,,,roundabout,,
308372711,True,Šimkova,tertiary,False,24.688,"LINESTRING (15.8323575 50.2132231, 15.8324178 50.2132112, 15.8324807 50.213208, 15.8325543 50.2132154, 15.8326225 50.2132347, 15.8326788 50.2132631)",,,,roundabout,,
1232155716,True,Šimkova,tertiary,False,6.093,"LINESTRING (15.8321968 50.2134517, 15.8321823 50.2133977)",,,,roundabout,,
308372712,True,Šimkova,tertiary,False,31.363,"LINESTRING (15.8325504 50.2135725, 15.8324629 50.2135792, 15.8323762 50.2135688, 15.8322985 50.2135423, 15.8322367 50.213502, 15.8321968 50.2134517)",,,,roundabout,,
28461435,True,Pelclova,residential,False,12.192,"LINESTRING (15.8360573 50.2123366, 15.8360003 50.2122332)",,,,,,
"[26316753, 757300335]",False,Buzulucká,tertiary,False,99.56099999999999,"LINESTRING (15.8371708 50.2119898, 15.8372857 50.2120864, 15.837879 50.2125843, 15.8380154 50.2127036)",2,,,,,
26316753,False,Buzulucká,tertiary,True,15.713000000000001,"LINESTRING (15.8371708 50.2119898, 15.8371099 50.2119423, 15.8370277 50.2118822)",2,,,,,
"[960783010, 26317084, 960747838]",True,Československé armády,residential,False,97.87299999999999,"LINESTRING (15.8371708 50.2119898, 15.8369878 50.2121357, 15.8368558 50.2122737, 15.8366143 50.2123533, 15.8364829 50.2123438, 15.8362884 50.2123477, 15.8360573 50.2123366)",,,,,,
26316753,False,Buzulucká,tertiary,False,15.713000000000001,"LINESTRING (15.8370277 50.2118822, 15.8371099 50.2119423, 15.8371708 50.2119898)",2,,,,,
207959673,False,Československé armády,tertiary,False,83.099,"LINESTRING (15.8370277 50.2118822, 15.8367035 50.2120198, 15.8363988 50.2121223, 15.8360003 50.2122332)",2,,,,,
"[965529979, 207973070]",False,Československé armády,tertiary,True,70.563,"LINESTRING (15.8370277 50.2118822, 15.8371233 50.2118308, 15.837307 50.2117289, 15.8374625 50.2116362, 15.8376074 50.2115429, 15.8377357 50.2114401)","['2', '4']",,,,,
757300335,False,Buzulucká,tertiary,False,29.057,"LINESTRING (15.8380154 50.2127036, 15.8382565 50.2129145)",2,,,,,
473630852,True,Šimkova,residential,False,107.79,"LINESTRING (15.8380154 50.2127036, 15.8381143 50.2125837, 15.8382425 50.2123527, 15.8384916 50.211907, 15.838514 50.2118678, 15.8385198 50.2118496, 15.8385369 50.2117957)",,,,,,
"[26316753, 757300335]",False,Buzulucká,tertiary,True,99.56099999999999,"LINESTRING (15.8380154 50.2127036, 15.837879 50.2125843, 15.8372857 50.2120864, 15.8371708 50.2119898)",2,,,,,
757300335,False,Buzulucká,tertiary,True,29.057,"LINESTRING (15.8382565 50.2129145, 15.8380154 50.2127036)",2,,,,,
"[416675283, 293261948]",True,Šimkova,residential,False,188.976,"LINESTRING (15.8382565 50.2129145, 15.8381956 50.2130333, 15.8381856 50.2130528, 15.8378938 50.2136067, 15.8377194 50.2135832, 15.8368415 50.2134242, 15.836737 50.2134205, 15.8366297 50.213423, 15.836537 50.2134192, 15.8364222 50.2133983)",,,,,,
176605083,False,Československé armády,tertiary,True,82.00399999999999,"LINESTRING (15.8381973 50.2108204, 15.8382645 50.2106621, 15.8383049 50.2105265, 15.8383472 50.2103012, 15.838347 50.2102467, 15.8383334 50.2101887, 15.8382765 50.2101006)",2,,,,,
757303224,False,Československé armády,tertiary,False,76.40700000000001,"LINESTRING (15.8381973 50.2108204, 15.8380045 50.2111136, 15.837818 50.2113401, 15.8377357 50.2114401)",4,,,,,
26316686,True,U Soudu,residential,False,115.56599999999999,"LINESTRING (15.8397305 50.2111589, 15.8395077 50.2111204, 15.8384214 50.2108878, 15.8383243 50.2108615, 15.8381973 50.2108204)",,,,,,
757303223,False,Nezvalova,tertiary,True,26.803,"LINESTRING (15.8393497 50.209064, 15.8390796 50.209232)",2,,,,,
757303223,False,Nezvalova,tertiary,False,26.803,"LINESTRING (15.8390796 50.209232, 15.8393497 50.209064)",2,,,,,
757303223,False,Nezvalova,tertiary,True,55.7,"LINESTRING (15.8390796 50.209232, 15.8385099 50.2095755)",2,,,,,
26316757,True,Hradební,residential,False,115.82600000000001,"LINESTRING (15.8390796 50.209232, 15.8390853 50.2091258, 15.8389258 50.208196)",,,,,,
28461083,False,Plácelova,residential,True,23.123,"LINESTRING (15.8389258 50.208196, 15.8391826 50.2080686)",,,,,,
28461083,False,Plácelova,residential,False,69.36,"LINESTRING (15.8389258 50.208196, 15.8385044 50.2083923, 15.8381377 50.208563)",,,,,,
180205019,False,Hradební,residential,True,124.15899999999999,"LINESTRING (15.8389258 50.208196, 15.8387375 50.2080266, 15.8386103 50.207912, 15.8385247 50.207835, 15.8381811 50.2075677, 15.8380407 50.2074585, 15.837856 50.2073148)",,,,,no,
28461083,False,Plácelova,residential,False,23.123,"LINESTRING (15.8391826 50.2080686, 15.8389258 50.208196)",,,,,,
856074173,True,Hradební,residential,False,111.52099999999999,"LINESTRING (15.8391826 50.2080686, 15.8393092 50.2089807, 15.8393497 50.209064)",,,,,,
26316733,False,Balbínova,residential,True,135.422,"LINESTRING (15.8393867 50.206555, 15.8380271 50.2072314, 15.8378832 50.2073015)",,,,,,
"[28922185, 1038018190, 51199607]",False,"['Heřmanova', 'Orlické nábřeží']","['living_street', 'residential']",False,305.23900000000003,"LINESTRING (15.8393867 50.206555, 15.838891 50.206195, 15.838193 50.2058839, 15.8377723 50.2057532, 15.8377491 50.2060717, 15.837669 50.2071732)",,,,,,
28461083,False,Plácelova,residential,True,50.307,"LINESTRING (15.8375661 50.2088292, 15.8376602 50.2087854, 15.8381377 50.208563)",,,,,,
314232581,False,Jana Koziny,residential,True,121.50200000000001,"LINESTRING (15.8375661 50.2088292, 15.8372642 50.2085826, 15.8371085 50.2084915, 15.8370119 50.2084202, 15.8369422 50.2083456, 15.8368651 50.2082567, 15.8367428 50.2081568, 15.836708 50.2081284, 15.8365154 50.2079729)",,,,,,
856085755,True,Jana Koziny,residential,False,88.39599999999999,"LINESTRING (15.8375661 50.2088292, 15.8376752 50.208864, 15.837995 50.2093223, 15.8380245 50.2093996, 15.8380372 50.2095348)",,,,,,
180205015,False,Jana Koziny,residential,False,139.888,"LINESTRING (15.8340462 50.2068729, 15.835811 50.2074269)",,,,,,
26316731,False,Jana Koziny,residential,False,113.37499999999999,"LINESTRING (15.8340462 50.2068729, 15.8338767 50.2068579, 15.8333233 50.2068906, 15.833068 50.2069057, 15.8325271 50.2069361, 15.8324605 50.2069398)",,,,,,
28461431,False,Rautenkrancova,residential,True,95.954,"LINESTRING (15.8340462 50.2068729, 15.8344832 50.2061042, 15.8345199 50.2060659)",,,,,,
51199606,False,,residential,True,71.421,"LINESTRING (15.835811 50.2074269, 15.8363894 50.206902)",,,,,,
180205015,False,Jana Koziny,residential,False,78.733,"LINESTRING (15.835811 50.2074269, 15.8365154 50.2079729)",,,,,,
180205015,False,Jana Koziny,residential,True,139.888,"LINESTRING (15.835811 50.2074269, 15.8340462 50.2068729)",,,,,,
26316733,False,Balbínova,residential,False,51.778,"LINESTRING (15.8365154 50.2079729, 15.8370927 50.2076895)",,,,,,
180205015,False,Jana Koziny,residential,True,78.733,"LINESTRING (15.8365154 50.2079729, 15.835811 50.2074269)",,,,,,
314232581,False,Jana Koziny,residential,False,121.50200000000001,"LINESTRING (15.8365154 50.2079729, 15.836708 50.2081284, 15.8367428 50.2081568, 15.8368651 50.2082567, 15.8369422 50.2083456, 15.8370119 50.2084202, 15.8371085 50.2084915, 15.8372642 50.2085826, 15.8375661 50.2088292)",,,,,,
491931255,False,Hradební,residential,False,20.878,"LINESTRING (15.837669 50.2071732, 15.8378832 50.2073015)",,,,,,
"[962828991, 491931255]",False,Hradební,residential,True,95.928,"LINESTRING (15.837669 50.2071732, 15.8374275 50.207122, 15.8363894 50.206902)",,,,,,
"[28922185, 1038018190, 51199607]",False,"['Heřmanova', 'Orlické nábřeží']","['residential', 'living_street']",True,305.23900000000003,"LINESTRING (15.837669 50.2071732, 15.8377491 50.2060717, 15.8377723 50.2057532, 15.838193 50.2058839, 15.838891 50.206195, 15.8393867 50.206555)",,,,,,
26316733,False,Balbínova,residential,True,2.436,"LINESTRING (15.8378832 50.2073015, 15.837856 50.2073148)",,,,,,
491931255,False,Hradební,residential,True,20.878,"LINESTRING (15.8378832 50.2073015, 15.837669 50.2071732)",,,,,,
26316733,False,Balbínova,residential,False,135.422,"LINESTRING (15.8378832 50.2073015, 15.8380271 50.2072314, 15.8393867 50.206555)",,,,,,
51199606,False,,residential,False,71.421,"LINESTRING (15.8363894 50.206902, 15.835811 50.2074269)",,,,,,
"[491931255, 962828991]",False,Hradební,residential,False,95.928,"LINESTRING (15.8363894 50.206902, 15.8374275 50.207122, 15.837669 50.2071732)",,,,,,
26316727,True,Hradební,residential,False,168.637,"LINESTRING (15.8345199 50.2060659, 15.8345966 50.2060933, 15.835692 50.2063412, 15.8363894 50.206902)",,,,,,
28461431,False,Rautenkrancova,residential,False,95.954,"LINESTRING (15.8345199 50.2060659, 15.8344832 50.2061042, 15.8340462 50.2068729)",,,,,,
"[36887109, 491930886]",False,"['Hradební', 'Orlické nábřeží']",residential,"[False, True]",180.32399999999998,"LINESTRING (15.8345199 50.2060659, 15.8344494 50.2060075, 15.8344027 50.2059775, 15.8343631 50.2059569, 15.8343163 50.2059435, 15.8342674 50.2059385, 15.8342075 50.2059433, 15.8325742 50.2064564, 15.8323621 50.2064917, 15.8322608 50.206496)",,,,,,
26316684,True,Eliščino nábřeží,residential,False,174.70000000000002,"LINESTRING (15.8286377 50.2113806, 15.8285606 50.2112623, 15.8285437 50.2112136, 15.8287717 50.2099999, 15.8287849 50.2098295)",,,,,,
28922117,True,Palackého,residential,False,88.541,"LINESTRING (15.8286377 50.2113806, 15.8290185 50.2111896, 15.829617 50.2108894)",,,,,,
"[25491704, 25491705, 1055458126, 181729601]",False,Tyršův most,tertiary,True,94.14999999999999,"LINESTRING (15.8285531 50.2122478, 15.8284216 50.2122434, 15.8282836 50.2122375, 15.8279444 50.2122113, 15.827501 50.212177, 15.8274012 50.2121748, 15.827237 50.2121849)",3,,yes,,,
