osmid,lanes,ref,name,highway,maxspeed,junction,oneway,reversed,length,geometry,bridge,width,access,tunnel
24535257,,,Křižíkova,residential,,,False,False,197.20399999999998,"LINESTRING (15.9070046 50.5619463, 15.9076589 50.5616375, 15.9084629 50.5614155, 15.9089831 50.5612942, 15.9095198 50.5612309)",,,,
761294444,2,,Komenského,residential,,,False,True,111.041,"LINESTRING (15.9070046 50.5619463, 15.9072498 50.5620175, 15.9074039 50.5620622, 15.9082536 50.5625383)",,,,
360681872,,,Palackého,residential,,,True,False,148.015,"LINESTRING (15.9087376 50.559612, 15.9068498 50.5590344)",,,,
24523806,,,Růžová,residential,,,True,False,81.654,"LINESTRING (15.9087376 50.559612, 15.9090387 50.5591932, 15.909234 50.5590233, 15.909293 50.558972)",,,,
365806676,,,Krakonošovo náměstí,residential,,,False,True,81.307,"LINESTRING (15.9128488 50.5602249, 15.9138623 50.5605715)",,,,
"[24511549, 365807253]",,,"['Palackého', 'Krakonošovo náměstí']",residential,,,True,False,141.52300000000002,"LINESTRING (15.9128488 50.5602249, 15.9122332 50.5607611, 15.9121477 50.5607266, 15.9114238 50.5604346)",,,,
24523808,,,Havlíčkova,residential,,,True,False,63.032,"LINESTRING (15.9111516 50.5598468, 15.9112612 50.5598233, 15.9113748 50.5597911, 15.9114883 50.5597511, 15.9116001 50.5597157, 15.9116347 50.559711, 15.9116665 50.5597066, 15.9117107 50.5597072, 15.9117706 50.559719, 15.9119621 50.5597912)",,,,
24524026,,,Pražská,residential,,,True,False,20.964,"LINESTRING (15.9106439 50.5593341, 15.9106144 50.5595217)",,,,
"[1180139209, 24676563]","['4', '3']",14;16,Pražská,primary,50,,False,True,104.82799999999999,"LINESTRING (15.9106439 50.5593341, 15.9105751 50.5593295, 15.9103983 50.559309, 15.910245 50.559283, 15.9100244 50.5592363, 15.909817 50.559182, 15.9095585 50.5590784, 15.909293 50.558972)",,,,
"[1180139210, 1180139212]",3,14;16,Pražská,primary,50,,False,False,141.781,"LINESTRING (15.9106439 50.5593341, 15.9108993 50.5593518, 15.911083 50.55936, 15.911385 50.55937, 15.911671 50.559379, 15.912112 50.5594085, 15.9123488 50.5594313, 15.9124002 50.5594362, 15.9126366 50.5594701)",,,,
"[25811594, 288962397]",1,,"['Kopeček', 'Hluboký příkop']",residential,,,True,False,104.52499999999999,"LINESTRING (15.9101624 50.5600153, 15.9101541 50.5600303, 15.9100517 50.5602147, 15.9099495 50.5604052, 15.9099044 50.5606104, 15.9098811 50.5606728, 15.9098655 50.5607338, 15.9099627 50.5607862, 15.9101146 50.5608454)",,,,
360681872,,,Palackého,residential,,,True,False,110.187,"LINESTRING (15.9101624 50.5600153, 15.9099573 50.5599596, 15.9087376 50.559612)",,,,
24524118,,,Pražská,residential,,,True,False,53.104,"LINESTRING (15.9106144 50.5595217, 15.9107473 50.5596518, 15.9111516 50.5598468)",,,,
24606673,,,Na Kopečku,residential,,,True,False,63.687,"LINESTRING (15.9106144 50.5595217, 15.9105035 50.5596081, 15.9103796 50.559756, 15.9101624 50.5600153)",,,,
24535257,,,Křižíkova,residential,,,False,True,197.204,"LINESTRING (15.9095198 50.5612309, 15.9089831 50.5612942, 15.9084629 50.5614155, 15.9076589 50.5616375, 15.9070046 50.5619463)",,,,
24795018,1,,Lípová,residential,,,False,True,199.554,"LINESTRING (15.9095198 50.5612309, 15.9094931 50.5611286, 15.9094306 50.5610369, 15.9092278 50.5609172, 15.9090102 50.5607776, 15.9081329 50.5603704, 15.90784 50.560213, 15.9077451 50.5599347)",,,,
288962395,,,Barvířská,residential,,,False,False,68.122,"LINESTRING (15.9095198 50.5612309, 15.9097707 50.5612318, 15.9102456 50.5612336, 15.9103623 50.561248, 15.9104753 50.5612731)",,,,
288962395,,,Barvířská,residential,,,False,False,31.673,"LINESTRING (15.9104753 50.5612731, 15.9107508 50.5613526, 15.9108837 50.5613907)",,,,
288962395,,,Barvířská,residential,,,False,True,68.122,"LINESTRING (15.9104753 50.5612731, 15.9103623 50.561248, 15.9102456 50.5612336, 15.9097707 50.5612318, 15.9095198 50.5612309)",,,,
"[77041307, 373582919]",,,"['Na Vrchu', 'Vězeňská']",living_street,,,False,False,164.52400000000003,"LINESTRING (15.9120598 50.5614038, 15.9119941 50.561378, 15.9109019 50.5609495, 15.9111713 50.560636, 15.9111936 50.5606242, 15.9113713 50.5604778, 15.9114238 50.5604346)",,3,,
1192241669,,,R. A. Dvorského,residential,,,False,False,27.192,"LINESTRING (15.9147823 50.5652373, 15.9148137 50.5651091, 15.9148146 50.5649943)",,,,
36005615,,,Procházkova,residential,50,,False,False,135.155,"LINESTRING (15.9148146 50.5649943, 15.9149395 50.5649496, 15.9151199 50.5649244, 15.9166918 50.564793)",,,,
36005615,,,Procházkova,residential,50,,False,True,88.324,"LINESTRING (15.9148146 50.5649943, 15.9146986 50.5649924, 15.9145902 50.5649907, 15.9143112 50.5649981, 15.9140912 50.5650188, 15.9140723 50.5650206, 15.9139048 50.5650522, 15.9137616 50.565101, 15.9136175 50.5651559)",,,,
37855512,,,Novodvorská,residential,,,False,True,32.986000000000004,"LINESTRING (15.9148146 50.5649943, 15.9149214 50.5650952, 15.9151153 50.5652196)",,,,
245864360,,,Novodvorská,residential,,,False,False,76.877,"LINESTRING (15.9148146 50.5649943, 15.914735 50.5648252, 15.9143314 50.5643787)",,,,
1192241669,,,R. A. Dvorského,residential,,,False,True,27.192,"LINESTRING (15.9148146 50.5649943, 15.9148137 50.5651091, 15.9147823 50.5652373)",,,,
24565740,1,14;16,Úpské nábřeží,primary,50,roundabout,True,False,17.735,"LINESTRING (15.9175334 50.5627216, 15.9175518 50.5626835, 15.9175879 50.5626509, 15.9176381 50.5626269, 15.9176975 50.562614)",,,,
"[24570835, 24565742]",2,,Úpské nábřeží,unclassified,50,,False,False,300.637,"LINESTRING (15.9175334 50.5627216, 15.9174436 50.5627133, 15.917376 50.5627052, 15.9172587 50.5626969, 15.9171483 50.5626926, 15.9141778 50.5632938, 15.9137395 50.5634057, 15.9134814 50.5634714)",,,,
237189524,3,14;16,Na Struze,primary,50,,False,False,30.157,"LINESTRING (15.9169448 50.5612753, 15.9171633 50.5615083)",,,,
"[24647123, 651916621]",,,Maxima Gorkého,residential,,,False,False,80.979,"LINESTRING (15.9169448 50.5612753, 15.9170593 50.5612133, 15.9171753 50.5611422, 15.9173294 50.561058, 15.917388 50.5610328, 15.9174459 50.561017, 15.917679 50.560958, 15.9178052 50.5609275, 15.917913 50.5609087)",,,,
"[234919603, 229919860, 1180139213, 24676567]","['2', '3', '4']",14;16,"['Pražská', 'Na Struze']",primary,50,,False,True,368.73299999999995,"LINESTRING (15.9169448 50.5612753, 15.9168038 50.5611462, 15.9167075 50.5610642, 15.9166189 50.5609983, 15.9165292 50.5609363, 15.9163365 50.5608245, 15.9160913 50.5606991, 15.9158381 50.5605915, 15.9153683 50.5604086, 15.9148586 50.5602228, 15.9138684 50.5598561, 15.9132701 50.5596394, 15.9129746 50.5595452, 15.9126366 50.5594701)",,,,
24570744,,,Slezská,residential,,,False,False,72.14,"LINESTRING (15.9157927 50.5612536, 15.9158858 50.5612536, 15.9159577 50.5612488, 15.9159912 50.5612508, 15.9160239 50.5612567, 15.9162312 50.5613052, 15.9163842 50.561341, 15.9165394 50.5613779, 15.9166461 50.5613947, 15.9167715 50.5614129)",,,,
"[24570834, 24610798]",,,"['Slovanské náměstí', 'Farská']",residential,,,True,False,151.525,"LINESTRING (15.9157927 50.5612536, 15.9157594 50.5613557, 15.9155581 50.5616183, 15.9155331 50.561652, 15.9155091 50.5616712, 15.9154763 50.5616849, 15.9154211 50.5616954, 15.9150572 50.5617465, 15.9149123 50.5617668, 15.91464 50.5617455, 15.9141123 50.5617043)",,,,
"[24606665, 297762166]",,,"['Bulharská', 'Slovanské náměstí']",residential,,,True,False,115.773,"LINESTRING (15.9157927 50.5612536, 15.9154668 50.5612872, 15.9150704 50.5612965, 15.914387 50.5613126, 15.9142235 50.5613315, 15.9141624 50.5613385)",,,,
"[24570835, 24565742]",2,,Úpské nábřeží,unclassified,50,,False,True,300.63699999999994,"LINESTRING (15.9134814 50.5634714, 15.9137395 50.5634057, 15.9141778 50.5632938, 15.9171483 50.5626926, 15.9172587 50.5626969, 15.917376 50.5627052, 15.9174436 50.5627133, 15.9175334 50.5627216)",,,,
"[1077762392, 245864363, 24648400]","['2', '3']",,Úpské nábřeží,unclassified,50,,False,False,226.70899999999997,"LINESTRING (15.9134814 50.5634714, 15.9126962 50.5638151, 15.9120369 50.5641375, 15.9113972 50.564477, 15.9112774 50.564533, 15.9112184 50.5645625, 15.9109008 50.5646789)",,,,
"[245864360, 1233553210]",,,Novodvorská,residential,,,False,True,54.564,"LINESTRING (15.9134814 50.5634714, 15.9135293 50.5635704, 15.9136088 50.5636471, 15.9138643 50.5638938)",,,,
208119720,,,náměstí Republiky,residential,,,False,False,8.902000000000001,"LINESTRING (15.9096193 50.5633476, 15.909586 50.5633639, 15.9095474 50.5633744, 15.9095059 50.5633785)",,,,
297762169,,,Horská,unclassified,,,True,False,111.524,"LINESTRING (15.9083567 50.5640543, 15.9083933 50.5639434, 15.908782 50.5636608, 15.9091551 50.5633612, 15.9091982 50.5633389, 15.9093364 50.5632975)",,,,
475137330,,,Horská,unclassified,50,,False,False,114.73900000000002,"LINESTRING (15.9083567 50.5640543, 15.9079437 50.5643257, 15.9075643 50.5645777, 15.9074555 50.5646689, 15.9073902 50.5647447, 15.9073136 50.5648376)",,,,
24610799,,,Kostelní,residential,,,True,False,40.82899999999999,"LINESTRING (15.9141123 50.5617043, 15.9141556 50.5613882, 15.9141624 50.5613385)",,,,
24651666,,,Školní,residential,,,False,False,141.426,"LINESTRING (15.9141123 50.5617043, 15.9140155 50.5617294, 15.9138174 50.5617528, 15.91353 50.5617124, 15.9132965 50.5616633, 15.913141 50.5616081, 15.9127932 50.5614846, 15.9122952 50.5612967)",,,,
"[337590888, 349931273, 24541253]",,,"['Bulharská', 'Krakonošovo náměstí', 'Jihoslovanská']",residential,,,True,False,136.98000000000002,"LINESTRING (15.9141624 50.5613385, 15.9140895 50.5613399, 15.9140513 50.5613354, 15.9140077 50.5613261, 15.9134246 50.5611562, 15.913322 50.5611263, 15.9135831 50.5608652, 15.9138623 50.5605715)",,,,
24619568,,,Lužická,residential,,,False,True,81.931,"LINESTRING (15.9119476 50.5587938, 15.9113473 50.5590988, 15.9110432 50.5592551)",,4,,
24619569,2,,Na Struze,residential,,,False,True,74.65700000000001,"LINESTRING (15.9119476 50.5587938, 15.9123907 50.5590729, 15.9127 50.5592653)",,,,
218573612,,,Lužická,residential,,,False,False,114.608,"LINESTRING (15.9119476 50.5587938, 15.9122468 50.5586451, 15.9124882 50.5584475, 15.9130493 50.5580429)",,,,
24619568,,,Lužická,residential,,,False,False,81.931,"LINESTRING (15.9110432 50.5592551, 15.9113473 50.5590988, 15.9119476 50.5587938)",,4,,
24619570,1,,Na Struze,residential,,,False,True,19.762,"LINESTRING (15.9127 50.5592653, 15.9129223 50.5593732)",,2,no,
420304744,2,,Na Struze,residential,,,False,True,23.209,"LINESTRING (15.9127 50.5592653, 15.9126366 50.5594701)",,,,
24619569,2,,Na Struze,residential,,,False,False,74.65700000000001,"LINESTRING (15.9127 50.5592653, 15.9123907 50.5590729, 15.9119476 50.5587938)",,,,
24619570,1,,Na Struze,residential,,,False,False,19.762,"LINESTRING (15.9129223 50.5593732, 15.9127 50.5592653)",,2,no,
24619673,2,,náměstí Republiky,residential,,,False,False,61.136,"LINESTRING (15.909338 50.5632408, 15.9086665 50.5628939)",,,,
"[408479294, 408479295]",,,náměstí Republiky,residential,,,True,False,43.499,"LINESTRING (15.909338 50.5632408, 15.9093608 50.5632103, 15.9093974 50.5631857, 15.9094442 50.5631696, 15.9094966 50.5631635, 15.9095493 50.563168, 15.9095892 50.5631794, 15.9096232 50.5631969, 15.909649 50.5632193, 15.9096648 50.5632452, 15.9096698 50.5632728, 15.9096635 50.5633002, 15.9096463 50.5633258, 15.9096193 50.5633476)",,,,
24619673,2,,náměstí Republiky,residential,,,False,True,61.136,"LINESTRING (15.9086665 50.5628939, 15.909338 50.5632408)",,,,
24619674,1,,náměstí Republiky,residential,,,True,False,74.91499999999999,"LINESTRING (15.9086665 50.5628939, 15.9087241 50.5628456, 15.9088263 50.56276, 15.9090912 50.5625635, 15.9093441 50.5623759)",,,,
502443549,,,Faltisova,residential,30,,False,False,102.15899999999999,"LINESTRING (15.9086665 50.5628939, 15.9085178 50.5629694, 15.9082457 50.5631748, 15.908075 50.5633036, 15.9080224 50.5633434, 15.9077096 50.5635801)",,,,
24619675,1,,Zásobní,residential,,,True,False,103.64599999999999,"LINESTRING (15.9093441 50.5623759, 15.9087744 50.5621536, 15.9082536 50.5625383)",,,,
"[288962408, 373582924, 373582925, 229919879]",1,,"['Zásobní', 'Svatojanské náměstí']","['residential', 'living_street']",20,,True,False,194.03299999999996,"LINESTRING (15.9093441 50.5623759, 15.9096035 50.5624998, 15.9107343 50.5618037, 15.9109068 50.5616895, 15.9110106 50.5616118, 15.9110335 50.5615939, 15.9110586 50.5615713, 15.9110685 50.5615475, 15.9110662 50.5615178, 15.9110095 50.5614717, 15.9109105 50.5614176, 15.9108837 50.5613907)",,,,building_passage
24676518,2,,Komenského,residential,,,False,False,14.518,"LINESTRING (15.9081196 50.5626373, 15.9082536 50.5625383)",,,,
37855076,2,,Československé armády,unclassified,50,,False,True,62.803999999999995,"LINESTRING (15.906355 50.5645325, 15.9064368 50.5645699, 15.9066267 50.5646567, 15.9070749 50.564864)",,,,
24676518,2,,Komenského,residential,,,False,True,14.518,"LINESTRING (15.9082536 50.5625383, 15.9081196 50.5626373)",,,,
761294444,2,,Komenského,residential,,,False,False,111.041,"LINESTRING (15.9082536 50.5625383, 15.9074039 50.5620622, 15.9072498 50.5620175, 15.9070046 50.5619463)",,,,
"[24648401, 215451685, 215451686, 31649743]",2,,Nádražní,residential,,,False,False,107.17099999999999,"LINESTRING (15.9109008 50.5646789, 15.9107687 50.5645424, 15.9105474 50.5643347, 15.9103958 50.5641925, 15.9100721 50.5638717)",yes,,,
"[24619722, 24619723, 208119404, 45652174]",2,,"['Nový most', 'Úpské nábřeží']",unclassified,50,,False,False,284.535,"LINESTRING (15.9109008 50.5646789, 15.9106997 50.5647649, 15.910365 50.5649112, 15.9100173 50.5650526, 15.9094848 50.5652778, 15.9089664 50.5654228, 15.9086362 50.5654488, 15.9083765 50.5654446, 15.9081209 50.5653982, 15.9077828 50.5652857, 15.9076548 50.5652173, 15.9073834 50.5650735)",yes,,,
"[24648400, 245864363, 1077762392]","['2', '3']",,Úpské nábřeží,unclassified,50,,False,True,226.709,"LINESTRING (15.9109008 50.5646789, 15.9112184 50.5645625, 15.9112774 50.564533, 15.9113972 50.564477, 15.9120369 50.5641375, 15.9126962 50.5638151, 15.9134814 50.5634714)",,,,
168307987,,,Spojenecká,residential,,,False,False,83.055,"LINESTRING (15.9100721 50.5638717, 15.9101335 50.563846, 15.9110454 50.5634526)",,,,
"[24648401, 215451685, 215451686, 31649743]",2,,Nádražní,residential,,,False,True,107.17099999999999,"LINESTRING (15.9100721 50.5638717, 15.9103958 50.5641925, 15.9105474 50.5643347, 15.9107687 50.5645424, 15.9109008 50.5646789)",yes,,,
218574078,,,Nová,residential,,,False,True,88.811,"LINESTRING (15.9100721 50.5638717, 15.9098612 50.563972, 15.9090479 50.5643349)",,,,
131959463,,,Veleslavínova,residential,,,False,True,77.082,"LINESTRING (15.9110454 50.5634526, 15.9109187 50.5633795, 15.9108772 50.5633415, 15.9103946 50.5628991)",,,permissive,
168307987,,,Spojenecká,residential,,,False,True,83.055,"LINESTRING (15.9110454 50.5634526, 15.9101335 50.563846, 15.9100721 50.5638717)",,,,
"[229919883, 215297462]",,,"['Spojenecká', 'Malé náměstí']",residential,30,,False,"[False, True]",176.226,"LINESTRING (15.9110454 50.5634526, 15.911879 50.5630945, 15.9126484 50.5627303, 15.9127254 50.5626939, 15.9128866 50.5626256, 15.9128749 50.5625903, 15.9127747 50.5624934)",,,,
229919875,,,Veleslavínova,residential,,,False,False,51.443000000000005,"LINESTRING (15.9110454 50.5634526, 15.9110746 50.5634817, 15.9114367 50.5638428)",,,,
229919883,,,Malé náměstí,residential,30,,False,True,15.6,"LINESTRING (15.9127747 50.5624934, 15.9126284 50.5623883)",,,,
24648403,2,,Vodní,residential,,,True,False,83.876,"LINESTRING (15.9127747 50.5624934, 15.9131101 50.5624037, 15.9134448 50.5623504, 15.9134723 50.562346, 15.9136203 50.5623324, 15.9139208 50.5623371)",,,,
"[229919883, 215297462]",,,"['Spojenecká', 'Malé náměstí']",residential,30,,False,"[False, True]",176.226,"LINESTRING (15.9127747 50.5624934, 15.9128749 50.5625903, 15.9128866 50.5626256, 15.9127254 50.5626939, 15.9126484 50.5627303, 15.911879 50.5630945, 15.9110454 50.5634526)",,,,
229919878,,,Za Školou,residential,,,False,False,52.543,"LINESTRING (15.9139208 50.5623371, 15.9141745 50.5627813)",,,,
24648403,2,,Vodní,residential,,,True,False,92.679,"LINESTRING (15.9139208 50.5623371, 15.9144398 50.562376, 15.914852 50.5623619, 15.9152176 50.5623043)",,,,
229919868,,,Spojka,residential,,,False,False,49.143,"LINESTRING (15.916132 50.562137, 15.9163407 50.5625586)",,,,
24648403,2,,Vodní,residential,,,True,False,80.304,"LINESTRING (15.916132 50.562137, 15.916227 50.5621272, 15.916343 50.5621217, 15.9166789 50.5621294, 15.9172525 50.5622121)",,,,
37855077,2,,Vodní,residential,,,False,False,21.819,"LINESTRING (15.9172525 50.5622121, 15.9174133 50.5622239, 15.9175602 50.5622276)",,,,
37855077,2,,Vodní,residential,,,False,True,21.819,"LINESTRING (15.9175602 50.5622276, 15.9174133 50.5622239, 15.9172525 50.5622121)",,,,
"[24588016, 24588017, 1007420453]",2,14;16,Na Struze,primary,50,,False,False,44.097,"LINESTRING (15.9175602 50.5622276, 15.9176092 50.5623554, 15.9176168 50.5623751, 15.9176916 50.5625702, 15.9176975 50.562614)",yes,,,
1007420453,2,14;16,Na Struze,primary,50,,False,True,85.365,"LINESTRING (15.9175602 50.5622276, 15.9175207 50.5620981, 15.9174827 50.5619998, 15.9174405 50.5618847, 15.9173778 50.5617712, 15.9172038 50.561558, 15.9171633 50.5615083)",,,,
24717745,,,Kryblická,residential,,,False,False,105.121,"LINESTRING (15.9179526 50.5615015, 15.918508 50.5615294, 15.9186189 50.561535, 15.9187966 50.5615195, 15.9194311 50.5614642)",,,,
24795018,1,,Lípová,residential,,,False,False,11.604,"LINESTRING (15.9076439 50.5598525, 15.9077451 50.5599347)",,,,
24795018,1,,Lípová,residential,,,False,True,11.604,"LINESTRING (15.9077451 50.5599347, 15.9076439 50.5598525)",,,,
229450101,,,Lípová,residential,,,False,False,60.765,"LINESTRING (15.9077451 50.5599347, 15.9075996 50.5593961)",,,,
24795018,1,,Lípová,residential,,,False,False,199.554,"LINESTRING (15.9077451 50.5599347, 15.90784 50.560213, 15.9081329 50.5603704, 15.9090102 50.5607776, 15.9092278 50.5609172, 15.9094306 50.5610369, 15.9094931 50.5611286, 15.9095198 50.5612309)",,,,
24935963,1,,Pod Sadem,residential,,,False,False,176.073,"LINESTRING (15.9156034 50.5602001, 15.9159665 50.5602927, 15.9163884 50.5604086, 15.9170561 50.5605941, 15.917714 50.560776, 15.9178027 50.5608041, 15.9178847 50.5608362)",,,,
229919847,,,Hluboký příkop,residential,,,False,False,68.413,"LINESTRING (15.9101146 50.5608454, 15.9102035 50.5603705, 15.9102035 50.5602335)",,,,
288962397,1,,Hluboký příkop,residential,,,True,False,55.952000000000005,"LINESTRING (15.9101146 50.5608454, 15.9102763 50.560942, 15.910373 50.5610184, 15.9104459 50.5611471, 15.9104586 50.5612013, 15.9104753 50.5612731)",,,,
1148817661,,,Příčka,residential,50,,False,True,51.133,"LINESTRING (15.9154179 50.5627462, 15.9152176 50.5623043)",,,,
36005609,,,Blanická,residential,,,False,True,70.305,"LINESTRING (15.9166918 50.564793, 15.9165149 50.5641708)",,,,
36005614,,,Jiráskovo náměstí,residential,,,False,True,83.291,"LINESTRING (15.9166918 50.564793, 15.9177851 50.5646877, 15.9178577 50.5646807)",,,,
36005615,,,Procházkova,residential,50,,False,True,135.155,"LINESTRING (15.9166918 50.564793, 15.9151199 50.5649244, 15.9149395 50.5649496, 15.9148146 50.5649943)",,,,
24641425,,,Česká,residential,50,,False,False,70.145,"LINESTRING (15.9178577 50.5646807, 15.9177185 50.5640561)",,,,
36005612,,,Bendlova,residential,,,False,False,82.832,"LINESTRING (15.9178577 50.5646807, 15.9190159 50.5645638)",,,,
36005617,,,Jiráskovo náměstí,residential,50,,False,True,71.968,"LINESTRING (15.9178577 50.5646807, 15.9180074 50.5653209)",,,,
36005614,,,Jiráskovo náměstí,residential,,,False,False,83.291,"LINESTRING (15.9178577 50.5646807, 15.9177851 50.5646877, 15.9166918 50.564793)",,,,
36005608,,,Libušinka,residential,,,False,False,72.11,"LINESTRING (15.9190159 50.5645638, 15.9191634 50.5652055)",,,,
36005608,,,Libušinka,residential,,,False,True,70.326,"LINESTRING (15.9190159 50.5645638, 15.9188979 50.5639358)",,,,
36005612,,,Bendlova,residential,,,False,True,82.832,"LINESTRING (15.9190159 50.5645638, 15.9178577 50.5646807)",,,,
36005608,,,Libušinka,residential,,,False,False,70.326,"LINESTRING (15.9188979 50.5639358, 15.9190159 50.5645638)",,,,
37855070,,,Na Záduší,residential,,,False,True,108.073,"LINESTRING (15.9188979 50.5639358, 15.9187919 50.5638223, 15.9185403 50.5637003, 15.9179643 50.5635215, 15.917609 50.5634693)",,,,
37855072,,,Národní,residential,,,True,False,155.949,"LINESTRING (15.9143314 50.5643787, 15.9165149 50.5641708)",,,,
245864360,,,Novodvorská,residential,,,False,False,63.212,"LINESTRING (15.9143314 50.5643787, 15.9138643 50.5638938)",,,,
245864360,,,Novodvorská,residential,,,False,True,76.877,"LINESTRING (15.9143314 50.5643787, 15.914735 50.5648252, 15.9148146 50.5649943)",,,,
245864360,,,Novodvorská,residential,,,False,True,63.212,"LINESTRING (15.9138643 50.5638938, 15.9143314 50.5643787)",,,,
36005603,,,Na Záduší,residential,,,False,False,187.39999999999998,"LINESTRING (15.9138643 50.5638938, 15.9146392 50.5636406, 15.9154404 50.5634639, 15.9163641 50.5633777)",,,,
232224155,,,Na Nivách,residential,,,True,False,66.529,"LINESTRING (15.9138643 50.5638938, 15.9135015 50.5640815, 15.91317 50.5642967)",,,,
"[245864360, 1233553210]",,,Novodvorská,residential,,,False,False,54.56399999999999,"LINESTRING (15.9138643 50.5638938, 15.9136088 50.5636471, 15.9135293 50.5635704, 15.9134814 50.5634714)",,,,
36005609,,,Blanická,residential,,,False,False,88.83,"LINESTRING (15.9163641 50.5633777, 15.9165149 50.5641708)",,,,
36005603,,,Na Záduší,residential,,,False,True,187.39999999999998,"LINESTRING (15.9163641 50.5633777, 15.9154404 50.5634639, 15.9146392 50.5636406, 15.9138643 50.5638938)",,,,
36005609,,,Blanická,residential,,,False,False,70.305,"LINESTRING (15.9165149 50.5641708, 15.9166918 50.564793)",,,,
36005609,,,Blanická,residential,,,False,True,88.83,"LINESTRING (15.9165149 50.5641708, 15.9163641 50.5633777)",,,,
36005611,,,Národní,residential,,,True,False,85.965,"LINESTRING (15.9165149 50.5641708, 15.9177185 50.5640561)",,,,
36005613,,,Pavla Křížkovského,residential,,,False,False,82.652,"LINESTRING (15.9180074 50.5653209, 15.9191634 50.5652055)",,,,
