osmid,bridge,name,highway,oneway,reversed,length,geometry,maxspeed,junction,lanes
16671120,,,secondary,True,False,15.318,"LINESTRING (174.8384855 -41.1363678, 174.8385051 -41.1363854, 174.8385197 -41.1364055, 174.8385288 -41.1364275, 174.8385319 -41.1364503, 174.838529 -41.1364732, 174.8385201 -41.1364951)",70,roundabout,
18056609,,Hagley Street,tertiary,True,False,39.435,"LINESTRING (174.8384855 -41.1363678, 174.8385783 -41.136382, 174.838702 -41.1363724, 174.8388153 -41.1363512, 174.838875 -41.1363307, 174.838935 -41.1363043)",,,
16671120,,,secondary,True,False,1.751,"LINESTRING (174.8385201 -41.1364951, 174.8385108 -41.1365092)",70,roundabout,
1003863871,,Lyttelton Avenue,tertiary,False,False,12.086,"LINESTRING (174.8376208 -41.1339317, 174.8374854 -41.1339693)",50,,
107284025,,Titahi Bay Road,secondary,True,False,278.944,"LINESTRING (174.8376208 -41.1339317, 174.8376571 -41.1340372, 174.8383338 -41.1360895, 174.8384179 -41.1362891, 174.8384658 -41.1363555)",70,,
"[941447001, 107284014, 971061025]",,Lyttelton Avenue,tertiary,False,True,125.26299999999999,"LINESTRING (174.8376208 -41.1339317, 174.8377152 -41.1339143, 174.8377713 -41.1339047, 174.8382229 -41.1338194, 174.8383127 -41.1338068, 174.8384957 -41.1337912, 174.8388619 -41.1337876, 174.8390952 -41.133778)",50,,4
816669644,,Titahi Bay Road,secondary,True,False,43.84,"LINESTRING (174.8374854 -41.1339693, 174.8373564 -41.1335872)",70,,2
1003863871,,Lyttelton Avenue,tertiary,False,True,12.086,"LINESTRING (174.8374854 -41.1339693, 174.8376208 -41.1339317)",50,,
"[649787188, 941446999]",,Lyttelton Avenue,tertiary,True,False,27.160999999999998,"LINESTRING (174.8374854 -41.1339693, 174.8374287 -41.1340146, 174.8374001 -41.1340412, 174.8372144 -41.1340889)",,,
211835085,,Heriot Drive,tertiary,False,False,31.305,"LINESTRING (174.836609 -41.1342164, 174.8364625 -41.1340466, 174.8364058 -41.1339801)",,,2
649787189,,Lyttelton Avenue,tertiary,True,False,26.088,"LINESTRING (174.836609 -41.1342164, 174.8366645 -41.1341477, 174.8368584 -41.1340982)",,,
941446994,,Heriot Drive,unclassified,False,False,266.96299999999997,"LINESTRING (174.836609 -41.1342164, 174.8366511 -41.1342766, 174.8367268 -41.1343879, 174.8368478 -41.134578, 174.8369347 -41.1347467, 174.8369928 -41.1348983, 174.837033 -41.1350214, 174.8370651 -41.1351522, 174.8371118 -41.1353942, 174.8371678 -41.1358143, 174.8372773 -41.1365413)",50,,2
1185670723,,John Seddon Drive,unclassified,False,False,71.104,"LINESTRING (174.836609 -41.1342164, 174.8363747 -41.1343031, 174.8359119 -41.1344745, 174.8358502 -41.1345028)",,,
396140171,,John Seddon Drive,unclassified,True,False,139.231,"LINESTRING (174.8358502 -41.1345028, 174.8354647 -41.1346933, 174.8351616 -41.1348185, 174.834652 -41.1349559, 174.8343435 -41.1350018)",,,
1185670723,,John Seddon Drive,unclassified,False,True,71.104,"LINESTRING (174.8358502 -41.1345028, 174.8359119 -41.1344745, 174.8363747 -41.1343031, 174.836609 -41.1342164)",,,
17336678,,Titahi Bay Road,secondary,True,False,53.751000000000005,"LINESTRING (174.841874 -41.1384158, 174.8415782 -41.1384111, 174.8414321 -41.1384151, 174.8413691 -41.1384202, 174.8412378 -41.1383923)",50,,2
248424337,,,secondary_link,True,False,47.471000000000004,"LINESTRING (174.841874 -41.1384158, 174.8417403 -41.1384636, 174.8416538 -41.1385152, 174.841619 -41.1385576, 174.8415977 -41.138611, 174.8415895 -41.1386631, 174.8415461 -41.1387298)",,,1
"[412602268, 971061027, 18056380]",,Hagley Street,tertiary,False,False,256.135,"LINESTRING (174.8391938 -41.1360774, 174.8392075 -41.1360194, 174.8392239 -41.1359414, 174.8392154 -41.1357988, 174.8392128 -41.1357553, 174.8392056 -41.1356362, 174.8391948 -41.1354566, 174.8391813 -41.1352312, 174.8391767 -41.1351534, 174.8391724 -41.1350824, 174.8391481 -41.1346475, 174.8391255 -41.134286, 174.8391042 -41.1339598, 174.8390972 -41.1338184, 174.8390952 -41.133778)",50,,"['2', '4']"
814069791,,Hagley Street,tertiary,True,False,32.403,"LINESTRING (174.8391938 -41.1360774, 174.839224 -41.1361199, 174.8391523 -41.1362613, 174.8390778 -41.136334)",,,
971061026,,Lyttelton Avenue,tertiary,False,True,11.384,"LINESTRING (174.8390952 -41.133778, 174.8392307 -41.1337699)",50,,3
"[941447001, 971061025, 107284014]",,Lyttelton Avenue,tertiary,False,False,125.263,"LINESTRING (174.8390952 -41.133778, 174.8388619 -41.1337876, 174.8384957 -41.1337912, 174.8383127 -41.1338068, 174.8382229 -41.1338194, 174.8377713 -41.1339047, 174.8377152 -41.1339143, 174.8376208 -41.1339317)",50,,4
"[18056380, 971061027, 412602268]",,Hagley Street,tertiary,False,True,256.135,"LINESTRING (174.8390952 -41.133778, 174.8390972 -41.1338184, 174.8391042 -41.1339598, 174.8391255 -41.134286, 174.8391481 -41.1346475, 174.8391724 -41.1350824, 174.8391767 -41.1351534, 174.8391813 -41.1352312, 174.8391948 -41.1354566, 174.8392056 -41.1356362, 174.8392128 -41.1357553, 174.8392154 -41.1357988, 174.8392239 -41.1359414, 174.8392075 -41.1360194, 174.8391938 -41.1360774)",50,,"['2', '4']"
941446993,,Heriot Drive,unclassified,False,True,21.167,"LINESTRING (174.8373027 -41.1367307, 174.8372773 -41.1365413)",,,
18056479,,Hagley Street,unclassified,True,False,20.146,"LINESTRING (174.8373027 -41.1367307, 174.8373923 -41.136646, 174.8374829 -41.1366204)",50,,
18057031,,,unclassified,False,True,215.29700000000003,"LINESTRING (174.8373027 -41.1367307, 174.8372239 -41.13676, 174.837155 -41.1368098, 174.8371061 -41.1368728, 174.8370789 -41.1369399, 174.8370782 -41.1370025, 174.837217 -41.1374722, 174.8372911 -41.1376491, 174.837349 -41.1377135, 174.8374625 -41.1377952, 174.837629 -41.1378921, 174.8378606 -41.1380044, 174.8379721 -41.138041, 174.8381291 -41.1380344, 174.8381965 -41.1379961, 174.8382871 -41.1379372)",,,
36336393,,Heriot Drive,unclassified,False,False,158.95000000000002,"LINESTRING (174.8373027 -41.1367307, 174.8373337 -41.1368395, 174.8374369 -41.1370354, 174.837498 -41.1371228, 174.8376384 -41.1372871, 174.8378205 -41.1374617, 174.8381091 -41.1377539, 174.8382871 -41.1379372)",,,
"[900502553, 211835085, 898180190]",,Heriot Drive,tertiary,False,True,192.80100000000002,"LINESTRING (174.8348856 -41.1326798, 174.8350984 -41.1328505, 174.8355434 -41.1332076, 174.8357259 -41.1333675, 174.8358549 -41.1334806, 174.8363503 -41.1339149, 174.8364058 -41.1339801)",,,2
"[898179664, 898179666, 799300500, 1004580598, 18057883]",,Prosser Street,secondary,False,True,186.94199999999998,"LINESTRING (174.8348856 -41.1326798, 174.835043 -41.1325752, 174.8354544 -41.132302, 174.8356732 -41.132161, 174.8357356 -41.132126, 174.8358179 -41.1320797, 174.8359336 -41.1320301, 174.8360251 -41.1319979, 174.8361118 -41.1319725, 174.8362043 -41.1319507, 174.836503 -41.1318905, 174.8365257 -41.131886, 174.8366048 -41.1318701, 174.8366783 -41.1318531, 174.8367641 -41.1318333)","['70', '50']",,"['2', '4']"
896415391,,Prosser Street,secondary,False,True,12.636,"LINESTRING (174.8367641 -41.1318333, 174.8369125 -41.1318128)",70,,
"[898179664, 898179666, 799300500, 1004580598, 18057883]",,Prosser Street,secondary,False,False,186.942,"LINESTRING (174.8367641 -41.1318333, 174.8366783 -41.1318531, 174.8366048 -41.1318701, 174.8365257 -41.131886, 174.836503 -41.1318905, 174.8362043 -41.1319507, 174.8361118 -41.1319725, 174.8360251 -41.1319979, 174.8359336 -41.1320301, 174.8358179 -41.1320797, 174.8357356 -41.132126, 174.8356732 -41.132161, 174.8354544 -41.132302, 174.835043 -41.1325752, 174.8348856 -41.1326798)","['70', '50']",,"['2', '4']"
18057031,,,unclassified,False,False,215.29700000000003,"LINESTRING (174.8382871 -41.1379372, 174.8381965 -41.1379961, 174.8381291 -41.1380344, 174.8379721 -41.138041, 174.8378606 -41.1380044, 174.837629 -41.1378921, 174.8374625 -41.1377952, 174.837349 -41.1377135, 174.8372911 -41.1376491, 174.837217 -41.1374722, 174.8370782 -41.1370025, 174.8370789 -41.1369399, 174.8371061 -41.1368728, 174.837155 -41.1368098, 174.8372239 -41.13676, 174.8373027 -41.1367307)",,,
36336393,,Heriot Drive,unclassified,False,True,158.95,"LINESTRING (174.8382871 -41.1379372, 174.8381091 -41.1377539, 174.8378205 -41.1374617, 174.8376384 -41.1372871, 174.837498 -41.1371228, 174.8374369 -41.1370354, 174.8373337 -41.1368395, 174.8373027 -41.1367307)",,,
36336393,,Heriot Drive,unclassified,False,False,227.28600000000003,"LINESTRING (174.8382871 -41.1379372, 174.8385053 -41.1381388, 174.838685 -41.1383437, 174.8387486 -41.1384641, 174.8387662 -41.1386301, 174.8387536 -41.1387035, 174.8387159 -41.138795, 174.8386211 -41.1389223, 174.8385096 -41.1390257, 174.8383207 -41.1390968, 174.8380976 -41.1391485, 174.8380056 -41.1391575, 174.8378956 -41.1391464, 174.8377521 -41.1391161, 174.837504 -41.1390686)",,,
36336393,,Heriot Drive,unclassified,False,True,227.28599999999997,"LINESTRING (174.837504 -41.1390686, 174.8377521 -41.1391161, 174.8378956 -41.1391464, 174.8380056 -41.1391575, 174.8380976 -41.1391485, 174.8383207 -41.1390968, 174.8385096 -41.1390257, 174.8386211 -41.1389223, 174.8387159 -41.138795, 174.8387536 -41.1387035, 174.8387662 -41.1386301, 174.8387486 -41.1384641, 174.838685 -41.1383437, 174.8385053 -41.1381388, 174.8382871 -41.1379372)",,,
"[333527369, 971060991]",,Parumoana Street,secondary,False,True,50.391,"LINESTRING (174.8418866 -41.1330425, 174.8418226 -41.1332694, 174.8417487 -41.1334835)",50,,4
"[971060992, 815494871]",,Parumoana Street,secondary,False,False,31.095999999999997,"LINESTRING (174.8418866 -41.1330425, 174.8418916 -41.1330259, 174.8419282 -41.1329006, 174.8419618 -41.1327971, 174.8419705 -41.1327701)",50,,4
"[971060993, 47185604]",,Jellicoe Street,unclassified,False,False,92.881,"LINESTRING (174.8418866 -41.1330425, 174.8417932 -41.1330249, 174.8416907 -41.1330066, 174.8416052 -41.1329909, 174.8414329 -41.1329593, 174.8413128 -41.1329381, 174.8412129 -41.132929, 174.8411572 -41.132929, 174.841068 -41.1329381, 174.8408023 -41.1329832)",,,4
17315808,,Norrie Street,tertiary,False,False,177.054,"LINESTRING (174.8398241 -41.133056, 174.839794 -41.1326333, 174.8397602 -41.1321153, 174.8397644 -41.132055, 174.839771 -41.1319375, 174.8397876 -41.1318895, 174.8398378 -41.1318146, 174.8399244 -41.1316806, 174.8399769 -41.1316119, 174.8400136 -41.1315638, 174.8400544 -41.1315181)",,,
17315808,,Norrie Street,tertiary,False,True,57.042,"LINESTRING (174.8398241 -41.133056, 174.8398332 -41.1333794, 174.8398378 -41.1334578, 174.8398418 -41.1335688)",,,
47185604,,Jellicoe Street,unclassified,False,True,82.586,"LINESTRING (174.8398241 -41.133056, 174.8399236 -41.1330549, 174.8400652 -41.1330533, 174.8400842 -41.1330531, 174.8402125 -41.1330474, 174.8403559 -41.1330427, 174.8404684 -41.1330341, 174.8405782 -41.1330213, 174.8408023 -41.1329832)",,,
47185604,,Jellicoe Street,unclassified,False,False,82.58600000000001,"LINESTRING (174.8408023 -41.1329832, 174.8405782 -41.1330213, 174.8404684 -41.1330341, 174.8403559 -41.1330427, 174.8402125 -41.1330474, 174.8400842 -41.1330531, 174.8400652 -41.1330533, 174.8399236 -41.1330549, 174.8398241 -41.133056)",,,
"[971060993, 47185604]",,Jellicoe Street,unclassified,False,True,92.88100000000001,"LINESTRING (174.8408023 -41.1329832, 174.841068 -41.1329381, 174.8411572 -41.132929, 174.8412129 -41.132929, 174.8413128 -41.1329381, 174.8414329 -41.1329593, 174.8416052 -41.1329909, 174.8416907 -41.1330066, 174.8417932 -41.1330249, 174.8418866 -41.1330425)",,,4
47185606,,Auty Lane,unclassified,False,False,73.41900000000001,"LINESTRING (174.8408023 -41.1329832, 174.8407808 -41.1329136, 174.8406985 -41.1326516, 174.8406141 -41.1323384)",,,
47185606,,Auty Lane,unclassified,False,True,73.419,"LINESTRING (174.8406141 -41.1323384, 174.8406985 -41.1326516, 174.8407808 -41.1329136, 174.8408023 -41.1329832)",,,
896415391,,Prosser Street,secondary,False,False,12.636,"LINESTRING (174.8369125 -41.1318128, 174.8367641 -41.1318333)",70,,
"[1185670729, 1003863870]",,Titahi Bay Road,secondary,True,False,242.96399999999997,"LINESTRING (174.8369125 -41.1318128, 174.837207 -41.1326914, 174.8372707 -41.1328851, 174.8373753 -41.1331978, 174.8375805 -41.1338113, 174.8376208 -41.1339317)",70,,"['2', '4']"
145400615,,Trask Place,unclassified,False,False,107.768,"LINESTRING (174.8407514 -41.1376223, 174.8406317 -41.1375592, 174.8405725 -41.1374839, 174.8405361 -41.1374216, 174.8405174 -41.1373531, 174.8405391 -41.1372434, 174.8405789 -41.137186, 174.8406334 -41.1371415, 174.8408918 -41.1370043, 174.8409747 -41.1369839, 174.8410988 -41.1369784)",,,
145400616,,Hartham Place South,unclassified,False,False,69.53200000000001,"LINESTRING (174.8407514 -41.1376223, 174.8407896 -41.1375599, 174.8408141 -41.1375407, 174.840889 -41.1375079, 174.8410325 -41.1373925, 174.8413905 -41.137339, 174.8414321 -41.137344)",,,
941446988,,Trask Place,residential,False,True,17.703,"LINESTRING (174.8407514 -41.1376223, 174.8408467 -41.1376834, 174.8409019 -41.1377333)",,,
145400615,,Trask Place,unclassified,False,True,107.768,"LINESTRING (174.8410988 -41.1369784, 174.8409747 -41.1369839, 174.8408918 -41.1370043, 174.8406334 -41.1371415, 174.8405789 -41.137186, 174.8405391 -41.1372434, 174.8405174 -41.1373531, 174.8405361 -41.1374216, 174.8405725 -41.1374839, 174.8406317 -41.1375592, 174.8407514 -41.1376223)",,,
"[17336682, 16486437]",yes,Titahi Bay Road,secondary,True,False,220.073,"LINESTRING (174.8444827 -41.1384869, 174.8443329 -41.1384352, 174.8442769 -41.1384218, 174.8442137 -41.1384117, 174.8441409 -41.1384091, 174.841874 -41.1384158)",50,,
17336156,,Mungavin Interchange,secondary,True,False,35.701,"LINESTRING (174.8444827 -41.1384869, 174.8444662 -41.138455, 174.8444438 -41.1384093, 174.8444264 -41.1383671, 174.844418 -41.1383278, 174.8444184 -41.1383013, 174.8444263 -41.1382496, 174.8444467 -41.1381756)",50,roundabout,1
"[16485696, 17336114, 1119730128]",yes,Mungavin Interchange,secondary,True,False,77.02499999999999,"LINESTRING (174.84446 -41.13816, 174.8444937 -41.1381373, 174.8445156 -41.1381216, 174.8445726 -41.138093, 174.8446291 -41.1380724, 174.8446888 -41.138061, 174.8447534 -41.1380581, 174.8450739 -41.1380582, 174.8451461 -41.1380606, 174.8452175 -41.1380696, 174.8452773 -41.138084, 174.8453299 -41.1381038)",50,roundabout,2
"[653675910, 653675909, 16485822]",yes,,primary_link,True,False,375.36400000000003,"LINESTRING (174.84446 -41.13816, 174.8444597 -41.138106, 174.8444636 -41.1380703, 174.8444723 -41.1380295, 174.8444962 -41.1379396, 174.8445152 -41.1378469, 174.8445309 -41.1376848, 174.8446315 -41.1367268, 174.8446506 -41.1363817, 174.8446709 -41.1362109, 174.8446746 -41.1360619, 174.8446207 -41.1347929)",,,
"[799300511, 545448355, 17336143]",yes,Mungavin Interchange,secondary,True,False,79.83399999999999,"LINESTRING (174.8453857 -41.1385122, 174.845334 -41.1385486, 174.845291 -41.1385733, 174.8452362 -41.1385902, 174.8451755 -41.1385965, 174.8451294 -41.1385978, 174.8450524 -41.1385963, 174.844729 -41.1385821, 174.844662 -41.1385714, 174.8446083 -41.1385541, 174.8445574 -41.1385318, 174.8444976 -41.1384976)",50,roundabout,2
799300509,,,tertiary,True,False,13.691999999999998,"LINESTRING (174.8409019 -41.1377333, 174.8409227 -41.13772, 174.8409476 -41.1377117, 174.8409746 -41.1377092, 174.8410015 -41.1377126, 174.8410259 -41.1377218, 174.8410458 -41.1377358)",,roundabout,
941446988,,Trask Place,residential,False,False,17.703,"LINESTRING (174.8409019 -41.1377333, 174.8408467 -41.1376834, 174.8407514 -41.1376223)",,,
819252932,,,secondary,True,False,2.703,"LINESTRING (174.8412378 -41.1383923, 174.841223 -41.1384139)",50,roundabout,
799300493,,,secondary,True,False,4.617,"LINESTRING (174.8411354 -41.1382344, 174.8411611 -41.138242, 174.8411846 -41.1382528)",50,roundabout,
799300494,,,secondary,True,False,16.368000000000002,"LINESTRING (174.8409616 -41.1382797, 174.8409957 -41.1382534, 174.8410389 -41.1382361, 174.841087 -41.1382295, 174.8411354 -41.1382344)",50,roundabout,
819252930,,Walton Leigh Avenue,tertiary,True,False,31.698,"LINESTRING (174.8409616 -41.1382797, 174.8408999 -41.1382296, 174.840855 -41.1381635, 174.8408111 -41.1380249)",,,
248424333,,,secondary,True,False,7.466,"LINESTRING (174.8410499 -41.1384637, 174.8410089 -41.1384506, 174.8409744 -41.1384293)",50,roundabout,
248424332,,Walton Leigh Avenue,tertiary,True,False,26.39,"LINESTRING (174.8408111 -41.1380249, 174.8408096 -41.1380056, 174.8408058 -41.1379495, 174.8408048 -41.137935, 174.8408343 -41.1378625, 174.8408831 -41.1378012)",,,
"[16671028, 212195222]",,Titahi Bay Road,secondary,True,False,312.313,"LINESTRING (174.8409744 -41.1384293, 174.840884 -41.1384296, 174.8407763 -41.1384265, 174.8405999 -41.1384215, 174.8403407 -41.1384119, 174.8400935 -41.1384003, 174.8398816 -41.1383725, 174.8396836 -41.138328, 174.8394768 -41.1382596, 174.8393018 -41.1381849, 174.839151 -41.1380993, 174.8389735 -41.1379748, 174.8388171 -41.1378455, 174.8386784 -41.1376718, 174.8385879 -41.1375293, 174.8385325 -41.1373945, 174.8384797 -41.1372263, 174.8384142 -41.1368991)","['70', '50']",,
"[819252929, 248424333]",,,secondary,True,False,17.973,"LINESTRING (174.8409744 -41.1384293, 174.8409496 -41.1384025, 174.8409355 -41.1383716, 174.840933 -41.1383389, 174.8409425 -41.138307, 174.8409616 -41.1382797)",50,roundabout,
818585773,,,tertiary,True,False,8.024000000000001,"LINESTRING (174.8408831 -41.1378012, 174.8408787 -41.1377774, 174.8408853 -41.1377538, 174.8409019 -41.1377333)",,roundabout,
212195221,,Titahi Bay Road,secondary,True,False,66.37599999999999,"LINESTRING (174.8401802 -41.1383009, 174.8403892 -41.1383214, 174.8406065 -41.138335, 174.8407198 -41.1383268, 174.8407676 -41.1383207, 174.8409616 -41.1382797)",50,,2
248424338,,,secondary_link,True,False,69.099,"LINESTRING (174.8401802 -41.1383009, 174.8405168 -41.1382829, 174.8406065 -41.1382682, 174.8406777 -41.1382375, 174.8406858 -41.1382292, 174.8407173 -41.1381971, 174.8407514 -41.138138, 174.8408111 -41.1380249)",,,
1003867173,,Kenepuru Drive,secondary,True,False,44.867999999999995,"LINESTRING (174.841223 -41.1384139, 174.8413134 -41.1384626, 174.8415086 -41.1386778, 174.8415461 -41.1387298)",50,,1
1003867174,,,secondary,True,False,16.512,"LINESTRING (174.841223 -41.1384139, 174.8411899 -41.1384414, 174.8411471 -41.1384599, 174.8410989 -41.1384676, 174.8410499 -41.1384637)",50,roundabout,
248424336,,,tertiary,True,False,16.413,"LINESTRING (174.8410458 -41.1377358, 174.8410598 -41.137754, 174.841066 -41.1377746, 174.8410639 -41.1377956, 174.8410536 -41.1378153, 174.8410361 -41.1378317, 174.841013 -41.1378436, 174.8409862 -41.1378497)",,roundabout,
"[818585772, 36336310]",,Walton Leigh Avenue,tertiary,False,False,113.011,"LINESTRING (174.8410458 -41.1377358, 174.8411387 -41.1376985, 174.841219 -41.1376785, 174.84134 -41.1376472, 174.841412 -41.1376381, 174.8418307 -41.1375743, 174.8419109 -41.1375612, 174.8423497 -41.137488)",,,
248424335,,Walton Leigh Avenue,tertiary,True,False,54.397,"LINESTRING (174.8409862 -41.1378497, 174.8409389 -41.137913, 174.8409111 -41.1379648, 174.8409052 -41.1379758, 174.8408913 -41.1380433, 174.84091 -41.1380938, 174.840941 -41.1381412, 174.8410107 -41.1381888, 174.8411354 -41.1382344)",,,
799300490,,,tertiary,True,False,11.040000000000001,"LINESTRING (174.8409862 -41.1378497, 174.8409598 -41.1378498, 174.8409345 -41.1378444, 174.8409121 -41.1378339, 174.8408945 -41.1378191, 174.8408831 -41.1378012)",,roundabout,
"[17336754, 16486330, 17336742]",yes,Titahi Bay Road,secondary,True,False,278.17499999999995,"LINESTRING (174.8411846 -41.1382528, 174.8413803 -41.1382914, 174.8415337 -41.1383076, 174.8418738 -41.1383183, 174.8440583 -41.1383201, 174.84414 -41.1383068, 174.844222 -41.1382882, 174.8442933 -41.1382594, 174.844367 -41.1382182, 174.8444467 -41.1381756)",50,,"['2', '3']"
799300510,,,secondary,True,False,17.307,"LINESTRING (174.8411846 -41.1382528, 174.8412144 -41.1382744, 174.8412357 -41.1383011, 174.8412471 -41.138331, 174.8412478 -41.1383621, 174.8412378 -41.1383923)",50,roundabout,
817725035,,Kenepuru Drive,secondary,True,False,57.45399999999999,"LINESTRING (174.8415426 -41.1388146, 174.8414717 -41.138755, 174.8414166 -41.1386868, 174.8413838 -41.1386546, 174.8413161 -41.1386071, 174.8411423 -41.1385172, 174.8410499 -41.1384637)",50,,2
971060994,,Kenepuru Drive,secondary,False,True,32.814,"LINESTRING (174.8415426 -41.1388146, 174.8415622 -41.1389131, 174.8415783 -41.1390232, 174.8415846 -41.1391078)",50,,4
"[333527363, 412602275, 248424428]",,Lyttelton Avenue,secondary,False,False,388.00300000000004,"LINESTRING (174.8424739 -41.1373679, 174.8424635 -41.1371971, 174.8424584 -41.1368184, 174.8424682 -41.1366447, 174.8424747 -41.1365274, 174.8425238 -41.136015, 174.8425394 -41.1358978, 174.8425332 -41.1358289, 174.8425256 -41.1357725, 174.842507 -41.1357077, 174.8424806 -41.135647, 174.8424218 -41.135552, 174.8422549 -41.1353466, 174.8421369 -41.1352162, 174.8420576 -41.1351005, 174.84201 -41.1350338, 174.8419727 -41.1349429, 174.8419559 -41.1347955, 174.8419405 -41.1346583, 174.8419107 -41.1345343, 174.8418767 -41.1344527, 174.8418404 -41.1344004, 174.8417599 -41.1343237, 174.8416763 -41.1342614, 174.8414765 -41.1341093)",50,,
