osmid,oneway,lanes,highway,maxspeed,reversed,length,geometry,ref,name,bridge,access
216090939,False,2,residential,50,True,133.28900000000002,"LINESTRING (25.2188306 46.0387951, 25.2185703 46.0387732, 25.2182625 46.0387447, 25.2180858 46.0387264, 25.2179857 46.0387135, 25.2178163 46.0386809, 25.2176999 46.0386476, 25.2174641 46.0385731, 25.2171823 46.0384788)",,Strada Cetății,,
216090945,False,2,residential,50,False,162.163,"LINESTRING (25.2188306 46.0387951, 25.2195385 46.0388595, 25.2197496 46.0388677, 25.2199219 46.0388675, 25.2201217 46.0388567, 25.2203671 46.0388369, 25.2207696 46.0387895, 25.2209144 46.0387701)",,Strada Republicii,,
965245220,False,,residential,50,False,210.414,"LINESTRING (25.2188306 46.0387951, 25.219179 46.0389872, 25.2196494 46.0392506, 25.2201932 46.0395501, 25.2206212 46.0397933, 25.2207359 46.0398581, 25.2208399 46.0399122, 25.220966 46.0399706)",,Strada Cetății,,
216090939,False,2,residential,50,False,133.289,"LINESTRING (25.2171823 46.0384788, 25.2174641 46.0385731, 25.2176999 46.0386476, 25.2178163 46.0386809, 25.2179857 46.0387135, 25.2180858 46.0387264, 25.2182625 46.0387447, 25.2185703 46.0387732, 25.2188306 46.0387951)",,Strada Cetății,,
216090939,False,2,residential,50,True,91.128,"LINESTRING (25.2171823 46.0384788, 25.2168567 46.0382536, 25.2166332 46.0381125, 25.2163229 46.0379172)",,Strada Cetății,,
216090943,False,,residential,50,True,77.668,"LINESTRING (25.2171823 46.0384788, 25.2166921 46.0383369, 25.2164917 46.0382776, 25.2164251 46.0382645, 25.2163388 46.0382514, 25.2162394 46.0382461)",,,,
216090943,False,,residential,50,False,77.668,"LINESTRING (25.2162394 46.0382461, 25.2163388 46.0382514, 25.2164251 46.0382645, 25.2164917 46.0382776, 25.2166921 46.0383369, 25.2171823 46.0384788)",,,,
216090943,False,,residential,50,True,92.80099999999999,"LINESTRING (25.2162394 46.0382461, 25.2160555 46.0382441, 25.215923 46.0382447, 25.2157586 46.038227, 25.2152947 46.0381422, 25.2150675 46.0380891)",,,,
225087383,False,,living_street,30,True,102.89800000000002,"LINESTRING (25.2162394 46.0382461, 25.2161345 46.0384478, 25.2161352 46.0384922, 25.216171 46.0385275, 25.2162333 46.0385662, 25.2162613 46.0385955, 25.216262 46.0386135, 25.2162497 46.0386373, 25.2162302 46.0386569, 25.2159732 46.0388442, 25.2159415 46.0388564, 25.2159132 46.0388558, 25.2158853 46.0388422, 25.2158692 46.0388213, 25.2158359 46.0387475, 25.2158413 46.0387333, 25.215853 46.0387148)",,,,permissive
216090939,False,2,residential,50,False,171.402,"LINESTRING (25.2150561 46.0366684, 25.2151258 46.0367614, 25.2152058 46.0368713, 25.2152955 46.0369943, 25.2153943 46.0371335, 25.2155113 46.0372651, 25.2156185 46.0373758, 25.215756 46.0375086, 25.2159132 46.0376448, 25.216006 46.0377176, 25.2161394 46.0378067, 25.2163229 46.0379172)",,Strada Cetății,,
216090942,False,1,residential,50,False,110.67899999999999,"LINESTRING (25.2150561 46.0366684, 25.2150397 46.0365675, 25.2150545 46.0365257, 25.2150801 46.0364941, 25.2151567 46.0364448, 25.215261 46.0363748, 25.2153055 46.0363382, 25.2153331 46.0363049, 25.2153459 46.0362671, 25.215344 46.0362374, 25.2153246 46.0362013, 25.215107 46.0359988, 25.2150962 46.0359683, 25.2151065 46.0359322, 25.2151231 46.0359019, 25.2151653 46.0358806, 25.2152004 46.0358691, 25.2152451 46.0358639)",,Strada A.P. Bănuț,,
216090937,False,,residential,RO:urban,False,111.40500000000002,"LINESTRING (25.2166029 46.0368612, 25.2163874 46.0365857, 25.2162032 46.036358, 25.216126 46.0362823, 25.2159835 46.0361726, 25.2158654 46.0360802, 25.2158049 46.0360329)",,Strada A.P. Bănuț,,
216090950,False,2,residential,50,True,68.80799999999999,"LINESTRING (25.220966 46.0399706, 25.2209092 46.0399233, 25.220865 46.0398738, 25.2208503 46.0398321, 25.2208499 46.0397638, 25.2208737 46.0393764)",,,,
965245220,False,,residential,50,True,210.414,"LINESTRING (25.220966 46.0399706, 25.2208399 46.0399122, 25.2207359 46.0398581, 25.2206212 46.0397933, 25.2201932 46.0395501, 25.2196494 46.0392506, 25.219179 46.0389872, 25.2188306 46.0387951)",,Strada Cetății,,
216090950,False,2,residential,50,False,68.80799999999999,"LINESTRING (25.2208737 46.0393764, 25.2208499 46.0397638, 25.2208503 46.0398321, 25.220865 46.0398738, 25.2209092 46.0399233, 25.220966 46.0399706)",,,,
216090950,False,2,residential,50,True,51.931999999999995,"LINESTRING (25.2208737 46.0393764, 25.2209006 46.0390927, 25.220908 46.0390249, 25.2209245 46.0389745, 25.2209492 46.0389393, 25.2209639 46.0389177)",,,,
225087379,True,2,residential,50,False,326.435,"LINESTRING (25.2208737 46.0393764, 25.2215719 46.0395622, 25.2219274 46.0396698, 25.2227841 46.0399746, 25.2235485 46.0402696, 25.2240508 46.0404732, 25.224534 46.0406671, 25.224601 46.0406896, 25.2246389 46.0407023)",,Strada Sergent Boieru Nicolae,,
"[66097544, 66097547]",False,2,residential,RO:urban,False,57.951,"LINESTRING (25.2158049 46.0360329, 25.2156601 46.0361128, 25.2155763 46.036049, 25.2153559 46.0358866, 25.2153072 46.0358649, 25.2152451 46.0358639)",,Strada A.P. Bănuț,,
66097547,False,2,residential,RO:urban,True,105.831,"LINESTRING (25.2158049 46.0360329, 25.2167634 46.0354375, 25.2168278 46.0353992)",,Strada A.P. Bănuț,,
216090937,False,,residential,RO:urban,True,111.405,"LINESTRING (25.2158049 46.0360329, 25.2158654 46.0360802, 25.2159835 46.0361726, 25.216126 46.0362823, 25.2162032 46.036358, 25.2163874 46.0365857, 25.2166029 46.0368612)",,Strada A.P. Bănuț,,
216093036,False,,residential,50,False,59.171,"LINESTRING (25.2245511 46.0412307, 25.224612 46.0408094, 25.2246389 46.0407023)",,,,
965245219,True,,residential,50,False,313.24899999999997,"LINESTRING (25.2245511 46.0412307, 25.2244774 46.0412286, 25.2243904 46.0412274, 25.2243418 46.041225, 25.2242706 46.0412181, 25.2241716 46.0412021, 25.2240386 46.0411674, 25.2237667 46.0410909, 25.2233865 46.0409662, 25.2232238 46.0409127, 25.2228492 46.0407909, 25.2226712 46.0407099, 25.2224105 46.0405759, 25.2222048 46.0404721, 25.2218132 46.0403089, 25.220966 46.0399706)",,Strada Cetății,,
216091096,False,,residential,50,False,155.276,"LINESTRING (25.2209374 46.0382205, 25.2210241 46.03815, 25.2210732 46.0381068, 25.2213629 46.037835, 25.2214433 46.0377717, 25.2215499 46.0376979, 25.2216083 46.0376749, 25.2217017 46.0376699, 25.2218009 46.037685, 25.2218883 46.037714, 25.2220441 46.0377791, 25.2222322 46.0378659, 25.2223148 46.037904, 25.222457 46.037973)",,Strada Republicii,,
1166064138,False,2,secondary,50,False,74.881,"LINESTRING (25.2209374 46.0382205, 25.2212544 46.0384466, 25.2213698 46.0385183, 25.2214721 46.0385719, 25.2216501 46.0386758)",DJ132,Strada Republicii,,
1166064138,False,2,secondary,50,True,119.435,"LINESTRING (25.2209374 46.0382205, 25.2204772 46.037912, 25.2203471 46.0378299, 25.2200701 46.0376068, 25.2199781 46.0375276, 25.2198767 46.0374409)",DJ132,Strada Republicii,,
216091425,False,,residential,50,False,299.916,"LINESTRING (25.2234557 46.0365201, 25.2235712 46.0365429, 25.2236964 46.0365745, 25.2240443 46.0366309, 25.2242037 46.0366502, 25.2243679 46.0366596, 25.2245116 46.0366645, 25.2255744 46.0367476, 25.2262434 46.0368039, 25.2266897 46.0368444, 25.2272959 46.0368966)",,Strada Promenăzii,,
216091425,False,,residential,50,True,101.607,"LINESTRING (25.2234557 46.0365201, 25.2234233 46.0365184, 25.2233822 46.0365274, 25.223272 46.0365899, 25.2232203 46.0366181, 25.2231672 46.0366359, 25.2230312 46.0366607, 25.2229704 46.0366827, 25.2229332 46.0367054, 25.2225771 46.0371358)",,Strada Promenăzii,,
1029386939,False,,living_street,30,False,25.947,"LINESTRING (25.2234557 46.0365201, 25.2234548 46.0364728, 25.2234362 46.0364371, 25.223413 46.0364084, 25.2233858 46.0363757, 25.2233302 46.0363086)",,,,
216091425,False,,residential,50,True,299.91600000000005,"LINESTRING (25.2272959 46.0368966, 25.2266897 46.0368444, 25.2262434 46.0368039, 25.2255744 46.0367476, 25.2245116 46.0366645, 25.2243679 46.0366596, 25.2242037 46.0366502, 25.2240443 46.0366309, 25.2236964 46.0365745, 25.2235712 46.0365429, 25.2234557 46.0365201)",,Strada Promenăzii,,
216091708,False,,residential,50,False,75.954,"LINESTRING (25.2272959 46.0368966, 25.2272208 46.0371014, 25.2270906 46.0374215, 25.2270332 46.0375548)",,Strada Promenăzii,,
216089333,False,2,residential,50,False,92.368,"LINESTRING (25.2267124 46.0381423, 25.2271268 46.0382766, 25.2272832 46.0383282, 25.2274614 46.0383835, 25.2276038 46.0384178, 25.2277199 46.0384405, 25.2278182 46.0384517)",,Strada 1 Decembrie 1918,,
216089333,False,2,residential,50,True,207.567,"LINESTRING (25.2267124 46.0381423, 25.2262503 46.0379993, 25.2258832 46.0378859, 25.2253907 46.0377643, 25.2248455 46.0376452, 25.224674 46.0376087, 25.2244411 46.037575, 25.2241768 46.0375376)",,Strada 1 Decembrie 1918,,
216091708,False,,residential,50,True,69.876,"LINESTRING (25.2267124 46.0381423, 25.2268062 46.037985, 25.226922 46.0377722, 25.2270332 46.0375548)",,Strada Promenăzii,,
216089333,False,2,residential,50,False,39.122,"LINESTRING (25.2221187 46.0369861, 25.2222674 46.0370361, 25.2225551 46.0371263, 25.2225771 46.0371358)",,Strada 1 Decembrie 1918,,
216089333,False,2,residential,50,True,198.11900000000003,"LINESTRING (25.2221187 46.0369861, 25.2217792 46.0368744, 25.2215471 46.0367976, 25.2214123 46.0367432, 25.2207945 46.0364522, 25.2200777 46.0361496, 25.2199086 46.036086)",,Strada 1 Decembrie 1918,,
"[216091704, 216089341]",False,"['1', '2']",residential,50,True,489.142,"LINESTRING (25.2221187 46.0369861, 25.2221494 46.0369128, 25.2222982 46.0365804, 25.2224987 46.0362228, 25.2227657 46.0358135, 25.2227794 46.0357767, 25.2227836 46.0357523, 25.2227639 46.0357307, 25.2227203 46.0357061, 25.2223845 46.0355303, 25.221967 46.0353067, 25.2215242 46.0350782, 25.2210137 46.0348179, 25.2209756 46.0348036, 25.2209145 46.0347957, 25.2207984 46.0348514, 25.2204262 46.0352544, 25.2197074 46.0359837)",,Strada Pieții,,
216089340,False,1,residential,50,False,64.379,"LINESTRING (25.2275982 46.039076, 25.2275333 46.039327, 25.2274897 46.0395543, 25.2274714 46.0396481)",,Strada Republicii,,
"[216089340, 1167298470, 1167298471]",False,1,residential,50,True,71.474,"LINESTRING (25.2275982 46.039076, 25.2276422 46.0389343, 25.2276761 46.0388407, 25.2278182 46.0384517)",,Strada Republicii,yes,
216091913,False,,residential,50,True,312.209,"LINESTRING (25.2275982 46.039076, 25.2275 46.0390621, 25.227405 46.0390391, 25.2273219 46.0390096, 25.2271749 46.0389367, 25.2269311 46.0388059, 25.2266209 46.038639, 25.2262112 46.0384343, 25.2259052 46.0383088, 25.2256072 46.0381924, 25.2253272 46.0380994, 25.2251226 46.0380626, 25.2245477 46.0379271, 25.2240361 46.0378109)",,,,
216091096,False,,residential,50,True,155.27599999999998,"LINESTRING (25.222457 46.037973, 25.2223148 46.037904, 25.2222322 46.0378659, 25.2220441 46.0377791, 25.2218883 46.037714, 25.2218009 46.037685, 25.2217017 46.0376699, 25.2216083 46.0376749, 25.2215499 46.0376979, 25.2214433 46.0377717, 25.2213629 46.037835, 25.2210732 46.0381068, 25.2210241 46.03815, 25.2209374 46.0382205)",,Strada Republicii,,
216091913,False,,residential,50,False,146.582,"LINESTRING (25.222457 46.037973, 25.2225001 46.0379281, 25.2226765 46.0377428, 25.2227957 46.0376359, 25.2228344 46.0376127, 25.2228811 46.0375967, 25.2229635 46.0375922, 25.2230484 46.0375957, 25.2231032 46.037604, 25.2233869 46.0376723, 25.2236762 46.0377307, 25.2240361 46.0378109)",,,,
974775117,False,,residential,50,False,65.786,"LINESTRING (25.222457 46.037973, 25.2224804 46.0379933, 25.2224813 46.0380174, 25.2223438 46.0381979, 25.2223379 46.0382233, 25.2223455 46.0382393, 25.2223754 46.0382735, 25.2223804 46.0383007, 25.222375 46.0383287, 25.2222543 46.0385093)",,Strada Republicii,,
216093036,False,,residential,50,True,59.171,"LINESTRING (25.2246389 46.0407023, 25.224612 46.0408094, 25.2245511 46.0412307)",,,,
216090939,False,2,residential,50,False,91.12800000000001,"LINESTRING (25.2163229 46.0379172, 25.2166332 46.0381125, 25.2168567 46.0382536, 25.2171823 46.0384788)",,Strada Cetății,,
216090939,False,2,residential,50,True,171.40200000000002,"LINESTRING (25.2163229 46.0379172, 25.2161394 46.0378067, 25.216006 46.0377176, 25.2159132 46.0376448, 25.215756 46.0375086, 25.2156185 46.0373758, 25.2155113 46.0372651, 25.2153943 46.0371335, 25.2152955 46.0369943, 25.2152058 46.0368713, 25.2151258 46.0367614, 25.2150561 46.0366684)",,Strada Cetății,,
536965296,False,2,residential,50,True,33.431,"LINESTRING (25.2179856 46.034639, 25.2177412 46.0343908)",,Strada 1 Decembrie 1918,,
274919841,False,,living_street,30,True,42.937,"LINESTRING (25.2179856 46.034639, 25.2179398 46.0346228, 25.2178808 46.0346134, 25.2177306 46.0345446, 25.2175804 46.034511, 25.2174745 46.034503)",,,,
536965296,False,2,residential,50,False,200.57299999999998,"LINESTRING (25.2179856 46.034639, 25.2180701 46.0347224, 25.2184817 46.035104, 25.2186485 46.0352362, 25.2188167 46.0353698, 25.2189551 46.0354719, 25.2191208 46.0355988, 25.2193283 46.0357407, 25.2195323 46.0358756, 25.2197074 46.0359837)",,Strada 1 Decembrie 1918,,
"[985691828, 985692566]",False,,living_street,"['30', 'RO:urban']",False,69.55699999999999,"LINESTRING (25.2167274 46.0342302, 25.2167596 46.0342261, 25.2168133 46.0342522, 25.2170547 46.0344459, 25.217119 46.0344738, 25.2172612 46.0344868, 25.2174745 46.034503)",,Strada Republicii,,
216089345,False,2,residential,RO:urban,True,24.458000000000002,"LINESTRING (25.2163975 46.0344626, 25.2163597 46.0344635, 25.2163262 46.034457, 25.2161218 46.0343642)",,Strada Republicii,,
216090943,False,,residential,50,False,92.801,"LINESTRING (25.2150675 46.0380891, 25.2152947 46.0381422, 25.2157586 46.038227, 25.215923 46.0382447, 25.2160555 46.0382441, 25.2162394 46.0382461)",,,,
225087383,False,,living_street,30,False,102.898,"LINESTRING (25.215853 46.0387148, 25.2158413 46.0387333, 25.2158359 46.0387475, 25.2158692 46.0388213, 25.2158853 46.0388422, 25.2159132 46.0388558, 25.2159415 46.0388564, 25.2159732 46.0388442, 25.2162302 46.0386569, 25.2162497 46.0386373, 25.216262 46.0386135, 25.2162613 46.0385955, 25.2162333 46.0385662, 25.216171 46.0385275, 25.2161352 46.0384922, 25.2161345 46.0384478, 25.2162394 46.0382461)",,,,permissive
216089333,False,2,residential,50,False,131.75699999999998,"LINESTRING (25.2225771 46.0371358, 25.222934 46.0372538, 25.2232023 46.0373366, 25.2234003 46.0373896, 25.2235837 46.0374325, 25.2238838 46.0374899, 25.2241768 46.0375376)",,Strada 1 Decembrie 1918,,
216089333,False,2,residential,50,True,39.122,"LINESTRING (25.2225771 46.0371358, 25.2225551 46.0371263, 25.2222674 46.0370361, 25.2221187 46.0369861)",,Strada 1 Decembrie 1918,,
216091425,False,,residential,50,False,101.60699999999999,"LINESTRING (25.2225771 46.0371358, 25.2229332 46.0367054, 25.2229704 46.0366827, 25.2230312 46.0366607, 25.2231672 46.0366359, 25.2232203 46.0366181, 25.223272 46.0365899, 25.2233822 46.0365274, 25.2234233 46.0365184, 25.2234557 46.0365201)",,Strada Promenăzii,,
974775117,False,,residential,50,True,65.786,"LINESTRING (25.2222543 46.0385093, 25.222375 46.0383287, 25.2223804 46.0383007, 25.2223754 46.0382735, 25.2223455 46.0382393, 25.2223379 46.0382233, 25.2223438 46.0381979, 25.2224813 46.0380174, 25.2224804 46.0379933, 25.222457 46.037973)",,Strada Republicii,,
974642105,False,,living_street,20,False,85.007,"LINESTRING (25.2260129 46.0372671, 25.2266137 46.0374346, 25.2270332 46.0375548)",,,,
216091708,False,,residential,50,False,69.876,"LINESTRING (25.2270332 46.0375548, 25.226922 46.0377722, 25.2268062 46.037985, 25.2267124 46.0381423)",,Strada Promenăzii,,
216091708,False,,residential,50,True,75.954,"LINESTRING (25.2270332 46.0375548, 25.2270906 46.0374215, 25.2272208 46.0371014, 25.2272959 46.0368966)",,Strada Promenăzii,,
974642105,False,,living_street,20,True,85.007,"LINESTRING (25.2270332 46.0375548, 25.2266137 46.0374346, 25.2260129 46.0372671)",,,,
1029386932,False,2,residential,50,True,26.293,"LINESTRING (25.2212515 46.0387361, 25.2209144 46.0387701)",,,,
216090940,False,2,residential,50,False,31.500999999999998,"LINESTRING (25.2212515 46.0387361, 25.2213394 46.0387244, 25.2214504 46.038709, 25.2215298 46.0386977, 25.2216501 46.0386758)",,,,
1029386935,False,2,residential,50,True,30.240000000000002,"LINESTRING (25.2212515 46.0387361, 25.2211447 46.0387849, 25.2210723 46.0388297, 25.2210274 46.0388627, 25.2209639 46.0389177)",,,,
985692565,False,,living_street,30,False,24.073,"LINESTRING (25.2174745 46.034503, 25.2177412 46.0343908)",,,,
274919841,False,,living_street,30,False,42.937,"LINESTRING (25.2174745 46.034503, 25.2175804 46.034511, 25.2177306 46.0345446, 25.2178808 46.0346134, 25.2179398 46.0346228, 25.2179856 46.034639)",,,,
"[985691828, 985692566]",False,,living_street,"['30', 'RO:urban']",True,69.557,"LINESTRING (25.2174745 46.034503, 25.2172612 46.0344868, 25.217119 46.0344738, 25.2170547 46.0344459, 25.2168133 46.0342522, 25.2167596 46.0342261, 25.2167274 46.0342302)",,Strada Republicii,,
536965296,False,2,residential,50,False,33.431,"LINESTRING (25.2177412 46.0343908, 25.2179856 46.034639)",,Strada 1 Decembrie 1918,,
985692565,False,,living_street,30,True,24.073,"LINESTRING (25.2177412 46.0343908, 25.2174745 46.034503)",,,,
536965296,False,2,residential,50,True,107.87400000000001,"LINESTRING (25.2177412 46.0343908, 25.2174469 46.0340893, 25.2170888 46.0337424, 25.2170442 46.0336864, 25.2170225 46.0336343, 25.2170248 46.0335734)",,Strada 1 Decembrie 1918,,
216090950,False,2,residential,50,False,51.932,"LINESTRING (25.2209639 46.0389177, 25.2209492 46.0389393, 25.2209245 46.0389745, 25.220908 46.0390249, 25.2209006 46.0390927, 25.2208737 46.0393764)",,,,
1029386935,False,2,residential,50,False,30.24,"LINESTRING (25.2209639 46.0389177, 25.2210274 46.0388627, 25.2210723 46.0388297, 25.2211447 46.0387849, 25.2212515 46.0387361)",,,,
1029386936,False,2,residential,50,False,17.212,"LINESTRING (25.2209639 46.0389177, 25.2209655 46.038885, 25.2209636 46.038859, 25.2209533 46.0388276, 25.2209392 46.0387994, 25.2209144 46.0387701)",,,,
1029386939,False,,living_street,30,True,25.947000000000003,"LINESTRING (25.2233302 46.0363086, 25.2233858 46.0363757, 25.223413 46.0364084, 25.2234362 46.0364371, 25.2234548 46.0364728, 25.2234557 46.0365201)",,,,
