osmid,oneway,highway,maxspeed,reversed,length,geometry,name,ref,lanes,junction
24327772,False,residential,RO:urban,True,366.438,"LINESTRING (27.4842805 47.1572022, 27.4811413 47.1597129)","Strada Craus Clemente, erou",,,
176846562,False,residential,RO:urban,True,11.764,"LINESTRING (27.4842805 47.1572022, 27.4841414 47.1571548)",Strada Via Mare,,,
"[176846576, 176846562]",False,residential,RO:urban,False,105.818,"LINESTRING (27.4842805 47.1572022, 27.4845184 47.1572692, 27.4848717 47.1573664, 27.4855715 47.1575695)",Strada Via Mare,,,
116401247,True,primary,90,False,44.826,"LINESTRING (27.4865048 47.1607451, 27.4866338 47.160591, 27.4867437 47.1603779)",Centura Iași,DNVO28D,2,
116568119,True,primary,90,False,17.031,"LINESTRING (27.4865048 47.1607451, 27.4865552 47.160728, 27.486611 47.1607228, 27.4866664 47.1607297, 27.4867156 47.1607483)",,,1,roundabout
116401261,True,tertiary,30,False,32.861999999999995,"LINESTRING (27.4867708 47.1607992, 27.4869501 47.1608768, 27.4871433 47.1609513)",,DC25,1,
116568119,True,primary,90,False,17.547,"LINESTRING (27.4867708 47.1607992, 27.4867816 47.1608299, 27.4867802 47.1608614, 27.4867666 47.1608916, 27.4867419 47.1609183, 27.4867077 47.1609397)",,,1,roundabout
116401254,False,tertiary,50,False,14.983,"LINESTRING (27.4869739 47.1578474, 27.4870393 47.1578475, 27.4870969 47.1578548, 27.4871656 47.1578738)",Strada Eroilor,DC27,2,
116814130,False,primary,50,False,181.83800000000002,"LINESTRING (27.4869739 47.1578474, 27.4869803 47.1576697, 27.4869035 47.157101, 27.4869025 47.1568846, 27.4869284 47.1566297, 27.4869904 47.1562173)",Centura Iași,DNVO28D,2,
116814130,False,primary,50,True,138.905,"LINESTRING (27.4869739 47.1578474, 27.4869293 47.1584685, 27.4868547 47.1590938)",Centura Iași,DNVO28D,2,
669976249,False,residential,RO:urban,True,110.672,"LINESTRING (27.4869739 47.1578474, 27.4869052 47.1578457, 27.4868274 47.1578366, 27.4858832 47.1576414, 27.4855715 47.1575695)",Strada Via Mare,DC27,,
116814130,False,primary,50,False,41.274,"LINESTRING (27.4874658 47.1545442, 27.4875776 47.1543995, 27.4877293 47.1542192)",Centura Iași,DNVO28D,2,
116814130,False,primary,50,True,190.28,"LINESTRING (27.4874658 47.1545442, 27.4872701 47.1549097, 27.4871945 47.155135, 27.4869904 47.1562173)",Centura Iași,DNVO28D,2,
997287544,False,living_street,,False,97.202,"LINESTRING (27.4874658 47.1545442, 27.4864055 47.1542481, 27.4863711 47.154204, 27.4863597 47.1541599)",,,,
116401251,True,primary,90,False,35.602000000000004,"LINESTRING (27.4866717 47.1609529, 27.4865453 47.1610983, 27.4864233 47.1612248)",Centura Iași,DNVO28D,,
116568119,True,primary,90,False,18.935,"LINESTRING (27.4866717 47.1609529, 27.4866103 47.1609613, 27.4865485 47.1609545, 27.4864942 47.1609334, 27.4864542 47.1609006)",,,1,roundabout
116568119,True,primary,90,False,19.32,"LINESTRING (27.4864542 47.1609006, 27.4864359 47.1608682, 27.4864321 47.1608335, 27.4864431 47.1607996, 27.486468 47.1607692, 27.4865048 47.1607451)",,,1,roundabout
116568119,True,primary,90,False,7.0969999999999995,"LINESTRING (27.4867156 47.1607483, 27.4867483 47.1607712, 27.4867708 47.1607992)",,,1,roundabout
24254302,False,residential,RO:urban,False,81.513,"LINESTRING (27.4869904 47.1562173, 27.4859671 47.1559867)",,,,
116814130,False,primary,50,False,190.28,"LINESTRING (27.4869904 47.1562173, 27.4871945 47.155135, 27.4872701 47.1549097, 27.4874658 47.1545442)",Centura Iași,DNVO28D,2,
116814130,False,primary,50,True,181.83800000000002,"LINESTRING (27.4869904 47.1562173, 27.4869284 47.1566297, 27.4869025 47.1568846, 27.4869035 47.157101, 27.4869803 47.1576697, 27.4869739 47.1578474)",Centura Iași,DNVO28D,2,
116814125,False,primary,90,True,26.702,"LINESTRING (27.4867437 47.1603779, 27.4867673 47.1601383)",Centura Iași,DNVO28D,2,
116401246,True,primary,90,False,41.257999999999996,"LINESTRING (27.4867437 47.1603779, 27.4867342 47.1606026, 27.4867156 47.1607483)",Centura Iași,DNVO28D,2,
116401249,True,primary,90,False,36.138999999999996,"LINESTRING (27.4864233 47.1612248, 27.4864453 47.1610644, 27.4864542 47.1609006)",Centura Iași,DNVO28D,,
56696443,True,tertiary,30,False,32.96,"LINESTRING (27.4871433 47.1609513, 27.4869005 47.1609452, 27.4867077 47.1609397)",,DC25,1,
116401264,False,residential,RO:urban,False,136.447,"LINESTRING (27.4836957 47.1535068, 27.485463 47.1532591)",,,,
250263296,False,residential,RO:urban,False,35.987,"LINESTRING (27.4836957 47.1535068, 27.4835111 47.1532085)",,,,
250263296,False,residential,RO:urban,True,109.694,"LINESTRING (27.4836957 47.1535068, 27.4840586 47.1540236, 27.4841673 47.1542328, 27.4842456 47.1544172)",,,,
116401264,False,residential,RO:urban,True,136.447,"LINESTRING (27.485463 47.1532591, 27.4836957 47.1535068)",,,,
116398576,False,residential,RO:urban,True,134.382,"LINESTRING (27.485463 47.1532591, 27.4856496 47.1540355, 27.4856751 47.1541455, 27.4857049 47.1544553)",Strada Preot Țurcanu,,,
116401267,False,residential,RO:urban,False,26.445,"LINESTRING (27.4859043 47.1562512, 27.4859351 47.1564881)",,,,
246863961,False,residential,RO:urban,True,44.613,"LINESTRING (27.4859043 47.1562512, 27.4854086 47.1564688)",,,,
116401267,False,residential,RO:urban,True,30.387,"LINESTRING (27.4859043 47.1562512, 27.4859034 47.1560893, 27.4859671 47.1559867)",,,,
116401267,False,residential,RO:urban,True,26.445,"LINESTRING (27.4859351 47.1564881, 27.4859043 47.1562512)",,,,
250263296,False,residential,RO:urban,True,53.120000000000005,"LINESTRING (27.48351 47.1527311, 27.4834993 47.1530769, 27.4835111 47.1532085)",,,,
24254302,False,residential,RO:urban,True,141.46000000000004,"LINESTRING (27.4842456 47.1544172, 27.484294 47.1546109, 27.4843092 47.1547763, 27.4843077 47.1549194, 27.4843109 47.1550234, 27.4843667 47.1551372, 27.4845302 47.1553101, 27.4847577 47.1555314, 27.4848211 47.1555831)",,,,
250263296,False,residential,RO:urban,False,109.69399999999999,"LINESTRING (27.4842456 47.1544172, 27.4841673 47.1542328, 27.4840586 47.1540236, 27.4836957 47.1535068)",,,,
250263297,False,residential,RO:urban,False,148.192,"LINESTRING (27.4842456 47.1544172, 27.4834599 47.1543837, 27.4833681 47.1543661, 27.4824185 47.1540203)",,,,
116446134,False,residential,RO:urban,False,125.866,"LINESTRING (27.4835111 47.1532085, 27.4818466 47.1532035)",,,,
250263296,False,residential,RO:urban,True,35.987,"LINESTRING (27.4835111 47.1532085, 27.4836957 47.1535068)",,,,
250263296,False,residential,RO:urban,False,53.120000000000005,"LINESTRING (27.4835111 47.1532085, 27.4834993 47.1530769, 27.48351 47.1527311)",,,,
116446134,False,residential,RO:urban,True,28.554,"LINESTRING (27.4814692 47.1531948, 27.4818466 47.1532035)",,,,
116446134,False,residential,RO:urban,False,146.59599999999998,"LINESTRING (27.4814692 47.1531948, 27.4805699 47.1531932, 27.4802848 47.1531857, 27.4801443 47.1531756, 27.479974 47.1531538, 27.479759 47.1531162, 27.4795589 47.1530583)",,,,
116814130,False,primary,50,True,41.274,"LINESTRING (27.4877293 47.1542192, 27.4875776 47.1543995, 27.4874658 47.1545442)",Centura Iași,DNVO28D,2,
232544366,False,residential,,True,103.779,"LINESTRING (27.4877293 47.1542192, 27.4873076 47.1540513, 27.4869663 47.1539255, 27.4868379 47.1538967, 27.4864864 47.1538427)",,,,
116568119,True,primary,90,False,3.092,"LINESTRING (27.4867077 47.1609397, 27.4866717 47.1609529)",,,1,roundabout
997287544,False,living_street,,True,36.549,"LINESTRING (27.4864864 47.1538427, 27.4863597 47.1541599)",,,,
232544366,False,residential,,False,103.779,"LINESTRING (27.4864864 47.1538427, 27.4868379 47.1538967, 27.4869663 47.1539255, 27.4873076 47.1540513, 27.4877293 47.1542192)",,,,
116814128,False,residential,RO:urban,False,85.235,"LINESTRING (27.4868547 47.1590938, 27.4875288 47.1591534, 27.4879672 47.1592146)",,,,
"[116814129, 229905775]",False,residential,RO:urban,False,388.19300000000004,"LINESTRING (27.4868547 47.1590938, 27.485549 47.1589008, 27.4854825 47.1588966, 27.4854239 47.1588974, 27.4853568 47.1589068, 27.4852834 47.1589364, 27.485194 47.159003, 27.4836877 47.1601789, 27.4836089 47.1601986, 27.4835337 47.1602006, 27.4834559 47.1601845, 27.48339 47.160142, 27.4832819 47.1600305, 27.4829794 47.159706)",,,,
116814130,False,primary,50,False,138.905,"LINESTRING (27.4868547 47.1590938, 27.4869293 47.1584685, 27.4869739 47.1578474)",Centura Iași,DNVO28D,2,
"[116814130, 116814125]",False,primary,"['90', '50']","[False, True]",116.335,"LINESTRING (27.4868547 47.1590938, 27.4868123 47.1596819, 27.4867673 47.1601383)",Centura Iași,DNVO28D,2,
24327772,False,residential,RO:urban,False,366.438,"LINESTRING (27.4811413 47.1597129, 27.4842805 47.1572022)","Strada Craus Clemente, erou",,,
176846561,False,residential,RO:urban,True,51.171,"LINESTRING (27.4811413 47.1597129, 27.4805957 47.1594406)",,,,
"[176846561, 176846566]",False,residential,RO:urban,False,187.547,"LINESTRING (27.4811413 47.1597129, 27.4817754 47.1600552, 27.4819873 47.1601747, 27.4820758 47.1602184, 27.4821895 47.160254, 27.4822263 47.1602571, 27.4822622 47.1602563, 27.4822913 47.1602494, 27.4823179 47.1602373, 27.4823923 47.1601937, 27.4825104 47.1601009, 27.4829794 47.159706)",Strada Ponoare,DC27,,
176846562,False,residential,RO:urban,False,11.764,"LINESTRING (27.4841414 47.1571548, 27.4842805 47.1572022)",Strada Via Mare,,,
"[176846562, 24327766]",False,residential,RO:urban,True,107.52900000000001,"LINESTRING (27.4841414 47.1571548, 27.4829709 47.1568084, 27.482838 47.156768)",Strada Via Mare,,,
176846563,False,residential,RO:urban,False,182.767,"LINESTRING (27.4841414 47.1571548, 27.4842999 47.1567904, 27.4844766 47.1563271, 27.484588 47.155939, 27.4848211 47.1555831)","Strada Craus Clemente, erou",,,
176846561,False,residential,RO:urban,False,51.171,"LINESTRING (27.4805957 47.1594406, 27.4811413 47.1597129)",,,,
116401254,False,tertiary,50,True,254.58700000000002,"LINESTRING (27.4899604 47.159118, 27.4892823 47.1586906, 27.4889407 47.158522, 27.4885964 47.1583494, 27.4873329 47.1579264, 27.4871656 47.1578738)",Strada Eroilor,DC27,2,
116814128,False,residential,RO:urban,True,169.15699999999998,"LINESTRING (27.4899604 47.159118, 27.4897585 47.1593056, 27.4896858 47.1593745, 27.4896352 47.1594054, 27.4895861 47.1594147, 27.4895304 47.1594147, 27.4892871 47.159409, 27.4888073 47.1593621, 27.4880965 47.1592327, 27.4879672 47.1592146)",,,,
116446134,False,residential,RO:urban,True,146.596,"LINESTRING (27.4795589 47.1530583, 27.479759 47.1531162, 27.479974 47.1531538, 27.4801443 47.1531756, 27.4802848 47.1531857, 27.4805699 47.1531932, 27.4814692 47.1531948)",,,,
116401255,False,residential,RO:urban,False,381.5689999999999,"LINESTRING (27.4891633 47.1550321, 27.4884794 47.155969, 27.4884253 47.1560954, 27.4884135 47.1561827, 27.4884219 47.1563332, 27.4885368 47.1569835, 27.4885547 47.1571024, 27.4885436 47.1571478, 27.4885024 47.1571845, 27.4884338 47.1572214, 27.4874858 47.1576916, 27.4872378 47.1577946, 27.4871868 47.1578393, 27.4871656 47.1578738)",,,,
176846566,False,residential,RO:urban,False,308.07599999999996,"LINESTRING (27.4829794 47.159706, 27.485518 47.1576311, 27.4855715 47.1575695)",Strada Ponoare,DC27,,
"[176846561, 176846566]",False,residential,RO:urban,True,187.547,"LINESTRING (27.4829794 47.159706, 27.4825104 47.1601009, 27.4823923 47.1601937, 27.4823179 47.1602373, 27.4822913 47.1602494, 27.4822622 47.1602563, 27.4822263 47.1602571, 27.4821895 47.160254, 27.4820758 47.1602184, 27.4819873 47.1601747, 27.4817754 47.1600552, 27.4811413 47.1597129)",Strada Ponoare,DC27,,
"[116814129, 229905775]",False,residential,RO:urban,True,388.19300000000004,"LINESTRING (27.4829794 47.159706, 27.4832819 47.1600305, 27.48339 47.160142, 27.4834559 47.1601845, 27.4835337 47.1602006, 27.4836089 47.1601986, 27.4836877 47.1601789, 27.485194 47.159003, 27.4852834 47.1589364, 27.4853568 47.1589068, 27.4854239 47.1588974, 27.4854825 47.1588966, 27.485549 47.1589008, 27.4868547 47.1590938)",,,,
246863961,False,residential,RO:urban,False,44.613,"LINESTRING (27.4854086 47.1564688, 27.4859043 47.1562512)",,,,
713483643,False,residential,,False,100.981,"LINESTRING (27.4824185 47.1540203, 27.4817516 47.1548071)",,,,
250263297,False,residential,RO:urban,False,106.72200000000001,"LINESTRING (27.4824185 47.1540203, 27.4821532 47.1539019, 27.4820518 47.1538203, 27.4819893 47.153741, 27.4819417 47.1536359, 27.4818466 47.1532035)",,,,
250263297,False,residential,RO:urban,True,148.192,"LINESTRING (27.4824185 47.1540203, 27.4833681 47.1543661, 27.4834599 47.1543837, 27.4842456 47.1544172)",,,,
116446134,False,residential,RO:urban,False,28.554,"LINESTRING (27.4818466 47.1532035, 27.4814692 47.1531948)",,,,
116446134,False,residential,RO:urban,True,125.866,"LINESTRING (27.4818466 47.1532035, 27.4835111 47.1532085)",,,,
250263297,False,residential,RO:urban,True,106.72200000000001,"LINESTRING (27.4818466 47.1532035, 27.4819417 47.1536359, 27.4819893 47.153741, 27.4820518 47.1538203, 27.4821532 47.1539019, 27.4824185 47.1540203)",,,,
116401254,False,tertiary,50,False,254.587,"LINESTRING (27.4871656 47.1578738, 27.4873329 47.1579264, 27.4885964 47.1583494, 27.4889407 47.158522, 27.4892823 47.1586906, 27.4899604 47.159118)",Strada Eroilor,DC27,2,
116401254,False,tertiary,50,True,14.983,"LINESTRING (27.4871656 47.1578738, 27.4870969 47.1578548, 27.4870393 47.1578475, 27.4869739 47.1578474)",Strada Eroilor,DC27,2,
116401255,False,residential,RO:urban,True,381.569,"LINESTRING (27.4871656 47.1578738, 27.4871868 47.1578393, 27.4872378 47.1577946, 27.4874858 47.1576916, 27.4884338 47.1572214, 27.4885024 47.1571845, 27.4885436 47.1571478, 27.4885547 47.1571024, 27.4885368 47.1569835, 27.4884219 47.1563332, 27.4884135 47.1561827, 27.4884253 47.1560954, 27.4884794 47.155969, 27.4891633 47.1550321)",,,,
713483643,False,residential,,True,100.981,"LINESTRING (27.4817516 47.1548071, 27.4824185 47.1540203)",,,,
116398576,False,residential,RO:urban,False,134.382,"LINESTRING (27.4857049 47.1544553, 27.4856751 47.1541455, 27.4856496 47.1540355, 27.485463 47.1532591)",Strada Preot Țurcanu,,,
116398576,False,residential,RO:urban,True,176.62699999999998,"LINESTRING (27.4857049 47.1544553, 27.4857794 47.1547391, 27.4857952 47.1548683, 27.4857666 47.1551709, 27.4857772 47.1552254, 27.4858269 47.1553223, 27.4859489 47.155495, 27.4860348 47.1556479, 27.4860582 47.1557272, 27.4860629 47.1557892, 27.4860522 47.155854, 27.4860237 47.1559244, 27.4859671 47.1559867)",Strada Preot Țurcanu,,,
997287543,False,living_street,,True,66.8,"LINESTRING (27.4857049 47.1544553, 27.4858034 47.1542704, 27.4858549 47.1542354, 27.485961 47.1542003, 27.4861307 47.1541777, 27.4863597 47.1541599)",,,,
116814128,False,residential,RO:urban,False,169.15699999999998,"LINESTRING (27.4879672 47.1592146, 27.4880965 47.1592327, 27.4888073 47.1593621, 27.4892871 47.159409, 27.4895304 47.1594147, 27.4895861 47.1594147, 27.4896352 47.1594054, 27.4896858 47.1593745, 27.4897585 47.1593056, 27.4899604 47.159118)",,,,
116814128,False,residential,RO:urban,True,85.235,"LINESTRING (27.4879672 47.1592146, 27.4875288 47.1591534, 27.4868547 47.1590938)",,,,
997217562,False,residential,,True,180.863,"LINESTRING (27.4879672 47.1592146, 27.4877661 47.1601017, 27.4877502 47.1601391, 27.487738 47.1601632, 27.487689 47.1601763, 27.4876273 47.1601821, 27.4867673 47.1601383)",,,,
116814125,False,primary,90,False,26.702,"LINESTRING (27.4867673 47.1601383, 27.4867437 47.1603779)",Centura Iași,DNVO28D,2,
"[116814130, 116814125]",False,primary,"['90', '50']","[False, True]",116.335,"LINESTRING (27.4867673 47.1601383, 27.4868123 47.1596819, 27.4868547 47.1590938)",Centura Iași,DNVO28D,2,
997217562,False,residential,,False,180.863,"LINESTRING (27.4867673 47.1601383, 27.4876273 47.1601821, 27.487689 47.1601763, 27.487738 47.1601632, 27.4877502 47.1601391, 27.4877661 47.1601017, 27.4879672 47.1592146)",,,,
997287544,False,living_street,,False,36.549,"LINESTRING (27.4863597 47.1541599, 27.4864864 47.1538427)",,,,
997287543,False,living_street,,False,66.8,"LINESTRING (27.4863597 47.1541599, 27.4861307 47.1541777, 27.485961 47.1542003, 27.4858549 47.1542354, 27.4858034 47.1542704, 27.4857049 47.1544553)",,,,
997287544,False,living_street,,True,97.202,"LINESTRING (27.4863597 47.1541599, 27.4863711 47.154204, 27.4864055 47.1542481, 27.4874658 47.1545442)",,,,
1073748037,False,residential,,True,148.604,"LINESTRING (27.4816091 47.1578046, 27.481876 47.1575447, 27.4820128 47.1574034, 27.4820705 47.1573551, 27.4821362 47.1573076, 27.4821851 47.1572857, 27.4822368 47.1572566, 27.482572 47.1569994, 27.482838 47.156768)",,,,
24327766,False,residential,RO:urban,True,77.549,"LINESTRING (27.482838 47.156768, 27.4819062 47.1564766)",Strada Via Mare,,,
"[176846562, 24327766]",False,residential,RO:urban,False,107.52900000000001,"LINESTRING (27.482838 47.156768, 27.4829709 47.1568084, 27.4841414 47.1571548)",Strada Via Mare,,,
1073748037,False,residential,,False,148.60399999999998,"LINESTRING (27.482838 47.156768, 27.482572 47.1569994, 27.4822368 47.1572566, 27.4821851 47.1572857, 27.4821362 47.1573076, 27.4820705 47.1573551, 27.4820128 47.1574034, 27.481876 47.1575447, 27.4816091 47.1578046)",,,,
