osmid,lanes,ref,highway,oneway,reversed,length,maxspeed,geometry,bridge
947177090,2,DN29,trunk,False,False,191.35699999999997,50,"LINESTRING (26.3711794 47.6517521, 26.3709595 47.6517728, 26.3701814 47.6518279, 26.369398 47.6518891, 26.3692005 47.6519138, 26.3690503 47.6519305, 26.3688736 47.6519585, 26.3686651 47.6520189)",
"[685509449, 947177090, 685509450]",2,DN29,trunk,False,True,310.57,50,"LINESTRING (26.3711794 47.6517521, 26.3715253 47.651706, 26.3717868 47.6516735, 26.3722821 47.6515945, 26.3725738 47.6515371, 26.3731599 47.6514147, 26.3733484 47.651373, 26.3751447 47.6509503)",yes
176611014,2,,residential,False,False,124.875,RO:urban,"LINESTRING (26.3720464 47.6500948, 26.3721737 47.6496019, 26.3722972 47.6494, 26.3725224 47.6492202, 26.3727082 47.6491065)",
176611014,2,,residential,False,True,196.26,RO:urban,"LINESTRING (26.3720464 47.6500948, 26.3718603 47.6506872, 26.3711794 47.6517521)",
256046129,2,,residential,False,True,144.127,RO:urban,"LINESTRING (26.3720464 47.6500948, 26.3719094 47.6500554, 26.3717472 47.650003, 26.371479 47.6498702, 26.3709533 47.6495901, 26.3706957 47.6494248, 26.370562 47.6492935)",
"[256047177, 719248363]",2,DN29,trunk,False,False,272.958,,"LINESTRING (26.3803813 47.6516938, 26.3793774 47.6507652, 26.3792454 47.6506757, 26.3791317 47.6506079, 26.3789691 47.6505361, 26.3787793 47.6504722, 26.3785765 47.65042, 26.3783973 47.6503863, 26.3782932 47.6503704, 26.3782067 47.6503635, 26.3781095 47.6503613, 26.3779754 47.6503653, 26.3778466 47.6503761, 26.3776167 47.6504079)",
255826067,2,DC63,residential,False,False,128.031,RO:urban,"LINESTRING (26.3672841 47.6497185, 26.3674852 47.6503509, 26.3675255 47.6505722, 26.367555 47.6508532)",
256046106,2,,residential,False,False,84.421,RO:urban,"LINESTRING (26.3708738 47.6464758, 26.3712094 47.6464315, 26.3717016 47.6463999, 26.3719846 47.6463557)",
256046106,2,,residential,False,True,190.928,RO:urban,"LINESTRING (26.3708738 47.6464758, 26.3706649 47.6465129, 26.3703081 47.6465771, 26.3700212 47.6466656, 26.3696443 47.6468789, 26.3692205 47.6471489, 26.3689872 47.6473215, 26.3688144 47.6474194)",
256046121,2,,residential,False,False,311.47600000000006,RO:urban,"LINESTRING (26.3708738 47.6464758, 26.3711249 47.6467352, 26.3714642 47.6470866, 26.3717606 47.6474273, 26.3719765 47.6476395, 26.3722461 47.647869, 26.3725157 47.6480443, 26.3727584 47.6481708, 26.3729381 47.6482819, 26.3730333 47.6483958, 26.3731137 47.6485196, 26.3731942 47.6485719, 26.37326 47.648609, 26.3733773 47.6486781)",
176611014,2,,residential,False,False,7.386,RO:urban,"LINESTRING (26.3767396 47.64877, 26.3768382 47.6487698)",
176611014,2,,residential,False,True,187.137,RO:urban,"LINESTRING (26.3767396 47.64877, 26.3746146 47.6482092, 26.3744014 47.6481861)",
256046087,2,,residential,False,True,209.04399999999995,RO:urban,"LINESTRING (26.3767396 47.64877, 26.3767187 47.6488584, 26.376669 47.6489803, 26.3765721 47.6493434, 26.3764755 47.649712, 26.3763521 47.6499469, 26.3762019 47.6500532, 26.3760828 47.6500937, 26.3758987 47.6501403, 26.3757066 47.6502039, 26.3755025 47.6502824)",
256046075,2,,residential,False,False,157.424,RO:urban,"LINESTRING (26.370562 47.6492935, 26.3704181 47.6492956, 26.3703095 47.6492974, 26.3701808 47.649301, 26.3700788 47.6493625, 26.369934 47.6495576, 26.3698885 47.6497767, 26.3698761 47.6498929, 26.3699003 47.6500293, 26.3697836 47.6503943)",
256046129,2,,residential,False,False,144.12699999999998,RO:urban,"LINESTRING (26.370562 47.6492935, 26.3706957 47.6494248, 26.3709533 47.6495901, 26.371479 47.6498702, 26.3717472 47.650003, 26.3719094 47.6500554, 26.3720464 47.6500948)",
256046129,2,,residential,False,True,261.09999999999997,RO:urban,"LINESTRING (26.370562 47.6492935, 26.3705348 47.6492134, 26.3704825 47.6489921, 26.3704128 47.6486551, 26.3703738 47.6484716, 26.3703176 47.6483524, 26.3701244 47.6481744, 26.3697436 47.6478726, 26.3693319 47.6476405, 26.3690422 47.6475122, 26.3688144 47.6474194)",
256046077,2,,residential,False,False,280.068,RO:urban,"LINESTRING (26.3713013 47.6532045, 26.371039 47.6532345, 26.370862 47.6532544, 26.3706528 47.6532851, 26.3704704 47.653314, 26.3703257 47.6533086, 26.3701303 47.6532726, 26.3698933 47.6532185, 26.3696876 47.6531699, 26.3694724 47.6531204, 26.3692756 47.6530447, 26.3692166 47.6529543, 26.3690342 47.6527881, 26.3689591 47.6527014, 26.3688383 47.6526003, 26.3686886 47.6525191, 26.368599 47.6524778, 26.3684701 47.6524004, 26.368244 47.6522171)",
256046091,2,,residential,False,False,162.52500000000003,RO:urban,"LINESTRING (26.3713013 47.6532045, 26.37131 47.6531027, 26.3713274 47.6529744, 26.3712939 47.6527585, 26.3713167 47.6525732, 26.3713101 47.6524314, 26.3712725 47.6522454, 26.3712028 47.6519978, 26.3711794 47.6517521)",
256046091,2,,residential,False,True,137.036,RO:urban,"LINESTRING (26.3713013 47.6532045, 26.3713324 47.6533912, 26.3713059 47.6534884, 26.3712094 47.6537151, 26.3710659 47.6539383, 26.3709626 47.6541162, 26.3707796 47.6543627)",
255826067,2,DC63,residential,False,True,128.031,RO:urban,"LINESTRING (26.367555 47.6508532, 26.3675255 47.6505722, 26.3674852 47.6503509, 26.3672841 47.6497185)",
256046133,2,,residential,False,False,189.663,RO:urban,"LINESTRING (26.367555 47.6508532, 26.3681333 47.6510098, 26.3687332 47.6512115, 26.3687859 47.6512493, 26.3687215 47.6513454, 26.3686695 47.651572, 26.3686491 47.6518215, 26.3686651 47.6520189)",
256046145,2,,residential,False,False,274.554,RO:urban,"LINESTRING (26.3732917 47.6529956, 26.373563 47.6526354, 26.3736113 47.6525451, 26.3737186 47.6524837, 26.3738445 47.6524255, 26.3739301 47.6523468, 26.3739761 47.652209, 26.3740565 47.6520247, 26.3742067 47.6518477, 26.3743248 47.6517465, 26.3744589 47.6516417, 26.3745822 47.6515622, 26.3747754 47.6514646, 26.3748773 47.6514104, 26.3750248 47.6512724, 26.3751093 47.6511278, 26.3751447 47.6509503)",
176611014,2,,residential,False,True,69.147,RO:urban,"LINESTRING (26.3733773 47.6486781, 26.3727082 47.6491065)",
176611014,2,,residential,False,False,76.47999999999999,RO:urban,"LINESTRING (26.3733773 47.6486781, 26.3738622 47.6483692, 26.373999 47.6482977, 26.3741444 47.6482257)",
256046121,2,,residential,False,True,311.47599999999994,RO:urban,"LINESTRING (26.3733773 47.6486781, 26.37326 47.648609, 26.3731942 47.6485719, 26.3731137 47.6485196, 26.3730333 47.6483958, 26.3729381 47.6482819, 26.3727584 47.6481708, 26.3725157 47.6480443, 26.3722461 47.647869, 26.3719765 47.6476395, 26.3717606 47.6474273, 26.3714642 47.6470866, 26.3711249 47.6467352, 26.3708738 47.6464758)",
256046087,2,,residential,False,True,24.293,RO:urban,"LINESTRING (26.3755025 47.6502824, 26.3751942 47.6503502)",
256046087,2,,residential,False,False,209.04399999999998,RO:urban,"LINESTRING (26.3755025 47.6502824, 26.3757066 47.6502039, 26.3758987 47.6501403, 26.3760828 47.6500937, 26.3762019 47.6500532, 26.3763521 47.6499469, 26.3764755 47.649712, 26.3765721 47.6493434, 26.376669 47.6489803, 26.3767187 47.6488584, 26.3767396 47.64877)",
669832740,,,residential,False,True,33.217,,"LINESTRING (26.3755025 47.6502824, 26.3753938 47.6504056, 26.3752658 47.6505349)",
256046145,2,,residential,False,True,274.55400000000003,RO:urban,"LINESTRING (26.3751447 47.6509503, 26.3751093 47.6511278, 26.3750248 47.6512724, 26.3748773 47.6514104, 26.3747754 47.6514646, 26.3745822 47.6515622, 26.3744589 47.6516417, 26.3743248 47.6517465, 26.3742067 47.6518477, 26.3740565 47.6520247, 26.3739761 47.652209, 26.3739301 47.6523468, 26.3738445 47.6524255, 26.3737186 47.6524837, 26.3736113 47.6525451, 26.373563 47.6526354, 26.3732917 47.6529956)",
256046158,2,,residential,False,True,47.947,RO:urban,"LINESTRING (26.3751447 47.6509503, 26.3752766 47.6507058, 26.3752658 47.6505349)",
"[685509449, 685509450, 947177090]",2,DN29,trunk,False,False,310.57,50,"LINESTRING (26.3751447 47.6509503, 26.3733484 47.651373, 26.3731599 47.6514147, 26.3725738 47.6515371, 26.3722821 47.6515945, 26.3717868 47.6516735, 26.3715253 47.651706, 26.3711794 47.6517521)",yes
"[719248362, 685509450]",2,DN29,trunk,False,True,194.744,50,"LINESTRING (26.3751447 47.6509503, 26.3768695 47.6505723, 26.3776167 47.6504079)",
256046148,2,,residential,False,False,214.48399999999998,RO:urban,"LINESTRING (26.3683344 47.6548436, 26.3687982 47.6547157, 26.3691052 47.6546419, 26.3691761 47.6545906, 26.3692219 47.6545316, 26.3692665 47.654454, 26.3693278 47.6543504, 26.3693859 47.6542943, 26.3694184 47.6542801, 26.3694533 47.6542737, 26.3699072 47.6542527, 26.3701111 47.65425, 26.3702197 47.6542509, 26.3704235 47.6542563, 26.3705616 47.6542717, 26.3706515 47.6543114, 26.3707796 47.6543627)",
256046087,2,,residential,False,False,24.293,RO:urban,"LINESTRING (26.3751942 47.6503502, 26.3755025 47.6502824)",
256046158,2,,residential,False,False,21.226,RO:urban,"LINESTRING (26.3751942 47.6503502, 26.3752658 47.6505349)",
256046084,2,,residential,False,True,290.186,RO:urban,"LINESTRING (26.3751942 47.6503502, 26.3751047 47.6503405, 26.3750074 47.6503647, 26.3748574 47.6504282, 26.3746882 47.6505009, 26.374492 47.6505567, 26.3743022 47.6505836, 26.3741698 47.6505858, 26.3740828 47.650567, 26.3739789 47.650516, 26.3739354 47.650416, 26.3739062 47.6502582, 26.3738483 47.6500926, 26.3736906 47.6498432, 26.3736144 47.6497258, 26.3735016 47.6496552, 26.3733321 47.6495757, 26.3731648 47.6494969, 26.3730118 47.649404, 26.372855 47.6492504, 26.3727082 47.6491065)",
256046106,2,,residential,False,True,84.421,RO:urban,"LINESTRING (26.3719846 47.6463557, 26.3717016 47.6463999, 26.3712094 47.6464315, 26.3708738 47.6464758)",
256046153,2,,residential,False,False,88.513,RO:urban,"LINESTRING (26.3719846 47.6463557, 26.3721321 47.6465201, 26.3724955 47.6468138, 26.3727256 47.6469721)",
256046139,2,,residential,False,False,121.134,RO:urban,"LINESTRING (26.3727256 47.6469721, 26.3729823 47.6469258, 26.3731821 47.6469077, 26.3736408 47.6469104, 26.3739171 47.6469059, 26.3741182 47.6469104, 26.3743306 47.6468966)",
256046153,2,,residential,False,False,175.447,RO:urban,"LINESTRING (26.3727256 47.6469721, 26.372926 47.6471742, 26.373339 47.6475673, 26.373783 47.6479287, 26.3739962 47.6481048, 26.3741444 47.6482257)",
256046153,2,,residential,False,True,88.51299999999999,RO:urban,"LINESTRING (26.3727256 47.6469721, 26.3724955 47.6468138, 26.3721321 47.6465201, 26.3719846 47.6463557)",
256046077,2,,residential,False,True,280.068,RO:urban,"LINESTRING (26.368244 47.6522171, 26.3684701 47.6524004, 26.368599 47.6524778, 26.3686886 47.6525191, 26.3688383 47.6526003, 26.3689591 47.6527014, 26.3690342 47.6527881, 26.3692166 47.6529543, 26.3692756 47.6530447, 26.3694724 47.6531204, 26.3696876 47.6531699, 26.3698933 47.6532185, 26.3701303 47.6532726, 26.3703257 47.6533086, 26.3704704 47.653314, 26.3706528 47.6532851, 26.370862 47.6532544, 26.371039 47.6532345, 26.3713013 47.6532045)",
947177090,2,DN29,trunk,False,True,38.631,50,"LINESTRING (26.368244 47.6522171, 26.3684247 47.6521148, 26.368544 47.652062, 26.3686651 47.6520189)",
256046106,2,,residential,False,False,146.747,RO:urban,"LINESTRING (26.3743306 47.6468966, 26.3743878 47.6470233, 26.3744723 47.6472448, 26.3745501 47.6475031, 26.3745621 47.6476893, 26.3745085 47.647888, 26.3744014 47.6481861)",
256046139,2,,residential,False,True,121.134,RO:urban,"LINESTRING (26.3743306 47.6468966, 26.3741182 47.6469104, 26.3739171 47.6469059, 26.3736408 47.6469104, 26.3731821 47.6469077, 26.3729823 47.6469258, 26.3727256 47.6469721)",
256046091,2,,residential,False,False,137.036,RO:urban,"LINESTRING (26.3707796 47.6543627, 26.3709626 47.6541162, 26.3710659 47.6539383, 26.3712094 47.6537151, 26.3713059 47.6534884, 26.3713324 47.6533912, 26.3713013 47.6532045)",
256046148,2,,residential,False,True,214.48399999999998,RO:urban,"LINESTRING (26.3707796 47.6543627, 26.3706515 47.6543114, 26.3705616 47.6542717, 26.3704235 47.6542563, 26.3702197 47.6542509, 26.3701111 47.65425, 26.3699072 47.6542527, 26.3694533 47.6542737, 26.3694184 47.6542801, 26.3693859 47.6542943, 26.3693278 47.6543504, 26.3692665 47.654454, 26.3692219 47.6545316, 26.3691761 47.6545906, 26.3691052 47.6546419, 26.3687982 47.6547157, 26.3683344 47.6548436)",
176611014,2,,residential,False,False,69.147,RO:urban,"LINESTRING (26.3727082 47.6491065, 26.3733773 47.6486781)",
176611014,2,,residential,False,True,124.875,RO:urban,"LINESTRING (26.3727082 47.6491065, 26.3725224 47.6492202, 26.3722972 47.6494, 26.3721737 47.6496019, 26.3720464 47.6500948)",
256046084,2,,residential,False,False,290.186,RO:urban,"LINESTRING (26.3727082 47.6491065, 26.372855 47.6492504, 26.3730118 47.649404, 26.3731648 47.6494969, 26.3733321 47.6495757, 26.3735016 47.6496552, 26.3736144 47.6497258, 26.3736906 47.6498432, 26.3738483 47.6500926, 26.3739062 47.6502582, 26.3739354 47.650416, 26.3739789 47.650516, 26.3740828 47.650567, 26.3741698 47.6505858, 26.3743022 47.6505836, 26.374492 47.6505567, 26.3746882 47.6505009, 26.3748574 47.6504282, 26.3750074 47.6503647, 26.3751047 47.6503405, 26.3751942 47.6503502)",
176611014,2,,residential,False,False,19.749,RO:urban,"LINESTRING (26.3741444 47.6482257, 26.3744014 47.6481861)",
176611014,2,,residential,False,True,76.47999999999999,RO:urban,"LINESTRING (26.3741444 47.6482257, 26.373999 47.6482977, 26.3738622 47.6483692, 26.3733773 47.6486781)",
256046153,2,,residential,False,True,175.447,RO:urban,"LINESTRING (26.3741444 47.6482257, 26.3739962 47.6481048, 26.373783 47.6479287, 26.373339 47.6475673, 26.372926 47.6471742, 26.3727256 47.6469721)",
256046075,2,,residential,False,True,157.424,RO:urban,"LINESTRING (26.3697836 47.6503943, 26.3699003 47.6500293, 26.3698761 47.6498929, 26.3698885 47.6497767, 26.369934 47.6495576, 26.3700788 47.6493625, 26.3701808 47.649301, 26.3703095 47.6492974, 26.3704181 47.6492956, 26.370562 47.6492935)",
176611014,2,,residential,False,True,19.749,RO:urban,"LINESTRING (26.3744014 47.6481861, 26.3741444 47.6482257)",
176611014,2,,residential,False,False,187.137,RO:urban,"LINESTRING (26.3744014 47.6481861, 26.3746146 47.6482092, 26.3767396 47.64877)",
256046106,2,,residential,False,True,146.747,RO:urban,"LINESTRING (26.3744014 47.6481861, 26.3745085 47.647888, 26.3745621 47.6476893, 26.3745501 47.6475031, 26.3744723 47.6472448, 26.3743878 47.6470233, 26.3743306 47.6468966)",
256046158,2,,residential,False,True,21.226,RO:urban,"LINESTRING (26.3752658 47.6505349, 26.3751942 47.6503502)",
256046158,2,,residential,False,False,47.947,RO:urban,"LINESTRING (26.3752658 47.6505349, 26.3752766 47.6507058, 26.3751447 47.6509503)",
669832740,,,residential,False,False,33.217,,"LINESTRING (26.3752658 47.6505349, 26.3753938 47.6504056, 26.3755025 47.6502824)",
256046106,2,,residential,False,False,190.928,RO:urban,"LINESTRING (26.3688144 47.6474194, 26.3689872 47.6473215, 26.3692205 47.6471489, 26.3696443 47.6468789, 26.3700212 47.6466656, 26.3703081 47.6465771, 26.3706649 47.6465129, 26.3708738 47.6464758)",
256046129,2,,residential,False,False,261.1,RO:urban,"LINESTRING (26.3688144 47.6474194, 26.3690422 47.6475122, 26.3693319 47.6476405, 26.3697436 47.6478726, 26.3701244 47.6481744, 26.3703176 47.6483524, 26.3703738 47.6484716, 26.3704128 47.6486551, 26.3704825 47.6489921, 26.3705348 47.6492134, 26.370562 47.6492935)",
