osmid,lanes,name,highway,maxspeed,oneway,reversed,length,ref,geometry,access,bridge
238199064,,,residential,RO:urban,False,True,160.964,,"LINESTRING (24.8827754 44.6607074, 24.8825768 44.6608438, 24.8825137 44.6609106, 24.8824883 44.6609492, 24.8824561 44.6610127, 24.8824064 44.6610785, 24.8823662 44.6610956, 24.8822992 44.6611014, 24.8820008 44.6610918, 24.8818459 44.6610956, 24.8816232 44.6610975, 24.8812839 44.6610813, 24.8810303 44.6610604)",,
238201393,2,Strada Zorilor,secondary,50,False,False,105.86,DJ703B,"LINESTRING (24.8750357 44.6624025, 24.8749338 44.6624349, 24.8747675 44.6624502, 24.8745476 44.6624578, 24.8742472 44.6624769, 24.8741563 44.6624903, 24.8740881 44.6625003, 24.8740082 44.6625102, 24.8739292 44.6625187, 24.8738167 44.6625337, 24.8737174 44.6625384)",,
238201393,2,Strada Zorilor,secondary,50,False,True,80.14699999999999,DJ703B,"LINESTRING (24.8750357 44.6624025, 24.8751645 44.6623414, 24.8755427 44.6621068, 24.8758074 44.6619367)",,
498769793,2,Strada Morii,residential,50,False,True,67.465,,"LINESTRING (24.8814594 44.6649499, 24.8806226 44.664832)",,
498758741,1,,living_street,30,False,True,163.412,,"LINESTRING (24.8814594 44.6649499, 24.8813082 44.6654646, 24.8813029 44.6655066, 24.8813351 44.6655333, 24.8814263 44.6655524, 24.8818661 44.665644, 24.8825099 44.6657622)",destination,
498758741,1,,living_street,30,False,False,163.41199999999998,,"LINESTRING (24.8825099 44.6657622, 24.8818661 44.665644, 24.8814263 44.6655524, 24.8813351 44.6655333, 24.8813029 44.6655066, 24.8813082 44.6654646, 24.8814594 44.6649499)",destination,
238201393,2,Strada Zorilor,secondary,50,False,True,154.361,DJ703B,"LINESTRING (24.871832 44.6623214, 24.8718841 44.6623319, 24.8720075 44.6623357, 24.8725547 44.6622994, 24.8727317 44.6623014, 24.8729061 44.6623166, 24.8730965 44.66237, 24.8734866 44.6624947, 24.8735997 44.6625223, 24.8737174 44.6625384)",,
"[735112314, 735112315, 735112316]",,,unclassified,,False,True,52.691,,"LINESTRING (24.871832 44.6623214, 24.8718242 44.6624672, 24.8718071 44.6625861, 24.8717968 44.6627395, 24.8718087 44.6627937)",,yes
238155804,,Strada Râului,residential,RO:urban,False,True,116.667,,"LINESTRING (24.8725465 44.6600697, 24.8728469 44.6601918, 24.8738581 44.6605491)",,
"[735112314, 735112315, 735112316]",,,unclassified,,False,False,52.691,,"LINESTRING (24.8718087 44.6627937, 24.8717968 44.6627395, 24.8718071 44.6625861, 24.8718242 44.6624672, 24.871832 44.6623214)",,yes
997034363,,,residential,,False,False,231.75000000000003,,"LINESTRING (24.8727452 44.6650116, 24.8738443 44.6651186, 24.8741764 44.6651509, 24.8743811 44.6651708, 24.8748407 44.6652518, 24.8750704 44.6653622, 24.8753238 44.6655242, 24.8754043 44.6655605, 24.875496 44.665569)",,
