osmid,oneway,name,highway,maxspeed,reversed,length,geometry,ref,lanes,junction,bridge,access
219273619,False,Strada Tineretului,residential,RO:urban,False,88.62100000000001,"LINESTRING (23.1638732 44.8945149, 23.164474 44.8942736, 23.1648576 44.8941292)",,,,,
219273619,False,Strada Tineretului,residential,RO:urban,True,95.901,"LINESTRING (23.1638732 44.8945149, 23.1635326 44.8946365, 23.1628049 44.8949281)",,,,,
232640076,False,,tertiary,,False,12.708,"LINESTRING (23.1579888 44.9004721, 23.1579251 44.9003671)",DJ674B,,,yes,
219273608,True,Strada Constructorilor,residential,50,False,37.206,"LINESTRING (23.1579888 44.9004721, 23.1580796 44.9005303, 23.1582111 44.9005626, 23.1584149 44.9006006)",,2,,,
219321763,False,,tertiary,,True,43.049,"LINESTRING (23.1579888 44.9004721, 23.1580102 44.9005432, 23.158029 44.9005869, 23.1580505 44.9006477, 23.1580612 44.9007161, 23.1580585 44.9007883, 23.1580555 44.9008533)",DJ674B,,,,
162838031,False,Strada Tineretului,residential,RO:urban,True,102.044,"LINESTRING (23.1616904 44.895333, 23.1615365 44.8953641, 23.1604905 44.895677)",,,,,
219273604,True,,residential,50,False,17.964000000000002,"LINESTRING (23.1616904 44.895333, 23.161697 44.8953082, 23.161706 44.8952953, 23.1617298 44.8952765, 23.1617489 44.8952681, 23.1617832 44.8952614, 23.161805 44.8952616, 23.161839 44.8952689, 23.1618568 44.8952769)",,,roundabout,,
219273606,False,Strada Constructorilor,residential,50,False,564.923,"LINESTRING (23.1584149 44.9006006, 23.1585034 44.9006215, 23.1587395 44.9006899, 23.1590989 44.9008191, 23.159359 44.9008913, 23.1595012 44.900916, 23.1596729 44.9009255, 23.1598043 44.900916, 23.1599223 44.9009027, 23.1601101 44.9008704, 23.1602469 44.9008286, 23.1608423 44.9006519, 23.16136 44.900498, 23.162516 44.9001446, 23.1635674 44.8998464, 23.1637874 44.8997666, 23.1640073 44.8996773, 23.1642058 44.8995766, 23.1643801 44.8994702, 23.164535 44.8993489, 23.1646591 44.899227, 23.1647789 44.8991026)",,2,,,
219273610,True,Strada Constructorilor,residential,50,False,43.223000000000006,"LINESTRING (23.1584149 44.9006006, 23.1583344 44.9006006, 23.1582674 44.9006177, 23.1581923 44.9006747, 23.1581306 44.9007488, 23.1580555 44.9008533)",,2,,,
667628934,True,,residential,50,False,13.976,"LINESTRING (23.1646158 44.8988847, 23.1645297 44.8987748)",,1,,,
30418136,False,Strada Muncii,residential,50,True,41.659,"LINESTRING (23.1643586 44.8985404, 23.164102 44.8982128)",,,,,
219273611,True,,residential,50,False,22.633000000000003,"LINESTRING (23.1643586 44.8985404, 23.1644518 44.898575, 23.1645448 44.8985916, 23.164631 44.898593)",,,,,
30418136,False,Strada Muncii,residential,50,False,68.628,"LINESTRING (23.1618484 44.8953948, 23.1618928 44.895455, 23.1620044 44.8955877, 23.1621968 44.8958032, 23.1622976 44.8959234)",,,,,
219273604,True,,residential,50,False,17.27,"LINESTRING (23.1618484 44.8953948, 23.1618021 44.895406, 23.161765 44.8954036, 23.161733 44.8953926, 23.161706 44.8953721, 23.1616927 44.8953488, 23.1616904 44.895333)",,,roundabout,,
219273619,False,Strada Tineretului,residential,RO:urban,True,88.62100000000001,"LINESTRING (23.1648576 44.8941292, 23.164474 44.8942736, 23.1638732 44.8945149)",,,,,
219274675,False,Aleea Constructorilor,residential,50,False,457.435,"LINESTRING (23.1648576 44.8941292, 23.1652331 44.8946042, 23.1657937 44.8953111, 23.1660941 44.8956417, 23.1661489 44.8956992, 23.1662282 44.8957823, 23.1666386 44.8962174, 23.1668692 44.8964815, 23.1669577 44.8965879, 23.1670945 44.8967741, 23.1673279 44.8971389, 23.1676042 44.8975949, 23.1676819 44.8977146)",,2,,,
1013842930,True,,residential,50,False,29.342,"LINESTRING (23.1645297 44.8987748, 23.1643586 44.8985404)",,,,,
667628933,True,,residential,50,False,22.748,"LINESTRING (23.1645297 44.8987748, 23.164531 44.8987068, 23.1645453 44.8986724, 23.1645663 44.8986434, 23.164631 44.898593)",,1,,,
219273600,False,Strada Constructorilor,residential,50,False,61.171,"LINESTRING (23.1655094 44.8983473, 23.1653559 44.8984522, 23.1652622 44.8985432, 23.1651178 44.8987083, 23.1650519 44.8987878)",,2,,,
219273612,False,Strada Constructorilor,residential,50,False,96.723,"LINESTRING (23.1655094 44.8983473, 23.1655979 44.8983093, 23.1657668 44.8982485, 23.1660833 44.8981592, 23.1666386 44.8980091)",,2,,,
219273607,False,Strada 22 Decembrie 1989,residential,50,False,445.43600000000004,"LINESTRING (23.1666386 44.8980091, 23.1661799 44.8974296, 23.1658307 44.8969872, 23.165673 44.8967874, 23.1650936 44.8960483, 23.1645035 44.895313, 23.1644199 44.8952071, 23.1640328 44.8947163, 23.1638732 44.8945149)",,2,,,
219273612,False,Strada Constructorilor,residential,50,False,88.46199999999999,"LINESTRING (23.1666386 44.8980091, 23.1672984 44.8978229, 23.1676819 44.8977146)",,2,,,
219273612,False,Strada Constructorilor,residential,50,True,96.723,"LINESTRING (23.1666386 44.8980091, 23.1660833 44.8981592, 23.1657668 44.8982485, 23.1655979 44.8983093, 23.1655094 44.8983473)",,2,,,
219273601,True,,residential,50,False,27.424,"LINESTRING (23.1647789 44.8991026, 23.1646158 44.8988847)",,1,,,
219273602,False,Strada Constructorilor,residential,50,True,28.977,"LINESTRING (23.1647789 44.8991026, 23.1648066 44.8990636, 23.1648656 44.8990009, 23.1649739 44.8988819)",,2,,,
219273606,False,Strada Constructorilor,residential,50,True,564.923,"LINESTRING (23.1647789 44.8991026, 23.1646591 44.899227, 23.164535 44.8993489, 23.1643801 44.8994702, 23.1642058 44.8995766, 23.1640073 44.8996773, 23.1637874 44.8997666, 23.1635674 44.8998464, 23.162516 44.9001446, 23.16136 44.900498, 23.1608423 44.9006519, 23.1602469 44.9008286, 23.1601101 44.9008704, 23.1599223 44.9009027, 23.1598043 44.900916, 23.1596729 44.9009255, 23.1595012 44.900916, 23.159359 44.9008913, 23.1590989 44.9008191, 23.1587395 44.9006899, 23.1585034 44.9006215, 23.1584149 44.9006006)",,2,,,
162838031,False,Strada Tineretului,residential,RO:urban,True,50.151,"LINESTRING (23.1604905 44.895677, 23.159904 44.8958525)",,,,,
162838031,False,Strada Tineretului,residential,RO:urban,False,102.044,"LINESTRING (23.1604905 44.895677, 23.1615365 44.8953641, 23.1616904 44.895333)",,,,,
219274648,True,Strada Păcii,residential,50,False,40.902,"LINESTRING (23.1604905 44.895677, 23.1605741 44.8957937, 23.1607349 44.8960015)",,,,,
219274642,False,,residential,50,False,66.949,"LINESTRING (23.1614807 44.8972263, 23.1615397 44.8972035, 23.1618535 44.8971047, 23.1620815 44.897042, 23.1622612 44.8969888)",,,,,
219274648,True,Strada Păcii,residential,50,False,84.04,"LINESTRING (23.1614807 44.8972263, 23.1618642 44.8978552, 23.1619042 44.89792)",,,,,
"[45876645, 219321751]",False,"['Strada Plopilor', 'Aleea Creșei']",residential,50,False,264.81899999999996,"LINESTRING (23.1638689 44.8962522, 23.1649336 44.8975772, 23.1649477 44.8976251, 23.1649036 44.897665, 23.1639574 44.8980176)",,,,,
45876645,False,Strada Plopilor,residential,50,True,169.437,"LINESTRING (23.1638689 44.8962522, 23.1637074 44.8960333, 23.1628049 44.8949281)",,,,,
219274672,False,Strada Vulcan,residential,50,False,89.662,"LINESTRING (23.1638689 44.8962522, 23.1637901 44.8962839, 23.1632053 44.8965214, 23.1628888 44.896662)",,,,,
219274644,False,,residential,50,True,105.746,"LINESTRING (23.1607349 44.8960015, 23.1603258 44.8961033, 23.1596742 44.8963096, 23.1594966 44.8963669)",,,,,
219274648,True,Strada Păcii,residential,50,False,148.33499999999998,"LINESTRING (23.1607349 44.8960015, 23.1607967 44.8961148, 23.161022 44.896472, 23.1614807 44.8972263)",,,,,
219274657,False,,residential,50,False,97.952,"LINESTRING (23.1607349 44.8960015, 23.1612516 44.8958239, 23.1613171 44.8958163, 23.161368 44.8958298, 23.1614093 44.8958888, 23.1615558 44.8961091, 23.1616121 44.8961775)",,,,,
219274669,False,,living_street,,False,49.169000000000004,"LINESTRING (23.1625321 44.8971218, 23.1628245 44.8970192, 23.1629827 44.896966, 23.1630941 44.8969294)",,,,,
219274657,False,,residential,50,True,22.967,"LINESTRING (23.162398 44.8971712, 23.1622612 44.8969888)",,,,,
219274651,False,,residential,50,False,60.962,"LINESTRING (23.1616121 44.8961775, 23.1618401 44.8960996, 23.1621244 44.8959932, 23.1622976 44.8959234)",,,,,
219274657,False,,residential,50,False,103.70599999999999,"LINESTRING (23.1616121 44.8961775, 23.1619367 44.8965689, 23.1622612 44.8969888)",,,,,
219274657,False,,residential,50,True,97.952,"LINESTRING (23.1616121 44.8961775, 23.1615558 44.8961091, 23.1614093 44.8958888, 23.161368 44.8958298, 23.1613171 44.8958163, 23.1612516 44.8958239, 23.1607349 44.8960015)",,,,,
30418136,False,Strada Muncii,residential,50,False,65.66,"LINESTRING (23.1630941 44.8969294, 23.1635004 44.897445)",,,,,
30418136,False,Strada Muncii,residential,50,True,33.847,"LINESTRING (23.1630941 44.8969294, 23.1628888 44.896662)",,,,,
219274669,False,,living_street,,True,49.169,"LINESTRING (23.1630941 44.8969294, 23.1629827 44.896966, 23.1628245 44.8970192, 23.1625321 44.8971218)",,,,,
30418127,True,Strada Prieteniei,residential,50,False,40.213,"LINESTRING (23.1594966 44.8963669, 23.1593022 44.8960325)",,,,,
219274644,False,,residential,50,False,105.74600000000001,"LINESTRING (23.1594966 44.8963669, 23.1596742 44.8963096, 23.1603258 44.8961033, 23.1607349 44.8960015)",,,,,
30418136,False,Strada Muncii,residential,50,False,94.41600000000001,"LINESTRING (23.1622976 44.8959234, 23.1624007 44.8960464, 23.1628888 44.896662)",,,,,
30418136,False,Strada Muncii,residential,50,True,68.628,"LINESTRING (23.1622976 44.8959234, 23.1621968 44.8958032, 23.1620044 44.8955877, 23.1618928 44.895455, 23.1618484 44.8953948)",,,,,
219274651,False,,residential,50,True,60.962,"LINESTRING (23.1622976 44.8959234, 23.1621244 44.8959932, 23.1618401 44.8960996, 23.1616121 44.8961775)",,,,,
219274657,False,,residential,50,False,22.967,"LINESTRING (23.1622612 44.8969888, 23.162398 44.8971712)",,,,,
219274642,False,,residential,50,True,66.949,"LINESTRING (23.1622612 44.8969888, 23.1620815 44.897042, 23.1618535 44.8971047, 23.1615397 44.8972035, 23.1614807 44.8972263)",,,,,
219274657,False,,residential,50,True,103.70599999999999,"LINESTRING (23.1622612 44.8969888, 23.1619367 44.8965689, 23.1616121 44.8961775)",,,,,
"[219275251, 219275253]",False,Strada Castanilor,residential,50,False,102.086,"LINESTRING (23.1569536 44.8954003, 23.157195 44.8956758, 23.1572754 44.8957442, 23.1573237 44.8957708, 23.1573388 44.895793, 23.1574042 44.8957989, 23.1579236 44.8956692)",,,,,
219275251,False,Strada Castanilor,residential,50,False,137.166,"LINESTRING (23.1579236 44.8956692, 23.1586847 44.8954172, 23.1595233 44.8951834)",,,,,
"[219275251, 219275253]",False,Strada Castanilor,residential,50,True,102.086,"LINESTRING (23.1579236 44.8956692, 23.1574042 44.8957989, 23.1573388 44.895793, 23.1573237 44.8957708, 23.1572754 44.8957442, 23.157195 44.8956758, 23.1569536 44.8954003)",,,,,
219275255,False,Strada Castanilor,residential,50,True,78.30799999999999,"LINESTRING (23.1579236 44.8956692, 23.1582357 44.8962553, 23.158276 44.8963277)",,,,,
162838031,False,Strada Tineretului,residential,RO:urban,False,87.243,"LINESTRING (23.158276 44.8963277, 23.1593022 44.8960325)",,,,,
162838031,False,Strada Tineretului,residential,RO:urban,True,36.219,"LINESTRING (23.158276 44.8963277, 23.15785 44.8964503)",,,,,
219275255,False,Strada Castanilor,residential,50,False,78.30799999999999,"LINESTRING (23.158276 44.8963277, 23.1582357 44.8962553, 23.1579236 44.8956692)",,,,,
"[219275256, 219275251]",False,Strada Castanilor,residential,50,True,189.828,"LINESTRING (23.1607212 44.894194, 23.1609573 44.8946244, 23.160992 44.894675, 23.1609991 44.8947089, 23.1609786 44.8947222, 23.1609573 44.8947481, 23.1602442 44.8949603, 23.1595233 44.8951834)",,,,,
"[219275256, 219275251]",False,Strada Castanilor,residential,50,False,189.828,"LINESTRING (23.1595233 44.8951834, 23.1602442 44.8949603, 23.1609573 44.8947481, 23.1609786 44.8947222, 23.1609991 44.8947089, 23.160992 44.894675, 23.1609573 44.8946244, 23.1607212 44.894194)",,,,,
219275251,False,Strada Castanilor,residential,50,True,137.166,"LINESTRING (23.1595233 44.8951834, 23.1586847 44.8954172, 23.1579236 44.8956692)",,,,,
219275252,False,Strada Carierei,residential,50,False,80.22,"LINESTRING (23.1595233 44.8951834, 23.1597082 44.8955162, 23.159904 44.8958525)",,,,,
162838031,False,Strada Tineretului,residential,RO:urban,False,50.151,"LINESTRING (23.159904 44.8958525, 23.1604905 44.895677)",,,,,
162838031,False,Strada Tineretului,residential,RO:urban,True,51.456,"LINESTRING (23.159904 44.8958525, 23.1593022 44.8960325)",,,,,
219275252,False,Strada Carierei,residential,50,True,80.22,"LINESTRING (23.159904 44.8958525, 23.1597082 44.8955162, 23.1595233 44.8951834)",,,,,
219321753,False,Strada Tineretului,residential,50,True,24.061,"LINESTRING (23.1594412 44.8967344, 23.1591542 44.8968085)",,,,,
219321753,False,Strada Tineretului,residential,50,False,17.862000000000002,"LINESTRING (23.1594412 44.8967344, 23.1595431 44.8967097, 23.1596546 44.8966801)",,,,,
219321758,False,Strada Tineretului,residential,50,True,122.51099999999998,"LINESTRING (23.1594412 44.8967344, 23.1592434 44.8965344, 23.1591549 44.8964886, 23.1590994 44.8964868, 23.1583382 44.8967056, 23.1581698 44.8966489, 23.1581323 44.8966489)",,,,,
30418127,True,Strada Prieteniei,residential,50,False,36.983,"LINESTRING (23.1596546 44.8966801, 23.1594966 44.8963669)",,,,,
219321753,False,Strada Tineretului,residential,50,True,17.862000000000002,"LINESTRING (23.1596546 44.8966801, 23.1595431 44.8967097, 23.1594412 44.8967344)",,,,,
219321753,False,Strada Tineretului,residential,50,False,24.061,"LINESTRING (23.1591542 44.8968085, 23.1594412 44.8967344)",,,,,
162838031,False,Strada Tineretului,residential,RO:urban,False,36.219,"LINESTRING (23.15785 44.8964503, 23.158276 44.8963277)",,,,,
219321758,False,Strada Tineretului,residential,50,False,22.252000000000002,"LINESTRING (23.15785 44.8964503, 23.1579123 44.8965406, 23.1579682 44.896632)",,,,,
219321758,False,Strada Tineretului,residential,50,False,122.51099999999998,"LINESTRING (23.1581323 44.8966489, 23.1581698 44.8966489, 23.1583382 44.8967056, 23.1590994 44.8964868, 23.1591549 44.8964886, 23.1592434 44.8965344, 23.1594412 44.8967344)",,,,,
219321758,False,Strada Tineretului,residential,50,True,13.198,"LINESTRING (23.1581323 44.8966489, 23.1580491 44.8966489, 23.1579682 44.896632)",,,,,
219321762,False,Strada Tineretului,residential,50,True,116.305,"LINESTRING (23.1581323 44.8966489, 23.1583254 44.8969776, 23.1583576 44.8970289, 23.1583656 44.897065, 23.1583227 44.8970859, 23.1582583 44.8970992, 23.1582315 44.8970802, 23.158202 44.897046, 23.1579682 44.896632)",,,,,
219321758,False,Strada Tineretului,residential,50,False,13.198,"LINESTRING (23.1579682 44.896632, 23.1580491 44.8966489, 23.1581323 44.8966489)",,,,,
219321762,False,Strada Tineretului,residential,50,False,116.305,"LINESTRING (23.1579682 44.896632, 23.158202 44.897046, 23.1582315 44.8970802, 23.1582583 44.8970992, 23.1583227 44.8970859, 23.1583656 44.897065, 23.1583576 44.8970289, 23.1583254 44.8969776, 23.1581323 44.8966489)",,,,,
219321758,False,Strada Tineretului,residential,50,True,22.252000000000002,"LINESTRING (23.1579682 44.896632, 23.1579123 44.8965406, 23.15785 44.8964503)",,,,,
219271480,False,Strada Florilor,residential,50,False,31.48,"LINESTRING (23.1615331 44.8980251, 23.1619042 44.89792)",,,,,
219271480,False,Strada Florilor,residential,50,True,82.311,"LINESTRING (23.1615331 44.8980251, 23.1607109 44.898258, 23.1605607 44.898296)",,,,,
219505171,False,,living_street,,True,122.254,"LINESTRING (23.1615331 44.8980251, 23.1614329 44.8978686, 23.161272 44.8975988, 23.1609125 44.8970174)",,,,,
219505171,False,,living_street,,False,122.254,"LINESTRING (23.1609125 44.8970174, 23.161272 44.8975988, 23.1614329 44.8978686, 23.1615331 44.8980251)",,,,,
232640076,False,,tertiary,,True,12.708,"LINESTRING (23.1579251 44.9003671, 23.1579888 44.9004721)",DJ674B,,,yes,
232639808,True,,tertiary,,False,31.191,"LINESTRING (23.1579251 44.9003671, 23.1578692 44.9002818, 23.1578275 44.9002088, 23.157777 44.9001072)",DJ674B,,,,
232639807,True,,tertiary,,False,28.302,"LINESTRING (23.1580189 44.900125, 23.157966 44.9001966, 23.1579459 44.9002545, 23.1579298 44.9003001, 23.1579251 44.9003671)",,,,,
232639856,True,,tertiary,50,False,21.412999999999997,"LINESTRING (23.1580189 44.900125, 23.1579727 44.9001453, 23.1579197 44.900154, 23.1578656 44.90015, 23.1578163 44.9001338, 23.157777 44.9001072)",,2,roundabout,,yes
232639856,True,,tertiary,50,False,7.191000000000001,"LINESTRING (23.1580678 44.9000711, 23.1580486 44.9001004, 23.1580189 44.900125)",,2,roundabout,,yes
232639856,True,,tertiary,50,False,6.715999999999999,"LINESTRING (23.1578901 44.8999207, 23.1579327 44.899921, 23.1579738 44.8999291)",,2,roundabout,,yes
232639856,True,,tertiary,50,False,6.073,"LINESTRING (23.157777 44.9001072, 23.1577577 44.9000835, 23.1577466 44.9000574)",,2,roundabout,,yes
232639855,True,Strada Jiului,residential,50,False,37.532,"LINESTRING (23.1579738 44.8999291, 23.1580639 44.8999182, 23.1581873 44.8999125, 23.158447 44.8998911)",,,,,
232639856,True,,tertiary,50,False,19.036,"LINESTRING (23.1579738 44.8999291, 23.1580151 44.8999469, 23.1580474 44.8999723, 23.1580679 44.9000033, 23.1580749 44.9000372, 23.1580678 44.9000711)",,2,roundabout,,yes
232639856,True,,tertiary,50,False,21.113,"LINESTRING (23.1577466 44.9000574, 23.157746 44.9000194, 23.1577626 44.8999833, 23.1577945 44.8999528, 23.1578386 44.8999312, 23.1578901 44.8999207)",,2,roundabout,,yes
232639975,True,Strada Termocentralei,tertiary,,False,35.187,"LINESTRING (23.1577466 44.9000574, 23.1576997 44.90001, 23.1576497 44.8999791, 23.1575313 44.8999407, 23.1573723 44.8999013)",DJ674B,,,,
232640027,False,Strada Jiului,residential,50,True,73.385,"LINESTRING (23.159358 44.899627, 23.1592664 44.8996536, 23.1584969 44.899879)",,,,,
399859427,True,Strada Jiului,residential,50,False,103.694,"LINESTRING (23.159358 44.899627, 23.1594629 44.8995743, 23.1595755 44.8995154, 23.1596855 44.8994698, 23.1598947 44.8994014, 23.1600932 44.8993463, 23.1602541 44.8993064, 23.1604026 44.8992835, 23.1605569 44.8992792)",,,,,
399859425,False,Strada Jiului,residential,50,False,40.563,"LINESTRING (23.1605569 44.8992792, 23.1610335 44.899141)",,,,,
399859422,True,Strada Jiului,residential,50,False,102.795,"LINESTRING (23.1605569 44.8992792, 23.1604419 44.8993368, 23.1602756 44.8993995, 23.1601388 44.8994484, 23.1599671 44.8995021, 23.1597713 44.8995534, 23.1596023 44.8995838, 23.1594789 44.8996066, 23.159358 44.899627)",,,,,
219273600,False,Strada Constructorilor,residential,50,False,12.134,"LINESTRING (23.1650519 44.8987878, 23.1649739 44.8988819)",,2,,,
219273600,False,Strada Constructorilor,residential,50,True,61.17100000000001,"LINESTRING (23.1650519 44.8987878, 23.1651178 44.8987083, 23.1652622 44.8985432, 23.1653559 44.8984522, 23.1655094 44.8983473)",,2,,,
