osmid,oneway,lanes,ref,name,highway,maxspeed,access,reversed,length,geometry,bridge,junction,width
"[222726947, 222726949, 26243535]",False,2,,Strada Crângului,tertiary,RO:urban,,True,63.893,"LINESTRING (22.9446527 45.6107493, 22.9446541 45.6105207, 22.944656 45.6102055, 22.9446562 45.6101747)",yes,,
26243535,False,,,Strada Crângului,tertiary,RO:urban,,False,46.938,"LINESTRING (22.944637 45.60971, 22.9446565 45.6101319)",,,
26243535,False,,,Strada Crângului,tertiary,RO:urban,,True,182.71800000000002,"LINESTRING (22.944637 45.60971, 22.9445022 45.6096267, 22.9437991 45.609389, 22.9435946 45.6092442, 22.9432946 45.6086316, 22.9432786 45.6085121)",,,
49533801,False,,,Strada Râul Galbena,residential,RO:urban,,False,191.59200000000004,"LINESTRING (22.944637 45.60971, 22.9448329 45.6097214, 22.9450582 45.6097139, 22.9452406 45.6097045, 22.9453613 45.6096951, 22.9455678 45.609682, 22.94582 45.6096857, 22.9460281 45.6096965, 22.9461417 45.6096754, 22.9462276 45.6096269, 22.946286 45.6095904, 22.9463681 45.6095609, 22.9465307 45.6095432, 22.9466186 45.6095326, 22.9466588 45.6095138, 22.9467017 45.6094707, 22.9468546 45.6092962)",,,
26243547,False,,,Strada Traian,tertiary,RO:urban,,False,82.65100000000001,"LINESTRING (22.9433619 45.6123574, 22.9438681 45.611765, 22.9439013 45.6117172)",,,
49210351,False,2,DJ687C,Strada Decebal,secondary,50,,False,80.641,"LINESTRING (22.9433619 45.6123574, 22.9431499 45.6123099, 22.9423757 45.6121337)",,,
300623801,False,2,DJ687C,Strada Mihai Eminescu,secondary,50,yes,True,153.126,"LINESTRING (22.9433619 45.6123574, 22.9439133 45.6125342, 22.9445325 45.6127165, 22.9451803 45.6128833)",,,
26243547,False,,,Strada Traian,tertiary,RO:urban,,False,110.69200000000001,"LINESTRING (22.9439013 45.6117172, 22.9439118 45.6116603, 22.9439443 45.6112164, 22.9439668 45.6110998, 22.9440311 45.6108068, 22.9440499 45.6107655, 22.9440832 45.6107378)",,,
26243547,False,,,Strada Traian,tertiary,RO:urban,,True,82.65100000000001,"LINESTRING (22.9439013 45.6117172, 22.9438681 45.611765, 22.9433619 45.6123574)",,,
300635536,False,2,,Strada Vasile Alecsandri,residential,50,,True,349.432,"LINESTRING (22.9439013 45.6117172, 22.9442191 45.6118173, 22.9444244 45.6118803, 22.9445371 45.6119122, 22.9447275 45.6119404, 22.9450735 45.6119816, 22.9455295 45.612036, 22.9462349 45.6121261, 22.9464575 45.6121486, 22.9465755 45.6121486, 22.9468196 45.6121467, 22.9474446 45.6121111, 22.9479193 45.6120811, 22.9482892 45.6120583, 22.9482999 45.6120572)",,,
26243527,False,,,Strada Libertății,tertiary,RO:urban,,True,115.142,"LINESTRING (22.9489416 45.6108346, 22.9486848 45.6107843, 22.9485963 45.6107599, 22.9485373 45.6107317, 22.9485051 45.6107017, 22.9484997 45.6106661, 22.9485131 45.6105591, 22.9485131 45.6105272, 22.9484917 45.6105047, 22.9484273 45.6104841, 22.9478207 45.610356)",,,
36127388,False,2,,Strada Bisericilor,tertiary,50,yes,False,46.529,"LINESTRING (22.9489416 45.6108346, 22.9490131 45.6107258, 22.9490624 45.610664, 22.9491 45.6106218, 22.9491787 45.6105586, 22.9492831 45.6104988)",,,
222338993,False,2,DN68,Strada Horea,primary,50,yes,True,6.075,"LINESTRING (22.9461828 45.6069919, 22.9462474 45.6070226)",,,
"[223243586, 28566255]",False,2,,"['Piața Unirii', 'Strada Sarmizegetusa']",residential,50,yes,"[False, True]",63.914,"LINESTRING (22.9493849 45.6094931, 22.9496279 45.6095048, 22.9497527 45.6095114, 22.9499068 45.609519, 22.950036 45.6093308)",,,
49796499,False,4,DN68,Strada Munților Retezat,primary,50,yes,False,112.616,"LINESTRING (22.9493849 45.6094931, 22.9493717 45.6096441, 22.9493585 45.6097431, 22.9493357 45.6099281, 22.9492666 45.6103386, 22.9492617 45.6103771, 22.9492564 45.6104188, 22.9492698 45.6104751, 22.9492831 45.6104988)",,,
223240861,False,2,DN68,Strada Munților Retezat,primary,50,yes,True,26.14,"LINESTRING (22.9493849 45.6094931, 22.9493684 45.609396, 22.9493092 45.6092651)",,,
"[223243586, 28566255]",False,2,,"['Strada Sarmizegetusa', 'Piața Unirii']",residential,50,yes,"[False, True]",63.914,"LINESTRING (22.950036 45.6093308, 22.9499068 45.609519, 22.9497527 45.6095114, 22.9496279 45.6095048, 22.9493849 45.6094931)",,,
224345814,True,,,Strada Sarmizegetusa,residential,RO:urban,,False,24.263,"LINESTRING (22.9510113 45.609396, 22.9507014 45.6093712)",,,
33736660,True,2,,Strada Ovid Densușianu,residential,50,yes,False,142.529,"LINESTRING (22.9510113 45.609396, 22.9509732 45.609702, 22.9508721 45.6105153, 22.9508623 45.6105774, 22.9508485 45.6106727)",,,
28566258,False,2,,Strada Aurel Vlaicu,residential,50,,False,131.729,"LINESTRING (22.9489994 45.6087222, 22.9499909 45.6084217, 22.9504566 45.6082806, 22.9505593 45.608264)",,,
"[23939342, 222339503]",False,2,DN68,Strada Munților Retezat,primary,30,,True,47.52,"LINESTRING (22.9489994 45.6087222, 22.948957 45.6086563, 22.9487474 45.6083329)",yes,,
223240861,False,2,DN68,Strada Munților Retezat,primary,50,yes,False,65.006,"LINESTRING (22.9489994 45.6087222, 22.949301 45.6092469, 22.9493092 45.6092651)",,,
28566258,False,2,,Strada Aurel Vlaicu,residential,50,,True,131.72899999999998,"LINESTRING (22.9505593 45.608264, 22.9504566 45.6082806, 22.9499909 45.6084217, 22.9489994 45.6087222)",,,
222374468,False,2,,Strada Aurel Vlaicu,residential,50,yes,True,170.96799999999996,"LINESTRING (22.9505593 45.608264, 22.9507619 45.6082615, 22.9509014 45.6083048, 22.9510409 45.6083723, 22.9510758 45.6083779, 22.9511428 45.6083648, 22.9512635 45.6083329, 22.9514727 45.6082804, 22.9517034 45.6081978, 22.9518322 45.6081396, 22.9519502 45.6080815, 22.9520333 45.6080439, 22.952087 45.6080233, 22.9521648 45.6080064, 22.952272 45.6079914, 22.9525734 45.6079451)",,,
1034409134,False,2,,Strada Ovid Densușianu,residential,50,,False,93.498,"LINESTRING (22.9505593 45.608264, 22.9506545 45.6084416, 22.9507098 45.6087352, 22.9507238 45.6090901)",,,
46525523,True,2,DN68,Bulevardul Tudor Vladimirescu,primary,50,yes,False,126.56500000000001,"LINESTRING (22.9527249 45.6107755, 22.9537009 45.6108313, 22.9539985 45.6108482, 22.9543471 45.6108636)",,,
"[691520048, 223238031]",True,,,Strada Sarmizegetusa,residential,RO:urban,,False,122.46000000000001,"LINESTRING (22.9527249 45.6107755, 22.9527668 45.6104547, 22.9528096 45.6101386, 22.9528413 45.6099042, 22.9528718 45.609679)",,,
223240144,False,,,,residential,50,,True,32.205,"LINESTRING (22.9538049 45.608962, 22.9535265 45.6089954, 22.9533969 45.6090112)",,,
1034409134,False,2,,Strada Ovid Densușianu,residential,50,,False,31.305,"LINESTRING (22.9507238 45.6090901, 22.9507014 45.6093712)",,,
28566264,True,,,,residential,50,,False,170.5,"LINESTRING (22.9507238 45.6090901, 22.9517867 45.6091872, 22.9519109 45.6091905, 22.9520512 45.6091882, 22.9528905 45.6090728)",,,
1034409134,False,2,,Strada Ovid Densușianu,residential,50,,True,93.49800000000002,"LINESTRING (22.9507238 45.6090901, 22.9507098 45.6087352, 22.9506545 45.6084416, 22.9505593 45.608264)",,,
28566266,False,,,,residential,RO:urban,,False,71.038,"LINESTRING (22.953067 45.6090559, 22.9532252 45.6096851)",,,
223240144,False,,,,residential,50,,False,26.139,"LINESTRING (22.953067 45.6090559, 22.9533969 45.6090112)",,,
223240144,False,,,,residential,50,,True,13.857,"LINESTRING (22.953067 45.6090559, 22.9528905 45.6090728)",,,
28566266,False,,,,residential,RO:urban,,True,71.038,"LINESTRING (22.9532252 45.6096851, 22.953067 45.6090559)",,,
224345821,False,2,,Strada Nicolae Titulescu,residential,50,,True,27.498,"LINESTRING (22.9532252 45.6096851, 22.9528718 45.609679)",,,
224345821,False,2,,Strada Nicolae Titulescu,residential,50,,False,98.16,"LINESTRING (22.9532252 45.6096851, 22.9532601 45.6096875, 22.9537226 45.6096997, 22.9541954 45.6097121, 22.9544861 45.6097198)",,,
26243535,False,,,Strada Crângului,tertiary,RO:urban,,False,103.525,"LINESTRING (22.9431461 45.6075197, 22.9432665 45.6084469)",,,
223183020,False,2,,Strada Victor Babeș,residential,50,,True,202.896,"LINESTRING (22.9431461 45.6075197, 22.9453466 45.607841, 22.9457064 45.6078554)",,,
222551818,False,2,,Strada Mihai Eminescu,secondary,50,yes,False,336.282,"LINESTRING (22.9523806 45.6141649, 22.9519947 45.614084, 22.9516407 45.6140202, 22.9510265 45.6139376, 22.9504015 45.6138419, 22.9498929 45.6137587, 22.9494386 45.6136843, 22.9486313 45.6135249, 22.9481915 45.6134257)",,,
223243271,True,,,Strada Sarmizegetusa,residential,50,,False,5.52,"LINESTRING (22.9507014 45.6093712, 22.9506307 45.6093669)",,,
1034409134,False,2,,Strada Ovid Densușianu,residential,50,,True,31.305,"LINESTRING (22.9507014 45.6093712, 22.9507238 45.6090901)",,,
39382530,False,,DN68,,primary,,,False,7.937,"LINESTRING (22.9521407 45.610747, 22.9521334 45.6108182)",,,
46525523,True,2,DN68,Bulevardul Tudor Vladimirescu,primary,50,yes,False,45.552,"LINESTRING (22.9521407 45.610747, 22.9527249 45.6107755)",,,
222338683,True,,,Strada Progresului,primary,30,,False,21.124,"LINESTRING (22.9489331 45.6079654, 22.9490324 45.6079109, 22.9491477 45.607849)",,,
28566059,True,2,DN68,Bulevardul Tudor Vladimirescu,primary,50,yes,False,52.858,"LINESTRING (22.9550194 45.6109698, 22.9543419 45.6109329)",,,
26243535,False,,,Strada Crângului,tertiary,RO:urban,,False,4.759,"LINESTRING (22.9446565 45.6101319, 22.9446562 45.6101747)",,,
26243535,False,,,Strada Crângului,tertiary,RO:urban,,True,46.938,"LINESTRING (22.9446565 45.6101319, 22.944637 45.60971)",,,
49210350,False,,,,residential,RO:urban,,True,138.042,"LINESTRING (22.9446565 45.6101319, 22.9442565 45.6101074, 22.9437147 45.610038, 22.9433928 45.6099611, 22.9432611 45.6099428, 22.9429178 45.6099034)",,,
49210351,False,2,DJ687C,Strada Decebal,secondary,50,,True,80.641,"LINESTRING (22.9423757 45.6121337, 22.9431499 45.6123099, 22.9433619 45.6123574)",,,
26243535,False,,,Strada Crângului,tertiary,RO:urban,,True,7.311,"LINESTRING (22.9432786 45.6085121, 22.9432665 45.6084469)",,,
26243535,False,,,Strada Crângului,tertiary,RO:urban,,False,182.71800000000002,"LINESTRING (22.9432786 45.6085121, 22.9432946 45.6086316, 22.9435946 45.6092442, 22.9437991 45.609389, 22.9445022 45.6096267, 22.944637 45.60971)",,,
314764102,False,2,DJ687A,Strada Cimitirului,secondary,50,,False,116.52199999999999,"LINESTRING (22.9448667 45.613907, 22.9449843 45.6134162, 22.9451803 45.6128833)",,,
26243535,False,,,Strada Crângului,tertiary,RO:urban,,False,7.311,"LINESTRING (22.9432665 45.6084469, 22.9432786 45.6085121)",,,
26243535,False,,,Strada Crângului,tertiary,RO:urban,,True,103.525,"LINESTRING (22.9432665 45.6084469, 22.9431461 45.6075197)",,,
223182718,True,,,Strada Oborului,residential,RO:urban,,False,187.719,"LINESTRING (22.9432665 45.6084469, 22.9456711 45.6083043)",,,
49533806,True,,,Strada Oborului,residential,RO:urban,,False,67.887,"LINESTRING (22.9441495 45.6084726, 22.9432786 45.6085121)",,,
"[49533804, 49533805]",False,,,Strada Câmpului,residential,RO:urban,,True,147.343,"LINESTRING (22.9441495 45.6084726, 22.9443217 45.6091867, 22.9451802 45.6091665)",,,
49533808,False,,,Strada Câmpului,residential,RO:urban,,False,9.448,"LINESTRING (22.9456711 45.6083043, 22.945676 45.6083892)",,,
49533808,False,,,Strada Câmpului,residential,RO:urban,,True,49.991,"LINESTRING (22.9456711 45.6083043, 22.9457064 45.6078554)",,,
49533806,True,,,Strada Oborului,residential,RO:urban,,False,39.339,"LINESTRING (22.945676 45.6083892, 22.9451714 45.6084128)",,,
49533808,False,,,Strada Câmpului,residential,RO:urban,,True,9.448,"LINESTRING (22.945676 45.6083892, 22.9456711 45.6083043)",,,
"[49533808, 49533804]",False,,,Strada Câmpului,residential,RO:urban,,False,121.91300000000001,"LINESTRING (22.945676 45.6083892, 22.945682 45.6087432, 22.9456372 45.6091647, 22.9451802 45.6091665)",,,
49533808,False,,,Strada Câmpului,residential,RO:urban,,False,49.991,"LINESTRING (22.9457064 45.6078554, 22.9456711 45.6083043)",,,
223183020,False,2,,Strada Victor Babeș,residential,50,,False,202.896,"LINESTRING (22.9457064 45.6078554, 22.9453466 45.607841, 22.9431461 45.6075197)",,,
223183020,False,2,,Strada Victor Babeș,residential,50,,True,111.605,"LINESTRING (22.9457064 45.6078554, 22.9457816 45.6078492, 22.9458449 45.6078385, 22.9459334 45.607816, 22.9459871 45.6077841, 22.9460488 45.6077241, 22.946081 45.6076453, 22.9461185 45.6074783, 22.9461588 45.6073169, 22.9461883 45.607178, 22.9462474 45.6070226)",,,
49533803,False,,,Strada Câmpului,residential,RO:urban,,True,83.811,"LINESTRING (22.9451714 45.6084128, 22.9451802 45.6091665)",,,
49533806,True,,,Strada Oborului,residential,RO:urban,,False,79.769,"LINESTRING (22.9451714 45.6084128, 22.9441495 45.6084726)",,,
49533803,False,,,Strada Câmpului,residential,RO:urban,,False,83.811,"LINESTRING (22.9451802 45.6091665, 22.9451714 45.6084128)",,,
"[49533804, 49533805]",False,,,Strada Câmpului,residential,RO:urban,,False,147.343,"LINESTRING (22.9451802 45.6091665, 22.9443217 45.6091867, 22.9441495 45.6084726)",,,
"[49533808, 49533804]",False,,,Strada Câmpului,residential,RO:urban,,True,121.913,"LINESTRING (22.9451802 45.6091665, 22.9456372 45.6091647, 22.945682 45.6087432, 22.945676 45.6083892)",,,
223238046,False,2,,Strada Independenței,residential,50,,False,7.716,"LINESTRING (22.9543471 45.6108636, 22.9543419 45.6109329)",,,
223238047,True,2,DN68,Bulevardul Tudor Vladimirescu,primary,50,yes,False,55.163,"LINESTRING (22.9543471 45.6108636, 22.9550549 45.6108945)",,,
223238046,False,2,,Strada Independenței,residential,50,,True,127.64399999999999,"LINESTRING (22.9543471 45.6108636, 22.9543566 45.610787, 22.9543997 45.6104403, 22.9544113 45.6103437, 22.9544861 45.6097198)",,,
222374468,False,2,,Strada Aurel Vlaicu,residential,50,yes,False,85.786,"LINESTRING (22.9541421 45.6077148, 22.9539752 45.6077381, 22.9536883 45.6077775, 22.9534334 45.6078188, 22.9530632 45.6078743)",,,
223238046,False,2,,Strada Independenței,residential,50,,False,103.968,"LINESTRING (22.9541421 45.6077148, 22.9543703 45.6085062, 22.9543988 45.6086323)",,,
223238046,False,2,,Strada Independenței,residential,50,,False,127.64399999999999,"LINESTRING (22.9544861 45.6097198, 22.9544113 45.6103437, 22.9543997 45.6104403, 22.9543566 45.610787, 22.9543471 45.6108636)",,,
223238046,False,2,,Strada Independenței,residential,50,,True,50.135,"LINESTRING (22.9544861 45.6097198, 22.9545235 45.6093037, 22.954521 45.6092698)",,,
224345821,False,2,,Strada Nicolae Titulescu,residential,50,,True,98.15999999999998,"LINESTRING (22.9544861 45.6097198, 22.9541954 45.6097121, 22.9537226 45.6096997, 22.9532601 45.6096875, 22.9532252 45.6096851)",,,
83267410,False,2,,Aleea Școlii,living_street,50,,False,129.055,"LINESTRING (22.9530632 45.6078743, 22.9533969 45.6090112)",,,
222374468,False,2,,Strada Aurel Vlaicu,residential,50,yes,False,38.906,"LINESTRING (22.9530632 45.6078743, 22.9528621 45.6079032, 22.952602 45.6079407, 22.9525734 45.6079451)",,,
222374468,False,2,,Strada Aurel Vlaicu,residential,50,yes,True,85.786,"LINESTRING (22.9530632 45.6078743, 22.9534334 45.6078188, 22.9536883 45.6077775, 22.9539752 45.6077381, 22.9541421 45.6077148)",,,
83267410,False,2,,Aleea Școlii,living_street,50,,True,129.055,"LINESTRING (22.9533969 45.6090112, 22.9530632 45.6078743)",,,
223240144,False,,,,residential,50,,True,26.139,"LINESTRING (22.9533969 45.6090112, 22.953067 45.6090559)",,,
223240144,False,,,,residential,50,,False,32.205,"LINESTRING (22.9533969 45.6090112, 22.9535265 45.6089954, 22.9538049 45.608962)",,,
223238052,False,,DN68,,primary,,,False,7.741,"LINESTRING (22.9512287 45.6107629, 22.9512344 45.6106934)",,,
28566059,True,2,DN68,Bulevardul Tudor Vladimirescu,primary,50,yes,False,54.057,"LINESTRING (22.9512287 45.6107629, 22.9508176 45.6107392, 22.950536 45.6107237)",,,
120416643,False,,DN68,,primary,,,True,7.266,"LINESTRING (22.9505422 45.6106585, 22.950536 45.6107237)",,,
46525523,True,2,DN68,Bulevardul Tudor Vladimirescu,primary,50,yes,False,23.879,"LINESTRING (22.9505422 45.6106585, 22.9508365 45.6106717, 22.9508485 45.6106727)",,,
120416643,False,,DN68,,primary,,,False,7.266,"LINESTRING (22.950536 45.6107237, 22.9505422 45.6106585)",,,
28566059,True,2,DN68,Bulevardul Tudor Vladimirescu,primary,50,yes,False,60.706,"LINESTRING (22.950536 45.6107237, 22.9498666 45.6106818, 22.9497808 45.6106355)",,,
46525523,True,2,DN68,Bulevardul Tudor Vladimirescu,primary,50,yes,False,70.747,"LINESTRING (22.9512344 45.6106934, 22.9521407 45.610747)",,,
223238052,False,,DN68,,primary,,,True,7.741,"LINESTRING (22.9512344 45.6106934, 22.9512287 45.6107629)",,,
222338643,True,2,DN68,,primary,30,yes,False,16.357999999999997,"LINESTRING (22.9485483 45.6081489, 22.9485418 45.6081198, 22.9485483 45.6080908, 22.9485672 45.6080645, 22.9485967 45.6080435, 22.948634 45.6080299)",,roundabout,
222339095,True,,DN68,Strada Horea,primary,30,,False,43.608999999999995,"LINESTRING (22.9485483 45.6081489, 22.9485093 45.608108, 22.9484181 45.6080423, 22.9482357 45.6079372, 22.9481498 45.6078755)",,,3
222338643,True,2,DN68,,primary,30,yes,False,4.442,"LINESTRING (22.948634 45.6080299, 22.9486619 45.6080255, 22.9486904 45.6080253)",,roundabout,
222338643,True,2,DN68,,primary,30,yes,False,14.906,"LINESTRING (22.9487877 45.6081752, 22.9487611 45.6081945, 22.9487279 45.6082079, 22.9486907 45.6082143, 22.9486524 45.6082131, 22.9486161 45.6082045)",,roundabout,
222339739,True,,DN68,Strada Munților Retezat,primary,30,yes,False,17.974,"LINESTRING (22.9487877 45.6081752, 22.9487516 45.6082552, 22.9487474 45.6083329)",,,3
222338643,True,2,DN68,,primary,30,yes,False,3.6870000000000003,"LINESTRING (22.9488081 45.6081454, 22.9487997 45.6081609, 22.9487877 45.6081752)",,roundabout,
222338643,True,2,DN68,,primary,30,yes,False,8.318000000000001,"LINESTRING (22.9486161 45.6082045, 22.9485867 45.6081904, 22.9485636 45.6081714, 22.9485483 45.6081489)",,roundabout,
222338643,True,2,DN68,,primary,30,yes,False,18.386,"LINESTRING (22.9486904 45.6080253, 22.9487287 45.6080319, 22.9487626 45.6080459, 22.9487894 45.6080662, 22.9488067 45.6080909, 22.9488131 45.6081181, 22.9488081 45.6081454)",,roundabout,
222338683,True,,,Strada Progresului,primary,30,,False,20.551000000000002,"LINESTRING (22.9486904 45.6080253, 22.9487867 45.6080207, 22.9488607 45.608001, 22.9489331 45.6079654)",,,
222338908,True,,,Strada Progresului,primary,30,,False,11.564,"LINESTRING (22.9491477 45.607849, 22.9490637 45.6079348)",,,
"[23939342, 222339503]",False,2,DN68,Strada Munților Retezat,primary,30,,False,47.52,"LINESTRING (22.9487474 45.6083329, 22.948957 45.6086563, 22.9489994 45.6087222)",yes,,
222338959,True,,DN68,Strada Munților Retezat,primary,30,yes,False,17.595,"LINESTRING (22.9487474 45.6083329, 22.9486978 45.608277, 22.9486656 45.6082446, 22.9486161 45.6082045)",,,3
222338993,False,2,DN68,Strada Horea,primary,50,yes,False,100.545,"LINESTRING (22.9481498 45.6078755, 22.9479461 45.6077851, 22.9470613 45.6073879)",,,
222339515,True,,DN68,Strada Horea,primary,30,,False,41.469,"LINESTRING (22.9481498 45.6078755, 22.9482891 45.607921, 22.9484664 45.6079841, 22.9485576 45.6080141, 22.948634 45.6080299)",,,3
222338908,True,,,Strada Progresului,primary,30,,False,30.799,"LINESTRING (22.9490637 45.6079348, 22.9490485 45.6079503, 22.9489519 45.6080216, 22.94885 45.6081005, 22.9488081 45.6081454)",,,
230407256,False,2,,Strada Florilor,residential,RO:urban,,True,377.91499999999996,"LINESTRING (22.9490637 45.6079348, 22.9491726 45.608007, 22.9492174 45.608031, 22.9492577 45.6080367, 22.9493113 45.6080367, 22.9493945 45.6080198, 22.9494964 45.6079897, 22.9496225 45.6079541, 22.9497378 45.6079072, 22.949998 45.6078002, 22.9503306 45.6076689, 22.9506336 45.6075563, 22.9508482 45.6074719, 22.9510172 45.6073893, 22.9512586 45.6072636, 22.9515 45.607151, 22.9517441 45.6070422, 22.9518836 45.6069765, 22.9519935 45.6069183, 22.952133 45.606832, 22.9522376 45.6067532, 22.952369 45.6066537, 22.9524844 45.6065674, 22.9525487 45.6065224, 22.9526131 45.6064867, 22.9527311 45.606438, 22.9528062 45.6064136, 22.952884 45.6063929, 22.952994 45.6063704, 22.9531227 45.6063516)",,,
230407256,False,2,,Strada Florilor,residential,RO:urban,,False,377.91499999999996,"LINESTRING (22.9531227 45.6063516, 22.952994 45.6063704, 22.952884 45.6063929, 22.9528062 45.6064136, 22.9527311 45.606438, 22.9526131 45.6064867, 22.9525487 45.6065224, 22.9524844 45.6065674, 22.952369 45.6066537, 22.9522376 45.6067532, 22.952133 45.606832, 22.9519935 45.6069183, 22.9518836 45.6069765, 22.9517441 45.6070422, 22.9515 45.607151, 22.9512586 45.6072636, 22.9510172 45.6073893, 22.9508482 45.6074719, 22.9506336 45.6075563, 22.9503306 45.6076689, 22.949998 45.6078002, 22.9497378 45.6079072, 22.9496225 45.6079541, 22.9494964 45.6079897, 22.9493945 45.6080198, 22.9493113 45.6080367, 22.9492577 45.6080367, 22.9492174 45.608031, 22.9491726 45.608007, 22.9490637 45.6079348)",,,
230407256,False,2,,Strada Florilor,residential,RO:urban,,True,64.708,"LINESTRING (22.9531227 45.6063516, 22.9532649 45.6063385, 22.9534392 45.6063216, 22.9536377 45.6063122, 22.9537772 45.6063066, 22.9539509 45.6063036)",,,
230407251,False,2,,,residential,RO:urban,,True,28.852,"LINESTRING (22.9543218 45.6063037, 22.9539509 45.6063036)",,,
230407251,False,2,,,residential,RO:urban,,False,28.852,"LINESTRING (22.9539509 45.6063036, 22.9543218 45.6063037)",,,
230407256,False,2,,Strada Florilor,residential,RO:urban,,False,64.708,"LINESTRING (22.9539509 45.6063036, 22.9537772 45.6063066, 22.9536377 45.6063122, 22.9534392 45.6063216, 22.9532649 45.6063385, 22.9531227 45.6063516)",,,
223238046,False,2,,Strada Independenței,residential,50,,True,7.716,"LINESTRING (22.9543419 45.6109329, 22.9543471 45.6108636)",,,
28566059,True,2,DN68,Bulevardul Tudor Vladimirescu,primary,50,yes,False,172.261,"LINESTRING (22.9543419 45.6109329, 22.9539925 45.6109142, 22.9536903 45.6108978, 22.9527155 45.610845, 22.9521334 45.6108182)",,,
49533802,False,,,,residential,,,True,56.863,"LINESTRING (22.9461794 45.6091003, 22.9464247 45.6091742, 22.9466026 45.6092235, 22.9468546 45.6092962)",,,
49210350,False,,,,residential,RO:urban,,False,138.042,"LINESTRING (22.9429178 45.6099034, 22.9432611 45.6099428, 22.9433928 45.6099611, 22.9437147 45.610038, 22.9442565 45.6101074, 22.9446565 45.6101319)",,,
26243527,False,,,Strada Libertății,tertiary,RO:urban,,False,60.534000000000006,"LINESTRING (22.9471107 45.6105647, 22.9476777 45.610372, 22.9477524 45.6103531, 22.9478207 45.610356)",,,
26243527,False,,,Strada Libertății,tertiary,RO:urban,,True,194.923,"LINESTRING (22.9471107 45.6105647, 22.9468233 45.6106512, 22.946538 45.610714, 22.9462112 45.6107553, 22.9459394 45.6107768, 22.9457052 45.6107837, 22.9454677 45.6107834, 22.9446527 45.6107493)",,,
222726948,False,,,,living_street,,,True,63.632999999999996,"LINESTRING (22.9471107 45.6105647, 22.9471825 45.6107083, 22.9472362 45.6108284, 22.9472523 45.6109635, 22.9472254 45.6111211)",,,
222726948,False,,,,living_street,,,False,63.63300000000001,"LINESTRING (22.9472254 45.6111211, 22.9472523 45.6109635, 22.9472362 45.6108284, 22.9471825 45.6107083, 22.9471107 45.6105647)",,,
222338993,False,2,DN68,Strada Horea,primary,50,yes,False,6.075,"LINESTRING (22.9462474 45.6070226, 22.9461828 45.6069919)",,,
222338993,False,2,DN68,Strada Horea,primary,50,yes,True,75.223,"LINESTRING (22.9462474 45.6070226, 22.9470613 45.6073879)",,,
223183020,False,2,,Strada Victor Babeș,residential,50,,False,111.605,"LINESTRING (22.9462474 45.6070226, 22.9461883 45.607178, 22.9461588 45.6073169, 22.9461185 45.6074783, 22.946081 45.6076453, 22.9460488 45.6077241, 22.9459871 45.6077841, 22.9459334 45.607816, 22.9458449 45.6078385, 22.9457816 45.6078492, 22.9457064 45.6078554)",,,
