osmid,oneway,name,highway,reversed,length,geometry,ref,lanes,maxspeed,junction,bridge
101157011,False,იური გაგარინის ქუჩა,residential,False,129.62400000000002,"LINESTRING (42.0075166 41.9255474, 42.0075431 41.9257573, 42.0075671 41.9261212, 42.0076267 41.9267101)",,,,,
101157011,False,იური გაგარინის ქუჩა,residential,True,80.14699999999999,"LINESTRING (42.0075166 41.9255474, 42.0075027 41.9253758, 42.0074846 41.9248271)",,,,,
101157111,False,26 მაისის ქუჩა,residential,False,172.501,"LINESTRING (42.0075166 41.9255474, 42.0065312 41.9255425, 42.0054321 41.9255163)",,,,,
618284195,True,9 აპრილის ქუჩა,tertiary,False,23.267,"LINESTRING (42.0006965 41.924339, 42.000959 41.9242639)",,,,,
516435095,True,,tertiary,False,12.477,"LINESTRING (42.0006965 41.924339, 42.0007404 41.9243581, 42.0007722 41.9243867, 42.000789 41.9244218)",,,,roundabout,
234395794,False,9 აპრილის ქუჩა,tertiary,False,97.18,"LINESTRING (42.0018008 41.9235298, 42.0017442 41.9236314, 42.0016886 41.9237019, 42.0016137 41.9237674, 42.0014518 41.9238982, 42.0010606 41.9241988)",,,,,
234395794,False,9 აპრილის ქუჩა,tertiary,True,40.647000000000006,"LINESTRING (42.0018008 41.9235298, 42.0018176 41.9233647, 42.0018379 41.9231653)",,,,,
234551368,False,შოთა რუსთაველის ქუჩა,residential,True,140.15800000000002,"LINESTRING (42.0018008 41.9235298, 42.0021153 41.9237122, 42.0028021 41.9238171, 42.0028838 41.9238296, 42.0029829 41.9238495, 42.0033769 41.9239288)",,,,,
101157443,False,ჭავჭავაძის ქუჩა,secondary,True,53.319,"LINESTRING (42.0055233 41.9236301, 42.0055629 41.9231515)",,,,,
234551377,False,შოთა რუსთაველის ქუჩა,residential,True,76.389,"LINESTRING (42.0055233 41.9236301, 42.0053312 41.9236254, 42.0050393 41.9236183, 42.0049147 41.9236201, 42.0047785 41.9236231, 42.0046004 41.9236269)",,,,,
400677115,False,შოთა რუსთაველის ქუჩა,residential,False,167.55800000000002,"LINESTRING (42.0055233 41.9236301, 42.0056657 41.9236483, 42.0075257 41.9238558)",,,,,
400677117,True,ჭავჭავაძის ქუჩა,secondary,False,210.50900000000001,"LINESTRING (42.0055233 41.9236301, 42.0055583 41.9237111, 42.005561 41.9237659, 42.0054911 41.9244933, 42.0054876 41.9245301, 42.0054661 41.9249783, 42.0054321 41.9255163)",,,,,
101157769,False,დავით გურამიშვილის ქუჩა,residential,True,152.594,"LINESTRING (42.0057691 41.9225556, 42.0075762 41.9222811)",,,,,
101157502,True,ჭავჭავაძის ქუჩა,secondary,False,69.09700000000001,"LINESTRING (42.0057691 41.9225556, 42.0057256 41.9227634, 42.0056826 41.9229684, 42.0055629 41.9231515)",,,,,
101157346,False,თაყაიშვილის ქუჩა,residential,True,117.37,"LINESTRING (42.0024333 41.9188622, 42.0038261 41.918662)",,,,,
101157301,False,თაყაიშვილის ქუჩა,primary,False,67.481,"LINESTRING (42.0024333 41.9188622, 42.0024351 41.9190657, 42.0024582 41.9194687)",შ 2,2,50,,
101157849,True,,secondary,False,16.276999999999997,"LINESTRING (42.0052517 41.9272681, 42.0052974 41.9272546, 42.0053463 41.927251, 42.0053947 41.9272578, 42.0054386 41.9272743)",,,,roundabout,
400677116,True,ჭავჭავაძის ქუჩა,secondary,False,196.151,"LINESTRING (42.0052517 41.9272681, 42.0052979 41.927157, 42.005291 41.926572, 42.0053495 41.925796, 42.0053631 41.9255107)",,1,,,
234555084,True,აპოლონ წულაძის ქუჩა,tertiary,False,12.838,"LINESTRING (42.005577 41.9216347, 42.005685 41.9215518)",,,,,
618552245,True,,secondary,False,27.702,"LINESTRING (42.005577 41.9216347, 42.0055193 41.9213893)",,,,,
101157849,True,,secondary,False,4.558,"LINESTRING (42.0054386 41.9272743, 42.0054782 41.9273028)",,,,roundabout,
234395794,False,9 აპრილის ქუჩა,tertiary,True,11.093,"LINESTRING (42.000959 41.9242639, 42.0010606 41.9241988)",,,,,
618284194,True,9 აპრილის ქუჩა,tertiary,False,22.496,"LINESTRING (42.000959 41.9242639, 42.000789 41.9244218)",,,,,
101156902,False,გამსახურდიას ქუჩა,residential,True,300.582,"LINESTRING (42.0110183 41.9245722, 42.0093179 41.924118, 42.0075257 41.9238558)",,,,,
101157047,False,დავით გურამიშვილის ქუჩა,residential,False,118.09800000000001,"LINESTRING (42.0110183 41.9245722, 42.0107391 41.9251537, 42.010529 41.9255699)",,,,,
101157047,False,დავით გურამიშვილის ქუჩა,residential,True,154.248,"LINESTRING (42.0110183 41.9245722, 42.0113111 41.9239694, 42.0116456 41.9232659)",,,,,
101157111,False,26 მაისის ქუჩა,residential,True,5.742,"LINESTRING (42.0053631 41.9255107, 42.0054321 41.9255163)",,,,,
101157111,False,26 მაისის ქუჩა,residential,False,177.8,"LINESTRING (42.0053631 41.9255107, 42.0048697 41.9254835, 42.003216 41.925448)",,,,,
400677116,True,ჭავჭავაძის ქუჩა,secondary,False,210.011,"LINESTRING (42.0053631 41.9255107, 42.0053753 41.9253606, 42.0054145 41.9245193, 42.0054748 41.9237579, 42.0054844 41.9237036, 42.0055233 41.9236301)",,1,,,
101157459,False,მერაბ კოსტავას ქუჩა,residential,False,97.855,"LINESTRING (42.0005808 41.9272564, 42.0006457 41.9272352, 42.0016617 41.926899)",,,,,
101157825,False,თაყაიშვილის ქუჩა,residential,True,175.017,"LINESTRING (42.0003675 41.9200058, 42.0012551 41.9201209, 42.0022109 41.9202165, 42.0024606 41.9202248)",,,,,
101157301,False,თაყაიშვილის ქუჩა,primary,False,37.044,"LINESTRING (42.0024002 41.9207603, 42.0024388 41.9210922)",შ 2,2,50,,
101157301,False,თაყაიშვილის ქუჩა,primary,True,43.093,"LINESTRING (42.0024002 41.9207603, 42.0024496 41.9203745)",შ 2,2,50,,
101157232,False,თაყაიშვილის ქუჩა,residential,False,144.692,"LINESTRING (42.0024002 41.9207603, 42.0013063 41.9206347, 42.0011215 41.9206151, 42.000937 41.920605, 42.0007203 41.9205878, 42.0006693 41.9205967)",,,,,
101157301,False,თაყაიშვილის ქუჩა,primary,False,43.093,"LINESTRING (42.0024496 41.9203745, 42.0024002 41.9207603)",შ 2,2,50,,
101157301,False,თაყაიშვილის ქუჩა,primary,True,16.671,"LINESTRING (42.0024496 41.9203745, 42.0024606 41.9202248)",შ 2,2,50,,
101157647,False,ქადიაშვილის ქუჩა,residential,True,200.958,"LINESTRING (42.0024496 41.9203745, 42.0028897 41.9204797, 42.0033916 41.9206603, 42.0036288 41.9207059, 42.0042567 41.9207272, 42.0047897 41.9207662)",,,,,
101157593,True,,primary,False,4.312,"LINESTRING (42.0061054 41.9216694, 42.0060752 41.921701)",,,50,roundabout,
101157140,False,იოანე პეტრიწის ქუჩა,tertiary,False,76.505,"LINESTRING (42.0046382 41.9231541, 42.0047998 41.9231542, 42.0053216 41.9231524, 42.0055629 41.9231515)",,,,,
101157140,False,იოანე პეტრიწის ქუჩა,tertiary,True,100.40799999999999,"LINESTRING (42.0046382 41.9231541, 42.0045048 41.9231541, 42.0039582 41.9231575, 42.0034246 41.9231594)",,,,,
101157604,False,,residential,True,109.168,"LINESTRING (42.0046382 41.9231541, 42.0046035 41.922553, 42.0045826 41.9221732)",,,,,
130733652,False,გაბრიელ ეპისკოპოსის ქუჩა,residential,False,169.451,"LINESTRING (42.003216 41.925448, 42.0033769 41.9239288)",,,,,
101157063,False,9 აპრილის ქუჩა,residential,True,238.994,"LINESTRING (42.003216 41.925448, 42.0026712 41.9254152, 42.0024499 41.9253644, 42.0022524 41.9252887, 42.0019881 41.925047, 42.0010606 41.9241988)",,,,,
101157111,False,26 მაისის ქუჩა,residential,True,177.8,"LINESTRING (42.003216 41.925448, 42.0048697 41.9254835, 42.0053631 41.9255107)",,,,,
130733652,False,გაბრიელ ეპისკოპოსის ქუჩა,residential,True,130.879,"LINESTRING (42.003216 41.925448, 42.0031958 41.9257224, 42.0031464 41.9265427, 42.0031415 41.9266237)",,,,,
101157108,True,,primary,False,44.698,"LINESTRING (42.0060555 41.9214608, 42.0065929 41.921502)",შ 2,,,,
1166995393,True,,primary,False,25.346000000000004,"LINESTRING (42.0060555 41.9214608, 42.0061039 41.9215049, 42.0061299 41.9215586, 42.0061304 41.9216156, 42.0061054 41.9216694)",,,50,roundabout,
101157047,False,დავით გურამიშვილის ქუჩა,residential,False,85.162,"LINESTRING (42.0119686 41.9225387, 42.0116456 41.9232659)",,,,,
101157769,False,დავით გურამიშვილის ქუჩა,residential,False,217.863,"LINESTRING (42.0119686 41.9225387, 42.0107254 41.9222525, 42.009421 41.9220521)",,,,,
101157914,True,,primary,False,20.886,"LINESTRING (42.0056977 41.9215222, 42.0055193 41.9213893)",შ 2,,,,
1166995390,True,,primary,False,29.374,"LINESTRING (42.0056977 41.9215222, 42.0057354 41.9214774, 42.0057898 41.9214434, 42.0058556 41.9214236, 42.0059264 41.92142, 42.0059953 41.9214328)",,,50,roundabout,
234551377,False,შოთა რუსთაველის ქუჩა,residential,False,76.389,"LINESTRING (42.0046004 41.9236269, 42.0047785 41.9236231, 42.0049147 41.9236201, 42.0050393 41.9236183, 42.0053312 41.9236254, 42.0055233 41.9236301)",,,,,
175067640,True,9 აპრილის ქუჩა,tertiary,False,37.003,"LINESTRING (42.001055 41.9256432, 42.0010965 41.9257564, 42.0010608 41.9259702)",,,,,
516435096,False,9 აპრილის ქუჩა,tertiary,True,106.79,"LINESTRING (42.001055 41.9256432, 42.0007179 41.9248828, 42.0006679 41.9247275)",,,,,
101157140,False,იოანე პეტრიწის ქუჩა,tertiary,False,131.275,"LINESTRING (42.0018379 41.9231653, 42.0026922 41.9231622, 42.0034246 41.9231594)",,,,,
101157254,False,9 აპრილის ქუჩა,residential,True,76.96000000000001,"LINESTRING (42.0018379 41.9231653, 42.0018698 41.9227993, 42.00189 41.9224743)",,,,,
234395794,False,9 აპრილის ქუჩა,tertiary,False,40.647000000000006,"LINESTRING (42.0018379 41.9231653, 42.0018176 41.9233647, 42.0018008 41.9235298)",,,,,
101157647,False,ქადიაშვილის ქუჩა,residential,False,200.958,"LINESTRING (42.0047897 41.9207662, 42.0042567 41.9207272, 42.0036288 41.9207059, 42.0033916 41.9206603, 42.0028897 41.9204797, 42.0024496 41.9203745)",,,,,
101157301,False,თაყაიშვილის ქუჩა,primary,False,21.811,"LINESTRING (42.0024879 41.9200297, 42.0024606 41.9202248)",შ 2,2,50,,
101157301,False,თაყაიშვილის ქუჩა,primary,True,62.429,"LINESTRING (42.0024879 41.9200297, 42.0024582 41.9194687)",შ 2,2,50,,
101157917,False,ჩიტიძის ქუჩა,residential,True,239.466,"LINESTRING (42.0024879 41.9200297, 42.0029381 41.9198981, 42.0041816 41.919296, 42.0039704 41.9189993, 42.0038261 41.918662)",,,,,
101156974,False,ჭავჭავაძის ქუჩა,residential,False,318.99,"LINESTRING (42.0083026 41.9194218, 42.0081263 41.9194536, 42.0066743 41.9197455, 42.0063933 41.9198541, 42.0061796 41.9201359, 42.0058447 41.9211615)",,,,,
101157787,False,თაყაიშვილის ქუჩა,residential,True,193.48,"LINESTRING (42.0002611 41.919612, 42.000779 41.9196206, 42.0008759 41.9194588, 42.0024582 41.9194687)",,,,,
234395794,False,9 აპრილის ქუჩა,tertiary,False,11.093,"LINESTRING (42.0010606 41.9241988, 42.000959 41.9242639)",,,,,
101157063,False,9 აპრილის ქუჩა,residential,False,238.99399999999997,"LINESTRING (42.0010606 41.9241988, 42.0019881 41.925047, 42.0022524 41.9252887, 42.0024499 41.9253644, 42.0026712 41.9254152, 42.003216 41.925448)",,,,,
234395794,False,9 აპრილის ქუჩა,tertiary,True,97.18,"LINESTRING (42.0010606 41.9241988, 42.0014518 41.9238982, 42.0016137 41.9237674, 42.0016886 41.9237019, 42.0017442 41.9236314, 42.0018008 41.9235298)",,,,,
101157747,True,ჭავჭავაძის ქუჩა,secondary,False,14.655,"LINESTRING (42.0056242 41.9217656, 42.0056925 41.921644)",,,,,
618552245,True,,secondary,False,15.07,"LINESTRING (42.0056242 41.9217656, 42.005577 41.9216347)",,,,,
101157301,False,თაყაიშვილის ქუჩა,primary,False,62.429,"LINESTRING (42.0024582 41.9194687, 42.0024879 41.9200297)",შ 2,2,50,,
101157301,False,თაყაიშვილის ქუჩა,primary,True,67.481,"LINESTRING (42.0024582 41.9194687, 42.0024351 41.9190657, 42.0024333 41.9188622)",შ 2,2,50,,
101157787,False,თაყაიშვილის ქუჩა,residential,False,193.48,"LINESTRING (42.0024582 41.9194687, 42.0008759 41.9194588, 42.000779 41.9196206, 42.0002611 41.919612)",,,,,
123107217,False,აღმაშენებლის ქუჩა,primary,False,236.4,"LINESTRING (42.0052947 41.9211549, 42.0043899 41.9211444, 42.0024388 41.9210922)",შ 2,2,50,,
618293035,True,აღმაშენებლის ქუჩა,primary,False,45.716,"LINESTRING (42.0052947 41.9211549, 42.0056418 41.9211403, 42.0058447 41.9211615)",შ 2,2,,,
"[101157544, 101157818, 101157186]",True,ერისთავის ქუჩა,residential,False,220.122,"LINESTRING (42.0004582 41.9221127, 42.0003718 41.92259, 42.0003103 41.9232006, 42.0003006 41.9233348, 42.0004213 41.9240807)",,,,,
618552246,False,ჭანტურიას ქუჩა,tertiary,True,152.44099999999997,"LINESTRING (42.0004582 41.9221127, 42.000984 41.9220873, 42.0016606 41.9220957, 42.0018096 41.9220975, 42.0020625 41.9221007, 42.0022974 41.9221239)",,,,,
101156902,False,გამსახურდიას ქუჩა,residential,False,102.976,"LINESTRING (42.0075762 41.9222811, 42.0075321 41.9232066)",,,,,
101157769,False,დავით გურამიშვილის ქუჩა,residential,False,152.594,"LINESTRING (42.0075762 41.9222811, 42.0057691 41.9225556)",,,,,
101157769,False,დავით გურამიშვილის ქუჩა,residential,True,154.776,"LINESTRING (42.0075762 41.9222811, 42.0090408 41.9220869, 42.009421 41.9220521)",,,,,
101156902,False,გამსახურდიას ქუჩა,residential,False,72.19,"LINESTRING (42.0075321 41.9232066, 42.0075257 41.9238558)",,,,,
101156902,False,გამსახურდიას ქუჩა,residential,True,102.976,"LINESTRING (42.0075321 41.9232066, 42.0075762 41.9222811)",,,,,
101157084,False,გამსახურდიას ქუჩა,residential,True,304.936,"LINESTRING (42.0075321 41.9232066, 42.0094133 41.9233836, 42.009421 41.9220521)",,,,,
101157011,False,იური გაგარინის ქუჩა,residential,True,108.057,"LINESTRING (42.0074846 41.9248271, 42.0075257 41.9238558)",,,,,
101157011,False,იური გაგარინის ქუჩა,residential,False,80.14699999999999,"LINESTRING (42.0074846 41.9248271, 42.0075027 41.9253758, 42.0075166 41.9255474)",,,,,
101157412,False,იური გაგარინის ქუჩა,residential,False,266.59,"LINESTRING (42.0074846 41.9248271, 42.0085554 41.924961, 42.010529 41.9255699)",,,,,
101157067,False,გამსახურდიას ქუჩა,residential,False,189.347,"LINESTRING (42.0076267 41.9267101, 42.0053921 41.9263419)",,,,,
101157011,False,იური გაგარინის ქუჩა,residential,False,83.961,"LINESTRING (42.0076267 41.9267101, 42.00763 41.9267799, 42.0076266 41.926913, 42.0076318 41.9270391, 42.0076772 41.9272659, 42.0077634 41.9274518)",,,,,
101157011,False,იური გაგარინის ქუჩა,residential,True,129.62400000000002,"LINESTRING (42.0076267 41.9267101, 42.0075671 41.9261212, 42.0075431 41.9257573, 42.0075166 41.9255474)",,,,,
101157368,False,აღმაშენებლის ქუჩა,residential,False,58.300000000000004,"LINESTRING (42.0093058 41.9203173, 42.0091728 41.9203221, 42.0090071 41.9203216, 42.008956 41.9203749, 42.0089286 41.9204057, 42.0087572 41.9205364, 42.0087345 41.9205372)",,,,,
101156990,False,დოლიძის ქუჩა,tertiary,False,18.989,"LINESTRING (42.0004213 41.9240807, 42.0004927 41.924243)",,,,,
101157849,True,,secondary,False,22.816,"LINESTRING (42.0054782 41.9273028, 42.0055039 41.9273392, 42.005513 41.9273796, 42.0055047 41.9274202, 42.0054798 41.9274568, 42.0054408 41.9274858)",,,,roundabout,
101157900,True,დოლიძის ქუჩა,residential,False,189.86700000000002,"LINESTRING (42.0054782 41.9273028, 42.0057386 41.9273349, 42.0071498 41.9274271, 42.0077634 41.9274518)",,,,,
516435102,True,თაყაიშვილის ქუჩა,tertiary,False,36.853,"LINESTRING (42.0022974 41.9221239, 42.0023613 41.9217959)",,,,,
618552246,False,ჭანტურიას ქუჩა,tertiary,False,152.441,"LINESTRING (42.0022974 41.9221239, 42.0020625 41.9221007, 42.0018096 41.9220975, 42.0016606 41.9220957, 42.000984 41.9220873, 42.0004582 41.9221127)",,,,,
101157254,False,9 აპრილის ქუჩა,residential,False,76.96000000000001,"LINESTRING (42.00189 41.9224743, 42.0018698 41.9227993, 42.0018379 41.9231653)",,,,,
1166995392,True,,primary,False,5.8740000000000006,"LINESTRING (42.0059953 41.9214328, 42.0060282 41.9214481, 42.0060555 41.9214608)",,,50,roundabout,
101157047,False,დავით გურამიშვილის ქუჩა,residential,True,118.09800000000001,"LINESTRING (42.010529 41.9255699, 42.0107391 41.9251537, 42.0110183 41.9245722)",,,,,
101157412,False,იური გაგარინის ქუჩა,residential,True,266.59,"LINESTRING (42.010529 41.9255699, 42.0085554 41.924961, 42.0074846 41.9248271)",,,,,
101157301,False,თაყაიშვილის ქუჩა,primary,True,37.044,"LINESTRING (42.0024388 41.9210922, 42.0024002 41.9207603)",შ 2,2,50,,
123107217,False,აღმაშენებლის ქუჩა,primary,True,236.4,"LINESTRING (42.0024388 41.9210922, 42.0043899 41.9211444, 42.0052947 41.9211549)",შ 2,2,50,,
"[709862741, 123107221]",False,თაყაიშვილის ქუჩა,tertiary,False,78.562,"LINESTRING (42.0024388 41.9210922, 42.0023624 41.9216801, 42.0023589 41.9217517, 42.0023613 41.9217959)",,,,,
101157011,False,იური გაგარინის ქუჩა,residential,True,83.96100000000001,"LINESTRING (42.0077634 41.9274518, 42.0076772 41.9272659, 42.0076318 41.9270391, 42.0076266 41.926913, 42.00763 41.9267799, 42.0076267 41.9267101)",,,,,
130733658,False,გაბრიელ ეპისკოპოსის ქუჩა,tertiary,False,7.447,"LINESTRING (42.0031308 41.9266902, 42.0031415 41.9266237)",,,,,
175067632,True,მერაბ კოსტავას ქუჩა,secondary,False,167.00500000000002,"LINESTRING (42.0031308 41.9266902, 42.0030613 41.9266572, 42.0021732 41.926419, 42.0016286 41.9262698, 42.001449 41.9262528, 42.0013566 41.9262536, 42.00122 41.9262701)",,,,,
101157140,False,იოანე პეტრიწის ქუჩა,tertiary,False,100.408,"LINESTRING (42.0034246 41.9231594, 42.0039582 41.9231575, 42.0045048 41.9231541, 42.0046382 41.9231541)",,,,,
101157140,False,იოანე პეტრიწის ქუჩა,tertiary,True,131.275,"LINESTRING (42.0034246 41.9231594, 42.0026922 41.9231622, 42.0018379 41.9231653)",,,,,
234551374,True,გაბრიელ ეპისკოპოსის ქუჩა,residential,False,111.46000000000001,"LINESTRING (42.0034246 41.9231594, 42.0034441 41.9225525, 42.0034561 41.9221573)",,,,,
618284201,True,ჩანჩიბაძის ქუჩა,residential,False,48.965,"LINESTRING (42.0001563 41.9259612, 42.0004052 41.9259331, 42.0007433 41.9259056)",,,,,
101157084,False,გამსახურდიას ქუჩა,residential,False,304.936,"LINESTRING (42.009421 41.9220521, 42.0094133 41.9233836, 42.0075321 41.9232066)",,,,,
101157769,False,დავით გურამიშვილის ქუჩა,residential,False,154.776,"LINESTRING (42.009421 41.9220521, 42.0090408 41.9220869, 42.0075762 41.9222811)",,,,,
101157769,False,დავით გურამიშვილის ქუჩა,residential,True,217.863,"LINESTRING (42.009421 41.9220521, 42.0107254 41.9222525, 42.0119686 41.9225387)",,,,,
101157020,True,,primary,False,32.599,"LINESTRING (42.0055193 41.9213893, 42.0054884 41.9213497, 42.0054496 41.9212998, 42.0053705 41.9211939, 42.0052947 41.9211549)",შ 2,,,,
101157459,False,მერაბ კოსტავას ქუჩა,residential,True,97.855,"LINESTRING (42.0016617 41.926899, 42.0006457 41.9272352, 42.0005808 41.9272564)",,,,,
175067642,False,დოლიძის ქუჩა,tertiary,True,78.90299999999999,"LINESTRING (42.0016617 41.926899, 42.0016249 41.9268472, 42.0014357 41.9265805, 42.00122 41.9262701)",,,,,
130733652,False,გაბრიელ ეპისკოპოსის ქუჩა,residential,True,32.256,"LINESTRING (42.0034136 41.92364, 42.0033769 41.9239288)",,,,,
101157301,False,თაყაიშვილის ქუჩა,primary,False,16.671,"LINESTRING (42.0024606 41.9202248, 42.0024496 41.9203745)",შ 2,2,50,,
101157301,False,თაყაიშვილის ქუჩა,primary,True,21.811,"LINESTRING (42.0024606 41.9202248, 42.0024879 41.9200297)",შ 2,2,50,,
101157825,False,თაყაიშვილის ქუჩა,residential,False,175.017,"LINESTRING (42.0024606 41.9202248, 42.0022109 41.9202165, 42.0012551 41.9201209, 42.0003675 41.9200058)",,,,,
101157849,True,,secondary,False,20.673,"LINESTRING (42.0054408 41.9274858, 42.0054021 41.9275015, 42.0053594 41.9275095, 42.0053153 41.9275093, 42.0052773 41.9275021, 42.0052423 41.9274889, 42.0052123 41.9274701)",,,,roundabout,
101157272,True,ჭანტურიას ქუჩა,tertiary,False,9.917,"LINESTRING (42.0034561 41.9221573, 42.0033363 41.9221545)",,,,,
516435092,True,,residential,False,39.586999999999996,"LINESTRING (42.0034561 41.9221573, 42.0034597 41.9220795, 42.0034679 41.9219038, 42.0034727 41.9218015)",,,,,
101156902,False,გამსახურდიას ქუჩა,residential,True,72.19,"LINESTRING (42.0075257 41.9238558, 42.0075321 41.9232066)",,,,,
101157011,False,იური გაგარინის ქუჩა,residential,False,108.057,"LINESTRING (42.0075257 41.9238558, 42.0074846 41.9248271)",,,,,
101156902,False,გამსახურდიას ქუჩა,residential,False,300.582,"LINESTRING (42.0075257 41.9238558, 42.0093179 41.924118, 42.0110183 41.9245722)",,,,,
400677115,False,შოთა რუსთაველის ქუჩა,residential,True,167.55800000000002,"LINESTRING (42.0075257 41.9238558, 42.0056657 41.9236483, 42.0055233 41.9236301)",,,,,
175067637,True,მერაბ კოსტავას ქუჩა,secondary,False,8.105,"LINESTRING (42.0009549 41.9261994, 42.0008894 41.9262536)",,,,,
175067643,True,,secondary,False,16.633,"LINESTRING (42.0009549 41.9261994, 42.0008967 41.9262241, 42.0008314 41.9262352, 42.0007645 41.9262316)",,,,roundabout,
175067633,True,მერაბ კოსტავას ქუჩა,secondary,False,13.347,"LINESTRING (42.0009172 41.9259155, 42.0010608 41.9259702)",,,,,
175067643,True,,secondary,False,17.554,"LINESTRING (42.0009172 41.9259155, 42.0009745 41.9259463, 42.0010164 41.9259888, 42.0010386 41.9260387)",,,,roundabout,
175067639,True,9 აპრილის ქუჩა,tertiary,False,39.413,"LINESTRING (42.0007433 41.9259056, 42.0009384 41.9257826, 42.001055 41.9256432)",,,,,
175067643,True,,secondary,False,14.767,"LINESTRING (42.0007433 41.9259056, 42.0008017 41.9258974, 42.0008611 41.9259008, 42.0009172 41.9259155)",,,,roundabout,
175067643,True,,secondary,False,16.622,"LINESTRING (42.0007645 41.9262316, 42.000702 41.9262137, 42.0006492 41.926183, 42.0006108 41.9261422)",,,,roundabout,
175067643,True,,secondary,False,32.185,"LINESTRING (42.0006108 41.9261422, 42.0005883 41.9260868, 42.0005923 41.926029, 42.0006222 41.9259755, 42.0006746 41.9259327, 42.0007433 41.9259056)",,,,roundabout,
618284200,True,ჩანჩიბაძის ქუჩა,residential,False,43.546,"LINESTRING (42.0006108 41.9261422, 42.0004101 41.9260174, 42.0001563 41.9259612)",,,,,
175067643,True,,secondary,False,20.07,"LINESTRING (42.0010386 41.9260387, 42.0010414 41.9260748, 42.0010339 41.9261104, 42.0010163 41.9261441, 42.0009896 41.9261742, 42.0009549 41.9261994)",,,,roundabout,
175067646,True,მერაბ კოსტავას ქუჩა,secondary,False,50.272000000000006,"LINESTRING (42.0004075 41.9265547, 42.0005497 41.9264149, 42.000582 41.9263102, 42.0006108 41.9261422)",,,,,
