osmid,oneway,name,highway,maxspeed,reversed,length,geometry,ref,lanes,bridge,junction
445496929,False,Talgasse,residential,,False,90.686,"LINESTRING (16.0768093 47.721502, 16.076623 47.7216139, 16.0763982 47.7217738, 16.0759601 47.7220834)",,,,
"[289276574, 289276575]",False,Raimundweg,residential,,True,102.849,"LINESTRING (16.0763969 47.7197983, 16.0764293 47.7196884, 16.0764099 47.7191388, 16.0763407 47.7188798)",,,yes,
133484542,False,Raimundweg,residential,,True,106.655,"LINESTRING (16.0761649 47.7206678, 16.0763642 47.7210368, 16.0765117 47.7213038, 16.0768093 47.721502)",,,,
27926449,False,Fabriksgasse,residential,50,False,81.106,"LINESTRING (16.0857312 47.7230787, 16.0858901 47.7230912, 16.0859673 47.7231152, 16.0866213 47.723469)",,,,
27926450,True,,residential,50,False,23.156,"LINESTRING (16.0857312 47.7230787, 16.0857194 47.7230952, 16.0856923 47.7231151, 16.0856566 47.7231276, 16.0856167 47.7231312, 16.0855775 47.7231253, 16.0855436 47.7231108, 16.0855186 47.7230887, 16.0855069 47.7230629)",,,,roundabout
27926448,False,Alleegasse,residential,,False,307.97700000000003,"LINESTRING (16.0855069 47.7230629, 16.0853544 47.7230675, 16.0851316 47.7231336, 16.08481 47.7232822, 16.0833296 47.7239663, 16.0831904 47.7239672, 16.0829598 47.7239185, 16.0828037 47.7239231, 16.0820411 47.7242203, 16.0819298 47.7242432)",,2,,
480456332,True,,residential,50,False,11.864999999999998,"LINESTRING (16.0855069 47.7230629, 16.085509 47.7230359, 16.0855247 47.723011, 16.0855503 47.7229921, 16.0855858 47.7229794)",,,,roundabout
102669183,False,Fabriksgasse,residential,50,True,118.668,"LINESTRING (16.0855858 47.7229794, 16.0855401 47.72288, 16.0855017 47.7228332, 16.0850971 47.7225921, 16.0844901 47.7222295)",,,,
480456330,True,,residential,50,False,6.013999999999999,"LINESTRING (16.0855858 47.7229794, 16.0856256 47.7229755, 16.0856649 47.7229811)",,,,roundabout
472465772,True,Wienerstraße,residential,50,False,16.399,"LINESTRING (16.0806348 47.7239996, 16.0806713 47.7240333, 16.0807166 47.7241346)",,2,,
824563234,True,,residential,,False,19.358,"LINESTRING (16.0806348 47.7239996, 16.0805979 47.7240147, 16.0805562 47.724022, 16.0805131 47.724021, 16.0804722 47.7240117, 16.080437 47.723995, 16.0804103 47.7239722)",,,,roundabout
135068058,False,Schraubenwerkstraße,residential,,True,188.63,"LINESTRING (16.0804103 47.7239722, 16.0803216 47.7240173, 16.0802607 47.7240453, 16.0801779 47.7240674, 16.0800385 47.7240721, 16.0791824 47.7240968, 16.0789495 47.7241035, 16.0786825 47.7241145, 16.0782705 47.7241075, 16.0780504 47.7241025, 16.0779321 47.724103)",,,,
824371619,True,,residential,,False,26.199000000000005,"LINESTRING (16.0804103 47.7239722, 16.0803934 47.7239417, 16.0803919 47.7239091, 16.080406 47.723878, 16.0804341 47.7238515, 16.0804769 47.7238313, 16.0805274 47.7238223, 16.0805793 47.7238256)",,,,roundabout
"[472465772, 1189815821, 1189815826, 711085108, 42401241]",True,Wienerstraße,residential,50,False,185.163,"LINESTRING (16.0807166 47.7241346, 16.0808482 47.7248375, 16.0809003 47.725141, 16.0809139 47.7252458, 16.0809709 47.725626, 16.080975 47.7256564, 16.0809991 47.7257888)",,2,yes,
27931215,False,Lokalbahnstraße,residential,,False,14.391000000000002,"LINESTRING (16.0808665 47.7239912, 16.0807304 47.7239632, 16.0806817 47.7239554)",,2,,
27931215,False,Lokalbahnstraße,residential,,True,84.412,"LINESTRING (16.0808665 47.7239912, 16.0816261 47.7241605, 16.0818435 47.7242264, 16.0819298 47.7242432)",,2,,
133501368,True,,residential,,False,20.891000000000002,"LINESTRING (16.0808665 47.7239912, 16.0807924 47.7240193, 16.0807515 47.7240437, 16.0807166 47.7241346)",,,,
480456328,True,,residential,50,False,13.08,"LINESTRING (16.0856649 47.7229811, 16.085709 47.7230022, 16.0857298 47.7230254, 16.0857375 47.723052, 16.0857312 47.7230787)",,,,roundabout
47701990,False,Schwangasse,residential,,True,88.998,"LINESTRING (16.0785481 47.7206094, 16.0785868 47.7206678, 16.0788962 47.72094, 16.0793141 47.7211877, 16.0793354 47.7212003)",,,,
"[47701989, 134118046]",False,Badhaussteig,residential,,True,20.598,"LINESTRING (16.0792695 47.7201953, 16.0793404 47.7202212, 16.0795114 47.7202838)",,,yes,
135069046,False,,residential,,False,125.054,"LINESTRING (16.0777513 47.7241785, 16.0776732 47.7242607, 16.0776266 47.7243098, 16.0775993 47.7243968, 16.077596 47.7244447, 16.077593 47.7245385, 16.0775955 47.724751, 16.077601 47.725225, 16.0776015 47.7252766)",,,,
824371620,True,,residential,,False,12.665000000000001,"LINESTRING (16.0777513 47.7241785, 16.0777016 47.7241555, 16.0776722 47.7241201, 16.0776672 47.7240875)",,,,roundabout
135068058,False,Schraubenwerkstraße,residential,,False,188.63000000000002,"LINESTRING (16.0779321 47.724103, 16.0780504 47.7241025, 16.0782705 47.7241075, 16.0786825 47.7241145, 16.0789495 47.7241035, 16.0791824 47.7240968, 16.0800385 47.7240721, 16.0801779 47.7240674, 16.0802607 47.7240453, 16.0803216 47.7240173, 16.0804103 47.7239722)",,,,
824371620,True,,residential,,False,18.357,"LINESTRING (16.0779321 47.724103, 16.0779189 47.7241348, 16.0778895 47.7241612, 16.0778478 47.7241786, 16.0777995 47.7241847, 16.0777513 47.7241785)",,,,roundabout
127347700,False,Minoritenplatz,residential,,False,65.601,"LINESTRING (16.079258 47.7219907, 16.0791273 47.7224088, 16.079231 47.7225558)",,2,,
445491562,True,Talgasse,residential,,False,34.942,"LINESTRING (16.079258 47.7219907, 16.0791368 47.7219638, 16.0788499 47.7218417)",,,,
198474709,False,Dittrichstraße,residential,30,False,83.919,"LINESTRING (16.0765943 47.7261385, 16.0760787 47.7261872, 16.075861 47.7262077, 16.075701 47.7263289, 16.0756107 47.7264013)",,,,
"[289276574, 289276575]",False,Raimundweg,residential,,False,102.849,"LINESTRING (16.0763407 47.7188798, 16.0764099 47.7191388, 16.0764293 47.7196884, 16.0763969 47.7197983)",,,yes,
320164950,False,Triesterstraße,tertiary,50,False,44.745,"LINESTRING (16.0763407 47.7188798, 16.0762687 47.7188819, 16.0757434 47.7189009)",,,,
320164950,False,Triesterstraße,tertiary,50,True,57.376,"LINESTRING (16.0763407 47.7188798, 16.0768819 47.7188587, 16.0770126 47.7188464, 16.0771024 47.7188304)",,,,
"[135068064, 133501375, 133501376]",False,Urbangasse,residential,,False,200.251,"LINESTRING (16.0768163 47.7241199, 16.0768485 47.7240505, 16.0768678 47.7239825, 16.0770997 47.7237266, 16.0772538 47.7235277, 16.0772844 47.7234847, 16.0773477 47.723403, 16.077404 47.7233565, 16.077601 47.7232736, 16.0779021 47.7231442, 16.0783995 47.7229305, 16.078577 47.7228546)",,,,
445710568,False,Schraubenwerkstraße,residential,,False,64.156,"LINESTRING (16.0768163 47.7241199, 16.0769697 47.7240889, 16.0775226 47.7240864, 16.0776672 47.7240875)",,,,
135068053,True,,residential,,False,30.967999999999996,"LINESTRING (16.0776672 47.7240875, 16.0776921 47.7240431, 16.0777364 47.7240169, 16.0777932 47.7240061, 16.0778379 47.7240098, 16.0778783 47.7240233, 16.0779096 47.7240451, 16.0779282 47.7240728, 16.0779321 47.724103)",,,,roundabout
445710568,False,Schraubenwerkstraße,residential,,True,64.15599999999999,"LINESTRING (16.0776672 47.7240875, 16.0775226 47.7240864, 16.0769697 47.7240889, 16.0768163 47.7241199)",,,,
42401235,True,Urbangasse,residential,,False,48.095,"LINESTRING (16.0763917 47.7244387, 16.0765731 47.7242595, 16.0766933 47.7241794, 16.0768163 47.7241199)",,,,
446793497,False,Wehrgasse,residential,,False,48.894999999999996,"LINESTRING (16.0763917 47.7244387, 16.0763254 47.724407, 16.0758613 47.7241817)",,,,
446793497,False,Wehrgasse,residential,,True,48.894999999999996,"LINESTRING (16.0758613 47.7241817, 16.0763254 47.724407, 16.0763917 47.7244387)",,,,
135069046,False,,residential,,True,125.05399999999997,"LINESTRING (16.0776015 47.7252766, 16.077601 47.725225, 16.0775955 47.724751, 16.077593 47.7245385, 16.077596 47.7244447, 16.0775993 47.7243968, 16.0776266 47.7243098, 16.0776732 47.7242607, 16.0777513 47.7241785)",,,,
824563233,True,,residential,50,False,11.241,"LINESTRING (16.0846829 47.7260044, 16.0846536 47.7259997, 16.0846281 47.7259891, 16.0846087 47.7259736, 16.0845975 47.7259549, 16.0845955 47.7259347)",,,,roundabout
827495650,False,Schießstättgasse,residential,30,True,135.224,"LINESTRING (16.0805661 47.7185128, 16.0806207 47.7185039, 16.0809962 47.7185655, 16.0816232 47.718811, 16.0820658 47.7189717, 16.0822019 47.7189788)",,,,
556461150,False,Pöltlgasse,residential,,True,44.741,"LINESTRING (16.0802466 47.7211108, 16.0799534 47.7207601)",,,,
807456038,True,Kirchengasse,residential,,False,54.409,"LINESTRING (16.0802466 47.7211108, 16.0801436 47.7211437, 16.0796859 47.7213187, 16.0796104 47.7213476)",,,,
556461150,False,Pöltlgasse,residential,,False,44.741,"LINESTRING (16.0799534 47.7207601, 16.0802466 47.7211108)",,,,
564036433,False,Birngasse,residential,,True,38.935,"LINESTRING (16.0812391 47.7220708, 16.0808486 47.7218393)",,,,
27926465,False,Schießstättgasse,residential,30,False,8.783,"LINESTRING (16.0832559 47.7199637, 16.0831815 47.7199026)",,,,
"[134118041, 134118059, 27786630]",False,Postgasse,residential,50,False,64.32300000000001,"LINESTRING (16.0832559 47.7199637, 16.0829847 47.7202331, 16.0829341 47.7202689, 16.0827905 47.7203357, 16.0826829 47.7203826)",,,yes,
27931205,False,Raiffeisenstraße,residential,50,True,195.33900000000003,"LINESTRING (16.0832559 47.7199637, 16.0834109 47.7199944, 16.0837966 47.720061, 16.0841078 47.7201148, 16.0843764 47.7201683, 16.0844404 47.7201811, 16.0851668 47.7203017, 16.0857834 47.720404)",,,,
161887265,False,Peischingerstraße,residential,50,False,69.68,"LINESTRING (16.0836679 47.725877, 16.0842889 47.7259144, 16.0843992 47.7259213, 16.0845955 47.7259347)",,,,
161887265,False,Peischingerstraße,residential,50,True,69.68,"LINESTRING (16.0845955 47.7259347, 16.0843992 47.7259213, 16.0842889 47.7259144, 16.0836679 47.725877)",,,,
678518959,True,,residential,50,False,33.225,"LINESTRING (16.0845955 47.7259347, 16.084603 47.7259151, 16.0846193 47.7258981, 16.0846426 47.7258853, 16.0846706 47.7258781, 16.084703 47.7258773, 16.0847339 47.7258839, 16.0847597 47.7258971, 16.0847774 47.7259153, 16.084785 47.7259365, 16.0847816 47.7259582, 16.0847675 47.7259778, 16.0847445 47.7259931, 16.0847151 47.7260024, 16.0846829 47.7260044)",,,,roundabout
897615298,True,Wienerstraße,residential,,False,11.361,"LINESTRING (16.0814138 47.7229393, 16.0813992 47.7228376)",,,,
1189815813,True,Wienerstraße,residential,,False,11.207,"LINESTRING (16.0814138 47.7229393, 16.0815357 47.7228807)",,,,
80635148,True,Wienerstraße,residential,,False,149.297,"LINESTRING (16.0813992 47.7228376, 16.0811571 47.722703, 16.0806325 47.7224171, 16.0805271 47.7223079, 16.0805186 47.7222636, 16.0805163 47.7221824, 16.0805442 47.7220964, 16.0805574 47.7220639, 16.0805763 47.7220364, 16.0808486 47.7218393)",,,,
29037010,False,Rohrbacherstraße,residential,30,False,147.794,"LINESTRING (16.0804962 47.7260389, 16.0800753 47.7262241, 16.0796955 47.7263542, 16.0789961 47.7265342, 16.0787115 47.7265934)",,,,
23095599,False,Seebensteinerstraße,residential,30,False,121.855,"LINESTRING (16.0802951 47.7176576, 16.0799909 47.7178091, 16.0797434 47.7179782, 16.0796527 47.718115, 16.0796286 47.7182785, 16.0797208 47.7185616)",,,,
