osmid,ref,highway,maxspeed,junction,oneway,reversed,length,geometry,name,lanes,bridge,tunnel
"[136893968, 234751558, 136893967]",L118,secondary,50,,False,True,125.36299999999999,"LINESTRING (15.6767424 47.6059762, 15.6767021 47.6060428, 15.6766878 47.6061182, 15.6766929 47.6061848, 15.676721 47.6062391, 15.6768042 47.6063144, 15.6771966 47.606486, 15.6772909 47.606548, 15.6773375 47.6066087, 15.6773558 47.6066677, 15.6773574 47.6067203, 15.6773334 47.6068007, 15.6772877 47.6068581, 15.6772613 47.6068808)",Frachtenstraße,,yes,
37282498,,residential,30,,True,False,81.186,"LINESTRING (15.6779561 47.6054034, 15.6777354 47.6061182)",Haasgasse,,,
363546958,,residential,30,,False,True,64.171,"LINESTRING (15.6779561 47.6054034, 15.6772683 47.6051304, 15.6772185 47.6051106)",Waldgasse,,,
5097555,L118,secondary,50,,False,True,77.507,"LINESTRING (15.6777354 47.6061182, 15.6769564 47.6059604, 15.6768861 47.6059556, 15.6768431 47.6059527, 15.6767424 47.6059762)",Wiener Straße,,,
36996216,,residential,30,,False,True,39.123,"LINESTRING (15.6681167 47.6072079, 15.6685201 47.6069847)",Auweg,,,
"[36996216, 843253008, 32468305, 227924214]",,residential,30,,False,"[False, True]",128.827,"LINESTRING (15.6681167 47.6072079, 15.6674542 47.6076494, 15.6674089 47.607729, 15.6674047 47.6077924, 15.6674583 47.6081279, 15.6674639 47.6081721)",Auweg,,yes,
"[416479924, 562884222]",,residential,30,,False,False,40.50000000000001,"LINESTRING (15.6681167 47.6072079, 15.6680976 47.6071383, 15.6680389 47.6069208, 15.6680311 47.6068819, 15.6680225 47.6068493)",,,,
30364302,,residential,30,,False,True,113.49000000000001,"LINESTRING (15.6674639 47.6081721, 15.6676065 47.6081808, 15.6680011 47.6082836, 15.6684061 47.6083891, 15.6688062 47.6084933, 15.6688877 47.6085085)",Knappenhof,,,
"[843253008, 32468305, 36996216, 227924214]",,residential,30,,False,"[False, True]",128.827,"LINESTRING (15.6674639 47.6081721, 15.6674583 47.6081279, 15.6674047 47.6077924, 15.6674089 47.607729, 15.6674542 47.6076494, 15.6681167 47.6072079)",Auweg,,yes,
25573400,,residential,30,,True,False,189.22900000000004,"LINESTRING (15.6694452 47.6039619, 15.6697173 47.6038937, 15.6702146 47.603769, 15.6708131 47.603619, 15.6712508 47.6035092, 15.6718109 47.6033688)",Brauhausgasse,,,
41210152,B23,primary,50,,False,False,69.41300000000001,"LINESTRING (15.6694452 47.6039619, 15.6693904 47.6038469, 15.6693824 47.6038267, 15.6693502 47.6037495, 15.6693324 47.6037068, 15.669283 47.6036194, 15.6691432 47.6033723)",Grazer Straße,,,
41210152,B23,primary,50,,False,True,89.429,"LINESTRING (15.6694452 47.6039619, 15.6695971 47.6042496, 15.6697684 47.6044799, 15.6699751 47.6046768)",Grazer Straße,,,
1259776497,,residential,30,,False,False,211.75900000000001,"LINESTRING (15.6718109 47.6033688, 15.671671 47.6031787, 15.6715958 47.6030766, 15.6712673 47.6026288, 15.6711672 47.6024432, 15.6710706 47.6020906, 15.6710001 47.6018332, 15.6707943 47.6016124)",Roseggergasse,,,
1259776497,,residential,30,,False,True,132.118,"LINESTRING (15.6718109 47.6033688, 15.6720312 47.6038069, 15.6720421 47.6038285, 15.672114 47.6041491, 15.6721443 47.6044586, 15.6721601 47.6045261)",Roseggergasse,,,
30362808,,residential,30,,False,False,23.989,"LINESTRING (15.6771147 47.6040675, 15.6771723 47.604008, 15.6771973 47.60395, 15.6771839 47.6038662)",Pretulstraße,,,
30362808,,residential,30,,False,True,45.105,"LINESTRING (15.6771147 47.6040675, 15.676974 47.6041208, 15.6766543 47.6041632, 15.6765401 47.6041587)",Pretulstraße,,,
30362813,,residential,30,,False,False,35.004000000000005,"LINESTRING (15.6771147 47.6040675, 15.6772818 47.6040171, 15.6775557 47.6039669)",Dr.-Josef-Pommer-Gasse,,,
30362808,,residential,30,,False,False,145.771,"LINESTRING (15.6747112 47.6042786, 15.6748934 47.6042192, 15.6752708 47.6040584, 15.6754139 47.6040243, 15.6760287 47.6040988, 15.6765401 47.6041587)",Pretulstraße,,,
30364325,,residential,30,,False,True,88.28399999999999,"LINESTRING (15.6747112 47.6042786, 15.6741786 47.6043806, 15.6739474 47.604402, 15.6735574 47.6043884)",Waldgasse,,,
363546959,,residential,30,,False,False,200.496,"LINESTRING (15.6747112 47.6042786, 15.6747739 47.6043134, 15.6752735 47.6044132, 15.6754965 47.6044978, 15.6760857 47.6047212, 15.6761556 47.6047448, 15.6770523 47.6050478, 15.677105 47.6050656)",Waldgasse,,,
30362781,,residential,30,,False,False,80.469,"LINESTRING (15.6663741 47.6069744, 15.6660225 47.6066639, 15.6657672 47.6063788)",Untere Waldrandsiedlungsgasse,,,
"[364757507, 30364284]",,residential,30,,False,True,158.42800000000003,"LINESTRING (15.6663741 47.6069744, 15.6664455 47.6068897, 15.6664904 47.6067315, 15.6664269 47.6064625, 15.6661805 47.6060651, 15.6657871 47.6056854)",Untere Waldrandsiedlungsgasse,,,
30362781,,residential,30,,False,True,80.469,"LINESTRING (15.6657672 47.6063788, 15.6660225 47.6066639, 15.6663741 47.6069744)",Untere Waldrandsiedlungsgasse,,,
575289935,,residential,30,,False,True,29.592,"LINESTRING (15.6697696 47.60562, 15.6695975 47.6053805)",Bleckmanngasse,,,
30364286,,residential,30,,False,True,79.147,"LINESTRING (15.6697696 47.60562, 15.6704153 47.6054185, 15.6707013 47.6052894)",DDr.-Schachner-Platz,,,
"[136893973, 775203901, 136893974]",,residential,30,,False,False,79.168,"LINESTRING (15.6697696 47.60562, 15.6692249 47.6057339, 15.6688373 47.6058046, 15.6687598 47.6058267)",Lambachstraße,,yes,
30362840,,residential,30,,False,False,142.196,"LINESTRING (15.6687598 47.6058267, 15.6688574 47.6059435, 15.6689175 47.6060381, 15.6689406 47.6062039, 15.6689542 47.6063998, 15.668924 47.6065772, 15.6688426 47.6067268, 15.6687201 47.6068648, 15.6685201 47.6069847)",Auweg,,,
"[775203901, 136893973, 136893974]",,residential,30,,False,True,79.168,"LINESTRING (15.6687598 47.6058267, 15.6688373 47.6058046, 15.6692249 47.6057339, 15.6697696 47.60562)",Lambachstraße,,yes,
30362795,,residential,30,,False,False,95.641,"LINESTRING (15.6752998 47.601688, 15.6754263 47.6016337, 15.6761438 47.6014338, 15.6764463 47.601316)",Franz-Reinbacher-Gasse,,,
30364330,,living_street,30,,False,True,165.10900000000004,"LINESTRING (15.6752998 47.601688, 15.6753364 47.6017277, 15.6754679 47.6018325, 15.675722 47.6020156, 15.6759154 47.6021549, 15.6760998 47.6022877, 15.6762872 47.6024227, 15.6764655 47.6025512, 15.6768205 47.6027582)",Reinbachergasse,,,
1259776530,,residential,30,,False,True,103.607,"LINESTRING (15.6752998 47.601688, 15.6752372 47.6017332, 15.6751725 47.6017985, 15.6749318 47.6023291, 15.6748153 47.6023907, 15.6746439 47.6024637)",Schießstattgasse,,,
30364329,,residential,30,,False,True,134.425,"LINESTRING (15.6764463 47.601316, 15.6774225 47.60233)",Dr.-Hans-Ferbar-Gasse,,,
30362795,,residential,30,,False,False,69.66,"LINESTRING (15.6764463 47.601316, 15.6768921 47.6011308, 15.6772929 47.6010895)",Franz-Reinbacher-Gasse,,,
30362795,,residential,30,,False,True,95.64099999999999,"LINESTRING (15.6764463 47.601316, 15.6761438 47.6014338, 15.6754263 47.6016337, 15.6752998 47.601688)",Franz-Reinbacher-Gasse,,,
1259776527,,residential,30,,False,True,121.449,"LINESTRING (15.6772929 47.6010895, 15.6780635 47.6020502)",Alfred-Küffel-Gasse,,,
30362795,,residential,30,,False,True,69.66,"LINESTRING (15.6772929 47.6010895, 15.6768921 47.6011308, 15.6764463 47.601316)",Franz-Reinbacher-Gasse,,,
1259776526,,residential,30,,False,False,111.569,"LINESTRING (15.6772929 47.6010895, 15.6782089 47.6011302, 15.678451 47.601154, 15.678585 47.6011245, 15.6787132 47.6010351)",Franz-Reinbacher-Gasse,,,
30364332,,residential,30,,False,True,214.693,"LINESTRING (15.6746439 47.6024637, 15.6748264 47.602637, 15.6750563 47.602785, 15.6754113 47.602989, 15.6761701 47.6033623, 15.6762559 47.6034024, 15.6768481 47.6036789)",Burgenlandgasse,,,
1259776493,,residential,30,,False,False,91.213,"LINESTRING (15.6746439 47.6024637, 15.6744785 47.6023055, 15.6742812 47.6020002, 15.6742059 47.6019628, 15.6740931 47.6019389, 15.6738693 47.6019416)",Burgenlandgasse,,,
1259776530,,residential,30,,False,False,103.60699999999999,"LINESTRING (15.6746439 47.6024637, 15.6748153 47.6023907, 15.6749318 47.6023291, 15.6751725 47.6017985, 15.6752372 47.6017332, 15.6752998 47.601688)",Schießstattgasse,,,
30362808,,residential,30,,False,True,57.251,"LINESTRING (15.6780635 47.6020502, 15.6774225 47.60233)",Pretulstraße,,,
1259776527,,residential,30,,False,False,121.449,"LINESTRING (15.6780635 47.6020502, 15.6772929 47.6010895)",Alfred-Küffel-Gasse,,,
136893969,,residential,30,,False,False,21.399,"LINESTRING (15.6719006 47.6058888, 15.6716205 47.6059258)",Hauptplatz,,,
233349861,,living_street,30,,False,True,44.848,"LINESTRING (15.6719006 47.6058888, 15.6724987 47.6058964)",Wiener Straße,,,
30364350,,residential,30,,False,False,207.811,"LINESTRING (15.6707943 47.6016124, 15.6711654 47.6014957, 15.6712963 47.6014567, 15.671412 47.6013951, 15.671481 47.6013129, 15.6715489 47.6012508, 15.6716108 47.6012089, 15.6717273 47.6011589, 15.6717706 47.6011403, 15.6718241 47.6011241, 15.6719495 47.6011137, 15.6720373 47.6011219, 15.6721319 47.6011467, 15.6722049 47.6011743, 15.6722666 47.6012082, 15.6726803 47.6015948, 15.672775 47.6017829)",Waldandacht,,,
1259776497,,residential,30,,False,False,76.443,"LINESTRING (15.6707943 47.6016124, 15.6707292 47.6015481, 15.670638 47.6014578, 15.6705875 47.6013347, 15.6705572 47.6011592, 15.6704907 47.6010266, 15.6704649 47.6009734)",Roseggergasse,,,
1259776497,,residential,30,,False,True,211.759,"LINESTRING (15.6707943 47.6016124, 15.6710001 47.6018332, 15.6710706 47.6020906, 15.6711672 47.6024432, 15.6712673 47.6026288, 15.6715958 47.6030766, 15.671671 47.6031787, 15.6718109 47.6033688)",Roseggergasse,,,
1259776497,,residential,30,,False,True,76.443,"LINESTRING (15.6704649 47.6009734, 15.6704907 47.6010266, 15.6705572 47.6011592, 15.6705875 47.6013347, 15.670638 47.6014578, 15.6707292 47.6015481, 15.6707943 47.6016124)",Roseggergasse,,,
30362809,,residential,,,False,True,64.63499999999999,"LINESTRING (15.6735574 47.6043884, 15.6735633 47.6044164, 15.6737709 47.6046596, 15.6738635 47.6047361, 15.674031 47.604868)",Waldgasse,,,
30364325,,residential,30,,False,False,88.28399999999999,"LINESTRING (15.6735574 47.6043884, 15.6739474 47.604402, 15.6741786 47.6043806, 15.6747112 47.6042786)",Waldgasse,,,
30364325,,residential,30,,False,True,108.144,"LINESTRING (15.6735574 47.6043884, 15.6734359 47.6043727, 15.6733436 47.6043607, 15.673267 47.6043527, 15.6731491 47.6043474, 15.6729815 47.6043594, 15.6723352 47.60451, 15.6721601 47.6045261)",Waldgasse,,,
30362808,,residential,30,,False,False,11.326,"LINESTRING (15.6768205 47.6027582, 15.6769155 47.602679)",Pretulstraße,,,
30362808,,residential,30,,False,True,117.72300000000001,"LINESTRING (15.6768205 47.6027582, 15.6766369 47.6029899, 15.676491 47.603174, 15.6764761 47.6032386, 15.6764808 47.6033189, 15.6765089 47.6033863, 15.6765652 47.6034411, 15.6768481 47.6036789)",Pretulstraße,,,
30364330,,living_street,30,,False,False,165.109,"LINESTRING (15.6768205 47.6027582, 15.6764655 47.6025512, 15.6762872 47.6024227, 15.6760998 47.6022877, 15.6759154 47.6021549, 15.675722 47.6020156, 15.6754679 47.6018325, 15.6753364 47.6017277, 15.6752998 47.601688)",Reinbachergasse,,,
30362808,,residential,30,,False,True,11.326,"LINESTRING (15.6769155 47.602679, 15.6768205 47.6027582)",Pretulstraße,,,
30362808,,residential,30,,False,False,54.643,"LINESTRING (15.6769155 47.602679, 15.6771464 47.6024821, 15.6774225 47.60233)",Pretulstraße,,,
30362808,,residential,30,,False,False,57.251,"LINESTRING (15.6774225 47.60233, 15.6780635 47.6020502)",Pretulstraße,,,
30364329,,residential,30,,False,False,134.425,"LINESTRING (15.6774225 47.60233, 15.6764463 47.601316)",Dr.-Hans-Ferbar-Gasse,,,
30362808,,residential,30,,False,True,54.643,"LINESTRING (15.6774225 47.60233, 15.6771464 47.6024821, 15.6769155 47.602679)",Pretulstraße,,,
30362815,,residential,30,,False,True,28.06,"LINESTRING (15.6690704 47.6025702, 15.6691977 47.6028075)",Grazer Straße,,,
32485228,,residential,30,,False,True,232.24099999999999,"LINESTRING (15.6701776 47.6032703, 15.6708737 47.6030196, 15.6704933 47.6024866, 15.6703944 47.6024467, 15.6702971 47.602454, 15.6699809 47.6025557, 15.6691977 47.6028075)",Grazer Straße,,,
836744033,,residential,30,,False,False,49.387,"LINESTRING (15.6700082 47.6030368, 15.6699294 47.6030686, 15.6694428 47.6032647)",Grazer Straße,,,
"[379145320, 1190246043, 30362821]",,residential,30,,False,True,155.983,"LINESTRING (15.6780465 47.6074568, 15.6774461 47.6075056, 15.677255 47.6075134, 15.6771785 47.6075161, 15.6770065 47.6075223, 15.6768316 47.6075295, 15.6766924 47.6075337, 15.6766269 47.6075366, 15.6764788 47.6075404, 15.6762555 47.6075469, 15.6759728 47.6075628)",Kaplanplatz,,,
30362832,,residential,30,,False,False,98.786,"LINESTRING (15.6758803 47.6084538, 15.675525 47.6084819, 15.6750234 47.6085399, 15.6749548 47.6085481, 15.6745793 47.6085932)",Untere Sackgasse,,,
65328751,,residential,30,,False,False,59.254,"LINESTRING (15.6758803 47.6084538, 15.675879 47.6085706, 15.6760404 47.6089722)",Scheibenweg,,,
65328751,,residential,30,,False,True,35.251,"LINESTRING (15.6758803 47.6084538, 15.6761397 47.6083885, 15.6762161 47.6083264, 15.6762319 47.6082779)",Scheibenweg,,,
30362832,,residential,30,,False,True,98.786,"LINESTRING (15.6745793 47.6085932, 15.6749548 47.6085481, 15.6750234 47.6085399, 15.675525 47.6084819, 15.6758803 47.6084538)",Untere Sackgasse,,,
65328751,,residential,30,,False,False,35.251,"LINESTRING (15.6762319 47.6082779, 15.6762161 47.6083264, 15.6761397 47.6083885, 15.6758803 47.6084538)",Scheibenweg,,,
238339045,,residential,30,,False,False,244.189,"LINESTRING (15.6762319 47.6082779, 15.6762691 47.6082754, 15.6763577 47.6082716, 15.6765836 47.6082915, 15.6768733 47.6083259, 15.6770986 47.6083575, 15.6772891 47.6083964, 15.6774312 47.6084353, 15.6775533 47.6084741, 15.6776659 47.6085221, 15.6777571 47.6085781, 15.6778201 47.608626, 15.6778708 47.6086738, 15.6779237 47.6088127, 15.6779901 47.6092721, 15.678004 47.6093475, 15.678032 47.6094989, 15.6780587 47.6096438)",Obere Bahngasse,,,
"[30362834, 379175645, 971007310]",,residential,30,,False,True,150.393,"LINESTRING (15.6762319 47.6082779, 15.675219 47.6083509, 15.6750873 47.6083477, 15.6750164 47.6083276, 15.6749507 47.6082953, 15.6749137 47.6082596, 15.6748856 47.6082246, 15.6748837 47.608212, 15.674847 47.6079758, 15.6748453 47.6079648, 15.6748403 47.6078926, 15.6748366 47.6078393)",Obere Bahngasse,,,yes
30363017,,residential,30,,False,True,130.391,"LINESTRING (15.6780587 47.6096438, 15.67799 47.6096661, 15.6779134 47.609691, 15.6763417 47.6097865)",Viktor-Kaplan-Gasse,,,
238339045,,residential,30,,False,True,244.18900000000002,"LINESTRING (15.6780587 47.6096438, 15.678032 47.6094989, 15.678004 47.6093475, 15.6779901 47.6092721, 15.6779237 47.6088127, 15.6778708 47.6086738, 15.6778201 47.608626, 15.6777571 47.6085781, 15.6776659 47.6085221, 15.6775533 47.6084741, 15.6774312 47.6084353, 15.6772891 47.6083964, 15.6770986 47.6083575, 15.6768733 47.6083259, 15.6765836 47.6082915, 15.6763577 47.6082716, 15.6762691 47.6082754, 15.6762319 47.6082779)",Obere Bahngasse,,,
30364304,,residential,30,,False,False,85.312,"LINESTRING (15.6734534 47.6090711, 15.67375 47.6090229, 15.6744689 47.6089215, 15.6745651 47.6089074)",Obere Sackgasse,,,
30364304,,residential,30,,False,True,213.144,"LINESTRING (15.6734534 47.6090711, 15.6732331 47.609095, 15.672796 47.6091564, 15.6727247 47.6091638, 15.6726664 47.6091662, 15.6725999 47.6091638, 15.6725251 47.6091587, 15.672469 47.6091593, 15.6724233 47.6091604, 15.67239 47.6091645, 15.6723295 47.6091788, 15.6722742 47.6092, 15.6722096 47.6092241, 15.6721763 47.6092363, 15.6721458 47.6092425, 15.6721032 47.6092481, 15.6720504 47.6092527, 15.6719941 47.6092528, 15.6719358 47.6092486, 15.6718698 47.6092404, 15.6717457 47.6092208, 15.67154 47.6091826, 15.671437 47.6091564, 15.6711368 47.6090631, 15.6708891 47.6089876, 15.6707435 47.6089393)",Obere Sackgasse,,,
30363017,,residential,30,,False,False,130.391,"LINESTRING (15.6763417 47.6097865, 15.6779134 47.609691, 15.67799 47.6096661, 15.6780587 47.6096438)",Viktor-Kaplan-Gasse,,,
65328751,,residential,30,,False,True,93.38900000000001,"LINESTRING (15.6763417 47.6097865, 15.6762924 47.6096772, 15.6761504 47.6092514, 15.676094 47.6090825, 15.6760404 47.6089722)",Scheibenweg,,,
30363021,,residential,,,False,True,135.05100000000002,"LINESTRING (15.6696331 47.607115, 15.670052 47.6072945, 15.6701642 47.6073062, 15.6702564 47.6073119, 15.6705099 47.607329, 15.6707519 47.6073352, 15.671302 47.6073276, 15.6713535 47.6073316)",Kharnerspergring,,,
575289935,,residential,30,,False,False,29.592,"LINESTRING (15.6695975 47.6053805, 15.6697696 47.60562)",Bleckmanngasse,,,
575289935,,residential,30,,False,True,313.12199999999996,"LINESTRING (15.6695975 47.6053805, 15.6692918 47.6051809, 15.6688226 47.6047601, 15.6686959 47.6046234, 15.6686849 47.6045892, 15.6687474 47.6045006, 15.6688711 47.604402, 15.6688718 47.6043806, 15.6686941 47.6039846, 15.6687171 47.6039004, 15.6687439 47.6038025, 15.6679959 47.602987)",Bleckmanngasse,,,
"[364757507, 30364284]",,residential,30,,False,False,158.428,"LINESTRING (15.6657871 47.6056854, 15.6661805 47.6060651, 15.6664269 47.6064625, 15.6664904 47.6067315, 15.6664455 47.6068897, 15.6663741 47.6069744)",Untere Waldrandsiedlungsgasse,,,
36989104,,residential,30,,False,True,219.679,"LINESTRING (15.6657871 47.6056854, 15.6659239 47.6056904, 15.6660231 47.6057271, 15.6668641 47.6064563, 15.6670428 47.6065644, 15.6670838 47.6065892, 15.667191 47.6066188, 15.667452 47.606691, 15.6677093 47.6067622, 15.6680225 47.6068493)",,,,
398685868,L118,secondary,50,,False,False,11.897,"LINESTRING (15.6748366 47.6078393, 15.6749898 47.6078114)",Frachtenstraße,,,
"[30362834, 379175645, 971007310]",,residential,30,,False,False,150.39300000000003,"LINESTRING (15.6748366 47.6078393, 15.6748403 47.6078926, 15.6748453 47.6079648, 15.674847 47.6079758, 15.6748837 47.608212, 15.6748856 47.6082246, 15.6749137 47.6082596, 15.6749507 47.6082953, 15.6750164 47.6083276, 15.6750873 47.6083477, 15.675219 47.6083509, 15.6762319 47.6082779)",Obere Bahngasse,,,yes
1160227792,L118,secondary,50,,False,True,25.911,"LINESTRING (15.6748366 47.6078393, 15.6746854 47.6078566, 15.6744961 47.6078793)",Frachtenstraße,2,,
30364296,,residential,30,,False,False,53.375,"LINESTRING (15.6760404 47.6089722, 15.6753651 47.6091243)",Blumengasse,,,
65328751,,residential,30,,False,False,93.38900000000001,"LINESTRING (15.6760404 47.6089722, 15.676094 47.6090825, 15.6761504 47.6092514, 15.6762924 47.6096772, 15.6763417 47.6097865)",Scheibenweg,,,
65328751,,residential,30,,False,True,59.254,"LINESTRING (15.6760404 47.6089722, 15.675879 47.6085706, 15.6758803 47.6084538)",Scheibenweg,,,
30364296,,residential,30,,False,True,53.375,"LINESTRING (15.6753651 47.6091243, 15.6760404 47.6089722)",Blumengasse,,,
30362815,,residential,30,,False,False,54.058,"LINESTRING (15.6694428 47.6032647, 15.6691977 47.6028075)",Grazer Straße,,,
836744033,,residential,30,,False,False,25.448999999999998,"LINESTRING (15.6694428 47.6032647, 15.6693888 47.6032841, 15.6692493 47.6033342, 15.6692109 47.603348, 15.6691432 47.6033723)",Grazer Straße,,,
836744033,,residential,30,,False,True,49.387,"LINESTRING (15.6694428 47.6032647, 15.6699294 47.6030686, 15.6700082 47.6030368)",Grazer Straße,,,
30364325,,residential,30,,False,False,108.144,"LINESTRING (15.6721601 47.6045261, 15.6723352 47.60451, 15.6729815 47.6043594, 15.6731491 47.6043474, 15.673267 47.6043527, 15.6733436 47.6043607, 15.6734359 47.6043727, 15.6735574 47.6043884)",Waldgasse,,,
32485259,,residential,30,,True,False,153.31,"LINESTRING (15.6721601 47.6045261, 15.672128 47.6046059, 15.6721104 47.605124, 15.6720825 47.6052082, 15.6719218 47.6058097, 15.6719006 47.6058888)",Roseggergasse,,,
1259776497,,residential,30,,False,False,132.118,"LINESTRING (15.6721601 47.6045261, 15.6721443 47.6044586, 15.672114 47.6041491, 15.6720421 47.6038285, 15.6720312 47.6038069, 15.6718109 47.6033688)",Roseggergasse,,,
136893976,,residential,30,,False,True,44.676,"LINESTRING (15.6776667 47.6048459, 15.6774306 47.6049813, 15.6772185 47.6051106)",Obere Berggasse,,,
363546958,,residential,30,,False,False,9.871,"LINESTRING (15.677105 47.6050656, 15.6772185 47.6051106)",Waldgasse,,,
363546959,,residential,30,,False,True,200.49599999999998,"LINESTRING (15.677105 47.6050656, 15.6770523 47.6050478, 15.6761556 47.6047448, 15.6760857 47.6047212, 15.6754965 47.6044978, 15.6752735 47.6044132, 15.6747739 47.6043134, 15.6747112 47.6042786)",Waldgasse,,,
30364350,,residential,30,,False,True,207.81099999999998,"LINESTRING (15.672775 47.6017829, 15.6726803 47.6015948, 15.6722666 47.6012082, 15.6722049 47.6011743, 15.6721319 47.6011467, 15.6720373 47.6011219, 15.6719495 47.6011137, 15.6718241 47.6011241, 15.6717706 47.6011403, 15.6717273 47.6011589, 15.6716108 47.6012089, 15.6715489 47.6012508, 15.671481 47.6013129, 15.671412 47.6013951, 15.6712963 47.6014567, 15.6711654 47.6014957, 15.6707943 47.6016124)",Waldandacht,,,
41210152,B23,primary,50,,False,True,148.084,"LINESTRING (15.6682222 47.601452, 15.668326 47.6017324, 15.668488 47.6021699, 15.6685198 47.6022557, 15.6687275 47.6027392)",Grazer Straße,,,
41210152,B23,primary,50,,False,False,76.988,"LINESTRING (15.6691432 47.6033723, 15.6687275 47.6027392)",Grazer Straße,,,
41210152,B23,primary,50,,False,True,69.41300000000001,"LINESTRING (15.6691432 47.6033723, 15.669283 47.6036194, 15.6693324 47.6037068, 15.6693502 47.6037495, 15.6693824 47.6038267, 15.6693904 47.6038469, 15.6694452 47.6039619)",Grazer Straße,,,
836744033,,residential,30,,False,True,25.449,"LINESTRING (15.6691432 47.6033723, 15.6692109 47.603348, 15.6692493 47.6033342, 15.6693888 47.6032841, 15.6694428 47.6032647)",Grazer Straße,,,
30362782,,residential,,,True,False,91.262,"LINESTRING (15.6699751 47.6046768, 15.6696042 47.6049146, 15.6695346 47.6050719, 15.6695975 47.6053805)",DDr.Schachner-Platz,,,
41210152,B23,primary,50,,False,False,89.429,"LINESTRING (15.6699751 47.6046768, 15.6697684 47.6044799, 15.6695971 47.6042496, 15.6694452 47.6039619)",Grazer Straße,,,
41210152,B23,primary,50,,False,True,87.20299999999999,"LINESTRING (15.6699751 47.6046768, 15.6700352 47.6047276, 15.67008 47.6047654, 15.670666 47.6052596, 15.6707013 47.6052894)",Grazer Straße,,,
