osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,width,junction,bridge
"[5261952, 5261949, 5261951]","['Josefsplatz', 'Kaiser Franz Joseph Brücke', 'Vöslauer Straße']",tertiary,50,False,False,61.13,"LINESTRING (16.2319297 48.0056331, 16.2319656 48.0056798, 16.2319985 48.0057186, 16.2321704 48.0059171, 16.2322968 48.0060645, 16.2323365 48.0061107)",2,,,,yes
425939161,,tertiary,50,True,False,15.460999999999999,"LINESTRING (16.2319297 48.0056331, 16.2318801 48.0056434, 16.2318284 48.0056397, 16.2317832 48.0056226, 16.231752 48.0055948)",1,L4009,,roundabout,
425939159,,tertiary,50,True,False,16.201,"LINESTRING (16.231752 48.0055948, 16.2317397 48.0055593, 16.2317507 48.0055237, 16.2317828 48.0054942, 16.2318303 48.0054764)",1,L4009,6,roundabout,
1138735243,Weilburgstraße,tertiary,50,False,True,42.293000000000006,"LINESTRING (16.231752 48.0055948, 16.2316899 48.0056099, 16.2312176 48.0057245)",,L4009,,,
5261942,,tertiary,50,True,False,14.665,"LINESTRING (16.2318303 48.0054764, 16.2318693 48.0054727, 16.2319082 48.0054771, 16.2319432 48.0054892, 16.231971 48.0055079, 16.231989 48.0055314)",1,L4009,6,roundabout,
"[5261952, 5261949, 5261951]","['Josefsplatz', 'Kaiser Franz Joseph Brücke', 'Vöslauer Straße']",tertiary,50,False,True,61.13,"LINESTRING (16.2323365 48.0061107, 16.2322968 48.0060645, 16.2321704 48.0059171, 16.2319985 48.0057186, 16.2319656 48.0056798, 16.2319297 48.0056331)",2,,,,yes
1078249956,Josefsplatz,tertiary,50,True,False,9.929,"LINESTRING (16.2323365 48.0061107, 16.2323753 48.0060961, 16.2324192 48.0060913, 16.2324629 48.0060968)",1,,,roundabout,
1078249954,Josefsplatz,tertiary,50,True,False,6.015,"LINESTRING (16.232545 48.006174, 16.2325429 48.006192, 16.2325353 48.0062093, 16.2325224 48.0062251)",1,,,roundabout,
1078249952,Josefsplatz,tertiary,50,True,False,10.752,"LINESTRING (16.2324128 48.0062618, 16.2323772 48.0062575, 16.2323449 48.0062467, 16.2323184 48.0062302, 16.2322999 48.0062095)",1,,,roundabout,
5261947,Josefsplatz,tertiary,50,True,False,12.074,"LINESTRING (16.2322999 48.0062095, 16.2322904 48.0061831, 16.2322938 48.006156, 16.2323097 48.0061311, 16.2323365 48.0061107)",1,,,roundabout,
5261962,Pergerstraße,tertiary,30,False,False,101.13,"LINESTRING (16.2322999 48.0062095, 16.2322333 48.0062358, 16.23163 48.0064806, 16.2313643 48.0065762, 16.2311103 48.0066463)",2,,,,
"[800799322, 5124261, 1003176990]",Erzherzog Rainer-Ring,residential,30,False,False,197.29200000000003,"LINESTRING (16.2320292 48.0073403, 16.2320091 48.007372, 16.2319548 48.0075118, 16.2318906 48.0076832, 16.2318393 48.0078245, 16.2318124 48.0078953, 16.2317974 48.007935, 16.2317737 48.0080188, 16.2317658 48.0080778, 16.231727 48.0083678, 16.2316864 48.0090348, 16.2316821 48.0090908)",2,,,,
5124261,Erzherzog Rainer-Ring,residential,30,False,True,104.352,"LINESTRING (16.2320292 48.0073403, 16.2320715 48.0072876, 16.2324912 48.0067995, 16.2325949 48.006639, 16.2326166 48.0065933, 16.2326302 48.00654, 16.232627 48.0065014)",2,,,,
"[1138735240, 5261960]",Heiligenkreuzergasse,residential,30,True,False,111.57400000000001,"LINESTRING (16.2320292 48.0073403, 16.2319598 48.007317, 16.2313521 48.0071113, 16.2313242 48.0070809, 16.2313111 48.007048, 16.2312233 48.0068034, 16.2311823 48.0067374, 16.2311103 48.0066463)",1,,,,
5261962,Pergerstraße,tertiary,30,False,True,101.13,"LINESTRING (16.2311103 48.0066463, 16.2313643 48.0065762, 16.23163 48.0064806, 16.2322333 48.0062358, 16.2322999 48.0062095)",2,,,,
1138735241,Pergerstraße,tertiary,30,False,False,40.190999999999995,"LINESTRING (16.2311103 48.0066463, 16.2309641 48.0066753, 16.230624 48.0067233, 16.2305847 48.0067289)",2,,,,
443990164,Gutenbrunnerstraße,tertiary,30,False,False,12.504,"LINESTRING (16.2305847 48.0067289, 16.230421 48.0067544)",2,,,,
1138735241,Pergerstraße,tertiary,30,False,True,40.191,"LINESTRING (16.2305847 48.0067289, 16.230624 48.0067233, 16.2309641 48.0066753, 16.2311103 48.0066463)",2,,,,
9705702,Rollettgasse,residential,30,False,False,97.10199999999999,"LINESTRING (16.2289139 48.0070005, 16.22893 48.0072682, 16.2288961 48.0076561, 16.2289786 48.0078108, 16.228973 48.0078632)",,,,,
309641812,Gutenbrunnerstraße,tertiary,30,True,False,62.971,"LINESTRING (16.2289139 48.0070005, 16.2285608 48.006974, 16.2280837 48.006896)",,,,,
5261982,,unclassified,,True,False,15.358,"LINESTRING (16.2280837 48.006896, 16.2280751 48.006758)",,,,,
312732670,Johannesgasse,tertiary,30,True,False,31.833,"LINESTRING (16.2280837 48.006896, 16.2276666 48.0068321)",,,,,
"[1138735242, 5261964]",Johannesgasse,tertiary,30,True,False,174.282,"LINESTRING (16.2280751 48.006758, 16.2287756 48.0066426, 16.2289925 48.0066195, 16.2301126 48.0065004, 16.2302406 48.0065084, 16.2303489 48.0065666)",,,,,
309641813,,tertiary_link,30,True,False,21.56,"LINESTRING (16.2303489 48.0065666, 16.230421 48.0067544)",1,,,,
425569803,Johannesgasse,tertiary,30,True,False,25.225,"LINESTRING (16.2303489 48.0065666, 16.2304026 48.0065948, 16.2305847 48.0067289)",1,,,,
5261964,Johannesgasse,tertiary,30,True,False,31.756999999999998,"LINESTRING (16.2276666 48.0068321, 16.2277372 48.0068042, 16.2280751 48.006758)",,,,,
239461950,Braitner Straße,tertiary,50,True,False,428.42,"LINESTRING (16.2364937 48.0033279, 16.2354384 48.0035661, 16.2349433 48.0036197, 16.2347771 48.0036569, 16.2346097 48.0037155, 16.2344746 48.0037983, 16.2335317 48.0044628, 16.2325795 48.0051374, 16.2320766 48.005502, 16.231989 48.0055314)",1,L4009,6,,
"[239461968, 766216977, 5857194, 5857195]",Roseggerstraße,residential,,False,False,108.59100000000001,"LINESTRING (16.2371407 48.0032003, 16.2371568 48.0032624, 16.2371824 48.0034854, 16.2372083 48.0036927, 16.2372271 48.0038194, 16.2372657 48.0040833, 16.2372705 48.0041126, 16.2372499 48.0041709)",2,,,,yes
"[443990160, 443990161, 239461950]",Braitner Straße,tertiary,50,True,False,50.186,"LINESTRING (16.2371407 48.0032003, 16.2369943 48.0032304, 16.2367516 48.0032761, 16.2364937 48.0033279)","['1', '2']",L4009,6,,
"[239461952, 179011999]",Kaiser-Franz-Joseph-Ring,tertiary,50,True,False,189.16400000000002,"LINESTRING (16.2372499 48.0041709, 16.2373525 48.004163, 16.2375087 48.0041529, 16.2396264 48.004021, 16.2397814 48.0040124)",,,,,
"[239461968, 766216977, 5857194, 5857195]",Roseggerstraße,residential,,False,True,108.591,"LINESTRING (16.2372499 48.0041709, 16.2372705 48.0041126, 16.2372657 48.0040833, 16.2372271 48.0038194, 16.2372083 48.0036927, 16.2371824 48.0034854, 16.2371568 48.0032624, 16.2371407 48.0032003)",2,,,,yes
508177673,Bahngasse,residential,30,False,False,58.173,"LINESTRING (16.239923 48.0045589, 16.2391614 48.0046774)",,,,,
"[241915634, 100767815]",Conrad von Hötzendorf-Platz,residential,50,True,False,61.734,"LINESTRING (16.239923 48.0045589, 16.2399169 48.0045379, 16.2397952 48.0041217, 16.239785 48.0040409, 16.2397842 48.0040349, 16.2397814 48.0040124)",1,,,,
5899588,Hildegardgasse,residential,30,False,False,157.74,"LINESTRING (16.2399375 48.005463, 16.2393228 48.006031, 16.2389028 48.0064191, 16.2388368 48.0064801, 16.238694 48.006612)",,,,,
5899588,Hildegardgasse,residential,30,False,True,84.899,"LINESTRING (16.2399375 48.005463, 16.2403763 48.0048333, 16.2404197 48.004771)",,,,,
5899588,Hildegardgasse,residential,30,False,False,75.594,"LINESTRING (16.238694 48.006612, 16.2383844 48.0068114, 16.2379601 48.0070822)",,,,,
5899588,Hildegardgasse,residential,30,False,True,157.74,"LINESTRING (16.238694 48.006612, 16.2388368 48.0064801, 16.2389028 48.0064191, 16.2393228 48.006031, 16.2399375 48.005463)",,,,,
5899588,Hildegardgasse,residential,30,False,True,75.594,"LINESTRING (16.2379601 48.0070822, 16.2383844 48.0068114, 16.238694 48.006612)",,,,,
6169047,Neustiftgasse,residential,30,False,False,70.349,"LINESTRING (16.2379601 48.0070822, 16.2377567 48.0070468, 16.2375006 48.0069826, 16.237146 48.0067845)",,,,,
39487004,Annagasse,residential,30,False,True,48.573,"LINESTRING (16.2379601 48.0070822, 16.2378235 48.0074604, 16.2378189 48.0074732, 16.2378067 48.0075068)",2,,,,
5899592,Straßerngasse,residential,30,True,False,48.2,"LINESTRING (16.237146 48.0067845, 16.2375329 48.0064368)",,,,,
6169047,Neustiftgasse,residential,30,False,False,85.339,"LINESTRING (16.237146 48.0067845, 16.2370279 48.006721, 16.2366958 48.0065426, 16.2361955 48.0063603)",,,,,
6169047,Neustiftgasse,residential,30,False,True,70.349,"LINESTRING (16.237146 48.0067845, 16.2375006 48.0069826, 16.2377567 48.0070468, 16.2379601 48.0070822)",,,,,
6169047,Neustiftgasse,residential,30,False,True,85.339,"LINESTRING (16.2361955 48.0063603, 16.2366958 48.0065426, 16.2370279 48.006721, 16.237146 48.0067845)",,,,,
5899594,Straßerngasse,residential,30,True,False,189.292,"LINESTRING (16.2382901 48.0048145, 16.2382872 48.0048628, 16.2376915 48.006073, 16.2375635 48.0063238, 16.2375329 48.0064368)",,,,,
"[241915632, 6169049]","['Bahngasse', 'Wassergasse']",residential,30,True,False,203.97400000000002,"LINESTRING (16.2382901 48.0048145, 16.2370695 48.0050165, 16.2369249 48.0050095, 16.2368837 48.0049732, 16.2371102 48.0043185, 16.2371217 48.0042851, 16.2371853 48.0042119, 16.2372499 48.0041709)",,,,,
6169048,Helferstorfergasse,residential,30,True,False,88.54899999999999,"LINESTRING (16.2375329 48.0064368, 16.2384277 48.0065718, 16.238694 48.006612)",,,,,
39791036,Marchetstraße,residential,30,False,False,37.082,"LINESTRING (16.2277242 48.0095934, 16.2282226 48.0095993)",,,,,
5124255,Erzherzog Rainer-Ring,residential,30,False,False,65.446,"LINESTRING (16.2316821 48.0090908, 16.2316786 48.0091359, 16.2316833 48.0096793)",,,,,
"[616649765, 15003230]","['Renngasse', 'Theresiengasse']",living_street,30,True,False,255.211,"LINESTRING (16.2316821 48.0090908, 16.2321987 48.0090908, 16.2325287 48.0090809, 16.2330553 48.009026, 16.2338469 48.0090326, 16.2336959 48.0098689)",,,,,
"[800799322, 5124261, 1003176990]",Erzherzog Rainer-Ring,residential,30,False,True,197.292,"LINESTRING (16.2316821 48.0090908, 16.2316864 48.0090348, 16.231727 48.0083678, 16.2317658 48.0080778, 16.2317737 48.0080188, 16.2317974 48.007935, 16.2318124 48.0078953, 16.2318393 48.0078245, 16.2318906 48.0076832, 16.2319548 48.0075118, 16.2320091 48.007372, 16.2320292 48.0073403)",2,,,,
"[1131183952, 39791036, 1131183951]",Marchetstraße,residential,30,False,True,266.73199999999997,"LINESTRING (16.2316821 48.0090908, 16.2315782 48.0090898, 16.2314018 48.0090978, 16.2312958 48.0091162, 16.2309035 48.009255, 16.230538 48.0093635, 16.2301787 48.0094374, 16.2300018 48.0094591, 16.2290959 48.0095698, 16.2287228 48.0095933, 16.2286684 48.009595, 16.2282226 48.0095993)",,,,,
39791036,Marchetstraße,residential,30,False,True,37.082,"LINESTRING (16.2282226 48.0095993, 16.2277242 48.0095934)",,,,,
14998731,Pelzgasse,residential,30,True,False,81.13,"LINESTRING (16.2282226 48.0095993, 16.2282076 48.0093151, 16.2281162 48.0090971, 16.2279808 48.0088979)",,,,,
"[1131183952, 39791036, 1131183951]",Marchetstraße,residential,30,False,False,266.732,"LINESTRING (16.2282226 48.0095993, 16.2286684 48.009595, 16.2287228 48.0095933, 16.2290959 48.0095698, 16.2300018 48.0094591, 16.2301787 48.0094374, 16.230538 48.0093635, 16.2309035 48.009255, 16.2312958 48.0091162, 16.2314018 48.0090978, 16.2315782 48.0090898, 16.2316821 48.0090908)",,,,,
15001969,Boldrinigasse,residential,30,True,False,140.204,"LINESTRING (16.2410674 48.0094575, 16.2409961 48.0095517, 16.240677 48.0106871)",,,,,
39486795,Antonsgasse,residential,30,False,True,29.021,"LINESTRING (16.2410674 48.0094575, 16.2407435 48.0094675, 16.2406777 48.0094695)",,,,,
30584268,Adolfine Malcher-Gasse,residential,30,False,True,59.342,"LINESTRING (16.2406637 48.0112207, 16.240677 48.0106871)",,,,,
39781177,Adolfine Malcher-Gasse,residential,30,False,False,93.41400000000002,"LINESTRING (16.2406637 48.0112207, 16.2405696 48.0113854, 16.2400206 48.0119383)",,,,,
39476594,Spiegelgasse,residential,30,True,False,89.951,"LINESTRING (16.2379347 48.009455, 16.2378618 48.0099627, 16.2378656 48.0102616)",,,,,
39486794,Antonsgasse,residential,30,True,False,72.091,"LINESTRING (16.2379347 48.009455, 16.2370399 48.0094419, 16.2369659 48.0094443)",,,,,
5124256,Pfarrplatz,residential,30,False,True,79.29899999999999,"LINESTRING (16.2369659 48.0094443, 16.2369541 48.0094931, 16.2369052 48.0097327, 16.2368457 48.0100241, 16.2368327 48.0100941, 16.2368221 48.0101509)",,,,,
15006028,Pfarrgasse,residential,,False,True,63.718999999999994,"LINESTRING (16.2369659 48.0094443, 16.2368991 48.0094464, 16.2365287 48.0094465, 16.2361268 48.0093666)",2,,,,
39477804,Annagasse,unclassified,30,False,False,47.989000000000004,"LINESTRING (16.2369659 48.0094443, 16.2369782 48.0093899, 16.2371398 48.0090292)",,,,,
15003383,Kaiser Franz-Ring,residential,30,False,False,67.47500000000001,"LINESTRING (16.2336959 48.0098689, 16.2337673 48.0098752, 16.2345951 48.0099486)",,,,,
616649356,Kaiser Franz-Ring,residential,30,False,True,151.21,"LINESTRING (16.2336959 48.0098689, 16.2336158 48.0098613, 16.2335828 48.0098582, 16.2334257 48.0098434, 16.2323189 48.0097306, 16.2317913 48.0096892, 16.2316833 48.0096793)",,,,,
15006028,Pfarrgasse,residential,,False,False,63.719,"LINESTRING (16.2361268 48.0093666, 16.2365287 48.0094465, 16.2368991 48.0094464, 16.2369659 48.0094443)",2,,,,
30583598,Grillparzerstraße,residential,30,False,False,253.693,"LINESTRING (16.2375486 48.0120468, 16.2364938 48.0115286, 16.2355258 48.0112352, 16.2345205 48.0110595)",,,,,
106747720,Welzergasse,residential,30,False,False,101.518,"LINESTRING (16.2375486 48.0120468, 16.2377076 48.0118418, 16.2379517 48.0113801, 16.2380174 48.0111929)",,,,,
777306727,Welzergasse,residential,30,False,True,99.998,"LINESTRING (16.2382486 48.010307, 16.2380174 48.0111929)",,,,,
1138735237,Kaiser Franz-Ring,residential,30,False,False,105.302,"LINESTRING (16.2382486 48.010307, 16.2396298 48.0105144)",,,,,
1138735238,Kaiser Franz-Ring,residential,30,False,True,28.935,"LINESTRING (16.2382486 48.010307, 16.2378656 48.0102616)",,,,,
30584268,Adolfine Malcher-Gasse,residential,30,False,False,59.342,"LINESTRING (16.240677 48.0106871, 16.2406637 48.0112207)",,,,,
777306728,Kaiser Franz-Ring,residential,30,False,True,80.232,"LINESTRING (16.240677 48.0106871, 16.240475 48.0106533, 16.2401065 48.0105926, 16.2396298 48.0105144)",,,,,
39487003,Annagasse,residential,30,True,False,176.426,"LINESTRING (16.2378067 48.0075068, 16.2377878 48.0075472, 16.2377804 48.007563, 16.2375107 48.0081378, 16.2371398 48.0090292)",1,,,,
39487004,Annagasse,residential,30,False,False,48.573,"LINESTRING (16.2378067 48.0075068, 16.2378189 48.0074732, 16.2378235 48.0074604, 16.2379601 48.0070822)",2,,,,
161171842,Valeriestraße,residential,30,True,False,266.866,"LINESTRING (16.2378067 48.0075068, 16.2378606 48.0075173, 16.2382695 48.0075973, 16.2386763 48.007738, 16.2389889 48.0078631, 16.2394503 48.0081488, 16.2397701 48.0083545, 16.2398548 48.0084047, 16.2400729 48.0085686, 16.2402431 48.0086562, 16.2404643 48.0087578, 16.2406096 48.0087954, 16.2406942 48.0088013, 16.2407395 48.0088044)",1,,,,
15121576,Neustiftgasse,residential,30,True,False,271.892,"LINESTRING (16.2409232 48.0082278, 16.240303 48.0078244, 16.2401748 48.0077195, 16.2397829 48.0073538, 16.2396435 48.0072636, 16.2393713 48.0071921, 16.2390839 48.007143, 16.2384737 48.0071427, 16.2379601 48.0070822)",,,,,
161171841,Palffygasse,residential,30,False,False,65.555,"LINESTRING (16.2409232 48.0082278, 16.2409068 48.00828, 16.2408354 48.0085071, 16.2407395 48.0088044)",,,6,,
161171841,Palffygasse,residential,30,False,False,74.253,"LINESTRING (16.2407395 48.0088044, 16.2406673 48.009258, 16.240675 48.0094145, 16.2406777 48.0094695)",,,6,,
161171841,Palffygasse,residential,30,False,True,65.555,"LINESTRING (16.2407395 48.0088044, 16.2408354 48.0085071, 16.2409068 48.00828, 16.2409232 48.0082278)",,,6,,
"[39487002, 23963147, 5124259]","['Breyerstraße', 'Josefsplatz', 'Grabengasse']",residential,30,False,True,277.8,"LINESTRING (16.2332461 48.0058525, 16.2333076 48.0059211, 16.2334761 48.0061015, 16.2335638 48.0061423, 16.2336786 48.0061643, 16.2339165 48.0061553, 16.2340406 48.0061622, 16.2347245 48.0062087, 16.2348855 48.0062644, 16.2356643 48.0068208, 16.2361697 48.0071444)",,,,,
"[846954905, 425382932, 23963148]",Kaiser-Franz-Joseph-Ring,tertiary,50,True,False,357.354,"LINESTRING (16.2332461 48.0058525, 16.2334183 48.0057646, 16.2335914 48.0056728, 16.2338182 48.0055533, 16.234059 48.0053649, 16.2347396 48.0049833, 16.2351571 48.0047953, 16.2355812 48.0046237, 16.2363379 48.0043414, 16.2366998 48.004236, 16.236982 48.0041993, 16.2372499 48.0041709)",2,,,,
"[847574698, 992047731, 992047730]",Josefsplatz,tertiary,50,False,True,23.701999999999998,"LINESTRING (16.2332461 48.0058525, 16.2331275 48.005909, 16.2330222 48.005959, 16.232986 48.0059756)",3,,,,
15003383,Kaiser Franz-Ring,residential,30,False,False,62.842,"LINESTRING (16.2345951 48.0099486, 16.2352238 48.0100049, 16.2354324 48.0100236)",,,,,
"[24069320, 636629843, 636629844]",Theaterplatz,residential,30,True,False,193.21,"LINESTRING (16.2345951 48.0099486, 16.2346085 48.009886, 16.23463 48.0098051, 16.2350323 48.0093235, 16.235067 48.0092974, 16.235111 48.0092775, 16.2351637 48.0092697, 16.2352288 48.0092732, 16.2352943 48.0092794, 16.2353904 48.0092922, 16.2354313 48.0093033, 16.2354682 48.0093194, 16.235489 48.0093325, 16.2355039 48.0093479, 16.2355191 48.0093773, 16.2355305 48.0094154, 16.235543 48.0095248, 16.2354324 48.0100236)",,,,,
15003383,Kaiser Franz-Ring,residential,30,False,True,67.47500000000001,"LINESTRING (16.2345951 48.0099486, 16.2337673 48.0098752, 16.2336959 48.0098689)",,,,,
15003383,Kaiser Franz-Ring,residential,30,False,False,104.345,"LINESTRING (16.2354324 48.0100236, 16.2354944 48.010029, 16.2357888 48.0100551, 16.2358523 48.0100607, 16.2359451 48.0100689, 16.2368221 48.0101509)",,,,,
15003383,Kaiser Franz-Ring,residential,30,False,True,62.842,"LINESTRING (16.2354324 48.0100236, 16.2352238 48.0100049, 16.2345951 48.0099486)",,,,,
"[100767816, 30496577]",Conrad von Hötzendorf-Platz,residential,50,True,False,60.919999999999995,"LINESTRING (16.2399348 48.0040024, 16.2399368 48.0040249, 16.2399384 48.0040436, 16.2399453 48.0041225, 16.2399958 48.004309, 16.2400322 48.0044432, 16.240061 48.004543)",1,,,,
5899591,Bahngasse,residential,30,True,False,10.418,"LINESTRING (16.240061 48.004543, 16.239923 48.0045589)",,,,,
100767816,Conrad von Hötzendorf-Platz,residential,50,True,False,38.825,"LINESTRING (16.240061 48.004543, 16.2400851 48.0046137, 16.2401333 48.0046483, 16.2402384 48.0046996, 16.2403519 48.0047323, 16.2404197 48.004771)",1,,,,
30582719,Mariengasse,residential,30,True,False,119.372,"LINESTRING (16.2390546 48.0115166, 16.2396298 48.0105144)",,,,,
1138735236,Trostgasse,residential,30,True,False,85.138,"LINESTRING (16.2390546 48.0115166, 16.2380174 48.0111929)",,,,,
30581689,Trostgasse,residential,30,True,False,85.804,"LINESTRING (16.2400206 48.0119383, 16.2390546 48.0115166)",,,,,
39781177,Adolfine Malcher-Gasse,residential,30,False,True,93.41400000000002,"LINESTRING (16.2400206 48.0119383, 16.2405696 48.0113854, 16.2406637 48.0112207)",,,,,
1138735238,Kaiser Franz-Ring,residential,30,False,False,28.935,"LINESTRING (16.2378656 48.0102616, 16.2382486 48.010307)",,,,,
1138735238,Kaiser Franz-Ring,residential,30,False,True,78.595,"LINESTRING (16.2378656 48.0102616, 16.2369103 48.0101603, 16.2368221 48.0101509)",,,,,
39486794,Antonsgasse,residential,30,True,False,204.60899999999998,"LINESTRING (16.2406777 48.0094695, 16.2394368 48.0095216, 16.2391604 48.0095198, 16.2383131 48.0094582, 16.2379347 48.009455)",,,,,
39486795,Antonsgasse,residential,30,False,False,29.021,"LINESTRING (16.2406777 48.0094695, 16.2407435 48.0094675, 16.2410674 48.0094575)",,,,,
161171841,Palffygasse,residential,30,False,True,74.253,"LINESTRING (16.2406777 48.0094695, 16.240675 48.0094145, 16.2406673 48.009258, 16.2407395 48.0088044)",,,6,,
1138735237,Kaiser Franz-Ring,residential,30,False,True,105.302,"LINESTRING (16.2396298 48.0105144, 16.2382486 48.010307)",,,,,
777306728,Kaiser Franz-Ring,residential,30,False,False,80.232,"LINESTRING (16.2396298 48.0105144, 16.2401065 48.0105926, 16.240475 48.0106533, 16.240677 48.0106871)",,,,,
39492609,Peterhofgasse,residential,,False,True,146.49,"LINESTRING (16.2312176 48.0057245, 16.2311282 48.0054828, 16.2309951 48.0045482, 16.2309767 48.0044192)",,,,,
1138735243,Weilburgstraße,tertiary,50,False,False,42.293000000000006,"LINESTRING (16.2312176 48.0057245, 16.2316899 48.0056099, 16.231752 48.0055948)",,L4009,,,
"[5265048, 1138735243]",Weilburgstraße,tertiary,50,False,True,269.808,"LINESTRING (16.2312176 48.0057245, 16.230555 48.0058894, 16.2303475 48.0059367, 16.2299921 48.0060133, 16.2297608 48.0060422, 16.2291938 48.0060885, 16.2287141 48.006113, 16.2284166 48.0061168, 16.2281872 48.0060955, 16.2279324 48.0060394, 16.2277047 48.0059843)",,L4009,,,
777306727,Welzergasse,residential,30,False,False,99.998,"LINESTRING (16.2380174 48.0111929, 16.2382486 48.010307)",,,,,
106747720,Welzergasse,residential,30,False,True,101.518,"LINESTRING (16.2380174 48.0111929, 16.2379517 48.0113801, 16.2377076 48.0118418, 16.2375486 48.0120468)",,,,,
"[89399106, 5261963]",Gutenbrunnerstraße,tertiary,30,False,True,17.935,"LINESTRING (16.2301898 48.0068001, 16.230246 48.0067892, 16.2303336 48.0067723, 16.230421 48.0067544)",2,,,,
309641812,Gutenbrunnerstraße,tertiary,30,True,False,97.96799999999999,"LINESTRING (16.2301898 48.0068001, 16.2300258 48.0068319, 16.2293102 48.0069757, 16.229086 48.0069987, 16.2289139 48.0070005)",,,,,
"[5265048, 1138735243]",Weilburgstraße,tertiary,50,False,False,269.808,"LINESTRING (16.2277047 48.0059843, 16.2279324 48.0060394, 16.2281872 48.0060955, 16.2284166 48.0061168, 16.2287141 48.006113, 16.2291938 48.0060885, 16.2297608 48.0060422, 16.2299921 48.0060133, 16.2303475 48.0059367, 16.230555 48.0058894, 16.2312176 48.0057245)",,L4009,,,
425391555,Europaplatz,residential,30,False,True,22.236,"LINESTRING (16.2316651 48.0098789, 16.2316833 48.0096793)",,,,,
"[160941956, 846940502]",Europaplatz,residential,30,True,False,96.664,"LINESTRING (16.2316651 48.0098789, 16.2316554 48.0099807, 16.2316176 48.0102096, 16.2315179 48.0102261, 16.2314156 48.0102103, 16.231437 48.0101295, 16.2314797 48.0099698, 16.2316651 48.0098789)",,,,,
