osmid,ref,highway,oneway,reversed,length,geometry,name,bridge,lanes
41541809,P73,primary,False,False,68.773,"LINESTRING (25.741306 56.1620533, 25.7410263 56.1622398, 25.7407075 56.1624273, 25.7405546 56.162508)",Skolas iela,,2
"[549420440, 41541809]",P73,primary,False,True,61.024,"LINESTRING (25.741306 56.1620533, 25.7415117 56.1619252, 25.7417447 56.1617256, 25.741889 56.1616123)","['Skolas iela', 'Vecumnieki — Nereta — Subate']",,2
721836071,,living_street,False,True,165.901,"LINESTRING (25.741306 56.1620533, 25.7416861 56.1625031, 25.7420176 56.1629748, 25.7419265 56.1634605)",,,
41541836,P74,secondary,False,True,105.62100000000001,"LINESTRING (25.7408577 56.1578628, 25.7409198 56.1579216, 25.7414507 56.1583025, 25.7418789 56.158623)",,,
41541836,P74,secondary,False,False,124.66000000000001,"LINESTRING (25.7430905 56.1595183, 25.7429133 56.1593864, 25.7422733 56.1589182, 25.7418789 56.158623)",,,
41541836,P74,secondary,False,True,169.25699999999998,"LINESTRING (25.7430905 56.1595183, 25.7436944 56.1599094, 25.7440394 56.1601016, 25.7441502 56.1602636, 25.7441785 56.1603542, 25.7442325 56.1605273, 25.7442409 56.1606726, 25.7441495 56.1608118)",,,
507336401,,residential,False,False,175.492,"LINESTRING (25.7430905 56.1595183, 25.7432109 56.1592184, 25.7435752 56.1586774, 25.7435752 56.1584954, 25.7434444 56.1583757, 25.7430016 56.1580985)",,,
507336402,,residential,False,False,90.746,"LINESTRING (25.7418789 56.158623, 25.7430016 56.1580985)",,,
41541836,P74,secondary,False,False,105.621,"LINESTRING (25.7418789 56.158623, 25.7414507 56.1583025, 25.7409198 56.1579216, 25.7408577 56.1578628)",,,
41541836,P74,secondary,False,True,124.66,"LINESTRING (25.7418789 56.158623, 25.7422733 56.1589182, 25.7429133 56.1593864, 25.7430905 56.1595183)",,,
507336402,,residential,False,False,98.197,"LINESTRING (25.7430016 56.1580985, 25.7441075 56.1574656)",,,
507336402,,residential,False,True,90.746,"LINESTRING (25.7430016 56.1580985, 25.7418789 56.158623)",,,
507336401,,residential,False,True,175.492,"LINESTRING (25.7430016 56.1580985, 25.7434444 56.1583757, 25.7435752 56.1584954, 25.7435752 56.1586774, 25.7432109 56.1592184, 25.7430905 56.1595183)",,,
507336402,,residential,False,True,98.197,"LINESTRING (25.7441075 56.1574656, 25.7430016 56.1580985)",,,
32126083,P74,primary,False,True,155.997,"LINESTRING (25.7509066 56.1631921, 25.7492562 56.1621321)",,,
"[32126083, 719537478, 719537479]",P74,primary,False,False,188.527,"LINESTRING (25.7509066 56.1631921, 25.7525939 56.1642311, 25.7528311 56.1643927, 25.7529269 56.1644601)",Siliņi – Aknīste,yes,
"[507337708, 721860894]",,residential,False,False,427.829,"LINESTRING (25.7509066 56.1631921, 25.7520119 56.1625784, 25.7529321 56.1619309, 25.7529719 56.1618694, 25.7529377 56.1617953, 25.7508225 56.1601656)","['Upes iela', 'Smilšu iela']",,
1114701251,P73,primary,False,False,92.607,"LINESTRING (25.7508225 56.1601656, 25.7519546 56.1596214)",Vecumnieki — Nereta — Subate,,
1114701251,P73,primary,False,True,14.115,"LINESTRING (25.7508225 56.1601656, 25.7506505 56.1602489)",Vecumnieki — Nereta — Subate,,
"[507337708, 721860894]",,residential,False,True,427.829,"LINESTRING (25.7508225 56.1601656, 25.7529377 56.1617953, 25.7529719 56.1618694, 25.7529321 56.1619309, 25.7520119 56.1625784, 25.7509066 56.1631921)","['Upes iela', 'Smilšu iela']",,
1114701251,P73,primary,False,False,14.115,"LINESTRING (25.7506505 56.1602489, 25.7508225 56.1601656)",Vecumnieki — Nereta — Subate,,
"[676143362, 507337710]",,residential,False,False,262.163,"LINESTRING (25.7506505 56.1602489, 25.7492763 56.1594071, 25.7492353 56.1593314, 25.7492882 56.1592396, 25.7495853 56.1590222, 25.7506173 56.1585077)","['Krasta iela', 'Dārza iela']",,
"[919727321, 1114701251, 919727318]",P73,primary,False,True,204.281,"LINESTRING (25.7506505 56.1602489, 25.7495396 56.1607939, 25.7491345 56.1609876, 25.7490108 56.1610434, 25.7485137 56.1612848, 25.7481629 56.1614555)",Vecumnieki — Nereta — Subate,,
507337720,,residential,False,False,72.542,"LINESTRING (25.7506173 56.1585077, 25.7514288 56.1589782)",Pasta iela,,
676143362,,residential,False,False,86.182,"LINESTRING (25.7506173 56.1585077, 25.7510662 56.1582853, 25.7514445 56.1580661, 25.7516123 56.1579667)",Krasta iela,,
"[676143362, 507337710]",,residential,False,True,262.163,"LINESTRING (25.7506173 56.1585077, 25.7495853 56.1590222, 25.7492882 56.1592396, 25.7492353 56.1593314, 25.7492763 56.1594071, 25.7506505 56.1602489)","['Krasta iela', 'Dārza iela']",,
676143363,,residential,False,True,53.172999999999995,"LINESTRING (25.7518858 56.1575165, 25.7518281 56.1576279, 25.7516831 56.1579083, 25.7516123 56.1579667)",Tirgus iela,,
507337718,,residential,False,False,11.384,"LINESTRING (25.7516123 56.1579667, 25.7517819 56.1580062)",Strādnieku iela,,
676143362,,residential,False,True,86.182,"LINESTRING (25.7516123 56.1579667, 25.7514445 56.1580661, 25.7510662 56.1582853, 25.7506173 56.1585077)",Krasta iela,,
676143363,,residential,False,False,53.173,"LINESTRING (25.7516123 56.1579667, 25.7516831 56.1579083, 25.7518281 56.1576279, 25.7518858 56.1575165)",Tirgus iela,,
1114701251,P73,primary,False,True,92.998,"LINESTRING (25.7534032 56.1589174, 25.7522651 56.1594631)",Vecumnieki — Nereta — Subate,,
507337718,,residential,False,True,85.445,"LINESTRING (25.7534032 56.1589174, 25.7530368 56.1586916, 25.7524295 56.1583738)",Strādnieku iela,,
507337720,,residential,False,True,74.76,"LINESTRING (25.7522651 56.1594631, 25.7514288 56.1589782)",Pasta iela,,
1114701251,P73,primary,False,False,92.998,"LINESTRING (25.7522651 56.1594631, 25.7534032 56.1589174)",Vecumnieki — Nereta — Subate,,
1114701251,P73,primary,False,True,26.067,"LINESTRING (25.7522651 56.1594631, 25.7519546 56.1596214)",Vecumnieki — Nereta — Subate,,
719537423,,living_street,False,True,69.332,"LINESTRING (25.7408362 56.1646943, 25.741271 56.1649878, 25.7414994 56.1651294, 25.7415756 56.1651607)",Radžupes iela,,
721836071,,living_street,False,False,124.46199999999999,"LINESTRING (25.7408362 56.1646943, 25.7410654 56.1645939, 25.7412233 56.1644621, 25.7413198 56.1643491, 25.741487 56.1640424, 25.741818 56.1637415)",,,
719537455,,living_street,False,False,101.78299999999999,"LINESTRING (25.7404797 56.1653628, 25.7406413 56.1655073, 25.7407778 56.1655473, 25.7409761 56.1655358, 25.74118 56.1654991, 25.7412899 56.1654212, 25.7413137 56.165335, 25.7413586 56.1652413, 25.7414836 56.1651883, 25.7415756 56.1651607)",,,
507337718,,residential,False,False,85.445,"LINESTRING (25.7524295 56.1583738, 25.7530368 56.1586916, 25.7534032 56.1589174)",Strādnieku iela,,
507337718,,residential,False,True,57.3,"LINESTRING (25.7524295 56.1583738, 25.7520699 56.1581566, 25.7517819 56.1580062)",Strādnieku iela,,
669719339,,residential,False,False,91.464,"LINESTRING (25.7524295 56.1583738, 25.7522453 56.158501, 25.7514288 56.1589782)",Jauniešu iela,,
507337720,,residential,False,False,74.76,"LINESTRING (25.7514288 56.1589782, 25.7522651 56.1594631)",Pasta iela,,
507337720,,residential,False,True,72.542,"LINESTRING (25.7514288 56.1589782, 25.7506173 56.1585077)",Pasta iela,,
669719339,,residential,False,True,91.464,"LINESTRING (25.7514288 56.1589782, 25.7522453 56.158501, 25.7524295 56.1583738)",Jauniešu iela,,
907011160,,living_street,False,True,60.608,"LINESTRING (25.7427906 56.1638031, 25.741818 56.1637415)",,,
719537423,,living_street,False,False,183.81100000000004,"LINESTRING (25.7427906 56.1638031, 25.7426084 56.1639248, 25.7425477 56.1641206, 25.7424858 56.1646754, 25.7424014 56.1647693, 25.7419681 56.1650657, 25.7418142 56.1651469, 25.7416742 56.165164, 25.7415756 56.1651607)",Radžupes iela,,
719537423,,living_street,False,True,37.618,"LINESTRING (25.7427906 56.1638031, 25.7429557 56.1637157, 25.7430161 56.1635987, 25.7430671 56.1635136)",Radžupes iela,,
41541809,P73,primary,False,True,68.773,"LINESTRING (25.7405546 56.162508, 25.7407075 56.1624273, 25.7410263 56.1622398, 25.741306 56.1620533)",Skolas iela,,2
719537424,,living_street,False,False,152.65,"LINESTRING (25.7405546 56.162508, 25.7408612 56.1629774, 25.7405384 56.1630586, 25.7404654 56.1631124, 25.7404574 56.1631753, 25.7408194 56.1636823)",,,
719537424,,living_street,False,True,152.65,"LINESTRING (25.7408194 56.1636823, 25.7404574 56.1631753, 25.7404654 56.1631124, 25.7405384 56.1630586, 25.7408612 56.1629774, 25.7405546 56.162508)",,,
719537423,,living_street,False,False,69.332,"LINESTRING (25.7415756 56.1651607, 25.7414994 56.1651294, 25.741271 56.1649878, 25.7408362 56.1646943)",Radžupes iela,,
719537423,,living_street,False,True,183.81099999999998,"LINESTRING (25.7415756 56.1651607, 25.7416742 56.165164, 25.7418142 56.1651469, 25.7419681 56.1650657, 25.7424014 56.1647693, 25.7424858 56.1646754, 25.7425477 56.1641206, 25.7426084 56.1639248, 25.7427906 56.1638031)",Radžupes iela,,
719537455,,living_street,False,True,101.78299999999999,"LINESTRING (25.7415756 56.1651607, 25.7414836 56.1651883, 25.7413586 56.1652413, 25.7413137 56.165335, 25.7412899 56.1654212, 25.74118 56.1654991, 25.7409761 56.1655358, 25.7407778 56.1655473, 25.7406413 56.1655073, 25.7404797 56.1653628)",,,
507337718,,residential,False,True,11.384,"LINESTRING (25.7517819 56.1580062, 25.7516123 56.1579667)",Strādnieku iela,,
507337718,,residential,False,False,57.3,"LINESTRING (25.7517819 56.1580062, 25.7520699 56.1581566, 25.7524295 56.1583738)",Strādnieku iela,,
721836085,,unclassified,False,False,177.514,"LINESTRING (25.7517819 56.1580062, 25.7519758 56.1578469, 25.7523203 56.1576824, 25.7526868 56.1576489, 25.753162 56.1576613, 25.7537821 56.1576331, 25.7543797 56.1576222)",Amatnieku iela,,
721836085,,unclassified,False,True,177.514,"LINESTRING (25.7543797 56.1576222, 25.7537821 56.1576331, 25.753162 56.1576613, 25.7526868 56.1576489, 25.7523203 56.1576824, 25.7519758 56.1578469, 25.7517819 56.1580062)",Amatnieku iela,,
721860895,,unclassified,False,False,93.272,"LINESTRING (25.7519546 56.1596214, 25.7528831 56.1602819)",Jaunā iela,,
1114701251,P73,primary,False,False,26.067,"LINESTRING (25.7519546 56.1596214, 25.7522651 56.1594631)",Vecumnieki — Nereta — Subate,,
1114701251,P73,primary,False,True,92.607,"LINESTRING (25.7519546 56.1596214, 25.7508225 56.1601656)",Vecumnieki — Nereta — Subate,,
721860895,,unclassified,False,True,93.272,"LINESTRING (25.7528831 56.1602819, 25.7519546 56.1596214)",Jaunā iela,,
32126083,P74,primary,False,False,155.997,"LINESTRING (25.7492562 56.1621321, 25.7509066 56.1631921)",,,
721860896,,unclassified,False,False,178.584,"LINESTRING (25.7492562 56.1621321, 25.7470943 56.1631952)",Fizkultūras iela,,
32126083,P74,primary,False,True,101.24000000000001,"LINESTRING (25.7492562 56.1621321, 25.7484701 56.1616305, 25.7481629 56.1614555)",,,
721860896,,unclassified,False,True,178.584,"LINESTRING (25.7470943 56.1631952, 25.7492562 56.1621321)",Fizkultūras iela,,
907011160,,living_street,False,False,60.608,"LINESTRING (25.741818 56.1637415, 25.7427906 56.1638031)",,,
721836071,,living_street,False,False,32.553,"LINESTRING (25.741818 56.1637415, 25.7418853 56.1636803, 25.7419265 56.1634605)",,,
721836071,,living_street,False,True,124.462,"LINESTRING (25.741818 56.1637415, 25.741487 56.1640424, 25.7413198 56.1643491, 25.7412233 56.1644621, 25.7410654 56.1645939, 25.7408362 56.1646943)",,,
907011161,,living_street,False,False,70.868,"LINESTRING (25.7419265 56.1634605, 25.7430671 56.1635136)",,,
721836071,,living_street,False,False,165.901,"LINESTRING (25.7419265 56.1634605, 25.7420176 56.1629748, 25.7416861 56.1625031, 25.741306 56.1620533)",,,
721836071,,living_street,False,True,32.553,"LINESTRING (25.7419265 56.1634605, 25.7418853 56.1636803, 25.741818 56.1637415)",,,
907011161,,living_street,False,True,70.868,"LINESTRING (25.7430671 56.1635136, 25.7419265 56.1634605)",,,
719537423,,living_street,False,False,37.618,"LINESTRING (25.7430671 56.1635136, 25.7430161 56.1635987, 25.7429557 56.1637157, 25.7427906 56.1638031)",Radžupes iela,,
719537423,,living_street,False,True,229.425,"LINESTRING (25.7430671 56.1635136, 25.7431057 56.1634494, 25.7430978 56.1632927, 25.7430125 56.1629998, 25.7428862 56.1626835, 25.7427298 56.162472, 25.7424105 56.1622524, 25.7422654 56.1621268, 25.7422223 56.1620759, 25.7420732 56.1619001, 25.7419337 56.161721, 25.741889 56.1616123)",Radžupes iela,,
