osmid,lanes,ref,highway,oneway,reversed,length,geometry,name,maxspeed,junction,access
159710036,,,living_street,False,True,94.41400000000002,"LINESTRING (24.499648 56.8389241, 24.4997156 56.8389883, 24.5001752 56.8394248, 24.5001634 56.8394969, 24.500087 56.8395452, 24.5000232 56.8395615, 24.4999854 56.8395712, 24.4998665 56.8396058)",,,,
152604352,,P10,primary,False,False,44.305,"LINESTRING (24.499336 56.8390199, 24.4992177 56.8389061, 24.4989767 56.8386733)",Skolas iela,70,,
152604352,,P10,primary,False,True,72.705,"LINESTRING (24.499336 56.8390199, 24.4998399 56.8395796, 24.4998665 56.8396058)",Skolas iela,70,,
159710035,,,living_street,False,True,21.763,"LINESTRING (24.499336 56.8390199, 24.4994521 56.8389842, 24.4994807 56.8389754, 24.499648 56.8389241)",,,,
152604352,,P10,primary,False,False,72.705,"LINESTRING (24.4998665 56.8396058, 24.4998399 56.8395796, 24.499336 56.8390199)",Skolas iela,70,,
152604352,,P10,primary,False,True,105.70100000000001,"LINESTRING (24.4998665 56.8396058, 24.5006123 56.8404215, 24.5006449 56.8404557)",Skolas iela,70,,
159710036,,,living_street,False,False,94.414,"LINESTRING (24.4998665 56.8396058, 24.4999854 56.8395712, 24.5000232 56.8395615, 24.500087 56.8395452, 24.5001634 56.8394969, 24.5001752 56.8394248, 24.4997156 56.8389883, 24.499648 56.8389241)",,,,
124861674,,,residential,False,False,65.2,"LINESTRING (24.4982898 56.8405184, 24.4976107 56.8400647)",Stacijas iela,,,
961226188,2,P10,primary,False,False,64.97800000000001,"LINESTRING (24.4969465 56.8370447, 24.4965157 56.8367005, 24.4963271 56.8365689)",Skolas iela,70,,
961226192,1,P10,primary_link,True,False,45.103,"LINESTRING (24.4969465 56.8370447, 24.4972644 56.8372482, 24.4974131 56.8373596)",Skolas iela,70,,
917166785,1,P10,primary,True,False,17.819,"LINESTRING (24.4974131 56.8373596, 24.4974836 56.8373487, 24.4975568 56.8373481, 24.4976278 56.8373579, 24.4976917 56.8373775)",Skolas iela,70,roundabout,
917166785,1,P10,primary,True,False,7.002,"LINESTRING (24.4976917 56.8373775, 24.4977677 56.8374248)",Skolas iela,70,roundabout,
131321369,,,residential,True,False,62.248000000000005,"LINESTRING (24.4976917 56.8373775, 24.4978102 56.8373052, 24.4982779 56.8370933, 24.4984812 56.837025)",Melioratoru iela,,,
221624730,1,P10,primary_link,True,False,47.312,"LINESTRING (24.497277 56.8374284, 24.4972326 56.8373458, 24.4971687 56.8372833, 24.4969465 56.8370447)",Skolas iela,70,,
917166785,1,P10,primary,True,False,11.463000000000001,"LINESTRING (24.497277 56.8374284, 24.4973125 56.8374001, 24.4973586 56.8373767, 24.4974131 56.8373596)",Skolas iela,70,roundabout,
917166785,1,P10,primary,True,False,20.636,"LINESTRING (24.4977677 56.8374248, 24.4977977 56.8374682, 24.4978026 56.8375145, 24.4977818 56.8375595, 24.4977373 56.837599)",Skolas iela,70,roundabout,
917166785,1,P10,primary,True,False,12.592,"LINESTRING (24.4972536 56.8375386, 24.4972445 56.8375012, 24.4972525 56.8374637, 24.497277 56.8374284)",Skolas iela,70,roundabout,
917166785,1,P10,primary,True,False,11.872,"LINESTRING (24.4977373 56.837599, 24.4976898 56.8376233, 24.4976333 56.8376409, 24.4975708 56.8376509)",Skolas iela,70,roundabout,
961226190,1,P10,primary_link,True,False,50.933,"LINESTRING (24.4977373 56.837599, 24.4978708 56.8377245, 24.4981072 56.83794, 24.4981403 56.8379988)",Skolas iela,70,,
221625131,1,P10,primary_link,True,False,70.94,"LINESTRING (24.4973891 56.837634, 24.4972647 56.8376488, 24.4970985 56.8376926, 24.4968864 56.8377345, 24.4963725 56.8378157, 24.4962788 56.8378203)",,,,
917166785,1,P10,primary,True,False,13.767,"LINESTRING (24.4973891 56.837634, 24.4973286 56.8376094, 24.4972823 56.8375768, 24.4972536 56.8375386)",Skolas iela,70,roundabout,
221625130,2,P10,primary_link,False,False,32.161,"LINESTRING (24.4962788 56.8378203, 24.4957852 56.837924)",,,,
221624729,1,P10,primary_link,True,False,67.92,"LINESTRING (24.4962788 56.8378203, 24.4963491 56.8377948, 24.4970488 56.8376346, 24.4971878 56.837586, 24.4972536 56.8375386)",,,,
917166785,1,P10,primary,True,False,11.367,"LINESTRING (24.4975708 56.8376509, 24.4974774 56.8376508, 24.4973891 56.837634)",Skolas iela,70,roundabout,
26459718,,,residential,False,True,150.22299999999998,"LINESTRING (24.4952629 56.8361684, 24.4951543 56.8362396, 24.4950374 56.8363153, 24.4946439 56.8365377, 24.4945639 56.8365844, 24.4935479 56.8371397)",Birzes iela,,,
37756074,,,tertiary,True,False,42.265,"LINESTRING (24.4952629 56.8361684, 24.4952087 56.8361208, 24.4951999 56.836065, 24.4952384 56.8360131, 24.4953108 56.8359779, 24.4954039 56.8359632, 24.4954994 56.8359718, 24.4955789 56.8360022)",Skolas iela,,roundabout,
8797865,,,tertiary,False,True,37.206,"LINESTRING (24.4955789 56.8360022, 24.4957008 56.8359367, 24.4957839 56.8358755, 24.4958321 56.835793, 24.4958384 56.8357148)",Peldu iela,,,
37756074,,,tertiary,True,False,20.772,"LINESTRING (24.4955789 56.8360022, 24.4956229 56.8360422, 24.4956357 56.8360884, 24.4956153 56.8361337, 24.4955648 56.8361714)",Skolas iela,,roundabout,
8797865,,,tertiary,False,False,37.206,"LINESTRING (24.4958384 56.8357148, 24.4958321 56.835793, 24.4957839 56.8358755, 24.4957008 56.8359367, 24.4955789 56.8360022)",Peldu iela,,,
8797865,,,tertiary,False,True,119.76400000000001,"LINESTRING (24.4958384 56.8357148, 24.4958253 56.8356525, 24.4957692 56.8355801, 24.4956958 56.8355251, 24.4954523 56.8353847, 24.4953383 56.8353178, 24.4952478 56.8352246, 24.4952051 56.8351373, 24.4951726 56.8349598, 24.4951158 56.8347538)",Peldu iela,,,
"[518765776, 28970713]",,,residential,False,False,95.808,"LINESTRING (24.4915503 56.8361164, 24.4914741 56.8361556, 24.4914454 56.836174, 24.4911759 56.8363413, 24.4909618 56.8364742, 24.4909102 56.8365041, 24.4906143 56.8366755, 24.4904525 56.8367286)",Strēlnieku iela,,,
28970713,,,residential,False,True,146.08999999999997,"LINESTRING (24.4915503 56.8361164, 24.4916725 56.8360409, 24.49246 56.8355542, 24.4927617 56.8353678, 24.4929788 56.8352336, 24.4930627 56.8351882, 24.4931859 56.8351683)",Strēlnieku iela,,,
844790237,,,residential,False,True,166.538,"LINESTRING (24.4915503 56.8361164, 24.4916568 56.8361852, 24.4919213 56.8363186, 24.4935479 56.8371397)",,,,
26459718,,,residential,False,False,150.223,"LINESTRING (24.4935479 56.8371397, 24.4945639 56.8365844, 24.4946439 56.8365377, 24.4950374 56.8363153, 24.4951543 56.8362396, 24.4952629 56.8361684)",Birzes iela,,,
26459718,,,residential,False,True,311.42499999999995,"LINESTRING (24.4935479 56.8371397, 24.493451 56.8371937, 24.4931978 56.83733, 24.4924631 56.8377513, 24.4922922 56.8378636, 24.4915229 56.8383674, 24.4909622 56.8387454, 24.490695 56.8389289, 24.4905795 56.8389996, 24.4904565 56.839017, 24.4903542 56.8390079, 24.4900025 56.8389414)",Birzes iela,,,
844790237,,,residential,False,False,166.538,"LINESTRING (24.4935479 56.8371397, 24.4919213 56.8363186, 24.4916568 56.8361852, 24.4915503 56.8361164)",,,,
72663025,,,living_street,False,False,118.03200000000001,"LINESTRING (24.497968 56.8373149, 24.4979943 56.8373382, 24.4980227 56.8373633, 24.4982526 56.8375663, 24.4986068 56.8378056, 24.4990502 56.8381051, 24.4991297 56.8381631)",,,,
924029710,,,residential,True,False,17.257,"LINESTRING (24.497968 56.8373149, 24.4978949 56.837356, 24.4977677 56.8374248)",Melioratoru iela,,,
61227481,,,residential,False,False,89.698,"LINESTRING (24.4919429 56.840707, 24.4909399 56.8412984)",Ceriņu iela,,,
61227481,,,residential,False,True,76.583,"LINESTRING (24.4919429 56.840707, 24.4927993 56.8402021)",Ceriņu iela,,,
1128025538,,,residential,False,False,67.312,"LINESTRING (24.4919429 56.840707, 24.492761 56.8411147)",Skanuļu iela,,,
1128025538,,,residential,False,True,67.312,"LINESTRING (24.492761 56.8411147, 24.4919429 56.840707)",Skanuļu iela,,,
