osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,access,ref
"[712004505, 711708603]",улица Котовского,tertiary,50,False,False,361.157,"LINESTRING (29.9098 46.6255406, 29.9103565 46.6254431, 29.9107874 46.6253675, 29.9109895 46.6253321, 29.9111263 46.6253065, 29.9112923 46.6252817, 29.9123171 46.625105, 29.9143903 46.6247593)",2,,
711708603,улица Котовского,tertiary,50,False,True,409.035,"LINESTRING (29.9098 46.6255406, 29.9092734 46.6256351, 29.9086524 46.6257394, 29.9080546 46.6258399, 29.9074716 46.6259487, 29.9068899 46.6260488, 29.9046866 46.6264353, 29.9046099 46.6264496)",2,,
136035344,улица Терпиловского,residential,,False,True,37.834,"LINESTRING (29.909204 46.6239166, 29.9087218 46.6239947)",,yes,
"[136035344, 136035345]","['улица Терпиловского', 'улица 25 Октября']",residential,,False,"[False, True]",242.37800000000001,"LINESTRING (29.909204 46.6239166, 29.9094369 46.6238763, 29.9091791 46.6231164, 29.9088222 46.6222403, 29.9087238 46.6219226)",,yes,
190229770,,residential,,False,False,186.22799999999998,"LINESTRING (29.909204 46.6239166, 29.9093273 46.6242569, 29.9095237 46.6247877, 29.9095516 46.6248638, 29.9095681 46.6249088, 29.9097241 46.6253338, 29.9098 46.6255406)",,,
136035344,улица Терпиловского,residential,,False,False,184.939,"LINESTRING (29.9064101 46.6244363, 29.9069631 46.624341, 29.9070958 46.6242557, 29.908196 46.6240798, 29.9087218 46.6239947)",,yes,
136035344,улица Терпиловского,residential,,False,True,186.05200000000002,"LINESTRING (29.9064101 46.6244363, 29.9059251 46.6245199, 29.9040471 46.6248437)",,yes,
190232990,,residential,,False,True,318.97299999999996,"LINESTRING (29.9064101 46.6244363, 29.9060014 46.6232805, 29.9055135 46.6233628, 29.9049245 46.6234613, 29.904312 46.623569, 29.9040415 46.6236138, 29.9036287 46.6236857)",,,
1033340382,,residential,,False,False,100.589,"LINESTRING (29.909055 46.6248699, 29.9087218 46.6239947)",,,
136035344,улица Терпиловского,residential,,False,False,37.834,"LINESTRING (29.9087218 46.6239947, 29.909204 46.6239166)",,yes,
1033340382,,residential,,False,True,100.589,"LINESTRING (29.9087218 46.6239947, 29.909055 46.6248699)",,,
136035344,улица Терпиловского,residential,,False,True,184.939,"LINESTRING (29.9087218 46.6239947, 29.908196 46.6240798, 29.9070958 46.6242557, 29.9069631 46.624341, 29.9064101 46.6244363)",,yes,
