osmid,name,highway,oneway,reversed,length,geometry,lanes,width,maxspeed,bridge,junction,ref
527370869,Rua João Vaz Corte Real,residential,False,False,125.349,"LINESTRING (-7.6524681 37.1290009, -7.6524273 37.1289411, -7.6523585 37.1288403, -7.6523419 37.1288122, -7.6522941 37.1287314, -7.6521462 37.1284836, -7.6521348 37.1284636, -7.6520267 37.1282731, -7.6517818 37.1280214)",,,,,,
603495371,Rua dos Bombeiros Municipais,secondary,False,False,141.62900000000002,"LINESTRING (-7.6539056 37.1259057, -7.6538425 37.1259994, -7.653778 37.1260896, -7.6536106 37.1263421, -7.6533377 37.1267939, -7.6531754 37.1270382)",,,50,,,
603495371,Rua dos Bombeiros Municipais,secondary,False,True,78.346,"LINESTRING (-7.6539056 37.1259057, -7.6539851 37.1257757, -7.6540761 37.1255902, -7.6541368 37.1254087, -7.6541848 37.125318, -7.6542386 37.1252571)",,,50,,,
32344519,Rua Doutor Miguel Bombarda,residential,True,False,300.71799999999996,"LINESTRING (-7.6520287 37.1235926, -7.6521685 37.1234901, -7.6523956 37.1232801, -7.65256 37.1231316, -7.6527217 37.1230148, -7.6527869 37.1229677, -7.6529242 37.1228816, -7.6531872 37.1227404, -7.653349 37.1226759, -7.6536901 37.1226157, -7.6539499 37.1225866, -7.6540246 37.1225782, -7.6549638 37.1226039)",,,,,,
"[660832041, 173188145]",Travessa Zacarias Guerreiro,residential,False,True,50.428000000000004,"LINESTRING (-7.6516612 37.1234682, -7.6516121 37.1234348, -7.6514277 37.123337, -7.6512035 37.1231996)",2,5,,,,
"[660832042, 636131791]",Avenida Doutor Mateus Teixeira de Azevedo,tertiary,False,True,78.08200000000001,"LINESTRING (-7.6516612 37.1234682, -7.6516168 37.1235348, -7.6515635 37.1236202, -7.6515378 37.1236648, -7.6513751 37.1238945, -7.6512671 37.124033, -7.6512262 37.1240778)",2,5,50,,,
64432665,Praça Doutor António Padinha,residential,True,False,54.653,"LINESTRING (-7.649755 37.1278027, -7.6496847 37.1278577, -7.6494586 37.1281171, -7.6494422 37.1281348, -7.6494316 37.1281486, -7.6493807 37.1281913)",,,,,,
"[173148424, 173148427]","['Rua Jacques Pessoa', 'Rua 5 de Outubro']",residential,True,False,158.062,"LINESTRING (-7.649755 37.1278027, -7.6497487 37.1277819, -7.6497366 37.1277315, -7.6496713 37.1275992, -7.6496177 37.1274724, -7.6496007 37.1273445, -7.6496046 37.1272787, -7.6490528 37.1270905, -7.6485909 37.1269349)",,,15,,,
111495892,Largo da Caracolinha,residential,False,True,29.578,"LINESTRING (-7.6480777 37.1267633, -7.647972 37.1270156)",,,,,,
173148425,Rua Borda d'Água de Aguiar,residential,True,False,134.117,"LINESTRING (-7.6480777 37.1267633, -7.6479744 37.1267724, -7.6475541 37.1266982, -7.646599 37.1265291)",,,,,,
31798626,Rua José Joaquim Jara,residential,True,False,109.053,"LINESTRING (-7.647812 37.1270259, -7.6466417 37.1273279)",,,,,,
111495898,Rua Sebastião Martins Mestre,residential,False,True,48.256,"LINESTRING (-7.647812 37.1270259, -7.647721 37.1269737, -7.647299 37.1268993)",,,,,,
"[548955329, 111495900]","['Travessa Nossa Senhora do Livramento', 'Rua Comandante Henrique de Brito']",residential,True,False,104.09,"LINESTRING (-7.6446994 37.1278381, -7.6446237 37.1275879, -7.6447204 37.1275641, -7.6453648 37.1274052, -7.645437 37.1273874)",,,,,,
633749830,Rua Arquiteto Eduardo Souto Moura,secondary,False,False,27.781,"LINESTRING (-7.6458636 37.1219304, -7.6455764 37.1220303)",2,,50,,,
32755162,Rua das Freiras,residential,False,True,112.22999999999999,"LINESTRING (-7.6458636 37.1219304, -7.6459104 37.1219969, -7.6461845 37.1224187, -7.6463114 37.1226168, -7.6463904 37.122753, -7.6464354 37.1228306)",,,,,,
38330763,Rua da Porta Nova,residential,True,False,82.22200000000001,"LINESTRING (-7.6495565 37.1285913, -7.6495803 37.128673, -7.649647 37.1290842, -7.6496407 37.1291719, -7.6496188 37.129324)",2,,,,,
171887528,Praça Doutor António Padinha,residential,True,False,92.346,"LINESTRING (-7.6495565 37.1285913, -7.6496453 37.1285298, -7.6496746 37.1284877, -7.6496846 37.1284417, -7.6497539 37.1279099, -7.649755 37.1278027)",,,,,,
111495900,Rua Comandante Henrique de Brito,residential,True,False,24.304,"LINESTRING (-7.645437 37.1273874, -7.645697 37.1273181)",,,,,,
173148430,Travessa Almirante Cândido dos Reis,residential,True,False,28.234,"LINESTRING (-7.645437 37.1273874, -7.645526 37.1276312)",,,,,,
173148430,Travessa Almirante Cândido dos Reis,residential,True,False,27.144,"LINESTRING (-7.645526 37.1276312, -7.6456165 37.1278644)",,,,,,
31798626,Rua José Joaquim Jara,residential,True,False,76.808,"LINESTRING (-7.645526 37.1276312, -7.6453898 37.1276653, -7.6446994 37.1278381)",,,,,,
808568357,Rua Almirante Cândido dos Reis,residential,True,False,57.505,"LINESTRING (-7.6457307 37.1281516, -7.6463503 37.1279986)",1,,,,,
"[171894087, 660832047]",Rua Doutor Silvestre Falcão,tertiary,False,True,80.35900000000001,"LINESTRING (-7.6499838 37.1243012, -7.6499417 37.1242737, -7.6497446 37.1241625, -7.6493342 37.123924, -7.649254 37.1238729)",2,5,50,,,
"[660832048, 636131790]",Rua Doutor Augusto Carlos Palma,tertiary,False,True,114.743,"LINESTRING (-7.6499838 37.1243012, -7.6498613 37.1244362, -7.6498291 37.1244779, -7.6496829 37.1246501, -7.6494702 37.1248574, -7.649357 37.1249502, -7.6493375 37.1249638, -7.6491784 37.1250753, -7.6491581 37.1250895)",2,5,,,,
"[660832049, 660832046, 64352311]",Rua Doutor Augusto Carlos Palma,tertiary,False,False,100.909,"LINESTRING (-7.6499838 37.1243012, -7.650172 37.1243123, -7.650305 37.124298, -7.6504768 37.1242615, -7.6506556 37.1242187, -7.6507468 37.1241968, -7.650857 37.1241732, -7.650968 37.1241478, -7.6510106 37.1241389, -7.6510892 37.1241205)",2,"['5.5', '5']",50,,,
636131790,Rua Doutor Augusto Carlos Palma,tertiary,False,False,8.578,"LINESTRING (-7.6490667 37.1251148, -7.6491581 37.1250895)",,,,,,
636131788,,tertiary,True,False,14.086,"LINESTRING (-7.6490667 37.1251148, -7.6490551 37.1250993, -7.6490376 37.1250877, -7.6490163 37.1250814, -7.6489936 37.125081, -7.6489721 37.1250867, -7.648954 37.1250977, -7.6489416 37.1251128)",1,4,,,roundabout,
139853279,Rua Guilherme Gomes Fernandes,residential,True,False,108.768,"LINESTRING (-7.647933 37.1240955, -7.64732 37.1238049, -7.6468771 37.1235975)",,,,,,
216632832,Travessa das Cunhas,residential,True,False,57.163,"LINESTRING (-7.647933 37.1240955, -7.6479165 37.1241566, -7.6477534 37.1243393, -7.6476754 37.1244266, -7.6475946 37.124528)",,,,,,
274787008,Rua Doutor José Pires Padinha,residential,False,False,103.649,"LINESTRING (-7.6456706 37.1249756, -7.6450698 37.1247376, -7.6446322 37.1245477)",,,,,,
274787008,Rua Doutor José Pires Padinha,residential,False,True,103.649,"LINESTRING (-7.6446322 37.1245477, -7.6450698 37.1247376, -7.6456706 37.1249756)",,,,,,
636131790,Rua Doutor Augusto Carlos Palma,tertiary,False,True,8.578,"LINESTRING (-7.6491581 37.1250895, -7.6490667 37.1251148)",,,,,,
"[636131786, 171894099]",Rua Guilherme Gomes Fernandes,residential,True,False,155.79999999999998,"LINESTRING (-7.6491581 37.1250895, -7.649021 37.1249428, -7.648991 37.1249107, -7.6487714 37.1247005, -7.6485647 37.1245167, -7.6483903 37.1243776, -7.6482037 37.1242659, -7.647933 37.1240955)",1,,,,,
"[660832048, 636131790]",Rua Doutor Augusto Carlos Palma,tertiary,False,False,114.743,"LINESTRING (-7.6491581 37.1250895, -7.6491784 37.1250753, -7.6493375 37.1249638, -7.649357 37.1249502, -7.6494702 37.1248574, -7.6496829 37.1246501, -7.6498291 37.1244779, -7.6498613 37.1244362, -7.6499838 37.1243012)",2,5,,,,
173188142,,secondary,True,False,9.591,"LINESTRING (-7.6449477 37.1223992, -7.6449978 37.1223829, -7.6450413 37.1223573)",1,5,50,,roundabout,
173661682,,tertiary,True,False,5.807,"LINESTRING (-7.6462418 37.1230869, -7.6462745 37.1230873, -7.646305 37.1230777)",,,,,roundabout,
923092639,Rua 4 de Outubro,tertiary,False,False,82.70400000000001,"LINESTRING (-7.6462418 37.1230869, -7.6462238 37.1231707, -7.6461732 37.12324, -7.646104 37.1233175, -7.645867 37.1235827, -7.6457554 37.123713)",2,,,,,
923092638,Rua 1º de Maio,tertiary,False,True,7.877,"LINESTRING (-7.6457053 37.1237715, -7.6457554 37.123713)",2,,,,,
923092640,Rua das Salinas,tertiary,False,False,59.101,"LINESTRING (-7.6457053 37.1237715, -7.6455784 37.1239624, -7.6455191 37.1240516, -7.6454705 37.1241249, -7.6454207 37.1241653, -7.6453294 37.1241831)",2,,,,,
923092640,Rua das Salinas,tertiary,False,False,12.126,"LINESTRING (-7.6453294 37.1241831, -7.645193 37.1241751)",2,,,,,
139854763,Rua da Silva,residential,True,False,46.911,"LINESTRING (-7.6453294 37.1241831, -7.6454521 37.1242244, -7.6458452 37.1242621)",,,,,,
923092640,Rua das Salinas,tertiary,False,True,59.101,"LINESTRING (-7.6453294 37.1241831, -7.6454207 37.1241653, -7.6454705 37.1241249, -7.6455191 37.1240516, -7.6455784 37.1239624, -7.6457053 37.1237715)",2,,,,,
923092640,Rua das Salinas,tertiary,False,True,12.126,"LINESTRING (-7.645193 37.1241751, -7.6453294 37.1241831)",2,,,,,
923092641,Rua do Sapal,residential,True,False,15.067,"LINESTRING (-7.645193 37.1241751, -7.6451274 37.1243001)",,,,,,
80501036,Largo do Trem,residential,False,True,44.614,"LINESTRING (-7.6478775 37.1272458, -7.6483582 37.1273645)",,,,,,
923130782,Largo da Caracolinha,residential,True,False,16.266,"LINESTRING (-7.6478775 37.1272458, -7.6479454 37.1271099)",1,,,,,
"[808568354, 64352269]","['Rua Gonçalo Velho', 'Praça da República']",residential,False,False,65.274,"LINESTRING (-7.6501032 37.1262949, -7.6501612 37.126344, -7.650223 37.1263737, -7.6504117 37.1264645, -7.6505524 37.1265374, -7.6506576 37.1266648)",,,,,,
123367949,Rua da Porta Nova,residential,True,False,69.69,"LINESTRING (-7.6492928 37.1301486, -7.6492045 37.1302304, -7.6489512 37.1305987, -7.6488916 37.1306853)",,,40,,,
"[660832042, 636131791]",Avenida Doutor Mateus Teixeira de Azevedo,tertiary,False,False,78.082,"LINESTRING (-7.6512262 37.1240778, -7.6512671 37.124033, -7.6513751 37.1238945, -7.6515378 37.1236648, -7.6515635 37.1236202, -7.6516168 37.1235348, -7.6516612 37.1234682)",2,5,50,,,
660832045,Avenida Doutor Mateus Teixeira de Azevedo,tertiary,False,True,13.046,"LINESTRING (-7.6512262 37.1240778, -7.6511578 37.1241008, -7.6510892 37.1241205)",2,5,50,,,
173188133,Rua Tenente Couto,residential,True,False,75.611,"LINESTRING (-7.6510892 37.1241205, -7.6509798 37.1237347, -7.6508887 37.1235316, -7.6508492 37.1234705)",1,,,,,
649170248,Rua da Liberdade,residential,False,False,13.195,"LINESTRING (-7.6510892 37.1241205, -7.6511018 37.124148, -7.6511072 37.1241611, -7.6511128 37.1241776, -7.6511293 37.1242346)",2,,,,,
660832045,Avenida Doutor Mateus Teixeira de Azevedo,tertiary,False,False,13.046,"LINESTRING (-7.6510892 37.1241205, -7.6511578 37.1241008, -7.6512262 37.1240778)",2,5,50,,,
"[660832049, 660832046, 64352311]",Rua Doutor Augusto Carlos Palma,tertiary,False,True,100.90899999999999,"LINESTRING (-7.6510892 37.1241205, -7.6510106 37.1241389, -7.650968 37.1241478, -7.650857 37.1241732, -7.6507468 37.1241968, -7.6506556 37.1242187, -7.6504768 37.1242615, -7.650305 37.124298, -7.650172 37.1243123, -7.6499838 37.1243012)",2,"['5.5', '5']",50,,,
171887514,Rua Feixinho de Vides,residential,False,False,10.659,"LINESTRING (-7.6466689 37.1290021, -7.6467854 37.1290258)",,,,,,
171887514,Rua Feixinho de Vides,residential,False,True,94.648,"LINESTRING (-7.6466689 37.1290021, -7.6456421 37.128769)",,,,,,
171887530,Rua 1º de Dezembro,residential,False,False,81.48,"LINESTRING (-7.6466689 37.1290021, -7.6466759 37.1289228, -7.6466616 37.1288386, -7.646492 37.128381, -7.6464596 37.1282936)",,,,,,
"[111496267, 111496268]","['Largo de São Brás', 'Rua de São Brás']",residential,False,False,112.07499999999999,"LINESTRING (-7.6486562 37.1286796, -7.6485617 37.1285379, -7.6485146 37.128439, -7.6481179 37.1286364, -7.6476978 37.1287908)",,,,,,
138652976,Travessa dos Fumeiros,residential,False,False,19.461,"LINESTRING (-7.6486562 37.1286796, -7.6487339 37.1287551, -7.6487455 37.1288319)",,,,,,
171887535,Largo de São Brás,residential,False,False,81.311,"LINESTRING (-7.6486562 37.1286796, -7.6482086 37.1289431, -7.6478976 37.1290889)",,,,,,
171894043,Rua Poeta Isidoro Pires,residential,False,True,22.566,"LINESTRING (-7.6492727 37.122556, -7.649074 37.1226084, -7.6490341 37.1226254)",,,,,,
173188154,Rua Poeta Isidoro Pires,residential,False,False,54.196,"LINESTRING (-7.6492727 37.122556, -7.6494312 37.1225424, -7.6498817 37.1225703)",,,,,,
173188155,Praça Zacarias Guerreiro,residential,True,False,43.521,"LINESTRING (-7.6508492 37.1234705, -7.6512035 37.1231996)",,,,,,
140111052,Rua Almeida Garrett,residential,True,False,109.80300000000001,"LINESTRING (-7.6540065 37.1236384, -7.654603 37.1238386, -7.6546402 37.1238358, -7.6546681 37.123808, -7.6548006 37.1235217, -7.6548471 37.1234865, -7.6549094 37.1234836)",,,,,,
527370828,Rua José Pinheiro e Rosa,residential,False,True,59.885999999999996,"LINESTRING (-7.6540065 37.1236384, -7.6538045 37.1235683, -7.6539731 37.1232312)",,,,,,
526311278,Rua Doutor Manuel Trindade,residential,False,False,70.964,"LINESTRING (-7.6517666 37.1218564, -7.6525606 37.1217759)",,,,,,
38081036,Rua Francisco de Sá Carneiro,residential,False,False,141.141,"LINESTRING (-7.6517666 37.1218564, -7.6513412 37.1223179, -7.6512283 37.1223494, -7.6506698 37.1223234, -7.6504756 37.1223143)",,,,,,
38081036,Rua Francisco de Sá Carneiro,residential,False,True,141.141,"LINESTRING (-7.6504756 37.1223143, -7.6506698 37.1223234, -7.6512283 37.1223494, -7.6513412 37.1223179, -7.6517666 37.1218564)",,,,,,
77731465,Rua Doutor Fausto Cansado,residential,False,True,32.95,"LINESTRING (-7.6504756 37.1223143, -7.6504497 37.1224016, -7.6504378 37.122608)",,,,,,
38130151,Calçada Dona Ana,residential,False,False,13.653,"LINESTRING (-7.65234 37.1254954, -7.6523068 37.1253755)",,3,,,,
38130151,Calçada Dona Ana,residential,False,True,153.21800000000002,"LINESTRING (-7.65234 37.1254954, -7.6520622 37.1257968, -7.6518249 37.1261255, -7.6515733 37.1264333, -7.6515602 37.1264493, -7.6514102 37.1266552)",,3,,,,
140118490,Calçada de Santa Maria,residential,True,False,106.051,"LINESTRING (-7.65234 37.1254954, -7.6525685 37.1255866, -7.6528034 37.1255967, -7.653267 37.1256119, -7.6535079 37.1256246)",,,,,,
38130151,Calçada Dona Ana,residential,False,False,6.004,"LINESTRING (-7.6513762 37.1267019, -7.6514102 37.1266552)",,3,,,,
64352364,Rua da Galeria,residential,False,True,21.847,"LINESTRING (-7.6505544 37.1257802, -7.6503326 37.1256946)",,,,,,
"[64352377, 64352369]","['Largo da Misericórdia', 'Rua Damião Augusto de Brito Vasconcelos']",residential,False,False,82.87100000000001,"LINESTRING (-7.6505544 37.1257802, -7.6504883 37.1258612, -7.6511505 37.126238)",,3,,,,
"[64352377, 549714533, 549714534, 923066935]","['Largo da Misericórdia', 'Largo Doutor Jorge Correia', 'Calçada Dom Paio Peres Correia']",residential,False,True,221.394,"LINESTRING (-7.6505544 37.1257802, -7.6506109 37.1257132, -7.6506831 37.1256204, -7.6508203 37.1254679, -7.6509 37.1253827, -7.6512369 37.1255781, -7.6514245 37.1254143, -7.6514801 37.1253775, -7.6515578 37.1253121, -7.6518307 37.1250755, -7.6520989 37.1252362, -7.6523068 37.1253755)",,3,,,,
173148427,Rua Jacques Pessoa,residential,True,False,49.337,"LINESTRING (-7.6485909 37.1269349, -7.6480777 37.1267633)",,,,,,
"[64352385, 38336399]",Calçada da Galeria,residential,False,False,147.121,"LINESTRING (-7.6511505 37.126238, -7.6512646 37.126063, -7.651529 37.1257517, -7.6517041 37.1255645, -7.6523068 37.1253755)",,,,,,
"[64352369, 64352377]","['Rua Damião Augusto de Brito Vasconcelos', 'Largo da Misericórdia']",residential,False,True,82.87100000000001,"LINESTRING (-7.6511505 37.126238, -7.6504883 37.1258612, -7.6505544 37.1257802)",,3,,,,
"[140119731, 923069108]","['Rua Gonçalo Velho', 'Calçada da Galeria']",residential,True,False,66.026,"LINESTRING (-7.6511505 37.126238, -7.6508884 37.1265448, -7.6508685 37.1265681, -7.6507675 37.1266072, -7.6506576 37.1266648)",,,,,,
"[38336577, 64352274]","['Rua da Liberdade', 'Praça da República']",residential,True,False,219.24800000000005,"LINESTRING (-7.6510247 37.1245778, -7.6508934 37.1247418, -7.6507507 37.1248986, -7.6500645 37.12561, -7.6500833 37.1261515, -7.6501032 37.1262949)",,,,,,
649170237,Rua da Liberdade,residential,False,True,25.855,"LINESTRING (-7.6510247 37.1245778, -7.6510845 37.1244628, -7.6511284 37.1243606)",2,5,,,,
32344519,Rua Doutor Miguel Bombarda,residential,True,False,99.289,"LINESTRING (-7.6511284 37.1243606, -7.6511933 37.1243463, -7.6512326 37.1243285, -7.6512634 37.1243042, -7.6513402 37.1242109, -7.6514195 37.1241146, -7.6515854 37.1239296, -7.6517399 37.1237853, -7.6518629 37.1237083)",,,,,,
649170237,Rua da Liberdade,residential,False,False,25.855,"LINESTRING (-7.6511284 37.1243606, -7.6510845 37.1244628, -7.6510247 37.1245778)",2,5,,,,
649170241,Rua da Liberdade,residential,False,True,14.012999999999998,"LINESTRING (-7.6511284 37.1243606, -7.6511276 37.1242832, -7.6511293 37.1242346)",2,,,,,
139854013,Rua Dom Marcelino Franco,tertiary,True,False,8.63,"LINESTRING (-7.6488433 37.1251564, -7.6489406 37.1251541)",1,,30,,,
175843660,Rua Doutor Parreira,residential,True,False,182.79500000000002,"LINESTRING (-7.6488433 37.1251564, -7.6487952 37.1252853, -7.6485155 37.1252374, -7.6483451 37.1252156, -7.6480753 37.1251876, -7.6474444 37.1250899, -7.6474187 37.1250859, -7.6473171 37.125075, -7.6469304 37.125029)",,,,,,
64352364,Rua da Galeria,residential,False,False,21.847,"LINESTRING (-7.6503326 37.1256946, -7.6505544 37.1257802)",,,,,,
38130151,Calçada Dona Ana,residential,False,True,13.653,"LINESTRING (-7.6523068 37.1253755, -7.65234 37.1254954)",,3,,,,
"[64352385, 38336399]",Calçada da Galeria,residential,False,True,147.121,"LINESTRING (-7.6523068 37.1253755, -7.6517041 37.1255645, -7.651529 37.1257517, -7.6512646 37.126063, -7.6511505 37.126238)",,,,,,
217944544,Largo Doutor Jorge Correia,residential,False,True,74.294,"LINESTRING (-7.6523068 37.1253755, -7.6527722 37.1249544, -7.6527586 37.1249094, -7.6527408 37.1248505)",,,,,,
"[64352377, 549714533, 549714534, 923066935]","['Largo da Misericórdia', 'Largo Doutor Jorge Correia', 'Calçada Dom Paio Peres Correia']",residential,False,False,221.394,"LINESTRING (-7.6523068 37.1253755, -7.6520989 37.1252362, -7.6518307 37.1250755, -7.6515578 37.1253121, -7.6514801 37.1253775, -7.6514245 37.1254143, -7.6512369 37.1255781, -7.6509 37.1253827, -7.6508203 37.1254679, -7.6506831 37.1256204, -7.6506109 37.1257132, -7.6505544 37.1257802)",,3,,,,
64352447,Calçada dos Sete Cavaleiros,residential,False,False,16.465,"LINESTRING (-7.6517131 37.1248575, -7.651764 37.1247151)",,,,,,
64352447,Calçada dos Sete Cavaleiros,residential,False,True,16.465,"LINESTRING (-7.651764 37.1247151, -7.6517131 37.1248575)",,,,,,
211958156,Rua Dom Paio Peres Correia,residential,True,False,69.89899999999999,"LINESTRING (-7.651764 37.1247151, -7.651691 37.124705, -7.6513281 37.1247067, -7.6511949 37.1246821, -7.6510676 37.1246049, -7.6510247 37.1245778)",,,,,,
"[808568353, 86167252, 64352457]",Rua Dom Paio Peres Correia,residential,False,"[False, True]",91.088,"LINESTRING (-7.651764 37.1247151, -7.6520284 37.1247584, -7.6522202 37.1248161, -7.6522835 37.1248351, -7.6525985 37.124905, -7.6527408 37.1248505)",,,,,,
64352548,Travessa da Assêca,residential,False,False,31.884,"LINESTRING (-7.6507445 37.1273273, -7.6507645 37.1276136)",,,,,,
64352520,Rua Borda d'Água da Assêca,residential,False,False,139.41100000000003,"LINESTRING (-7.6507445 37.1273273, -7.6511866 37.127322, -7.6514117 37.1274054, -7.6515822 37.1275426, -7.6518996 37.1278902, -7.6519187 37.1279197, -7.6518756 37.1279518)",,,,,,
64352520,Rua Borda d'Água da Assêca,residential,False,True,82.953,"LINESTRING (-7.6507445 37.1273273, -7.6500282 37.1274501, -7.6498399 37.1273896)",,,,,,
64352548,Travessa da Assêca,residential,False,True,31.884,"LINESTRING (-7.6507645 37.1276136, -7.6507445 37.1273273)",,,,,,
173166336,Rua João Vaz Corte Real,residential,True,False,64.69,"LINESTRING (-7.6507645 37.1276136, -7.6507113 37.1276138, -7.6502712 37.1276895, -7.6500536 37.1277389)",,,10,,,
140118164,Largo José Pires Padinha,residential,True,False,20.98,"LINESTRING (-7.6457687 37.1248039, -7.6456706 37.1249756)",,,,,,
175843660,Rua Doutor Parreira,residential,True,False,76.126,"LINESTRING (-7.6457687 37.1248039, -7.6451441 37.1245314, -7.6450208 37.1244681)",,,,,,
171894043,Rua Poeta Isidoro Pires,residential,False,False,80.487,"LINESTRING (-7.6481502 37.122461, -7.6482089 37.1224719, -7.6486067 37.1225441, -7.6489214 37.1226083, -7.6490341 37.1226254)",,,,,,
660832053,Largo dos Mártires da República,residential,True,False,49.281000000000006,"LINESTRING (-7.6481502 37.122461, -7.6478682 37.1224087, -7.6476061 37.1223711)",,,,,,
79134945,Largo dos Mártires da República,residential,True,False,44.504000000000005,"LINESTRING (-7.6477499 37.1227024, -7.6479634 37.1225774, -7.6481502 37.122461)",,,,,,
171894085,Rua Poço do Bispo,tertiary,False,True,78.593,"LINESTRING (-7.6477499 37.1227024, -7.6477637 37.1227187, -7.6478861 37.1228526, -7.6479144 37.1228838, -7.6479915 37.1229847, -7.6480985 37.1231248, -7.648205 37.1233067)",1,6,50,,,
923073534,Largo dos Mártires da República,tertiary,True,False,39.294000000000004,"LINESTRING (-7.6477499 37.1227024, -7.6477341 37.1226054, -7.6476061 37.1223711)",1,4,50,,,
79135056,Travessa José Joaquim Jara,residential,False,True,35.919,"LINESTRING (-7.6465036 37.1270894, -7.6465187 37.1267666)",,,,,,
111495897,Travessa José Joaquim Jara,residential,False,False,29.279,"LINESTRING (-7.6465036 37.1270894, -7.6465888 37.1273438)",,,,,,
111495900,Rua Comandante Henrique de Brito,residential,True,False,73.617,"LINESTRING (-7.6465036 37.1270894, -7.647299 37.1268993)",,,,,,
80501036,Largo do Trem,residential,False,False,44.614,"LINESTRING (-7.6483582 37.1273645, -7.6478775 37.1272458)",,,,,,
38330762,Travessa do Trem,residential,True,False,52.042,"LINESTRING (-7.6483582 37.1273645, -7.6485014 37.1271108, -7.6485909 37.1269349)",,,,,,
110528695,Rua do Salto,residential,False,True,38.195,"LINESTRING (-7.6466403 37.1279132, -7.6468328 37.1282205)",,,,,,
808568357,Rua Almirante Cândido dos Reis,residential,True,False,21.667,"LINESTRING (-7.6466403 37.1279132, -7.6468676 37.1278416)",1,,,,,
808568357,Rua Almirante Cândido dos Reis,residential,True,False,78.208,"LINESTRING (-7.648571 37.127921, -7.6485973 37.1279283, -7.6487517 37.127975, -7.6489625 37.1280332, -7.6490977 37.1280647, -7.6492707 37.1281504, -7.6493572 37.12818, -7.6493807 37.1281913)",1,,,,,
923139324,Travessa 7 de Outubro,residential,False,True,28.25,"LINESTRING (-7.6475606 37.128528, -7.6476817 37.128763)",,,,,,
110528698,Rua de Álvares Botelho,residential,True,False,112.893,"LINESTRING (-7.6475606 37.128528, -7.6477315 37.1284514, -7.6481687 37.128199, -7.6484182 37.1280536, -7.6484825 37.1280173, -7.648571 37.127921)",,,,,,
110528700,Rua das Oliveiras,residential,False,True,71.023,"LINESTRING (-7.6475606 37.128528, -7.6475733 37.1284535, -7.647761 37.1282119, -7.6478013 37.1280942, -7.6478836 37.1279512)",,,,,,
110528695,Rua do Salto,residential,False,False,20.387,"LINESTRING (-7.6472221 37.1289072, -7.6471398 37.128736)",,,,,,
111496266,Rua de São Brás,residential,False,True,43.787,"LINESTRING (-7.6472221 37.1289072, -7.6476817 37.128763)",,,,,,
138652910,Largo de São Brás,residential,False,False,40.899,"LINESTRING (-7.6472221 37.1289072, -7.6467854 37.1290258)",,,,,,
923139323,Largo de São Brás,residential,False,True,19.663,"LINESTRING (-7.6472221 37.1289072, -7.6473168 37.1290671)",,,,,,
110528695,Rua do Salto,residential,False,False,38.195,"LINESTRING (-7.6468328 37.1282205, -7.6466403 37.1279132)",,,,,,
