osmid,ref,name,highway,oneway,reversed,length,geometry,bridge,junction,lanes
119695019,EM 517,Rua do Largo Eduardo Melo,tertiary,True,False,58.812000000000005,"LINESTRING (-8.5757855 40.9799347, -8.5758179 40.9799722, -8.5758633 40.9800016, -8.5759152 40.9800539, -8.5759542 40.9800996, -8.5759909 40.9801648, -8.5760363 40.9802579, -8.5760687 40.9803264, -8.5761033 40.9803983)",,roundabout,
119695005,,,tertiary,True,False,25.282,"LINESTRING (-8.5728605 40.9763359, -8.5729273 40.9763622, -8.5730011 40.9763732, -8.573076 40.976368, -8.573146 40.9763469)",,roundabout,
119695008,,Rua de São José,tertiary,True,False,37.606,"LINESTRING (-8.5728605 40.9763359, -8.5730277 40.976472, -8.5730689 40.9765237, -8.5731034 40.9765643, -8.5731288 40.9766039)",,,
119695019,EM 517,Rua do Largo Eduardo Melo,tertiary,True,False,65.883,"LINESTRING (-8.5764212 40.9802693, -8.5763996 40.9802318, -8.5763628 40.9802057, -8.5763066 40.9801697, -8.5762547 40.9801306, -8.5762028 40.9800849, -8.5761596 40.9800261, -8.5761228 40.9799478, -8.576112 40.9798792, -8.5760969 40.9798188, -8.5760579 40.9797649)",,roundabout,
119695048,,Rua Social,residential,True,False,16.069999999999997,"LINESTRING (-8.5726478 40.9800341, -8.5726671 40.9800149, -8.572677 40.979992, -8.5726764 40.9799679, -8.5726654 40.9799453, -8.5726452 40.9799267, -8.572618 40.9799141)",,roundabout,
119695005,,,tertiary,True,False,33.082,"LINESTRING (-8.5732052 40.9763119, -8.5732504 40.9762632, -8.5732746 40.9762065, -8.5732755 40.976147, -8.573253 40.97609, -8.5732093 40.9760405)",,roundabout,
119695017,,Rua da Ribeirinha,tertiary,True,False,145.274,"LINESTRING (-8.5732052 40.9763119, -8.5733217 40.9762341, -8.5733973 40.9762198, -8.5734676 40.9762175, -8.5736809 40.9762499, -8.5739079 40.9762943, -8.574075 40.9763477, -8.5741674 40.9763765, -8.5743379 40.9764451, -8.5745084 40.9765286, -8.5746523 40.9766131, -8.574734 40.9766736)",,,
119695005,,,tertiary,True,False,7.323,"LINESTRING (-8.5728161 40.9760437, -8.5727704 40.9760998)",,roundabout,
119695019,EM 517,Rua do Largo Eduardo Melo,tertiary,True,False,15.851,"LINESTRING (-8.5761033 40.9803983, -8.5761423 40.9804228, -8.5761855 40.9804391, -8.5762266 40.9804456, -8.5762742 40.9804423)",,roundabout,
120808078,CM 1027,Rua do Outeirinho,tertiary,True,False,33.067,"LINESTRING (-8.5761033 40.9803983, -8.5761133 40.980551, -8.5761434 40.9806937)",,,
119695013,,Rua do Souto,residential,True,False,130.063,"LINESTRING (-8.5725796 40.9800538, -8.5725881 40.980209, -8.5725869 40.9802874, -8.5725839 40.980474, -8.5725799 40.980699, -8.5725559 40.981223)",,,
119695048,,Rua Social,residential,True,False,6.2700000000000005,"LINESTRING (-8.5725796 40.9800538, -8.5726044 40.9800518, -8.5726276 40.9800451, -8.5726478 40.9800341)",,roundabout,
119695011,,Rua de São José,tertiary,True,False,28.616999999999997,"LINESTRING (-8.5731288 40.9766039, -8.5731451 40.9763874, -8.573146 40.9763469)",,,
120808145,,Rua de São José,tertiary,False,False,75.847,"LINESTRING (-8.5731288 40.9766039, -8.5731481 40.9771937, -8.5731511 40.9772858)",,,
931184772,,Rua da Ribeirinha,tertiary,False,False,40.881,"LINESTRING (-8.571894 40.9762589, -8.5714072 40.9762687)",,,
119695001,,Rua da Ribeirinha,tertiary,True,False,76.066,"LINESTRING (-8.571894 40.9762589, -8.5727392 40.9762871, -8.5727992 40.9762891)",,,
119695033,,Rua da Ribeirinha,tertiary,True,False,75.671,"LINESTRING (-8.5727704 40.9760998, -8.571894 40.9762589)",,,
119695005,,,tertiary,True,False,21.992,"LINESTRING (-8.5727704 40.9760998, -8.5727515 40.9761642, -8.5727614 40.9762296, -8.5727992 40.9762891)",,roundabout,
119695005,,,tertiary,True,False,7.418,"LINESTRING (-8.5732093 40.9760405, -8.5731396 40.9759995)",,roundabout,
119695017,,Rua da Ribeirinha,tertiary,True,False,43.141000000000005,"LINESTRING (-8.574734 40.9766736, -8.5749114 40.9768019, -8.5750243 40.9769131, -8.5750721 40.976964)",,,
120808075,,Rua Chão do Monte,residential,True,False,49.915,"LINESTRING (-8.574734 40.9766736, -8.5747513 40.9767188, -8.5747534 40.9767472, -8.5747416 40.9767895, -8.5745682 40.9770926)",,,
119695000,,Rua Social,residential,True,False,93.05799999999999,"LINESTRING (-8.572618 40.9799141, -8.5726872 40.9798054, -8.5727607 40.9797172, -8.5727992 40.9796709, -8.5731656 40.9792307, -8.573193 40.9791994)",,,
119695048,,Rua Social,residential,True,False,16.007,"LINESTRING (-8.572618 40.9799141, -8.572587 40.9799088, -8.5725554 40.9799116, -8.5725267 40.9799219, -8.5725041 40.9799387, -8.57249 40.9799602, -8.5724859 40.979984)",,roundabout,
119695019,EM 517,Rua do Largo Eduardo Melo,tertiary,True,False,18.861,"LINESTRING (-8.575805 40.9797747, -8.5757747 40.9798123, -8.5757617 40.9798498, -8.5757704 40.979889, -8.5757855 40.9799347)",,roundabout,
120808088,EM 517,Rua de Santa Maria,tertiary,True,False,33.132999999999996,"LINESTRING (-8.575805 40.9797747, -8.5756704 40.9798029, -8.5755388 40.9797969, -8.5754271 40.9797577)",,,
119695069,EM 523,Rua de São José,tertiary,True,False,29.946,"LINESTRING (-8.5731396 40.9759995, -8.5730347 40.9757421)",,,
119695005,,,tertiary,True,False,29.666,"LINESTRING (-8.5731396 40.9759995, -8.573056 40.9759781, -8.5729676 40.9759788, -8.5728846 40.9760015, -8.5728161 40.9760437)",,roundabout,
120808068,,Rua da Cruz,residential,False,True,9.195,"LINESTRING (-8.5720931 40.9826296, -8.5722023 40.9826231)",,,
120808171,,Rua da Cruz,residential,False,False,167.595,"LINESTRING (-8.5720931 40.9826296, -8.5718996 40.9826304, -8.5715724 40.9826194, -8.5708252 40.9826231, -8.570462 40.9828064, -8.5702078 40.982914)",,,
120604956,CM 1027,Rua do Outeirinho,tertiary,False,False,88.689,"LINESTRING (-8.5746521 40.9826709, -8.5738887 40.9832223)",,,
120808067,CM 1027,Rua do Outeirinho,tertiary,False,False,40.739,"LINESTRING (-8.5746521 40.9826709, -8.574932 40.9823716)",,,
370451968,,Avenida dos Prazeres,residential,False,True,136.175,"LINESTRING (-8.5746521 40.9826709, -8.574966 40.9829657, -8.575609 40.9836591)",,,
690775784,,Rua da Cruz,residential,False,False,30.214,"LINESTRING (-8.5702078 40.982914, -8.5698937 40.9830467)",,,
120604855,,Rua Padre Cruz,residential,False,True,331.55400000000003,"LINESTRING (-8.5702078 40.982914, -8.570403 40.9830439, -8.5706476 40.9831456, -8.5707573 40.9832119, -8.5710709 40.9834865, -8.5712465 40.9836309, -8.5716228 40.9840712, -8.5716949 40.9841209, -8.5718046 40.9841493, -8.5719489 40.9841256, -8.5720273 40.9840806, -8.5722436 40.9838274, -8.5724694 40.983548, -8.5726857 40.9831717)",,,
120808171,,Rua da Cruz,residential,False,True,167.595,"LINESTRING (-8.5702078 40.982914, -8.570462 40.9828064, -8.5708252 40.9826231, -8.5715724 40.9826194, -8.5718996 40.9826304, -8.5720931 40.9826296)",,,
120808087,EM 517,Rua de Santa Maria,tertiary,False,True,23.506,"LINESTRING (-8.5697114 40.9829657, -8.5697356 40.9831763)",,,
120808087,EM 517,Rua de Santa Maria,tertiary,False,False,42.120999999999995,"LINESTRING (-8.5697114 40.9829657, -8.5697074 40.9829169, -8.5696857 40.9825874)",,,
120605064,,Travessa da Cruz,residential,True,False,78.154,"LINESTRING (-8.5726857 40.9831717, -8.5720931 40.9826296)",,,
120604855,,Rua Padre Cruz,residential,False,False,331.55400000000003,"LINESTRING (-8.5726857 40.9831717, -8.5724694 40.983548, -8.5722436 40.9838274, -8.5720273 40.9840806, -8.5719489 40.9841256, -8.5718046 40.9841493, -8.5716949 40.9841209, -8.5716228 40.9840712, -8.5712465 40.9836309, -8.5710709 40.9834865, -8.5707573 40.9832119, -8.5706476 40.9831456, -8.570403 40.9830439, -8.5702078 40.982914)",,,
120604944,CM 1027,Rua do Outeirinho,tertiary,False,False,72.462,"LINESTRING (-8.5738887 40.9832223, -8.5732567 40.9836662)",,,
120604956,CM 1027,Rua do Outeirinho,tertiary,False,True,88.689,"LINESTRING (-8.5738887 40.9832223, -8.5746521 40.9826709)",,,
120808069,EM 517,Rua de Santa Maria,tertiary,False,False,36.524,"LINESTRING (-8.5697738 40.9835035, -8.5697492 40.9832925, -8.5697356 40.9831763)",,,
120604877,,,residential,False,True,61.739,"LINESTRING (-8.5774398 40.983587, -8.5767879 40.9838441)",,,
120604896,,,residential,False,False,39.815,"LINESTRING (-8.5774398 40.983587, -8.5772128 40.9832726)",,,
"[370451965, 120604942]",,"['Rua do Auditório', 'Rua Rainha Dona Mafalda']",residential,True,False,135.444,"LINESTRING (-8.575609 40.9836591, -8.5761755 40.983376, -8.5762315 40.9833713, -8.5762928 40.9833661, -8.5763133 40.9833644, -8.5764741 40.9834915, -8.5767879 40.9838441)",,,
370451968,,Avenida dos Prazeres,residential,False,False,136.175,"LINESTRING (-8.575609 40.9836591, -8.574966 40.9829657, -8.5746521 40.9826709)",,,
120604944,CM 1027,Rua do Outeirinho,tertiary,False,True,72.462,"LINESTRING (-8.5732567 40.9836662, -8.5738887 40.9832223)",,,
120605064,,Travessa da Cruz,residential,True,False,72.944,"LINESTRING (-8.5732567 40.9836662, -8.5726857 40.9831717)",,,
120604877,,,residential,False,False,61.739,"LINESTRING (-8.5767879 40.9838441, -8.5774398 40.983587)",,,
120808073,,Rua da Ribeirinha,tertiary,False,False,190.516,"LINESTRING (-8.5714072 40.9762687, -8.5691425 40.9763788)",,,2
931184772,,Rua da Ribeirinha,tertiary,False,True,40.881,"LINESTRING (-8.5714072 40.9762687, -8.571894 40.9762589)",,,
931184770,,Rua da Salgueirinha,residential,True,False,160.358,"LINESTRING (-8.5714072 40.9762687, -8.5718913 40.9771135, -8.5721397 40.9774545, -8.5721952 40.9775802)",,,
931184773,,Rua da Salgueirinha,residential,True,False,122.605,"LINESTRING (-8.5714072 40.9762687, -8.5708338 40.9755057, -8.5708071 40.975453, -8.5707897 40.975399, -8.5707684 40.9752868)",,,
120808073,,Rua da Ribeirinha,tertiary,False,False,14.173,"LINESTRING (-8.5691425 40.9763788, -8.5689742 40.9763889)",,,2
120808073,,Rua da Ribeirinha,tertiary,False,True,190.516,"LINESTRING (-8.5691425 40.9763788, -8.5714072 40.9762687)",,,2
120808073,,Rua da Ribeirinha,tertiary,False,False,22.598,"LINESTRING (-8.5689742 40.9763889, -8.568706 40.9764063)",,,2
120808073,,Rua da Ribeirinha,tertiary,False,True,14.173,"LINESTRING (-8.5689742 40.9763889, -8.5691425 40.9763788)",,,2
440412123,,Rua dos Murtórios,residential,True,False,24.039,"LINESTRING (-8.5689742 40.9763889, -8.5691324 40.9765691)",,,
119695017,,Rua da Ribeirinha,tertiary,True,False,136.36599999999999,"LINESTRING (-8.5750721 40.976964, -8.5751638 40.9770702, -8.5752689 40.977234, -8.5753486 40.9773887, -8.5754018 40.9775182, -8.5754472 40.9777096, -8.5755103 40.9780013, -8.5755393 40.9781254)",,,
120808139,,Rua Chão do Monte,residential,True,False,47.69800000000001,"LINESTRING (-8.5745682 40.9770926, -8.5747308 40.9769992, -8.5748261 40.9769589, -8.5749182 40.9769426, -8.5749978 40.9769408, -8.5750721 40.976964)",,,
197982530,,Rua Chão do Monte,residential,False,True,59.133,"LINESTRING (-8.5745682 40.9770926, -8.5743858 40.977541, -8.574352 40.9775983)",,,
120808073,,Rua da Ribeirinha,tertiary,False,False,19.498,"LINESTRING (-8.5659867 40.9773036, -8.5657893 40.977396)",,,2
440412121,,Rua Amélia Canossa,residential,True,False,24.206,"LINESTRING (-8.5659867 40.9773036, -8.5657825 40.9771499)",,,
120808073,,Rua da Ribeirinha,tertiary,False,True,251.69699999999997,"LINESTRING (-8.5659867 40.9773036, -8.566974 40.9768312, -8.5674383 40.9766709, -8.5679211 40.9765371, -8.5683541 40.9764523, -8.568706 40.9764063)",,,2
197982531,,Rua Chão do Monte,residential,True,False,106.635,"LINESTRING (-8.5731511 40.9772858, -8.574352 40.9775983)",,,
120808145,,Rua de São José,tertiary,False,False,161.93,"LINESTRING (-8.5731511 40.9772858, -8.5731566 40.9774236, -8.573201 40.9785267, -8.5732096 40.9787414)",,,
120808145,,Rua de São José,tertiary,False,True,75.847,"LINESTRING (-8.5731511 40.9772858, -8.5731481 40.9771937, -8.5731288 40.9766039)",,,
120808167,,Travessa da Salgueirinha,residential,True,False,89.53599999999999,"LINESTRING (-8.5721952 40.9775802, -8.5724272 40.9774341, -8.5725204 40.9773862, -8.5726213 40.9773515, -8.5727232 40.9773246, -8.5728472 40.9773022, -8.5729795 40.9772874, -8.5731511 40.9772858)",,,
931184770,,Rua da Salgueirinha,residential,True,False,59.15,"LINESTRING (-8.5721952 40.9775802, -8.5723229 40.9778461, -8.5723432 40.9780015, -8.5723553 40.978094)",,,
197982530,,Rua Chão do Monte,residential,False,False,59.133,"LINESTRING (-8.574352 40.9775983, -8.5743858 40.977541, -8.5745682 40.9770926)",,,
197982530,,Rua Chão do Monte,residential,False,True,60.040000000000006,"LINESTRING (-8.574352 40.9775983, -8.5742647 40.9777749, -8.5741922 40.977941, -8.5741589 40.9779868, -8.5740797 40.9780958)",,,
120808264,,Rua Padre Américo Alves,residential,True,False,94.65100000000001,"LINESTRING (-8.5740797 40.9780958, -8.5738296 40.9783601, -8.5734246 40.9787886)",,,
197982530,,Rua Chão do Monte,residential,False,False,60.04,"LINESTRING (-8.5740797 40.9780958, -8.5741589 40.9779868, -8.5741922 40.977941, -8.5742647 40.9777749, -8.574352 40.9775983)",,,
931175418,,Rua da Salgueirinha,residential,False,False,61.776,"LINESTRING (-8.5723553 40.978094, -8.5724554 40.9786444)",,,
119695017,,Rua da Ribeirinha,tertiary,True,False,35.417,"LINESTRING (-8.5755393 40.9781254, -8.5755734 40.9782712, -8.57561 40.9784394)",,,
120808143,,Avenida Chão do Monte,residential,True,False,37.617999999999995,"LINESTRING (-8.5755393 40.9781254, -8.5754692 40.9782297, -8.5753916 40.9782899, -8.5752997 40.9783269, -8.5752282 40.97835)",,,
120808091,,Avenida Chão do Monte,residential,False,False,81.553,"LINESTRING (-8.5752282 40.97835, -8.5748668 40.9784703, -8.5744481 40.9785936, -8.5743317 40.9786321)",,,
120808134,,Avenida Chão do Monte,residential,True,False,36.384,"LINESTRING (-8.5752282 40.97835, -8.575363 40.9783315, -8.5754733 40.97835, -8.5755509 40.9783855, -8.57561 40.9784394)",,,
119695017,,Rua da Ribeirinha,tertiary,True,False,147.75099999999998,"LINESTRING (-8.57561 40.9784394, -8.5757577 40.9791641, -8.5758457 40.9795824, -8.5758501 40.9796035, -8.5758526 40.9796461, -8.5758444 40.9797006, -8.5758261 40.9797519)",,,
120808091,,Avenida Chão do Monte,residential,False,True,81.553,"LINESTRING (-8.5743317 40.9786321, -8.5744481 40.9785936, -8.5748668 40.9784703, -8.5752282 40.97835)",,,
120808208,,Rua Chão do Monte,residential,True,False,63.69199999999999,"LINESTRING (-8.5743317 40.9786321, -8.5742786 40.9785396, -8.57425 40.9784333, -8.5742214 40.9783377, -8.5741724 40.9782267, -8.5741091 40.9781419, -8.5740797 40.9780958)",,,
120808224,,Rua Chão do Monte,residential,False,False,108.801,"LINESTRING (-8.5743317 40.9786321, -8.574407 40.9788025, -8.5744572 40.978886, -8.5744777 40.97892, -8.574587 40.9790083, -8.5747663 40.9791262, -8.5747769 40.9791332, -8.5748872 40.9792735, -8.5748994 40.9794231, -8.574879 40.9794662)",,,
931175418,,Rua da Salgueirinha,residential,False,True,61.776,"LINESTRING (-8.5724554 40.9786444, -8.5723553 40.978094)",,,
120808174,EM 517,Rua de Santa Maria,tertiary,False,False,70.858,"LINESTRING (-8.5724554 40.9786444, -8.5723035 40.9786804, -8.5721721 40.9787115, -8.5717573 40.9788097, -8.57165 40.9788351)",,,
120808174,EM 517,Rua de Santa Maria,tertiary,False,True,55.568000000000005,"LINESTRING (-8.5724554 40.9786444, -8.5725833 40.9786451, -8.5726578 40.9786474, -8.5727316 40.9786538, -8.5729491 40.9786941, -8.5731057 40.9787231)",,,
120808080,,Rua Social,residential,True,False,53.467,"LINESTRING (-8.5731057 40.9787231, -8.573193 40.9791994)",,,
120808174,EM 517,Rua de Santa Maria,tertiary,False,True,8.956,"LINESTRING (-8.5731057 40.9787231, -8.5732096 40.9787414)",,,
120808174,EM 517,Rua de Santa Maria,tertiary,False,False,55.568,"LINESTRING (-8.5731057 40.9787231, -8.5729491 40.9786941, -8.5727316 40.9786538, -8.5726578 40.9786474, -8.5725833 40.9786451, -8.5724554 40.9786444)",,,
120808174,EM 517,Rua de Santa Maria,tertiary,False,False,8.956,"LINESTRING (-8.5732096 40.9787414, -8.5731057 40.9787231)",,,
931175417,EM 517,Rua de Santa Maria,tertiary,False,True,18.796,"LINESTRING (-8.5732096 40.9787414, -8.5734246 40.9787886)",,,
120808145,,Rua de São José,tertiary,False,True,161.93,"LINESTRING (-8.5732096 40.9787414, -8.573201 40.9785267, -8.5731566 40.9774236, -8.5731511 40.9772858)",,,
931175417,EM 517,Rua de Santa Maria,tertiary,False,False,18.796,"LINESTRING (-8.5734246 40.9787886, -8.5732096 40.9787414)",,,
931175417,EM 517,Rua de Santa Maria,tertiary,False,True,9.087,"LINESTRING (-8.5734246 40.9787886, -8.5735261 40.978817)",,,
931175417,EM 517,Rua de Santa Maria,tertiary,False,False,9.087,"LINESTRING (-8.5735261 40.978817, -8.5734246 40.9787886)",,,
120808026,EM 517,Rua de Santa Maria,tertiary,True,False,136.022,"LINESTRING (-8.5735261 40.978817, -8.5740112 40.9789627, -8.5741433 40.9790123, -8.5741759 40.979029, -8.5742465 40.9790651, -8.5743395 40.9791217, -8.574879 40.9794662)",,,
120808104,,Rua do Eleito Local,residential,True,False,121.459,"LINESTRING (-8.57165 40.9788351, -8.571719 40.9791073, -8.5717581 40.9793016, -8.5718014 40.9795168, -8.5718 40.9796703, -8.5718014 40.9797908, -8.5717986 40.9798351, -8.5717934 40.9799176)",,,
120808174,EM 517,Rua de Santa Maria,tertiary,False,False,18.7,"LINESTRING (-8.57165 40.9788351, -8.5714894 40.9788818, -8.5714421 40.9788955)",,,
120808174,EM 517,Rua de Santa Maria,tertiary,False,True,70.858,"LINESTRING (-8.57165 40.9788351, -8.5717573 40.9788097, -8.5721721 40.9787115, -8.5723035 40.9786804, -8.5724554 40.9786444)",,,
120808174,EM 517,Rua de Santa Maria,tertiary,False,True,18.7,"LINESTRING (-8.5714421 40.9788955, -8.5714894 40.9788818, -8.57165 40.9788351)",,,
120808254,EM 517,Rua de Santa Maria,tertiary,True,False,81.61999999999999,"LINESTRING (-8.5714421 40.9788955, -8.5712909 40.9789296, -8.5712214 40.9789526, -8.5711843 40.9789696, -8.5711477 40.9789914, -8.5711029 40.9790265, -8.5710458 40.979084, -8.5710149 40.979121, -8.5709885 40.9791616, -8.5709277 40.9792857, -8.5709111 40.9793258, -8.5708985 40.979366, -8.5708841 40.9794295)",,,
119695000,,Rua Social,residential,True,False,50.892,"LINESTRING (-8.573193 40.9791994, -8.5735261 40.978817)",,,
120808074,,Travessa da Igreja,residential,False,False,35.633,"LINESTRING (-8.5701347 40.9792449, -8.5701596 40.9795648)",,,
120808254,EM 517,Rua de Santa Maria,tertiary,True,False,50.7,"LINESTRING (-8.5708841 40.9794295, -8.5708751 40.9797594, -8.5708736 40.9798137, -8.5709399 40.979865)",,,
120808224,,Rua Chão do Monte,residential,False,True,108.801,"LINESTRING (-8.574879 40.9794662, -8.5748994 40.9794231, -8.5748872 40.9792735, -8.5747769 40.9791332, -8.5747663 40.9791262, -8.574587 40.9790083, -8.5744777 40.97892, -8.5744572 40.978886, -8.574407 40.9788025, -8.5743317 40.9786321)",,,
931175416,EM 517,Rua de Santa Maria,tertiary,False,True,31.969,"LINESTRING (-8.574879 40.9794662, -8.5751111 40.979606, -8.5751767 40.9796455)",,,
120808074,,Travessa da Igreja,residential,False,True,35.633,"LINESTRING (-8.5701596 40.9795648, -8.5701347 40.9792449)",,,
370454479,,Travessa da Igreja,residential,True,False,62.652,"LINESTRING (-8.5701596 40.9795648, -8.5708841 40.9794295)",,,
120808188,,Rua do Regatinho,residential,True,False,196.583,"LINESTRING (-8.5751767 40.9796455, -8.5751069 40.97986, -8.5749573 40.9802176, -8.5748128 40.9803531, -8.5742095 40.9806317, -8.5736526 40.9808284)",,,
931175416,EM 517,Rua de Santa Maria,tertiary,False,False,31.969,"LINESTRING (-8.5751767 40.9796455, -8.5751111 40.979606, -8.574879 40.9794662)",,,
931175416,EM 517,Rua de Santa Maria,tertiary,False,True,24.448,"LINESTRING (-8.5751767 40.9796455, -8.5752752 40.979692, -8.5754271 40.9797577)",,,
120808099,EM 517,Rua de Santa Maria,tertiary,True,False,36.05,"LINESTRING (-8.5754271 40.9797577, -8.5756306 40.979845, -8.5756944 40.9798782, -8.5757156 40.9798913, -8.5757855 40.9799347)",,,
931175416,EM 517,Rua de Santa Maria,tertiary,False,False,24.448,"LINESTRING (-8.5754271 40.9797577, -8.5752752 40.979692, -8.5751767 40.9796455)",,,
120808028,EM 517,Rua de Santa Maria,tertiary,False,False,38.476,"LINESTRING (-8.5709399 40.979865, -8.5709446 40.980211)",,,
938184844,,Avenida Comendador Henrique Amorim,tertiary,False,True,142.703,"LINESTRING (-8.5709399 40.979865, -8.5692405 40.9798974)",,,
120808261,EM 517,Rua de Santa Maria,tertiary,True,False,122.826,"LINESTRING (-8.5709399 40.979865, -8.5710088 40.9798118, -8.5710134 40.9797605, -8.5710552 40.9792891, -8.5710661 40.9792434, -8.5710899 40.9791941, -8.5711553 40.9790952, -8.571195 40.9790525, -8.5712351 40.9790169, -8.5712872 40.9789829, -8.5714421 40.9788955)",,,
200210934,,Rua Social,residential,True,False,71.89500000000001,"LINESTRING (-8.5709399 40.979865, -8.5715938 40.9799011, -8.5717934 40.9799176)",,,
938184844,,Avenida Comendador Henrique Amorim,tertiary,False,False,142.703,"LINESTRING (-8.5692405 40.9798974, -8.5709399 40.979865)",,,
120808071,,Rua dos Murtórios,residential,False,True,48.903999999999996,"LINESTRING (-8.5692405 40.9798974, -8.5689502 40.9796562, -8.5688499 40.9795711)",,,
938184845,,Travessa da Relva,residential,False,False,39.495,"LINESTRING (-8.5692405 40.9798974, -8.5694808 40.9801176, -8.5695287 40.9801774)",,,
1186317099,,Avenida Comendador Henrique Amorim,tertiary,False,True,225.019,"LINESTRING (-8.5692405 40.9798974, -8.5675347 40.9799615, -8.5668571 40.979985, -8.5665631 40.9799952)",,,
200210934,,Rua Social,residential,True,False,38.488,"LINESTRING (-8.5717934 40.9799176, -8.5720559 40.9799392, -8.5722485 40.9799593)",,,
1186317099,,Avenida Comendador Henrique Amorim,tertiary,False,False,225.019,"LINESTRING (-8.5665631 40.9799952, -8.5668571 40.979985, -8.5675347 40.9799615, -8.5692405 40.9798974)",,,
120808028,EM 517,Rua de Santa Maria,tertiary,False,True,38.476,"LINESTRING (-8.5709446 40.980211, -8.5709399 40.979865)",,,
120808028,EM 517,Rua de Santa Maria,tertiary,False,False,34.15,"LINESTRING (-8.5709446 40.980211, -8.5709432 40.9803177, -8.5709406 40.9805181)",,,
370464569,,Rua da Relva,residential,False,False,119.59700000000001,"LINESTRING (-8.5709446 40.980211, -8.5706775 40.9802219, -8.5703484 40.9802486, -8.5697007 40.9801791, -8.5695287 40.9801774)",,,
938184845,,Travessa da Relva,residential,False,True,10.112,"LINESTRING (-8.5695564 40.9802659, -8.5695287 40.9801774)",,,
120808033,,Rua da Relva,residential,False,False,212.072,"LINESTRING (-8.5695564 40.9802659, -8.5692532 40.9804428, -8.5689163 40.9805462, -8.5685953 40.9806085, -8.568457 40.9806273, -8.568174 40.9807377, -8.5680511 40.9808368, -8.5675045 40.9810649, -8.5674146 40.9811866)",,,
938184845,,Travessa da Relva,residential,False,False,171.62800000000001,"LINESTRING (-8.5695564 40.9802659, -8.5695326 40.9808253, -8.5694887 40.9810963, -8.5693172 40.9816955, -8.5693133 40.9817932)",,,
120808028,EM 517,Rua de Santa Maria,tertiary,False,False,199.92900000000003,"LINESTRING (-8.5709406 40.9805181, -8.5706955 40.9810645, -8.5706635 40.9811276, -8.5706163 40.9811815, -8.570558 40.98123, -8.5703423 40.9813763, -8.570282 40.9814418, -8.5702321 40.9815191, -8.5701873 40.9815997, -8.5699152 40.9821114)",,,
