osmid,oneway,name,highway,reversed,length,geometry,ref,lanes,maxspeed,width
296099087,False,Estrada do Farol,tertiary,True,53.792,"LINESTRING (-8.4703066 37.0971114, -8.4699998 37.0970835, -8.4698869 37.0970768, -8.4697053 37.0970508)",EM 530,,,
360387691,True,,tertiary,False,22.943,"LINESTRING (-8.4709571 37.0971741, -8.471214 37.0971983)",,,,
118266812,True,Rua do Barranco,tertiary,False,158.17600000000002,"LINESTRING (-8.4709571 37.0971741, -8.4709516 37.0972876, -8.4709217 37.097434, -8.4708694 37.0976899, -8.4708484 37.0977431, -8.4707467 37.098, -8.4706756 37.0981397, -8.4705349 37.0982785, -8.4703172 37.098454)",,,,
79364436,True,Rua dos Pescadores,tertiary,False,5.622,"LINESTRING (-8.471214 37.0971983, -8.4712171 37.0971478)",,,,
79364433,True,,tertiary,False,22.792,"LINESTRING (-8.4704836 37.0986102, -8.4703172 37.098454)",,,,
79364436,True,Rua dos Pescadores,tertiary,False,40.897,"LINESTRING (-8.4704836 37.0986102, -8.4707974 37.0983407)",,,,
118266812,True,Rua do Barranco,tertiary,False,10.436,"LINESTRING (-8.4703172 37.098454, -8.47022 37.0985069)",,,,
273061322,True,,unclassified,False,16.923,"LINESTRING (-8.4707974 37.0983407, -8.4709566 37.0984246)",,,,
79364436,True,Rua dos Pescadores,tertiary,False,133.483,"LINESTRING (-8.4707974 37.0983407, -8.4709448 37.0981535, -8.4710566 37.097773, -8.4711101 37.0975909, -8.4711958 37.0972994, -8.471214 37.0971983)",,,,
118266812,True,Rua do Barranco,tertiary,False,3.983,"LINESTRING (-8.4709631 37.0971386, -8.4709571 37.0971741)",,,,
296099087,False,Estrada do Farol,tertiary,True,58.307,"LINESTRING (-8.4709631 37.0971386, -8.4706845 37.0971247, -8.4703066 37.0971114)",EM 530,,,
39703785,False,,residential,True,238.45,"LINESTRING (-8.4746038 37.0987051, -8.4746483 37.0986605, -8.4748178 37.0985561, -8.4749574 37.0984673, -8.4750124 37.0984082, -8.4750141 37.0982935, -8.4749478 37.0980149, -8.4748146 37.0974546, -8.4747094 37.0970442, -8.4746339 37.0967369)",,,,
734896927,True,,residential,False,20.546999999999997,"LINESTRING (-8.4746038 37.0987051, -8.4744775 37.0986659, -8.4743815 37.0986617)",,,,
734896926,False,Rua Manuel Afonso Maia,residential,False,205.39100000000002,"LINESTRING (-8.4743815 37.0986617, -8.4744849 37.0984008, -8.4744693 37.0981993, -8.4744299 37.0980441, -8.4743673 37.0979036, -8.4742583 37.0977945, -8.473974 37.0976643, -8.473859 37.0970075)",,,,
734896927,True,,residential,False,9.552,"LINESTRING (-8.4743815 37.0986617, -8.4743332 37.0987066, -8.4743538 37.0987277)",,,,
734896925,False,,residential,False,38.515,"LINESTRING (-8.4745785 37.0987791, -8.4746121 37.0988851, -8.4747258 37.0991041)",,,,
734896927,True,,residential,False,8.722000000000001,"LINESTRING (-8.4745785 37.0987791, -8.4746015 37.098743, -8.4746038 37.0987051)",,,,
360387605,False,Rua Manuel Afonso Maia,residential,True,205.11599999999999,"LINESTRING (-8.4743538 37.0987277, -8.4741859 37.098825, -8.4741135 37.0988868, -8.4739583 37.098978, -8.4737581 37.0990205, -8.4735888 37.0989989, -8.4733248 37.0989179, -8.4732196 37.0988464, -8.4731406 37.0987261, -8.4731172 37.098558, -8.4731399 37.0983906, -8.4731311 37.0982429, -8.4730881 37.0980644)",,,,
734896927,True,,residential,False,21.296999999999997,"LINESTRING (-8.4743538 37.0987277, -8.4743708 37.0987451, -8.474462 37.0987655, -8.4745465 37.0987762, -8.4745785 37.0987791)",,,,
222814827,False,,residential,True,61.965999999999994,"LINESTRING (-8.4679341 37.0992347, -8.4681108 37.0993614, -8.468141 37.0993647, -8.4682818 37.0993804, -8.4685675 37.099412)",,,,
1159016684,False,,residential,False,55.821,"LINESTRING (-8.4753298 37.0989629, -8.4747258 37.0991041)",,,,
734896925,False,,residential,False,42.03,"LINESTRING (-8.4747258 37.0991041, -8.4749072 37.0994533)",,,,
1159016684,False,,residential,True,55.821,"LINESTRING (-8.4747258 37.0991041, -8.4753298 37.0989629)",,,,
734896925,False,,residential,True,38.515,"LINESTRING (-8.4747258 37.0991041, -8.4746121 37.0988851, -8.4745785 37.0987791)",,,,
93117714,False,,unclassified,False,155.272,"LINESTRING (-8.474155 37.0997693, -8.4739022 37.0998468, -8.473743 37.0998791, -8.4734982 37.0998057, -8.4734512 37.0998063, -8.4727958 37.0998141, -8.4724442 37.0998085)",,,30,
93117714,False,,unclassified,True,76.33500000000001,"LINESTRING (-8.474155 37.0997693, -8.4746672 37.0996123, -8.4749072 37.0994533)",,,30,
1159016685,False,,residential,False,115.144,"LINESTRING (-8.474155 37.0997693, -8.4742998 37.1000153, -8.4743749 37.1001822, -8.4746646 37.1007212)",,,,
1159016685,False,,residential,True,115.144,"LINESTRING (-8.4746646 37.1007212, -8.4743749 37.1001822, -8.4742998 37.1000153, -8.474155 37.0997693)",,,,
222814823,True,,residential,False,93.16600000000001,"LINESTRING (-8.4693703 37.0986725, -8.4693539 37.0986881, -8.4692232 37.0987857, -8.4691764 37.0988073, -8.4691285 37.0988235, -8.4690714 37.0988417, -8.469028 37.0988486, -8.4689741 37.0988526, -8.468877 37.0988593, -8.4688468 37.098857, -8.4687627 37.0988448, -8.468676 37.0988158, -8.4685939 37.0987648, -8.4685309 37.0987122, -8.4685038 37.0986798, -8.4684909 37.0986595)",,,,
"[1202201163, 1255950245]",True,,residential,False,86.12599999999999,"LINESTRING (-8.4693703 37.0986725, -8.4692649 37.0986267, -8.4692233 37.0986329, -8.4691571 37.0986832, -8.4690909 37.0987127, -8.4690061 37.0987348, -8.4689522 37.0987422, -8.4688813 37.0987434, -8.4688136 37.0987336, -8.4687673 37.0987201, -8.4686441 37.0986623, -8.4686025 37.0986402, -8.4685507 37.0986417, -8.4684909 37.0986595)",,,,
