osmid,highway,oneway,reversed,length,geometry,ref,lanes,junction
120474964,secondary,True,False,17.328,"LINESTRING (-8.4620807 39.7628004, -8.4619446 39.7626849)",,,
120474958,secondary,True,False,7.601999999999999,"LINESTRING (-8.461815 39.7627737, -8.4618591 39.7627777, -8.4618863 39.7627723, -8.4619009 39.7627665)",,,roundabout
620726503,residential,False,False,66.473,"LINESTRING (-8.461815 39.7627737, -8.4617973 39.7628355, -8.4615961 39.7633016, -8.4615639 39.7633373)",,,
120474958,secondary,True,False,8.949,"LINESTRING (-8.4618972 39.762636, -8.4618594 39.7626266, -8.4618316 39.7626272, -8.4617968 39.7626372)",,,roundabout
171407523,residential,False,False,217.332,"LINESTRING (-8.4618972 39.762636, -8.462061 39.7622883, -8.4620942 39.7622429, -8.4621754 39.7621319, -8.4624982 39.7618491, -8.4632599 39.7611935, -8.4633027 39.7610471)",,,
164047587,residential,False,True,40.971,"LINESTRING (-8.4562326 39.7601935, -8.4566724 39.76034)",,,
1159209861,residential,False,False,478.63100000000003,"LINESTRING (-8.4562326 39.7601935, -8.4559537 39.7599832, -8.455664 39.7597028, -8.4552509 39.7591914, -8.4547628 39.7585027, -8.454634 39.7581893, -8.4544624 39.757447, -8.4544892 39.7572078, -8.4547384 39.7562905)",,,
101819142,secondary,False,True,10.708,"LINESTRING (-8.4596203 39.762188, -8.4596503 39.7622815)",ER 356,2,
164047587,residential,False,False,343.789,"LINESTRING (-8.4596203 39.762188, -8.4590648 39.7622306, -8.4575788 39.7611626, -8.4572838 39.7607461, -8.4567527 39.7603667, -8.4566724 39.76034)",,,
699481554,secondary,False,False,177.97899999999998,"LINESTRING (-8.4596203 39.762188, -8.4594988 39.7618089, -8.4593917 39.7615814, -8.4592023 39.7612925, -8.4591384 39.7611528, -8.4591116 39.7606566)",ER 356,,
120927350,tertiary,False,False,67.65100000000001,"LINESTRING (-8.4596905 39.7569116, -8.4597921 39.7567634, -8.4600831 39.7563835)",,,
120927350,tertiary,False,True,358.01800000000003,"LINESTRING (-8.4596905 39.7569116, -8.4596 39.7570513, -8.4595643 39.7574153, -8.4595769 39.7578, -8.459357 39.7581528, -8.4591944 39.7584616, -8.4591032 39.7600495)",,,
164048237,residential,False,False,328.21,"LINESTRING (-8.4596905 39.7569116, -8.4594755 39.7568453, -8.4592553 39.7567871, -8.458869 39.7568717, -8.4586356 39.7568913, -8.4584184 39.7568862, -8.4580589 39.7568119, -8.4577157 39.7566263, -8.4572275 39.7563871, -8.4560771 39.7563892)",,,
699481554,secondary,False,True,25.575,"LINESTRING (-8.4590991 39.7604268, -8.4591116 39.7606566)",ER 356,,
164048224,residential,False,True,181.70299999999997,"LINESTRING (-8.4590991 39.7604268, -8.4603952 39.7602347, -8.4611998 39.7602677)",,,
699481554,secondary,False,False,42.12,"LINESTRING (-8.4590991 39.7604268, -8.4590836 39.7601399, -8.4591032 39.7600495)",ER 356,,
164048224,residential,False,True,24.972,"LINESTRING (-8.4611998 39.7602677, -8.4614919 39.7602714)",,,
164048235,residential,False,False,229.801,"LINESTRING (-8.4611998 39.7602677, -8.4612412 39.7582013)",,,
164048224,residential,False,False,181.70299999999997,"LINESTRING (-8.4611998 39.7602677, -8.4603952 39.7602347, -8.4590991 39.7604268)",,,
164048235,residential,False,True,249.68699999999998,"LINESTRING (-8.4611998 39.7602677, -8.4611569 39.7610471, -8.4607541 39.7624794)",,,
164048224,residential,False,False,86.473,"LINESTRING (-8.4625034 39.7602842, -8.4614919 39.7602714)",,,
120474969,secondary,False,False,71.298,"LINESTRING (-8.4607541 39.7624794, -8.4612884 39.7625857, -8.461564 39.7626324)",,,
120474969,secondary,False,True,96.945,"LINESTRING (-8.4607541 39.7624794, -8.459987 39.7623269, -8.4596503 39.7622815)",,,
164048235,residential,False,False,249.68699999999998,"LINESTRING (-8.4607541 39.7624794, -8.4611569 39.7610471, -8.4611998 39.7602677)",,,
164048237,residential,False,True,114.962,"LINESTRING (-8.4547384 39.7562905, -8.4560771 39.7563892)",,,
1159209861,residential,False,True,478.63100000000003,"LINESTRING (-8.4547384 39.7562905, -8.4544892 39.7572078, -8.4544624 39.757447, -8.454634 39.7581893, -8.4547628 39.7585027, -8.4552509 39.7591914, -8.455664 39.7597028, -8.4559537 39.7599832, -8.4562326 39.7601935)",,,
164048229,residential,False,False,31.908,"LINESTRING (-8.4633027 39.7610471, -8.4629361 39.760993)",,,
171407523,residential,False,True,217.332,"LINESTRING (-8.4633027 39.7610471, -8.4632599 39.7611935, -8.4624982 39.7618491, -8.4621754 39.7621319, -8.4620942 39.7622429, -8.462061 39.7622883, -8.4618972 39.762636)",,,
164048224,residential,False,False,24.972,"LINESTRING (-8.4614919 39.7602714, -8.4611998 39.7602677)",,,
164048224,residential,False,True,86.473,"LINESTRING (-8.4614919 39.7602714, -8.4625034 39.7602842)",,,
164048229,residential,False,True,148.295,"LINESTRING (-8.4614919 39.7602714, -8.4625645 39.760884, -8.4628842 39.7609853, -8.4629361 39.760993)",,,
120927350,tertiary,False,True,67.65100000000001,"LINESTRING (-8.4600831 39.7563835, -8.4597921 39.7567634, -8.4596905 39.7569116)",,,
164048226,residential,False,True,264.37399999999997,"LINESTRING (-8.4600831 39.7563835, -8.4607674 39.7568385, -8.4611623 39.7571253, -8.4614487 39.7572757, -8.4619884 39.7575254, -8.4623049 39.7577522, -8.4623978 39.7579184)",,,
164048237,residential,False,False,114.962,"LINESTRING (-8.4560771 39.7563892, -8.4547384 39.7562905)",,,
164048237,residential,False,True,328.21000000000004,"LINESTRING (-8.4560771 39.7563892, -8.4572275 39.7563871, -8.4577157 39.7566263, -8.4580589 39.7568119, -8.4584184 39.7568862, -8.4586356 39.7568913, -8.458869 39.7568717, -8.4592553 39.7567871, -8.4594755 39.7568453, -8.4596905 39.7569116)",,,
164048715,residential,False,True,513.665,"LINESTRING (-8.4560771 39.7563892, -8.4565054 39.7570014, -8.456962 39.7571851, -8.4574072 39.7575872, -8.4581475 39.7582099, -8.458405 39.7589275, -8.4584318 39.7592244, -8.4582217 39.7592793, -8.4583245 39.7601069, -8.4581957 39.7601605)",,,
164048235,residential,False,True,229.801,"LINESTRING (-8.4612412 39.7582013, -8.4611998 39.7602677)",,,
699481555,secondary,False,False,109.22,"LINESTRING (-8.4612412 39.7582013, -8.4617774 39.757926, -8.4619276 39.7578883, -8.4621333 39.7578808, -8.4623978 39.7579184)",ER 356,,
699481555,secondary,False,True,277.033,"LINESTRING (-8.4612412 39.7582013, -8.4609709 39.7583401, -8.4606673 39.7585234, -8.4604583 39.7586891, -8.4591718 39.7599642, -8.4591032 39.7600495)",ER 356,,
699481554,secondary,False,False,25.575,"LINESTRING (-8.4591116 39.7606566, -8.4590991 39.7604268)",ER 356,,
164048715,residential,False,False,104.334,"LINESTRING (-8.4591116 39.7606566, -8.4587161 39.7606471, -8.4584801 39.7604822, -8.4581957 39.7601605)",,,
699481554,secondary,False,True,177.97899999999998,"LINESTRING (-8.4591116 39.7606566, -8.4591384 39.7611528, -8.4592023 39.7612925, -8.4593917 39.7615814, -8.4594988 39.7618089, -8.4596203 39.762188)",ER 356,,
164048715,residential,False,False,513.665,"LINESTRING (-8.4581957 39.7601605, -8.4583245 39.7601069, -8.4582217 39.7592793, -8.4584318 39.7592244, -8.458405 39.7589275, -8.4581475 39.7582099, -8.4574072 39.7575872, -8.456962 39.7571851, -8.4565054 39.7570014, -8.4560771 39.7563892)",,,
164048715,residential,False,True,104.334,"LINESTRING (-8.4581957 39.7601605, -8.4584801 39.7604822, -8.4587161 39.7606471, -8.4591116 39.7606566)",,,
620730919,residential,False,False,140.807,"LINESTRING (-8.4581957 39.7601605, -8.4581518 39.7601689, -8.4580405 39.7601949, -8.4578959 39.7601977, -8.4573165 39.760067, -8.4572465 39.7600835, -8.4566724 39.76034)",,,
699481555,secondary,False,True,19.421,"LINESTRING (-8.4626064 39.7579876, -8.4623978 39.7579184)",ER 356,,
620725123,residential,False,False,44.761,"LINESTRING (-8.4629237 39.7605989, -8.4628923 39.7608152, -8.4628842 39.7608793, -8.4629361 39.760993)",,,
164048229,residential,False,True,31.908,"LINESTRING (-8.4629361 39.760993, -8.4633027 39.7610471)",,,
164048229,residential,False,False,148.295,"LINESTRING (-8.4629361 39.760993, -8.4628842 39.7609853, -8.4625645 39.760884, -8.4614919 39.7602714)",,,
620725123,residential,False,True,44.760999999999996,"LINESTRING (-8.4629361 39.760993, -8.4628842 39.7608793, -8.4628923 39.7608152, -8.4629237 39.7605989)",,,
620726503,residential,False,True,129.481,"LINESTRING (-8.4605169 39.7630622, -8.4606501 39.7634872, -8.4607001 39.7635037, -8.4607458 39.7634951, -8.4615156 39.7633553, -8.4615639 39.7633373)",,,
620726503,residential,False,False,129.481,"LINESTRING (-8.4615639 39.7633373, -8.4615156 39.7633553, -8.4607458 39.7634951, -8.4607001 39.7635037, -8.4606501 39.7634872, -8.4605169 39.7630622)",,,
620726503,residential,False,True,66.473,"LINESTRING (-8.4615639 39.7633373, -8.4615961 39.7633016, -8.4617973 39.7628355, -8.461815 39.7627737)",,,
620727618,residential,False,True,177.29500000000002,"LINESTRING (-8.4615639 39.7633373, -8.4616455 39.7634387, -8.4617777 39.7639432, -8.4617687 39.7639763, -8.4617562 39.7640133, -8.4617313 39.7640435, -8.4616882 39.7640587, -8.4607495 39.7641892, -8.4606431 39.7642037)",,,
101819142,secondary,False,False,234.641,"LINESTRING (-8.4606431 39.7642037, -8.4601417 39.7637267, -8.4600396 39.7635541, -8.4596503 39.7622815)",ER 356,2,
620727618,residential,False,False,177.29500000000002,"LINESTRING (-8.4606431 39.7642037, -8.4607495 39.7641892, -8.4616882 39.7640587, -8.4617313 39.7640435, -8.4617562 39.7640133, -8.4617687 39.7639763, -8.4617777 39.7639432, -8.4616455 39.7634387, -8.4615639 39.7633373)",,,
164047587,residential,False,False,40.971,"LINESTRING (-8.4566724 39.76034, -8.4562326 39.7601935)",,,
164047587,residential,False,True,343.78900000000004,"LINESTRING (-8.4566724 39.76034, -8.4567527 39.7603667, -8.4572838 39.7607461, -8.4575788 39.7611626, -8.4590648 39.7622306, -8.4596203 39.762188)",,,
620730919,residential,False,True,140.80700000000002,"LINESTRING (-8.4566724 39.76034, -8.4572465 39.7600835, -8.4573165 39.760067, -8.4578959 39.7601977, -8.4580405 39.7601949, -8.4581518 39.7601689, -8.4581957 39.7601605)",,,
