osmid,oneway,highway,reversed,length,geometry,ref,name,maxspeed,lanes,junction
26740298,True,residential,False,21.281,"LINESTRING (-16.7367271 32.7371699, -16.7366215 32.7371358, -16.7365175 32.7370957)",,Rua do Cais,,,
"[172368946, 204284755]",True,tertiary,False,14.204,"LINESTRING (-16.7367271 32.7371699, -16.7367009 32.7371779, -16.7366782 32.7371914, -16.7366585 32.7372127, -16.7366476 32.7372381, -16.7366465 32.737265)",,Largo Manuel Alves,,,roundabout
26740300,True,residential,False,101.49400000000001,"LINESTRING (-16.7373396 32.737178, -16.737341 32.7373743, -16.7373504 32.7374307, -16.7373785 32.7374882, -16.7374215 32.7375142, -16.7379061 32.7376387, -16.7379301 32.7376511, -16.7379579 32.7376682, -16.737976 32.7376986, -16.7379885 32.7377371)",,,,,
375128140,False,tertiary,True,61.43300000000001,"LINESTRING (-16.7373396 32.737178, -16.7374458 32.7371718, -16.7375756 32.737158, -16.7377201 32.7371271, -16.737955 32.7370144)",,Rua Marginal da Padadeira,,,
"[375128131, 450737899, 450737900]",False,tertiary,False,47.961000000000006,"LINESTRING (-16.7373396 32.737178, -16.7372708 32.7371827, -16.7369136 32.7371975, -16.7368275 32.7371992)",,Rua Marginal da Padadeira,,,
172368946,True,tertiary,False,10.413,"LINESTRING (-16.7368275 32.7371992, -16.736807 32.7371834, -16.7367821 32.7371728, -16.7367548 32.7371682, -16.7367271 32.7371699)",,Largo Manuel Alves,,,roundabout
"[375128131, 450737900, 450737899]",False,tertiary,True,47.961000000000006,"LINESTRING (-16.7368275 32.7371992, -16.7369136 32.7371975, -16.7372708 32.7371827, -16.7373396 32.737178)",,Rua Marginal da Padadeira,,,
1059529670,True,tertiary,False,24.074,"LINESTRING (-16.7366554 32.7372909, -16.7366563 32.7375074)",,Rua do Porto,,,
"[204284755, 204284741]",True,tertiary,False,12.337,"LINESTRING (-16.7366554 32.7372909, -16.7366733 32.7373133, -16.7366985 32.73733, -16.7367286 32.7373392, -16.7367643 32.7373399)",,Largo Manuel Alves,,,roundabout
204284755,True,tertiary,False,2.998,"LINESTRING (-16.7366465 32.737265, -16.7366554 32.7372909)",,Largo Manuel Alves,,,roundabout
204284741,True,tertiary,False,10.008,"LINESTRING (-16.7367643 32.7373399, -16.736798 32.7373302, -16.7368258 32.7373114, -16.7368443 32.7372857)",,Largo Manuel Alves,,,roundabout
217223790,True,residential,False,136.47299999999998,"LINESTRING (-16.7411451 32.7395654, -16.7413813 32.739421, -16.7414945 32.7394068, -16.7415872 32.7394011, -16.741674 32.7394152, -16.7421555 32.7396354, -16.7423469 32.7397281, -16.7423999 32.7397364, -16.7424484 32.739736)",,Caminho do Âncora,,,
375716601,False,residential,True,81.553,"LINESTRING (-16.7411451 32.7395654, -16.7412434 32.7396512, -16.7414257 32.7397956, -16.741576 32.739931, -16.7417369 32.7401024)",,,,,
375716601,False,residential,False,81.553,"LINESTRING (-16.7417369 32.7401024, -16.741576 32.739931, -16.7414257 32.7397956, -16.7412434 32.7396512, -16.7411451 32.7395654)",,,,,
1099465089,False,residential,False,110.391,"LINESTRING (-16.7365175 32.7370957, -16.7358624 32.7362699)",,Rua do Cais,,,
1099465088,True,residential,False,22.36,"LINESTRING (-16.7365175 32.7370957, -16.7365745 32.737169, -16.7366465 32.737265)",,Rua do Cais,,,
710721236,False,residential,False,138.55900000000003,"LINESTRING (-16.7391179 32.7389058, -16.7390666 32.7388273, -16.739005 32.738738, -16.7389619 32.7386646, -16.738949 32.7385881, -16.7389328 32.7385097, -16.7388986 32.7384181, -16.7388524 32.7383569, -16.7387988 32.7383058, -16.7387216 32.7382592, -16.7385354 32.7382046, -16.7384395 32.7381698, -16.7383897 32.7381279, -16.7383451 32.7380822, -16.7382512 32.7379842)",,,,,
26979303,False,unclassified,False,119.74199999999999,"LINESTRING (-16.7350556 32.7375634, -16.7355112 32.7376214, -16.7358757 32.7377338, -16.7360341 32.7377966, -16.73616 32.7378591, -16.7362627 32.737892)",,Rua do Porto,,,
26979303,False,unclassified,True,119.74199999999999,"LINESTRING (-16.7362627 32.737892, -16.73616 32.7378591, -16.7360341 32.7377966, -16.7358757 32.7377338, -16.7355112 32.7376214, -16.7350556 32.7375634)",,Rua do Porto,,,
26979308,False,tertiary,False,65.835,"LINESTRING (-16.7362627 32.737892, -16.7362569 32.7379314, -16.7362464 32.7381514, -16.7362751 32.7384827)",,,,,
168325907,False,tertiary,False,65.41300000000001,"LINESTRING (-16.7362627 32.737892, -16.7363271 32.7378916, -16.7364062 32.7378853, -16.736482 32.7378622, -16.7365625 32.737799, -16.7366024 32.7377477, -16.7366389 32.7376439, -16.7366563 32.7375074)",,Rua do Porto,,,
1059529671,True,tertiary,False,21.188,"LINESTRING (-16.7366563 32.7375074, -16.7367643 32.7373399)",,Rua do Porto,,,
168325907,False,tertiary,True,65.413,"LINESTRING (-16.7366563 32.7375074, -16.7366389 32.7376439, -16.7366024 32.7377477, -16.7365625 32.737799, -16.736482 32.7378622, -16.7364062 32.7378853, -16.7363271 32.7378916, -16.7362627 32.737892)",,Rua do Porto,,,
217223706,False,secondary,False,11.17,"LINESTRING (-16.7375751 32.7419555, -16.7374587 32.741933)",ER 214,Estrada Regional 214,40,,
26978958,False,residential,False,128.391,"LINESTRING (-16.7375751 32.7419555, -16.7377931 32.7426851, -16.7379297 32.7430707)",,Rua das Feiteirinhas,40,,
"[217223706, 168383554]",False,secondary,True,264.064,"LINESTRING (-16.7375751 32.7419555, -16.7379944 32.7419916, -16.7382771 32.7420208, -16.7383779 32.742039, -16.7385011 32.7421416, -16.7388992 32.7426188, -16.7390526 32.742801, -16.7393888 32.7432357, -16.7394663 32.7433195, -16.739545 32.7434162)",ER 214,Estrada Regional 214,40,,
