osmid,oneway,ref,name,highway,maxspeed,reversed,length,geometry,junction,lanes,tunnel,access
2783807,True,X1,La Route du Port Elizabeth,tertiary,30 mph,False,166.845,"LINESTRING (-2.1136484 49.1819744, -2.1135772 49.1820486, -2.1135215 49.1821336, -2.1132164 49.1825345, -2.1127454 49.1831534, -2.1127031 49.183209, -2.1126153 49.1833136)",,,,
"[479323254, 23209878, 479323255]",True,A1,Route de la Liberation,trunk,30 mph,False,359.99699999999996,"LINESTRING (-2.1140065 49.1848583, -2.1140033 49.184746, -2.1139361 49.1845564, -2.1138414 49.1843878, -2.1136809 49.1841966, -2.1134476 49.1839898, -2.113104 49.1837854, -2.1127622 49.1836137, -2.1122964 49.1834408, -2.1118519 49.1832927, -2.1104341 49.1828805)",,2,yes,
332939585,True,A1,Route de la Liberation,trunk_link,30 mph,False,187.516,"LINESTRING (-2.1140065 49.1848583, -2.1139432 49.1847537, -2.1138788 49.1846542, -2.1137776 49.1844667, -2.1136437 49.1842901, -2.1136136 49.1842504, -2.1133388 49.184017, -2.1130757 49.1838585, -2.1126114 49.1836569, -2.1124129 49.1836281)",,,,
332931794,True,A1,Route de la Liberation,trunk,30 mph,False,11.917,"LINESTRING (-2.1124129 49.1836281, -2.1123316 49.1836349, -2.1122502 49.1836284)",roundabout,,,
166482120,False,,Rue de Carteret,residential,,True,79.426,"LINESTRING (-2.1146236 49.1820971, -2.1147152 49.1820749, -2.1150255 49.1820074, -2.1152072 49.1819679, -2.1156594 49.1818696)",,,,
166550731,False,,Rue de L'Etau,unclassified,30 mph,False,227.99900000000005,"LINESTRING (-2.1146236 49.1820971, -2.1146957 49.1821587, -2.1147758 49.1822563, -2.1148123 49.1823467, -2.1148293 49.1824232, -2.1148379 49.1824918, -2.1148198 49.1825575, -2.1147882 49.1826004, -2.1147482 49.1826548, -2.1146582 49.1827688, -2.1145372 49.1829222, -2.1145048 49.1829631, -2.1144576 49.1830514, -2.1144334 49.1831754, -2.1144405 49.1832538, -2.1144755 49.1833179, -2.1145517 49.1834096, -2.1146491 49.1835204, -2.1150623 49.1839318, -2.115072 49.1839413)",,,,
"[166550731, 2783813]",False,,"[""Rue de L'Etau"", ""La Rue de L'Etau""]",unclassified,30 mph,True,72.908,"LINESTRING (-2.1146236 49.1820971, -2.1144451 49.1820389, -2.1138736 49.1818596, -2.1137053 49.1818454)",,,,
905380367,True,A1,Route de la Liberation,trunk,30 mph,False,8.465,"LINESTRING (-2.1126153 49.1833136, -2.1126397 49.1833482, -2.1126544 49.183385)",roundabout,,,
2783796,True,X1,La Route du Port Elizabeth,tertiary,30 mph,False,165.05,"LINESTRING (-2.1123809 49.1832083, -2.1125633 49.1831291, -2.1126242 49.1830817, -2.1130808 49.1824889, -2.113379 49.1821016, -2.1134219 49.1820227, -2.1134104 49.1819247)",,,,
905380365,True,A1,Route de la Liberation,trunk,30 mph,False,21.302,"LINESTRING (-2.1123809 49.1832083, -2.1124741 49.1832274, -2.1125547 49.1832635, -2.1126153 49.1833136)",roundabout,,,
2783819,True,,Esplanade,secondary,20 mph,False,25.516000000000002,"LINESTRING (-2.1141559 49.1857562, -2.1140577 49.1857024, -2.1139937 49.185681, -2.1139282 49.185666, -2.113848 49.185656)",,,,
866390791,True,A1,Route de la Liberation,trunk,30 mph,False,36.763000000000005,"LINESTRING (-2.1141559 49.1857562, -2.114123 49.1856717, -2.1140942 49.1855789, -2.1140687 49.1854311)",,3,,
293563047,False,A16,Commercial Buildings,primary,30 mph,True,1.699,"LINESTRING (-2.1084165 49.181324, -2.1084234 49.1813094)",,,,
2783762,True,A1,Commercial Buildings,primary,30 mph,False,67.37,"LINESTRING (-2.1084165 49.181324, -2.1084647 49.1815097, -2.1085779 49.1816474, -2.1086344 49.1817036, -2.1086783 49.1817473, -2.1087973 49.1818657)",,2,,
"[479323256, 479323257, 171900285]",True,A1,Route de la Liberation,trunk,30 mph,False,348.99600000000004,"LINESTRING (-2.1103918 49.1827721, -2.1114848 49.1831264, -2.1118971 49.1832289, -2.1123756 49.1833902, -2.1124856 49.1834312, -2.1128102 49.1835638, -2.1132779 49.1837859, -2.1134769 49.1839111, -2.1136779 49.1840591, -2.1138531 49.1842434, -2.1139384 49.184361, -2.1141006 49.1846033)",,2,yes,
866390793,True,A1,Route de la Liberation,trunk_link,30 mph,False,138.873,"LINESTRING (-2.1103918 49.1827721, -2.1108737 49.1829057, -2.1114859 49.1830693, -2.1118681 49.1831688, -2.1119853 49.1831947, -2.1121659 49.1832348)",,,,
8591006,True,,Peirson Road,tertiary,20 mph,False,8.215,"LINESTRING (-2.1166921 49.1875587, -2.1166175 49.1876142)",,,,
1103752746,True,A1,Esplanade,trunk,30 mph,False,79.394,"LINESTRING (-2.1166921 49.1875587, -2.116011 49.1871484, -2.1159938 49.1871348, -2.1158903 49.187074)",,3,,
119606134,True,A9,Peirson Road,primary,30 mph,False,59.291,"LINESTRING (-2.114166 49.1889232, -2.11372 49.1891207, -2.1135449 49.1891928, -2.1134854 49.1892171)",,2,,
171044736,False,A9,Elizabeth Place,primary,30 mph,True,150.541,"LINESTRING (-2.1106678 49.189642, -2.1112589 49.1892034, -2.1116369 49.1889123, -2.1120298 49.188622)",,2,,
2783800,True,,,tertiary,30 mph,False,16.165,"LINESTRING (-2.1137053 49.1818454, -2.1137175 49.1818733, -2.1137175 49.1819024, -2.1137052 49.1819303, -2.1136815 49.181955, -2.1136484 49.1819744)",roundabout,,,
"[166550731, 2783813]",False,,"[""Rue de L'Etau"", ""La Rue de L'Etau""]",unclassified,30 mph,False,72.908,"LINESTRING (-2.1137053 49.1818454, -2.1138736 49.1818596, -2.1144451 49.1820389, -2.1146236 49.1820971)",,,,
118485817,True,A9,Gloucester Street,primary,30 mph,False,157.144,"LINESTRING (-2.1109733 49.187458, -2.1114785 49.1872674, -2.1115477 49.1872412, -2.1118643 49.1871209, -2.1121184 49.1870244, -2.1128323 49.1867365)",,2,,
167040604,False,B72,The Parade,secondary,20 mph,True,105.076,"LINESTRING (-2.1109733 49.187458, -2.1109371 49.1874196, -2.1107575 49.187229, -2.1102886 49.1867357, -2.1101513 49.1867037)",,2,,
203359677,True,,Gloucester Street,secondary,20 mph,False,80.67099999999999,"LINESTRING (-2.1109733 49.187458, -2.1100928 49.1877493, -2.1099829 49.1877856)",,,,
23209898,True,A1,Route de la Liberation,trunk,30 mph,False,92.349,"LINESTRING (-2.1104341 49.1828805, -2.1093474 49.1825203, -2.1093005 49.1825054)",,3,,
112342656,True,,Weighbridge Place,secondary,20 mph,False,47.327999999999996,"LINESTRING (-2.1093005 49.1825054, -2.1091363 49.1824642, -2.1089047 49.1823957, -2.108823 49.1823787, -2.108766 49.1823825, -2.108692 49.1823987)",,1,,
905385234,True,A1,Route de la Liberation,trunk,30 mph,False,48.962,"LINESTRING (-2.1093005 49.1825054, -2.1090214 49.1823166, -2.1088742 49.1821671)",,2,,
23209906,True,A17,La Route du Fort,trunk,30 mph,False,15.456,"LINESTRING (-2.1088742 49.1821671, -2.1087207 49.1820709)",,1,,
140517273,True,A1,Commercial Buildings,primary,30 mph,False,44.557,"LINESTRING (-2.1088742 49.1821671, -2.1087472 49.1819941, -2.1086624 49.1818871, -2.1085918 49.1818118)",,2,,
8591001,True,A1,Route de la Liberation,trunk,30 mph,False,158.409,"LINESTRING (-2.1087973 49.1818657, -2.1089587 49.1820161, -2.109156 49.1822446, -2.1094062 49.1824314, -2.1096179 49.1825255, -2.1100847 49.1826804, -2.1103918 49.1827721)",,2,,
140517273,True,A1,Commercial Buildings,primary,30 mph,False,29.858999999999998,"LINESTRING (-2.1083752 49.181583, -2.108347 49.1814598, -2.1083648 49.1814021, -2.1084165 49.181324)",,2,,
168423599,True,,Patriotic Place,residential,20 mph,False,76.343,"LINESTRING (-2.113454 49.1864901, -2.1140006 49.1870764)",,2,,
175857656,False,,Seaton Place,unclassified,20 mph,True,172.305,"LINESTRING (-2.113454 49.1864901, -2.113114 49.1863788, -2.1125927 49.1862082, -2.1121991 49.1860793, -2.1117729 49.1859398, -2.1113325 49.1857984)",,2,,
1017961305,True,A9,Gloucester Street,primary,30 mph,False,79.463,"LINESTRING (-2.113454 49.1864901, -2.1142909 49.1861677, -2.1143434 49.1861475, -2.1143959 49.1861272)",,3,,
111137120,True,,Esplanade,secondary,20 mph,False,16.73,"LINESTRING (-2.1083706 49.1826241, -2.1084933 49.1826341, -2.1085392 49.1826456, -2.1085744 49.182654, -2.1085942 49.1826553)",,1,,
946917697,True,A3,Weighbridge Place,secondary,20 mph,False,20.89,"LINESTRING (-2.1083706 49.1826241, -2.1084473 49.1825842, -2.1084871 49.1825646, -2.1085236 49.1825518, -2.1085659 49.1825328, -2.1086045 49.1825155)",,,,
30876974,True,A3,Hill Street,secondary,20 mph,False,88.791,"LINESTRING (-2.1048858 49.1835678, -2.1060792 49.1833971)",,,,
166666266,True,B76,Burrard Street,secondary,20 mph,False,44.285,"LINESTRING (-2.1043581 49.1860166, -2.1037491 49.1860033)",,,,
227189363,True,,Halkett Place,unclassified,20 mph,False,132.13,"LINESTRING (-2.1043581 49.1860166, -2.1040703 49.1870859, -2.1040431 49.1871869)",,,,
111137124,True,A3,Mulcaster Street,secondary,20 mph,False,67.776,"LINESTRING (-2.1069831 49.1831151, -2.1077349 49.182845, -2.1078003 49.1828215)",,1,,
30876976,False,,Halkett Place,unclassified,20 mph,False,40.815,"LINESTRING (-2.103953 49.1875492, -2.1040431 49.1871869)",,1,,
111137124,True,A3,Mulcaster Street,secondary,20 mph,False,72.79700000000001,"LINESTRING (-2.1060792 49.1833971, -2.1063245 49.1833206, -2.1068858 49.1831454, -2.1069831 49.1831151)",,1,,
119606134,True,A9,Peirson Road,primary,30 mph,False,23.438,"LINESTRING (-2.1134854 49.1892171, -2.113236 49.1893088, -2.1132041 49.1893202)",,2,,
33793729,True,A9,St. Aubin's Road,primary,30 mph,False,40.17,"LINESTRING (-2.1146547 49.1887544, -2.114166 49.1889232)",,2,,
"[830808140, 1017961311]",False,B87,St. Aubin's Road,primary,30 mph,False,170.82800000000003,"LINESTRING (-2.1146547 49.1887544, -2.1155187 49.1885047, -2.116047 49.1883801, -2.116245 49.1883579, -2.1164755 49.1883427, -2.1168595 49.1883504, -2.1168869 49.1883521)",,"['2', '3']",,
"[830808140, 1017961311]",False,B87,St. Aubin's Road,primary,30 mph,True,170.828,"LINESTRING (-2.1168869 49.1883521, -2.1168595 49.1883504, -2.1164755 49.1883427, -2.116245 49.1883579, -2.116047 49.1883801, -2.1155187 49.1885047, -2.1146547 49.1887544)",,"['2', '3']",,
118605348,False,,Windsor Road,residential,20 mph,True,90.123,"LINESTRING (-2.1048165 49.18942, -2.1053945 49.1893959, -2.1060541 49.1893683)",,,,
164982462,False,A8,Val Plaisant,secondary,20 mph,False,90.15700000000001,"LINESTRING (-2.1048165 49.18942, -2.1047549 49.1895261, -2.1046663 49.1896787, -2.1045907 49.1897811, -2.1043837 49.1900598, -2.1043098 49.1901593)",,,,
164982462,False,A8,Val Plaisant,secondary,20 mph,True,64.44999999999999,"LINESTRING (-2.1048165 49.18942, -2.1048737 49.1892882, -2.1049198 49.1891819, -2.1049727 49.1890751, -2.1050762 49.1888659)",,,,
113076191,True,,Savile Street,unclassified,20 mph,False,85.053,"LINESTRING (-2.1098471 49.1890967, -2.1103476 49.1894264, -2.1106678 49.189642)",,,,
164982700,False,B76,Union Street,secondary,20 mph,True,30.477,"LINESTRING (-2.1101513 49.1867037, -2.109732 49.1867081)",,2,,
167040604,False,B72,The Parade,secondary,20 mph,False,105.07599999999998,"LINESTRING (-2.1101513 49.1867037, -2.1102886 49.1867357, -2.1107575 49.187229, -2.1109371 49.1874196, -2.1109733 49.187458)",,2,,
164982342,True,B77,Halkett Place,secondary,20 mph,False,18.124,"LINESTRING (-2.1045385 49.1853567, -2.1045657 49.1852636, -2.1045853 49.1851966)",,,,
166474539,True,B77,Halkett Place,secondary,20 mph,False,74.53999999999999,"LINESTRING (-2.1045385 49.1853567, -2.104367 49.1859839, -2.1043581 49.1860166)",,,,
167040603,False,B92,Castle Street,secondary,20 mph,True,46.469,"LINESTRING (-2.1107454 49.1845812, -2.1103049 49.1848841)",,2,,
111137123,True,,Commercial Street,unclassified,20 mph,False,222.987,"LINESTRING (-2.1107454 49.1845812, -2.1106788 49.1845425, -2.110272 49.1843318, -2.1101164 49.1842602, -2.1092503 49.1838779, -2.1088018 49.1836732, -2.1082395 49.1834262)",,,,
938432606,False,B92,Castle Street,secondary,20 mph,False,44.168,"LINESTRING (-2.1107454 49.1845812, -2.1110675 49.1843838, -2.1111887 49.1843095)",,4,,
166301746,True,,Wharf Street,unclassified,20 mph,False,47.71,"LINESTRING (-2.1082395 49.1834262, -2.1079485 49.1830416)",,,,
168549904,True,,Conway Street,unclassified,20 mph,False,43.566,"LINESTRING (-2.1082395 49.1834262, -2.1078433 49.1837202)",,1,,
111137135,True,,Cross Street,unclassified,20 mph,False,62.683,"LINESTRING (-2.1078433 49.1837202, -2.1074878 49.1832066)",,,,
168549904,True,,Conway Street,unclassified,20 mph,False,31.026,"LINESTRING (-2.1078433 49.1837202, -2.1075742 49.1839368)",,1,,
171027941,True,A3,Weighbridge Place,secondary,20 mph,False,46.912000000000006,"LINESTRING (-2.1078003 49.1828215, -2.1078917 49.1827866, -2.1083706 49.1826241)",,2,,
111137127,True,,Hope Street,unclassified,20 mph,False,38.182,"LINESTRING (-2.1074878 49.1832066, -2.1079485 49.1830416)",,,,
111137126,True,,Bond Street,unclassified,20 mph,False,74.274,"LINESTRING (-2.1075742 49.1839368, -2.1072744 49.1835134, -2.1071447 49.1833307)",,1,,
"[111137121, 110971532, 168549904, 1074639250, 332925300]",True,,"['Conway Street', 'Church Street', 'Broad Street', 'Library Place']",unclassified,20 mph,False,165.331,"LINESTRING (-2.1075742 49.1839368, -2.1075214 49.1839803, -2.1074548 49.1840351, -2.1072414 49.1841119, -2.1072032 49.1841257, -2.1071419 49.184137, -2.1067535 49.1840706, -2.106401 49.1839827, -2.1062473 49.1836591, -2.1060792 49.1833971)",,1,,
166301746,True,,Wharf Street,unclassified,20 mph,False,26.740000000000002,"LINESTRING (-2.1079485 49.1830416, -2.1078518 49.182898, -2.1078003 49.1828215)",,,,
111137127,True,,Hope Street,unclassified,20 mph,False,28.501,"LINESTRING (-2.1071447 49.1833307, -2.1074878 49.1832066)",,,,
111137126,True,,Bond Street,unclassified,20 mph,False,26.695999999999998,"LINESTRING (-2.1071447 49.1833307, -2.1070615 49.1832197, -2.1069831 49.1831151)",,1,,
143291670,True,,Anley Street,unclassified,20 mph,False,83.841,"LINESTRING (-2.11186 49.1847146, -2.1111452 49.1853064)",,1,,
166551657,False,,Esplanade,secondary,20 mph,True,16.378,"LINESTRING (-2.11186 49.1847146, -2.1120289 49.1848121)",,2,,
"[166551657, 940075348]",False,,Esplanade,secondary,20 mph,False,66.404,"LINESTRING (-2.11186 49.1847146, -2.1117463 49.184646, -2.1113425 49.1844023, -2.1111887 49.1843095)",,"['2', '3']",,
869637698,True,,Anley Street,secondary,20 mph,False,39.158,"LINESTRING (-2.1111452 49.1853064, -2.1108501 49.1855658, -2.1108115 49.1855799)",,2,,
167040602,False,,Sand Street,unclassified,20 mph,False,19.51,"LINESTRING (-2.1108115 49.1855799, -2.1108217 49.185607, -2.1110073 49.185691)",,2,,
"[164982699, 938435428, 561288111]",True,B92,"['Castle Street', 'Sand Street']",secondary,20 mph,False,123.64999999999999,"LINESTRING (-2.1108115 49.1855799, -2.1107563 49.1855766, -2.1104504 49.1854647, -2.1103035 49.1854149, -2.1101573 49.1853585, -2.109999 49.1852904, -2.1099558 49.1852464, -2.1099503 49.1852083, -2.1099512 49.1851412, -2.1100326 49.185089, -2.1102638 49.1849188, -2.1103049 49.1848841)",,2,,
111137685,True,,Rue des Mielles,secondary,20 mph,False,77.038,"LINESTRING (-2.1103049 49.1848841, -2.1111452 49.1853064)",,2,,
167040603,False,B92,Castle Street,secondary,20 mph,False,46.469,"LINESTRING (-2.1103049 49.1848841, -2.1107454 49.1845812)",,2,,
140517315,True,,Esplanade,secondary,20 mph,False,41.906,"LINESTRING (-2.1085942 49.1826553, -2.1085977 49.1826839, -2.1086226 49.1827264, -2.1088047 49.1828774, -2.1089159 49.1829605)",,2,,
112342631,True,A17,Route du Fort,trunk,30 mph,False,63.116,"LINESTRING (-2.1073821 49.1815469, -2.1073856 49.1815474, -2.1075098 49.1815639, -2.1081251 49.1817478, -2.1081664 49.1817601, -2.108181 49.1817645)",,2,,
166666266,True,B76,Burrard Street,secondary,20 mph,False,67.52000000000001,"LINESTRING (-2.10609 49.1861382, -2.1056269 49.1860928, -2.1051697 49.1860554)",,,,
164982462,False,A8,Val Plaisant,secondary,20 mph,False,64.45,"LINESTRING (-2.1050762 49.1888659, -2.1049727 49.1890751, -2.1049198 49.1891819, -2.1048737 49.1892882, -2.1048165 49.18942)",,,,
166666221,True,A8,Val Plaisant,secondary,20 mph,False,63.525999999999996,"LINESTRING (-2.1050762 49.1888659, -2.1051759 49.1886356, -2.1053059 49.1883147)",,1,,
116346635,False,,Don Street,residential,20 mph,False,79.24,"LINESTRING (-2.1057199 49.1845956, -2.1056645 49.1847473, -2.1054953 49.1852035, -2.1054639 49.1852883)",,,,
116346619,True,,Duhamel Place,residential,20 mph,False,66.26,"LINESTRING (-2.1047317 49.1872565, -2.1046883 49.18751, -2.1046905 49.1878508)",,,,
30876976,False,,Halkett Place,unclassified,20 mph,True,40.815,"LINESTRING (-2.1040431 49.1871869, -2.103953 49.1875492)",,1,,
116346626,True,,Grove Street,unclassified,20 mph,False,50.64,"LINESTRING (-2.1040431 49.1871869, -2.1047317 49.1872565)",,1,,
116346612,True,,Vauxhall Street,unclassified,20 mph,False,62.581999999999994,"LINESTRING (-2.1055482 49.1878007, -2.105236 49.1878189, -2.1046905 49.1878508)",,1,,
173620300,True,A8,New Street,secondary,20 mph,False,16.802999999999997,"LINESTRING (-2.1055482 49.1878007, -2.1056086 49.1876989, -2.1056124 49.1876903, -2.1056263 49.1876586)",,,,
113076196,True,B78,Beresford Street,secondary,20 mph,False,45.40599999999999,"LINESTRING (-2.103923 49.1852867, -2.1041288 49.1853101, -2.1044342 49.1853448, -2.1044864 49.1853508, -2.1045385 49.1853567)",,,,
116346617,True,,Craig Street,residential,20 mph,False,64.493,"LINESTRING (-2.1049333 49.1866522, -2.105794 49.1867934)",,1,,
116346609,True,,Don Street,residential,20 mph,False,68.549,"LINESTRING (-2.1051697 49.1860554, -2.1049333 49.1866522)",,,,
166666266,True,B76,Burrard Street,secondary,20 mph,False,59.143,"LINESTRING (-2.1051697 49.1860554, -2.1048542 49.1860401, -2.1044209 49.1860196, -2.1043581 49.1860166)",,,,
116346614,True,,Don Street,residential,20 mph,False,87.93599999999999,"LINESTRING (-2.1054639 49.1852883, -2.1052036 49.185967, -2.1051939 49.1859922, -2.1051697 49.1860554)",,,,
116346635,False,,Don Street,residential,20 mph,True,79.24,"LINESTRING (-2.1054639 49.1852883, -2.1054953 49.1852035, -2.1056645 49.1847473, -2.1057199 49.1845956)",,,,
173620300,True,A8,New Street,secondary,20 mph,False,42.106,"LINESTRING (-2.1056507 49.1871603, -2.105794 49.1867934)",,,,
116346634,True,,Duhamel Street,residential,20 mph,False,64.797,"LINESTRING (-2.1056507 49.1871603, -2.1052058 49.187138, -2.1047619 49.1871143)",,1,,
173620300,True,A8,New Street,secondary,20 mph,False,75.965,"LINESTRING (-2.105794 49.1867934, -2.10609 49.1861382)",,,,
164982340,True,,Duhamel Place,residential,20 mph,False,15.964,"LINESTRING (-2.1047619 49.1871143, -2.1047317 49.1872565)",,,,
164982341,True,,Duhamel Place,residential,20 mph,False,52.872,"LINESTRING (-2.1047619 49.1871143, -2.1049333 49.1866522)",,1,,
116346628,False,,Rue de Funchal,unclassified,20 mph,False,135.074,"LINESTRING (-2.103599 49.1872082, -2.1035947 49.1870902, -2.1035751 49.1866706, -2.1037491 49.1860033)",,,,
116346638,True,,Waterloo Street,residential,20 mph,False,64.665,"LINESTRING (-2.1045853 49.1851966, -2.1048941 49.1852293, -2.1051389 49.1852554, -2.1054639 49.1852883)",,,,
"[979815995, 164982342]",True,B77,Halkett Place,secondary,20 mph,False,182.96,"LINESTRING (-2.1045853 49.1851966, -2.1046289 49.1850327, -2.1047046 49.1847484, -2.104837 49.184251, -2.1048652 49.184126, -2.1048854 49.18396, -2.1048968 49.1838666, -2.1048988 49.1837427, -2.1048858 49.1835678)",,,,
116346637,True,,Cattle Street,residential,20 mph,False,80.679,"LINESTRING (-2.1037491 49.1860033, -2.103923 49.1852867)",,,,
116346628,False,,Rue de Funchal,unclassified,20 mph,True,135.074,"LINESTRING (-2.1037491 49.1860033, -2.1035751 49.1866706, -2.1035947 49.1870902, -2.103599 49.1872082)",,,,
166666221,True,A8,Val Plaisant,secondary,20 mph,False,59.806,"LINESTRING (-2.1053059 49.1883147, -2.1053979 49.1881195, -2.1055482 49.1878007)",,1,,
164982460,True,,Great Union Road,unclassified,20 mph,False,32.614,"LINESTRING (-2.106746 49.1871754, -2.1067465 49.1874687)",,,,
118485811,True,B75,Devonshire Place,secondary,20 mph,False,18.158,"LINESTRING (-2.106746 49.1871754, -2.1068983 49.187172, -2.1069957 49.1871698)",,,,
118485821,True,,Poonah Road,residential,20 mph,False,59.583,"LINESTRING (-2.1084315 49.1891351, -2.1092504 49.1891089)",,,,destination
164982784,True,,Poonah Road,residential,20 mph,False,60.642,"LINESTRING (-2.1084315 49.1891351, -2.1075988 49.1891704)",,1,,destination
175867359,True,,Aquila Road,residential,20 mph,False,56.18299999999999,"LINESTRING (-2.1084315 49.1891351, -2.1084378 49.1892218, -2.1084683 49.1896398)",,,,
118485811,True,B75,Devonshire Place,secondary,20 mph,False,14.991,"LINESTRING (-2.1056263 49.1876586, -2.1056802 49.1876497, -2.1057102 49.1876447, -2.1058236 49.1876196)",,,,
173620300,True,A8,New Street,secondary,20 mph,False,55.437,"LINESTRING (-2.1056263 49.1876586, -2.1056295 49.187592, -2.1056453 49.1872508, -2.1056507 49.1871603)",,,,
175867359,True,,Aquila Road,residential,20 mph,False,41.977000000000004,"LINESTRING (-2.1084016 49.1887581, -2.1084157 49.1889406, -2.1084315 49.1891351)",,,,
164982705,False,B90,Le Geyt Street,unclassified,20 mph,False,32.414,"LINESTRING (-2.1074056 49.1860808, -2.1073148 49.1863195, -2.107298 49.1863637)",,2,,
