osmid,oneway,highway,reversed,length,lanes,name,geometry,maxspeed,ref,junction
489763180,True,tertiary,False,49.719,,вулиця Маяковського,"LINESTRING (30.2484809 50.5165773, 30.2484673 50.5166807, 30.2484325 50.5167609, 30.2483198 50.5168871, 30.248239 50.5169189, 30.248166 50.5169477)",,,
432934033,False,residential,False,67.823,,вулиця Шевченка,"LINESTRING (30.2404036 50.5188308, 30.2394629 50.5187113)",,,
432934033,False,residential,True,67.823,,вулиця Шевченка,"LINESTRING (30.2394629 50.5187113, 30.2404036 50.5188308)",,,
890925902,False,primary,False,93.765,,Соборна вулиця,"LINESTRING (30.2394629 50.5187113, 30.2394929 50.5186255, 30.2396102 50.5182685, 30.2397358 50.5178861)",50,О101325,
890925902,False,primary,True,164.899,,Соборна вулиця,"LINESTRING (30.2394629 50.5187113, 30.2393913 50.5189157, 30.2393806 50.5189459, 30.2389523 50.5201583)",50,О101325,
489763174,True,secondary,False,22.278000000000002,,,"LINESTRING (30.2480537 50.5169856, 30.2479909 50.5169824, 30.2479342 50.5169649, 30.2478913 50.5169355, 30.2478681 50.5168982, 30.2478678 50.5168582)",,,roundabout
489763176,True,secondary,False,28.352,,,"LINESTRING (30.2480537 50.5169856, 30.2479295 50.5170218, 30.2477128 50.5171181)",,,
891164726,True,secondary,False,9.154,,,"LINESTRING (30.248166 50.5169477, 30.2481156 50.5169735, 30.2480537 50.5169856)",,,roundabout
489763175,True,secondary,False,23.158,2,Центральна вулиця,"LINESTRING (30.2478678 50.5168582, 30.2479403 50.5166551)",50,,
489763174,True,secondary,False,22.938,,,"LINESTRING (30.2478678 50.5168582, 30.2478914 50.5168198, 30.2479359 50.5167897, 30.2479948 50.5167724, 30.2480595 50.5167703, 30.2481209 50.5167838)",,,roundabout
61009925,True,secondary,False,9.667,,вулиця Личака,"LINESTRING (30.2480764 50.5167016, 30.2481209 50.5167838)",,,
489763175,True,secondary,False,30.908,2,Центральна вулиця,"LINESTRING (30.2477128 50.5171181, 30.2478678 50.5168582)",50,,
"[489763177, 890925909, 890925910]",False,secondary,False,646.937,2,Центральна вулиця,"LINESTRING (30.2477128 50.5171181, 30.2477025 50.5171405, 30.24761 50.517342, 30.2475086 50.5176257, 30.247375 50.5181064, 30.2472911 50.5184085, 30.2472511 50.5185527, 30.2471937 50.5187592, 30.2471256 50.5190043, 30.2471199 50.5190248, 30.2469337 50.5196951, 30.2469213 50.5197397, 30.2468042 50.5202376, 30.2467962 50.5202688, 30.2467725 50.5203604, 30.246498 50.5214225, 30.24632 50.5221111, 30.24613 50.5228463)",50,,
891164726,True,secondary,False,4.584,,,"LINESTRING (30.2481209 50.5167838, 30.2481699 50.5168108)",,,roundabout
489763181,True,tertiary,False,37.488,,,"LINESTRING (30.2481699 50.5168108, 30.2482527 50.516812, 30.2483278 50.5167813, 30.2483815 50.516737, 30.248419 50.5166739, 30.2484809 50.5165773)",,,
891164726,True,secondary,False,16.395999999999997,,,"LINESTRING (30.2481699 50.5168108, 30.2481974 50.5168432, 30.2482062 50.5168797, 30.2481953 50.5169159, 30.248166 50.5169477)",,,roundabout
531947552,False,residential,True,171.5,,вулиця Академіка Заріфи Алієвої,"LINESTRING (30.2414019 50.5190085, 30.2408707 50.5205134)",,,
834642891,False,residential,False,181.087,1,вулиця Кірічека,"LINESTRING (30.2408689 50.5237714, 30.2414731 50.5221888)",50,,
59462574,True,residential,False,81.458,,вулиця Демʼяна Попова,"LINESTRING (30.2408689 50.5237714, 30.2404976 50.5237178, 30.2397452 50.5236093)",,,
834642891,False,residential,True,181.087,1,вулиця Кірічека,"LINESTRING (30.2414731 50.5221888, 30.2408689 50.5237714)",50,,
59462536,True,tertiary,False,128.182,2,вулиця Поезії,"LINESTRING (30.2414731 50.5221888, 30.2420333 50.5222693, 30.2430988 50.5224223, 30.2432417 50.5224428)",50,,
540153402,False,tertiary,True,12.579,2,Садова вулиця,"LINESTRING (30.239079 50.5250851, 30.239253 50.5251088)",50,,
947497613,True,residential,False,91.589,,вулиця 8 Березня,"LINESTRING (30.2424077 50.524872, 30.2426762 50.5240662)",,,
917359253,False,residential,False,32.004,,,"LINESTRING (30.2427949 50.520803, 30.2428885 50.5205214)",,,
"[106090000, 717192275]",True,residential,False,143.935,,Словʼянська вулиця,"LINESTRING (30.2427949 50.520803, 30.2436917 50.5209379, 30.2437332 50.5209402, 30.2437748 50.5209366, 30.243811 50.5209161, 30.2438288 50.5208899, 30.2439134 50.5205836, 30.2439281 50.5205373, 30.2440078 50.520305)",,,
917359253,False,residential,False,16.819,,,"LINESTRING (30.2428885 50.5205214, 30.2429345 50.520373)",,,
917359253,False,residential,True,46.542,,,"LINESTRING (30.2428885 50.5205214, 30.2430956 50.5205465, 30.2431449 50.5204023, 30.2429345 50.520373)",,,
917359253,False,residential,True,32.004,,,"LINESTRING (30.2428885 50.5205214, 30.2427949 50.520803)",,,
917359253,False,residential,True,16.819,,,"LINESTRING (30.2429345 50.520373, 30.2428885 50.5205214)",,,
917359253,False,residential,False,46.542,,,"LINESTRING (30.2429345 50.520373, 30.2431449 50.5204023, 30.2430956 50.5205465, 30.2428885 50.5205214)",,,
917359254,False,residential,False,105.28099999999999,,,"LINESTRING (30.2429345 50.520373, 30.2430529 50.5200135, 30.2426649 50.5199528, 30.2426978 50.519863, 30.2423427 50.5198044)",,,
917359254,False,residential,True,105.28099999999999,,,"LINESTRING (30.2423427 50.5198044, 30.2426978 50.519863, 30.2426649 50.5199528, 30.2430529 50.5200135, 30.2429345 50.520373)",,,
493057147,True,residential,False,96.799,,вулиця Тищенка,"LINESTRING (30.2397358 50.5178861, 30.2395713 50.5178593, 30.2384097 50.5176696)",,,
890925902,False,primary,True,93.765,,Соборна вулиця,"LINESTRING (30.2397358 50.5178861, 30.2396102 50.5182685, 30.2394929 50.5186255, 30.2394629 50.5187113)",50,О101325,
