osmid,highway,oneway,reversed,length,lanes,ref,geometry,name,maxspeed,bridge
103529802,residential,False,False,344.76399999999995,,,"LINESTRING (34.3459182 44.5810136, 34.3460015 44.5811682, 34.3460418 44.5812584, 34.3460469 44.5814833, 34.3460354 44.5816679, 34.3460549 44.5817246, 34.3462751 44.58179, 34.3465269 44.5817935, 34.3465306 44.5817946, 34.3468047 44.5818755, 34.3469809 44.5820328, 34.3470459 44.5822435, 34.3470887 44.5823907, 34.3471123 44.5825524, 34.3471115 44.5826968, 34.347095 44.5828195, 34.3472034 44.5829456, 34.3475053 44.5831618, 34.3475707 44.583236, 34.3476802 44.5832883, 34.3479243 44.583321)",,,
103529802,residential,False,True,252.23399999999998,,,"LINESTRING (34.3459182 44.5810136, 34.3455515 44.5806478, 34.3453817 44.580406, 34.3452936 44.5801532, 34.3453636 44.5799591, 34.3452975 44.5798832, 34.344801 44.5805759, 34.3447403 44.5806209, 34.3445876 44.5807358)",,,
103529803,residential,False,False,266.879,,,"LINESTRING (34.3459182 44.5810136, 34.3455337 44.581196, 34.345251 44.5813274, 34.345034 44.58146, 34.3449809 44.5815353, 34.3449948 44.5816497, 34.3450681 44.5820114, 34.3450754 44.5821815, 34.3450128 44.5822993, 34.3447511 44.5824414, 34.3446112 44.5824993, 34.3445097 44.582544, 34.3443069 44.5826207, 34.3440947 44.5826944)",,,
103529802,residential,False,True,344.764,,,"LINESTRING (34.3479243 44.583321, 34.3476802 44.5832883, 34.3475707 44.583236, 34.3475053 44.5831618, 34.3472034 44.5829456, 34.347095 44.5828195, 34.3471115 44.5826968, 34.3471123 44.5825524, 34.3470887 44.5823907, 34.3470459 44.5822435, 34.3469809 44.5820328, 34.3468047 44.5818755, 34.3465306 44.5817946, 34.3465269 44.5817935, 34.3462751 44.58179, 34.3460549 44.5817246, 34.3460354 44.5816679, 34.3460469 44.5814833, 34.3460418 44.5812584, 34.3460015 44.5811682, 34.3459182 44.5810136)",,,
127094198,unclassified,False,False,5.077,,35Н-014;О-010114,"LINESTRING (34.3440947 44.5826944, 34.3441118 44.5827384)",,,
127094198,unclassified,False,True,17.816,,35Н-014;О-010114,"LINESTRING (34.3440947 44.5826944, 34.3440372 44.5825395)",,,
103529803,residential,False,True,266.879,,,"LINESTRING (34.3440947 44.5826944, 34.3443069 44.5826207, 34.3445097 44.582544, 34.3446112 44.5824993, 34.3447511 44.5824414, 34.3450128 44.5822993, 34.3450754 44.5821815, 34.3450681 44.5820114, 34.3449948 44.5816497, 34.3449809 44.5815353, 34.345034 44.58146, 34.345251 44.5813274, 34.3455337 44.581196, 34.3459182 44.5810136)",,,
110881954,tertiary,False,False,391.5059999999999,2,35Н-029;С-010103,"LINESTRING (34.3371405 44.5810174, 34.3373884 44.5805896, 34.337562 44.580313, 34.337676 44.5801811, 34.3379456 44.579744, 34.3380482 44.5795772, 34.3386097 44.5786639, 34.3389243 44.5781594, 34.339007 44.5779819, 34.3390251 44.5777777)",Объездная дорога,,
"[765397696, 765397697, 110881954]",tertiary,False,True,269.172,2,"['35Н-029;С-010103', '35Н-029']","LINESTRING (34.3371405 44.5810174, 34.3371049 44.581116, 34.337101 44.581227, 34.3371171 44.5812942, 34.3371836 44.5813647, 34.3372628 44.5813996, 34.3373848 44.5814226, 34.3375318 44.5814165, 34.3376563 44.5814037, 34.3381042 44.5813488, 34.3387782 44.5812774, 34.3390734 44.5812429, 34.3396476 44.5811722, 34.340011 44.581107)","['Объездная дорога', 'улица Победы']",,yes
127094198,unclassified,False,True,283.91700000000003,,35Н-014;О-010114,"LINESTRING (34.3451495 44.5851185, 34.3450958 44.5850036, 34.3450811 44.5849596, 34.3450603 44.5848975, 34.3450293 44.5847218, 34.3450201 44.5845074, 34.3450515 44.5842429, 34.3450375 44.5841472, 34.3449999 44.5840587, 34.3449267 44.583957, 34.3447316 44.5837793, 34.3445023 44.5835143, 34.3443576 44.5833009, 34.3442018 44.5829701, 34.3441118 44.5827384)",,,
155787474,residential,False,False,175.11,,,"LINESTRING (34.345733 44.5844334, 34.3454852 44.5844322, 34.3454641 44.5841449, 34.3448861 44.5831134)",улица Васильченко,,
155822613,residential,False,True,211.257,,,"LINESTRING (34.3438493 44.5813102, 34.3429926 44.5814479, 34.3421994 44.5815761, 34.3412604 44.581387)",,,
302025635,tertiary,False,False,339.158,2,35Н-029;С-010103,"LINESTRING (34.3438493 44.5813102, 34.3438098 44.581164, 34.343757 44.581087, 34.3436955 44.5810142, 34.3436027 44.5809285, 34.3434647 44.5808473, 34.3433121 44.5808084, 34.3431234 44.5807796, 34.3422943 44.5808358, 34.340011 44.581107)",Объездная улица,60,
302025635,tertiary,False,True,138.723,2,35Н-029;С-010103,"LINESTRING (34.3438493 44.5813102, 34.343861 44.5814345, 34.3438559 44.5816011, 34.3438557 44.5817902, 34.3438556 44.5819307, 34.3438558 44.5820367, 34.3438753 44.5821474, 34.3439148 44.5822752, 34.3440372 44.5825395)",Объездная улица,60,
155822613,residential,False,False,211.257,,,"LINESTRING (34.3412604 44.581387, 34.3421994 44.5815761, 34.3429926 44.5814479, 34.3438493 44.5813102)",,,
103529802,residential,False,False,252.23399999999998,,,"LINESTRING (34.3445876 44.5807358, 34.3447403 44.5806209, 34.344801 44.5805759, 34.3452975 44.5798832, 34.3453636 44.5799591, 34.3452936 44.5801532, 34.3453817 44.580406, 34.3455515 44.5806478, 34.3459182 44.5810136)",,,
126784295,unclassified,False,False,85.692,,,"LINESTRING (34.3445876 44.5807358, 34.3447345 44.5805325, 34.344979 44.5801251, 34.3450394 44.580036)",Фрунзенское шоссе,,
126784295,unclassified,False,True,208.009,,,"LINESTRING (34.3445876 44.5807358, 34.3444494 44.5809388, 34.3443075 44.581187, 34.3442449 44.5812965, 34.3441958 44.5814517, 34.3441586 44.5816049, 34.3441276 44.581724, 34.3441051 44.5818468, 34.3440924 44.5819697, 34.3440924 44.582116, 34.3440975 44.5822479, 34.344099 44.5823444, 34.3440848 44.5824232, 34.3440669 44.5824904, 34.3440372 44.5825395)",Фрунзенское шоссе,,
110881954,tertiary,False,True,391.50600000000003,2,35Н-029;С-010103,"LINESTRING (34.3390251 44.5777777, 34.339007 44.5779819, 34.3389243 44.5781594, 34.3386097 44.5786639, 34.3380482 44.5795772, 34.3379456 44.579744, 34.337676 44.5801811, 34.337562 44.580313, 34.3373884 44.5805896, 34.3371405 44.5810174)",Объездная дорога,,
155822620,unclassified,False,False,116.74799999999999,,,"LINESTRING (34.342408 44.5820938, 34.3425013 44.5821985, 34.3425993 44.5822904, 34.3427209 44.5823755, 34.3429176 44.5824934, 34.3430693 44.5825484, 34.3432762 44.5826022, 34.3434326 44.5826255, 34.3435892 44.5826495)",,,
"[560560048, 127190121, 988045181, 560560047]",residential,False,"[False, True]",233.767,,,"LINESTRING (34.3460422 44.5783467, 34.345958 44.5782616, 34.345822 44.5783046, 34.3456952 44.5784444, 34.345514 44.5785377, 34.3452873 44.5785761, 34.3450698 44.578559, 34.3439392 44.5783528, 34.3438922 44.5784437, 34.3438216 44.5784812, 34.3436511 44.5786297, 34.3435699 44.5786519)",улица Строителей,,
"[560560051, 356242094]",residential,False,"[False, True]",116.94300000000001,,,"LINESTRING (34.3445982 44.5781362, 34.3443112 44.5780656, 34.3440028 44.5781305, 34.3438874 44.5782471, 34.3438238 44.5783298, 34.3437846 44.5783799, 34.3435699 44.5786519)",улица Строителей,,
155822620,unclassified,False,False,5.463,,,"LINESTRING (34.3435892 44.5826495, 34.3436548 44.5826647)",,,
155822620,unclassified,False,True,116.748,,,"LINESTRING (34.3435892 44.5826495, 34.3434326 44.5826255, 34.3432762 44.5826022, 34.3430693 44.5825484, 34.3429176 44.5824934, 34.3427209 44.5823755, 34.3425993 44.5822904, 34.3425013 44.5821985, 34.342408 44.5820938)",,,
359196224,residential,False,False,123.884,,,"LINESTRING (34.3435892 44.5826495, 34.3433738 44.5825309, 34.3432874 44.5824894, 34.3432313 44.5822449, 34.3430819 44.5816562)",,,
359196224,residential,False,True,123.884,,,"LINESTRING (34.3430819 44.5816562, 34.3432313 44.5822449, 34.3432874 44.5824894, 34.3433738 44.5825309, 34.3435892 44.5826495)",,,
126784295,unclassified,False,True,85.69200000000001,,,"LINESTRING (34.3450394 44.580036, 34.344979 44.5801251, 34.3447345 44.5805325, 34.3445876 44.5807358)",Фрунзенское шоссе,,
359196231,residential,False,False,221.733,,,"LINESTRING (34.3450394 44.580036, 34.3443635 44.5798023, 34.3443203 44.5797874, 34.3434804 44.5795076, 34.3436186 44.5791761, 34.3436041 44.5791323, 34.3435089 44.578846, 34.3434906 44.5787678)",,,
560560051,residential,False,False,14.337,,,"LINESTRING (34.3434906 44.5787678, 34.3435699 44.5786519)",улица Строителей,,
359196231,residential,False,False,101.944,,,"LINESTRING (34.3434906 44.5787678, 34.3425088 44.5784232, 34.3424078 44.57854)",,,
359196231,residential,False,True,221.733,,,"LINESTRING (34.3434906 44.5787678, 34.3435089 44.578846, 34.3436041 44.5791323, 34.3436186 44.5791761, 34.3434804 44.5795076, 34.3443203 44.5797874, 34.3443635 44.5798023, 34.3450394 44.580036)",,,
359196231,residential,False,True,101.944,,,"LINESTRING (34.3424078 44.57854, 34.3425088 44.5784232, 34.3434906 44.5787678)",,,
560560051,residential,False,True,14.337,,,"LINESTRING (34.3435699 44.5786519, 34.3434906 44.5787678)",улица Строителей,,
"[560560048, 127190121, 988045181, 560560047]",residential,False,"[False, True]",233.767,,,"LINESTRING (34.3435699 44.5786519, 34.3436511 44.5786297, 34.3438216 44.5784812, 34.3438922 44.5784437, 34.3439392 44.5783528, 34.3450698 44.578559, 34.3452873 44.5785761, 34.345514 44.5785377, 34.3456952 44.5784444, 34.345822 44.5783046, 34.345958 44.5782616, 34.3460422 44.5783467)",улица Строителей,,
"[560560051, 356242094]",residential,False,"[False, True]",116.94300000000001,,,"LINESTRING (34.3435699 44.5786519, 34.3437846 44.5783799, 34.3438238 44.5783298, 34.3438874 44.5782471, 34.3440028 44.5781305, 34.3443112 44.5780656, 34.3445982 44.5781362)",улица Строителей,,
155787474,residential,False,True,60.456999999999994,,,"LINESTRING (34.344589 44.5826127, 34.3447367 44.5828467, 34.3448861 44.5831134)",улица Васильченко,,
155787474,residential,False,False,60.456999999999994,,,"LINESTRING (34.3448861 44.5831134, 34.3447367 44.5828467, 34.344589 44.5826127)",улица Васильченко,,
155787474,residential,False,True,175.11,,,"LINESTRING (34.3448861 44.5831134, 34.3454641 44.5841449, 34.3454852 44.5844322, 34.345733 44.5844334)",улица Васильченко,,
849447461,residential,False,True,95.69200000000001,,,"LINESTRING (34.3448861 44.5831134, 34.3447161 44.5831296, 34.3444513 44.5826803, 34.3442216 44.5827025, 34.3441118 44.5827384)",,,
127094198,unclassified,False,True,5.077,,35Н-014;О-010114,"LINESTRING (34.3441118 44.5827384, 34.3440947 44.5826944)",,,
127094198,unclassified,False,False,283.917,,35Н-014;О-010114,"LINESTRING (34.3441118 44.5827384, 34.3442018 44.5829701, 34.3443576 44.5833009, 34.3445023 44.5835143, 34.3447316 44.5837793, 34.3449267 44.583957, 34.3449999 44.5840587, 34.3450375 44.5841472, 34.3450515 44.5842429, 34.3450201 44.5845074, 34.3450293 44.5847218, 34.3450603 44.5848975, 34.3450811 44.5849596, 34.3450958 44.5850036, 34.3451495 44.5851185)",,,
849447461,residential,False,False,95.69200000000001,,,"LINESTRING (34.3441118 44.5827384, 34.3442216 44.5827025, 34.3444513 44.5826803, 34.3447161 44.5831296, 34.3448861 44.5831134)",,,
