osmid,name,highway,oneway,reversed,length,width,geometry,lanes,ref,maxspeed
159917454,Центральна вулиця,tertiary,False,False,300.969,,"LINESTRING (35.258477 47.6543801, 35.2577367 47.6541343, 35.2565539 47.6536881, 35.2557224 47.6533918, 35.2549491 47.6530863)",2,О-080514,50
159917454,Центральна вулиця,tertiary,False,True,286.11,,"LINESTRING (35.258477 47.6543801, 35.2588418 47.6545246, 35.2597403 47.6549058, 35.259862 47.6549635, 35.2603841 47.6552111, 35.2613685 47.6557026, 35.2616273 47.6558318)",2,О-080514,50
198138432,,residential,False,True,130.252,,"LINESTRING (35.258477 47.6543801, 35.2585602 47.6541813, 35.258882 47.6536935, 35.2590242 47.6534297, 35.2590081 47.6532797)",,,
649600383,,residential,False,False,150.23499999999999,,"LINESTRING (35.258477 47.6543801, 35.258418 47.6545481, 35.2581525 47.6550973, 35.2579567 47.6554695, 35.257844 47.655661)",2,,
623172793,Юності вулиця,residential,False,False,137.972,,"LINESTRING (35.2543062 47.6545408, 35.2538529 47.6543548, 35.2533701 47.6541506, 35.2527264 47.6539031)",2,,
623172793,Юності вулиця,residential,False,True,58.169,,"LINESTRING (35.2543062 47.6545408, 35.2547219 47.6547215, 35.2549508 47.6548323)",2,,
623172793,Юності вулиця,residential,False,False,95.69200000000001,,"LINESTRING (35.2559745 47.6553467, 35.2556553 47.6551732, 35.2549508 47.6548323)",2,,
623172793,Юності вулиця,residential,False,True,176.34799999999998,,"LINESTRING (35.2559745 47.6553467, 35.2564439 47.6555978, 35.2568409 47.6557712, 35.257085 47.655876, 35.2572057 47.6559067, 35.2573264 47.6559483, 35.2575704 47.6559158, 35.2577609 47.6558001, 35.257844 47.655661)",2,,
647901154,Степна вулиця,residential,False,False,344.37600000000003,,"LINESTRING (35.2559745 47.6553467, 35.2558029 47.6555002, 35.2555588 47.6557658, 35.2551699 47.6561904, 35.2546763 47.6567233, 35.2544296 47.6570088, 35.2540433 47.6574207, 35.2537617 47.6577278, 35.2535605 47.6579808)",,,
623172796,Хортицька вулиця,residential,False,False,162.083,,"LINESTRING (35.2552611 47.6588823, 35.2535605 47.6579808)",,,
"[647901144, 499090722]",Ювілейна вулиця,residential,False,"[False, True]",425.868,,"LINESTRING (35.2552611 47.6588823, 35.257091 47.6573402, 35.2567604 47.6571732, 35.2563688 47.6569709, 35.2562293 47.6569781, 35.2560872 47.6570738, 35.2558351 47.6573376, 35.2552772 47.6579302)",,,
623172796,Хортицька вулиця,residential,False,True,226.279,,"LINESTRING (35.2552611 47.6588823, 35.2568731 47.6597855, 35.2571574 47.6599481, 35.2574578 47.6600981, 35.2576187 47.6601487)",,,
198138410,Каховська вулиця,unclassified,False,False,134.518,5,"LINESTRING (35.2521028 47.651949, 35.252202 47.6519454, 35.2523254 47.6519463, 35.2524313 47.6519572, 35.2525628 47.6519734, 35.2536236 47.6525164)",,,
198138410,Каховська вулиця,unclassified,False,False,8.106,5,"LINESTRING (35.2536236 47.6525164, 35.253704 47.6525652)",,,
198138410,Каховська вулиця,unclassified,False,True,134.518,5,"LINESTRING (35.2536236 47.6525164, 35.2525628 47.6519734, 35.2524313 47.6519572, 35.2523254 47.6519463, 35.252202 47.6519454, 35.2521028 47.651949)",,,
198138457,Юності вулиця,residential,False,True,266.818,4,"LINESTRING (35.257844 47.655661, 35.2581713 47.6558074, 35.2587325 47.6560777, 35.2590001 47.6562066, 35.2595553 47.6564758, 35.2607596 47.6570395)",,,
623172793,Юності вулиця,residential,False,False,176.348,,"LINESTRING (35.257844 47.655661, 35.2577609 47.6558001, 35.2575704 47.6559158, 35.2573264 47.6559483, 35.2572057 47.6559067, 35.257085 47.655876, 35.2568409 47.6557712, 35.2564439 47.6555978, 35.2559745 47.6553467)",2,,
649600383,,residential,False,True,150.23499999999999,,"LINESTRING (35.257844 47.655661, 35.2579567 47.6554695, 35.2581525 47.6550973, 35.258418 47.6545481, 35.258477 47.6543801)",2,,
198138455,,unclassified,False,False,434.0659999999999,5,"LINESTRING (35.2607596 47.6570395, 35.2607435 47.6571533, 35.2603519 47.6574966, 35.2600622 47.6577495, 35.2598691 47.657932, 35.2596223 47.6581777, 35.2594051 47.6583891, 35.2588284 47.6588299, 35.2580023 47.6594423, 35.2577716 47.6596519, 35.2577206 47.6597928, 35.2577287 47.6598903, 35.2577957 47.6599825, 35.2579728 47.6601884)",,,
198138457,Юності вулиця,residential,False,False,266.818,4,"LINESTRING (35.2607596 47.6570395, 35.2595553 47.6564758, 35.2590001 47.6562066, 35.2587325 47.6560777, 35.2581713 47.6558074, 35.257844 47.655661)",,,
623172792,,residential,False,True,148.504,,"LINESTRING (35.2607596 47.6570395, 35.2609903 47.6566872, 35.2611726 47.6564162, 35.2614436 47.6560892, 35.261689 47.6558651)",,,
647815940,Прибережна вулиця,residential,False,False,180.234,,"LINESTRING (35.2618512 47.6517584, 35.2627256 47.6522607, 35.2631065 47.6525805, 35.2634686 47.6529428)",,,
647825459,,residential,False,True,261.246,,"LINESTRING (35.2618512 47.6517584, 35.2617346 47.6518488, 35.2616313 47.6519689, 35.2615736 47.6521225, 35.261583 47.6522535, 35.2615227 47.6524531, 35.2614395 47.6525986, 35.2612746 47.6528154, 35.2611673 47.6530458, 35.2609836 47.6534541, 35.2609272 47.6536022, 35.2605423 47.653876)",,,
442651386,Пушкіна вулиця,residential,False,False,149.728,,"LINESTRING (35.2565351 47.652221, 35.2566048 47.6522734, 35.2571815 47.6526004, 35.2573398 47.6526961, 35.2576831 47.6528497, 35.2581766 47.6529509)",,,
647825456,,residential,False,True,153.612,,"LINESTRING (35.2565351 47.652221, 35.2560148 47.6524866, 35.2555454 47.6526925, 35.2552342 47.652866, 35.2549491 47.6530863)",,,
647825457,,residential,False,False,87.339,,"LINESTRING (35.259456 47.6525435, 35.2592066 47.6527513, 35.2589598 47.6530647, 35.2588633 47.6532147)",,,
442651386,Пушкіна вулиця,residential,False,False,59.214,,"LINESTRING (35.2581766 47.6529509, 35.2585173 47.6530792, 35.2588633 47.6532147)",,,
442651386,Пушкіна вулиця,residential,False,True,149.728,,"LINESTRING (35.2581766 47.6529509, 35.2576831 47.6528497, 35.2573398 47.6526961, 35.2571815 47.6526004, 35.2566048 47.6522734, 35.2565351 47.652221)",,,
442651350,,residential,False,False,149.89999999999998,,"LINESTRING (35.2634686 47.6529428, 35.2632889 47.6531578, 35.2631347 47.6533701, 35.2630757 47.6534966, 35.2629456 47.6536664, 35.262908 47.6537965, 35.2629483 47.6538958, 35.2630877 47.6540079, 35.2631883 47.6541524)",,,
647815940,Прибережна вулиця,residential,False,True,180.234,,"LINESTRING (35.2634686 47.6529428, 35.2631065 47.6525805, 35.2627256 47.6522607, 35.2618512 47.6517584)",,,
442651386,Пушкіна вулиця,residential,False,False,13.034,,"LINESTRING (35.2588633 47.6532147, 35.2590081 47.6532797)",,,
442651386,Пушкіна вулиця,residential,False,True,59.214,,"LINESTRING (35.2588633 47.6532147, 35.2585173 47.6530792, 35.2581766 47.6529509)",,,
647825457,,residential,False,True,87.339,,"LINESTRING (35.2588633 47.6532147, 35.2589598 47.6530647, 35.2592066 47.6527513, 35.259456 47.6525435)",,,
442651386,Пушкіна вулиця,residential,False,True,13.034,,"LINESTRING (35.2590081 47.6532797, 35.2588633 47.6532147)",,,
198138432,,residential,False,False,130.252,,"LINESTRING (35.2590081 47.6532797, 35.2590242 47.6534297, 35.258882 47.6536935, 35.2585602 47.6541813, 35.258477 47.6543801)",,,
442651386,Пушкіна вулиця,residential,False,False,134.406,,"LINESTRING (35.2590081 47.6532797, 35.2595419 47.6534279, 35.2602848 47.6537007, 35.2604082 47.6537567, 35.2605423 47.653876)",,,
442651386,Пушкіна вулиця,residential,False,False,54.259,,"LINESTRING (35.2605423 47.653876, 35.2610292 47.6542373)",,,
442651386,Пушкіна вулиця,residential,False,True,134.406,,"LINESTRING (35.2605423 47.653876, 35.2604082 47.6537567, 35.2602848 47.6537007, 35.2595419 47.6534279, 35.2590081 47.6532797)",,,
647825459,,residential,False,False,261.246,,"LINESTRING (35.2605423 47.653876, 35.2609272 47.6536022, 35.2609836 47.6534541, 35.2611673 47.6530458, 35.2612746 47.6528154, 35.2614395 47.6525986, 35.2615227 47.6524531, 35.261583 47.6522535, 35.2615736 47.6521225, 35.2616313 47.6519689, 35.2617346 47.6518488, 35.2618512 47.6517584)",,,
442651350,,residential,False,False,38.8,,"LINESTRING (35.2631883 47.6541524, 35.2632353 47.6542129, 35.2631937 47.6543231, 35.2630569 47.6544623)",,,
442651350,,residential,False,True,149.9,,"LINESTRING (35.2631883 47.6541524, 35.2630877 47.6540079, 35.2629483 47.6538958, 35.262908 47.6537965, 35.2629456 47.6536664, 35.2630757 47.6534966, 35.2631347 47.6533701, 35.2632889 47.6531578, 35.2634686 47.6529428)",,,
442651461,,residential,False,True,192.92999999999998,,"LINESTRING (35.2631883 47.6541524, 35.2629992 47.6541072, 35.2626854 47.6540485, 35.2624105 47.6539898, 35.2621919 47.6539094, 35.2620377 47.6538317, 35.2618499 47.6537621, 35.2616809 47.6537911, 35.2615482 47.6538949, 35.2613215 47.6540612, 35.2610292 47.6542373)",,,
442651386,Пушкіна вулиця,residential,False,True,54.259,,"LINESTRING (35.2610292 47.6542373, 35.2605423 47.653876)",,,
442651386,Пушкіна вулиця,residential,False,False,145.84199999999998,,"LINESTRING (35.2610292 47.6542373, 35.261642 47.6547902, 35.2622402 47.6552635)",,,
442651461,,residential,False,False,192.93,,"LINESTRING (35.2610292 47.6542373, 35.2613215 47.6540612, 35.2615482 47.6538949, 35.2616809 47.6537911, 35.2618499 47.6537621, 35.2620377 47.6538317, 35.2621919 47.6539094, 35.2624105 47.6539898, 35.2626854 47.6540485, 35.2629992 47.6541072, 35.2631883 47.6541524)",,,
442651350,,residential,False,False,111.967,,"LINESTRING (35.2630569 47.6544623, 35.2629402 47.6545698, 35.2629349 47.6546529, 35.2629322 47.6547342, 35.262837 47.6547956, 35.2626117 47.6549392, 35.2623059 47.6551786, 35.2622402 47.6552635)",,,
442651350,,residential,False,True,38.8,,"LINESTRING (35.2630569 47.6544623, 35.2631937 47.6543231, 35.2632353 47.6542129, 35.2631883 47.6541524)",,,
442651350,,residential,False,False,78.62899999999999,,"LINESTRING (35.2622402 47.6552635, 35.2621892 47.6553575, 35.2619572 47.6555671, 35.2616273 47.6558318)",,,
442651350,,residential,False,True,111.96700000000001,,"LINESTRING (35.2622402 47.6552635, 35.2623059 47.6551786, 35.2626117 47.6549392, 35.262837 47.6547956, 35.2629322 47.6547342, 35.2629349 47.6546529, 35.2629402 47.6545698, 35.2630569 47.6544623)",,,
442651386,Пушкіна вулиця,residential,False,True,145.84199999999998,,"LINESTRING (35.2622402 47.6552635, 35.261642 47.6547902, 35.2610292 47.6542373)",,,
159917454,Центральна вулиця,tertiary,False,True,5.922,,"LINESTRING (35.2616273 47.6558318, 35.261689 47.6558651)",2,О-080514,50
159917454,Центральна вулиця,tertiary,False,False,286.11,,"LINESTRING (35.2616273 47.6558318, 35.2613685 47.6557026, 35.2603841 47.6552111, 35.259862 47.6549635, 35.2597403 47.6549058, 35.2588418 47.6545246, 35.258477 47.6543801)",2,О-080514,50
442651350,,residential,False,True,78.629,,"LINESTRING (35.2616273 47.6558318, 35.2619572 47.6555671, 35.2621892 47.6553575, 35.2622402 47.6552635)",,,
159917454,Центральна вулиця,tertiary,False,False,5.922,,"LINESTRING (35.261689 47.6558651, 35.2616273 47.6558318)",2,О-080514,50
623172792,,residential,False,False,148.504,,"LINESTRING (35.261689 47.6558651, 35.2614436 47.6560892, 35.2611726 47.6564162, 35.2609903 47.6566872, 35.2607596 47.6570395)",,,
623172796,Хортицька вулиця,residential,False,True,26.884,,"LINESTRING (35.2576187 47.6601487, 35.2579728 47.6601884)",,,
623172796,Хортицька вулиця,residential,False,False,226.279,,"LINESTRING (35.2576187 47.6601487, 35.2574578 47.6600981, 35.2571574 47.6599481, 35.2568731 47.6597855, 35.2552611 47.6588823)",,,
647901154,Степна вулиця,residential,False,True,49.629000000000005,,"LINESTRING (35.2520719 47.6597892, 35.2522784 47.6596139, 35.2521685 47.659529, 35.252021 47.659482)",,,
647901154,Степна вулиця,residential,False,False,49.629000000000005,,"LINESTRING (35.252021 47.659482, 35.2521685 47.659529, 35.2522784 47.6596139, 35.2520719 47.6597892)",,,
647901154,Степна вулиця,residential,False,True,84.50999999999999,,"LINESTRING (35.252021 47.659482, 35.2522007 47.6593863, 35.25267 47.6588696)",,,
159917454,Центральна вулиця,tertiary,False,False,109.82000000000001,,"LINESTRING (35.2549491 47.6530863, 35.2544966 47.6529075, 35.2539629 47.6526799, 35.253704 47.6525652)",2,О-080514,50
159917454,Центральна вулиця,tertiary,False,True,300.969,,"LINESTRING (35.2549491 47.6530863, 35.2557224 47.6533918, 35.2565539 47.6536881, 35.2577367 47.6541343, 35.258477 47.6543801)",2,О-080514,50
647825456,,residential,False,False,153.612,,"LINESTRING (35.2549491 47.6530863, 35.2552342 47.652866, 35.2555454 47.6526925, 35.2560148 47.6524866, 35.2565351 47.652221)",,,
623172793,Юності вулиця,residential,False,False,58.169,,"LINESTRING (35.2549508 47.6548323, 35.2547219 47.6547215, 35.2543062 47.6545408)",2,,
623172793,Юності вулиця,residential,False,True,95.69200000000001,,"LINESTRING (35.2549508 47.6548323, 35.2556553 47.6551732, 35.2559745 47.6553467)",2,,
647901141,,unclassified,False,False,93.696,,"LINESTRING (35.2549508 47.6548323, 35.2551699 47.6546077, 35.2554032 47.6543024, 35.2555266 47.6540874)",,,
647901142,Шкільна вулиця,residential,False,True,120.223,,"LINESTRING (35.2541399 47.6535435, 35.254443 47.653661, 35.2549982 47.6538669, 35.2555266 47.6540874)",,,
647901141,,unclassified,False,True,93.696,,"LINESTRING (35.2555266 47.6540874, 35.2554032 47.6543024, 35.2551699 47.6546077, 35.2549508 47.6548323)",,,
647901142,Шкільна вулиця,residential,False,False,120.223,,"LINESTRING (35.2555266 47.6540874, 35.2549982 47.6538669, 35.254443 47.653661, 35.2541399 47.6535435)",,,
647901142,Шкільна вулиця,residential,False,True,196.113,,"LINESTRING (35.2555266 47.6540874, 35.2556744 47.6541525, 35.2566397 47.6546167, 35.2576616 47.6551082)",,,
647901142,Шкільна вулиця,residential,False,False,196.113,,"LINESTRING (35.2576616 47.6551082, 35.2566397 47.6546167, 35.2556744 47.6541525, 35.2555266 47.6540874)",,,
"[647901144, 499090722]",Ювілейна вулиця,residential,False,"[False, True]",425.868,,"LINESTRING (35.2552772 47.6579302, 35.2558351 47.6573376, 35.2560872 47.6570738, 35.2562293 47.6569781, 35.2563688 47.6569709, 35.2567604 47.6571732, 35.257091 47.6573402, 35.2552611 47.6588823)",,,
647901154,Степна вулиця,residential,False,False,84.50999999999999,,"LINESTRING (35.25267 47.6588696, 35.2522007 47.6593863, 35.252021 47.659482)",,,
647901154,Степна вулиця,residential,False,True,119.232,,"LINESTRING (35.25267 47.6588696, 35.2530509 47.658483, 35.2535605 47.6579808)",,,
