osmid,highway,oneway,reversed,length,geometry,lanes,ref,name,maxspeed,bridge,tunnel,width
29355818,living_street,True,False,59.086,"LINESTRING (23.0263725 46.8645147, 23.0264009 46.8646019, 23.0264874 46.8648413, 23.0265342 46.8650341)",,,Piața Republicii,RO:urban,,,
692281456,trunk,False,True,65.042,"LINESTRING (23.0263725 46.8645147, 23.0262228 46.8645438, 23.0259795 46.8645912, 23.0257421 46.8646374, 23.0255497 46.8646749)",2,DN1,Piața Republicii,50,,,
210642983,living_street,False,False,71.203,"LINESTRING (23.026566 46.8653009, 23.0256352 46.8653718)",,,,RO:urban,,,
210642983,living_street,False,True,16.36,"LINESTRING (23.026566 46.8653009, 23.0266194 46.8653091, 23.026772 46.865343)",,,,RO:urban,,,
"[210646777, 210646726]",living_street,False,True,99.23599999999999,"LINESTRING (23.026566 46.8653009, 23.02667 46.865869, 23.0262067 46.8659138)",,,Strada Vlădeasa,RO:urban,,,
1090690398,living_street,False,True,29.786,"LINESTRING (23.026566 46.8653009, 23.0265497 46.8651081, 23.0265342 46.8650341)",,,,RO:urban,,,
210642983,living_street,False,True,71.203,"LINESTRING (23.0256352 46.8653718, 23.026566 46.8653009)",,,,RO:urban,,,
210646731,primary,False,True,92.384,"LINESTRING (23.0256352 46.8653718, 23.0257777 46.8661969)",2,DN1G,Strada Vlădeasa,RO:urban,,,
692281457,primary,False,False,77.764,"LINESTRING (23.0256352 46.8653718, 23.0255658 46.864806, 23.0255497 46.8646749)",2,DN1G,Strada Vlădeasa,RO:urban,,,
"[210642986, 32335382, 32467527]",residential,False,False,447.8929999999999,"LINESTRING (23.0311978 46.8613846, 23.0309238 46.8614326, 23.0307452 46.861497, 23.0304389 46.8616032, 23.0300938 46.8616719, 23.0290346 46.8618141, 23.0283712 46.8618469, 23.0280898 46.8618517, 23.0258491 46.8619297, 23.025416 46.8619448)",,,"['Strada Morii', 'Strada 1 Mai']",RO:urban,yes,,
"[1090703802, 91264375]",trunk,False,False,121.35600000000001,"LINESTRING (23.0311978 46.8613846, 23.0311137 46.8614982, 23.0310958 46.8615328, 23.0310398 46.8616529, 23.0310075 46.8618157, 23.0310019 46.8619526, 23.0310271 46.8623342, 23.0310361 46.8624521)",2,DN1,Strada Protopop Aurel Munteanu,50,,,
32335384,residential,False,False,86.672,"LINESTRING (23.0242996 46.8613159, 23.0254375 46.8613626)",,,Strada Violetelor,RO:urban,,,
32335384,residential,False,True,86.672,"LINESTRING (23.0254375 46.8613626, 23.0242996 46.8613159)",,,Strada Violetelor,RO:urban,,,
210642967,primary,False,True,64.758,"LINESTRING (23.0254375 46.8613626, 23.025416 46.8619448)",,DN1R,Strada Avram Iancu,50,,,
32335388,residential,False,True,47.679,"LINESTRING (23.0201438 46.8617042, 23.0203527 46.8612999)",,,Strada Târgului,RO:urban,,,
450757012,residential,False,True,115.753,"LINESTRING (23.0201438 46.8617042, 23.0187477 46.861289)",,,Strada Budai Nagy Antal,RO:urban,,,
450757012,residential,False,False,98.339,"LINESTRING (23.0201438 46.8617042, 23.0202232 46.8617297, 23.0208492 46.8619306, 23.0209292 46.8619563, 23.0212968 46.8621032)",,,Strada Budai Nagy Antal,RO:urban,,,
450757012,residential,False,False,59.078,"LINESTRING (23.0212968 46.8621032, 23.0219881 46.8623458)",,,Strada Budai Nagy Antal,RO:urban,,,
210641880,residential,False,False,179.281,"LINESTRING (23.0212968 46.8621032, 23.0211265 46.8624686, 23.0207951 46.8636021, 23.0208001 46.8636749)",,,Strada Poștei,RO:urban,,,
450757012,residential,False,True,98.339,"LINESTRING (23.0212968 46.8621032, 23.0209292 46.8619563, 23.0208492 46.8619306, 23.0202232 46.8617297, 23.0201438 46.8617042)",,,Strada Budai Nagy Antal,RO:urban,,,
450757012,residential,False,False,115.753,"LINESTRING (23.0187477 46.861289, 23.0201438 46.8617042)",,,Strada Budai Nagy Antal,RO:urban,,,
210833692,residential,False,True,123.94899999999998,"LINESTRING (23.0187477 46.861289, 23.01905 46.8612384, 23.0193187 46.8612177, 23.0200966 46.8612416, 23.0203527 46.8612999)",,,Strada Budai Nagy Antal,RO:urban,,,
"[32345809, 450757012]",residential,False,True,186.25799999999998,"LINESTRING (23.0259681 46.8636451, 23.0258203 46.8636622, 23.0256808 46.8636746, 23.0255681 46.8636665, 23.0254783 46.8636568, 23.0241122 46.8630965, 23.0237925 46.8629804)",,,"['Strada Budai Nagy Antal', 'Strada Petőfi Sándor']",RO:urban,,,
210642967,primary,False,False,42.223,"LINESTRING (23.0259681 46.8636451, 23.0258957 46.8635121, 23.0257789 46.8632881)",,DN1R,Strada Avram Iancu,50,,,
210642967,primary,False,True,42.775,"LINESTRING (23.0259681 46.8636451, 23.0260308 46.863738, 23.0262174 46.8639899)",,DN1R,Strada Avram Iancu,50,,,
32467645,primary,False,True,103.611,"LINESTRING (23.0267063 46.8689726, 23.0263588 46.8698736)",2,DN1G,Strada Fildului,50,,,
"[32467636, 32467645]",primary,False,False,35.929,"LINESTRING (23.0267063 46.8689726, 23.0267062 46.8688888, 23.0266855 46.8688468, 23.0266652 46.8688081, 23.0266084 46.8686592)",2,DN1G,"['Strada Vlădeasa', 'Strada Fildului']","['50', 'RO:urban']",,,
210833700,residential,False,True,39.931,"LINESTRING (23.0219881 46.8623458, 23.0222466 46.8620332)",,,Strada Trandafirilor,RO:urban,,,
450757012,residential,False,False,154.272,"LINESTRING (23.0219881 46.8623458, 23.0237925 46.8629804)",,,Strada Budai Nagy Antal,RO:urban,,,
450757012,residential,False,True,59.078,"LINESTRING (23.0219881 46.8623458, 23.0212968 46.8621032)",,,Strada Budai Nagy Antal,RO:urban,,,
422071535,residential,False,False,126.562,"LINESTRING (23.0221073 46.8672913, 23.0221455 46.8661534)",,,,50,,,
210641871,residential,False,False,325.21400000000006,"LINESTRING (23.0221073 46.8672913, 23.0222441 46.8672822, 23.0230112 46.8672143, 23.023714 46.867251, 23.0237918 46.8672473, 23.0238749 46.867229, 23.0242773 46.8670896, 23.0244328 46.8670254, 23.024583 46.8669117, 23.0249371 46.8665651, 23.0252133 46.8663708, 23.0253796 46.8662901, 23.0255298 46.8662479, 23.0257777 46.8661969)",,,Strada Stadionului,RO:urban,,,
210641871,residential,False,True,234.22500000000002,"LINESTRING (23.0221073 46.8672913, 23.0212839 46.8672895, 23.020262 46.867262, 23.0190309 46.867196)",,,Strada Stadionului,RO:urban,,,
210641853,residential,False,True,142.958,"LINESTRING (23.0190309 46.867196, 23.0193187 46.8659255)",,,Strada Florilor,RO:urban,,,
210641871,residential,False,False,234.22500000000002,"LINESTRING (23.0190309 46.867196, 23.020262 46.867262, 23.0212839 46.8672895, 23.0221073 46.8672913)",,,Strada Stadionului,RO:urban,,,
210646731,primary,False,False,92.384,"LINESTRING (23.0257777 46.8661969, 23.0256352 46.8653718)",2,DN1G,Strada Vlădeasa,RO:urban,,,
210646731,primary,False,True,22.103,"LINESTRING (23.0257777 46.8661969, 23.0258417 46.8663908)",2,DN1G,Strada Vlădeasa,RO:urban,,,
210641871,residential,False,True,325.214,"LINESTRING (23.0257777 46.8661969, 23.0255298 46.8662479, 23.0253796 46.8662901, 23.0252133 46.8663708, 23.0249371 46.8665651, 23.024583 46.8669117, 23.0244328 46.8670254, 23.0242773 46.8670896, 23.0238749 46.867229, 23.0237918 46.8672473, 23.023714 46.867251, 23.0230112 46.8672143, 23.0222441 46.8672822, 23.0221073 46.8672913)",,,Strada Stadionului,RO:urban,,,
210641830,residential,False,True,343.419,"LINESTRING (23.0208001 46.8636749, 23.0220331 46.8638165, 23.0227814 46.8638936, 23.0231569 46.8639156, 23.0233083 46.8639146, 23.0236961 46.8639119, 23.0239697 46.8639229, 23.0240608 46.8639816, 23.024093 46.8640348, 23.0240966 46.8641029, 23.0241219 46.8645795, 23.0241291 46.8647161, 23.024135 46.8647935)",,,Strada Luceafărului,RO:urban,,,
210641880,residential,False,False,130.371,"LINESTRING (23.0208001 46.8636749, 23.0207915 46.8637812, 23.0205733 46.8648367)",,,Strada Poștei,RO:urban,,,
210641880,residential,False,True,179.281,"LINESTRING (23.0208001 46.8636749, 23.0207951 46.8636021, 23.0211265 46.8624686, 23.0212968 46.8621032)",,,Strada Poștei,RO:urban,,,
"[32467068, 1090692375]",trunk,False,False,108.46599999999998,"LINESTRING (23.0255497 46.8646749, 23.0253718 46.8646999, 23.0250284 46.8647377, 23.024674 46.8647648, 23.024135 46.8647935)",3,DN1,Strada Horea,RO:urban,,,
692281456,trunk,False,False,65.042,"LINESTRING (23.0255497 46.8646749, 23.0257421 46.8646374, 23.0259795 46.8645912, 23.0262228 46.8645438, 23.0263725 46.8645147)",2,DN1,Piața Republicii,50,,,
692281457,primary,False,True,77.764,"LINESTRING (23.0255497 46.8646749, 23.0255658 46.864806, 23.0256352 46.8653718)",2,DN1G,Strada Vlădeasa,RO:urban,,,
210641853,residential,False,False,142.958,"LINESTRING (23.0193187 46.8659255, 23.0190309 46.867196)",,,Strada Florilor,RO:urban,,,
706485577,residential,False,True,8.139,"LINESTRING (23.0193187 46.8659255, 23.0192141 46.8659099)",,,,,,,
210641853,residential,False,True,30.387,"LINESTRING (23.0193187 46.8659255, 23.0193938 46.8658008, 23.0195011 46.8657201, 23.0195358 46.8657028)",,,Strada Florilor,RO:urban,,,
29426451,living_street,False,True,41.093,"LINESTRING (23.027984 46.8655184, 23.0280976 46.8658797)",,,,RO:urban,,,
210642983,living_street,False,False,48.31,"LINESTRING (23.027984 46.8655184, 23.0273553 46.8654553)",,,,RO:urban,,,
210646765,living_street,False,False,21.026,"LINESTRING (23.027984 46.8655184, 23.0280384 46.865333)",,,,,,,
210642963,residential,False,False,208.145,"LINESTRING (23.0286072 46.862773, 23.0285509 46.8626575, 23.0284731 46.862608, 23.028398 46.8625805, 23.0282719 46.8625621, 23.026035 46.8626318)",,,Aleea 1 Mai,RO:urban,,,
210642971,living_street,False,True,62.925,"LINESTRING (23.026035 46.8626318, 23.0263301 46.8631605)",,,,,,,
210642963,residential,False,False,41.696,"LINESTRING (23.026035 46.8626318, 23.025968 46.8626436, 23.0255039 46.8627253)",,,Aleea 1 Mai,RO:urban,,,
210642963,residential,False,True,208.14500000000004,"LINESTRING (23.026035 46.8626318, 23.0282719 46.8625621, 23.028398 46.8625805, 23.0284731 46.862608, 23.0285509 46.8626575, 23.0286072 46.862773)",,,Aleea 1 Mai,RO:urban,,,
210642967,primary,False,False,42.775,"LINESTRING (23.0262174 46.8639899, 23.0260308 46.863738, 23.0259681 46.8636451)",,DN1R,Strada Avram Iancu,50,,,
692281450,primary,True,False,61.33,"LINESTRING (23.0262174 46.8639899, 23.0263649 46.86412, 23.0264718 46.86428, 23.0265526 46.8644064, 23.0265953 46.8644734)",2,DN1R,Strada Avram Iancu,50,,,
"[1090697138, 1090697137, 32467666, 210642973]",trunk,False,"[False, True]",110.087,"LINESTRING (23.0279782 46.864159, 23.0281205 46.8641246, 23.0288415 46.8639502, 23.0289773 46.8639174, 23.0292885 46.8638441, 23.0293441 46.8638304)",2,DN1,"['Piața Victoriei', 'Piața Republicii']",50,yes,,
"[692282226, 692282227, 422071326]",residential,False,True,38.216,"LINESTRING (23.0279782 46.864159, 23.0280242 46.8642688, 23.0280461 46.8643243, 23.0280775 46.8644035, 23.0281119 46.8644903)",,,Piața Republicii,50,,building_passage,
"[1090689040, 422071460]",living_street,False,False,63.10600000000001,"LINESTRING (23.0279782 46.864159, 23.0279622 46.8641032, 23.0279534 46.8640654, 23.0279471 46.8640383, 23.0279192 46.863738, 23.0279027 46.8635944)",,,Piața Republicii,,,,4.1
"[1090696005, 1090696006]",trunk,False,False,110.809,"LINESTRING (23.0279782 46.864159, 23.0278097 46.8641968, 23.0273558 46.8643065, 23.0267018 46.8644498, 23.0265953 46.8644734)",3,DN1,Piața Republicii,50,,,
692281453,trunk,False,False,17.55,"LINESTRING (23.0265953 46.8644734, 23.0263725 46.8645147)",3,DN1,Piața Republicii,50,,,
"[1090696005, 1090696006]",trunk,False,True,110.809,"LINESTRING (23.0265953 46.8644734, 23.0267018 46.8644498, 23.0273558 46.8643065, 23.0278097 46.8641968, 23.0279782 46.864159)",3,DN1,Piața Republicii,50,,,
29426451,living_street,False,False,41.093,"LINESTRING (23.0280976 46.8658797, 23.027984 46.8655184)",,,,RO:urban,,,
210642971,living_street,False,False,89.549,"LINESTRING (23.0269308 46.8637138, 23.0266492 46.8637322, 23.0263668 46.8632262, 23.0263301 46.8631605)",,,,,,,
210642963,residential,False,True,41.696,"LINESTRING (23.0255039 46.8627253, 23.025968 46.8626436, 23.026035 46.8626318)",,,Aleea 1 Mai,RO:urban,,,
210642967,primary,False,False,87.129,"LINESTRING (23.0255039 46.8627253, 23.0254857 46.862627, 23.0254402 46.8623813, 23.025416 46.8619448)",,DN1R,Strada Avram Iancu,50,,,
210642967,primary,False,True,66.025,"LINESTRING (23.0255039 46.8627253, 23.0255536 46.8628558, 23.0257789 46.8632881)",,DN1R,Strada Avram Iancu,50,,,
210646722,living_street,False,False,59.018,"LINESTRING (23.0286399 46.8649495, 23.0284557 46.8644339)",,,,,,,
210646765,living_street,False,False,25.723,"LINESTRING (23.0286399 46.8649495, 23.0289637 46.8648824)",,,,,,,
210646765,living_street,False,True,39.685,"LINESTRING (23.0286399 46.8649495, 23.0281403 46.8650529)",,,,,,,
210646757,living_street,False,True,35.687,"LINESTRING (23.0265342 46.8650341, 23.0269828 46.8649396)",,,,,,,
1090690398,living_street,False,False,29.786,"LINESTRING (23.0265342 46.8650341, 23.0265497 46.8651081, 23.026566 46.8653009)",,,,RO:urban,,,
210646717,living_street,False,False,22.806,"LINESTRING (23.0280732 46.864853, 23.0281403 46.8650529)",,,,,,,
210646726,living_street,False,False,30.258,"LINESTRING (23.0261144 46.8656491, 23.0262067 46.8659138)",,,,RO:urban,,,
32467636,primary,False,False,39.011,"LINESTRING (23.0266084 46.8686592, 23.0265098 46.8683149)",,DN1G,Strada Vlădeasa,RO:urban,,,
"[32467636, 32467645]",primary,False,True,35.929,"LINESTRING (23.0266084 46.8686592, 23.0266652 46.8688081, 23.0266855 46.8688468, 23.0267062 46.8688888, 23.0267063 46.8689726)",2,DN1G,"['Strada Fildului', 'Strada Vlădeasa']","['50', 'RO:urban']",,,
210646775,residential,False,True,324.002,"LINESTRING (23.0266084 46.8686592, 23.0261152 46.86883, 23.0244093 46.8694278, 23.0241626 46.8695048, 23.0239802 46.8695415, 23.0226766 46.8697249)",,,Strada Vlădeasa,RO:urban,,,
210646765,living_street,False,False,32.095,"LINESTRING (23.0280384 46.865333, 23.0281403 46.8650529)",,,,,,,
210646765,living_street,False,True,21.026,"LINESTRING (23.0280384 46.865333, 23.027984 46.8655184)",,,,,,,
210646758,living_street,False,True,93.536,"LINESTRING (23.0280384 46.865333, 23.0287223 46.8652266, 23.028843 46.8655787)",,,,,,,
210646760,living_street,False,False,32.065,"LINESTRING (23.0288672 46.8643707, 23.0284557 46.8644339)",,,,,,,
210646760,living_street,False,True,47.633,"LINESTRING (23.026772 46.865343, 23.0269828 46.8649396)",,,,,,,
210642983,living_street,False,False,16.36,"LINESTRING (23.026772 46.865343, 23.0266194 46.8653091, 23.026566 46.8653009)",,,,RO:urban,,,
210642983,living_street,False,True,46.116,"LINESTRING (23.026772 46.865343, 23.0272898 46.8654487, 23.0273553 46.8654553)",,,,RO:urban,,,
210646719,residential,False,True,140.59,"LINESTRING (23.0283602 46.8668349, 23.0289047 46.8667199, 23.0292346 46.8666057, 23.0299922 46.8662615)",,,Strada Apei,RO:urban,,,
210646753,residential,False,False,213.933,"LINESTRING (23.0283602 46.8668349, 23.0282717 46.8665525, 23.0282261 46.8665108, 23.0281162 46.8664687, 23.0279606 46.8664448, 23.02762 46.8664558, 23.0261124 46.8666228, 23.0259645 46.8666676)",,,Strada Tăbăcarilor,RO:urban,,,
210646753,residential,False,True,102.952,"LINESTRING (23.0283602 46.8668349, 23.0285265 46.8672901, 23.0286633 46.8677371)",,,Strada Tăbăcarilor,RO:urban,,,
210646758,living_street,False,False,93.536,"LINESTRING (23.028843 46.8655787, 23.0287223 46.8652266, 23.0280384 46.865333)",,,,,,,
210646717,living_street,False,True,22.806,"LINESTRING (23.0281403 46.8650529, 23.0280732 46.864853)",,,,,,,
210646765,living_street,False,False,39.685,"LINESTRING (23.0281403 46.8650529, 23.0286399 46.8649495)",,,,,,,
210646765,living_street,False,True,32.095,"LINESTRING (23.0281403 46.8650529, 23.0280384 46.865333)",,,,,,,
210646719,residential,False,False,140.59,"LINESTRING (23.0299922 46.8662615, 23.0292346 46.8666057, 23.0289047 46.8667199, 23.0283602 46.8668349)",,,Strada Apei,RO:urban,,,
210646744,residential,False,False,101.059,"LINESTRING (23.0299922 46.8662615, 23.030498 46.8667107, 23.0307681 46.8669985)",,,Strada Băii,RO:urban,,,
"[210646744, 210646764, 210646720]",residential,False,True,281.70799999999997,"LINESTRING (23.0299922 46.8662615, 23.0297925 46.866034, 23.0297362 46.8659479, 23.0296745 46.8657956, 23.0296716 46.8657852, 23.0294385 46.8649576, 23.0293017 46.864677, 23.0292883 46.8645816, 23.029295 46.8641892, 23.0293094 46.8640058, 23.0293728 46.8639589, 23.0293742 46.8639213, 23.0293609 46.8638789, 23.0293441 46.8638304)",,,Strada Băii,RO:urban,yes,,
210646744,residential,False,True,101.059,"LINESTRING (23.0307681 46.8669985, 23.030498 46.8667107, 23.0299922 46.8662615)",,,Strada Băii,RO:urban,,,
210646770,tertiary,False,False,179.859,"LINESTRING (23.0307681 46.8669985, 23.0305726 46.8670671, 23.0293666 46.8674903, 23.0286633 46.8677371)",,,Strada Gării,RO:urban,,,
210646753,residential,False,False,102.952,"LINESTRING (23.0286633 46.8677371, 23.0285265 46.8672901, 23.0283602 46.8668349)",,,Strada Tăbăcarilor,RO:urban,,,
210646770,tertiary,False,False,176.66199999999998,"LINESTRING (23.0286633 46.8677371, 23.0277755 46.8680525, 23.0273678 46.8681515, 23.0265098 46.8683149)",,,Strada Gării,RO:urban,,,
210646770,tertiary,False,True,179.859,"LINESTRING (23.0286633 46.8677371, 23.0293666 46.8674903, 23.0305726 46.8670671, 23.0307681 46.8669985)",,,Strada Gării,RO:urban,,,
210646757,living_street,False,False,35.687,"LINESTRING (23.0269828 46.8649396, 23.0265342 46.8650341)",,,,,,,
210646760,living_street,False,False,47.633,"LINESTRING (23.0269828 46.8649396, 23.026772 46.865343)",,,,,,,
210646760,living_street,False,True,105.118,"LINESTRING (23.0269828 46.8649396, 23.0270674 46.8647714, 23.0281119 46.8644903)",,,,,,,
210646722,living_street,False,True,59.018,"LINESTRING (23.0284557 46.8644339, 23.0286399 46.8649495)",,,,,,,
210646760,living_street,False,False,26.88,"LINESTRING (23.0284557 46.8644339, 23.0281119 46.8644903)",,,,,,,
210646760,living_street,False,True,32.065,"LINESTRING (23.0284557 46.8644339, 23.0288672 46.8643707)",,,,,,,
210646740,living_street,False,False,32.514,"LINESTRING (23.0274 46.8657461, 23.0273553 46.8654553)",,,,RO:urban,,,
210642983,living_street,False,True,48.31,"LINESTRING (23.0273553 46.8654553, 23.027984 46.8655184)",,,,RO:urban,,,
210646740,living_street,False,True,32.514,"LINESTRING (23.0273553 46.8654553, 23.0274 46.8657461)",,,,RO:urban,,,
210642983,living_street,False,False,46.116,"LINESTRING (23.0273553 46.8654553, 23.0272898 46.8654487, 23.026772 46.865343)",,,,RO:urban,,,
32467636,primary,False,True,39.011,"LINESTRING (23.0265098 46.8683149, 23.0266084 46.8686592)",,DN1G,Strada Vlădeasa,RO:urban,,,
32467636,primary,False,False,187.849,"LINESTRING (23.0265098 46.8683149, 23.0261528 46.8671599, 23.0259645 46.8666676)",,DN1G,Strada Vlădeasa,RO:urban,,,
210646770,tertiary,False,True,176.662,"LINESTRING (23.0265098 46.8683149, 23.0273678 46.8681515, 23.0277755 46.8680525, 23.0286633 46.8677371)",,,Strada Gării,RO:urban,,,
210646775,residential,False,False,324.00199999999995,"LINESTRING (23.0226766 46.8697249, 23.0239802 46.8695415, 23.0241626 46.8695048, 23.0244093 46.8694278, 23.0261152 46.86883, 23.0266084 46.8686592)",,,Strada Vlădeasa,RO:urban,,,
32467636,primary,False,True,187.849,"LINESTRING (23.0259645 46.8666676, 23.0261528 46.8671599, 23.0265098 46.8683149)",,DN1G,Strada Vlădeasa,RO:urban,,,
"[210646721, 210646731]",primary,False,False,32.208,"LINESTRING (23.0259645 46.8666676, 23.0258741 46.8664889, 23.0258417 46.8663908)",2,DN1G,Strada Vlădeasa,RO:urban,yes,,
210646753,residential,False,True,213.933,"LINESTRING (23.0259645 46.8666676, 23.0261124 46.8666228, 23.02762 46.8664558, 23.0279606 46.8664448, 23.0281162 46.8664687, 23.0282261 46.8665108, 23.0282717 46.8665525, 23.0283602 46.8668349)",,,Strada Tăbăcarilor,RO:urban,,,
210646726,living_street,False,True,30.258,"LINESTRING (23.0262067 46.8659138, 23.0261144 46.8656491)",,,,RO:urban,,,
"[210646777, 210646726]",living_street,False,False,99.23599999999999,"LINESTRING (23.0262067 46.8659138, 23.02667 46.865869, 23.026566 46.8653009)",,,Strada Vlădeasa,RO:urban,,,
706495294,living_street,False,True,81.32400000000001,"LINESTRING (23.0262067 46.8659138, 23.0263041 46.866, 23.0263626 46.8661892, 23.026352 46.8662314, 23.0262466 46.8662853, 23.0258417 46.8663908)",,,,RO:urban,,,
210646765,living_street,False,True,25.723,"LINESTRING (23.0289637 46.8648824, 23.0286399 46.8649495)",,,,,,,
32335388,residential,False,False,47.679,"LINESTRING (23.0203527 46.8612999, 23.0201438 46.8617042)",,,Strada Târgului,RO:urban,,,
210833692,residential,False,False,123.949,"LINESTRING (23.0203527 46.8612999, 23.0200966 46.8612416, 23.0193187 46.8612177, 23.01905 46.8612384, 23.0187477 46.861289)",,,Strada Budai Nagy Antal,RO:urban,,,
210833692,residential,False,True,166.081,"LINESTRING (23.0203527 46.8612999, 23.021156 46.8616836, 23.0222466 46.8620332)",,,Strada Budai Nagy Antal,RO:urban,,,
210833685,living_street,False,False,37.15,"LINESTRING (23.0293234 46.862982, 23.0296726 46.8627483)",,,,,,,
210833685,living_street,False,True,22.553,"LINESTRING (23.0300073 46.8622081, 23.0298539 46.8623817)",,,,,,,
450757012,residential,False,True,154.272,"LINESTRING (23.0237925 46.8629804, 23.0219881 46.8623458)",,,Strada Budai Nagy Antal,RO:urban,,,
210833692,residential,False,False,159.18800000000002,"LINESTRING (23.0237925 46.8629804, 23.0236612 46.8628298, 23.0233474 46.8626464, 23.0228914 46.862342, 23.0222466 46.8620332)",,,Strada Budai Nagy Antal,RO:urban,,,
"[32345809, 450757012]",residential,False,False,186.25799999999998,"LINESTRING (23.0237925 46.8629804, 23.0241122 46.8630965, 23.0254783 46.8636568, 23.0255681 46.8636665, 23.0256808 46.8636746, 23.0258203 46.8636622, 23.0259681 46.8636451)",,,"['Strada Budai Nagy Antal', 'Strada Petőfi Sándor']",RO:urban,,,
