osmid,oneway,lanes,ref,name,highway,maxspeed,est_width,reversed,length,geometry,junction
35875812,False,2,,Strada General Praporgescu,tertiary,RO:urban,,False,49.073,"LINESTRING (21.3250548 46.1790112, 21.3256161 46.1792203)",
"[16290281, 16291330]",True,1,,"['Strada Nicolae Grigorescu', 'Strada General Praporgescu']",tertiary,RO:urban,,False,314.745,"LINESTRING (21.3250548 46.1790112, 21.3249947 46.1789737, 21.3228281 46.1775153, 21.3226867 46.1775092, 21.3219356 46.1777753)",
741736799,False,,,Strada Ion C. Brătianu,tertiary,RO:urban,,True,100.398,"LINESTRING (21.3250548 46.1790112, 21.3250056 46.1790624, 21.3244865 46.179541, 21.324407 46.1796189, 21.3243712 46.1796589, 21.3243013 46.1797469)",
15738099,False,,DN79,Bulevardul Revoluției,secondary,RO:urban,,False,72.87,"LINESTRING (21.3204442 46.1783053, 21.3201162 46.1784203, 21.3199364 46.1784834, 21.3195985 46.1785995)",
253660750,True,2,DN79,Bulevardul Revoluției,primary,50,5,False,106.306,"LINESTRING (21.3204442 46.1783053, 21.3204763 46.1783515, 21.3206098 46.178543, 21.3210476 46.1791652)",
686166590,True,1,,,tertiary,30,,False,6.18,"LINESTRING (21.315015 46.1768074, 21.315003 46.1768033, 21.3149932 46.176797, 21.3149864 46.176789, 21.3149831 46.1767801, 21.3149836 46.1767708, 21.3149878 46.176762)",roundabout
16235373,True,2,,Strada George Coșbuc,tertiary,RO:urban,,False,116.423,"LINESTRING (21.3144691 46.1777838, 21.315015 46.1768074)",
16782523,True,2,,Strada Gheorghe Popa de Teiuș,tertiary,RO:urban,,False,131.427,"LINESTRING (21.3166902 46.1783367, 21.3174661 46.1793895)",
13970446,False,2,,Strada Gheorghe Popa de Teiuș,tertiary,RO:urban,,True,212.591,"LINESTRING (21.3166902 46.1783367, 21.3160314 46.1774704, 21.3153839 46.1766524)",
16777199,True,,,Piața Mihai Viteazul,residential,RO:urban,,False,121.674,"LINESTRING (21.3153221 46.1788794, 21.3165455 46.1784195, 21.3166228 46.1783816, 21.3166902 46.1783367)",
16777201,True,2,,Strada Aviator Ioan Sava,residential,RO:urban,,False,138.487,"LINESTRING (21.3153221 46.1788794, 21.3145504 46.1778665, 21.3145162 46.1778261, 21.3144691 46.1777838)",
16235373,True,2,,Strada George Coșbuc,tertiary,RO:urban,,False,164.71599999999998,"LINESTRING (21.3137053 46.1791675, 21.3144213 46.1778705, 21.3144691 46.1777838)",
13266873,True,1,,Bulevardul General Ion Dragalina,secondary,RO:urban,,False,98.242,"LINESTRING (21.3199242 46.1713165, 21.3199227 46.1717877, 21.3199184 46.1722)",
47188483,True,2,,Strada Unirii,residential,RO:urban,,False,102.032,"LINESTRING (21.3186001 46.1712855, 21.3189782 46.1712983, 21.319395 46.1713086, 21.3197383 46.1713103, 21.3199242 46.1713165)",
19795909,True,,,Bulevardul Decebal,tertiary,RO:urban,,False,33.657,"LINESTRING (21.319391 46.1749829, 21.3194707 46.1749625, 21.3196025 46.1749298, 21.3196281 46.1749236, 21.319649 46.1749187, 21.3196679 46.1749182, 21.3196858 46.1749207, 21.319703 46.1749265, 21.3197212 46.1749353, 21.319776 46.1749798)",
47188484,True,1,,Bulevardul Decebal,tertiary,RO:urban,,False,34.754,"LINESTRING (21.319391 46.1749829, 21.3194448 46.1749431, 21.3194735 46.1749079, 21.3194815 46.1748845, 21.319479 46.1748678, 21.3194762 46.1748495, 21.319448 46.1747865, 21.3194091 46.1746981)",
13266873,True,1,,Bulevardul General Ion Dragalina,secondary,RO:urban,,False,126.47999999999999,"LINESTRING (21.3199184 46.1722, 21.3199916 46.1728598, 21.3200342 46.1733346)",
47188484,True,1,,Bulevardul Decebal,tertiary,RO:urban,,False,99.157,"LINESTRING (21.3185704 46.172177, 21.3186001 46.1712855)",
19795913,True,2,,Strada Aviator Georgescu,residential,RO:urban,,False,103.832,"LINESTRING (21.3185704 46.172177, 21.3187264 46.1721814, 21.319369 46.1721931, 21.3197175 46.1721975, 21.3199184 46.1722)",
23726783,False,1,,Strada Aviator Georgescu,residential,RO:urban,,False,149.369,"LINESTRING (21.3185704 46.172177, 21.3184319 46.1721789, 21.3181078 46.1721875, 21.3180584 46.1721843, 21.3179725 46.1721712, 21.3177942 46.1720859, 21.3175453 46.1719432, 21.3174106 46.1718388, 21.3173407 46.1717452, 21.3172519 46.1714431)",
47188484,True,1,,Bulevardul Decebal,tertiary,RO:urban,,False,132.556,"LINESTRING (21.3186758 46.1733666, 21.3186053 46.1727696, 21.3185824 46.1724403, 21.3185704 46.172177)",
608272179,True,1,DN79,Bulevardul Revoluției,primary,50,5,False,78.414,"LINESTRING (21.3183165 46.1753778, 21.318789 46.1760025)",
"[608272184, 1106556796]",True,2,,Strada A. D. Xenopol,tertiary,RO:urban,,False,93.665,"LINESTRING (21.3183165 46.1753778, 21.3184259 46.1753376, 21.319391 46.1749829)",
686216351,False,,,Strada Blajului,residential,RO:urban,,False,56.958,"LINESTRING (21.3204695 46.1773186, 21.3211359 46.1770962)",
13267282,True,2,,Bulevardul General Vasile Milea,secondary,RO:urban,,False,97.434,"LINESTRING (21.3211359 46.1770962, 21.3219356 46.1777753)",
686216351,False,,,Strada Blajului,residential,RO:urban,,True,56.958,"LINESTRING (21.3211359 46.1770962, 21.3204695 46.1773186)",
20454270,True,,,Strada Ion Andreescu,residential,RO:urban,,False,74.317,"LINESTRING (21.3210476 46.1791652, 21.3219153 46.1788724)",
13267282,True,2,,Bulevardul General Vasile Milea,secondary,RO:urban,,False,38.5,"LINESTRING (21.3228869 46.1785612, 21.3232138 46.1788232)",
20454270,True,,,Strada Ion Andreescu,residential,RO:urban,,False,82.436,"LINESTRING (21.3219153 46.1788724, 21.3221121 46.1788092, 21.3227754 46.1785922, 21.3228869 46.1785612)",
20454323,False,,,Strada Ioan Vidu,residential,RO:urban,,False,80.596,"LINESTRING (21.3219153 46.1788724, 21.3221529 46.1791961, 21.3226253 46.1790417)",
13267282,True,2,,Bulevardul General Vasile Milea,secondary,RO:urban,,False,130.65499999999997,"LINESTRING (21.3232138 46.1788232, 21.3238694 46.1793544, 21.3241648 46.1796092, 21.3242095 46.1796543, 21.3242403 46.1796913, 21.3242578 46.179742)",
20454323,False,,,Strada Ioan Vidu,residential,RO:urban,,True,51.453,"LINESTRING (21.3232138 46.1788232, 21.3230648 46.1788877, 21.3226253 46.1790417)",
20454323,False,,,Strada Ioan Vidu,residential,RO:urban,,False,51.453,"LINESTRING (21.3226253 46.1790417, 21.3230648 46.1788877, 21.3232138 46.1788232)",
20454323,False,,,Strada Ioan Vidu,residential,RO:urban,,True,80.596,"LINESTRING (21.3226253 46.1790417, 21.3221529 46.1791961, 21.3219153 46.1788724)",
20454353,False,,,Strada Călugăreni,residential,RO:urban,,False,68.21900000000001,"LINESTRING (21.3226253 46.1790417, 21.3227787 46.1792554, 21.3228558 46.1793682, 21.3230104 46.1795942)",
20454353,False,,,Strada Călugăreni,residential,RO:urban,,True,68.219,"LINESTRING (21.3230104 46.1795942, 21.3228558 46.1793682, 21.3227787 46.1792554, 21.3226253 46.1790417)",
"[1106556798, 14030318]",True,"['1', '2']",DN79,Bulevardul Revoluției,primary,50,5,False,178.209,"LINESTRING (21.3190898 46.1776583, 21.3186643 46.176846, 21.3183479 46.1762031, 21.3183202 46.1761469)",
20856669,True,,,Strada Cloșca,residential,RO:urban,,False,199.563,"LINESTRING (21.3190898 46.1776583, 21.3190033 46.1776815, 21.3182026 46.1779105, 21.3178892 46.1779997, 21.3178407 46.1780129, 21.3166902 46.1783367)",
704864571,True,2,,Strada Lucian Blaga,tertiary,,,False,68.164,"LINESTRING (21.3141302 46.1735732, 21.3141081 46.173617, 21.3138386 46.174152)",
704864571,True,2,,Strada Lucian Blaga,tertiary,,,False,108.527,"LINESTRING (21.3138386 46.174152, 21.3133998 46.1750795)",
22935248,False,1,,Strada Ilarie Chendi,residential,RO:urban,,True,28.055,"LINESTRING (21.3147451 46.1751468, 21.3145909 46.1753754)",
"[304627933, 304627895]",True,1,,Strada Ilarie Chendi,residential,,,False,141.003,"LINESTRING (21.3147451 46.1751468, 21.3146349 46.1749175, 21.3145139 46.1746821, 21.3143422 46.1743348, 21.3143101 46.1742865, 21.3142504 46.1742512, 21.3138386 46.174152)",
222806860,True,1,,Strada Vasile Alecsandri,residential,RO:urban,,False,225.08800000000002,"LINESTRING (21.316635 46.1736766, 21.3165435 46.1737757, 21.3158408 46.1745366, 21.3155628 46.1748216, 21.3151337 46.1750453, 21.3147451 46.1751468)",
"[536150078, 1106556799]",True,2,DN79,Bulevardul Revoluției,primary,"['50', 'RO:urban']",5,False,199.98,"LINESTRING (21.316635 46.1736766, 21.3164899 46.17344, 21.315808 46.1722614, 21.3157796 46.1722104, 21.3157645 46.1721837, 21.3156663 46.172008)",
23088335,True,1,,Strada Vasile Goldiș,residential,RO:urban,,False,133.787,"LINESTRING (21.3153538 46.1711814, 21.3152831 46.1711778, 21.3141641 46.1711213, 21.3139555 46.1710991, 21.3137852 46.1710564, 21.3136489 46.1710092)",
23726783,False,1,,Strada Aviator Georgescu,residential,RO:urban,,True,149.369,"LINESTRING (21.3172519 46.1714431, 21.3173407 46.1717452, 21.3174106 46.1718388, 21.3175453 46.1719432, 21.3177942 46.1720859, 21.3179725 46.1721712, 21.3180584 46.1721843, 21.3181078 46.1721875, 21.3184319 46.1721789, 21.3185704 46.172177)",
47188485,True,1,,Strada Unirii,residential,RO:urban,,False,105.485,"LINESTRING (21.3172519 46.1714431, 21.3179095 46.1713371, 21.31809 46.1713202, 21.3186001 46.1712855)",
47188484,True,1,,Bulevardul Decebal,tertiary,RO:urban,,False,158.80999999999997,"LINESTRING (21.3194091 46.1746981, 21.319222 46.1744019, 21.3192062 46.1743737, 21.3191119 46.1741873, 21.3187779 46.1736132, 21.3187422 46.1735478, 21.3186955 46.1734663, 21.3186758 46.1733666)",
240089307,True,1,,Bulevardul General Vasile Milea,secondary,RO:urban,,False,74.248,"LINESTRING (21.319776 46.1749798, 21.3197903 46.1750046, 21.3201296 46.1755178, 21.3201198 46.1755941)",
608846233,False,2,,Strada Horia,tertiary,RO:urban,,False,137.24599999999998,"LINESTRING (21.3168961 46.175999, 21.3164005 46.1762175, 21.3153839 46.1766524)",
"[1106556795, 20454021]",False,"['2', '4']",,Strada Horia,tertiary,RO:urban,,True,100.894,"LINESTRING (21.3168961 46.175999, 21.3179022 46.1755467, 21.3179938 46.1755035)",
13266873,True,1,,Bulevardul General Ion Dragalina,secondary,RO:urban,,False,15.246,"LINESTRING (21.3199265 46.1711794, 21.3199242 46.1713165)",
303026943,True,,,,residential,,,False,62.293,"LINESTRING (21.3199265 46.1711794, 21.3207331 46.1712222)",
303027511,True,,,,residential,,,False,47.718999999999994,"LINESTRING (21.3207331 46.1712222, 21.3207813 46.1711802, 21.3208461 46.1711509, 21.3209211 46.1711372, 21.3209984 46.1711406, 21.3210702 46.1711607, 21.3211292 46.1711954, 21.3211694 46.1712413, 21.3211866 46.1712936)",roundabout
303026945,False,,,,residential,,,False,23.141,"LINESTRING (21.3214869 46.1713016, 21.3211866 46.1712936)",
303026945,False,,,,residential,,,True,23.141,"LINESTRING (21.3211866 46.1712936, 21.3214869 46.1713016)",
303027511,True,,,,residential,,,False,54.705,"LINESTRING (21.3211866 46.1712936, 21.3211787 46.171348, 21.321146 46.1713978, 21.321092 46.1714376, 21.3210223 46.1714633, 21.3209444 46.1714722, 21.3208666 46.1714632, 21.320797 46.1714375, 21.320743 46.1713976, 21.3207104 46.1713478)",roundabout
303027756,True,,,,residential,,,False,60.64,"LINESTRING (21.3207104 46.1713478, 21.3199242 46.1713165)",
303027511,True,,,,residential,,,False,14.39,"LINESTRING (21.3207104 46.1713478, 21.3207022 46.171305, 21.3207099 46.1712622, 21.3207331 46.1712222)",roundabout
308621892,True,2,,Strada Crișan,secondary,,,False,91.493,"LINESTRING (21.3174661 46.1793895, 21.3164184 46.1797778)",
20453972,True,,,Strada A. D. Xenopol,primary_link,RO:urban,,False,28.509,"LINESTRING (21.3179938 46.1755035, 21.3180956 46.1754638, 21.3181971 46.1754243, 21.3183165 46.1753778)",
"[1106556795, 20454021]",False,"['2', '4']",,Strada Horia,tertiary,RO:urban,,False,100.894,"LINESTRING (21.3179938 46.1755035, 21.3179022 46.1755467, 21.3168961 46.175999)",
"[1106556798, 1106556799]",True,"['1', '2']",DN79,Bulevardul Revoluției,primary,50,5,False,228.572,"LINESTRING (21.3179938 46.1755035, 21.317955 46.1754313, 21.3179173 46.1753752, 21.316635 46.1736766)",
22935157,True,2,,Strada Episcopiei,tertiary,RO:urban,,False,97.436,"LINESTRING (21.3133998 46.1750795, 21.313965 46.1752199, 21.3142477 46.1752907, 21.3145909 46.1753754)",
22935248,False,1,,Strada Ilarie Chendi,residential,RO:urban,,False,28.055,"LINESTRING (21.3145909 46.1753754, 21.3147451 46.1751468)",
23088487,True,1,,Strada Salacz Gyula,residential,RO:urban,,False,124.601,"LINESTRING (21.3145909 46.1753754, 21.3142576 46.1758332, 21.3138816 46.1763825)",
519535438,True,2,,Strada Episcopiei,tertiary,RO:urban,,False,190.55700000000002,"LINESTRING (21.3145909 46.1753754, 21.315256 46.1755548, 21.3168961 46.175999)",
"[608272179, 19796811, 536149463]",True,"['1', '2']",DN79,Bulevardul Revoluției,primary,"['50', 'RO:urban']",5,False,449.47400000000005,"LINESTRING (21.3160364 46.1716756, 21.3161131 46.1717499, 21.3162097 46.172077, 21.3162204 46.1721041, 21.3163191 46.1723407, 21.3168403 46.1733382, 21.316882 46.173413, 21.3169256 46.1734717, 21.316936 46.1734858, 21.3172967 46.1739745, 21.317542 46.1743056, 21.3176237 46.1744198, 21.3176595 46.1744699, 21.318232 46.1752605, 21.3183165 46.1753778)",
22935191,True,,,,primary_link,RO:urban,,False,69.991,"LINESTRING (21.3160364 46.1716756, 21.3160745 46.171914, 21.3160721 46.1719518, 21.3160638 46.1719783, 21.3160463 46.1720032, 21.3160227 46.1720269, 21.3159733 46.1720464, 21.3159375 46.1720556, 21.3158975 46.1720605, 21.3158608 46.1720625, 21.3158197 46.1720603, 21.3157719 46.1720526, 21.3157203 46.1720364, 21.3156663 46.172008)",
704864572,True,2,DN79,Bulevardul Revoluției,primary,RO:urban,5,False,17.347,"LINESTRING (21.3156663 46.172008, 21.3155843 46.1718627)",
686166588,True,1,,,residential,,,False,37.056,"LINESTRING (21.3164184 46.1797778, 21.3163164 46.1797691, 21.3162084 46.1797561, 21.3161199 46.1797399, 21.3160475 46.1797176, 21.3159596 46.1796874)",
16777195,True,2,,Strada Aviator Ioan Sava,residential,RO:urban,,False,102.378,"LINESTRING (21.3159596 46.1796874, 21.3159305 46.1796505, 21.3153221 46.1788794)",
608846233,False,2,,Strada Horia,tertiary,RO:urban,,True,27.216,"LINESTRING (21.3150764 46.1767731, 21.3153839 46.1766524)",
686166590,True,1,,,tertiary,30,,False,7.194999999999999,"LINESTRING (21.3150764 46.1767731, 21.3150759 46.1767823, 21.3150717 46.1767911, 21.3150641 46.1767987, 21.3150537 46.1768045, 21.3150414 46.1768081, 21.3150281 46.1768091, 21.315015 46.1768074)",roundabout
22935125,True,2,,Strada Octavian Goga,residential,RO:urban,,False,95.053,"LINESTRING (21.3149878 46.176762, 21.3138816 46.1763825)",
686166590,True,1,,,tertiary,30,,False,9.251,"LINESTRING (21.3149878 46.176762, 21.3149954 46.1767545, 21.3150058 46.1767486, 21.3150181 46.1767451, 21.3150314 46.1767441, 21.3150446 46.1767458, 21.3150565 46.1767499, 21.3150663 46.1767562, 21.3150731 46.1767641, 21.3150764 46.1767731)",roundabout
1205081000,True,2,,,secondary,,,False,12.361,"LINESTRING (21.324144 46.1798093, 21.3241652 46.1797753, 21.3242059 46.1797513, 21.3242578 46.179742)",roundabout
741736799,False,,,Strada Ion C. Brătianu,tertiary,RO:urban,,False,100.398,"LINESTRING (21.3243013 46.1797469, 21.3243712 46.1796589, 21.324407 46.1796189, 21.3244865 46.179541, 21.3250056 46.1790624, 21.3250548 46.1790112)",
1205081000,True,2,,,secondary,,,False,9.33,"LINESTRING (21.3243013 46.1797469, 21.3243283 46.1797565, 21.3243508 46.1797706, 21.3243675 46.1797881, 21.3243772 46.1798079)",roundabout
1205081000,True,2,,,secondary,,,False,3.409,"LINESTRING (21.3242578 46.179742, 21.3242799 46.179743, 21.3243013 46.1797469)",roundabout
1205081000,True,2,,,secondary,,,False,7.128,"LINESTRING (21.3243772 46.1798079, 21.3243774 46.17984, 21.3243598 46.1798696)",roundabout
