osmid,oneway,highway,reversed,length,lanes,ref,name,maxspeed,geometry,junction,bridge,access
485739086,True,tertiary,False,6.481,,,,,"LINESTRING (-75.8355945 21.1189032, -75.8355739 21.1189251, -75.8355582 21.1189503)",roundabout,,
55782771,False,primary,False,79.49799999999999,2,6-241,Carretera a Guardalavaca,80,"LINESTRING (-75.8364478 21.1168872, -75.8360896 21.1170196, -75.8357527 21.1171858)",,,
55782771,False,primary,True,124.684,2,6-241,Carretera a Guardalavaca,80,"LINESTRING (-75.8364478 21.1168872, -75.8372709 21.1165828, -75.8375652 21.1164739)",,,
"[55782816, 55782815]",False,tertiary,True,155.86899999999997,,,,50,"LINESTRING (-75.8353205 21.1164191, -75.8352057 21.1164504, -75.8350858 21.1165148, -75.8350091 21.1166107, -75.8349607 21.116731, -75.8349452 21.1168769, -75.8350948 21.1173431, -75.8351849 21.1176099)",,yes,
315166662,True,primary_link,False,147.291,,,,,"LINESTRING (-75.8353205 21.1164191, -75.8355252 21.116472, -75.835678 21.1165784, -75.8357624 21.1167444, -75.8357712 21.1169119, -75.835703 21.1170736, -75.8355965 21.117197, -75.8353648 21.1173503)",,,
485739077,False,tertiary,False,64.258,,,,50,"LINESTRING (-75.8351849 21.1176099, -75.8354105 21.1181481)",,,
"[55782816, 55782815]",False,tertiary,False,155.869,,,,50,"LINESTRING (-75.8351849 21.1176099, -75.8350948 21.1173431, -75.8349452 21.1168769, -75.8349607 21.116731, -75.8350091 21.1166107, -75.8350858 21.1165148, -75.8352057 21.1164504, -75.8353205 21.1164191)",,yes,
55782835,True,tertiary,False,149.953,,,,50,"LINESTRING (-75.8351849 21.1176099, -75.8355203 21.1186699, -75.8355945 21.1189032)",,,
55782825,True,tertiary,False,32.582,,,,,"LINESTRING (-75.835552 21.1220135, -75.8355518 21.1219438, -75.8355345 21.1218875, -75.8355142 21.1218573, -75.8354674 21.1218182, -75.8353963 21.1217943)",roundabout,,
55782826,True,tertiary,False,67.456,,,,50,"LINESTRING (-75.835552 21.1220135, -75.8356556 21.1219112, -75.8358396 21.1217711, -75.8360337 21.121607)",,,
515312048,False,residential,False,31.134,,,,,"LINESTRING (-75.8363449 21.1156248, -75.8360486 21.1156695)",,,
55782832,False,residential,False,128.061,,,,,"LINESTRING (-75.8363449 21.1156248, -75.8364032 21.1157886, -75.836448 21.1159945, -75.8366535 21.1162321, -75.8366985 21.1162422, -75.8367498 21.1162406, -75.8371086 21.1160768)",,,
55782832,False,residential,True,82.426,,,,,"LINESTRING (-75.8363449 21.1156248, -75.8360999 21.1153533, -75.8358052 21.1150818)",,,
485739081,True,tertiary,False,40.842,,,,50,"LINESTRING (-75.836306 21.1207651, -75.8362541 21.1211292)",,,yes
"[485739093, 372391223]",False,tertiary,True,134.425,,,,50,"LINESTRING (-75.836306 21.1207651, -75.8359432 21.1197022, -75.8359124 21.1196133)",,,yes
55782825,True,tertiary,False,85.093,,,,,"LINESTRING (-75.8353963 21.1217943, -75.8353335 21.1217966, -75.8352641 21.1218261, -75.8352209 21.1218687, -75.8351894 21.121934, -75.8351978 21.1220071, -75.8352449 21.1220816, -75.8352966 21.1221149, -75.835353 21.1221293, -75.8354157 21.1221252, -75.8354914 21.1220882, -75.8355306 21.1220424, -75.835552 21.1220135)",roundabout,,
485739076,False,residential,True,14.077,,,,,"LINESTRING (-75.8360337 21.121607, -75.8359456 21.1215107)",,,
55782826,True,tertiary,False,39.416,,,,50,"LINESTRING (-75.8360337 21.121607, -75.8362109 21.1214664, -75.8363407 21.1214013)",,,
891395500,False,residential,False,151.592,,,,,"LINESTRING (-75.8382412 21.1152256, -75.8378795 21.1154726, -75.8376276 21.115614, -75.8372502 21.1159259, -75.8371086 21.1160768)",,,
55782829,False,residential,False,95.92,,,,,"LINESTRING (-75.836907 21.1143013, -75.8368802 21.1145965, -75.836789 21.1146766, -75.8368563 21.1148305, -75.8370532 21.1150462)",,,
55782829,False,residential,False,116.31799999999998,,,,,"LINESTRING (-75.8370532 21.1150462, -75.837184 21.1151976, -75.8372322 21.1154672, -75.8372476 21.1156355, -75.8372074 21.1158125, -75.837143 21.1159226, -75.8370721 21.1160016)",,,
55782829,False,residential,True,95.92,,,,,"LINESTRING (-75.8370532 21.1150462, -75.8368563 21.1148305, -75.836789 21.1146766, -75.8368802 21.1145965, -75.836907 21.1143013)",,,
55782831,False,residential,False,49.974000000000004,,,,,"LINESTRING (-75.8370532 21.1150462, -75.8367487 21.1150469, -75.8365857 21.1151119)",,,
55782830,False,residential,False,9.179,,,,,"LINESTRING (-75.8370721 21.1160016, -75.8371086 21.1160768)",,,
55782829,False,residential,True,116.318,,,,,"LINESTRING (-75.8370721 21.1160016, -75.837143 21.1159226, -75.8372074 21.1158125, -75.8372476 21.1156355, -75.8372322 21.1154672, -75.837184 21.1151976, -75.8370532 21.1150462)",,,
55782830,False,residential,True,111.396,,,,,"LINESTRING (-75.8370721 21.1160016, -75.8369729 21.1157809, -75.8368038 21.1154984, -75.8367025 21.115364, -75.8365857 21.1151119)",,,
55782830,False,residential,False,55.318,,,,,"LINESTRING (-75.8363126 21.1146846, -75.8365857 21.1151119)",,,
55782830,False,residential,True,55.318,,,,,"LINESTRING (-75.8365857 21.1151119, -75.8363126 21.1146846)",,,
55782830,False,residential,False,111.396,,,,,"LINESTRING (-75.8365857 21.1151119, -75.8367025 21.115364, -75.8368038 21.1154984, -75.8369729 21.1157809, -75.8370721 21.1160016)",,,
55782831,False,residential,True,49.974000000000004,,,,,"LINESTRING (-75.8365857 21.1151119, -75.8367487 21.1150469, -75.8370532 21.1150462)",,,
55782832,False,residential,False,82.426,,,,,"LINESTRING (-75.8358052 21.1150818, -75.8360999 21.1153533, -75.8363449 21.1156248)",,,
55782830,False,residential,True,9.179,,,,,"LINESTRING (-75.8371086 21.1160768, -75.8370721 21.1160016)",,,
577814222,False,residential,False,46.522,,,,,"LINESTRING (-75.8371086 21.1160768, -75.8372527 21.116473)",,,
55782832,False,residential,True,128.061,,,,,"LINESTRING (-75.8371086 21.1160768, -75.8367498 21.1162406, -75.8366985 21.1162422, -75.8366535 21.1162321, -75.836448 21.1159945, -75.8364032 21.1157886, -75.8363449 21.1156248)",,,
891395500,False,residential,True,151.59199999999998,,,,,"LINESTRING (-75.8371086 21.1160768, -75.8372502 21.1159259, -75.8376276 21.115614, -75.8378795 21.1154726, -75.8382412 21.1152256)",,,
577814222,False,residential,True,46.522,,,,,"LINESTRING (-75.8372527 21.116473, -75.8371086 21.1160768)",,,
55782836,True,primary_link,False,200.643,,,,,"LINESTRING (-75.8372527 21.116473, -75.8368352 21.1164866, -75.8364551 21.1164674, -75.8360298 21.116442, -75.8353205 21.1164191)",,,
55782839,False,residential,False,158.38099999999997,,,,,"LINESTRING (-75.8322795 21.1180474, -75.8318801 21.1180241, -75.8314576 21.1179995, -75.8308464 21.1179638, -75.8307554 21.1179642)",,,
577814223,False,residential,True,189.456,,,,,"LINESTRING (-75.8322795 21.1180474, -75.8331831 21.1180066, -75.8340167 21.1176395)",,,
1128109980,False,residential,True,62.986000000000004,,,,,"LINESTRING (-75.8322795 21.1180474, -75.8323378 21.118072, -75.8323791 21.1181184, -75.8324823 21.1182795, -75.8325758 21.1184395, -75.8326151 21.1185067)",,,
577814223,False,residential,False,189.456,,,,,"LINESTRING (-75.8340167 21.1176395, -75.8331831 21.1180066, -75.8322795 21.1180474)",,,
223612991,False,residential,False,58.478,,,7,,"LINESTRING (-75.8306994 21.1184875, -75.8307554 21.1179642)",,,
223612991,False,residential,True,58.478,,,7,,"LINESTRING (-75.8307554 21.1179642, -75.8306994 21.1184875)",,,
55782839,False,residential,True,158.381,,,,,"LINESTRING (-75.8307554 21.1179642, -75.8308464 21.1179638, -75.8314576 21.1179995, -75.8318801 21.1180241, -75.8322795 21.1180474)",,,
485739062,True,primary,False,315.279,2,6-241,Carretera de Guardalavaca,80,"LINESTRING (-75.8353648 21.1173503, -75.8347321 21.1177031, -75.8338271 21.1181668, -75.8335359 21.1182924, -75.8326151 21.1185067)",,,
485739077,False,tertiary,True,64.258,,,,50,"LINESTRING (-75.8354105 21.1181481, -75.8351849 21.1176099)",,,
485739075,False,residential,True,9.598,,,,,"LINESTRING (-75.8326364 21.1185907, -75.8326151 21.1185067)",,,
"[41184481, 41184478]",False,residential,False,325.827,,,,,"LINESTRING (-75.8326364 21.1185907, -75.8325964 21.1186994, -75.8325247 21.1188452, -75.8325184 21.1189037, -75.8325414 21.1189778, -75.8326149 21.1191165, -75.833627 21.1205369, -75.8338055 21.1208071, -75.8340188 21.1210844)",,,
307598184,True,primary,False,99.019,2,6-241,Carretera de Guardalavaca,80,"LINESTRING (-75.8326364 21.1185907, -75.833078 21.1184846, -75.8335623 21.118374)",,,
485739079,True,tertiary,False,85.327,,,,50,"LINESTRING (-75.8357089 21.1188632, -75.8354105 21.1181481)",,,
485739086,True,tertiary,False,12.982,,,,,"LINESTRING (-75.8357089 21.1188632, -75.8356776 21.1188651, -75.8356474 21.1188726, -75.8356194 21.1188855, -75.8355945 21.1189032)",roundabout,,
55782842,True,primary_link,False,243.228,,,,,"LINESTRING (-75.8357695 21.1188765, -75.8357368 21.1186431, -75.835746 21.1184474, -75.8359871 21.1173695, -75.8360418 21.1172547, -75.8361605 21.1171198, -75.8364478 21.1168872)",,,
485739086,True,tertiary,False,6.4879999999999995,,,,,"LINESTRING (-75.8357695 21.1188765, -75.8357399 21.1188671, -75.8357089 21.1188632)",roundabout,,
485739086,True,tertiary,False,16.218999999999998,,,,,"LINESTRING (-75.8355582 21.1189503, -75.8355481 21.1189779, -75.835544 21.1190068, -75.835546 21.119036, -75.835554 21.1190642, -75.8355678 21.1190903)",roundabout,,
485739086,True,tertiary,False,25.948999999999998,,,,,"LINESTRING (-75.8358486 21.1190736, -75.8358587 21.119046, -75.8358628 21.119017, -75.8358608 21.1189879, -75.8358528 21.1189597, -75.835839 21.1189336, -75.83582 21.1189104, -75.8357965 21.1188911, -75.8357695 21.1188765)",roundabout,,
485739086,True,tertiary,False,9.731,,,,,"LINESTRING (-75.8355678 21.1190903, -75.8355868 21.1191135, -75.8356103 21.1191328, -75.8356373 21.1191474)",roundabout,,
485739092,True,tertiary,False,52.851000000000006,,,,50,"LINESTRING (-75.8355678 21.1190903, -75.8356034 21.1191967, -75.8356143 21.1192761, -75.8356034 21.1193583, -75.8355687 21.119447, -75.8355172 21.1195421)",,,
485739086,True,tertiary,False,25.950000000000003,,,,,"LINESTRING (-75.8356373 21.1191474, -75.8356669 21.1191568, -75.8356979 21.1191607, -75.8357291 21.1191588, -75.8357594 21.1191513, -75.8357874 21.1191384, -75.8358123 21.1191207, -75.8358329 21.1190988, -75.8358486 21.1190736)",roundabout,,
556114513,True,tertiary,False,21.799,,,,50,"LINESTRING (-75.8356373 21.1191474, -75.8357718 21.1192365, -75.8358094 21.1192599)",,,
"[1062485440, 407816275]",True,tertiary,False,21.136,,,,50,"LINESTRING (-75.8358094 21.1192599, -75.835823 21.1192159, -75.8358486 21.1190736)",,,
485739093,False,tertiary,False,40.723,,,,50,"LINESTRING (-75.8358094 21.1192599, -75.8358374 21.1193522, -75.8359124 21.1196133)",,,
"[485739093, 372391223]",False,tertiary,False,134.425,,,,50,"LINESTRING (-75.8359124 21.1196133, -75.8359432 21.1197022, -75.836306 21.1207651)",,,yes
485739093,False,tertiary,True,40.723,,,,50,"LINESTRING (-75.8359124 21.1196133, -75.8358374 21.1193522, -75.8358094 21.1192599)",,,
485739087,True,tertiary,False,12.932,,,,,"LINESTRING (-75.8362541 21.1211292, -75.8362299 21.1211475, -75.8362099 21.1211699, -75.8361951 21.1211955, -75.8361859 21.1212232)",roundabout,,
485739074,True,tertiary,False,42.611,,,,50,"LINESTRING (-75.8364308 21.1211302, -75.836306 21.1207651)",,,yes
485739087,True,tertiary,False,19.402,,,,,"LINESTRING (-75.8364308 21.1211302, -75.8364033 21.1211163, -75.8363736 21.1211077, -75.8363426 21.1211047, -75.8363115 21.1211074, -75.8362817 21.1211157, -75.8362541 21.1211292)",roundabout,,
55782824,True,tertiary,False,41.277,,,,50,"LINESTRING (-75.8361859 21.1212232, -75.8361373 21.1213299, -75.8360315 21.1214453, -75.8359456 21.1215107)",,,
485739087,True,tertiary,False,29.104000000000003,,,,,"LINESTRING (-75.8361859 21.1212232, -75.8361826 21.1212522, -75.8361855 21.1212811, -75.8361944 21.121309, -75.8362089 21.1213347, -75.8362265 21.121355, -75.8362285 21.1213573, -75.8362525 21.1213759, -75.8362799 21.1213897, -75.8363097 21.1213983, -75.8363407 21.1214013)",roundabout,,
485739087,True,tertiary,False,42.023999999999994,,,,,"LINESTRING (-75.8363407 21.1214013, -75.8363717 21.1213987, -75.8364016 21.1213904, -75.8364292 21.1213768, -75.8364534 21.1213585, -75.8364733 21.1213361, -75.8364882 21.1213106, -75.8364974 21.1212828, -75.8365006 21.1212539, -75.8364978 21.1212249, -75.8364889 21.1211971, -75.8364744 21.1211713, -75.8364547 21.1211488, -75.8364308 21.1211302)",roundabout,,
485739076,False,residential,False,14.077,,,,,"LINESTRING (-75.8359456 21.1215107, -75.8360337 21.121607)",,,
55782824,True,tertiary,False,65.49099999999999,,,,50,"LINESTRING (-75.8359456 21.1215107, -75.835822 21.1215954, -75.8356766 21.1216847, -75.8355097 21.121749, -75.8353963 21.1217943)",,,
515312048,False,residential,True,14.857,,,,,"LINESTRING (-75.8359072 21.1156908, -75.8360486 21.1156695)",,,
515312048,False,residential,False,14.857,,,,,"LINESTRING (-75.8360486 21.1156695, -75.8359072 21.1156908)",,,
515312048,False,residential,True,31.134,,,,,"LINESTRING (-75.8360486 21.1156695, -75.8363449 21.1156248)",,,
515312049,False,residential,False,29.049999999999997,,,,,"LINESTRING (-75.8360486 21.1156695, -75.8359816 21.1156085, -75.8358906 21.1154567)",,,
515312049,False,residential,True,29.049999999999997,,,,,"LINESTRING (-75.8358906 21.1154567, -75.8359816 21.1156085, -75.8360486 21.1156695)",,,
