osmid,lanes,highway,junction,oneway,reversed,length,geometry,name,maxspeed,ref,access
28314611,,residential,,False,True,29.189,"LINESTRING (-58.3907205 -34.801669, -58.3908638 -34.801748, -58.3909852 -34.8018162)",Leonardo Rosales,40,,
206790359,,residential,,False,True,132.432,"LINESTRING (-58.3831394 -34.8016111, -58.3839741 -34.8006371)",Erasmo Obligado,,,
28311929,,residential,,False,True,92.801,"LINESTRING (-58.3839741 -34.8006371, -58.3848198 -34.8011)",Hipólito Bouchard,40,,
206790359,,residential,,False,False,132.432,"LINESTRING (-58.3839741 -34.8006371, -58.3831394 -34.8016111)",Erasmo Obligado,,,
241742710,,residential,,False,True,69.34,"LINESTRING (-58.3938991 -34.7976752, -58.3932593 -34.7973393)",Juan Hunter,,,
"[28314569, 1002191956]",,residential,,True,False,82.584,"LINESTRING (-58.3938991 -34.7976752, -58.3937153 -34.7979259, -58.3934165 -34.7983032)",Somellera,40,,
28309641,2,residential,,False,False,244.55599999999998,"LINESTRING (-58.3855677 -34.7978533, -58.3859073 -34.7978045, -58.3877153 -34.7975081, -58.3881899 -34.7974085)",Diagonal Almirante Brown,40,,
28309641,2,residential,,False,True,48.447,"LINESTRING (-58.3855677 -34.7978533, -58.3853168 -34.7978943, -58.3850482 -34.7979418)",Diagonal Almirante Brown,40,,
504321360,,residential,,True,False,67.929,"LINESTRING (-58.3855677 -34.7978533, -58.3855755 -34.7979234, -58.3855794 -34.7979804, -58.3855759 -34.7980102, -58.3855644 -34.7980368, -58.3855474 -34.7980663, -58.3855171 -34.7980893, -58.38509 -34.7981647)",Diagonal Almirante Brown,40,,
504321361,,residential,,True,False,67.068,"LINESTRING (-58.384609 -34.799013, -58.384573 -34.7990122, -58.3845359 -34.7990088, -58.3844921 -34.798998, -58.3844532 -34.7989875, -58.3844145 -34.7989739, -58.3843654 -34.7989527, -58.3843371 -34.7989275, -58.3842367 -34.7985798)",Diagonal Juan B. Toll y Bernadet,,,
241742710,,residential,,False,False,69.34,"LINESTRING (-58.3932593 -34.7973393, -58.3938991 -34.7976752)",Juan Hunter,,,
241742710,,residential,,False,False,61.078,"LINESTRING (-58.3932593 -34.7973393, -58.3932272 -34.7972362, -58.3932218 -34.7972031, -58.3932084 -34.7971591, -58.3931615 -34.7971337, -58.3931172 -34.7971459, -58.393081 -34.7971833, -58.3930797 -34.7972218, -58.3930979 -34.7972546, -58.3932593 -34.7973393)",Juan Hunter,,,
241742710,,residential,,False,True,61.078,"LINESTRING (-58.3932593 -34.7973393, -58.3930979 -34.7972546, -58.3930797 -34.7972218, -58.393081 -34.7971833, -58.3931172 -34.7971459, -58.3931615 -34.7971337, -58.3932084 -34.7971591, -58.3932218 -34.7972031, -58.3932272 -34.7972362, -58.3932593 -34.7973393)",Juan Hunter,,,
28314490,,residential,,False,False,11.858,"LINESTRING (-58.3929859 -34.7932438, -58.3929248 -34.7933379)",Mariano Demaría,,,
634029095,2,tertiary,,True,False,68.88,"LINESTRING (-58.3929859 -34.7932438, -58.3936119 -34.7935894)",Avenida Amenedo,,,
28314489,,residential,,False,True,10.771,"LINESTRING (-58.3936119 -34.7935894, -58.3935739 -34.7936811)",Intendente Matta,,,
28314540,,residential,,True,False,75.292,"LINESTRING (-58.3909956 -34.7977854, -58.391448 -34.7972193)",Benigno Macías,,,
640750983,,residential,,False,False,55.366,"LINESTRING (-58.3909956 -34.7977854, -58.3904264 -34.7976138)",,,,
640750983,,residential,,False,True,55.366,"LINESTRING (-58.3904264 -34.7976138, -58.3909956 -34.7977854)",,,,
647841705,,residential,,False,True,56.763,"LINESTRING (-58.3880627 -34.7994355, -58.3886817 -34.7994827)",,,,
647841705,,residential,,False,False,56.763,"LINESTRING (-58.3886817 -34.7994827, -58.3880627 -34.7994355)",,,,
58098031,2,secondary,,True,False,207.711,"LINESTRING (-58.3886817 -34.7994827, -58.3886999 -34.7978219, -58.3887034 -34.7976148)",Avenida Espora,,RP210,
28311965,2,residential,,False,False,8.323,"LINESTRING (-58.3865779 -34.7931257, -58.3864993 -34.7930878)",Intendente Doctor Martín González,,,
28311965,2,residential,,False,True,37.945,"LINESTRING (-58.3865779 -34.7931257, -58.3869363 -34.7932984)",Intendente Doctor Martín González,,,
306433165,,residential,,True,False,145.697,"LINESTRING (-58.392196 -34.7998318, -58.3913232 -34.8009287)",Somellera,40,,
1081052791,,living_street,,False,False,55.629,"LINESTRING (-58.392196 -34.7998318, -58.3927096 -34.8001009)",,,,
1081052791,,living_street,,False,True,55.629,"LINESTRING (-58.3927096 -34.8001009, -58.392196 -34.7998318)",,,,
