osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,access,width,bridge
"[986831812, 168352508]",Plaza Benjamín Muñoz Gamero,primary,True,False,119.982,"LINESTRING (-70.9077789 -53.1633926, -70.9072981 -53.1629366, -70.9068173 -53.1624805)",2,50,,,
28306096,Avenida Cristobal Colón,secondary,True,False,120.975,"LINESTRING (-70.9049204 -53.1606781, -70.9041327 -53.160985, -70.9033968 -53.161269)",2,,,,
108046327,Hernando de Magallanes,primary,True,False,32.844,"LINESTRING (-70.9049204 -53.1606781, -70.904826 -53.1605884, -70.9046575 -53.1604283)",2,50,,,
28306100,Avenida Cristobal Colón,secondary,True,False,118.776,"LINESTRING (-70.9046575 -53.1604283, -70.9061517 -53.1598466)",2,,,,
"[28306296, 45419845, 108046327]",Hernando de Magallanes,primary,True,False,119.799,"LINESTRING (-70.9046575 -53.1604283, -70.9043135 -53.1601014, -70.9041486 -53.1599435, -70.903945 -53.1597446, -70.9036933 -53.1595193)",2,50,,,yes
28306096,Avenida Cristobal Colón,secondary,True,False,116.309,"LINESTRING (-70.9018849 -53.1618523, -70.9004183 -53.1624188)",2,,,,
108046329,Libertador Bernardo O'Higgins,residential,True,False,33.666,"LINESTRING (-70.9018849 -53.1618523, -70.9017541 -53.1617425, -70.9017295 -53.1617193, -70.9016141 -53.1615972)",2,,,,
28306100,Avenida Cristobal Colón,secondary,True,False,120.277,"LINESTRING (-70.9016141 -53.1615972, -70.9031333 -53.1610138)",2,,,,
108046329,Libertador Bernardo O'Higgins,residential,True,False,121.21,"LINESTRING (-70.9016141 -53.1615972, -70.9006665 -53.1606669)",2,,,,
28306246,Mejicana,residential,True,False,31.826,"LINESTRING (-70.901243 -53.1591816, -70.9016585 -53.1590407)",,,,,
"[784126323, 88679645]",Lautaro Navarro,residential,True,False,118.92500000000001,"LINESTRING (-70.901243 -53.1591816, -70.9020388 -53.1599761, -70.9021582 -53.1600996)",2,50,,,yes
91585332,Presidente Pedro Montt,tertiary,True,False,49.853,"LINESTRING (-70.9022824 -53.1642135, -70.902913 -53.1639725)",2,50,,,
45419842,Lautaro Navarro,residential,True,False,119.512,"LINESTRING (-70.9052918 -53.1630635, -70.9062436 -53.1639743)",,,,,
91585332,Presidente Pedro Montt,tertiary,True,False,120.604,"LINESTRING (-70.9052918 -53.1630635, -70.9068173 -53.1624805)",2,50,,,
698133493,Avenida Costanera del Estrecho,primary,True,False,47.536,"LINESTRING (-70.9016833 -53.1645594, -70.9019643 -53.1646606, -70.9022955 -53.1647786)",2,50,yes,14,
732429944,Presidente Pedro Montt,tertiary,True,False,14.791999999999998,"LINESTRING (-70.9016833 -53.1645594, -70.9016827 -53.1645074, -70.9017097 -53.1644663, -70.9017322 -53.164432)",2,50,,,
142230266,Presidente Julio Argentino Roca,tertiary,True,False,60.114,"LINESTRING (-70.9046889 -53.1645633, -70.9039266 -53.1648521)",2,50,,,
108046329,Libertador Bernardo O'Higgins,residential,True,False,119.03999999999999,"LINESTRING (-70.9046889 -53.1645633, -70.90381 -53.1637136, -70.9037478 -53.1636535)",2,,,,
142230267,Libertador Bernardo O'Higgins,residential,True,False,54.126999999999995,"LINESTRING (-70.9046889 -53.1645633, -70.9050627 -53.1649018, -70.905135 -53.16497)",,,,,
108046329,Libertador Bernardo O'Higgins,residential,True,False,117.493,"LINESTRING (-70.9037478 -53.1636535, -70.9028282 -53.1627521)",2,,,,
91585332,Presidente Pedro Montt,tertiary,True,False,122.061,"LINESTRING (-70.9037478 -53.1636535, -70.9038819 -53.1636023, -70.9052918 -53.1630635)",2,50,,,
986832075,Avenida Independencia,secondary,True,False,120.541,"LINESTRING (-70.9121564 -53.1655666, -70.9136813 -53.164984)",2,50,,,
88525067,José Nogueira,primary,True,False,35.501000000000005,"LINESTRING (-70.9121564 -53.1655666, -70.9122318 -53.1656387, -70.9123922 -53.1657921, -70.9124393 -53.1658371)",2,50,,,
986832074,Avenida Independencia,secondary,True,False,119.779,"LINESTRING (-70.9124393 -53.1658371, -70.9109104 -53.166403)",2,50,,,
88525067,José Nogueira,primary,True,False,118.86,"LINESTRING (-70.9124393 -53.1658371, -70.9129129 -53.1662898, -70.9133866 -53.1667427)",2,50,,,
350168191,Capitán Ignacio Carrera Pinto,residential,True,False,88.694,"LINESTRING (-70.9036933 -53.1595193, -70.9025687 -53.1599454)",,,,,
350168198,Hernando de Magallanes,primary,True,False,118.967,"LINESTRING (-70.9036933 -53.1595193, -70.9033788 -53.1592017, -70.9033595 -53.1591833, -70.9032352 -53.1590652, -70.9027557 -53.1586091)",2,50,,,
45419842,Lautaro Navarro,residential,True,False,123.65,"LINESTRING (-70.9062436 -53.1639743, -70.907225 -53.1649179)",,,,,
142230266,Presidente Julio Argentino Roca,tertiary,True,False,122.602,"LINESTRING (-70.9062436 -53.1639743, -70.9053413 -53.1643154, -70.9046889 -53.1645633)",2,50,,,
28306248,Capitán Ignacio Carrera Pinto,residential,True,False,119.76599999999999,"LINESTRING (-70.905199 -53.1589319, -70.9041515 -53.1593406, -70.9041253 -53.1593508, -70.9036933 -53.1595193)",,,,,
"[45419843, 45419851, 45419844]",Gobernador Carlos Bories,primary,True,False,119.94199999999998,"LINESTRING (-70.905199 -53.1589319, -70.9056202 -53.1593398, -70.9058104 -53.1595108, -70.9058467 -53.1595408, -70.9061517 -53.1598466)",2,50,,,yes
45419824,Presidente José Manuel Balmaceda,residential,True,False,120.509,"LINESTRING (-70.9112186 -53.16467, -70.9097045 -53.1652621)",,,,,
88525067,José Nogueira,primary,True,False,117.677,"LINESTRING (-70.9112186 -53.16467, -70.9121564 -53.1655666)",2,50,,,
45419824,Presidente José Manuel Balmaceda,residential,True,False,48.143,"LINESTRING (-70.9081833 -53.1658457, -70.9077752 -53.1660092, -70.9077254 -53.1660487, -70.9077187 -53.1660767, -70.9077194 -53.1661376)",,,,,
863020224,Avenida Costanera del Estrecho,primary,True,False,43.241,"LINESTRING (-70.9077194 -53.1661376, -70.9082764 -53.1663369)",2,50,yes,14,
45419824,Presidente José Manuel Balmaceda,residential,True,False,120.393,"LINESTRING (-70.9097045 -53.1652621, -70.9081833 -53.1658457)",,,,,
349376517,21 de Mayo,primary,True,False,121.07,"LINESTRING (-70.9097045 -53.1652621, -70.9087661 -53.1643299)",2,50,,,
45419844,Gobernador Carlos Bories,primary,True,False,121.868,"LINESTRING (-70.9073459 -53.1609894, -70.9083232 -53.1619156)",2,50,,,
170974611,José Menéndez,residential,True,False,118.286,"LINESTRING (-70.9073459 -53.1609894, -70.9058519 -53.1615632)",2,,,,
28306248,Capitán Ignacio Carrera Pinto,residential,True,False,124.857,"LINESTRING (-70.906809 -53.1583584, -70.905199 -53.1589319)",,,,,
"[350176155, 138710509, 138710510]",Chiloé,residential,True,False,74.24,"LINESTRING (-70.906809 -53.1583584, -70.9069818 -53.1585402, -70.9071856 -53.1587465, -70.9073896 -53.1589277)",,,,,yes
350168218,Armando Sanhueza,residential,True,False,116.191,"LINESTRING (-70.915248 -53.1643853, -70.9143613 -53.1634857)",,,,,
96565121,Monseñor José Fagnano,tertiary,True,False,124.56,"LINESTRING (-70.9139217 -53.1610646, -70.9123428 -53.1616635)",2,,,,
198197519,Avenida España,secondary,True,False,120.746,"LINESTRING (-70.9139217 -53.1610646, -70.912979 -53.1601374)",2,,,,
50444107,Presidente Federico Errázuriz,residential,True,False,117.636,"LINESTRING (-70.913342 -53.162519, -70.9148299 -53.1619503)",,,,,
350168218,Armando Sanhueza,residential,True,False,116.132,"LINESTRING (-70.913342 -53.162519, -70.9123428 -53.1616635)",,,,,
96565121,Monseñor José Fagnano,tertiary,True,False,122.395,"LINESTRING (-70.9123428 -53.1616635, -70.9107908 -53.1622515)",2,,,,
350168218,Armando Sanhueza,residential,True,False,121.563,"LINESTRING (-70.9123428 -53.1616635, -70.9113741 -53.1607373)",,,,,
170974611,José Menéndez,residential,True,False,118.591,"LINESTRING (-70.910395 -53.159835, -70.9089077 -53.16042)",2,,,,
350168218,Armando Sanhueza,residential,True,False,121.487,"LINESTRING (-70.910395 -53.159835, -70.9094261 -53.1589097)",,,,,
45419824,Presidente José Manuel Balmaceda,residential,True,False,124.158,"LINESTRING (-70.9128022 -53.1640823, -70.9112186 -53.16467)",,,,,
88679678,Chiloé,tertiary,True,False,116.135,"LINESTRING (-70.9128022 -53.1640823, -70.9136813 -53.164984)",2,50,,,
50444107,Presidente Federico Errázuriz,residential,True,False,126.234,"LINESTRING (-70.9117531 -53.1631365, -70.913342 -53.162519)",,,,,
88679678,Chiloé,tertiary,True,False,126.3,"LINESTRING (-70.9117531 -53.1631365, -70.9128022 -53.1640823)",2,50,,,
88679678,Chiloé,tertiary,True,False,39.053,"LINESTRING (-70.9089077 -53.16042, -70.9092214 -53.1607166)",2,50,,,
170974611,José Menéndez,residential,True,False,121.863,"LINESTRING (-70.9089077 -53.16042, -70.9073459 -53.1609894)",2,,,,
28306096,Avenida Cristobal Colón,secondary,True,False,123.825,"LINESTRING (-70.9079427 -53.1594746, -70.9064051 -53.1600992)",2,,,,
88679678,Chiloé,tertiary,True,False,123.249,"LINESTRING (-70.9079427 -53.1594746, -70.9089077 -53.16042)",2,50,,,
28306100,Avenida Cristobal Colón,secondary,True,False,117.724,"LINESTRING (-70.9076962 -53.1592467, -70.909195 -53.158687)",2,,,,
88679678,Chiloé,tertiary,True,False,30.211000000000002,"LINESTRING (-70.9076962 -53.1592467, -70.9078598 -53.1593929, -70.9079427 -53.1594746)",2,50,,,
50444107,Presidente Federico Errázuriz,residential,True,False,121.776,"LINESTRING (-70.907225 -53.1649179, -70.9087661 -53.1643299)",,,,,
45419842,Lautaro Navarro,residential,True,False,121.344,"LINESTRING (-70.907225 -53.1649179, -70.9080623 -53.1657285, -70.9081833 -53.1658457)",,,,,
50444107,Presidente Federico Errázuriz,residential,True,False,118.469,"LINESTRING (-70.9087661 -53.1643299, -70.9102445 -53.1637387)",,,,,
349376517,21 de Mayo,primary,True,False,61.497,"LINESTRING (-70.9087661 -53.1643299, -70.9082735 -53.1638623)",2,50,,,
50444107,Presidente Federico Errázuriz,residential,True,False,120.824,"LINESTRING (-70.9102445 -53.1637387, -70.9117531 -53.1631365)",,,,,
88525067,José Nogueira,primary,True,False,122.232,"LINESTRING (-70.9102445 -53.1637387, -70.9112186 -53.16467)",2,50,,,
170974611,José Menéndez,residential,True,False,120.518,"LINESTRING (-70.9058519 -53.1615632, -70.9043492 -53.1621657)",2,,,,
108046327,Hernando de Magallanes,primary,True,False,116.374,"LINESTRING (-70.9058519 -53.1615632, -70.9054737 -53.1612038, -70.9049204 -53.1606781)",2,50,,,
107932024,Presidente Jorge Montt,secondary,True,False,117.38,"LINESTRING (-70.9013517 -53.1633174, -70.9022824 -53.1642135)",2,,,,
45419842,Lautaro Navarro,residential,True,False,117.962,"LINESTRING (-70.9043492 -53.1621657, -70.9052918 -53.1630635)",,,,,
170974611,José Menéndez,residential,True,False,120.556,"LINESTRING (-70.9043492 -53.1621657, -70.9028282 -53.1627521)",2,,,,
108046329,Libertador Bernardo O'Higgins,residential,True,False,118.175,"LINESTRING (-70.9028282 -53.1627521, -70.9018849 -53.1618523)",2,,,,
170974611,José Menéndez,residential,True,False,116.791,"LINESTRING (-70.9028282 -53.1627521, -70.9013517 -53.1633174)",2,,,,
111629218,Juez Waldo Seguel,tertiary,True,False,126.089,"LINESTRING (-70.9113741 -53.1607373, -70.912979 -53.1601374)",2,,,,
350168218,Armando Sanhueza,residential,True,False,67.004,"LINESTRING (-70.9113741 -53.1607373, -70.9108245 -53.1602328)",,,,,
88679678,Chiloé,tertiary,True,False,120.405,"LINESTRING (-70.9098621 -53.1613228, -70.9107908 -53.1622515)",2,50,,,
111629218,Juez Waldo Seguel,tertiary,True,False,120.0,"LINESTRING (-70.9098621 -53.1613228, -70.9113741 -53.1607373)",2,,,,
108046327,Hernando de Magallanes,primary,True,False,120.607,"LINESTRING (-70.9068173 -53.1624805, -70.9058519 -53.1615632)",2,50,,,
168352505,Plaza Benjamín Muñoz Gamero,tertiary,True,False,118.426,"LINESTRING (-70.9068173 -53.1624805, -70.9075702 -53.1621981, -70.9083232 -53.1619156)",2,50,,,
28306096,Avenida Cristobal Colón,secondary,True,False,133.838,"LINESTRING (-70.9111289 -53.1582723, -70.9094261 -53.1589097)",2,,,,
111629218,Juez Waldo Seguel,tertiary,True,False,29.124,"LINESTRING (-70.912979 -53.1601374, -70.9133465 -53.1599958)",2,,,,
198197519,Avenida España,secondary,True,False,120.19,"LINESTRING (-70.912979 -53.1601374, -70.9120472 -53.1592121)",2,,,,
170974611,José Menéndez,residential,True,False,130.121,"LINESTRING (-70.9120472 -53.1592121, -70.910395 -53.159835)",2,,,,
198197519,Avenida España,secondary,True,False,121.116,"LINESTRING (-70.9120472 -53.1592121, -70.9111289 -53.1582723)",2,,,,
88525061,Chiloé,residential,True,False,121.153,"LINESTRING (-70.913978 -53.1652483, -70.9149341 -53.1661749)",2,50,,,
350168200,Avenida Independencia,secondary,True,False,121.687,"LINESTRING (-70.913978 -53.1652483, -70.9124393 -53.1658371)",2,50,,,
349387272,Avenida Independencia,secondary,True,False,123.854,"LINESTRING (-70.9136813 -53.164984, -70.915248 -53.1643853)",2,50,,,
494797824,Chiloé,tertiary,True,False,35.445,"LINESTRING (-70.9136813 -53.164984, -70.9138256 -53.1651221, -70.9139165 -53.1651974, -70.913978 -53.1652483)",2,50,,,
86332874,Boliviana,residential,True,False,120.945,"LINESTRING (-70.9133866 -53.1667427, -70.9149341 -53.1661749)",2,50,,,
45419824,Presidente José Manuel Balmaceda,residential,True,False,123.304,"LINESTRING (-70.9143613 -53.1634857, -70.9128022 -53.1640823)",,,,,
350168218,Armando Sanhueza,residential,True,False,127.17,"LINESTRING (-70.9143613 -53.1634857, -70.913342 -53.162519)",,,,,
50444107,Presidente Federico Errázuriz,residential,True,False,30.903,"LINESTRING (-70.9148299 -53.1619503, -70.9152214 -53.1618015)",,,,,
198197519,Avenida España,secondary,True,False,115.609,"LINESTRING (-70.9148299 -53.1619503, -70.9139217 -53.1610646)",2,,,,
88679593,Avenida España,secondary,True,False,120.781,"LINESTRING (-70.912431 -53.1590585, -70.9133465 -53.1599958)",2,,,,
170974611,José Menéndez,residential,True,False,30.765,"LINESTRING (-70.912431 -53.1590585, -70.9120472 -53.1592121)",2,,,,
28306096,Avenida Cristobal Colón,secondary,True,False,30.715,"LINESTRING (-70.911514 -53.1581207, -70.9111289 -53.1582723)",2,,,,
88679593,Avenida España,secondary,True,False,120.88,"LINESTRING (-70.911514 -53.1581207, -70.912431 -53.1590585)",2,,,,
88679593,Avenida España,secondary,True,False,119.349,"LINESTRING (-70.9133465 -53.1599958, -70.9142869 -53.1609091)",2,,,,
174578738,Juez Waldo Seguel,residential,False,False,65.331,"LINESTRING (-70.9133465 -53.1599958, -70.9134161 -53.1599698, -70.9141786 -53.1596855)",2,,,,
88679593,Avenida España,secondary,True,False,117.167,"LINESTRING (-70.9142869 -53.1609091, -70.9152214 -53.1618015)",2,,,,
96565121,Monseñor José Fagnano,tertiary,True,False,29.863,"LINESTRING (-70.9142869 -53.1609091, -70.9139217 -53.1610646)",2,,,,
107932017,Presidente Jorge Montt,secondary,True,False,43.54899999999999,"LINESTRING (-70.9022955 -53.1647786, -70.9024373 -53.1647951, -70.9025469 -53.164791, -70.902564 -53.1647825, -70.9026436 -53.164743, -70.9026584 -53.1646846, -70.9026433 -53.1645801)",2,50,,,
698133493,Avenida Costanera del Estrecho,primary,True,False,116.362,"LINESTRING (-70.9022955 -53.1647786, -70.9027829 -53.1649155, -70.9030142 -53.1649646, -70.9033223 -53.1649963, -70.9034973 -53.1650155, -70.903961 -53.1650664)",2,50,yes,14,
863020224,Avenida Costanera del Estrecho,primary,True,False,16.057,"LINESTRING (-70.9055793 -53.1654084, -70.9057406 -53.1654628, -70.9057912 -53.1654769)",2,50,yes,14,
349376517,21 de Mayo,primary,True,False,118.101,"LINESTRING (-70.9106407 -53.1661638, -70.9097045 -53.1652621)",2,50,,,
986832076,Avenida Independencia,secondary,True,False,61.217,"LINESTRING (-70.9106407 -53.1661638, -70.9114082 -53.1658615)",2,50,,,
108660819,Lautaro Navarro,residential,True,False,74.005,"LINESTRING (-70.9082764 -53.1663369, -70.9084165 -53.1663308, -70.9084698 -53.1663169, -70.9085404 -53.1662753, -70.9085467 -53.1662396, -70.9085274 -53.1662, -70.9081833 -53.1658457)",2,,,,
863020224,Avenida Costanera del Estrecho,primary,True,False,76.01800000000001,"LINESTRING (-70.9082764 -53.1663369, -70.9091307 -53.1666604, -70.9091527 -53.1666688, -70.9092443 -53.1666981)",2,50,yes,14,
91585332,Presidente Pedro Montt,tertiary,True,False,65.995,"LINESTRING (-70.902913 -53.1639725, -70.9035833 -53.1637164, -70.9037478 -53.1636535)",2,50,,,
349376517,21 de Mayo,primary,True,False,32.102999999999994,"LINESTRING (-70.9109104 -53.166403, -70.910874 -53.1663707, -70.9108644 -53.1663622, -70.9106963 -53.1662131, -70.9106407 -53.1661638)",2,50,,,
349376532,Avenida Independencia,secondary,True,False,94.311,"LINESTRING (-70.9109104 -53.166403, -70.9103829 -53.1666042, -70.9098512 -53.166807, -70.9098105 -53.1668307, -70.9097369 -53.1668736)",2,50,,,
28306246,Mejicana,residential,True,False,87.49,"LINESTRING (-70.9016585 -53.1590407, -70.9027557 -53.1586091)",,,,,
349376517,21 de Mayo,primary,True,False,61.766,"LINESTRING (-70.9082735 -53.1638623, -70.9077789 -53.1633926)",2,50,,,
88525067,José Nogueira,primary,True,False,57.039,"LINESTRING (-70.90979 -53.1633041, -70.9102445 -53.1637387)",2,50,,,
91585344,Pasaje Juan Pedrals Gili,living_street,True,False,118.631,"LINESTRING (-70.90979 -53.1633041, -70.9082735 -53.1638623)",,,,,
91585347,Plaza Francisco Sampaio,residential,True,False,117.484,"LINESTRING (-70.9025687 -53.1599454, -70.9016585 -53.1590407)",,,,,
"[784126324, 350168191]",Capitán Ignacio Carrera Pinto,residential,True,False,32.297,"LINESTRING (-70.9025687 -53.1599454, -70.9023962 -53.1600115, -70.9021582 -53.1600996)",,,,,yes
138710510,Chiloé,residential,True,False,40.94,"LINESTRING (-70.9073896 -53.1589277, -70.9076962 -53.1592467)",,,,,
698133493,Avenida Costanera del Estrecho,primary,True,False,70.613,"LINESTRING (-70.903961 -53.1650664, -70.9043043 -53.1651042, -70.9046727 -53.1651595, -70.9049845 -53.1652251)",2,50,yes,14,
778116589,Avenida Costanera del Estrecho,primary,True,False,33.967,"LINESTRING (-70.9096744 -53.1669322, -70.9095989 -53.1669053, -70.9092362 -53.1667763)",2,50,yes,14,
136299944,Elías Braun Fircks,residential,False,True,73.112,"LINESTRING (-70.9114082 -53.1658615, -70.9108225 -53.1653056)",,,,,
986832076,Avenida Independencia,secondary,True,False,59.69,"LINESTRING (-70.9114082 -53.1658615, -70.9121564 -53.1655666)",2,50,,,
136299944,Elías Braun Fircks,residential,False,False,73.112,"LINESTRING (-70.9108225 -53.1653056, -70.9114082 -53.1658615)",,,,,
170974611,José Menéndez,residential,True,False,119.229,"LINESTRING (-70.9139314 -53.1584751, -70.9124932 -53.1590343, -70.912431 -53.1590585)",2,,,,
174578738,Juez Waldo Seguel,residential,False,True,65.331,"LINESTRING (-70.9141786 -53.1596855, -70.9134161 -53.1599698, -70.9133465 -53.1599958)",2,,,,
111629218,Juez Waldo Seguel,tertiary,True,False,121.946,"LINESTRING (-70.9083232 -53.1619156, -70.9098621 -53.1613228)",2,,,,
"[168352506, 986831811]",Plaza Benjamín Muñoz Gamero,primary,True,False,119.45400000000001,"LINESTRING (-70.9083232 -53.1619156, -70.9088044 -53.1623687, -70.9092855 -53.1628218)",2,50,,,
350168218,Armando Sanhueza,residential,True,False,52.693,"LINESTRING (-70.9108245 -53.1602328, -70.910395 -53.159835)",,,,,
88679678,Chiloé,tertiary,True,False,79.801,"LINESTRING (-70.9092214 -53.1607166, -70.9098621 -53.1613228)",2,50,,,
221079118,Diego Dublé Almeyda,living_street,True,False,125.981,"LINESTRING (-70.9092214 -53.1607166, -70.910022 -53.1604163, -70.9101765 -53.1604743, -70.9108245 -53.1602328)",1,,,,
107932024,Presidente Jorge Montt,secondary,True,False,117.712,"LINESTRING (-70.9004183 -53.1624188, -70.9013517 -53.1633174)",2,,,,
698133473,,primary_link,True,False,21.380000000000003,"LINESTRING (-70.9049845 -53.1652251, -70.9048041 -53.1652428, -70.9046664 -53.1652475)",,,,,
863020224,Avenida Costanera del Estrecho,primary,True,False,44.594,"LINESTRING (-70.9049845 -53.1652251, -70.9050572 -53.1652444, -70.9051671 -53.1652805, -70.9055793 -53.1654084)",2,50,yes,14,
107916135,Pasaje Emilio Körner,residential,True,False,92.572,"LINESTRING (-70.9036579 -53.1646751, -70.902913 -53.1639725)",,30,,,
1115620962,Plaza Williams,residential,False,False,43.379000000000005,"LINESTRING (-70.9036579 -53.1646751, -70.9032023 -53.1648468, -70.9030976 -53.1648716)",,,,,
107932017,Presidente Jorge Montt,secondary,True,False,47.334,"LINESTRING (-70.9026433 -53.1645801, -70.9022824 -53.1642135)",2,50,,,
778116589,Avenida Costanera del Estrecho,primary,True,False,349.48300000000006,"LINESTRING (-70.9092362 -53.1667763, -70.9090965 -53.1667259, -70.9074065 -53.1661075, -70.9063011 -53.1657169, -70.9060298 -53.1656263, -70.9057123 -53.1655255, -70.9056103 -53.165492, -70.905475 -53.165455, -70.9051079 -53.165341, -70.9047419 -53.165265, -70.9046664 -53.1652475)",2,50,yes,14,
863019794,Avenida Independencia,secondary,True,False,8.975999999999999,"LINESTRING (-70.9092362 -53.1667763, -70.9092277 -53.1667579, -70.9092256 -53.1667389, -70.909231 -53.1667179, -70.9092443 -53.1666981)",2,50,,,
50444107,Presidente Federico Errázuriz,residential,True,False,114.014,"LINESTRING (-70.9057912 -53.1654769, -70.9058823 -53.1654414, -70.907225 -53.1649179)",,,,,
863020224,Avenida Costanera del Estrecho,primary,True,False,148.07600000000002,"LINESTRING (-70.9057912 -53.1654769, -70.9067263 -53.1657851, -70.9073043 -53.1659951, -70.9077194 -53.1661376)",2,50,yes,14,
136299920,Presidente Jorge Montt,residential,True,False,45.867999999999995,"LINESTRING (-70.9030976 -53.1648716, -70.9030145 -53.1648632, -70.9029276 -53.1648164, -70.9027668 -53.1646672, -70.9026433 -53.1645801)",,,,,
1115620962,Plaza Williams,residential,False,True,43.379000000000005,"LINESTRING (-70.9030976 -53.1648716, -70.9032023 -53.1648468, -70.9036579 -53.1646751)",,,,,
107916135,Pasaje Emilio Körner,residential,True,False,27.253999999999998,"LINESTRING (-70.9039266 -53.1648521, -70.9038095 -53.1648118, -70.9036579 -53.1646751)",,30,,,
142230266,Presidente Julio Argentino Roca,tertiary,True,False,24.115000000000002,"LINESTRING (-70.9039266 -53.1648521, -70.90392 -53.1649308, -70.9039299 -53.164987, -70.903961 -53.1650664)",2,50,,,
88679678,Chiloé,tertiary,True,False,117.472,"LINESTRING (-70.9107908 -53.1622515, -70.9117531 -53.1631365)",2,50,,,
96565121,Monseñor José Fagnano,tertiary,True,False,118.71000000000001,"LINESTRING (-70.9107908 -53.1622515, -70.9096035 -53.1627013, -70.9092855 -53.1628218)",2,,,,
142230267,Libertador Bernardo O'Higgins,residential,True,False,57.048,"LINESTRING (-70.905135 -53.16497, -70.905187 -53.1650191, -70.9053684 -53.1651921, -70.9055793 -53.1654084)",,,,,
342611835,Libertador Bernardo O'Higgins,residential,True,False,32.487,"LINESTRING (-70.905135 -53.16497, -70.9051383 -53.1650652, -70.905132 -53.1651235, -70.9050818 -53.1651742, -70.9050581 -53.1651982, -70.9049845 -53.1652251)",,,,,
28306246,Mejicana,residential,True,False,41.679,"LINESTRING (-70.9007214 -53.1593882, -70.901243 -53.1591816)",,,,,
698133494,Presidente Pedro Montt,tertiary,True,False,43.996,"LINESTRING (-70.9017322 -53.164432, -70.9022824 -53.1642135)",2,50,,,
494797825,,primary_link,True,False,63.129000000000005,"LINESTRING (-70.9024011 -53.1648923, -70.902246 -53.1648153, -70.9017805 -53.1646636, -70.901684 -53.1646097, -70.9016833 -53.1645594)",,,,,
863020811,Avenida Costanera del Estrecho,primary,True,False,28.599,"LINESTRING (-70.9013022 -53.1644413, -70.9016833 -53.1645594)",2,50,yes,14,
698133472,Presidente Pedro Montt,tertiary,True,False,29.007,"LINESTRING (-70.9013022 -53.1644413, -70.9014862 -53.1644564, -70.9016149 -53.1644452, -70.9016361 -53.1644428, -70.9017322 -53.164432)",2,50,,,
