osmid,oneway,lanes,highway,reversed,length,geometry,ref,name,maxspeed,bridge,junction,access
29793151,False,,residential,False,151.564,"LINESTRING (15.3214829 47.2741942, 15.3213426 47.2742964, 15.32112 47.2744511, 15.3210538 47.2745042, 15.3210448 47.274554, 15.3210707 47.2745946, 15.3212332 47.2747404, 15.32126 47.2747608, 15.3214382 47.274903, 15.3214863 47.2749298, 15.3215389 47.2749409, 15.3216122 47.274924, 15.3219715 47.2747256)",,Schweizerriegel,,,,
29793134,False,,residential,True,177.478,"LINESTRING (15.3214829 47.2741942, 15.321285 47.2739416, 15.3212179 47.2737855, 15.3212428 47.2736161, 15.3213459 47.2734542, 15.3216782 47.2730185, 15.3219583 47.2727733)",,Schweizerriegel,,,,
"[491929686, 29793134]",False,,residential,False,95.15799999999999,"LINESTRING (15.3219715 47.2747256, 15.3219761 47.2748771, 15.3219145 47.2750956, 15.3218497 47.2752551, 15.3218423 47.275418, 15.3218754 47.2755697)",,"['Schweizerriegel', 'Dr.Kloepfer-Weg']",30,,,
29793134,False,,residential,True,70.67999999999999,"LINESTRING (15.3219715 47.2747256, 15.3219379 47.2746226, 15.3218808 47.2745397, 15.3216918 47.2743657, 15.3214829 47.2741942)",,Schweizerriegel,,,,
29793151,False,,residential,True,151.564,"LINESTRING (15.3219715 47.2747256, 15.3216122 47.274924, 15.3215389 47.2749409, 15.3214863 47.2749298, 15.3214382 47.274903, 15.32126 47.2747608, 15.3212332 47.2747404, 15.3210707 47.2745946, 15.3210448 47.274554, 15.3210538 47.2745042, 15.32112 47.2744511, 15.3213426 47.2742964, 15.3214829 47.2741942)",,Schweizerriegel,,,,
300110364,False,,unclassified,False,36.789,"LINESTRING (15.3218754 47.2755697, 15.3220048 47.2755754, 15.3223604 47.2756033)",,,30,,,
491929686,False,,residential,False,39.847,"LINESTRING (15.3218754 47.2755697, 15.3218694 47.2756293, 15.3218675 47.2756316, 15.3218221 47.2756847, 15.3217438 47.2757172, 15.3215223 47.2758015)",,Dr.Kloepfer-Weg,30,,,
"[29793134, 491929686]",False,,residential,True,95.15799999999999,"LINESTRING (15.3218754 47.2755697, 15.3218423 47.275418, 15.3218497 47.2752551, 15.3219145 47.2750956, 15.3219761 47.2748771, 15.3219715 47.2747256)",,"['Schweizerriegel', 'Dr.Kloepfer-Weg']",30,,,
491929686,False,,residential,True,39.847,"LINESTRING (15.3215223 47.2758015, 15.3217438 47.2757172, 15.3218221 47.2756847, 15.3218675 47.2756316, 15.3218694 47.2756293, 15.3218754 47.2755697)",,Dr.Kloepfer-Weg,30,,,
97194479,False,,residential,False,118.47,"LINESTRING (15.3302399 47.275052, 15.3305734 47.2745793, 15.3308539 47.2740725)",,Fürstenbergstraße,30,,,
97194479,False,,residential,True,17.067,"LINESTRING (15.3302399 47.275052, 15.3301852 47.2751244, 15.3301182 47.2751804)",,Fürstenbergstraße,30,,,
"[97196578, 97196581]",False,,residential,"[False, True]",215.851,"LINESTRING (15.3302399 47.275052, 15.3297486 47.2748988, 15.3294295 47.2747987, 15.3286449 47.2745564, 15.3289467 47.2740362, 15.3290537 47.2738586)",,Schönaugürtel,30,,,
29793193,False,,residential,False,264.497,"LINESTRING (15.3273725 47.2759756, 15.327545 47.2755622, 15.327603 47.2754233, 15.3276202 47.2751327, 15.3276879 47.2749868, 15.3277987 47.2747932, 15.3280025 47.2745166, 15.3284959 47.2738396, 15.3285242 47.273753)",,,30,,,
97194479,False,,residential,False,231.798,"LINESTRING (15.3273725 47.2759756, 15.3278402 47.2759595, 15.3280662 47.2759165, 15.3285948 47.2758159, 15.3289335 47.2757515, 15.3290324 47.2757131, 15.3290768 47.2756959, 15.3291324 47.2756744, 15.3296173 47.2754864, 15.3298034 47.2754142, 15.3298352 47.2753926, 15.3298553 47.2753775, 15.3301182 47.2751804)",,Fürstenbergstraße,30,,,
29793231,False,,residential,False,157.761,"LINESTRING (15.3207551 47.2735541, 15.3207885 47.2735213, 15.3208276 47.2734811, 15.3209516 47.2733374, 15.3213533 47.2728996, 15.3214035 47.2728328, 15.321665 47.2722874)",,Schießstattweg,30,,,
29793922,False,,residential,True,282.982,"LINESTRING (15.3207551 47.2735541, 15.3207549 47.2735866, 15.3207415 47.2736169, 15.3207293 47.2736372, 15.3206306 47.2737986, 15.3205345 47.2741333, 15.3205161 47.2742064, 15.3204942 47.274295, 15.3204682 47.274402, 15.3203583 47.2748508, 15.3201705 47.2750737, 15.3200577 47.275201, 15.3198972 47.2753822, 15.3195639 47.2757585, 15.3194299 47.2758902)",,Lindenweg,30,,,
29793231,False,,residential,False,58.813,"LINESTRING (15.321665 47.2722874, 15.3217226 47.272098, 15.3218182 47.2717688)",,Schießstattweg,30,,,
29793231,False,,residential,True,157.76099999999997,"LINESTRING (15.321665 47.2722874, 15.3214035 47.2728328, 15.3213533 47.2728996, 15.3209516 47.2733374, 15.3208276 47.2734811, 15.3207885 47.2735213, 15.3207551 47.2735541)",,Schießstattweg,30,,,
29793259,False,1,residential,False,58.708,"LINESTRING (15.321665 47.2722874, 15.3218829 47.2725789, 15.32193 47.2726876, 15.3219583 47.2727733)",,Rumpelmayerstraße,30,,,
26395722,False,,unclassified,False,8.992,"LINESTRING (15.3218182 47.2717688, 15.3216992 47.2717643)",,Dr. Ammann-Straße,30,,,
26395722,False,,unclassified,True,4.73,"LINESTRING (15.3218182 47.2717688, 15.3218642 47.2717399)",,Dr. Ammann-Straße,30,,,
29793231,False,,residential,True,58.813,"LINESTRING (15.3218182 47.2717688, 15.3217226 47.272098, 15.321665 47.2722874)",,Schießstattweg,30,,,
29793240,False,,residential,False,140.462,"LINESTRING (15.3246526 47.2736814, 15.3246575 47.2736581, 15.3246643 47.2735898, 15.3246679 47.2735626, 15.3247024 47.2733113, 15.3247044 47.2732796, 15.3247377 47.2730707, 15.3247409 47.2730307, 15.324899 47.2724306)",,Rumpelmayerstraße,30,,,
"[29796163, 29793259, 338232774]",False,1,residential,"[False, True]",183.178,"LINESTRING (15.3246526 47.2736814, 15.3249863 47.2736705, 15.3250641 47.2736695, 15.3252062 47.2736648, 15.3254021 47.2736605, 15.3254753 47.2736579, 15.325536 47.273658, 15.3257568 47.2736595, 15.3257479 47.273776, 15.3257422 47.2738507, 15.3257426 47.2738754, 15.3256948 47.2740371, 15.3256812 47.2740815, 15.3256544 47.2741825, 15.325593 47.2743101, 15.3255491 47.2744014, 15.325504 47.2744957, 15.3254869 47.2745331)",,"['Am Kogl', 'Rumpelmayerstraße']",30,,,
29793259,False,1,residential,True,29.803,"LINESTRING (15.3246526 47.2736814, 15.324404 47.2736883, 15.3243113 47.2736909, 15.3242579 47.2736924)",,Rumpelmayerstraße,30,,,
29793240,False,,residential,True,140.462,"LINESTRING (15.324899 47.2724306, 15.3247409 47.2730307, 15.3247377 47.2730707, 15.3247044 47.2732796, 15.3247024 47.2733113, 15.3246679 47.2735626, 15.3246643 47.2735898, 15.3246575 47.2736581, 15.3246526 47.2736814)",,Rumpelmayerstraße,30,,,
29793259,False,1,residential,True,8.35,"LINESTRING (15.3219753 47.2728475, 15.3219583 47.2727733)",,Rumpelmayerstraße,30,,,
29794611,False,,residential,False,38.605,"LINESTRING (15.3219753 47.2728475, 15.3220582 47.2731901)",,Kernstockweg,30,,,
29793259,False,1,residential,False,183.475,"LINESTRING (15.3219753 47.2728475, 15.3224461 47.2733806, 15.3227251 47.2735791, 15.3229343 47.2736919, 15.3230508 47.2737319, 15.3231703 47.2737593, 15.3233094 47.2737666, 15.3234144 47.2737593, 15.3237524 47.2737211)",,Rumpelmayerstraße,30,,,
29793259,False,1,residential,False,38.285,"LINESTRING (15.3237524 47.2737211, 15.3239294 47.2737065, 15.3240051 47.2737032, 15.3242579 47.2736924)",,Rumpelmayerstraße,30,,,
29793259,False,1,residential,True,183.47499999999997,"LINESTRING (15.3237524 47.2737211, 15.3234144 47.2737593, 15.3233094 47.2737666, 15.3231703 47.2737593, 15.3230508 47.2737319, 15.3229343 47.2736919, 15.3227251 47.2735791, 15.3224461 47.2733806, 15.3219753 47.2728475)",,Rumpelmayerstraße,30,,,
29796153,False,,residential,True,134.48000000000002,"LINESTRING (15.3237524 47.2737211, 15.3237217 47.2739225, 15.3237056 47.2740034, 15.3236563 47.274302, 15.3236535 47.2743085, 15.3236359 47.2744256, 15.3235715 47.2748069, 15.3235519 47.2749227)",,Antonienweg,30,,,
29793434,False,,residential,False,105.541,"LINESTRING (15.3232089 47.2723325, 15.3235142 47.2723666, 15.3239165 47.2724114, 15.324014 47.2724223, 15.3241652 47.2724377, 15.3240907 47.2727251)",,Roseggerhöhe,30,,,
29793447,False,,residential,False,139.769,"LINESTRING (15.3232089 47.2723325, 15.3231183 47.2728014, 15.3230524 47.2733155, 15.3230181 47.2735825)",,Roseggerhöhe,30,,,
29793447,False,,residential,True,172.56900000000002,"LINESTRING (15.3232089 47.2723325, 15.3233006 47.2718869, 15.3233216 47.2717785, 15.3231504 47.2717704, 15.3229425 47.2717613, 15.3225497 47.2717403, 15.3219658 47.271723, 15.3218642 47.2717399)",,Roseggerhöhe,30,,,
29793447,False,,residential,True,139.769,"LINESTRING (15.3230181 47.2735825, 15.3230524 47.2733155, 15.3231183 47.2728014, 15.3232089 47.2723325)",,Roseggerhöhe,30,,,
29793620,False,,residential,False,152.996,"LINESTRING (15.3262412 47.2688308, 15.326283 47.2687901, 15.3267615 47.2683644, 15.3274552 47.2677288)",,Quergasse,,,,
30805026,False,,residential,False,50.176,"LINESTRING (15.3262412 47.2688308, 15.3265582 47.2689572, 15.3268166 47.269057)",,Josef Ortis-Straße,50,,,
"[30805026, 661379900]",False,,residential,True,93.78699999999999,"LINESTRING (15.3262412 47.2688308, 15.3260255 47.2687195, 15.3257886 47.2685935, 15.3255868 47.2684612, 15.3253827 47.2683274, 15.3252991 47.2682825)",,Josef Ortis-Straße,50,,,
29793620,False,,residential,True,152.996,"LINESTRING (15.3274552 47.2677288, 15.3267615 47.2683644, 15.326283 47.2687901, 15.3262412 47.2688308)",,Quergasse,,,,
584404387,False,,living_street,False,165.272,"LINESTRING (15.3274552 47.2677288, 15.3275607 47.2677907, 15.3276185 47.2678246, 15.3279197 47.2680063, 15.3283807 47.2682567, 15.3285738 47.2683616, 15.3287852 47.2684879, 15.3291285 47.2686874)",,Grafendorfstraße,,,,
584404387,False,,living_street,True,64.2,"LINESTRING (15.3274552 47.2677288, 15.3272729 47.2676205, 15.3269418 47.2674235, 15.3268722 47.2673928, 15.326808 47.2673548)",,Grafendorfstraße,,,,
29793922,False,,residential,False,282.9819999999999,"LINESTRING (15.3194299 47.2758902, 15.3195639 47.2757585, 15.3198972 47.2753822, 15.3200577 47.275201, 15.3201705 47.2750737, 15.3203583 47.2748508, 15.3204682 47.274402, 15.3204942 47.274295, 15.3205161 47.2742064, 15.3205345 47.2741333, 15.3206306 47.2737986, 15.3207293 47.2736372, 15.3207415 47.2736169, 15.3207549 47.2735866, 15.3207551 47.2735541)",,Lindenweg,30,,,
29794544,False,,residential,False,105.693,"LINESTRING (15.3268166 47.269057, 15.3268531 47.2690171, 15.3275826 47.2682612)",,Kreuzgasse,,,,
30805026,False,,residential,False,121.976,"LINESTRING (15.3268166 47.269057, 15.3271574 47.269181, 15.3272091 47.2692014, 15.3272304 47.2692098, 15.3282553 47.2695569)",,Josef Ortis-Straße,50,,,
30805026,False,,residential,True,50.176,"LINESTRING (15.3268166 47.269057, 15.3265582 47.2689572, 15.3262412 47.2688308)",,Josef Ortis-Straße,50,,,
29794544,False,,residential,True,105.693,"LINESTRING (15.3275826 47.2682612, 15.3268531 47.2690171, 15.3268166 47.269057)",,Kreuzgasse,,,,
29794611,False,,residential,True,38.605,"LINESTRING (15.3220582 47.2731901, 15.3219753 47.2728475)",,Kernstockweg,30,,,
29794611,False,,residential,False,153.09300000000002,"LINESTRING (15.3220582 47.2731901, 15.3222719 47.2733638, 15.3223502 47.2734616, 15.3223335 47.2736353, 15.3223203 47.2737222, 15.3222975 47.2738788, 15.3222071 47.2744962)",,Kernstockweg,30,,,
29795963,False,,residential,False,99.71700000000001,"LINESTRING (15.3220582 47.2731901, 15.3220547 47.27334, 15.3220426 47.2735485, 15.3219742 47.2739607, 15.3219579 47.2740836)",,Kernstockweg,30,,,
29794611,False,,residential,True,153.093,"LINESTRING (15.3222071 47.2744962, 15.3222975 47.2738788, 15.3223203 47.2737222, 15.3223335 47.2736353, 15.3223502 47.2734616, 15.3222719 47.2733638, 15.3220582 47.2731901)",,Kernstockweg,30,,,
29796052,False,,residential,False,117.045,"LINESTRING (15.3282553 47.2695569, 15.3282903 47.2695243, 15.3286624 47.2691778, 15.3291285 47.2686874)",,Engegasse,,,,
30805026,False,,residential,False,55.56699999999999,"LINESTRING (15.3282553 47.2695569, 15.328463 47.2696235, 15.3286673 47.2696943, 15.3286943 47.2697037, 15.3288299 47.2697582, 15.3289084 47.2697872)",,Josef Ortis-Straße,50,,,
30805026,False,,residential,True,121.976,"LINESTRING (15.3282553 47.2695569, 15.3272304 47.2692098, 15.3272091 47.2692014, 15.3271574 47.269181, 15.3268166 47.269057)",,Josef Ortis-Straße,50,,,
"[30851354, 661379899]",False,2,secondary,"[False, True]",106.384,"LINESTRING (15.3263042 47.2676119, 15.3262894 47.2676225, 15.3261153 47.2677361, 15.3260436 47.267784, 15.3259618 47.2678361, 15.3258471 47.2679096, 15.325698 47.2680069, 15.325554 47.2681035, 15.3254065 47.2682024, 15.3252991 47.2682825)",L121,Mauritzener Hauptstraße,50,,,
619457303,True,1,secondary,False,24.953,"LINESTRING (15.3263042 47.2676119, 15.3263827 47.2675272, 15.3264338 47.267467, 15.3264668 47.2674169)",,Mauritzener Hauptstraße,30,,,
29796052,False,,residential,True,117.045,"LINESTRING (15.3291285 47.2686874, 15.3286624 47.2691778, 15.3282903 47.2695243, 15.3282553 47.2695569)",,Engegasse,,,,
584404387,False,,living_street,False,163.916,"LINESTRING (15.3291285 47.2686874, 15.3295651 47.2689176, 15.3297361 47.2690057, 15.3297566 47.2690333, 15.3297545 47.2690537, 15.3297107 47.2691151, 15.329628 47.2692113, 15.3293978 47.2694935, 15.329152 47.2698165, 15.3291275 47.2698487)",,Grafendorfstraße,,,,
584404387,False,,living_street,True,165.27199999999996,"LINESTRING (15.3291285 47.2686874, 15.3287852 47.2684879, 15.3285738 47.2683616, 15.3283807 47.2682567, 15.3279197 47.2680063, 15.3276185 47.2678246, 15.3275607 47.2677907, 15.3274552 47.2677288)",,Grafendorfstraße,,,,
26395722,False,,unclassified,False,28.763,"LINESTRING (15.3202861 47.2717538, 15.3199049 47.2717572)",,Dr. Ammann-Straße,30,,,
26395722,False,,unclassified,True,80.875,"LINESTRING (15.3202861 47.2717538, 15.321358 47.2717484)",,Dr. Ammann-Straße,30,,,
