osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,access,width,tunnel
4066614,2,Radetzkystraße,unclassified,30,True,False,75.06700000000001,"LINESTRING (15.4383565 47.0664817, 15.4384639 47.0664447, 15.4386234 47.0664446, 15.4387705 47.0664563, 15.439329 47.0665055)",,,
4303076,3,Radetzkystraße,primary,50,True,False,51.909,"LINESTRING (15.4383565 47.0664817, 15.4383157 47.0664617, 15.4382364 47.0664476, 15.438165 47.066435, 15.4379634 47.0664208, 15.437687 47.066412)",,,
490684045,,Landhausgasse,residential,30,False,False,3.431,"LINESTRING (15.4381467 47.0694998, 15.4381835 47.0695178)",,,
26451983,,Raubergasse,residential,30,True,False,149.691,"LINESTRING (15.4381467 47.0694998, 15.4382084 47.0694605, 15.4382647 47.0694007, 15.4382989 47.0693459, 15.4383525 47.0691709, 15.4383834 47.0690682, 15.4384558 47.0689385, 15.4384799 47.0688937, 15.4385523 47.0687827, 15.4387006 47.0685417, 15.438825 47.0683147, 15.4388472 47.0682536)",,,
4354717,,Schmiedgasse,residential,30,False,True,81.887,"LINESTRING (15.4404102 47.0673175, 15.4403317 47.0674104, 15.4399702 47.0679138, 15.4399144 47.0679712)",,,
"[24302451, 197653615]",3,Joanneumring,primary,50,True,False,79.65899999999999,"LINESTRING (15.4404102 47.0673175, 15.4403304 47.0672804, 15.44025 47.0672439, 15.439513 47.066944)",,,
"[197653621, 197653622]","['2', '3']",Schmiedgasse,residential,30,False,True,67.549,"LINESTRING (15.4404102 47.0673175, 15.4404821 47.0672312, 15.4404935 47.0672172, 15.4405035 47.067203, 15.4408049 47.066773)",,,
"[47423465, 111440332, 165069254]",3,Opernring,primary,50,True,False,87.03600000000002,"LINESTRING (15.4431868 47.0685617, 15.4431351 47.0685332, 15.4425319 47.0682235, 15.4424561 47.0681911, 15.4424025 47.068166, 15.4423166 47.0681257, 15.4422589 47.0681006)",,,
"[185015002, 111440356]",,Girardigasse,residential,30,False,True,29.174,"LINESTRING (15.4431868 47.0685617, 15.4434388 47.0685433, 15.4435688 47.0685287)",,,
181393641,1,Hamerlinggasse,residential,30,True,False,20.938000000000002,"LINESTRING (15.4431868 47.0685617, 15.4430831 47.0686437, 15.4429831 47.0686858)",,,
139620585,,Kaiserfeldgasse,residential,30,False,True,138.86499999999998,"LINESTRING (15.4416207 47.068428, 15.4416051 47.0684224, 15.4415146 47.0683994, 15.4400349 47.0680038, 15.4399144 47.0679712)",,,
"[375340628, 365343158]",3,Am Eisernen Tor,residential,30,True,False,62.68900000000001,"LINESTRING (15.4416207 47.068428, 15.4416353 47.0683555, 15.4416709 47.0681577, 15.4416868 47.0680692, 15.4416968 47.0680143, 15.4417041 47.0679734, 15.441706 47.0679467, 15.4417079 47.0679222, 15.4417123 47.0678679)",,10,
"[195638147, 3997181]",3,Joanneumring,primary,50,True,False,116.088,"LINESTRING (15.4417123 47.0678679, 15.4416959 47.0678609, 15.441694 47.0678601, 15.4416173 47.0678253, 15.4404812 47.0673523, 15.4404102 47.0673175)",,,
490684045,,Landhausgasse,residential,30,False,True,3.431,"LINESTRING (15.4381835 47.0695178, 15.4381467 47.0694998)",,,
"[60143171, 26238236]",2,Jakominiplatz,unclassified,30,True,False,29.732999999999997,"LINESTRING (15.4416316 47.0668935, 15.4415908 47.0668704, 15.4414261 47.0667782, 15.4413281 47.0667239)",no,,
109378547,,Jakominiplatz,unclassified,30,False,True,35.369,"LINESTRING (15.4416316 47.0668935, 15.4416735 47.0669014, 15.4416925 47.0669035, 15.4417146 47.0669053, 15.4417388 47.0669062, 15.4417668 47.0669056, 15.4417918 47.0669035, 15.441823 47.0669014, 15.4418651 47.0668905, 15.441897 47.0668815, 15.4419038 47.0668792, 15.4419252 47.066872, 15.4419464 47.0668625, 15.4419659 47.0668526, 15.4419829 47.0668404, 15.4420023 47.0668235, 15.442012 47.0668141, 15.4420348 47.0667922)",,,
"[43313624, 366448562, 188838245, 366448559]",2,"['Jakoministraße', 'Jakominiplatz']","['unclassified', 'residential']",30,False,"[False, True]",52.942,"LINESTRING (15.4416316 47.0668935, 15.4416838 47.0669237, 15.4418057 47.0669962, 15.4418245 47.0669974, 15.4418392 47.066995, 15.4419389 47.0670041, 15.4419518 47.0670033, 15.4419765 47.0669557, 15.4419804 47.0669446, 15.4420151 47.0668468, 15.4420348 47.0667922)",no,,
"[206039208, 78651654]",2,Raubergasse,residential,30,False,True,88.34800000000001,"LINESTRING (15.439513 47.066944, 15.4394719 47.0670038, 15.4394489 47.0670382, 15.4392397 47.0673198, 15.4390379 47.0676038, 15.4390166 47.0676616)",,,
"[1174009066, 24302454]","['4', '3']",Joanneumring,primary,50,True,False,101.579,"LINESTRING (15.439513 47.066944, 15.439454 47.0669197, 15.4385567 47.0665547, 15.4383968 47.0664964, 15.4383565 47.0664817)",,,
4066665,,Kalchberggasse,residential,30,True,False,66.133,"LINESTRING (15.4356771 47.0675094, 15.4357187 47.0675203, 15.4357548 47.0675288, 15.4360583 47.0676087, 15.4363496 47.0676853, 15.4364921 47.0677228)",,,
196599509,2,Marburger Kai,primary,50,True,False,136.656,"LINESTRING (15.4356771 47.0675094, 15.4356622 47.067611, 15.4356787 47.0678798, 15.4356899 47.068062, 15.4357035 47.0682549, 15.4357324 47.068675, 15.4357413 47.0687365)",,,
366444981,2,Kaiser-Franz-Josef-Kai,residential,30,False,True,23.875,"LINESTRING (15.4353634 47.0740509, 15.4353129 47.0740984, 15.4352772 47.0741307, 15.4352254 47.0741748, 15.4351715 47.0742212)",,,
4020088,2,Kaiser-Franz-Josef-Kai,residential,30,False,False,20.481,"LINESTRING (15.434915 47.0742329, 15.4349504 47.0742392, 15.4350548 47.0742533, 15.4351328 47.0742389, 15.4351715 47.0742212)",,,
366448568,2,Jakoministraße,residential,30,False,False,9.158999999999999,"LINESTRING (15.4420615 47.0667119, 15.4420599 47.0667173, 15.4420471 47.0667595, 15.4420348 47.0667922)",,,
"[26238237, 26212359]",2,Radetzkystraße,unclassified,30,True,False,34.415,"LINESTRING (15.4413281 47.0667239, 15.4412467 47.0666997, 15.4411566 47.0666832, 15.4411168 47.0666788, 15.4408868 47.0666584)",,,
4018267,,Opernring,residential,30,True,False,25.397999999999996,"LINESTRING (15.443995 47.068462, 15.4438795 47.0684151, 15.443831 47.0683954, 15.4437069 47.0683451)",,,
376848637,,Girardigasse,residential,30,True,False,33.123000000000005,"LINESTRING (15.443995 47.068462, 15.4437615 47.0685004, 15.4435688 47.0685287)",,,
957918011,,Schmiedgasse,residential,30,False,True,7.726,"LINESTRING (15.4399144 47.0679712, 15.4398603 47.0680301)",,,
4354717,,Schmiedgasse,residential,30,False,False,81.887,"LINESTRING (15.4399144 47.0679712, 15.4399702 47.0679138, 15.4403317 47.0674104, 15.4404102 47.0673175)",,,
139620585,,Kaiserfeldgasse,residential,30,False,False,138.865,"LINESTRING (15.4399144 47.0679712, 15.4400349 47.0680038, 15.4415146 47.0683994, 15.4416051 47.0684224, 15.4416207 47.068428)",,,
153723562,,Kaiserfeldgasse,residential,30,False,True,76.217,"LINESTRING (15.4399144 47.0679712, 15.4398514 47.0679495, 15.4395313 47.0678389, 15.4393672 47.0677824, 15.4391762 47.0677174, 15.4390914 47.0676885, 15.4390166 47.0676616)",,,
107195172,1,Andreas-Hofer-Platz,primary,50,True,False,40.192,"LINESTRING (15.4357419 47.0690692, 15.4357907 47.0693233, 15.4358447 47.0694, 15.4358614 47.0694166)",,,
"[108616704, 4477798, 4477799, 28030860, 107195180, 158583963, 849307985, 123131474, 158583961, 186053083, 1232059133]","['1', '2']","['Kaiser-Franz-Josef-Kai', 'Marburger Kai']",primary,50,True,False,578.257,"LINESTRING (15.4357419 47.0690692, 15.4357473 47.0694354, 15.4357373 47.0695081, 15.4357357 47.0695281, 15.4357315 47.0695504, 15.4357207 47.0696436, 15.4357148 47.0696759, 15.4355914 47.0703384, 15.43558 47.0706362, 15.4355673 47.0708059, 15.435473 47.0713597, 15.4354522 47.0714908, 15.4353654 47.0718794, 15.4353561 47.0719209, 15.435228 47.0724952, 15.4352213 47.0725281, 15.4352048 47.0725993, 15.4351824 47.0726958, 15.4351393 47.0730061, 15.4351114 47.0732445, 15.4350678 47.0734808, 15.4349977 47.0738604, 15.4349652 47.0740525, 15.4349612 47.0740762, 15.434915 47.0742329)",,,yes
26451991,,Kalchberggasse,residential,30,False,True,68.77499999999999,"LINESTRING (15.4379739 47.0680841, 15.4381437 47.0681173, 15.438297 47.0681472, 15.4387813 47.0682415, 15.4387964 47.0682443, 15.4388472 47.0682536)",,,
4074706,,Landhausgasse,residential,30,True,False,121.362,"LINESTRING (15.436846 47.0688686, 15.4368989 47.0688838, 15.4370023 47.0689136, 15.4371975 47.0690062, 15.4372052 47.0690099, 15.4373028 47.0690564, 15.4374235 47.069114, 15.4376901 47.0692485, 15.437733 47.0692701, 15.4377537 47.0692805, 15.4378261 47.0693182, 15.4381467 47.0694998)",,,
"[150493473, 150493475, 180911526, 195664296, 4001966]",3,Neutorgasse,primary,50,True,False,83.72800000000001,"LINESTRING (15.436846 47.0688686, 15.4368066 47.0689323, 15.4367732 47.0689722, 15.4367133 47.0690376, 15.4366858 47.0690654, 15.4366161 47.0691385, 15.4363714 47.0694171, 15.4363285 47.0694549, 15.4362369 47.0694813)",,,
957918011,,Schmiedgasse,residential,30,False,False,7.726,"LINESTRING (15.4398603 47.0680301, 15.4399144 47.0679712)",,,
"[188455129, 430401102]",,Hamerlinggasse,residential,30,False,False,83.14999999999999,"LINESTRING (15.4422524 47.0692439, 15.4425959 47.0689829, 15.4426466 47.0689444, 15.4427952 47.0688315, 15.4428098 47.0688204, 15.4429831 47.0686858)",,,
1151975245,,Kaiserfeldgasse,residential,30,False,False,46.415,"LINESTRING (15.4384682 47.0674753, 15.4389343 47.0676337, 15.4390166 47.0676616)",,,
26452021,,Kaiserfeldgasse,residential,30,False,True,12.755,"LINESTRING (15.4369467 47.0669868, 15.4367892 47.0669462)",,,
48372645,,Kaiserfeldgasse,residential,30,False,False,42.084,"LINESTRING (15.4369467 47.0669868, 15.4373913 47.0671218, 15.4374542 47.0671409)",,,
26238232,3,Radetzkystraße,primary,50,True,False,61.972,"LINESTRING (15.437687 47.066412, 15.4373622 47.0663971, 15.4368704 47.0663771)",,,
48372645,,Kaiserfeldgasse,residential,30,False,True,42.084,"LINESTRING (15.4374542 47.0671409, 15.4373913 47.0671218, 15.4369467 47.0669868)",,,
26452021,,Kaiserfeldgasse,residential,30,False,False,12.755,"LINESTRING (15.4367892 47.0669462, 15.4369467 47.0669868)",,,
4066663,,Nelkengasse,residential,30,True,False,63.581,"LINESTRING (15.4367892 47.0669462, 15.4367994 47.0668623, 15.4368613 47.0664466, 15.4368641 47.0664273, 15.4368704 47.0663771)",,,
4066666,,Kaiserfeldgasse,residential,30,False,False,58.721999999999994,"LINESTRING (15.4367892 47.0669462, 15.436494 47.0668669, 15.436391 47.0668392, 15.4361227 47.066767, 15.4360678 47.0667813)",,,
104961095,,Marburger Kai,residential,30,True,False,23.869999999999997,"LINESTRING (15.4356799 47.0669713, 15.4357389 47.0669839, 15.4358018 47.0669826, 15.4359303 47.0668869)",,,
196599508,2,Marburger Kai,primary,50,True,False,38.431,"LINESTRING (15.4356799 47.0669713, 15.4356797 47.0670186, 15.4356842 47.0673169)",,,
111440337,,Gorbachplatz,residential,30,True,False,15.695,"LINESTRING (15.4360678 47.0667813, 15.4359303 47.0668869)",,,
4066666,,Kaiserfeldgasse,residential,30,False,True,58.722,"LINESTRING (15.4360678 47.0667813, 15.4361227 47.066767, 15.436391 47.0668392, 15.436494 47.0668669, 15.4367892 47.0669462)",,,
196599509,2,Marburger Kai,primary,50,True,False,21.412,"LINESTRING (15.4356842 47.0673169, 15.4356771 47.0675094)",,,
"[395307358, 4441246]",,Opernring,residential,30,True,False,23.089,"LINESTRING (15.4435688 47.0685287, 15.4436277 47.0684747, 15.4436489 47.0684401, 15.4437069 47.0683451)",,,
"[185015002, 111440356]",,Girardigasse,residential,30,False,False,29.174,"LINESTRING (15.4435688 47.0685287, 15.4434388 47.0685433, 15.4431868 47.0685617)",,,
26451983,,Raubergasse,residential,30,True,False,67.09700000000001,"LINESTRING (15.4388472 47.0682536, 15.4388655 47.0681997, 15.4389328 47.0680015, 15.4389955 47.0677473, 15.4390166 47.0676616)",,,
26451991,,Kalchberggasse,residential,30,False,False,68.77499999999999,"LINESTRING (15.4388472 47.0682536, 15.4387964 47.0682443, 15.4387813 47.0682415, 15.438297 47.0681472, 15.4381437 47.0681173, 15.4379739 47.0680841)",,,
"[197653621, 197653622]","['2', '3']",Schmiedgasse,residential,30,False,False,67.549,"LINESTRING (15.4408049 47.066773, 15.4405035 47.067203, 15.4404935 47.0672172, 15.4404821 47.0672312, 15.4404102 47.0673175)",,,
1151975247,,Kalchberggasse,residential,30,False,True,35.056,"LINESTRING (15.43692 47.067843, 15.4364921 47.0677228)",,,
111440337,,Gorbachplatz,residential,30,True,False,51.329,"LINESTRING (15.4359303 47.0668869, 15.4358576 47.0670029, 15.4357756 47.0671529, 15.4357342 47.0672263, 15.4356842 47.0673169)",,,
1151975247,,Kalchberggasse,residential,30,False,False,35.056,"LINESTRING (15.4364921 47.0677228, 15.43692 47.067843)",,,
26496939,1,Nelkengasse,residential,30,True,False,88.787,"LINESTRING (15.4364921 47.0677228, 15.4365311 47.0676597, 15.4367046 47.0673788, 15.4368896 47.0670791, 15.4369467 47.0669868)",,,
"[187399818, 26436980]",,Andreas-Hofer-Platz,residential,30,True,False,84.948,"LINESTRING (15.4357413 47.0687365, 15.4357823 47.0687414, 15.435923 47.0687582, 15.4366961 47.0688514, 15.436801 47.0688642, 15.436846 47.0688686)",,,
"[163978058, 158050292, 150118428]",2,Marburger Kai,primary,50,True,False,36.998000000000005,"LINESTRING (15.4357413 47.0687365, 15.4357385 47.0688315, 15.4357398 47.0689302, 15.4357417 47.0690572, 15.4357419 47.0690692)",,,
