osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,bridge,lanes,junction,tunnel
"[705989072, 5104643]",Almerstraße,primary,50,False,True,112.948,"LINESTRING (12.8465573 47.4268075, 12.846654 47.4268033, 12.8467358 47.4267865, 12.8468156 47.4267593, 12.8470041 47.4266563, 12.8471497 47.4265683, 12.8472065 47.426534, 12.8473115 47.4264674, 12.8476464 47.4262552, 12.8477252 47.4262002)",B164,,2,,
26799936,Parkstraße,residential,,False,False,157.459,"LINESTRING (12.8444443 47.4271876, 12.8437248 47.4274727, 12.8433776 47.4276248, 12.8433335 47.4276745, 12.8433364 47.427717, 12.8434472 47.427841, 12.8437145 47.4281131)",,,,,
26799936,Parkstraße,residential,,False,True,85.03399999999999,"LINESTRING (12.8444443 47.4271876, 12.8445947 47.4271622, 12.8451391 47.4271342, 12.8455678 47.4271177)",,,,,
29876161,Keilgasse,residential,,False,True,80.873,"LINESTRING (12.8444443 47.4271876, 12.8445201 47.4273126, 12.8447257 47.4275178, 12.8449037 47.427653, 12.8450832 47.4277621)",,,,,
26802053,,living_street,,False,False,75.67500000000001,"LINESTRING (12.8460986 47.4307703, 12.8457003 47.4305322, 12.8457001 47.4305012, 12.8453732 47.4303136)",,,,,
29875041,Berthold-Pürstinger-Straße,residential,30,False,False,31.397999999999996,"LINESTRING (12.8460986 47.4307703, 12.8462295 47.4306122, 12.8463003 47.4305231)",,,,,
29875041,Berthold-Pürstinger-Straße,residential,30,False,True,31.692999999999998,"LINESTRING (12.8460986 47.4307703, 12.8460377 47.430896, 12.8460297 47.4309779, 12.846057 47.4310461)",,,,,
26802053,,living_street,,False,True,75.67500000000001,"LINESTRING (12.8453732 47.4303136, 12.8457001 47.4305012, 12.8457003 47.4305322, 12.8460986 47.4307703)",,,,,
"[669366601, 26799938]",Zeller Bundesstraße,primary,50,False,False,90.084,"LINESTRING (12.8420897 47.4281857, 12.8422164 47.4282796, 12.8424839 47.4284862, 12.8425909 47.4285721, 12.8428728 47.4287985)",B311,,,,
29875009,Berglandstraße,residential,30,False,False,40.952,"LINESTRING (12.8498736 47.4234906, 12.8494783 47.4232374)",,,,,
"[60799049, 29875009]",Berglandstraße,residential,30,False,"[False, True]",196.144,"LINESTRING (12.8498736 47.4234906, 12.8503182 47.4237476, 12.8509034 47.4239335, 12.8517632 47.4232879, 12.8518537 47.4232788)",,,,,
29876102,Leopold-Radauer-Straße,residential,,False,False,88.995,"LINESTRING (12.8498736 47.4234906, 12.8491507 47.423991, 12.8490695 47.4240753)",,,,,
29875041,Berthold-Pürstinger-Straße,residential,30,False,False,31.693,"LINESTRING (12.846057 47.4310461, 12.8460297 47.4309779, 12.8460377 47.430896, 12.8460986 47.4307703)",,,,,
29876049,Gartenstraße,residential,,False,False,24.866,"LINESTRING (12.8463003 47.4305231, 12.8466072 47.4306062)",,,,,
29875041,Berthold-Pürstinger-Straße,residential,30,False,False,234.09199999999998,"LINESTRING (12.8463003 47.4305231, 12.8466628 47.4300712, 12.8469859 47.4296786, 12.847362 47.429386, 12.8475492 47.4291669, 12.84793 47.4287373)",,,,,
29875041,Berthold-Pürstinger-Straße,residential,30,False,True,31.397999999999996,"LINESTRING (12.8463003 47.4305231, 12.8462295 47.4306122, 12.8460986 47.4307703)",,,,,
29875041,Berthold-Pürstinger-Straße,residential,30,False,True,234.09199999999998,"LINESTRING (12.84793 47.4287373, 12.8475492 47.4291669, 12.847362 47.429386, 12.8469859 47.4296786, 12.8466628 47.4300712, 12.8463003 47.4305231)",,,,,
158530407,Kaiserallee,residential,30,False,True,48.45,"LINESTRING (12.84793 47.4287373, 12.848349 47.4289313, 12.8484609 47.428984)",,,,,
761772212,Kaiserallee,residential,30,False,False,93.178,"LINESTRING (12.84793 47.4287373, 12.8473639 47.4284473, 12.846935 47.4282383)",,,,,
29875211,Wiechenthalerweg,residential,,False,True,105.52999999999999,"LINESTRING (12.8430797 47.4260383, 12.8432843 47.4262119, 12.8433438 47.4262562, 12.8434121 47.4262662, 12.8437374 47.4262907, 12.8439507 47.426326, 12.8440297 47.4264059, 12.8440799 47.4264798, 12.8440939 47.4265516)",,,,,
"[659431832, 29875227]","['Am Jufersbach', 'Kapsstraße']",residential,,False,False,232.588,"LINESTRING (12.8531829 47.4278366, 12.8532256 47.4276031, 12.8532278 47.4274601, 12.8530999 47.4266667, 12.854452 47.4266992)",,,,,
29876062,Kapsstraße,residential,,False,False,47.321,"LINESTRING (12.8531829 47.4278366, 12.8532043 47.4278861, 12.8532413 47.4279235, 12.8535991 47.4281463)",,,,,
158395217,Am Jufersbach,residential,,False,True,43.372,"LINESTRING (12.8531829 47.4278366, 12.8530077 47.4279626, 12.8528972 47.4280117, 12.852724 47.4280623)",,,,,
29876059,Moosstraße,residential,,False,False,154.55900000000003,"LINESTRING (12.8531337 47.4290404, 12.8526111 47.4297501, 12.8523596 47.4300165, 12.8522746 47.4301928, 12.8521345 47.430205)",,,,,
159632631,Obsmarktstraße,residential,,False,False,47.571,"LINESTRING (12.8531337 47.4290404, 12.8528021 47.428843, 12.8526584 47.4287582)",,,,,
29875587,Anton-Wallner-Straße,tertiary,,False,False,83.12899999999999,"LINESTRING (12.8526584 47.4287582, 12.8526107 47.4287972, 12.8524427 47.428937, 12.852321 47.4290489, 12.8522438 47.4291391, 12.8521902 47.429226, 12.8521269 47.4293568, 12.8521082 47.4293967)",,,,,
159632631,Obsmarktstraße,residential,,False,True,47.571,"LINESTRING (12.8526584 47.4287582, 12.8528021 47.428843, 12.8531337 47.4290404)",,,,,
561284912,Obsmarktstraße,tertiary,,False,True,170.715,"LINESTRING (12.8526584 47.4287582, 12.8525121 47.4286202, 12.8524269 47.4285398, 12.8522838 47.4283702, 12.8521863 47.4281517, 12.8521063 47.4280195, 12.8520196 47.4279424, 12.8518746 47.4278286, 12.8517261 47.4277609, 12.8515614 47.4277245, 12.8512453 47.4277057)",,,,,
705103354,Anton-Wallner-Straße,tertiary,,False,True,98.17,"LINESTRING (12.8526584 47.4287582, 12.8528053 47.428664, 12.8530363 47.4285158, 12.8535991 47.4281463)",,,,,
"[953637537, 122586005]",Ramseiderstraße,residential,30,False,True,135.325,"LINESTRING (12.8508004 47.4246209, 12.850485 47.4248785, 12.8503849 47.4249603, 12.8502991 47.4250375, 12.8502182 47.4251993, 12.8502194 47.4252795, 12.8502748 47.4254244, 12.8504664 47.4256715)",,,,,
29875342,Achenweg,residential,,False,False,329.836,"LINESTRING (12.8506763 47.4223087, 12.8501953 47.4226134, 12.849702 47.4229135, 12.8492627 47.423164, 12.8488949 47.4233796, 12.8484296 47.423727, 12.8483938 47.4237687, 12.8481996 47.4239951, 12.8481108 47.4241785, 12.8479595 47.4245464)",,,,,
29875342,Achenweg,residential,,False,True,329.83599999999996,"LINESTRING (12.8479595 47.4245464, 12.8481108 47.4241785, 12.8481996 47.4239951, 12.8483938 47.4237687, 12.8484296 47.423727, 12.8488949 47.4233796, 12.8492627 47.423164, 12.849702 47.4229135, 12.8501953 47.4226134, 12.8506763 47.4223087)",,,,,
706138665,Ritzenseestraße,tertiary,,False,False,19.309,"LINESTRING (12.8479595 47.4245464, 12.8478402 47.4244816, 12.8477576 47.4244392)",,,,,
"[706138665, 29877226, 158084614]",Ritzenseestraße,tertiary,,False,True,25.29,"LINESTRING (12.8479595 47.4245464, 12.8480095 47.424573, 12.848149 47.4246427, 12.848248 47.4246391)",,yes,,,
158175168,Kollingwaldstraße,residential,,False,False,219.631,"LINESTRING (12.8441756 47.4222528, 12.844322 47.4224462, 12.8446233 47.4227794, 12.8446889 47.4228233, 12.8447718 47.4228583, 12.8448696 47.4228742, 12.844974 47.4228694, 12.8453416 47.4228181, 12.8454459 47.4228139, 12.8455163 47.4228245, 12.8456675 47.4228949, 12.8458864 47.4231009, 12.8462392 47.4233549)",,,,,
29875376,Ritzenseestraße,tertiary,,False,False,52.81100000000001,"LINESTRING (12.8462392 47.4233549, 12.8462793 47.4232092, 12.8463883 47.4228909)",,,,,
158175168,Kollingwaldstraße,residential,,False,True,219.63100000000003,"LINESTRING (12.8462392 47.4233549, 12.8458864 47.4231009, 12.8456675 47.4228949, 12.8455163 47.4228245, 12.8454459 47.4228139, 12.8453416 47.4228181, 12.844974 47.4228694, 12.8448696 47.4228742, 12.8447718 47.4228583, 12.8446889 47.4228233, 12.8446233 47.4227794, 12.844322 47.4224462, 12.8441756 47.4222528)",,,,,
850600425,Ritzenseestraße,tertiary,,False,True,81.418,"LINESTRING (12.8462392 47.4233549, 12.8462802 47.423598, 12.8463931 47.4237803, 12.8467494 47.4239413)",,,,,
29875372,Am Mühlrain,residential,,False,False,64.749,"LINESTRING (12.8467104 47.4234357, 12.8467748 47.4233062, 12.8468045 47.4231956, 12.8468507 47.4230498, 12.8469181 47.4228714)",,,,,
29875372,Am Mühlrain,residential,,False,False,99.28200000000001,"LINESTRING (12.8469181 47.4228714, 12.8471165 47.422716, 12.8473685 47.4225969, 12.847698 47.4224262, 12.8477329 47.422313, 12.847718 47.4222305)",,,,,
29875372,Am Mühlrain,residential,,False,True,64.749,"LINESTRING (12.8469181 47.4228714, 12.8468507 47.4230498, 12.8468045 47.4231956, 12.8467748 47.4233062, 12.8467104 47.4234357)",,,,,
158061943,,residential,,False,True,40.009,"LINESTRING (12.8469181 47.4228714, 12.8466412 47.4228938, 12.8463883 47.4228909)",,,,,
29875372,Am Mühlrain,residential,,False,True,99.28200000000001,"LINESTRING (12.847718 47.4222305, 12.8477329 47.422313, 12.847698 47.4224262, 12.8473685 47.4225969, 12.8471165 47.422716, 12.8469181 47.4228714)",,,,,
530984563,Ritzenseestraße,residential,,False,True,92.714,"LINESTRING (12.8467494 47.4239413, 12.8467204 47.4239789, 12.8465551 47.4242584, 12.8464951 47.4243846, 12.8465213 47.4244216, 12.8469123 47.4245958)",,,,,
850600425,Ritzenseestraße,tertiary,,False,False,81.418,"LINESTRING (12.8467494 47.4239413, 12.8463931 47.4237803, 12.8462802 47.423598, 12.8462392 47.4233549)",,,,,
850600425,Ritzenseestraße,tertiary,,False,True,94.241,"LINESTRING (12.8467494 47.4239413, 12.8471113 47.4240833, 12.8471752 47.4241083, 12.8477576 47.4244392)",,,,,
421883806,Bräugasse,residential,,False,True,173.82,"LINESTRING (12.849389 47.4278481, 12.8494455 47.4276441, 12.8494923 47.4275217, 12.8498479 47.4268475, 12.8499731 47.4266541, 12.8502231 47.4264036)",,,,,
"[561284913, 705882382]",Obsmarktstraße,tertiary,,True,False,84.929,"LINESTRING (12.849389 47.4278481, 12.8495362 47.4278631, 12.8497885 47.4278747, 12.8500585 47.4278601, 12.8503974 47.4277945, 12.8504973 47.4277752)",,,,,
"[26528848, 561284911]","['Lofererstraße', 'Obsmarktstraße']",living_street,20,True,False,119.91300000000001,"LINESTRING (12.8479024 47.4276253, 12.8481759 47.4275778, 12.8482553 47.4275719, 12.8485174 47.4275748, 12.848848 47.4277119, 12.8489438 47.4277527, 12.849173 47.4278159, 12.849389 47.4278481)",,,1,,
"[706161065, 761772213]",Lofererstraße,tertiary,30,False,True,107.56200000000001,"LINESTRING (12.8479024 47.4276253, 12.8478055 47.4276521, 12.8474937 47.4276815, 12.8474408 47.4277048, 12.8471847 47.4279508, 12.8470984 47.4280483, 12.8470698 47.4280967, 12.8470258 47.4281838, 12.846935 47.4282383)",,,,,
29875421,Kaiserallee,residential,30,False,True,97.954,"LINESTRING (12.849363 47.429266, 12.8496062 47.4293664, 12.8499822 47.429587, 12.8503747 47.4298173)",,,,,
29876048,Gartenstraße,living_street,30,False,False,308.467,"LINESTRING (12.849363 47.429266, 12.8487427 47.4297573, 12.8476098 47.430528, 12.8471649 47.4308639, 12.8470358 47.4309337, 12.8469221 47.4309275, 12.8467232 47.4308236, 12.8466072 47.4306062)",,,,,
705882384,Kaiserallee,residential,30,False,False,38.758,"LINESTRING (12.849363 47.429266, 12.8490583 47.4291471, 12.8489009 47.4291172)",,,,,
158530407,Kaiserallee,residential,30,False,False,38.638000000000005,"LINESTRING (12.8489009 47.4291172, 12.8488318 47.4291387, 12.8488048 47.4291351, 12.8484609 47.428984)",,,,,
"[29875427, 705882383]",Markt,residential,30,False,False,216.549,"LINESTRING (12.8489009 47.4291172, 12.8491725 47.4289108, 12.8495157 47.4286677, 12.8499407 47.4283605, 12.8501267 47.4282393, 12.8502167 47.4281946, 12.8503594 47.4281436, 12.8505009 47.4281186, 12.8506779 47.4280873, 12.8506383 47.4279361, 12.8505922 47.4277603)",,,,,
705882384,Kaiserallee,residential,30,False,True,38.758,"LINESTRING (12.8489009 47.4291172, 12.8490583 47.4291471, 12.849363 47.429266)",,,,,
29876046,Gartenstraße,living_street,30,False,True,232.21099999999998,"LINESTRING (12.8484609 47.428984, 12.8479436 47.4297231, 12.8475065 47.4300109, 12.8471833 47.4302461, 12.8467428 47.4305643, 12.8466072 47.4306062)",,,,,
158530407,Kaiserallee,residential,30,False,False,48.45,"LINESTRING (12.8484609 47.428984, 12.848349 47.4289313, 12.84793 47.4287373)",,,,,
158530407,Kaiserallee,residential,30,False,True,38.638000000000005,"LINESTRING (12.8484609 47.428984, 12.8488048 47.4291351, 12.8488318 47.4291387, 12.8489009 47.4291172)",,,,,
705103354,Anton-Wallner-Straße,tertiary,,False,False,43.271,"LINESTRING (12.8540122 47.4278755, 12.8535991 47.4281463)",,,,,
705103354,Anton-Wallner-Straße,tertiary,,False,True,43.271,"LINESTRING (12.8535991 47.4281463, 12.8540122 47.4278755)",,,,,
29876062,Kapsstraße,residential,,False,True,47.321,"LINESTRING (12.8535991 47.4281463, 12.8532413 47.4279235, 12.8532043 47.4278861, 12.8531829 47.4278366)",,,,,
705103354,Anton-Wallner-Straße,tertiary,,False,False,98.17,"LINESTRING (12.8535991 47.4281463, 12.8530363 47.4285158, 12.8528053 47.428664, 12.8526584 47.4287582)",,,,,
29875587,Anton-Wallner-Straße,tertiary,,False,True,90.875,"LINESTRING (12.8521345 47.430205, 12.8520467 47.4298054, 12.8520405 47.4297017, 12.8520502 47.4295956, 12.8520761 47.4294727, 12.8521082 47.4293967)",,,,,
29876059,Moosstraße,residential,,False,True,154.55900000000003,"LINESTRING (12.8521345 47.430205, 12.8522746 47.4301928, 12.8523596 47.4300165, 12.8526111 47.4297501, 12.8531337 47.4290404)",,,,,
29876049,Gartenstraße,residential,,False,True,24.866,"LINESTRING (12.8466072 47.4306062, 12.8463003 47.4305231)",,,,,
29876046,Gartenstraße,living_street,30,False,False,232.211,"LINESTRING (12.8466072 47.4306062, 12.8467428 47.4305643, 12.8471833 47.4302461, 12.8475065 47.4300109, 12.8479436 47.4297231, 12.8484609 47.428984)",,,,,
29876048,Gartenstraße,living_street,30,False,True,308.467,"LINESTRING (12.8466072 47.4306062, 12.8467232 47.4308236, 12.8469221 47.4309275, 12.8470358 47.4309337, 12.8471649 47.4308639, 12.8476098 47.430528, 12.8487427 47.4297573, 12.849363 47.429266)",,,,,
158395217,Am Jufersbach,residential,,False,False,43.372,"LINESTRING (12.852724 47.4280623, 12.8528972 47.4280117, 12.8530077 47.4279626, 12.8531829 47.4278366)",,,,,
356297365,Kapsstraße,residential,,False,True,62.926,"LINESTRING (12.854452 47.4266992, 12.8540901 47.4272094)",,,,,
"[659431832, 29875227]","['Am Jufersbach', 'Kapsstraße']",residential,,False,True,232.588,"LINESTRING (12.854452 47.4266992, 12.8530999 47.4266667, 12.8532278 47.4274601, 12.8532256 47.4276031, 12.8531829 47.4278366)",,,,,
26623450,Ramseiderstraße,residential,,False,False,208.57500000000002,"LINESTRING (12.8544839 47.4246397, 12.8544243 47.4246531, 12.8541405 47.4247343, 12.8539375 47.4247965, 12.8537123 47.4248628, 12.8533999 47.4249429, 12.8526337 47.4250812, 12.8523128 47.4251862, 12.852234 47.4252149, 12.8519236 47.4253384)",,,,,
29876102,Leopold-Radauer-Straße,residential,,False,False,26.622,"LINESTRING (12.8490695 47.4240753, 12.8490461 47.4241523, 12.8489511 47.4242997)",,,,,
29876102,Leopold-Radauer-Straße,residential,,False,True,88.995,"LINESTRING (12.8490695 47.4240753, 12.8491507 47.423991, 12.8498736 47.4234906)",,,,,
158042197,Leopold-Radauer-Straße,residential,,False,True,44.98,"LINESTRING (12.8490695 47.4240753, 12.8489116 47.4240502, 12.8485354 47.4239015)",,,,,
29876102,Leopold-Radauer-Straße,residential,,False,False,39.116,"LINESTRING (12.8487412 47.4245241, 12.8486523 47.4245609, 12.8485438 47.4245843, 12.8482437 47.4246063)",,,,,
29876102,Leopold-Radauer-Straße,residential,,False,True,29.974,"LINESTRING (12.8487412 47.4245241, 12.8488085 47.4244815, 12.8488705 47.4244266, 12.8489511 47.4242997)",,,,,
158076916,Leopold-Radauer-Straße,residential,,False,False,80.97,"LINESTRING (12.8487412 47.4245241, 12.8490861 47.4246345, 12.8492469 47.4244312, 12.8489511 47.4242997)",,,,,
"[761430730, 761430731, 761765655]",Ramseiderstraße,residential,,False,False,129.767,"LINESTRING (12.8504664 47.4256715, 12.8503136 47.4257205, 12.8502991 47.4257256, 12.8502314 47.4257446, 12.8498615 47.4258635, 12.8496821 47.4259522, 12.8494168 47.4261335, 12.8491669 47.4263927)",,yes,,,
761765655,Ramseiderstraße,residential,,False,True,50.161,"LINESTRING (12.8504664 47.4256715, 12.8505459 47.425665, 12.8507469 47.4256774, 12.8509099 47.4256673, 12.8511234 47.4256282)",,,,,
"[953637537, 122586005]",Ramseiderstraße,residential,30,False,False,135.325,"LINESTRING (12.8504664 47.4256715, 12.8502748 47.4254244, 12.8502194 47.4252795, 12.8502182 47.4251993, 12.8502991 47.4250375, 12.8503849 47.4249603, 12.850485 47.4248785, 12.8508004 47.4246209)",,,,,
29875421,Kaiserallee,residential,30,False,False,97.954,"LINESTRING (12.8503747 47.4298173, 12.8499822 47.429587, 12.8496062 47.4293664, 12.849363 47.429266)",,,,,
26799936,Parkstraße,residential,,False,False,54.004,"LINESTRING (12.8437145 47.4281131, 12.8439197 47.4283093, 12.8440742 47.428457, 12.844156 47.4284899)",,,,,
26799936,Parkstraße,residential,,False,True,157.459,"LINESTRING (12.8437145 47.4281131, 12.8434472 47.427841, 12.8433364 47.427717, 12.8433335 47.4276745, 12.8433776 47.4276248, 12.8437248 47.4274727, 12.8444443 47.4271876)",,,,,
